"Мигунова, Елена Сергеевна",옐레나 미구노바
Алёна Сергеевна Косторная,알료나 코스토르나야
Александра Трусова,알렉산드라 트루소바
Валерия Шкирандо,발레리야 시키란도
"Букчина, Бронислава Зиновьевна",브로니슬라바 북치나
"Удодов, Александр Евгеньевич",알렉산드르 우도도프
Юрий Юрьевич Ковалёв,유리 코발료프
Данила Поперечный,다닐라 포페레치니
Grivina,그리 비나
Николай Николаевич Платошкин,니콜라이 플라토시킨
"Полячихина, Юлия Сергеевна",율리야 폴리야치키나
"Огузов, Альберт Русланович",알베르트 오구조프
Анна Корнильева,안나 코닐리에바
"Позднякова, София Станиславовна",소피야 포즈드냐코바
"Артамонов, Михаил Владимирович",미하일 아르타모노프
Илья Кувшинов,일리아 쿠프시노프
Варвара Грачёва,바르바라 그라초바
Юлия Борисовна Навальная,율리야 나발나야
Леонид Иванович Пасечник,레오니드 파세츠니크
"Игольников, Михаил Сергеевич",미하일 이골니코프
Севак Ханагян,세바크 카나갼
Артур Эдикович Найфонов,아르투르 나이포노프
Ана Данилина,애나 다닐 리나
Пётр Евгеньевич Ян,페트르 얀
Дмитрий Сергеевич Горбунов,드미트리 고르부노프
Михаил Андреевич Тихонов,미하일 티호노프
"Кулик, Андрей Борисович",안드레이 쿨릭
Ирина Горячева,이리나 고랴체바
Арцвик Бориковна Арутюнян,아르츠비크
Александра Игоревна Бойкова,알렉산드라 보이코바
Дмитрий Эдуардович Козловский,드미트리 코즐롭스키
"Михайлов, Роман Валерьевич",로만 미하일로프
"Каюмов, Артур Адисович",아르투르 카유모프
Марина Могилко,마리나 모길코
Елена Хусяйнова,옐레나 후샤이노바
Анна Сорокина,안나 소로킨
"Ефлов, Борис Александрович",보리스 예플로프
Алексей Михайлович Агеев,알렉세이 에이에프
Гевонд Гарникович Андреасян,게본트 안드레아시안
Екатерина Владимировна Макарова,예카테리나 마카로바
Сергей Алексеевич Походаев,세르게이 포코도브
Валентин Садики,발렌틴 사디키
Дмитрий Сергеевич Ендальцев,드미트리 엔달트세프
Игорь Хрипунов,이고르 크리푸노프
Кристина Дмитриевна Пакарина,크리스티나 파카리나
"Чебыкин, Николай Владимирович",니콜라이 체비킨
Клим Сергеевич Поплавский,클림 포플라프스키
Валерия Дмитриева,발레리아 드미트리에바
Сергей Владимирович Романович,세르게이 브리야코비치
Антон Эдвардович Борматов,안톤 보마토프
Алексис Рабен,알렉시스 라벤
"Аюшеева, Бадма-Ханда",바드마한다 아유셰예바
Виктор Тимофеевич Хоркин,빅토르 코르킨
Анастасия Юрьевна Радзинская,Like Nastya
Владимир Поляков,블라디미르 폴랴코프
Артём Аксёненко,아르툠 악세넨코
"Галашина, Анастасия Валерьевна",아나스타시야 갈라시나
"Костюков, Игорь Олегович",이고리 코스튜코프
Валерий Валерьевич Федорович,발레리 페도로비치
Александр Александрович Кузнецов,알렉산드르 쿠즈네초프
Антонина Дубинина,안토니나 두비니나
Моргенштерн,모르겐시테른
Блиновская Елена Олеговна,옐레나 블리놉스카야
Андрей Христофорович Золотарёв,안드레이 졸로타레프
Олег Александрович Маловичко,올렉 말로비치코
"Тасоев, Инал Валикоевич",이날 타소예프
"Муштаков, Виктор Алексеевич",빅토르 무시타코프
"Ильясов, Нияз Анварович",니야스 일리야소프
Алексей Леонидович Текслер,알렉세이 텍슬레르
Яна Викторовна Кошкина,야나 코시키나
Иван Валентинович Голунов,이반 골루노프
Ида Галич,이다 갈리치
Александр Евгеньевич Мишкин,알렉산드르 미시킨
Ирина Георгиевна Чипиженко,이리나 치티첸코
Камила Валиева,카밀라 발리예바
"Адамян, Арман Азатович",아르만 아다먄
