Paris,パリ
Service interarmées des munitions,統合弾薬部
Service de l'énergie opérationnelle,燃料部・(フランス軍)
Réserve naturelle nationale des Terres australes françaises,フランス領南方地域国立自然保護区
Rugby club vannetais,RCヴァンヌ
Sia Partners,シア・パートナーズ
Soyaux Angoulême XV Charente,ソヨー・アングレームXVシャラント
Siège de Paris (1429),パリ包囲戦・(1429年)
Siège de Paris (1435-1436),パリ包囲戦・(1435年-1436年)
SOPHIE,SOPHIE
Saravah,サラヴァ
Sagace,サガス
Siège de Lorient,ロリアン襲撃
Saint-aubin (AOC),サントーバンAOC
Salle Gaveau,サル・ガヴォー
Snow White's Enchanted Wish,白雪姫と七人のこびと
France Médias Monde,フランス・メディア・モンド
Savigny-lès-beaune (AOC),サヴィニー＝レ＝ボーヌAOC
Saint-véran (AOC),サン＝ヴェランAOC
Saint-bris,サン＝ブリ
Sinndar,シンダー
Siège de Douai (1667),ドゥーエー包囲戦・(1667年)
Siège de Besançon (1674),ブザンソン包囲戦
Sauce Périgueux,ソース・ペリグー
Société française d'énergie nucléaire,フランス原子力学会
Système automatisé pour les fichiers administratifs et le répertoire des individus,SAFARI・(フランスの制度)
Société d'encouragement à l'élevage du Trotteur français,シュヴァルフランセ
Trophée de France 2013,2013年エリック・ボンパール杯
Société européenne de propulsion,ソシエテ・ユーロピーネ・デ・プロパルジオン
Stade Albert-Domec,スタッド・ダルベール・ドメク
TARANIS,TARANIS
Vaguely Noble,ヴェイグリーノーブル
Stade du Hameau,スタッド・デュ・アモー
Tunnel de Mauvages,モヴァージュトンネル
Tour Triangle,Tour・Triangle
Tour du Limousin 2012,ツール・デュ・リムザン2012
Rouen Normandie Rugby,ルーアン・ノルマンディー・ラグビー
Star Film (France),スター・フィルム
Société musicale indépendante,独立音楽協会
Aérodrome de Fakarava,ファカラバ空港
Suave Dancer,スワーヴダンサー
Tournoi des Cinq Nations féminin 2000,2000年女子ファイブ・ネイションズ・チャンピオンシップ
"Vendredi (hebdomadaire, 1935)",ヴァンドルディ
Uhabia,ウアビア川
Tournoi des Cinq Nations féminin 1999,1999年女子ファイブ・ネイションズ・チャンピオンシップ
Union sportive carcassonnaise XV,USカルカソンヌ
Union sportive concarnoise,USコンカルノー
Templiers de Sénart,セナート・テンプライアーズ
Tournoi des Cinq Nations féminin 2001,2001年女子ファイブ・ネイションズ・チャンピオンシップ
Tramway de La Réunion,トラム＝トレン・ド・ラ・レユニオン
Vosne-romanée (AOC),ヴォーヌ＝ロマネAOC
Vol Inex-Adria Aviopromet 1308,イネックス・アドリア航空1308便墜落事故
Vol XL Airways Germany 888T,XLドイツ航空888T便墜落事故
Vol Air Moorea 1121,エア・モーレア1121便墜落事故
Vol Air France 117,エールフランス117便墜落事故
Union des fabricants,ユニオン・デ・ファブリカン
Thermes de Constantin,コンスタンティヌスの公衆浴場
Voie d'essai de l'aérotrain d'Orléans,オルレアン実験線
Voici,ボワシ
Union sportive d'Avranches Mont-Saint-Michel,USアヴランシュ
Nord Aviation N.500 Cadet,アエロスパシアル・N500
Withings,ウィジングズ
Vougeot (AOC),ヴージョ・(ワイン)
Volnay (AOC),ヴォルネAOC
USON Nevers Rugby,USONヌヴェール・ラグビー
Ingenico,インジェニコ・グループ
Xârâcùù,ハランチュー語
Urban Sea,アーバンシー
Vignoble des Graves,グラーヴワイン
Tome fraîche de l'Aubrac,トム・フレッシュ
Untxin,ウンツィン川
Université de France,帝国大学・(フランス)
Trente Glorieuses,栄光の三十年間
VAL 206,VAL・206
Utopiales,ユートピアル
Trois sœurs provençales,プロヴァンスの三姉妹
EFREI Paris,EFREI・Paris
Éditions Durand-Salabert-Eschig,デュラン・(出版社)
Yeun Elez,ユン・エレ
Yema,イエマ
Éditions Philippe Picquier,フィリップ・ピキエ
Vinci Airports,ヴァンシ・エアポート
École nationale supérieure des mines d'Albi-Carmaux,アルビ＝カルモー国立高等鉱業学校
"École nationale du génie rural, des eaux et des forêts",フランス国立農村工学・河川・森林学校
École nationale supérieure d'architecture de Paris-La Villette,パリ・ラ・ヴィレット国立建築学校
École nationale de la météorologie,国立気象学校
École nationale des sciences géographiques,国立地理学校
École nationale des travaux publics de l'État,フランス国立公共土木大学院
École supérieure de commerce en France,高等商業学校・(フランス)
École nationale supérieure de paysage de Versailles,ENSP
École nationale supérieure maritime,国立高等海洋学校
École de l'air et de l'espace,航空宇宙軍士官学校・(フランス)
CY Tech,国際情報処理科学大学院
École supérieure des beaux-arts de Nantes Saint-Nazaire,ナント高等美術学校
École nationale supérieure de géologie,国立高等地質学校
École nationale supérieure de mécanique et des microtechniques,国立高等精密機械学校
École nationale supérieure des beaux-arts de Lyon,リヨン国立高等美術学校
École nationale supérieure des mines de Saint-Étienne,サン＝テティエンヌ国立高等鉱業学校
Église Notre-Dame de Versailles,ヴェルサイユ・ノートルダム教会
École supérieure des agricultures,アンジェ高等農業学校
Église Saint-Jean-Baptiste de Belleville,ベルヴィル洗礼者聖ヨハネ教会
Établissement public à caractère industriel et commercial en France,商工業的公施設法人
Établissement public de coopération intercommunale,コミューン間協力公施設法人
Établissement public local d'enseignement,地方教育公施設法人
Danse à la ville,都会のダンス
Bataille d'Albert (1918),第三次アルベールの戦い
État-major de la Marine nationale militaire française,海軍参謀本部・(フランス海軍)
Étape des Champs-Élysées du Tour de France,シャンゼリゼ通り・(ツール・ド・フランス)
Vol Airbus Industrie 129,エアバス・インダストリー129便墜落事故
Équipe de France de rugby à sept,7人制ラグビー男子フランス代表
Qualifications de la zone Asie pour la Coupe du monde de rugby à XV 2007,ラグビーワールドカップ2007アジア地区予選
Traité de Versailles (1783),ヴェルサイユ条約・(1783年)
Église Sainte-Jeanne-d'Arc de Rouen,聖ジャンヌ・ダルク教会・(ルーアン)
Traité de Blois (1572),ブロワ条約・(1572年)
Institut de biologie moléculaire et cellulaire,細胞分子生物学研究所
Jeunes Filles au piano,ピアノに寄る少女たち
Air France Hop,オップ!
Diplôme d'ingénieur en France,技師免状
Class 9000,ユーロトンネル9形電気機関車
Île de Nantes,ナント島
Trophée de France 2004,2004年エリック・ボンパール杯
Trophée de France 2005,2005年エリック・ボンパール杯
Séisme de 2007 en Martinique,マルティニーク地震・(2007年)
Traité de Paris (1900),パリ条約・(1900年)
Énergie en France,フランスのエネルギー政策
Île Seguin,セガン島
Compagnie du chemin de fer de Paris à Orléans,パリ・オルレアン鉄道
Prix Jean Romanet,ジャンロマネ賞
Vol Air India 101,エア・インディア101便墜落事故
Équipe de France des moins de 16 ans de football,U-16サッカーフランス代表
Fouga (département aviation),フーガ・(航空機メーカー)
Dotemu,DotEmu
Engin léger de combat,ELC計画
Ordre nouveau (personnalisme),新秩序
Interféromètre du plateau de Bure,ビュール高原電波干渉計
Traité de Fontainebleau (1611),フォンテーヌブロー条約・(1611年)
Base sous-marine de Bordeaux,BETASOM
Pain de seigle,ライ麦パン
Heure en France,フランス時間
Christ en croix adoré par deux donateurs,十字架上のキリストと礼拝する2人の寄進者
Simple dames des Internationaux de France 2013,2013年全仏オープン女子シングルス
Coupe du monde féminine de football 2019,2019・FIFA女子ワールドカップ
AS Dragon (Tahiti),ASドラゴン・(タヒチ)
Colonie du Niger,ニジェール植民地
Université de Lorraine,ロレーヌ大学
Transhumance,移牧
Conférences de Bréda,ブレダ会議
Pic Paradis,ピク・パラディ
Gymnote (S655),ジムノート・(S655)
ÉLODIE,ELODIE
TGV TMST,イギリス国鉄373形電車
Villa Thuret,ド・ラ・ヴィラ・チュレ植物園
Centre CEA Paris-Saclay,サクレー研究所
Gand-Wevelgem 2013,ヘント〜ウェヴェルヘム2013
Vol Air France 007,エールフランス007便離陸失敗事故
Vol Air France 212 (1968),1968年エールフランス212便墜落事故
Rivalités dans le football en Bretagne,デュルビ・ドゥ・ラ・ブルターニュ
Édit de Versailles,ヴェルサイユ勅令
Sainte Apolline (Zurbarán),聖アポロニア・(スルバラン)
Union populaire républicaine (2007),人民共和連合
Élection présidentielle française de 2017,2017年フランス大統領選挙
Beaujolais,ボジョレー
Sommet du G7 de 1989,第15回先進国首脳会議
Arboretum du Petit-Bois,プティ＝ボワ植物園
Bataille de Villafranca (1744),ヴィッラフランカの戦い・(1744年)
Finale de la Série des Champions ISU 1995-1996,1995/1996・ISUチャンピオンシリーズファイナル
Jeux de la Francophonie de 1994,1994年フランス語圏競技大会
Bataille de Bordeaux (football),ボルドーの戦い・(1938・FIFAワールドカップ)
Ratatouille : L'Aventure totalement toquée de Rémy,ラタトゥイユ:ジ・アドベンチャー
Raid sur Le Havre,ル・アーヴル襲撃
Industrie automobile française,フランス車
Auberge Ravoux,ラヴー旅館
Équipe de France féminine de rugby à sept,7人制ラグビー女子フランス代表
Équipe de France de rugby à XV des moins de 20 ans,U-20ラグビーフランス代表
Kylotonn,Kylotonn
Ksar (cheval),クサール・(競走馬)
20 Minutes (France),20ミニュッツ・(フランス)
Prix Greffulhe,グレフュール賞
Prix Hocquart,オカール賞
Prix Noailles,ノアイユ賞
Prix Robert Papin,ロベールパパン賞
Prix Guillaume d'Ornano,ギヨームドルナノ賞
À la lanterne,街灯に吊るせ
Simple messieurs des Internationaux de France 2013,2013年全仏オープン男子シングルス
Port-Revel,ポートレベル操船訓練センター
Finale du Grand Prix ISU 1999-2000,1999/2000・ISUグランプリファイナル
BB 27000,フランス国鉄BB27000形電気機関車
Bernard 82,ベルナール・82
Maison Fossier,フォシエ
Compagnie d'aérostiers,フランス航空部隊・(フランス革命)
Logement social,公営住宅
Salmson-Moineau SM.1,サルムソン＝モアノ・S.M.1
Léman Express,レマン・エクスプレス
Tîrî,ティンリン語
Vignoble du Mâconnais,マコネー・ワイン
Cheese-eating surrender monkeys,サレンダーモンキー
Ouigo,Ouigo
Haras du Quesnay,ケスネー牧場
École des officiers de la Gendarmerie nationale,国家憲兵隊士官学校
Fédération mondiale des travailleurs scientifiques,世界科学者連盟
Dassault Mystère-Falcon,ダッソー・ファルコン
Hienghène Sport,ヤンゲン・スポール
Composition du Conseil de sécurité des Nations unies,国際連合安全保障理事会常任理事国
Liste des aérodromes en Guyane,フランス領ギアナの空港の一覧
Tantième,タンティエーム
Wikimédia France,ウィキメディア・フランス
Écurie Wertheimer,ヴェルテメール兄弟
Accident ferroviaire de Brétigny-sur-Orge,ブレティニ・スール・オルジュ駅脱線事故
Île de France (Maurice),フランス領フランス島・(モーリシャス)
Banque de l'Indochine,インドシナ銀行
Élections en France,フランスの選挙
Ministère français,フランスの省
Société à responsabilité limitée en France,有限会社・(フランス)
Roussillon (province),ルシヨン
Saphir (Q44),サフィール・(潜水艦・初代)
Le Songe de saint Joseph,聖ヨセフの夢・(ラ・トゥール)
Championnat de France de football 2013-2014,リーグ・アン2013-2014
Le Nouveau-né,新生児・(ラ・トゥールの絵画)
STOXX Europe 600,ストックス欧州600指数
Station hertzienne militaire de Pierre-sur-Haute,ピエール・シュール・オート軍用無線局
Habitation à loyer modéré,低家賃住宅
Équipe de France féminine de softball,ソフトボール女子フランス代表
Site nucléaire du Tricastin,トリカスタン原子力地区
Nissan ZEOD RC,日産・ZEOD・RC
Palmarès du simple messieurs des Internationaux de France,全仏オープン男子シングルス優勝者一覧
Paix des Dames,貴婦人の和約
Fête de la Saint-Jean,聖ヨハネの前夜祭
Les Causses et les Cévennes,コースとセヴェンヌの地中海農牧業の文化的景観
Grand Prix de Plouay 2013,GP西フランス・プルエー2013
Obusier de 400 mm,M1915/16・400mm列車榴弾砲
Le Vœu de Louis XIII,ルイ13世の誓願
