党委书记,党委員会の責任者
河东镇,河東鎮
太山乡,太山郷
陌南镇,陌南鎮
河东镇,河東鎮
河东镇,河東鎮
波中關係,中国とポーランドの関係
中葡關係,中国・ポルトガル関係
玉京峰,玉京峰
广州绕城高速公路,広州環状高速道路
恩兰·达札路恭纪功碑,ゾルの外の碑
百度知道,百度知道
白堆子站,白堆子駅
百鸽笼站,百鴿籠駅
白果站,白果駅
兰亭,蘭亭
西柏坡镇,西柏坡鎮
北京舞蹈学院,北京舞踏学院
中国人民公安大学,中国人民公安大学
中国无线电和定向运动协会,中国ラジオスポーツ協会
科学通报 (英文版),科学通報
中国滑冰协会,中国スケート協会
中文社会科学引文索引,中文社会科学引文索引
中国游泳协会,中国水泳協会
中国乒乓球协会,中国卓球協会
中国网球协会,中国テニス協会
中華人民共和國旅行證,中華人民共和国旅行証
中国女子足球超级联赛,中国女子サッカー・全国リーグ
中国－西班牙关系,中華人民共和国とスペインの関係
中塔關係,中国とタジキスタンの関係
中泰關係,タイと中華人民共和国の関係
中国－汤加关系,中国とトンガの関係
中国－乌干达关系,ウガンダ・中国関係
中華人民共和國—烏克蘭關係,中宇関係
中国－赞比亚关系,中華人民共和国とザンビアの関係
中国水产科学研究院,中国水産科学研究院
美國銀行中心 (香港),バンク・オブ・アメリカ・タワー
中國銀行大廈,中国銀行大廈
中华人民共和国企业破产法,中華人民共和国破産法
坂田站,坂田駅
坂仔镇,坂仔鎮
中国作家协会,中国作家協会
紅燒肉,紅焼肉
北京协和医学院,北京協和医学院
高桥镇,高橋鎮
凤凰山,鳳凰山 (中国遼寧省)
冯家河组,馮家河層
凤凰新村站,鳳凰新村駅
枫泾镇,楓涇鎮
凤山镇 (石家庄市),鳳山鎮
仙游站,仙游駅
峰尾镇,峰尾鎮
冯庸大学,馮庸大学
藏木水电站,蔵木ダム
广珠城际铁路,広珠都市間鉄道
中国大百科全书出版社,中国大百科全書出版社
娛樂行,エンターテインメント・ビルディング
中国环境,中国の環境問題
筲箕灣城隍廟,筲箕湾城隍廟
二号桥站,二号橋駅
二郎站,二郎駅
煙台世茂海灣1號,煙台世茂海湾1号
B股,B株
八达岭站,八達嶺駅
龍堡國際賓館,龍堡国際賓館
全国围棋个人赛,全国囲棋個人戦
全国足球甲级队A组联赛,中国サッカー・甲A級リーグ
中华医学杂志,中華医学雑誌
中国数学会,中国数学会
中华人民共和国全国冬季运动会,中華人民共和国全国冬季運動会
中國人民對外友好協會,中国人民対外友好協会
渭干河,ムザルト川
浦北县,浦北県
玉州区,玉州区
融安县,融安県
国务院新闻办公室,国務院新聞弁公室
华中农业大学,華中農業大学
地安門,地安門
武关,武関
洛阳博物馆,洛陽博物館
北京晚报,北京晚報
北京南海子麋鹿苑,北京麋鹿生態実験センター
全州县,全州県
鄂倫春自治旗,オロチョン自治旗
港闸区,港閘区
勐腊县,モウ臘県
勐海县,モウ海県
西堠門大橋,西堠門大橋
官陂镇,官陂鎮
当曲卡镇,当曲卡鎮
沱江镇,沱江鎮
太和殿,太殿
白石桥南站,白石橋南駅
白石龙站,白石竜駅
白石洲站,白石洲駅
白水镇,白水鎮
白水镇,白水鎮
拜寺口方塔遗址,拝寺口方塔
白塘镇,白塘鎮
中国电影集团,中国電影集団
愛州,愛州
中国自杀率,中華人民共和国の自殺
中星系列卫星,中星
北京工商大学,北京工商大学
徽州,徽州 (安徽省)
白马镇,白馬鎮
白马镇,白馬鎮
白马镇,白馬鎮
白马镇,白馬鎮
地利亞修女紀念學校（協和二中）,地利亜修女紀念学校（協和二中）
恩阳区,恩陽区
新疆维吾尔自治区博物馆,新疆ウイグル自治区博物館
中國文字博物館,中国文字博物館
黑龙江省博物馆,黒龍江省博物館
河东镇,河東鎮
俄羅斯駐華大使館,在中華人民共和国ロシア大使館
中国环球电视网,CGTN
東北新省區方案,東北新省区方案
中粮集团,中糧集団
庆盛站,慶盛駅
晓港站,暁港駅
上海浦东中邦足球俱乐部,上海浦東中邦足球倶楽部
方正集团,方正集団
香港小型巴士,コミュニティバス
中国中化集团,中国中化集団
杜甫草堂,杜甫草堂博物館
松江南站,松江南駅
无锡东站,無錫東駅
中國科學社,中国科学社
北京市郊铁路S2线,北京市郊外鉄道S2線
廊坊站,廊坊駅
石门站,石門駅
沙河高教园站,沙河高教園駅
良乡大学城北站,良郷大学城北駅
良乡地区,良郷地区
新疆军阀,新疆派
西小口站,西小口駅
广阳城站,広陽城駅
六里桥站,六里橋駅
顺义站,順義駅
宝体站,宝体駅
保定东站,保定東駅
宝光寺,宝光寺 (成都市)
宝岗大道站,宝崗大道駅
宝鸡南站,宝鶏南駅
宝华站,宝華駅
宝泉镇,宝泉鎮
包头东站,包頭東駅
包頭站,包頭駅
趵突泉,趵突泉
包兰铁路,包蘭線
澳門波爾圖足球會,FCポルト・デ・マカオ
堡子湾站,堡子湾駅
浸信會呂明才中學,浸信会呂明才中学
拉西镇,拉西鎮
中国—巴巴多斯关系,バルバトスと中国の関係
錦繡中華民俗村,錦繍中華民俗村
防火長城,グレート・ファイアウォール
大慈恩寺,大慈恩寺
福建炒飯,福建炒飯
北京爱情故事,北京愛情故事
丸都城,丸都城
恆大地產,恒大集団
万绿园,万緑园
怡和行,怡和行
會展站,会展駅
新疆菜,新疆料理
北京师范大学附属实验中学,北京師範大学附属実験中学
科兴生物,シノヴァック・バイオテック
澄江化石地,澄江の化石出土地域
玛纳斯河,マナス川
搜搜,捜捜
狄道之战,狄道の戦い
東興之戰,東興の戦い
伊吾保卫战,伊吾の戦い
乌兰苏海组,ウランスハイ層
重庆医科大学,重慶医科大学
重庆南开中学,重慶南開中学
铁门关市,鉄門関市
彩虹邨天主教英文中學,彩虹邨天主教英文中学
彩虹邨,彩虹邨
重庆大剧院,重慶大劇院
重庆交通大学,重慶交通大学
曲水铁索桥,チャクザム橋
芜湖长江大桥,蕪湖長江大橋
中华人民共和国税收制度,中国の租税
南京有有足球俱乐部,南京有有足球倶楽部
全国男子篮球联赛,ナショナル・バスケットボール・リーグ (中国)
《吾人之路》,ナシ・プーチ
應昌,応昌
2010年沪昆铁路列车脱轨事故,2010年滬昆線列車脱線事故
宜宾菜坝机场,宜賓菜壩空港
克里雅河,ケリヤ河
和平门,和平門
红旗,紅旗
东直门,東直門
杭州植物园,杭州植物園
洋泾浜英语,中国ピジン語
川口镇,川口鎮
川口乡 (灵宝市),川口郷
中華基督教會全完中學,中華基督教会全完中学
烏溪沙,烏渓沙
馬料水,馬料水
居者有其屋計劃,住宅所有制度
新世界第一巴士,新世界第一バス
全国人民代表大会常务委员会委员长,全国人民代表大会常務委員会委員長
胶东半岛,膠東半島
却域语,チョユ語
中法关系,中仏関係
北海北站,北海北駅
北河乡,北河郷
北极阁,欽天山
北滘镇,北滘鎮
京九直通車,京九直通列車
北京一号,北京-1
北京一零一中学,北京101中学(zh)
北京音乐厅,北京音楽庁
北京金融街,北京金融街
北京林业大学,北京林業大学
匯文中學,北京匯文中学
北京现代汽车,北京現代
夏邛镇,夏邛鎮
风云二号D星,風雲2号D
愤青,憤青
分钟寺站,分鐘寺駅
又一城,フェスティバル・ウォーク
永暑礁,ファイアリー・クロス礁
中华人民共和国第五机械工业部,中華人民共和国第五機械工業部
金融高新區站,金融高新区駅
杏花乡,杏花郷
兴华镇,興華鎮
兴华镇,興華鎮
白马乡,白馬郷
兴华乡,興華郷
白马乡,白馬郷
马尔康镇,馬爾康鎮
白加道站,白加道駅
大良街道,大良街道
白云文化广场站,白雲文化広場駅
白云公园站,白雲公園駅
白云大道北站,白雲大道北駅
八里桥站,八里橋駅
中華基督教會基朗中學,中華基督教会基朗中学
天安基督教堂,天安堂 (福州市)
橫琴島,横琴島
滁州站,滁州駅
磁器口站,磁器口駅
次渠南站,次渠南駅
次渠站,次渠駅
花旗集团大厦,シティグループ・タワー
市民广场站,市民広場駅 (天津市)
北京石油化工学院,北京石油化工大学
北京交通广播,北京交通広播
北京地铁S1线,北京地下鉄S1線
北京市第一监狱,北京市第一監獄
北京市地铁运营有限公司,北京市地鉄運営
北京市监狱,北京市刑務所
北京市第四中学,北京市第四中学
国家海洋局极地考察办公室,国家海洋局極地考察弁公室
中国疾病预防控制中心,中国疾病予防管理センター
中国国际象棋协会,中国チェス協会
華商會挑戰盃,チャイニーズクラブチャレンジカップ
中国板球协会,中国クリケット協会
熊猫金币,パンダ金貨
南岗镇,北早現郷
厦门港,廈門港
北京地铁西郊线,北京地下鉄西郊線
中国人民政治协商会议全国委员会主席,中国人民政治協商会議全国委員会主席
中國醃菜,泡菜
友谊商店,友誼商店
福安站,福安駅 (福建省)
抚河,撫河
阜成门站,阜成門駅
富村镇 (高邑县),富村鎮
福鼎站,福鼎駅
富二代,富二代
福建农林大学,福建農林大学
福建省廣播影視集團,福建省広播影視集団
北洼乡,北窪郷
陂洋镇,陂洋鎮
北新桥站,北新橋駅
北冶乡,北冶郷
北苑路北站,北苑路北駅
乐桥站,楽橋駅
金陵协和神学院,金陵協和神学院
淞沪铁路,淞滬鉄道
俸伯站,俸伯駅
稻田站,稲田駅
丰台东大街站,豊台東大街駅
篱笆房站,籬笆房駅
六里桥东站,六里橋東駅
丰台科技园站,豊台科技園駅
林萃桥站,林萃橋駅
佛堂洲,佛堂洲
中国动物,中華人民共和国の動物相
法雨寺 (普陀山),法雨寺 (舟山市)
港九勞工社團聯會,港九労工社団連会
飞翔公园站,飛翔公園駅
中華人民共和國女性主義,中国におけるフェミニズム
丰都站,豊都駅
凤岗镇,鳳崗鎮
杏花镇,杏花鎮
白马镇,白馬郷
白马乡,白馬郷
白马乡,白馬郷
白马乡,白馬郷
白马镇,白馬鎮
兴化乡,興化郷
金融街控股,金融街控股股份有限公司
港鐵近畿川崎列車,港鉄SP1900形電車
中华人民共和国第一机械工业部,中華人民共和国第一機械工業部
中國漁業,中国の漁業
重庆北站,重慶北駅
重庆工商大学,重慶工商大学
重庆三峡学院,重慶三峡学院
重庆邮电大学,重慶郵電大学
渝贵铁路,渝貴線
渝怀铁路,渝怀線
兰渝铁路,蘭渝線
周大福集團,周大福
蔡意橋站,蔡意橋駅
宣道會劉平齋紀念國際學校,宣道会劉平斎紀念国際学校
基督教宣道會宣基中學,基督教宣道会宣基中学
大中華地區的分離主義運動,大中華地区の分離主義運動
西安建筑科技大学,西安建築科術大学
四光峰,スークァン・リ
达成铁路,達成線
杭长客运专线,杭長旅客専用線
长昆客运专线,長昆旅客専用線
开封耶稣圣心主教座堂,開封イエズス聖心カテドラル
复兴路,復興路(北京)
复兴门内大街,復興門内大街
浮洋镇,浮洋鎮
复兴门站,復興門駅 (天津市)
福永街道,福永街道
抚州东站,撫州東駅
福州第三中学,福州第三中学
福州格致中学,福州格致中学
福建省福州第一中学,福州第一中学
福建省奧體中心,福建省体育中心
山东钢铁集团,山東鋼鉄集団
上海展览中心,上海展覧センター
上海宝山大华,上海ソードフィッシュ
石浦镇,石浦鎮
豐年路站,豊年路駅
福清站,福清駅
福田口岸,福田口岸
福田站,福田駅
浮图店镇,浮図店郷
香港珠海学院,香港珠海学院
澳門城市大學,澳門城市大学
城市管理行政执法局,城市管理行政執法局
新濠天地,シティ・オブ・ドリームズ
城巴,シティバス
城巴機場快線,シティフライヤー（城巴機場快線）
東薈城,シティゲイト
C!ty'super,C!ty'super
清华大学附属中学,清華大学附属中学
中華人民共和國國家人口和計劃生育委員會,国家計画生育委員会
龍鼓灘發電廠,龍鼓灘発電所
普标语,クァビャウ語
兩廣,両広
Flora of China,中国植物誌
海桃灣,海桃湾
天津飞鸽自行车,飛鴿
福州船政局,福州船政局
北京人民艺术剧院,北京人民芸術劇院
北京公交,北京バス
北京人民广播电台,北京人民広播電台
中国铁路北京局集团有限公司,中国鉄路北京局集団公司
北京南站,北京南駅
北京特警队,北京特警
北京市郊铁路,北京市郊外鉄道
北京地铁车辆装备有限公司,北京地鉄車輛廠
北京电视中心,北京電視中心
北京体育广播双奥之声,北京体育広播
北京有轨电车,北京市電
首都医科大学附属北京同仁医院,首都医科大学附属北京同仁医院
白马镇,白馬鎮
白马镇,白馬鎮
新市镇,新市鎮
北京联合大学,北京総合大学
北京建筑大学,北京建築大学
北京外语广播,北京外語広播
北京邮电大学,北京郵電大学
北京物资学院,北京物資学院
动物园站,動物園駅
京台高速铁路,京台高速鉄道
京通铁路,京通線
傣雅,傣雅語
西双版纳生物圈保护区,西双版納国家級自然保護区
天津团泊足球场,天津団泊足球場
镇江南站,鎮江南駅
常州北站,常州北駅
天津南站,天津南駅
