Paris,パリ
Allouville-Bellefosse,アルヴィル＝ベルフォス
Bazincourt-sur-Epte,バザンクール
couvent des Cordeliers de Paris,コルドリエ修道院
Tournoi des Six Nations féminin 2002,2002年女子シックス・ネイションズ・チャンピオンシップ
Rhônelle,ロンネル川
Beauvois-en-Vermandois,ボーヴォワ＝アン＝ヴェルマンドワ
Les Damps,レ・ダン
Berrieux,ベリュー
Bassoles-Aulers,バソル＝オレール
Saint-Joseph-le-Castellas,サン＝ジョゼフ＝ル＝カステラ駅
équipe de France féminine de rugby à XV,ラグビー女子フランス代表
Paris-Roubaix 1923,パリ〜ルーベ1923
Hexis Racing,ヘクシス・レーシング
Bertaucourt-Epourdon,ベルトクール＝テプルドン
Cuzieu,キュジュー
Protectorat français au Maroc,フランス領モロッコ
Tour de France 1953,ツール・ド・フランス1953
Tour de France 1956,ツール・ド・フランス1956
Audruicq,オードリュイク
Pocancy,ポカンシー
Beaumont-en-Beine,ボーモン＝アン＝ベーヌ
EuroVelo 15 - Véloroute Rhin,ライン自転車道
Tour de France 1960,ツール・ド・フランス1960
Tournoi de tennis de Strasbourg (WTA 2001),2001年ストラスブール国際
Barenton-Cel,バラントン＝セル
Montécheroux,モンシェロー
Chablais,シャブレー
Tour de France 1961,ツール・ド・フランス1961
Puisseguin,ピュイスガン
Audigny,オーディニー
Arrancy,アランシー
Mouriez,ムーリエ
La Longeville,ラ・ロンジュヴィーユ
croix de guerre,クロワ・ド・ゲール勲章
Noisy-le-Roi,ノワジー＝ル＝ロワ
rue de Londres,ロンドン通り
Amigny-Rouy,アミニー＝ルイ
Lislet,リスレ
Mâchecourt,マシュクール
chaussée de Sein,Chaussée de Sein(サン暗礁)
Becquigny,ベキニー
Arcy-Sainte-Restitue,アルシー＝サント＝レスティテュー
Barenton-Bugny,バラントン＝ビニー
stade Bollaert-Delelis,スタッド・フェリックス・ボラール
Servier,セルビエ
Porte de Choisy,ポルト・ド・ショワジー駅
tour horloge,時計台
Bièvres,ビエーブル
Autreppes,オートエップ
Labeuvrière,ラバーヴリエール
Avesnes,アヴェーヌ
Tatakoto,タタコト環礁
Marizy-Saint-Mard,マリジー＝サン＝マール
Craponne,クラポンヌ
Anguilcourt-le-Sart,アンギクール＝ル＝サール
Changé,シャンジェ
tempête Kyrill,キリル
Bourguignon-sous-Montbavin,ブルギニョン＝スー＝モンバヴァン
aérodrome de Brive-Laroche,ブリーブ・ラロッシュ空港
Sizaire-Naudin,シゼール＝ノーダン
Vannes Olympique Club,ヴァンヌOC
Clermont Foot 63,クレルモン・フット
Brias,セント・ポール＝ブリア
gare de Saint-Louis-les Aygalades,サン＝ルイ＝レ・エガラード駅
Mauregny-en-Haye,モレニー＝アン＝エー
Poitou,ポワトゥー
Selle,セル
Chasselas,シャセラ
Festival international de la bande dessinée d'Angoulême,アングレーム国際漫画祭
Le Nouvion-en-Thiérache,ル・ヌヴィオン＝アン＝ティエラシュ
Centre CEA de Cadarache,カダラッシュ
musée des Beaux-Arts de Bordeaux,ボルドー美術館
Handball Club de Nantes,HBCナント
Vavin,ヴァヴァン駅
hôpital de la Salpêtrière,サルペトリエール病院
Westfield Forum des Halles,フォーラム・デ・アル
Gave de Pau,ポー川
Internationaux de France de tennis 1996,1996年全仏オープン
Internationaux de France de tennis 1997,1997年全仏オープン
Biarritz olympique Pays basque,ビアリッツ・オランピック
La Ferté-sous-Jouarre,ラ・フェルテ＝スー＝ジュアール
Saint-Laurent-sur-Mer,サン＝ローラン＝シュル＝メール
FC Sète 34,FCセト34
Saint-Martin-le-Châtel,サン＝マルタン＝ル＝シャテル
championnat de France de football 2001-2002,2001-02 ディヴィジオン・アン
Gouvernement Georges Pompidou I,第1次ジョルジュ・ポンピドゥー内閣
Martigny-Courpierre,マルティニー＝クールピエール
Pianello,ピアネッロ
Cartoon Network,カートゥーン・ネットワーク
Mouvement pour la France,フランス運動
Lutte ouvrière,労働者の闘争
bibliothèque de la Pléiade,プレイヤード叢書
Erloy,エロワ
Lametz,ラメス
Circuit cycliste Sarthe-Pays de la Loire,シルキュイ・ド・ラ・サルト
Rue du Bac,リュ・デュ・バック駅
bataille du Rhône,サグントゥム包囲
Sissonne,シソンヌ
Ly-Fontaine,リ＝フォンテーヌ
Sainte-Hermine,サンテルミーヌ
pic de Madrès,マドレス峰
musée d'Art moderne de Paris,パリ市立近代美術館
Bicêtre,ビセートル
Poitiers Basket 86,ポワチエ・バスケット86
Cercle des poètes zutiques,セルクル・ジュティック
villa Savoye,サヴォア邸
Lugny,リュニー
diocèse de Langres,ラングル司教区
université Grenoble-I,ジョゼフ・フーリエ大学
Corbières,コルビエール
Rivières,リヴィエール (ガール県)
Legé,ルジェ
Passavant,パサヴァン
concours général,コンクール・ジェネラル
base Alfred-Faure,アルフレッド・フォール基地
élections législatives françaises de 1889,フランス議会選挙 (1889年)
Westhoek,ウェストフーク
diocèse du Puy-en-Velay,ル・ピュイ司教
Tupai,ツパイ島
Origny-en-Thiérache,オリニー＝アン＝ティエラシュ
Saint-Antoine,サンタントワーヌ
Courtenay,クルトネー
Bages,バージュ (ピレネー＝オリアンタル県)
championnat de France de football 1990-1991,ディヴィジオン・アン1990-1991
Fleury-les-Aubrais,フルーリー＝レゾブレ
Jupiter et Thétis,ユピテルとテティス
Double dames des Internationaux de France 2009,2009年全仏オープン女子ダブルス
Printemps de Bourges,プランタン・ド・ブルージュ
Laversine,ラヴェルシン
Cahiers du cinéma,カイエ・デュ・シネマ
bataille de Famars,ファマルスの戦い
col du Tourmalet,ツールマレー峠
Latilly,ラティー
Saint-Pierre-de-Bœuf,サン＝ピエール＝ド＝ブフ
Goupil & Cie,グーピル商会
Limé,リメ
Internationaux de France de tennis 1994,1994年全仏オープン
championnats du monde d'athlétisme en salle 1997,1997年世界室内陸上競技選手権大会
La Bastide,ラ・バスティッド
Le Hérie-la-Viéville,ル・エリ＝ラ＝ヴィーヴィル
L'Épine-aux-Bois,レピン＝オー＝ボワ
La Chapelle-Heulin,ラ・シャペル＝ウラン
Jet Aviation,ジェット・アビエーション
abbaye de Pairis,ペイリス修道院
Villebois,ヴィルボワ
parc de Bagatelle,バガテル公園
Harki,アルキ
Le Monde diplomatique,ル・モンド・ディプロマティーク
Le Port,ル・ポール
languedocien,ラングドック語
abbaye de Saint-Benoît-sur-Loire,フルーリー修道院
élections législatives françaises de 1898,フランス議会選挙 (1898年)
Labergement-Sainte-Marie,ラベルジュマン＝サント＝マリー
Monléon-Magnoac,モンレオン＝マニョアック
Château Rouge,シャトー・ルージュ駅
Simple messieurs des Internationaux de France 1987,1987年全仏オープン男子シングルス
Simple messieurs des Internationaux de France 1990,1990年全仏オープン男子シングルス
Le Neubourg,ル・ヌーブル
équipe de Bretagne de football,サッカーブルターニュ代表
Tour de France 1927,ツール・ド・フランス1927
cap Corse,カップ・コルス
Saint-Michel-de-Maurienne,サン＝ミシェル＝ド＝モーリエンヌ
Exposition universelle de Paris de 1889,パリ万国博覧会
Saint-Pantaléon-de-Larche,サン＝パンタレオン＝ド＝ラルシュ
rugby à XV aux Jeux olympiques d'été de 1900,1900年パリオリンピックラグビー競技
Saül,サウル (フランス領ギアナ)
Saint-Mandrier-sur-Mer,サン=マンドリエ=シュル=メール
Tour de France 1925,ツール・ド・フランス1925
Simple dames des Internationaux de France 1992,1992年全仏オープン女子シングルス
Duingt,デュアン
Assemblée des régions d'Europe,欧州地域総会
championnat de France de football 1975-1976,ディヴィジオン・アン1975-1976
Théâtre du Soleil,太陽劇団
combiné nordique aux Jeux olympiques de 1924,1924年シャモニー・モンブランオリンピックのノルディック複合競技
finale de la Coupe UEFA 1997-1998,1998年のUEFAカップ・決勝
Bresse,ブレス (フランス)
1887 en France,1887年のフランス
Théâtre national de l'Opéra-Comique,オペラ＝コミック座
Union nationale des étudiants de France,フランス全国学生連盟（National Union of Students of France）
13e étape du Tour de France 2006,ツール・ド・フランス2006 第13ステージ
Ronde de l'Oise,ロンド・ド・ロワーズ
Saint-Genis-Laval,サン＝ジェニ＝ラヴァル
Clarbec,クラルベック
Lucy-le-Bocage,リュシー＝ル＝ボカージ
Méry-sur-Oise,メリー・シュロワーズ
Luzoir,リュゾワール
Colmar,コルマール駅
Estrées,エトレ
Lor,ロル
théâtre antique d'Orange,オランジュのローマ劇場とその周辺及び「凱旋門」
Château-la-Vallière,シャトー＝ラ＝ヴァリエール
Le Corbier,ル・コルビエ
Guérard,ゲラル
Crans,クラン
Grugies,グルジー
Marizy-Sainte-Geneviève,マリジー＝サント＝ジュヌヴィエーヴ
Cerisy-la-Salle,スリジー＝ラ＝サル
château de Peyrepertuse,ペイルペルテューズ城
Logny-lès-Aubenton,ロニー＝レ＝オーバントン
Grande Loge de France,フランス・グランドロッジ
diplôme d'études universitaires générales,大学一般教育免状
Wagram,ヴァグラム駅
Moho Tani,モホタニ島
Marcy-sous-Marle,マルシー＝スー＝マルル
Guivry,ギヴリー
Internationaux de France de tennis 1968,1968年全仏オープン
parc naturel régional Livradois-Forez,リヴラドワ＝フォレ地方自然公園
évacuation de Dunkerque,ダイナモ作戦
Lavalette,ラヴァレット
prix Sorcières,ソルシエール賞
Éragny-sur-Epte,エラニー＝シュル＝エプト
bataille d'Amiens,アミアンの戦い (1918年)
L'Isle-Adam,リスル＝アダン
Jura Sud Foot,ジュラ・スッド・フット
SNCF BB 36000,フランス国鉄BB36000形電気機関車
Quatre-Septembre,カトル＝セプタンブル駅
Buffalo Grill,バッファローグリル
parc de Bercy,ベルシー公園
Festival de Cannes 2006,第59回カンヌ国際映画祭
Cordes-Tolosannes,コルド＝トロザンヌ
Grand Prix moto de France 2011,2011年のフランスグランプリ
Saint-Maxire,サン＝マクシル
championnats d'Europe d'athlétisme en salle 1994,1994年ヨーロッパ室内陸上競技選手権大会
Metz-Tessy,メッツ・テッシー
hôtel de Matignon,マティニョン館
Baratier,バラティエ (フランス)
Erve,エルヴェ川
Compagnie universelle du canal maritime de Suez,スエズ運河会社
université Grenoble-Alpes,グルノーブル大学
Société des républicaines révolutionnaires,革命的協和主義女性協会
Uchaux,ユショー
La Motte-Servolex,ラ・モット＝セルヴォレックス
bataille de Cassel,カッセルの戦い
LGV Est européenne,LGV東ヨーロッパ線
collège des Bernardins,コレージュ・デ・ベルナルダン
France Télécom,フランステレコム
forteresse royale de Chinon,シノン城
Valbois,ヴァルボワ
Simple dames des Internationaux de France 1934,1934年全仏選手権女子シングルス
Sioule,シウル川
Droizy,ドロワジー
Évergnicourt,エヴェルニクール
Gaumont,ゴーモン
Îles Loyauté,ロイヤルティ諸島
Lumière de la révélation masculine,リュミエール賞 最優秀新人男優賞
Épieds,エピエ
Mariage Frères,マリアージュフレール
ordre des Frères mineurs,小さき兄弟会
Brie,ブリー
Mireval,ミレヴァル
halles de Paris,パリ中央市場
stade du Fort Carré,スタッド・ドゥ・フォール・キャレ
Saint-Étienne-au-Mont,サン＝テティエンヌ＝オ＝モン
Condé-sur-Aisne,コンデ＝シュル＝エーヌ
Rémi,TERサントル＝ヴァル・ド・ロワール
médaille Émile-Picard,エミール・ピカール・メダル
Dun-sur-Meuse,ダン＝シュル＝ムーズ
diocèse de Bayeux et Lisieux,バイユー司教区
Méribel,メリベル
Gambetta,ガンベッタ駅
Sainte-Croix-en-Jarez,サント＝クロワ＝アン＝ジャレ
Saint-Didier-sur-Chalaronne,サン＝ディディエ＝シュル＝シャロンヌ
Servas,セルヴァ
Lapeyrouse,ラペルズ
Chanas,シャナ
Valdoie,ヴァルドワ
Montagnieu,モンタニュー
Saint-Étienne-sur-Chalaronne,サン＝テティエンヌ＝シュル＝シャラロンヌ
musée Maillol,マイヨール美術館
Saint-Just,サン＝ジュスト
Chozeau,ショゾー
Institut d'études politiques de Paris,パリ政治学院
Choranche,ショランシュ
Felon,フェロン
grotte de Font-de-Gaume,フォン・ド・ゴーム洞窟
Big Thunder Mountain,ビッグサンダー・マウンテン
Boisdinghem,ボワダンエム
Montargis,モンタルジ駅
championnats du monde d'escrime 1988,1988年フェンシング世界選手権
Saint-Benoît-sur-Loire,サン＝ブノワ＝シュル＝ロワール
championnats du monde de patinage artistique 2012,2012年世界フィギュアスケート選手権
Cours Florent,クール・フロラン
Saint-Mont,サン＝モン
Le Lamentin,ル・ラマンタン
Saint-Bris-le-Vineux,サン＝ブリ＝ル＝ヴィヌー
monument historique,フランス歴史的記念建造物
Tour de France 1939,ツール・ド・フランス1939
Brancourt-le-Grand,ブランクール＝ル＝グラン
Olympia,オランピア
Gallieni,ガリエニ駅
Tour de France 1938,ツール・ド・フランス1938
championnat de France de football 2012-2013,2012-13 リーグ・アン
Montflovin,モンフロヴァン
Chaumont-Semoutiers Air Base,カルチエ・ジェネラルダボヴィル
Tour de France 1930,ツール・ド・フランス1930
Tour de France 1937,ツール・ド・フランス1937
Tour de France 1934,ツール・ド・フランス1934
Chambry,シャンブリ
traité de Versailles,ヴェルサイユ条約 (1768年)
hôtel de Soubise,オテル・ド・ロアン＝スービーズ
riviera,リヴィエラ
France aux Jeux olympiques d'hiver de 2002,2002年ソルトレークシティオリンピックのフランス選手団
Kitsuné,キツネ
Twin Jet,ツインジェット
Ciry-Salsogne,シリー＝サルソーニュ
abbaye de Maubuisson,モビュイソン女子修道院
Brigade de renseignement,情報旅団 (フランス陸軍)
Bruys,ブリュイ
Mondrainville,モンドランヴィル
brioche,ブリオッシュ
Saint-Martin-de-Mieux,サン・ヴィゴール・ド・ミュー礼拝堂
élections législatives françaises de 1834,1834年フランス議会総選挙
Faucigny,フォシニー
Goussancourt,グサンクール
Solutré-Pouilly,ソリュトレ・プイィ
Festival de Cannes 1994,第47回カンヌ国際映画祭
Fressancourt,フレサンクール
Couffoulens,クフラン
Imerys,イメリーズ
championnats du monde d'escrime 1965,1965年フェンシング世界選手権
tunnel du Perthus,ペルトゥストンネル
Ligny-en-Barrois,リニー＝アン＝バロワ
Saint-Sulpice-la-Pointe,サン＝シュルピス＝ラ＝ポワント
Championnat de France de Formule 3,フランスF3
Meschers-sur-Gironde,メシェ＝シュル＝ジロンド
13e bataillon de chasseurs alpins,第13アルペン猟兵大隊
