Deutschland,ドイツ
Dorfkirche Dahlem,聖アンネン教会・(ダーレム)
Dorfkirche Französisch Buchholz,フランツェーズィシュ・ブーフホルツ福音主義教会
Kampfbund für deutsche Kultur,ドイツ文化闘争同盟
Ufa-Palast am Zoo,ウーファ・パラスト・アム・ツォー
Neusser Bürger-Schützenfest,ノイス市民射撃祭
Dresdner Stollenfest,シュトレンフェスト
Dresdner Bank,ドレスナー銀行
Rimowa,リモワ
Eduard-Rhein-Stiftung,エドゥアルト・ライン財団
Nachtmann (Unternehmen),ナハトマン
Duewag-Gelenkwagen,デュワグカー
Cassidian Barracuda,EADS・バラクーダ
Sonnenfinsternis vom 11. August 1999,1999年8月11日の日食
Einsatzflottille 1,第1機動隊群
Einsatzflottille 2,第2機動隊群
Einsatzführungskommando der Bundeswehr,連邦軍出動指揮司令部
Ehrenhof (Wehrmacht),名誉法廷
Düsseldorfer Symphoniker,デュッセルドルフ交響楽団
Viking (Reifenmarke),バイキングタイヤ
St. Michaelis (Lüneburg),聖ミカエル教会・(リューネブルク)
Eintracht Frankfurt (Frauenfußball),アイントラハト・フランクフルト・フラウエン
Elac,エラック
Hammaburg,ハンマブルク城
Explosionskatastrophe in Prüm,プリュム火薬庫爆発事故
Ecosia,Ecosia
Eierschale (Jazzclub),アイアーシャーレ
Internationale Gartenbauausstellung 2003,ロストック国際園芸博覧会
Panzergrenadierbrigade 13,第13装甲擲弾兵旅団・(ドイツ連邦陸軍)
Emil-von-Behring-Preis,エミール・フォン・ベーリング賞
Internationale Gartenbauausstellung 1993,シュトゥットガルト国際園芸博覧会
Porsche 911 GT1,ポルシェ・911・GT1
Eisenbahnunfall von Genthin,ゲンティン鉄道事故
John Cranko Schule,ジョン・クランコ・スクール
Ernst Plank,エルンスト・プランク
Ernst Schering Preis,エルンスト・シエーリング賞
Operation Varsity,ヴァーシティー作戦
Ernst von Siemens Musikstiftung,エルンスト・フォン・ジーメンス音楽財団
Eugen-und-Ilse-Seibold-Preis,オイゲン・ウント・イルゼ・ザイボルト賞
Liste der Spieler der TSG 1899 Hoffenheim,TSG1899ホッフェンハイムの選手一覧
Europawahl in Deutschland 1984,1984年欧州議会議員選挙・(ドイツ)
Europawahl in Deutschland 2014,2014年欧州議会議員選挙・(ドイツ)
Linklaters,リンクレーターズ
Schempp-Hirth Duo Discus,Schempp-Hirth・Duo・Discus
Panzerbrigade 42,第42装甲旅団・(ドイツ連邦陸軍)
Friedrich-Glauser-Preis,フリードリヒ・グラウザー賞
European Association for Japanese Studies,ヨーロッパ日本研究協会
Plan International,プラン・インターナショナル
Stahlwille,スタビレー
Evangelisch-Lutherische Landeskirche Schaumburg-Lippe,シャウムブルク＝リッペ福音ルター派州教会
Evangelisch-Lutherische Kirche in Oldenburg,オルデンブルク福音ルター派教会
Erima,エリマ
Fachhochschule (Deutschland),ファッハホーホシューレ
Europawahl in Deutschland 1979,1979年欧州議会議員選挙・(ドイツ)
European Geosciences Union,欧州地球科学連合
Evangelisch-Theologische Fakultät Tübingen,テュービンゲン大学福音主義神学部
Evangelische Kirche von Westfalen,ヴェストファーレン福音主義教会
Evangelische Kirche in Hessen und Nassau,ヘッセン＝ナッサウ福音主義教会
Evangelische Kirche von Kurhessen-Waldeck,クーアヘッセン＝ヴァルデック福音主義教会
Evangelische Kirche im Rheinland,ラインラント福音主義教会
Entdeckung der Kernspaltung,核分裂の発見
Live Music Hall,Live・Music・Hall
Fachschule (Deutschland),ファッハシューレ
Fidor Bank,フィドール銀行
Felix Meiner Verlag,マイナー出版社
Faulhaber (Unternehmen),ファウルハーベル
Fahrzeug- und Jagdwaffenwerk „Ernst Thälmann“,エルンスト・テールマン車両及び猟銃工場
Straßenbahn Magdeburg,マクデブルク市電
Kienle %2B Spiess,Kienle・%2B・Spiess
Flughafen München GmbH,ミュンヘン空港・(企業)
Lippische Landeskirche,リッペ州教会
Jagdfliegergeschwader 1,第1戦闘航空団・(国家人民軍)
Flugzeugunglück am 17. Dezember 1960 in München,1960年ミュンヘンC-131墜落事故
Hiroshimasteg,広島橋・(ベルリン)
Hiroshimastraße,広島通り
Frankfurt Universe,フランクフルト・ユニバース
Focus (Fahrradmarke),フォーカス自転車
Friedrich-Wilhelms-Gymnasium (Berlin),フリードリヒ・ヴィルヘルム・ギムナジウム
Kantstraße (Berlin),カント通り
Hirata,平田機工
Flugplatz Jever,イェファー航空基地
Institut für Radiobiologie der Bundeswehr,連邦軍放射線生物学研究所
Scuba Schools International,スクーバ・スクールズ・インターナショナル
International Association of Lawyers against Nuclear Arms,国際反核法律家協会
Flottenkommando,艦隊司令部・(ドイツ連邦海軍)
Kunsthalle,クンストハレ
Universität der Bundeswehr,連邦軍大学
Japanisches Kulturinstitut,ケルン日本文化会館
Kabinett Schröder II (Mecklenburg-Schwerin),第2次シュレーダー内閣・(メクレンブルク＝シュヴェリーン自由国)
Garnisonkirche (Berlin),衛戍教会・(ベルリン)
Garnisonskirche (Anklam),衛戍教会・(アンクラム)
Porsche 934,ポルシェ・934
Fürth (Odenwald),フュルト・(オーデンヴァルト)
Friedensdorf International,ドイツ国際平和村
Panzerbrigade 29,第29装甲旅団・(ドイツ連邦陸軍)
Scho-Ka-Kola,ショカコーラ
Panzerbrigade 28,第28装甲旅団・(ドイツ連邦陸軍)
Höfner (Musikinstrumente),カール・ヘフナー
Friedrich-Fröbel-Museum,フリードリヒ・フレーベル博物館
Friedrich-Fröbel-Haus (Bad Liebenstein),フリードリヒ・フレーベルハウス
General der Kavallerie,騎兵大将・(ドイツ)
GT8-100C/2S,カールスルーエ・シュタットバーンGT8-100C/2S形電車
VAG GT8,フライブルク市電GT8形電車
Geestland,ゲーストラント
VII Corps (Vereinigte Staaten),第7軍団・(アメリカ軍)
Vida (Trobadordichtung),ヴィーダ
John Wiley %26 Sons,ジョン・ワイリー・アンド・サンズ
Porsche 917,ポルシェ・917
Luftwaffenführungskommando,空軍指揮司令部
Galopprennbahn Hoppegarten,ホッペガルテン競馬場
Gebirgsjägerbrigade 23,第23山岳猟兵旅団・(ドイツ連邦陸軍)
Füchse Berlin,フュクセ・ベルリン
SV Wilhelmshaven,SVヴィルヘルムスハーフェン
Generalfeldmarschall-Rommel-Kaserne (Augustdorf),ロンメル元帥兵営・(アウグストドルフ)
Gesellschaft für Strahlenschutz,ドイツ放射線防護協会
Siemens Gamesa,シーメンスガメサ・リニューアブル・エナジー
Führungsstab der Luftwaffe,空軍指揮幕僚監部
Führungsstab des Sanitätsdienstes,救護業務軍指揮幕僚監部
Gelenktriebwagen NGT8D,NGT8D・(路面電車車両)
Gefechtsübungszentrum Heer,陸軍戦闘訓練センター
MeisterSinger,マイスタージンガー・(企業)
Sportforum Leipzig,シュポルトフォールム・ライプツィヒ
Medienkompetenz,メディア・リテラシー
Ohr (Plattenlabel),オール・(レコードレーベル)
Gorxheimertal,ゴルクスハイマータール
Liste der größten Fußballstadien in Deutschland,ドイツのサッカー競技場一覧
Hobby Products International,HPI・(模型メーカー)
Hegau-Gymnasium Singen,ヘガウ・ギムナジウム
Grenzvertrag zwischen Württemberg und Baden,ヴュルテンベルクとバーデンの国境条約
Grenzschutzabteilung,国境警備部隊
Grenzschutzgruppe,国境警備群
Siebel Si 204,Si・204・(航空機)
Max-Planck-Institut für Geoanthropologie,マックス・プランク人類史科学研究所
Progress Film,プログレスフィルム
German Stampede Wrestling,ジャーマン・スタンピード・レスリング
Winzerla,ヴィンツァーラ
Lutherstadt,ルターシュタット
Lange Berge,ランゲ山地
Porsche Design,ポルシェデザイン
Goetheplakette der Stadt Frankfurt am Main,ゲーテの盾・(フランクフルト・アム・マイン市)
Goethe-Schiller-Denkmal,ゲーテとシラーの像
Luftangriff auf Potsdam,ポツダム空襲
Köln (F 220),ケルン・(フリゲート・初代)
LWL-Archäologie für Westfalen,ヴェストファーレン州地域連合考古学
Otto-Warburg-Medaille,オットー・ワールブルク・メダル
Kommando Strategische Aufklärung,戦略偵察団
Helmholtz-Medaille,ヘルムホルツ・メダル
Sanitätsakademie der Bundeswehr,連邦軍医科大学校
Hochschule Hildesheim/Holzminden/Göttingen,HAWK応用科学芸術大学
Pixomondo,ピクソモンド
Panzergrenadierbrigade 32,第32装甲擲弾兵旅団・(ドイツ連邦陸軍)
Straßenbahn Regensburg,レーゲンスブルク市電
Hamburger Wallanlagen,ハンブルクの城壁
Wehrbereichskommando,防衛管区司令部
Stuttgarter Philharmoniker,シュトゥットガルト・フィルハーモニー管弦楽団
Hamburgische Admiralität,ハンブルク提督府
Olympische Geschichte Deutschlands,オリンピックのドイツ選手団
Bahnstrecke Plochingen–Immendingen,上ネッカー線
Henschel-BBC DE 2500,西ドイツ国鉄202型ディーゼル機関車
Henschel Hs 127,Hs・127・(航空機)
Heerestruppenbrigade,陸軍部隊旅団・(ドイツ連邦陸軍)
Herders Wohnhaus,ヘルダー邸
The Westin Leipzig,ホテル・ウェスティン・ライプツィヒ
IV. Korps (Bundeswehr),第4軍団・(ドイツ連邦陸軍)
Hotel Bellevue (Dresden),ホテル・ベルビュー・ドレスデン
Ballettschule des Hamburg Ballett,ハンブルク・バレエ学校
Heßdorf,ヘスドルフ
International Federation of Accountants,国際会計士連盟
Hindemith-Preis,ヒンデミット賞
Heringhausen (Diemelsee),ヘーリングハウゼン・(ディーメルゼー)
Hilfswerk Mutter und Kind,母子援助活動
Hubschrauberlandeplatz Kiel-Holtenau (Unterland),キール＝ホルテナウ・ヘリポート
HellermannTyton,ヘラマンタイトン
Hemhofen,ヘムホーフェン
Lukaskirche (Dresden),ルーカス教会・(ドレスデン)
Altstädte von Stralsund und Wismar,シュトラールズント歴史地区とヴィスマール歴史地区
Historische Wurstkuchl,ヒストーリッシェ・ヴルストキュッヘ
Hochschule Esslingen,エスリンゲン大学
Herzogenaurach,ヘルツォーゲンアウラハ
Hochschule Offenburg,オッフェンブルク大学
Rational AG,ラショナル・(企業)
Kabinett Goebbels,ヨーゼフ・ゲッベルス内閣
Porsche 936,ポルシェ・936
Standortkommando Berlin,ベルリン駐屯司令部
Panzerbrigade 36,第36装甲旅団・(ドイツ連邦陸軍)
IWA OutdoorClassics,IWA・アウトドアクラシックス
Institut für Pharmakologie und Toxikologie der Bundeswehr,連邦軍薬理学・毒物学研究所
DTM-Saison 2013,2013年のドイツツーリングカー選手権
I. Korps (Bundeswehr),第1軍団・(ドイツ連邦陸軍)
Kabinett Schröder I (Mecklenburg-Schwerin),第1次シュレーダー内閣・(メクレンブルク＝シュヴェリーン自由国)
Inspekteur der Luftwaffe,空軍総監・(ドイツ)
Inspekteur des Sanitätsdienstes,救護業務軍総監
Avialliance,アヴィ・アライアンス
II. Korps (Bundeswehr),第2軍団・(ドイツ連邦陸軍)
Neue Zeitschrift für Verwaltungsrecht,ノイエ・ツァイトシュリフト・フュア・フェアヴァルトゥングスレヒト
Kommando Führung Operationen von Spezialkräften,特殊部隊作戦指揮司令部
Investitionsbank Berlin,ベルリン投資銀行
Hänsch-Arena,ハンシュ＝アレーナ
Bahnhof Berlin Jannowitzbrücke,ヤノヴィッツ橋駅
Internationales Theaterinstitut,国際演劇協会
Internationales Handelszentrum,国際貿易センター・(ベルリン)
Hüttig AG,ヒュッティヒ
Panzerbrigade 20,第20装甲旅団・(ドイツ連邦陸軍)
Japanisch-Deutsches Zentrum Berlin,ベルリン日独センター
Japanische Botschaft in Berlin,在ドイツ日本国大使館
West Pharmaceutical Services,ウエスト・ファーマシューティカル・サービス
Taubertalbahn,タウバー谷線
Streitkräfteunterstützungskommando,戦力支援司令部
Panzergrenadierbrigade 37,第37装甲擲弾兵旅団・(ドイツ連邦陸軍)
Jesus-Christus-Kirche Dahlem,イエス＝キリスト＝教会・(ダーレム)
Karl Dietz Verlag Berlin,ディーツ出版社
Jakobssegen (Rembrandt),ヨセフの息子たちを祝福するヤコブ・(レンブラント)
Juris,JURIS
KZ-Außenlagerkomplex München-Allach (BMW),アラッハ強制収容所
Oldendorff Carriers,オルデンドルフ・キャリアーズ
Julius-Springer-Preis für angewandte Physik,ユリウス・シュプリンガー応用物理学賞
Perlon (Label),ペルロン
Oberzent,オーバーツェント
Bildungsstätte Anne Frank,アンネ・フランク教育センター
Akon Arena,シュタディオン・アム・ダレンベルク
Karl-Schwarzschild-Medaille,カール・シュヴァルツシルト・メダル
Studiengesellschaft für Elektrische Schnellbahnen,高速電気鉄道研究協会
Kamera-Werke Niedersedlitz,カメラ・ウェルクシュテーテン・グーテ%26トルシュ
Luftlandebrigade 25,第25空挺旅団・(ドイツ連邦陸軍)
Streitkräfteamt,全軍局
Rechtspflege der Bundeswehr,連邦軍司法
Luftwaffenamt,空軍局
Kampfverlag,闘争出版社
Velotaxi,ベロタクシー
Pixabay,Pixabay
Mentor-Kamerafabrik,メントール・カメラファブリーク・ゴルツ%26ブロイトマン
Kunst am Bau,1パーセントフォーアート
U-Bahnhof Unter den Linden,ウンター・デン・リンデン駅
Maschinenfabrik Bernard Krone,クローネ・(企業)
Internationales Trickfilm-Festival Stuttgart,シュトゥットガルト国際アニメーション映画祭
Rheingold (Zug),ラインゴルト・(列車)
École pour l’informatique et les nouvelles technologies,パリ・デジタルイノベーション大学院
NRW.Bank,NRW.BANK
Kranichsteiner Musikpreis,クラーニヒシュタイン音楽賞
Verein für Socialpolitik,社会政策学会・(ドイツ)
Krauser (Unternehmen),クラウザー・(オートバイ)
Kreis Eisleben,アイスレーベン郡
Kurpfälzische Akademie der Wissenschaften,プファルツ選帝侯領科学アカデミー
"Wapen von Hamburg (Schiff, 1686)",ヴァーペン・フォン・ハンブルク・(1686年)
Oberes Mittelrheintal,ライン渓谷中流上部
Kommando Operative Führung Eingreifkräfte,介入戦力作戦指揮司令部
Kombiverkehr (Unternehmen),コンビファケア
Europastraße 552,E552号線
Kommando Schnelle Einsatzkräfte Sanitätsdienst,即応部隊救護業務集団
Panzergrenadierbrigade 16,第16装甲擲弾兵旅団・(ドイツ連邦陸軍)
Königlich Preußische Militär-Eisenbahn,王立プロイセン軍事鉄道
Königliche Preußische Gewehrfabrique,プロイセン王立造兵廠
Konrad Adenauer (Flugzeug),コンラート・アデナウアー・(航空機)
Kühbach,キューバッハ
Köthen (Anhalt),ケーテン・(アンハルト)
The Westin Grand Berlin,ウェスティン・グランド・ベルリン
Liste der größten Banken in Deutschland,ドイツの銀行の一覧
Langenstein (badisches Adelsgeschlecht),ダグラス＝ランゲンシュタイン家
Lambsdorff,ラムスドルフ
Lindenfels,リンデンフェルス
LEG Immobilien,LEGイモビリエン
Laubwald mit dem Heiligen Georg,森の中の聖ゲオルギウス
Siebel Si 201,Si・201・(航空機)
Audi A7,アウディ・A7
Leunawerke,ロイナ工場
Werner Icking Music Archive,Werner・Icking・Music・Archive
Albrecht-Bengel-Haus,アルブレヒト＝ベンゲル＝ハウス
Seelower Höhen,ゼーロウ高地
Lonnerstadt,ロンナーシュタット
Ludwigsburger Schlossfestspiele,ルートヴィヒスブルク音楽祭
Marinefliegerkommando,海軍航空隊・(ドイツ連邦軍)
