George Washington,조지 워싱턴
John Jenkins,존 젱킨스
Cesar Millan,세사르 밀란
Lou Gehrig,루 게릭
Richard Preston,리차드 프레스턴
Edward W. Morley,에드워드 몰리
Peter Gallagher,피터 갤러거
Abigail Johnson,애비게일 존슨
Mark Kelly,마크 켈리
Per Enflo,페르 엔플로
Martin Seligman,마틴 셀리그먼
Carl Woese,칼 우즈
Mark Henry,마크 헨리
Wayne Morris,웨인 모리스
Haldan Keffer Hartline,핼던 케퍼 하틀라인
Thomas Gibson,토머스 깁슨
Shemar Moore,셰마 무어
David Blaine,데이비드 블레인
David Bryan,데이비드 브라이언
Tom Bower,톰 바우어
Joe Walsh,조 월시
Bruce Campbell,브루스 캠벨
Millard Tydings,밀러드 타이딩스
Michael W. Smith,마이클 W. 스미스
Louis Wolheim,루이스 울하임
Van Dyke Parks,반 다이크 파크스
Pete Docter,피트 닥터
Sandman,웨슬리 도즈
Gale Robbins,게일 로빈스
Art Metrano,아트 메트라노
Matt Grevers,맷 그리버스
Jack Kemp,잭 켐프
Abigail Spencer,애비게일 스펜서
James Duane,제임스 두에인
Gilbert Arenas,길버트 어리너스
Tyrone Power,타이론 파워
Thomas Huckle Weller,토머스 허클 웰러
Bill Bryson,빌 브라이슨
Norman Schwarzkopf Jr.,노먼 슈워츠코프
Tobin Bell,토빈 벨
John Densmore,존 덴스모어
Lupe Fiasco,루페 피에스코
Emmett Berry,에밋 베리
Frank Ocean,프랭크 오션
Mark Kirk,마크 커크
Brock Adams,브록 애덤스
Pete Wentz,피트 웬츠
Curtis Mayfield,커티스 메이필드
J. M. DeMatteis,J. M. 디머테이스
Lee Evans,리 에번스
Dick Lowry,딕 로리
Alasdair MacIntyre,알래스데어 매킨타이어
George Balanchine,조지 발란신
James Jackson,제임스 잭슨
Silas Weir Mitchell,사일러스 위어 미첼
C. S. Lee,C. S. 리
Tex Williams,텍스 윌리엄스
Lewis Powell,루이스 파월
Joseph Greenberg,조지프 그린버그
Don DeLillo,돈 디릴로
Erik Sullivan,에릭 퍼 설리번
Maxime Bôcher,막심 보처
Roger Kingdom,로저 킹덤
Harry Stack Sullivan,해리 스택 설리번
Frankie Dunlop,프랭키 던럽
John Lewis,존 루이스
Steven Van Zandt,스티븐 밴 잰트
Hendrik S. Houthakker,헨드릭 하우트하커르
László Lovász,로바스 라슬로
James Taylor,제임스 테일러
Steve Francis,스티브 프랜시스
Jim Lee,짐 리
Divine,디바인
Denis Leary,데니스 리어리
Jim Cummings,짐 커밍스
Crispin Glover,크리스핀 글러버
James Earl Ray,제임스 얼 레이
Adele Jergens,아델 제건스
Mark Eaton,마크 이턴
Danny Huston,대니 휴스턴
Frankie Muniz,프랭키 뮤니스
Elton Brand,엘튼 브랜드
John B. Larson,존 B. 라슨
Christopher Isherwood,크리스토퍼 이셔우드
Dick Vitale,딕 바이탤
William Labov,윌리엄 라보프
Roger Smith,로저 스미스(GM 임원)
Jon Cryer,존 크라이어
George Brinton McClellan,조지 매클렐런
Michael Cunningham,마이클 커닝햄
Ethan Wayne,이선 웨인
Ving Rhames,빙 레임스
Clifford Brown,클라퍼드 브라운
Stephen Stills,스티븐 스틸스
Sam Phillips,샘 필립스
Mitchell Feigenbaum,미첼 파이겐바움
Kevin J. Anderson,케빈 J. 앤더슨
Dick Van Dyke,딕 반 다이크
Edward R. Pressman,에드워드 R. 프레스먼
Douglas Gresham,더글러스 그레셤
Freddy Adu,프레디 아두
Charles Jencks,찰스 젱크스
Courtney Henggeler,코트니 헹겔러
Peter Jennings,피터 제닝스
Ray Brown,레이 브라운
Timothy Hutton,티머시 허턴
Smokey Robinson,스모키 로빈슨
Peter Segal,피터 시걸
Charley Patton,찰리 패튼
Daniel Pearl,다니엘 펄
Marc Webb,마크 웹
Carl Perkins,칼 퍼킨스
Coolio,쿨리오
Mike Mangini,마이크 맨지니
Rod Evans,로드 에번스
Claire Windsor,클레어 윈저
Mason Williams,메이슨 윌리엄스
James Sloyan,제임스 슬로이언
Rat Skates,랫 스케이츠
Wilbert Robinson,윌버트 로빈슨
William Clay Ford,빌 포드
David Strathairn,데이비드 스트라선
Will Sasso,윌 사소
Sam Thompson,샘 톰프슨
Tyga,타이가
Victor Mature,빅터 머추어
John Trumbull,존 트럼불
John Irving,존 어빙
Gregory Benford,그레고리 벤퍼드
Artemas Ward,알테마즈 워드
Mark Collie,마크 콜리
Roy Williams,로이 윌리엄스
Peter Coyote,피터 코요테
Armand Assante,아먼드 아산테
Bill Peet,빌 피트
Robert Englund,로버트 잉글런드
Jeffery Deaver,제프리 디버
Harry Morgan,해리 모건
Steve Reeves,스티브 리브스
Roger Sherman,로저 셔먼
Fats Waller,패츠 월러
Moisés Arias,모이세스 아리아스
Erskine Caldwell,어스킨 콜드웰
Richard Petty,리처드 페티
Jamie Kennedy,제이미 케네디
Kyriakos Costa Nicolaou,키리아코스 코스타 니콜라우
George Szell,조지 셀
Lee de Forest,리 디포리스트
Don Siegel,돈 시겔
Samuel Langley,새뮤얼 피어폰트 랭글리
Jackson Browne,잭슨 브라운
Noah Ringer,노아 링거
Ben Browder,벤 브라우더
Don Omar,돈 오마르
Y. A. Tittle,Y. A. 티틀
Winfield Scott,윈필드 스콧
Stephen L. Adler,스티븐 루이스 애들러
Will Arnett,윌 아넷
Harold Perrineau,해럴드 페리노
Malcolm David Kelley,맬컴 데이비드 켈리
Wallace Beery,월리스 비어리
Mark Indelicato,마크 인델리카토
Carlos Boozer,카를로스 부저
Don Ameche,돈 어미치
Devin Harris,데빈 해리스
Mark Parrish,마크 패리시
E. Donnall Thomas,에드워드 도널 토머스
Dennis Kucinich,데니스 쿠시니치
Amiri Baraka,아미리 바라카
William Mason,윌리엄 메이슨
Lon McCallister,론 맥칼리스터
Robert Stack,로버트 스택
Bruce Davison,브루스 데이비슨
Richard Jeni,리차드 제니
Aaron Tveit,에런 트베이트
George H. Hitchings,조지 H. 히칭스
Jaleel White,잘릴 화이트
Damon Lindelof,데이먼 린델로프
David Cook,데이비드 쿡
Earl Hines,얼 하인즈
Robert Wagner,로버트 와그너
Hunter Parrish,헌터 패리시
Lance Reddick,랜스 레딕
Paul Bowles,폴 볼스
Scott S. Sheppard,스콧 S. 셰파드
Alan Alda,앨런 알다
Scott Snyder,스콧 스나이더
David Bohm,데이비드 봄
Peter Masterson,피터 매스터슨
Frank Knight,프랭크 나이트
Jack Welch,잭 웰치
Big Joe Turner,빅 조 터너
Maurice Edu,모리스 에두
Gordon Allport,고던 올포트
Jamie Bamber,제이미 뱀버
Lee Pace,리 페이스
Eddie Cibrian,에디 시브리언
Berry Gordy,베리 고디
Mel Sheppard,멜 셰퍼드
Daniel Quillen,대니얼 퀼런
Vladimir Voevodsky,블라디미르 보예보츠키
Benjamin Spock,벤저민 스폭
Abner Nash,애브너 내시
Anthony Franciosa,앤서니 프랜시오사
Cesar Chavez,세자르 차베스
Alvin Plantinga,앨빈 플랜팅가
Richard Schiff,리처드 시프
Stephen Wolfram,스티븐 울프럼
Marlon Wayans,말런 웨이언스
Tanedra Howard,테인드라 하워드
William Clark,윌리엄 클라크
Sam Huntington,샘 헌팅턴
Carmine Giovinazzo,카마인 지오비나조
Bill Nelson,빌 넬슨
Henry Knox,헨리 녹스
John Reed,존 리드
Bobcat Goldthwait,보브캣 골드스웨이트
Gus Williams,거스 윌리엄스
Aziz Ansari,아지즈 안사리
Matisyahu,마티스야후
Jesse Jackson,제시 잭슨
Bobby McFerrin,바비 맥퍼린
Paul Ekman,폴 에크만
Gary Dourdan,게리 도던
Billy Dee Williams,빌리 디 윌리엄스
Dwight Schultz,드와이트 슐츠
Thomas Dekker,토머스 데커
Hal Ashby,할 애슈비
Adolphe Menjou,아돌프 멘주
Kenneth Waltz,케네스 왈츠
Neil deGrasse Tyson,닐 디그래스 타이슨
Aron Eisenberg,아론 아이젠버그
Toby Bailey,토비 베일리
Robert Bloch,로버트 블록
Ron Edwards,론 에드워즈
Abner Doubleday,애브너 더블데이
Ambrose Burnside,앰브로즈 번사이드
Philip Sheridan,필립 헨리 셰리던
Jeff Sessions,제프 세션스
John Carter,존 카터
Henry George,헨리 조지
Dolph Ziggler,돌프 지글러
Ron Killings,론 킬링스
Ambrose Powell Hill,앰브로스 파월 힐
Ray McKinley,레이 매킨리
Steve Ditko,스티브 딧코
Vaughan Jones,본 존스
Vladimir Drinfeld,블라디미르 드린펠트
J. Desmond Clark,J. 데즈먼드 클라크
Mitch McConnell,미치 매코널
John Jay,존 제이
Antal Doráti,안탈 도라티
Eliot Ness,엘리엇 네스
Mike Markkula,마이크 마쿨라
Alexander Beilinson,알렉산더 베일린슨
Garret Hobart,개릿 A. 호바트
Thomas A. Hendricks,토머스 A. 헨드릭스
Ray Dennis Steckler,레이 데니스 스텍클러
Jay Greenberg,제이 그린버그
John Marshall,존 마셜
James S. Sherman,제임스 S. 셔먼
William A. Wheeler,윌리엄 A. 휠러
Johnny Carson,자니 카슨
Adlai Stevenson I,애들레이 E. 스티븐슨
George M. Dallas,조지 M. 댈러스
Schuyler Colfax,스카일러 콜팩스
Papa Charlie Jackson,파파 찰리 잭슨
James O. McKinsey,제임스 오스카 맥킨지
Ron "Bumblefoot" Thal,범블풋
Edward Martin,에드워드 마틴
Alan Bean,앨런 빈
Chevy Chase,체비 체이스
David Krumholtz,데이비드 크럼홀츠
Mark Feldman,마크 펠드먼
Eric Sheffer Stevens,에릭 셰퍼 스티븐스
George Macready,조지 맥크리디
James Alan McPherson,제임스 앨런 맥퍼슨
Richard Egan,리처드 이건
Billy Gibbons,빌리 기번스
Danger Mouse,데인저 마우스
James Hong,제임스 홍
Peter Dinklage,피터 딩클리지
Jeff Green,제프 그린
Eli Roth,일라이 로스
Walter Eli Clark,월터 일라이 클라크
Steve Cherundolo,스티븐 체룬돌로
Edgar Evans Cayce,에드거 케이시
Bruce Boxleitner,브루스 복스라이트너
Peetie Wheatstraw,피티 휘트스트로
Frank Langella,프랭크 란젤라
T-Bone Walker,티 본 워커
Reinhold Niebuhr,라인홀드 니부어
Nick Lachey,닉 러셰이
Bill O'Reilly,빌 오라일리
Clifford Geertz,클리포드 기어츠
Richard D. Zanuck,리처드 D. 재넉
Eugene Fama,유진 파마
Dustin Moskovitz,더스틴 모스코비츠
Kenny Satterfield,케니 새터필드
Alan Sokal,앨런 소칼
Dimebag Darrell,다임백 대럴
Wallace Shawn,월리스 숀
James Goldstone,제임스 골드스톤
Raymond Franz,레이몬드 프렌즈
Brian Westbrook,브라이언 웨스트브룩
Fred MacMurray,프레드 맥머레이
Sathamangalam Ranga Iyengar Srinivasa Varadhan,스리니바사 바라단
Shawn Levy,숀 레비
Kip S. Thorne,킵 손
Keenen Ivory Wayans,키넨 아이보리 웨이언스
Nathan Mantel,네이선 멘텔
Paul Halmos,헐모시 팔
Hutch Dano,허치 다노
Frank Jarvis,프랭크 자비스
John Stamos,존 스테이모스
Ben E. King,벤 E. 킹
Johnny Appleseed,조니 애플시드
Bruce Timm,브루스 팀
Norman Geschwind,노먼 게슈윈드
Balthazar Getty,밸세이저 게티
Albert Brooks,앨버트 브룩스
Léonide Massine,레오니드 마신
Jean Hersholt,진 허숄트
Davy Crockett,데비 크로켓
Robert Culp,로버트 컬프
BD Wong,BD 웡
Shawn Wayans,숀 웨이언스
Elmore James,엘모어 제임스
Robert Kiyosaki,로버트 기요사키
Stephen Baldwin,스티븐 볼드윈
Thomas Friedman,토머스 프리드먼
T. Boone Pickens,티 분 피켄스
Arthur Jaffe,아서 재피
Phil LaMarr,필 라마
Jesse Ventura,제시 벤투라
Greg Rikaart,그레그 리카트
Luke Greenfield,루크 그린필드
Tico Torres,티코 토러스
Dick Fosbury,딕 포스버리
Hugh Everett III,휴 에버렛 3세
Andor Földes,안도르 폴데시
George Hamilton,조지 해밀턴
Ghostface Killah,고스트페이스 킬라
Marcus Miller,마커스 밀러
William Daniels,윌리엄 대니얼스
Peter Lax,Peter Lax
Bernie Sanders,버니 샌더스
Alan Guth,앨런 구스
Brad Bird,브래드 버드
Alonzo Mourning,알론조 모닝
Tech N9ne,테크 나인
Mario Chalmers,마리오 차머스
Arthur Dewey Struble,아서 듀이 스트러블
Robert Rubin,로버트 루빈
Timothy Geithner,티머시 가이트너
Bobby Brown,보비 브라운
Tim McGraw,팀 맥그로
Charlie Christian,찰리 크리스천
Shane Dawson,셰인 도슨
Paul Adelstein,폴 아델스타인
Craig Venter,크레이그 벤터
Regis Toomey,레지스 투미
James Clark,제임스 클라크
Henry Paulson,헨리 폴슨
Sterling Hayden,스털링 헤이든
Eric Heiden,에릭 하이든
Jerry West,제리 웨스트
Chen Guangcheng,천광청
Peter Shor,피터 쇼어
Kevin Connolly,케빈 코널리
Michael Urie,마이클 유리
Jeff Bennett,제프 베넷
Bobby Darin,보비 대린
Tyrese Gibson,타이리스 깁슨
Rudy Gay,루디 게이
John Hughes,존 휴스
Raymond Hatton,레이먼드 해튼
Nelson Dingley,넬슨 딩글리
Michael Peña,마이클 페냐
Lucas Black,루커스 블랙
Del Shannon,델 섀넌
Percival Proctor Baxter,퍼시벌 P. 백스터
Sean Lennon,숀 레넌
James Craig Watson,제임스 크레이그 왓슨
Harold Hecht,해럴드 헥트
Chris Hughes,크리스 휴스
Young Buck,영 벅
Milton H. Erickson,밀턴 에릭슨
Chad Hurley,채드 헐리
David Manners,데이비드 매너스
John Bolton,존 볼턴
Phil Fondacaro,필 폰다카로
Michael Dickerson,마이클 디커슨
Joe Hill,조 힐
Roger B. Taney,로저 토니
Necro,네크로
David Crosby,데이비드 크로스비
James McLamore,제임스 매클러모어
Basil Ruysdael,배질 루이스댈
Bonnie Bennett,보니 베넷
John Lynch,존 린치
Augustus E. Willson,오거스터스 E. 윌슨
Luther Vandross,루더 밴드로스
Sam Elliott,샘 엘리엇
Earl Warren,얼 워런
Sidney Luft,시드니 러프트
RedOne,레드원
Lee Greenwood,리 그린우드
Steve McCurry,KAL801기 사고 청문회
Michael Hoffman,마이클 호프먼
Kyle Chandler,카일 챈들러
John Lithgow,존 리스고
Judd Winick,저드 위닉
John Fairfield,존 페어필드
Derek Trucks,데릭 트럭스
John Lynch,존 린치
Jonathan Morgan,조너선 모건
Isaac Stern,아이작 스턴
Frank Oz,프랭크 오즈
Greg Louganis,그레그 루가니스
Hannes Kolehmainen,하네스 콜레마이넨
Keith David,키스 데이비드
Richard Gilmore,리처드 길모어
John Carlos,존 칼로스
Billy Preston,빌리 프레스턴
Edson Buddle,에드슨 버들
Anson Morrill,앤슨 모릴
Jonathan Safran Foer,조너선 새프런 포어
Walt Whitman Rostow,월트 휘트먼 로스토
Joseph Jenkins Roberts,조지프 젱킨스 로버츠
Charles Ponzi,찰스 폰지
Billy Corgan,빌리 코건
Dane Cook,데인 쿡
Mark Boal,마크 볼
William Langer,윌리엄 랭어
Donald Cook,도널드 쿡
Abraham Adrian Albert,에이브러햄 에이드리언 앨버트
Tommy Bond,토미 본드
Harlan Ellison,할런 엘리슨
Richard Marx,리처드 막스
Brent Spiner,브렌트 스파이너
Tim Kaine,팀 케인
M. King Hubbert,킹 허버트
Pink Anderson,핑크 앤더슨
Marvin Albert,마빈 앨버트
Jeffree Star,제프리 스타
William Lloyd Garrison,윌리엄 로이드 개리슨
Maynard James Keenan,메이너드 제임스 키넌
John Connally,존 코널리
Jason Dolley,제이슨 돌리
Scott Bakula,스콧 배큘러
Nick Holonyak,닉 홀로니악
Tom Petty,톰 페티
James Patterson,제임스 패터슨
W. Edwards Deming,W. 에드워즈 데밍
Napoleon Hill,나폴레온 힐
Michael Lewis,마이클 루이스
Frederick Robie,프레더릭 로비
Kira Reed,키라 리드
Mississippi John Hurt,미시시피 존 허트
John Rutledge,존 러틀리지
Molly Hagan,몰리 하건
Carmine Tramunti,카마인 트라문티
J. Michael Bishop,존 마이클 비숍
James Longstreet,제임스 롱스트리트
Dominique Wilkins,도미니크 윌킨스
Penguin,펭귄
Adrian Pasdar,에이드리언 패스더
Ruby Braff,루비 브래프
Corey Harris,코리 해리스
Philo Farnsworth,필로 판즈워스
David Sarnoff,데이비드 사르노프
William Rehnquist,윌리엄 렌퀴스트
Eric Johnson,에릭 존슨
Luke Halpin,루크 핼핀
Alfred L. Kroeber,앨프리드 크로버
Adrian Griffin,에이드리언 그리핀
Dave Weckl,데이브 웨클
George Hotz,조지 핫츠
Michael Rosenbaum,마이클 로젠바움
Thomas Haden Church,토머스 헤이든 처치
Dave Franco,데이브 프랭코
Alan Burnett,앨런 버넷
Bob Francis,밥 프랜시스
Jack Kirby,잭 커비
Jonathan Kaye,조너선 케이
Ethan Embry,이선 엠브리
Nicole Fugere,니콜 퍼게르
Wendell Ford,웬들 포드
Rikishi,솔로파 파투
John Marshall Butler,존 마셜 버틀러
Bruce Glover,브루스 글로버
Jon Kyl,존 카일
Cisco Houston,시스코 휴스턴
McG,맥지
Al Pitrelli,알 피트렐리
Jason Kilar,제이슨 킬라
Allen Johnson,앨런 존슨
Bellamy Young,벨러미 영
Gene Wolfe,진 울프
T. J. Thyne,T. J. 타인
Carmine Appice,카마인 어피스
Seth Grahame-Smith,세스 그레이엄스미스
Lawrence Kohlberg,로런스 콜버그
Penn Badgley,펜 배질리
David Lewis,데이비드 루이스
Art Blakey,아트 블래키
Michelle Phan,미셸 판
Peter Weller,피터 웰러
Mahershala Ali,마허셜라 알리
Jaye Davidson,제이 데이비드슨
Joakim Noah,조아킴 노아
Elmore Spencer,엘모어 스펜서
Adlai Stevenson II,애들레이 스티븐슨
Bill Lindsay,빌 린지
Gary Bettman,게리 베트먼
John Logan,존 로건
H. H. Holmes,H. H. 홈스
Don Franklin,돈 프랭클린
Charles Addams,찰스 애덤스
Donald Davidson,도널드 데이빗슨
Josh Peck,조시 펙
David Steindl-Rast,데이비드 스타인들-라스트 (David Steindl-Rast)
John Newland,존 뉴랜드
Marco Rubio,마르코 루비오
Chris Farley,크리스 팔리
Kyle Gass,카일 가스
Donnie Yen,견자단
Marcus Camby,마커스 캠비
Glen Rice,글렌 라이스
Anthony Michael Hall,앤서니 마이클 홀
Shawn Marion,숀 매리언
Greg Serano,그렉 세라노
Breckin Meyer,브레킨 마이어
Herb Ritts,허브 리츠
Kevin Williamson,케빈 윌리엄슨
Billy Higgins,빌리 히긴스
Dennis Lehane,데니스 러헤인
Robert Kirkman,로버트 커크먼
William Petersen,윌리엄 피터슨
Adolph Zukor,아돌프 주커
Dusty Rhodes,더스티 로즈
Donny Osmond,도니 오즈먼드
Jim Grobe,짐 그로브
Jason Alexander,제이슨 알렉산더
Brian McNamara,브라이언 맥나마라
George Godfrey,조지 고드프리
Ray Felix,레이 필릭스
J. J. Barea,호세 후안 바레아
Big Boi,빅 보이
Scott Ian,스코트 이언
Vinny Appice,비니 어피스
Gillian Flynn,길리언 플린
Jason Priestley,제이슨 프리스틀리
Chris Demetral,크리스 드미트럴
Timothy J. Keller,팀 켈러
Gerhard Hochschild,게르하르트 호흐실트
Robert Lorenz,로버트 로렌즈
Jeff Kinney,제프 키니
Thomas F. Wilson,토머스 F. 윌슨
Robert Loggia,로버트 로자
Grant Hill,그랜트 힐
Ben Foster,벤 포스터
Steve Fossett,스티브 포셋
John Willis Ellis,존 윌리스 엘리스
Plies,플라이즈
Bill Condon,빌 콘던
Patrick Henry,패트릭 헨리
Peter Ostrum,피터 오스트럼
Billy Warlock,빌리 워락
Earle Clements,얼 클레먼츠
Lawrence Boston,로런스 보스턴
Andy Devine,앤디 데빈
Robby Krieger,로비 크리거
Drew McIntyre,드루 매킨타이어
Allen Klein,앨런 클라인
David Settle Reid,데이비드 세틀 리드
Huey P. Newton,휴이 뉴튼
Oliver Wendell Holmes,올리버 웬들 홈스 2세
Richard Thaler,리처드 탈러
Bill Richardson,빌 리처드슨
Anthony Geary,안소니 기어리
Ken Leung,켄 렁
Martin Balsam,마틴 발삼
James B. Harris,제임스 B. 해리스
Joel McHale,조엘 맥헤일
