Stefano Cerioni,斯特凡诺·切廖尼
Roberto Marson,罗伯托·马森
Renato Cecchetto,雷纳托·塞西切托
Roberto Pangaro,罗伯托·潘加罗
Tiziana Panella,蒂齐亚娜·潘妮拉
Silvia Strukel,西尔维娅·斯特鲁凯尔
Tito Faraci,铁托·法拉奇
Sabrina Impacciatore,萨布里娜·因帕恰托雷
Saba Anglana,萨巴·安格拉纳
Sabrina Bertini,萨布丽娜·贝尔蒂尼
Sabrina Corabi,萨布丽娜科拉比
Valerio Fioravanti,瓦莱里奥·菲奥拉万蒂
Silvio Clementelli,希維歐·克萊門特利
Wanna Marchi,万娜·玛奇
Silvia Tortora,西尔维亚·托尔托拉
Tito Schipa Jr.,小蒂托·西帕
Silvio Baldini,希維歐·巴爾迪尼
Sabrina Paravicini,萨布丽娜·帕拉维奇尼
Valerio Verre,瓦萊里奥·瓦雷
Vasco Bendini,瓦斯科·本迪尼
Salvatore Cabella,萨尔瓦托雷·卡贝拉
Silvio Mantelli,西尔维奥·曼泰利
Vanessa Scalera,瓦内萨·斯格勒雷
Roberto Perpignani,羅伯托·佩皮尼亞尼
Roberto Piazza,羅伯托·皮耶薩
Roberto Pischiutta,罗伯托·皮斯丘塔
Roberto Piumini,罗伯托·皮尤米尼
Tiziano Tagliani,蒂齐亚诺·塔利亚尼
Simona Abbate,西蒙娜·阿巴特
Roberto Russo,罗伯托·鲁索
Silvio Spaccesi,西尔维奥·斯帕切西
Roberto Romanini,罗伯托·罗马尼尼
Roberto Stocchi,罗伯托·斯托基
Salvatore Ficarra,萨尔瓦托雷·菲卡拉
Simona Borioni,西蒙娜·博利沃尼
Silvio Vannucci,西尔维奥·万努奇
Vauro,沃罗·塞纳西
Vasco Regini,瓦斯科·雷吉尼
Simon Grechi,西蒙·格雷基
Salvatore Oppes,萨尔瓦托雷·奥佩斯
Salvatore Greco,萨尔瓦托雷·格雷科
Simona Marchini,西蒙娜·马奇尼
Salvatore Greco,萨尔瓦托雷·格雷科
Tommaso Ghirardi,吉拉爾迪
Vieri Razzini,维埃拉·拉齐尼
Simona Dalla Chiesa,西蒙娜·达拉·基耶萨
Vieri Tosatti,维耶里·托萨蒂
Victor Cavallo,维克托·卡瓦洛
Vico Consorti,維科·孔索爾提
Salvatore Mazzamuto,馬札慕鐸
Veronica Pivetti,维罗妮卡·皮维蒂
Veronika Logan,薇罗妮卡·洛根
Lorenza Alessandrini,洛伦扎·亚历山德里尼
Zerocalcare,Zerocalcare
Salvatore Matrecano,萨尔瓦托雷·马特雷卡诺
Salvatore Mereu,萨尔瓦托·梅鲁
Salvatore Misticone,萨尔瓦托雷·米斯蒂科恩
Salvatore Racalbuto,萨尔瓦多·拉卡尔布托
Tommaso Ragno,托马索·劳格诺
Vincenza Cacace,维琴察·卡塞斯
Vincenzo Alfieri,温琴佐·阿尔菲耶里
Simona Vinci,西蒙娜·芬奇
Simone Missiroli,西莫尼·米西羅利
Salvatore Piscicelli,薩爾瓦多·皮西切利
Simone Buti,西蒙尼·布提
Tommaso Ramenghi,托马索·拉门吉
Simone Crisari,西蒙妮·克里斯萨里
Simone D'Andrea,西莫內·德安德烈亚
Tommy Vee,汤米·维伊
Salvatore Landolina,萨尔瓦多·兰多利纳
Ivan Righini,伊凡•里基尼
Simone Bianchi,西蒙尼·比安奇
Toni Trupia,托尼·特鲁西亚
Simone Borrelli,西蒙妮·波雷利
Toni Pagot,托尼·帕戈特
Simone Vaturi,西蒙尼·瓦图里
Tommaso Zerbi,托马索·泽尔比
Simone Favaro,西蒙尼·法瓦羅
Vincenzo Esposito,文森佐·埃斯波西托
Vincenzo Ferdinandi,Vincenzo Ferdinandi
Ruggero Pasquarelli,盧傑羅·帕斯道雷利
Elena Igorevna Vichodtseva,埃琳娜·伊戈列夫娜·戈里亚耶娃
Vadim Brodski,瓦迪姆·布罗德斯基
Tonino Zera,托尼诺·泽拉
Vincenzo Del Signore,雲先·德爾-西尼奧雷
Tormento,托门托
Tony Binarelli,托尼·比纳雷利
Tosawi Piovani,托萨维·皮奥瓦尼
Simone Zaza,西蒙尼·扎扎
Vincenzo Costa,文森佐·科斯塔
Tresy Taddei,特莉希·达戴伊
Salvatore Sabella,薩瓦托·薩貝拉
Salvo Cuccia,薩爾沃·庫恰
Tony Kendall,托尼·肯德尔
Vincenzo D'Angelo,温琴佐·丹杰洛
Toni Maraini,托尼·马拉伊尼
Vincenzo Di Bella,温琴佐·迪贝拉
Solange,索兰吉
Vincenzo Guerini,温琴佐·盖里尼 （足球运动员）
Matteo Guarise,马泰奥·古亚雷斯
Pietro Terracciano,彼得羅·特拉恰諾
Rossana Ghessa,罗莎娜·格萨
Vincenzo Guerini,温琴佐·盖里尼 （短跑运动员）
Sonia Mazza,索尼娅·马扎
Samanta Piccinetti,Samanta Piccinetti
Samantha De Grenet,萨曼莎·德·格雷内特
Solvejg D'Assunta,Solvejg D'Assunta
Solvi Stübing,索爾維·斯圖賓
Sonia Bergamasco,索尼娅·贝加马斯卡
Tony Sperandeo,托尼·斯珀兰德奥
Bryan Cristante,布莱恩·克里斯坦特
Sonia Viviani,桑妮雅·維維亞尼
Sophia Lombardo,索菲娅·隆巴尔多
Vincenzo Ferrera,文森佐·费雷拉
Samuele Sbrighi,塞缪尔勒·斯布赖
Samuel Deguara,森姆·迪古拿
Samuela Sardo,莎姆艾拉·萨尔多
Simone Verdi,西蒙尼·維爾迪
Sandra Ravel,桑德拉·拉威尔
Tony Wolf,安東尼奧·盧帕泰利
Sandra Corleone,桑德拉·柯里昂
Sandro Boeri,桑德罗·博埃里
Stefania Nobile,Stefania Nobile
Alessio Luciani,阿雷西奧·盧奇亞尼
Ubaldo Lo Presti,乌巴尔多·洛·普雷斯蒂
Tuccio Musumeci,图西·穆苏梅奇
Vincenzo Peluso,温琴佐·佩鲁索
Vincenzo Mollica,文森佐·莫利卡
Sandro Gozi,桑德罗·戈齐
Sandra Truccolo,桑德拉·特鲁科洛
Sandro Acerbo,桑德罗·阿塞波
Sonia Scotti,索尼娅·史考蒂
Sonia Topazio,索尼娅·托帕齐奥
Uccio De Santis,Uccio De Santis
Vincenzo Rivera,文森佐·里维拉
Tullio Baraglia,图利奥·巴拉利亚
Antonio Meneghetti,安东尼奥·梅内盖蒂
Stefania Stanzani,斯特凡尼娅·斯坦扎尼
Stefania Stella,斯特凡娜·斯特拉
Stefano Ambrogi,斯特凡诺·安布罗吉
Stefania Pezzopane,斯特凡尼娅·佩佐帕内
Vincenzo Montefusco,蒙特富斯科
Paolo Agazzi,保罗·阿加兹
Stefania Zanussi,斯特凡尼娅·扎努西
Stefano Bellon,Stefano Bellon （意大利）
Uberto Paolo Quintavalle,翁貝托·保羅·昆塔瓦萊
Stefania Orsola Garello,斯特凡·奥尔索拉·加雷洛
Stefania Orlando,斯特凡尼娅·奥兰多
Stefania Patruno,斯特凡·帕鲁诺
Stefania Petyx,斯蒂芬妮娅·佩蒂克斯
Ugo Bologna,乌戈·博洛尼亚
Sandro Curzi,桑德罗·库兹
Stefania Passaro,斯特凡尼娅·帕萨罗
Ugo Conti,乌戈·孔蒂
Ugo D'Alessio,雨果·達萊西歐
Sandro Resegotti,山德罗·雷塞戈蒂
Stefano Calvagna,斯蒂法诺·卡尔弗格纳
Stefano Bonatti,斯特凡诺·博纳蒂
Angelo Vanzin,安杰洛·万津
Stefano Bessoni,斯特法诺·贝索尼
Stefano Bellone,斯特凡诺·贝洛内
Sandro Giordano,桑德罗·焦尔达诺
Stefano Bandecchi,斯泰法诺·班代斯基
Ettore Rigotti,克勞迪奧·尼哥提
Ugo Dighero,乌戈·迪格罗
Stefano Antonucci,斯特凡诺·安东努奇
Sandro Schipani,桑德罗·斯奇巴尼
Vincenzo Tanassi,文森佐·塔纳西
Sandro Riminucci,山德罗·里米努奇
Stefano Albertini,斯蒂法诺·阿尔贝蒂尼
Stefano Alleva,斯蒂法诺·阿莱瓦
Vincenzo Salemme,温琴佐·萨莱梅
Vincenzo Scarpetta,文森佐·斯卡佩塔
Susanna Batazzi,苏珊娜·巴塔齐
Ugo Pericoli,乌戈·佩里科里
Stefano Brusa,斯特凡诺·布鲁萨
Ubaldo Pantani,乌巴尔多·潘塔尼
Stefano Chiantini,斯蒂法诺·基安蒂尼
Vira Silenti,维拉·西伦蒂
Francesco Schettino,弗朗切斯科·斯凱蒂諾
Ugo Tomeazzi,乌戈·托梅亚齐
Ugo Vetere,雨果·韋泰雷
Stefano Caselli,斯特凡諾·卡塞利
Cesare Sodero,切萨雷·索德罗
Ugo Pagliai,乌戈·帕利艾
Sante Calogero,桑特·卡洛格罗
Aiace Parolin,阿亚切·帕罗林
Stefano De Martino,斯蒂法诺·代·马蒂诺
Stefano De Sando,斯特凡诺·德·许三多
Ugo Mattei,乌戈·马太
Frederic Fasano,弗列德利克·法萨诺
Stefano Fresi,斯特凡诺·弗雷西
Virginie Marsan,维吉尼·马尔桑
Vitaliano Trevisan,維塔利亞諾六世·特雷维桑
Virgilio Marchi,維吉里奧·馬爾基
Sandrone Dazieri,桑德罗内·达齐里
Umberto D'Orsi,翁貝托·道爾西
Virginia Raffaele,弗吉尼亚·拉法埃莱
Umberto Contarello,乌贝托·康塔雷洛
Stefano Impallomeni,斯特凡諾·因帕洛梅尼
Umberto Albini,翁贝托·阿尔比尼
Sara Ricci,萨拉·里奇
Stefano Lippi,斯特凡诺·利皮
Adam Alexi-Malle,亚当·阿里克斯·梅勒
Nikol' Gosvijani,妮可·格斯維亞尼
Umberto Pugliese,翁贝托·普列赛
Alberto Sangiovanni-Vincentelli,阿尔贝托·圣乔瓦尼·温琴泰利
Stefano Mainetti,斯特凡诺·马伊内蒂
Sara D'Amario,萨拉·达玛修
Alberto Marchiori,阿爾貝托·馬爾奇奧里
Stefano Madia,斯特凡诺·马迪亚
Gianroberto Casaleggio,詹羅伯托·卡薩萊焦
Sauro Bufalini,绍罗·布法利尼
Alberto Broggi,阿貝托·布羅吉
Saverio Muratori,萨维利奥·穆拉托里
Stefano Masciarelli,斯蒂法诺·马西尔利
Aldo Boni,阿尔多·博尼
Aldo Ferraresi,阿尔多·费拉雷西
Aldo Manganaro,阿尔多·曼加纳罗
Stefano Lavarini,斯提凡诺·拉瓦里尼
Umberto Sardella,翁贝托·萨代拉
Sara Santostasi,萨拉·桑图斯塔西
Sara Sperati,莎拉·斯佩拉蒂
Sara Zanier,萨拉·萨尼尔
Sara Labidi,萨拉·拉比迪
Sara Morganti,萨拉·莫尔甘蒂
Alessandro Favalli,亚历山德罗·法韦利
Stefano Luongo,斯特凡诺·卢翁戈
Urano Navarrini,乌拉诺·纳瓦里尼
Sebastiano Serafini,賽巴斯蒂亞諾·賽拉菲尼
Vito Grieco,维托·格列科
Umberto Simonetta,翁贝托·西莫内塔
Valentina Lodovini,瓦伦蒂娜·洛多文尼
Alessandra Mirka Gatti,亚历山德拉·米尔卡·加蒂
Alessandro De Vitis,亞歷桑德羅·德維蒂斯
Umberto Vattani,范塔尼
Sebastiano Colla,塞巴斯蒂亚诺·寇拉
Alessandro Bassoli,亞歷山德羅·巴索利
Umberto Terracini,特拉奇尼
Stefano Oppedisano,斯特凡诺·奥佩迪萨诺
Urbano Cairo,開羅
Uros Vico,乌罗斯·维柯
Valentina Carnelutti,瓦伦蒂娜·卡妮卢提
Alessandra Buonanno,亚历山德拉·布昂纳诺
Valentina Correani,瓦伦蒂娜·科雷阿尼
Stefano Pantano,斯特凡诺·潘塔诺
Sebastiano Lo Monaco,塞巴斯蒂安·洛·摩纳哥
Valentina Melis,瓦伦蒂娜·梅利斯
Valentina Massi,瓦伦蒂娜·马西
Valentina Pallavicino,瓦伦蒂娜·帕拉维奇诺
Stefano Rulli,斯蒂法诺·如利
Valentina Gardellin,瓦伦蒂娜·加尔代林
Valentina Giacinti,瓦伦蒂娜·贾钦蒂
Alessio Curcio,阿萊西奧·庫爾喬
Valentina Turisini,瓦伦蒂娜·图里西尼
Stefano Sarcinelli,斯特凡诺·萨尔奇内利
Stefano Scandaletti,斯特凡诺·斯坎达莱蒂
Valeria D'Obici,瓦莱莉娅·铎比奇
Stefano Mordini,史蒂芬諾·莫迪尼
Valeria Fabrizi,瓦莱丽亚·法布里齐
Diego Manzoni,迭戈·曼佐尼
Der Reka Cipriani,德尔·雷卡·奇普里亚尼
Vittorio Amandola,维托里奥·阿曼多拉
Valentino Campitelli,瓦伦蒂诺·坎皮特利
Valentino Castellani,瓦伦蒂诺·卡斯特拉尼
Valentina Persia,瓦伦蒂娜·波斯
Stefano Pesce,斯蒂法诺·佩谢
Alessandro Vezzosi,亞歷山德羅·維佐斯
Stefano Rodotà,斯蒂法諾·羅多達
Domiziano Arcangeli,多米齐安诺·阿克安格尼
Vittorio Brumotti,维托里奥·布鲁莫蒂
Vittorio Ballio Morpurgo,维托里奥·巴利奥·莫普尔戈
Alessandro de Minicis,亚历山德罗·德米尼西斯
Domenico Meccoli,多梅尼科·麥科利
Domenico Zampaglione,多梅尼科·赞帕格里内
Valerio Amoroso,瓦萊里奥·阿莫羅索
Domingo Antonio Velasco,多明戈·安东尼奥·贝拉斯科
Valentino Pellarini,瓦伦蒂诺·佩拉里尼
Valentino Picone,瓦伦蒂诺·皮考尼
Vittoria Febbi,维多利亚·菲比
Vittorio Bestoso,维托里奥·贝斯托索
Diego Falcinelli,迭戈·法爾西内利
Valentina D'Agostino,瓦伦蒂娜·达戈斯蒂诺
Valeria Sabel,瓦萊麗雅·沙伯
Johnson Righeira,斯特凡诺·里吉
Diletta Carli,迪雷塔·卡利
Dino Diana,迪诺·迪亚纳
Alice Edun,艾丽丝·埃敦
Eddie Cheever III,埃迪·奇弗三世
Alfredo Donnarumma,阿尔弗雷多·多纳鲁马
Antonio Giovinazzi,安東尼奧·焦維納齊
Vittorio Cozzella,维托里奥·科泽拉
Rodrigo de Paul,羅德里戈·迪·保羅
Vittorio Corona,维托利·科罗娜
Vittorio Cosma,維托里奧·科斯馬
Vittorio Congia,維托里奧·孔吉亞
Jennifer Missoni,詹妮弗·米索妮
Nik Ranieri,尼克·拉涅利
Doriana Pigliapoco,多里亚娜·皮利亚波科
Nour-Eddine Lakhmari,努爾·艾丁·拉克馬里
Arturo Licata,阿圖羅·里卡沓
John Stanfa,約翰·史丹發
Andrea Angelini,安德烈埃·安吉里尼
John J. Muccio,約翰·穆喬
Vittorio Gallinari,維多里歐·蓋里納利
Amato Ferrari,阿马托·法拉利
Aurelio Andreazzoli,奧雷廖·安德烈亞佐利
Ambra Medda,安布拉·梅达
Joseph Barbara,約瑟·芭芭拉
Steve Bastoni,斯蒂夫·巴什托尼
Tiago da Silva,蒂亚戈·达·席尔瓦
Vittorio Emanuele Propizio,伊曼纽·普罗皮齐奥
Emanuele Suagher,伊曼纽尔·苏阿格尔
Emerson Palmieri,埃莫森
Joey LaMotta,喬伊·拉莫塔
Edoardo Alaimo,爱德华多·阿莱莫
Vittorio Gallese,維托里奧·加萊塞
Vittorio Sala,維托里奧·薩拉
Emiliano Tortolano,埃米利亚诺·托托拉诺
Julio Buffarini,祖利奧·保夫阿連尼
Enzo Calzaghe,恩佐·卡爾扎格
Vittorio Moroni,维托里奥·莫罗尼
Vittorio Morelli di Popolo,维托里奥·莫雷利·迪波波洛
Vittorio Nino Novarese,维托里奥·尼诺·诺瓦里斯
Andrea Di Vito,安德烈·迪維托
Andrea Enria,安德烈亚·恩里亚
Andrea Ossoinack,安德里亚·奥索伊纳克
Laura Bozzo,劳拉·波佐
Vittorio Orlandi,维托里奥·奥兰迪
Angela Bianchini,安吉拉·比安基尼
Angela Marino,安杰拉·马里诺
Vittorio Tracuzzi,维托里奥·特拉库齐
Sara Pichelli,莎拉·皮謝利
Pinocchio,木偶奇遇记
Enrico Clementi,馬德拉斯大學
Andrea Belotti,安德烈·貝羅蒂
Paulo Victor Vidotti,保罗·维克托
Rubén Botta,鲁本·博塔
Vittorio Sindoni,维托里奥·辛多尼
Excella Gionne,伊柯塞拉·琼尼
Ercole Manfredi,埃尔科莱·曼弗雷迪
Vittorio Sanipoli,维托里奥·萨尼波利
Enzo Plazzotta,恩佐·普拉佐塔
Angelo Di Pietro,安吉洛·迪皮耶特羅
Angelo Esposito,安傑羅·埃斯波西托
Andrea Tozzo,安德烈亞·托佐
Andrea Vecchiato,安德烈埃·韦奇亚托
Paolo Gislimberti,保罗·吉斯里伯蒂
Leopoldina Fortunati,利奥波蒂娜·福尔图纳蒂
Anna Maria Alberghetti,安娜·玛利亚·阿伯格赫提
Piero Ferrucci,皮耶洛·費魯奇
Piero Gleijeses,皮耶羅·葛雷傑西
Loredana Auletta,洛雷達娜·奧萊塔
Lisa Mazzotti,丽莎·马佐蒂
Pier Alberto Testoni,皮耶尔·阿尔贝托·泰斯托尼
Vittorio Viviani,维托里奥·维维亚尼
Anna Maria Toso,安娜·玛丽亚·托索
Luca Bassani,盧卡·巴薩尼
Salvatore Fisichella,薩爾瓦托雷·費斯切拉
Volfango De Biasi,沃爾凡戈·德比亞西
Pasquale La Ragione,帕斯夸莱·拉拉焦内
Leonardo Gatto,萊昂納多·加托
Eugenio Moggi,歐金尼奧·莫吉
Iván Marcone,伊萬·馬爾孔內
Fabio Pignatelli,法比奧·皮尼亞泰利
Antonino Caltabiano,安东尼诺·卡尔塔比亚诺
Antonio Albanese (schermidore),安东尼奥·阿尔巴内塞
Paolo Venini,保羅·維尼尼
Fabio Bidini,法比奥·比迪尼
Luca Cardelli,卢克·卡德利
Pietro Tacchi Venturi,彼得罗·塔奇·文丘里
Antonio Forcione,安东尼奥·佛西奥
Fabio Lucioni,法比奥·卢乔尼
Fabrizio Freda,傅懿德
Luca Ceppitelli,盧卡·塞皮特利
Luca Cumani,古萬尼
Walter Alasia,瓦尔特·阿拉吉亚
Antonio Allegra,安东尼·阿莱格拉
Leonardo Spinazzola,萊昂納多·斯皮納左拉
Lorenzo Fontana,洛伦佐·丰塔纳
Luca De Dominicis,卢克·德·多米尼斯
Viviana Ballabio,维维安娜·巴拉比奥
Lorenzo Borghese,羅倫佐·博爾蓋塞
Anton Muscatelli,安東·馬斯凱特里
Luca De Maria,卢卡·德马里亚
Fausto Cleva,福斯托·克莱瓦
Aristide Pontanani,阿里斯蒂德·蓬塔纳尼
Arolodo Pinelli,路易吉·皮内利
Patrizia Reggiani,派翠琪亞·雷吉亞尼
Luca Panerati,卢卡·潘拉蒂
Fabio Mazzeo,法比奥·马泽奥
Walter Fasano,沃尔特·法萨诺
Walter Fontana,沃尔特·丰塔纳
Luca Legnani,卢卡·莱尼亚尼
Luca Longhi,盧卡·隆吉
Luigi Cuomo,路易吉·科莫
Pietro Ruta,彼得羅·魯塔
Pietro Sarzano,彼得罗·萨尔扎诺
Arcangelo Pinelli,阿尔坎杰洛·皮内利
Arianna Criscione,阿里安娜·克里希歐內
Michela Moioli,米凯拉·莫约利
Federico Barba,費德里科·巴爾達
Federico Marchetti,費德里科·馬凱蒂
Federico Melchiorri,費德里柯·梅爾奇奧里
Renato Biasi,雷納托·比亞西
Renato Martin,威尼托帕達尼亞聯邦共和國
Luigi Sepe,路易吉·塞皮
Luca Vanni,盧卡·瓦尼
Filippo Baldi,菲利波·巴尔迪
Riccardo Improta,里卡多·因普羅塔
Walter Molea,瓦尔特·莫莱亚
Fernando Cavallini,费尔南多·卡瓦利尼
Riccardo Piscitelli,里卡多·皮斯西特拉
Reno Bertoia,雷諾·伯托亞
Renzo Compagna,伦佐·孔帕尼亚
Baby K,巴比·K
Riccardo Fraccari,里卡多·法拉卡利
Remo Sernagiotto,雷莫·塞納吉托
Wanda Sandon,万达·桑东
Walter Tobagi,瓦尔特·托巴吉
Filippo Mancini,菲利波·曼奇尼
Filippo Mannucci,菲利波·曼努奇
Antonio Donnarumma,安東尼奧·多納魯馬
Luca Tremolada,盧卡·特列莫拉達
Wladimiro Calarese,弗拉迪米罗·卡拉雷塞
Flavia Ottaviani,弗莱维娅·奥塔维亚尼
Werther Germondari,沃瑟·热尔蒙达里
Francesco Rulli,弗朗切斯科·鲁利
Willi Burger,威利·波格
Yoon C. Joyce,尹·C·乔伊斯
Yuan Huaqing,袁华清
Yuki Maraini,宇琪·马拉伊尼
Roberto Russo,羅伯托·魯索
Romano Cagnoni,羅馬諾·卡尼奧尼
Bruno Premiani,布魯諾·佩米亞尼
Bruno Tonioli,布鲁诺·托尼奥利
Francesco Zampano,法蘭西斯高·贊潘奴
Roberto Bortolotto,罗伯托·博尔托洛托
Beatrice di Borbone-Due Sicilie,碧翠斯王妃 (波旁-兩西西里)
Roberto Di Maio,羅伯托·迪馬約
Richard Gabriel Marcone,理查德·马可恩
William Negri,威廉·内格里
Roberto Inglese,羅伯托·恩格尼斯
Franco Ambrosio,佛朗哥·安布羅休
Marcello Ruta,马塞洛·鲁塔
Marcello Trotta,馬塞洛·特羅塔
Francesco Pietrasanta,弗朗切斯科·彼得拉桑塔
Frederick Sommer,弗雷德里克·索默
Francesco Lepre,弗朗西斯科·勒普雷
Marcella Hazan,玛塞拉·哈赞
Marcello Falzerano,馬塞洛·法爾澤拉諾
Marcello Musto,马塞洛·穆斯托
Riva Starr,里瓦·斯塔尔
Laura Zuccheri,劳拉·祖切里
Francesco Rossi,弗朗切斯科·罗西
Carla Sozzani,卡拉·索薩尼
Camillo Ciano,卡米洛·恰诺
Charles Novi,查爾斯·諾維
Marco Fantini,马可·范蒂尼
Marco Ezio Fossati,馬爾科·恩齊奧·弗萨蒂
Roberto Musci,罗伯托·穆西
Rosetta Cattaneo,羅塞塔·卡塔內奧
Vera Gemma,維拉·瑰瑪
Marco Sportiello,馬爾科·斯波爾蒂耶洛
Stefano Pettinari,斯泰法诺·佩蒂纳里
Marco Silvestri,馬爾科·西爾維斯特里
Marco Falcone,马尔科·法尔科内
Charlène Guignard,查勒妮·基尼阿德
Marco Innocenti,马尔科·因诺琴蒂
Frank Chamizo,弗兰克·查米索
Franco Paolo Preparata,佛朗哥·P·普雷帕拉塔
Carol Bressanutti,卡罗尔·布列萨努蒂
Carola Mangiarotti,卡萝拉·曼贾罗蒂
Russell Bufalino,羅素·布法利諾
Maria Scutti,玛丽亚·斯库蒂
Maria Nardelli,玛丽亚·纳尔代利
Settimio Ferrazzetta,塞蒂米奥·费拉兹塔
Clara Franzini-Armstrong,克拉拉·弗兰齐尼-阿姆斯特朗
Gaetano Daniele,加埃塔诺·丹尼尔
Salvatore Molina,薩爾瓦托·摩利納
George Fabio Biagi,喬治·比亞吉
Silvano Campeggi,西爾瓦諾·坎佩吉
Claudia Romani,克劳迪娅·罗马尼
Cristian Galano,克里斯蒂安·加拉诺
Simona Paggi,西蒙娜·帕吉
Gardino Pellolio,加尔迪诺·佩洛利奥
Giampiero Simoni,吉安皮耶罗·西莫尼
Martina Amati,玛蒂娜·阿马蒂
Mario Mazzacurati,馬里奧·馬薩庫拉蒂
Mario Milano,馬蘭奴
Gianguido Milanesi,詹圭多·米拉内西
Roberto Fico,羅伯托·菲科
Max Reinthaler,馬克斯·賴因塔勒
Niccolò Belloni,尼科洛·貝洛尼
Martino Goretti,马蒂诺·戈雷蒂
Ottavio Missoni,奥塔维奥·米索尼
Simone Colombi,西蒙尼·科倫比
Simone Corazza,西蒙尼·科拉扎
Leonardo Pavoletti,萊昂納多·帕沃雷蒂
Alberto Cerri,阿爾貝托·切里
Massimo Coda,科達（出生於1988年足球運動員）
Gianluca Lapadula,拉柏度拿
Giacomo Mantovani,贾科莫·曼托瓦尼
Massimiliano Busellato,馬西米利亞諾·布切拉托
Giacomo Cimini,贾科莫·西米尼
Mario Tosi,馬利奧·托西
Marwin Angeles,马尔温·安赫莱斯
Marina Torlonia di Civitella-Cesi,Marina Torlonia di Civitella-Cesi貴女
Cristiano Piccini,克里斯蒂亞諾·皮奇尼
Daniele Baselli,達尼埃萊·巴斯利
Daniele Casiraghi,達尼埃萊·卡西拉吉
Danilo Restivo,丹尼洛·雷斯蒂沃
Cristina Odone,克里斯蒂娜·奧多內
Gianluca Barattolo,詹卢卡·巴拉托洛
Gian Marco Ferrari,吉安·馬可·法拉利
Gianmario Comi,吉安馬里奥·科米
Gianni Averaimo,詹尼·阿韦拉伊莫
Cristiana Girelli,克里斯蒂安娜·吉雷利
Mario Soffici,马里奥·索菲奇
Daniel Ciofani,达尼埃尔·乔法尼
Stefano Sabelli,史提芬·沙貝利
Stefano Beltrame,斯特法諾·貝爾特拉梅
Dario Maestripieri,达里奥·马埃斯特里皮埃里
Claudio Francesconi,克劳迪奥·弗兰切斯科尼
Vito Crimi,维托·科里米
Gianluca Sampietro,詹盧卡·桑彼得羅
Matteo Chinellato,馬特奧·基內拉托
Federica Mastroianni,费代丽卡·马斯楚安尼
Lorella De Luca,洛雷拉·代·卢卡
Stefano Pasquini,斯蒂芬·巴斯奎尼
Matteo Bianchetti,馬特奧·比安凱蒂
Massimo Morante,馬西莫·莫蘭特
Massimo Milano,馬西莫·米蘭諾
Giovanni Benfratello,乔瓦尼·本弗拉泰洛
Gianluigi Placella,詹路易吉·普拉切拉
Giorgio Mangiamele,喬吉歐·曼賈梅爾
Tullio Moneta,图利奥·莫内塔
Giovanni Dosi,乔凡尼·多西奥
Giulia Boverio,朱利亚·布韦里奥
Giulio Cagiati,朱利奥·卡贾蒂
