Dudon de Saint-Quentin,聖·昆汀杜多
Joseph Joffo,約瑟夫·喬福
Olivier Sitruk,奥利维·西特吕克
Bernard,伯纳德
Demetre Chiparus,德梅特·奇帕鲁斯
Bruno Aveillan,布鲁诺·阿维伦
Claude Anet,克洛德·阿内
David de Rothschild,大衛·羅斯柴爾德
Luc Ferry,吕克·费里
Marc Rucart,馬克·盧卡特
Michel Kitabdjian,米歇尔·基塔布日安
David Ulm,达维德·乌尔姆
Gabriel de Mortillet,莫爾蒂耶
Emmanuel Saez,伊曼纽尔·赛斯
Ludovic Turpin,吕多维克·蒂尔潘
Bruno Bini,布鲁诺·比尼
Jean Moreau de Séchelles,让·莫罗·德·塞谢勒
Emmanuel Candès,伊曼紐爾·卡迪斯
Lewis Trondheim,刘易斯·特隆赫姆
Jean Fernel,费尔内尔
Régis Wargnier,雷吉斯·瓦格涅
Claude Étienne Minié,克洛德-艾蒂安·米尼耶
Claude Allègre,克洛德·阿莱格尔
Félix Éboué,费利克斯·埃布埃
Emmanuel Moire,埃马纽埃尔·莫尔
Philippe Chiffre,菲利普·奇弗尔
Mamadou Dia,马马杜·迪亚
Claude Bartolone,克洛德·巴尔托洛
Claude Bazin de Bezons,克劳德·巴赞·德·伯宗
Darius Khondji,達里歐斯·康治
Victor Puiseux,维克多·皮索
Gaspard Dughet,加斯帕德·杜格
Henriette-Catherine de Joyeuse,亨麗埃特·嘉芙蓮·德·茹瓦約斯
Marcel Mouloudji,馬塞爾·穆盧吉
Bruno Mantovani,布鲁诺·曼托瓦尼
Marc Lavoine,馬克·萊沃因
Léon Brunschvicg,布兰希维克
Michel Talagrand,米歇尔·塔拉格朗
Stéphane Mallat,史蒂芬·马拉特
Bruno Monsaingeon,布鲁诺·蒙桑容
Bruno Mégret,布吕诺·梅格雷
Philippe Houvion,菲利普·乌维永
Guy de Thouars,圖阿爾的居伊
Philippe Manoury,菲利普·馬諾里
Louis-Robert Carrier-Belleuse,路易斯-羅伯特·卡里爾-貝勒斯
Nicolas de Neufville de Villeroy,尼古拉·德·纽夫维尔
Pierre Allemane,皮埃尔·阿勒马纳
Richer de Reims,里奇勒斯
Denis Lavant,德尼斯·拉文特
Bruno Nuytten,布鲁诺·努坦
Bruno Podalydès,布魯諾·波達利斯
Rachid Bouchareb,拉希德·布沙里布
Jacques Desallangre,雅克·德萨朗格尔
Jean-Paul de Lascaris-Castellar,喬凡尼·保羅·拉斯卡里斯
Ulrich Robeiri,于尔里克·罗贝里
Yoric Ravet,约里克·拉韦
Denis Podalydès,德尼·波达利德斯
Victoire de France,法國的維多瓦爾公主
Denys de La Patellière,德尼·德·拉帕特利埃
Bruno Rodzik,布鲁诺·罗兹克
Nicolas Bedos,尼古拉斯·贝多斯
Philippe Delerm,菲利普·德莱姆
Bruno Le Maire,布吕诺·勒梅尔
Roger Beaufrand,罗歇·博弗朗
Claude Carliez,克劳德·卡利斯
Claude Dauphin,克勞德·多芬
Alphonse Eugène Beau,羅沙士
Amadou-Mahtar M'Bow,阿马杜-马赫塔尔·姆博
Jean-Guillaume Bruguière,让-纪尧姆·布吕吉埃
Claude Lancelot,克洛德·朗斯洛
Francis de Laporte de Castelnau,弗朗索瓦-路易·拉波爾特
Jean Vilar,让·维拉
Alfred Vulpian,阿尔弗雷德·维尔皮安
Henri Dutrochet,亨利·杜特罗歇
Claude Pascal,克洛德·帕斯卡
Ernest-Charles Lasègue,查爾斯·拉塞格
Bruno d'Harcourt,阿尔古伯爵布鲁诺
Michel Deguy,德基
Enzo Lefort,恩佐·勒福尔
Claude Martin,克劳德·马丁
Jacques-Antoine Bresse,雅克·安托萬·夏爾·布雷斯
Jacques Berque,雅克·博克
Nicolas Dalayrac,尼古拉·达莱拉克
Pierre Bernard,比艾爾·賓拿度
François Deguelt,弗朗索瓦·德格勒
Eudes II de Troyes,香槟的厄德三世
Maurice Garçon,莫里斯·加爾松
Éric Bauthéac,埃里克·鮑澤亞克
Alexandre-Étienne Choron,亞歷山大·艾蒂安·喬隆
Claude Fauriel,查尔斯·克劳德·佛利耶
Jean de Vienne de Hautefeuille,文贵斌
Jean-Claude Brisseau,让-克劳德·布里索
Claude Montal,克洛德·蒙塔尔
Claude Montana,克洛德·蒙塔纳
Claude Papi,克洛德·帕皮
Claude Onesta,克洛德·奥内斯塔
Jean de Venette,讓·德·韋內特
Jean-Baptiste Le Roy,讓-巴蒂斯特·勒·羅伊
Jean-Laurent Cochet,让-洛朗·科歇
Ryan Mendes da Graça,賴恩·文迪斯
Jean IV d'Armagnac,讓四世
Raël,雷爾
François Bourguignon,弗朗索瓦·布吉尼翁
Pierre Lewden,皮埃尔·柳当
Ferdinand-Jean Darier,让·达里尔
Guy Dufaux,盖伊·杜佛
Léon Duguit,狄骥
Claude Piquemal,克勞德·皮卡馬爾
Diafra Sakho,戴亞法拿·沙高
Jean Antoine Nollet,讓-安托萬·諾萊
Stéphane Moucha,斯特凡纳·穆恰
Albin Chalandon,阿尔班·夏朗东
Bryan Coquard,布里安·科卡尔
Claude Rich,克洛德·里什
Marguerite de Foix,富瓦的瑪格麗特
François Hanriot,弗朗索瓦·昂里奥
Erwann Le Péchoux,埃尔万·勒佩舒
Alexeï Aïgui,亚历克斯·艾吉
Didier Decoin,迪迪埃·德库安
Jean Bauhin,让·博安
Roland Minnerath,羅蘭·明納拉特
Jean-Jacques,讓·雅克
Marcel Chevalier,馬塞爾·謝瓦利埃
Didier Bourdon,迪迪埃·布林東
Didier Barbelivien,迪迪埃·巴貝利維安
Victor Sintès,維克多·辛特斯
Jean-Pierre Petit,让-皮埃尔·珀蒂
Georges Marrane,乔治·马拉纳
Nathalie Roussel,娜莎丽·罗赛
Pierre Morel-À-L'Huissier,皮埃尔·莫雷拉吕西耶
Théo Sarapo,索菲亚尼斯·兰博卡斯
Jacques Davy du Perron,雅各伯·達味·迪普埃龍
Stéphane Simian,斯特凡·西米安
Ian Scott,伊恩·斯科特
Rachel Devirys,雷切爾·德維爾斯
Roland Dorgelès,罗兰·多热莱斯
Didier Sénac,迪迪埃·塞纳克
Didier Bouvet,迪迪埃·布韦
Didier Delsalle,迪迪埃·德爾薩勒
Jean-Jacques Laffont,让-雅克·拉丰
Victor de Laprade,维克多·德拉普拉德
Louis Renou,路易·勒努
Bouchard Ratepilate,布沙尔·拉特皮拉特
Gisèle,吉斯拉
Bérangère de Lagatinerie,贝伦盖尔·德·拉加蒂尼里
Louis-Raymond Fischer,路易-雷蒙·菲舍尔
The Supermen Lovers,超級愛人合唱團
Robert de Flers,罗贝尔·德·弗莱尔
Robert Mallet-Stevens,羅伯特·馬萊-斯蒂文斯
Claude II de L'Aubespine,洛贝皮纳的克洛德二世
Neal Maupay,尼爾·冒比
Louis Le Comte,李明
Frédérik X de Danemark,弗雷德里克十世
Jean Psichari,Y. 普叙哈里斯
Alain Vidalies,阿兰·维达利
Alphonse Georges,阿方斯·乔治
Bernard Pivot,贝尔纳·皮沃
Claude de La Trémoille,克劳德·德·拉·特雷莫耶
Clément Broutin,克莱芒·布鲁坦
Didier Tholot,迪迪埃·托洛
Emmanuel Bourdieu,艾曼紐埃爾·布迪厄
Lorys Bourelly,洛伊斯·波赫利
Clément Turpin,克萊門特·圖爾賓
Yves Pouliquen,伊夫·普利康
Emmanuel Delmas,埃马纽埃尔·戴尔马
Emmanuel Liais,埃马纽埃尔·利艾
Clémentine Poidatz,克莱芒蒂娜·普瓦达
Jean-Claude Merlin,让-克洛德·梅尔兰
Emmanuel Hocquard,埃马纽埃尔·奥卡尔
Philippine Leroy-Beaulieu,菲利平·勒鲁瓦-博利约
Emmanuel Ullmo,埃馬紐埃爾·于爾莫
Emmanuel-Théodose de La Tour d'Auvergne,厄瑪奴耳·德奧·德·拉·圖爾·德奧韋爾尼厄
Emmanuel Hostache,埃马纽埃尔·奥斯塔什
Auguste-Léopold Protet,卜羅德
Marcel Gauchet,马塞尔·戈谢
Emmanuel Benner,埃马纽埃尔·本纳
Marcel Ichac,馬塞爾·伊查克
Georges Lombard,乔治·隆巴尔
Emmanuel Desurvire,埃马纽埃尔·德叙维尔
Emmanuel Salinger,伊曼紐爾·薩林格
Emmanuel Roblès,埃马纽埃尔·罗布莱斯
Jeanne Colletin,珍妮·科莱因
Rosmah Mansor,罗斯玛·曼梳
Fernand Louis Armand Marie de Langle de Cary,費迪南·德·朗格·德·卡里
René Tirard,勒内·蒂拉尔
Colette Darfeuil,科莱特·达尔菲尔
Édouard Fritch,愛德華·弗里奇
Jean-Jacques Lefranc de Pompignan,让-雅各·勒弗朗，蓬皮尼昂侯爵
Dieudonné de Gozon,迪厄多内·德·戈松
René Louis de Voyer de Paulmy d'Argenson,勒内·路易·德·瓦耶·德·波尔米·达尔让松
Emmanuel Magnien,埃马纽埃尔·马尼安
Guy Bonnet,蓋伊·博內特
Philippe Katerine,菲利普·凯特林
Kader Arif,卡德尔·阿里夫
François Léotard,弗朗索瓦·莱奥塔尔
Guy Bourdin,盖·伯丁
Sigrid Agren,西格莉德·雅格倫
Tomer Sisley,湯摩爾·席勒
Louis-Antoine de Poirot,賀清泰
Georges Mouton,喬治斯·木桐
Ludovic-Oscar Frossard,卢多维奇-奥斯卡·弗罗萨德
Luc Merenda,盧克·麥瑞達
Norbert Hauata,諾伯特·夏華達
Charlotte de La Mothe-Houdancourt,文塔杜瓦公爵夫人
Michel Tognini,米歇尔·托尼尼
Melvil Poupaud,梅尔维尔·珀波
René Mourlon,勒内·穆尔隆
Pierre Belain d'Esnambuc,皮埃尔·贝兰·德南比克
Faneva Andriatsima,法內娃·安德里阿西馬
Jean Gabilou,讓·加比盧
Henri Tajfel,亨利·泰费尔
Marc René de Voyer de Paulmy d'Argenson,马克-勒内·德·沃耶·德保尔米·德阿让森
Oscar Heisserer,奥斯卡·埃瑟尔
Jean-Pierre Bel,让-皮埃尔·贝尔
Roger IV de Foix,富瓦的罗歇四世
Jean Sirmond,让·西尔蒙
Gérard Garouste,热拉尔·加鲁斯特
Jean-François de Bourgoing,让-弗朗索瓦·德布尔古安
Jean-Baptiste Budes de Guébriant,讓-巴普蒂斯特·布德斯
Emmanuel Drake del Castillo,埃马纽埃尔·德拉克·德尔卡斯蒂洛
Étienne Fourmont,傅爾蒙
Alfred Foucher,阿勒弗莱德·福舍
Charles Tulasne,查爾斯·圖拉斯內
Guillaume Ier de Ponthieu,蓬蒂約伯爵威廉三世
Stanislas Merhar,斯坦尼斯拉斯·莫哈
Maximilien Rubel,馬科斯米裏安·呂貝爾
Émile Delahaye,艾米利·德拉艾
Aymeric Jeanneau,埃梅里克·让诺
Jean François-Poncet,让·弗朗索瓦-蓬塞
Amandine Hesse,阿曼迪妮·赫絲
Pierre Failliot,皮埃尔·法约
Gérard Ier,圣杰拉尔德
Stéphane Bernadis,伯纳迪斯
Georges Poujouly,乔治·普茹利
Marc Veyrat,马克·韦拉
Lucien Guitry,露西安·吉特里
Didier Flamand,迪迪埃·弗拉芒
Didier Kaminka,迪迪埃·卡明卡
Alexandre Ferdinand Parseval-Deschênes,亞歷山大·費迪南德帕斯瓦爾-Deschenes
Véronique Vendell,贝罗尼克·温德尔
Claire de Loutchek,斯韋特蘭娜
Gueïda Fofana,杰达·丰法纳
Pierre de Boissieu,皮埃爾·布瓦西厄
Lucien Clergue,呂西安·克雷爾格
Henri Lauvaux,亨利·洛沃
Jean de Bourgogne,夏洛莱伯爵勃艮第的约翰
Hiner Saleem,辛納·薩林姆
François de La Rocque,弗朗索瓦·德·拉·罗克
Georges de Porto-Riche,G.de 波托-里什
Alain Jakubowicz,阿兰·贾库波维兹
Sergio de Castro,塞尔吉奥·德·卡斯特罗
Jean-Joseph Mounier,让-约瑟夫·穆尼耶
Pierre-Simon Fournier,皮埃爾·西蒙·福尼爾
Ériq Ebouaney,艾瑞克·艾伯納尼
Fernand Point,费尔南·普安
Pierre-Médard Diard,皮埃爾-梅達德·戴亞德
Jean Murat,基恩·穆拉
Frédéric Michalak,弗雷德里克·米卡拉克
Guillaume II de Namur,威廉二世 (那慕爾)
Dimitri Rebikoff,第米特里·瑞比克夫
Jacques Basnage de Beauval,雅克·巴斯納吉
Antoine Brignole-Sale,安東尼奧·布里尼奧萊-薩萊
François Francœur,弗朗索瓦·弗朗科爾
Michel Magne,米歇爾‧馬涅
Jacques Higelin,雅克·伊热兰
Gustave Malécot,古斯塔夫·马莱科
Disiz,迪西兹
Hermann Barrelet,埃尔曼·巴勒莱
Paul de Faget de Casteljau,保尔·德·卡斯特里奥
Paul Benacerraf,保羅·貝納塞拉夫
Georges Rol,喬治·羅
Georges Clairin,喬治·克萊林
Léon Cladel,莱昂·克拉代尔
Robert Malm,罗贝尔·马尔姆
Antoinette de Monaco,安托瓦內特公主
Ghislain de Rasilly,祈烈諾·瑪利亞·洛夫·蘇珊娜·德·拉西里
Philippe de Navarre,腓力王子
Lionel Abelanski,里安·艾貝蘭斯基
Samuel Hadida,山繆·哈迪達
Louis-Marie Caverot,路易-瑪麗-約瑟夫-歐塞貝·卡弗洛
Enguerrand VII de Coucy,昂蓋朗七世
Baptiste Giabiconi,巴蒂斯特·贾比科尼
François Delsarte,弗朗索瓦·德尔萨特
Antoine du Verdier,安托万·迪·韦尔迪耶
Mélinda Hennaoui,梅林達·翰諾威
Alain Carpentier,阿兰·卡尔庞捷
Léonard Jarraud,莱奥纳尔·雅罗
Jean de Villiers de L'Isle-Adam,让·德·维利耶·德·利勒亚当
Nicolas Jalabert,尼古拉斯·贾拉伯特
Gérard Lauzier,杰拉德·劳齐尔
Henri Weber,亨利·韦伯
Gilles Bernheim,吉勒·贝尔南
Jacques Daléchamps,傑克斯·達萊克漢普斯
Alexandre-Théodore Brongniart,亚历山大-泰奥多尔·布龙尼亚
Maurice Tourneur,莫里斯·都纳尔
Louis Massignon,路易·马西尼翁
Alfred Boucher,阿尔弗雷德·布歇
Marius Constant,马里于斯·康斯唐
Manassès de Hierges,耶尔日的马纳塞斯
Isaac de Bankolé,伊薩赫·德·班克爾
Samuel Schwartzbard,肖勒姆·施瓦兹巴德
Nino Frank,尼諾·法蘭克
Laurent Sciarra,洛朗·夏拉
Jean-Baptiste Mondino,让·巴蒂斯特·蒙迪诺
François-Léon Benouville,弗朗索瓦-莱昂·伯努维尔
Guillaume Faye,纪尧姆·法耶
Romuald Figuier,羅穆亞爾德
Étienne de Bourbon,波旁的史蒂芬
Jean Patou,尚·巴杜
Nicolas François de Neufchâteau,弗朗索瓦·德·納沙托
Jean-Baptiste de Machault d'Arnouville,马肖·达努维尔
Pierre Palmade,皮埃爾‧巴馬德
Gérard Fenouil,热拉尔·弗努伊
Jean-François-Charles Amet,讓-弗朗索瓦-查爾斯·阿梅特
Raymond Lakah,雷蒙·拉卡
Jean Boiteux,让·布瓦特
Oleg Cassini,奥列格·卡西尼
Ligier Richier,利吉尔·里奇尔
Pascal Lainé,帕斯卡尔·莱茵
Louis Antoine Fauvelet de Bourrienne,路易·安托万·福弗莱·德·布列纳
Jean-Baptiste Eblé,让·巴蒂斯特·埃布莱
Lionel Roux,莱昂内尔·鲁
Gaspard de Bernard de Marigny,贝尔纳·德·马里尼
Manuel Rosenthal,曼紐爾·羅森塔
Charles Étienne Louis Camus,夏尔·艾蒂安·路易·加缪
Aurélien Collin,奧雷利安·科林
Gustave Glotz,古斯塔夫·格洛茨
Louis Gasnier,路易斯·約瑟夫·加斯尼爾
Henri Vilbert,亨利·畢爾伯
Jean-Marie Bastien-Thiry,让·巴斯蒂安-蒂里
Vincent Guérin,盖然
Raymond Picard,雷蒙·皮卡尔
Loulou Gasté,卢卢·加斯特
Gilbert Mitterrand,吉尔贝·密特朗
Cécile Cassel,西西·卡塞爾
Michel Laurent,米歇尔·劳伦特
Jules Brunet,儒勒·布吕奈上尉
Michel Blanc,米歇爾·布朗
Paul Lecomte,保罗·亨利·勒孔特
Pierre Guffroy,皮埃爾·古夫羅
Richard de Saint-Victor,聖維克多的理查德
Jean-Baptiste Bory de Saint-Vincent,简·文森特
Léon Deubel,莱昂·德贝尔
Yannick Borel,扬尼克·博雷尔
Yórgos Arvanítis,乔戈斯·阿瓦尼蒂斯
Louis Marin,路易·马林
Dominique Colonna,多米尼克·科洛纳
Pierre Boutroux,皮埃爾·布特魯
Yoann Bagot,约翰·巴戈
Henri Bosco,亨利·博斯科
Edmond Albius,埃德蒙·阿尔比乌斯
Gilles Grangier,吉爾斯·格蘭吉爾
Jean-François Le Gall,让·弗朗索瓦·乐·高
Jean-Pierre Bourguignon,讓-皮埃爾·布吉尼翁
Raphaël Salem,拉斐爾·塞勒姆
Maximin Isnard,馬克西曼·伊斯納爾
Léon Zitrone,莱昂·齐特隆
Francis Perrin,弗朗西斯·佩蘭
Maurice Renard,莫里斯·雷纳德
François-Urbain Domergue,弗朗索瓦-于尔班·多梅尔格
Jean-Baptiste de Latil,讓-巴蒂斯特·德·拉迪
Mohammed Chaouch,穆罕默德·沙乌什
Louis Bach,路易·巴克
Lucien Huteau,吕西安·于托
Philibert de Tournus,瑞米耶日的菲利贝尔
Hubert Duprat,休伯特·杜普拉特
Yvon Douis,伊冯·杜伊
Michel Odent,米歇尔·奥登
Boulet,鲍莱特
Jules de Goncourt,朱爾·德·龔固爾
Tom Dillmann,湯姆·迪爾曼
Girolamo Marini,吉罗拉摩·马里尼
Roger Salengro,羅傑·薩朗格羅
Louis Dupré,路易·迪普雷
Nikos Salingaros,尼科斯·薩林加羅斯
Françoise Pascal,法蘭索瓦·帕斯卡爾
Gilles Béhat,吉尔·贝阿特
Gilbert Chapron,吉尔贝·沙普龙
Albert Mathiez,阿尔贝·马蒂耶
Alexandre Darracq,亚历山大·德拉科
Giovanni Sio,喬瓦尼·西奧
Julien Léopold Boilly,朱利安·利奥波德·布瓦伊
Qigang Chen,陳其鋼
Alain Decaux,阿蘭·德科
James Thierrée,詹姆斯·提瑞
Jacques Pépin,雅克·貝潘
Pierre-Joseph Desault,皮埃爾-約瑟夫·德索
Jean-Auguste Margueritte,玛格丽特
Marguerite de Lorraine,洛林的玛格丽特
François Louis Rousselet de Châteaurenault,卢赛乐
Jean-Jacques Schuhl,让－雅克·舒尔
Corinne Diacre,柯琳·迪亞克爾
Victor Marie d'Estrées,維克多-馬里·德斯特雷
François Baillon,弗朗索瓦·巴永
Jean-Denis Attiret,王致诚
Jacques de Menou de Boussay,雅克-弗朗索瓦·梅努
Dominique Martin Dupuy,馬丁·杜比
Jean-Baptiste Drouet,让·巴蒂斯特·德鲁埃
Louis Arsene Delaunay,路易-阿尔塞纳·德洛奈
Maurice Duplay,莫里斯·迪普莱
Lhadji Badiane,拉德吉·巴迪亚内
Fernand Gravey,費納德·葛萊維
Luis Rego,路易斯·雷戈
Bernard Émié,伯納德·埃米埃
Horatiu Radulescu,霍拉蒂乌·勒杜列斯库
Gaston Baty,G. 巴蒂
Maurice Lévy,莫里斯·列维
Louis de Guyenne,王太子路易
Gilbert Simondon,吉爾伯特·斯蒙頓
Henry Deutsch de la Meurthe,亨利·多伊奇·德拉默爾特
Giuseppe Fieschi,朱塞佩·马尔科·菲耶斯基
Eugénie Blanchard,欧仁妮·布朗夏尔
Pierre Moinot,皮埃爾·莫諾
Marie-Dominique Chenu,马里-多米尼克·舍尼
Firmin Gémier,菲尔曼·热米耶
Raymond Marcellin,雷蒙·马塞兰
François de Vendôme,弗朗索瓦·德·旺多姆
Pierre Naville,皮埃尔·纳维尔
Louis de France,路易，法国王太子，勃艮第公爵
Marie Bell,瑪麗·貝爾
Eustaquio de Escandón,欧斯塔基奥·埃斯坎东
Yvon Pouliquen,伊冯·布里冈
Pierre Strozzi,皮埃羅·斯特羅齊
Marcelle Meyer,馬塞勒·梅耶尔
Fernand Canelle,费尔南·卡内勒
Conrad Lycosthenes,康拉德·利科斯滕斯
Louis de France,路易，法国王太子 (1729年–1765年)
Henri Busignies,亨利·比西尼
Louis-Gustave Binger,路易斯-古斯塔夫·賓格
François Kevorkian,弗朗索瓦·凯夫林
François Du Bois,弗朗索瓦·杜·博瓦
Henri Oreiller,亨利·奥雷耶
Robert d'Arbrissel,阿布里塞勒的罗贝尔
Joseph-René Bellot,约瑟夫-勒内·贝洛
Henri Emmanuelli,亨利·埃马努埃利
Guillaume d'Auvergne,奥弗涅·威廉
François-Joseph de La Rochefoucauld-Bayers,弗朗索瓦-約瑟夫·德·拉羅什富科-巴耶
Ambroise Chevreux,安布鲁瓦兹·谢弗勒
Pio Marmaï,皮奥·马麦
Golo,郭龍
Jean-Frédéric Oberlin,约翰·弗雷德里希·欧柏林
Jean-Louis Fournier,吉恩-路易·富尼耶
Dominique Albert Azuni,多梅尼科·阿尔贝托·阿祖尼
Jean Domat,让·多玛
Alain Absire,艾倫·阿布西
Mickaël Poté,米卡伊爾·波特
Roger Grenier,罗杰·格雷尼尔
Dominique Noguez,多米尼克·Noguez
Armand-Octave-Marie d'Allonville,阿爾芒·阿隆維爾
Cyprien Katsaris,希普林·卡萨利斯
Cyril Descours,塞瑞尔·戴思科斯
Marc Lambron,馬克·藍伯恩
Domenico Pino,多梅尼科·皮諾
Dominique Bathenay,多米尼克·巴特纳伊
Paul Halter,保羅·霍爾特
Jean Baptiste Mougeot,让-巴斯蒂德·穆若
Louis-Élie Moreau de Saint-Méry,莫罗德·圣·梅里
Josse Lieferinxe,约瑟·李菲克谢
Bertrand Visage,貝特朗·維薩吉
Kevin Staut,凯万·斯托
Raymond Bernard,雷蒙·伯纳
Rebecca Pauly,丽贝卡·保利
Joseph de Puisaye,约瑟夫-热纳维耶夫·德·皮赛
Régis Jauffret,雷吉斯·若弗雷
Hédi Kaddour,赫迪·卡杜尔
Frederick Ruckstull,弗雷德里克·拉克斯特爾
César-Pierre Richelet,塞萨尔-皮埃尔·里什莱
Étienne-Alexandre Bernier,贝尔涅神父
Fernand Picot,費爾南德·皮科特
Fernand Tavano,费尔南·塔瓦诺
Henri de Suse,塞古肖的亨利
François Remetter,弗朗索瓦·雷梅特
François Coli,福罕索瓦·科利
Martin Skotnický,馬丁·斯科特尼斯基
Jacques Gernet,謝和耐
François de Chasseloup-Laubat,弗朗索瓦·德·沙瑟卢-洛巴
David Marty,大衛·馬提
Léo Marjane,萊奧·瑪嘉
Pierre-Joseph-Guillaume Zimmerman,皮埃尔-约瑟夫-纪尧姆·齐默尔曼
Cécile Sorel,塞西尔·索雷尔
Natasha Hovey,娜塔莎·霍维
Jean Cousin le Jeune,小让·库桑
Claude Mulot,克洛德·米洛
Pathé,百代電影公司
Maurice Jaubert,莫里斯·若贝尔
Xavier Marchand,泽维尔·马尔尚
Jacques Fontanille,雅克·豐塔尼耶
Pierre de Saint-Supéran,皮埃尔·德圣苏佩拉诺
Nicola Sirkis,尼古拉·西爾基斯
Pokey LaFarge,普基·拉法格
Jean-Philippe Rohr,让-菲利普·罗尔
Paula Jacques,寶拉·雅克
Raymond Kaelbel,雷蒙·卡貝爾
Philippe Strozzi,菲利浦·迪·皮埃羅·史特羅齊
Jean-Clément Martin,让-克莱芒·马丁
Dominique Bertinotti,多米尼克·貝爾蒂諾蒂
Dominique Baudis,多米尼克·博迪
Fabien Giroix,法比安·吉鲁瓦
Dominique Baratelli,多米尼克·巴拉泰利
Dominique Bijotat,多米尼克·比约塔
Venceslas Kruta,文塞斯拉斯·克吕塔
Dominique Dropsy,多米尼克·德羅普希
Jean-Claude Casadesus,尚-克洛德·卡萨德绪
Tony Aubin,奥班
Yannick Stopyra,扬尼克·斯托皮拉
Jules Vandooren,朱爾斯·范多倫
Louis Diémer,路易斯·迪耶梅
Charles IV d'Alençon,夏爾四世
Cédric Anger,赛德里克·安热
