Douglas Adams,ダグラス・アダムズ
Lewis Grabban,ルイス・グラバン
Elsie Suddaby,エルシー・サダビー
Elyes Gabel,エリス・ガベル
Fred Barnard,フレッド・バーナード
Evelyn de Rothschild,エヴェリン・ロバート・ド・ロスチャイルド
Eveline Fischer,イーブリン・フィッシャー
"Evelyn Cecil, 1st Baron Rockley",イヴリン・セシル・(初代ロックリー男爵)
F. L. Lucas,F・L・ルーカス
"Gavin Hamilton, 2nd Baron Hamilton of Dalzell",ギャヴィン・ハミルトン・(第2代ディーエルのハミルトン男爵)
Gary White (footballer),ギャリー・ジョン・ホワイト
F. Percy Smith,フランク・パーシー・スミス
Elizabeth Thornton,エリザベス・ソーントン
Fred Dinenage,フレッド・ダインネージ
"George Williams (footballer, born 1995)",ジョージ・ウィリアムズ・(1995年生のサッカー選手)
George Weldon,ジョージ・ウェルドン
Fay Masterson,フェイ・マスターソン
Gemma Chan,ジェンマ・チャン
George Hemming Mason,ジョージ・ヘミング・メイソン
Geoff Smith (music composer),ジェフ・スミス・(イギリスの現代音楽作曲家)
Felix Salmond,フェリックス・サモンド
George Zambellas,ジョージ・ザンベラス
George Ford (rugby union),ジョージ・フォード
Geoff Dunn,ジェフ・ダン
Geoff Parling,ジェフ・パーリング
"Geoffrey FitzClarence, 5th Earl of Munster",ジェフリー・フィッツクラレンス・(第5代マンスター伯爵)
Paul McGuigan (musician),ポール・マッギーガン
Sam Byram,サム・バイラム
Hannah Riddell,ハンナ・リデル
"Gerald Legge, 9th Earl of Dartmouth",ジェラルド・レッグ・(第9代ダートマス伯爵)
Gerald Wingrove,ジェラルド・ウィングローブ
George Jackson Churchward,ジョージ・チャーチウォード
Gordon Shedden,ゴードン・シェデン
George Johnson (British Army officer),ジョージ・ジョンソン・(イギリス陸軍軍人)
"George Hunt (footballer, born 1910)",ジョージ・ハント
Gordon Reid (rugby union),ゴードン・リード
Gordon Moore (Royal Navy officer),ゴードン・ムーア・(イギリス海軍軍人)
Geoffrey Toye,ジェフリー・トイ
"George Monckton-Arundell, 8th Viscount Galway",ジョージ・モンクトン＝アランデル・(第8代ゴールウェイ子爵)
Harold Franklyn,ハロルド・フランクリン
Will Grigg,ウィル・グリッグ
Harold Cole,ハロルド・コール
Jamal Blackman,ジャマル・ブラックマン
Hans Coper,ハンス・コパー
Hannah Ware,ハンナ・ウェア
Billy Bremner (musician),ビリー・ブレムナー・(ミュージシャン)
George Kruis,ジョージ・クルーズ
George Lambton,ジョージ・ラムトン
Gerry Baker,ジェリー・ベイカー・(1938年4月生のサッカー選手)
Hamish Hamilton (director),ハミッシュ・ハミルトン
Graeme Randall,グレーム・ランドール
George Malcolm (musician),ジョージ・マルコム
Graham Budd,グレイアム・バッド
Graham Potter,グレアム・ポッター
Harold Perrin,ハロルド・ペリン
George Rochester,ジョージ・ロチェスター
Henry Marsh (neurosurgeon),ヘンリー・マーシュ
Gilbert Varga,ギルバート・ヴァルガ
Harry Horse,ハリー・ホース
Grant Llewellyn,グラント・ルウェリン
Henry Pyrgos,ヘンリー・ピルゴス
Henry Justice Ford,ヘンリー・ジャスティス・フォード
Ghislaine Maxwell,ギレーヌ・マクスウェル
Harry Edwards (healer),ハリー・エドワーズ・(ヒーラー)
Harry Daniels,ハリー・ダニエルズ
John Arrowsmith (cartographer),ジョン・アロースミス・(地図製作者)
Grant Hall,グラント・ホール
Jerzy Bajan,イェジ・バヤン
Henry Tresham,ヘンリー・トレシャム
Henry Vizetelly,ヘンリー・ヴィゼテリー
H. V. Lanchester,ヘンリー・ヴォーン・ランチェスター
Henry Widdowson,ヘンリー・ウィドウソン
Stan Polley,スタン・ポリー
Herbert Menges,ハーバート・メンゲス
Jeremy Black (historian),ジェレミー・ブラック
Richard Calder (writer),リチャード・コールダー
Chloe Marshall,クロエ・マーシャル
Rosi Sexton,ロジー・セクストン
Albert March,アルバート・マーチ
Gillian Tett,ジリアン・テット
Howard Pixton,ハワード・ピクストン
Thomas Pitfield,トーマス・ピットフィールド
Sonu Shamdasani,ソヌ・シャムダサーニ
Glenn Hook,グレン・フック
Grant Gilchrist,グラント・ギルクリスト
Max Clayton,マックス・クレイトン
Hugh Whitemore,ヒュー・ホワイトモア
Hugh Williams,ヒュー・ウィリアムズ・(俳優)
Henry Strachey (explorer),ヘンリー・ストレイチー・(探検家)
"Henry Somerset, 10th Duke of Beaufort",ヘンリー・サマセット・(第10代ボーフォート公)
Henry Slade (rugby union),ヘンリー・スレイド
Hugo Rignold,ヒューゴ・リグノルド
Iain Henderson,イアン・ヘンダーソン
Thomas Keell,トマス・キール
Josh Phillips (musician),ジョシュ・フィリップス
Stevie Hoang,スティーヴィー・ホアン
William Frost,ウィリアム・フロスト
Glyn Pardoe,グリン・パードー
Gina Fulton,ジーナ・フルトン
Herbert Fryer,ハーバート・フライヤー
Kenneth Macdonald Beaumont,ケネス・マクドナルド・ボーマント
"Weetman Pearson, 1st Viscount Cowdray",ウィートマン・ピアソン・(初代カウドレー子爵)
Michael Culver,マイケル・カルバー
Hastings Gilford,ヘイスティングス・ギルフォード
Hasnat Khan,ハスナット・カーン
Ian A. Anderson,イアン・A・アンダーソン
Hilda Lewis,ヒルダ・ルイス
Gordon Coppuck,ゴードン・コパック
Gordon Conway,ゴードン・コンウェイ
JB Blanc,JB・ブラン
Dudley Dursley,ダドリー・ダーズリー
Hiram Parkes Wilkinson,ハイラム・パークス・ウィルキンソン
J. C. Catford,ジョン・カニソン・キャットフォード
Hidayat Inayat Khan,ヒダヤット・イナヤット＝カーン
Sam Heughan,サム・ヒューアン
Keith Kenniff,キース・ケニフ
Heddle Nash,ヘドル・ナッシュ
Anthony Huxley,アンソニー・ジュリアン・ハクスリー
Israel Gollancz,イズレイル・ゴランツ
Heather Hill (politician),ヘザー・ヒル
John Doyle (drummer),ジョン・ドイル
George Saville,ジョージ・サヴィル・(サッカー選手)
Hallam Amos,ハラム・エイモス
Tracy Hyde,トレイシー・ハイド
Dudley Hardy,ダドリー・ハーディ
Tim Harvey,ティム・ハーベイ
Lucy Dixon,ルーシー・ディクソン
Ian Mitchell (musician),イアン・ミッチェル
James Baxter (animator),ジェームズ・バクスター・(アニメーター)
Ian Ridpath,イアン・リドパス
Helen Wallis,ヘレン・ウォリス
Paul Hirst,ポール・ハースト
Isabel Dean,イザベル・ディーン
Will Hoy,ウィル・ホイ
Ol Parker,オル・パーカー
Phoebe Dynevor,フィービー・ディネヴァー
Jamie Slabber,ジェイミー・スラッバー
"Jamie Paterson (footballer, born 1991)",ジェイミー・パターソン
Mat Jackson,マット・ジャクソン・(レーサー)
Ian McElhinney,イアン・マッケルヒニー
Ivor McIntyre,アイヴァー・マッキンタイア
Rusty Egan,ラスティ・イーガン
Jimmy Justice (musician),ジミー・ジャスティス
Jamie Vardy,ジェイミー・ヴァーディ
Michelle Gomez,ミシェル・ゴメス
Mick Green,ミック・グリーン
Jack Whitehall,ジャック・ホワイトホール
Iain De Caestecker,イアン・デ・カーステッカー
Tom Austen,トム・オースティン
Todd Kane,トッド・ケイン
Ian Partridge,イアン・パートリッジ
Ian Pace,イアン・ペイス・(ピアニスト)
Raymond Stevens (judoka),レイモンド・スティーヴンス
Isla Phillips,アイラ・フィリップス
James Bobin,ジェームズ・ボビン
James Brandon (footballer),ジェイムズ・ブランドン
H. T. Dickinson,ハリー・トーマス・ディキンソン
"Charles Butler, 7th Marquess of Ormonde",チャールズ・バトラー・(第7代オーモンド侯爵)
James Clapperton,ジェイムズ・クラッパトン
James Clarke (composer),ジェイムズ・クラーク
James Cleverly,ジェームズ・クレバリー
Jane Bridge,ジェーン・ブリッジ
Hubert S. Martin,ハーバート・S・マーティン
Hudson Mohawke,ハドソン・モホーク
Mark Weir,マーク・ウィアー
Hugh Newall,ヒュー・ニューオール
Hugh McManners,ヒュー・マクマナーズ
Benjamin Wallfisch,ベンジャミン・ウォルフィッシュ
Maude Valérie White,モード・ヴァレリー・ホワイト
Richard Oakes (guitarist),リチャード・オークス・(ギタリスト)
Jack Lowden,ジャック・ロウデン
James Jennings (footballer),ジェームズ・ジェニングス
Janet Quin-Harkin,リース・ボウエン
Rick Rescorla,リック・レスコーラ
Jack Hunt (footballer),ジャック・ハント
James Harry Lacey,ジェームズ・ヘンリー・レイシー
James L. Tuck,ジェームス・L・タック
"James King (rugby union, born 1990)",ジェームズ・キング・(ラグビー選手)
Janet Kay,ジャネット・ケイ
Jack Hawksworth,ジャック・ホークスワース
Susan Bones,スーザン・ボーンズ
Jack Stephens (footballer),ジャック・スティーヴンス
Jack Taylor (heavyweight man),ジャック・テイラー・(肥満者)
Vanessa Kirby,ヴァネッサ・カービー
Thomas Hayward (Royal Navy officer),トマス・ヘイワード
Jake Ball (rugby union),ジェイク・ボール
James Tarkowski,ジェームス・ターコウスキー
James Litherland,ジェイムス・リザーランド
James Litterick,ジェームズ・リテリック
Nicola Fairbrother,ニコラ・フェアブラザー
Michael Christopher Woodford,マイケル・ウッドフォード
Hugh Seton-Watson,ヒュー・シートン＝ワトソン
John Baskeyfield,ジョン・バスキーフィールド
Jed Steer,ジェッド・スティアー
James Leasor,ジェームズ・リーザー
Jan Latham-Koenig,ジャン・レイサム＝ケーニック
John Brooke (British historian),ジョン・ブルック・(イギリスの歴史学者)
John Bayley (writer),ジョン・ベイリー・(文芸評論家)
Jeff Allam,ジェフ・アラム
James Rodwell,ジェームス・ロドウェル
Jeff Whitley,ジェフ・ホイットリー
Jason Kouchak,ジェイソン・クーチャック
Jim Whitley,ジム・ホイットリー
James Wilks,ジェームス・ウィルクス
Jimmy Copley,ジミー・コープリー
Jay Fulton,ジェイ・フルトン
Jay Appleton,ジェイ・アップルトン
John Boyd (diplomat),ジョン・ボイド・(外交官)
Jean Pougnet,ジャン・プーニェ
John Black (businessman),ジョン・ブラック
John Buchanan (judoka),ジョン・ブキャナン
John Breen (scholar),ジョン・ブリーン
Jamie George,ジェイミー・ジョージ
Jai Paul,ジェイ・ポール
Linda Colley,リンダ・コリー
Jing Lusi,ジン・ルージ
Jehst,Jehst
Jamie Brooks,ジェイミー・ブルックス
John Caird (director),ジョン・ケアード・(演出家)
Jenna Randall,ジェナ・ランドール
"Jennifer Forwood, 11th Baroness Arlington",ジェニファー・フォーウッド・(第11代アーリントン女男爵)
Jennifer Worth,ジェニファー・ワース
Magnus Volk,マグヌス・ヴォルク
John Hasler,ジョン・ハスラー
Jessica Henwick,ジェシカ・ヘンウィック
Jamie McDonnell,ジェイミー・マクドネル
"John Hely-Hutchinson, 7th Earl of Donoughmore",ジョン・ヒーリー＝ハッチンソン・(第7代ドナウモア伯爵)
John Henry Bremridge,ジョン・ヘンリー・ブレンリッジ
Jeremy Noseda,ジェレミー・ノスィーダ
John Ramsbottom (mycologist),ジョン・ラムズボトム・(菌類学者)
Jeremy Black (Assyriologist),ジェレミー・ブラック・(アッシリア学者)
Jerzy Lukowski,イェジ・ルコフスキ
John Holland Rose,ジョン・ホランド・ローズ
Michael Somes,マイケル・サムズ
Jerrold Northrop Moore,ジェロルド・ノースロップ・ムーア
Johnny Smith (wrestler),ジョニー・スミス
Joe Bryan,ジョー・ブライアン
John Strachey (journalist),ジョン・ストレイチー・(ジャーナリスト)
Jessie Newbery,ジェシー・ニューベリー
John Strachey (geologist),ジョン・ストレイチー・(地質学者)
Jesse Lingard,ジェシー・リンガード
John Lundstram,ジョン・ランドストラム
Joe Hayes (footballer),ジョー・ヘイズ
John Shelley (illustrator),ジョン・シェリー
Joe Martin (English footballer),ジョー・マーティン・(サッカー選手)
Joe Marler,ジョー・マーラー
Jill Barklem,ジル・バークレム
Jim Beattie (musician),ジム・ビーティ
Jonathan Yeo,ジョナサン・ヨー
Jonny May,ジョニー・メイ
John Keane (political theorist),ジョン・キーン
John Mallard,ジョン・マラード
Joe Mercer (jockey),ジョー・マーサー・(競馬)
