梅澤貴史,우메자와 타카시
赤木春恵,아카기 하루에
荒井晴彦,아라이 하루히코
ハウバート・ダン,하버트 단
西園寺八郎,사이온지 하치로
山崎巌,야마자키 이와오
男色ディーノ,단쇼쿠 디노
安永一,안영일
小野雄平,오노 유헤이
望月達也,모치즈키 다쓰야
吉原慎也,요시하라 신야
高木彬光,다카기 아키미쓰
秋元礼朝,아키모토 히로토모
真弓明信,마유미 아키노부
岡田彰布,오카다 아키노부
小阪昭典,코사카 아키노리
藤田泰成,후지타 다이세이
岸野靖之,기시노 야스유키
楚輪博,소와 히로시
津田大介,쓰다 다이스케
宇佐美大輔,우사미 다이스케
山井大介,야마이 다이스케
原田信種,하라다 노부타네
杉山寧,스기야마 야스시
松永英機,마쓰나가 히데키
飯田章,이다 아키라
伊藤亮,이토 아키라
風見章,가자미 아키라
高瀬右光,타카세 아키미츠
中村重和,나카무라 시게카즈
重光貴葵,시게미쓰 다카키
林祐征,하야시 히로유키
佐藤信二,사토 신지
飯合肇,메시아이 하지메
岡安肇,오카야스 하지메
川島茉樹代,카와시마 마키요
安藤紀三郎,안도 기사부로
伊達斉村,다테 나리무라
伊達稙宗,다테 다네무네
伊達綱村,다테 쓰나무라
百武義成,햐쿠타케 요시나리
土居義典,도이 요시노리
丹羽宇一郎,니와 우이치로
牧田和久,마키타 가즈히사
佐田聡太郎,사다 소타로
保坂一成,호사카 가즈나리
町田樹,마치다 다쓰키
前田日明,마에다 아키라
中村晃 (野球),나카무라 아키라
浅原晃,아사하라 아키라
暁月あきら,아카츠키 아키라
藤井旭,후지이 아키라
峰恵研,미네 에켄
深雪さなえ,미유키 사나에
坂額御前,한가쿠 고젠
春菜はな,하루나 하나
松下裕樹,마쓰시타 유키
本間幸司,혼마 고지
千島徹,치시마 도루
上野展裕,우에노 노부히로
中村英之,나카무라 히데유키
石﨑信弘,이시자키 노부히로
河端和哉,가와바타 가즈야
吉田靖,요시다 야스시
清水秀彦,시미즈 히데히코
塚田雄二,쓰카다 유지
岩丸史也,이와마루 후미야
秋田実季,아키타 사네스에
秋田俊季,아키타 도시스에
福森晃斗,후쿠모리 아키토
三浦旭人,미우라 아키토
三澤純一,미사와 쥬니치
石田治子,이시다 하루코
加藤弘堅,가토 고켄
岡本行夫,오카모토 유키오
伊達周宗,다테 지카무네
伊達晴宗,다테 하루무네
伊達宗基,다테 무네모토
伊達宗村 (仙台藩主),다테 무네무라 (에도)
伊達斉邦,다테 나리쿠니
伊達斉宗,다테 나리무네
岡元勇人,오카모토 하야토
山村泰弘,야마무라 야스히로
渡辺佳孝,와타나베 요시타카
西川吉英,니시카와 요시히데
高須洋平,다카스 요헤이
柳父章,야나부 아키라
兼田亜季重,가네다 아키시게
水野直樹,미즈노 나오키
吉田東洋,요시다 도요
吉野彰,요시노 아키라
山根星子,호시코 야마네
アルバート安藤,앨버트 안도
廣瀬直己,나오미 히로세
南直哉,미나미 노부야
近衛前子,고노에 사키코
瀬戸麻沙美,세토 아사미
三島弥彦,미시마 야히코
佐藤晴男,사토 하루오
中島治康,나카지마 하루야스
小野悠斗,오노 유토
橘章斗,다치바나 아키토
今村明恒,이마무라 아키쓰네
西森章,니시모리 아키라
郡晴己,고리 하루미
加藤良三,가토 료조
林勇介,하야시 유스케
益山司,마스야마 쓰카사
森一生,모리 가즈오
日下部基栄,구사카베 기에
山下まゆみ,야마시타 마유미
楢崎教子,나라자키 노리코
伊原純一,이하라 준이치
青木崇高,아오키 무네타카
冨澤風斗,토미자와 카자토
香川良介,카가와 료스케
鳥山晃,도리야마 아키라
高部道平,타카베 도헤이
今川泰宏,이마가와 야스히로
団野村,단 노무라
小宮和枝,코미야 카즈에
宮本賢二,미야모토 겐지
徳川好敏,도쿠가와 요시토시
氷川へきる,히카와 헤키루
木寺昌人,기테라 마사토
近藤豊,곤도 유타카
斎木尚子,사이키 나오코
斎藤邦彦,사이토 구니히코
佐々江賢一郎,사사에 겐이치로
澤田久雄,사와다 히사오
平岳大,히라 타케히로
中島かずき,카즈키 나카시마
山田昌弘,야마다 마사히로
佐藤栄一,사토 에이이치
西国原礼子,니시쿠니하라 레이코
松平直政,마쓰다이라 나오마사
松平直基,마쓰다이라 나오모토
松平直良,마쓰다이라 나오요시
良寛,료칸
鳥谷敬,도리타니 다카시
酒井亨,사카이 도루
光上せあら,고조 세아라
櫛引一紀,구시비키 가즈키
真子秀徳,마고 히데노리
日野富子,히노 도미코
黒田重徳,구로다 시게노리
塩ノ谷早耶香,시오노야 사야카
渡邊一仁,와타나베 가즈히토
ふなつ一輝,후나츠 카즈키
山口晃,아키라 야마구치
武田英二郎,다케다 에이지로
北村英治,기타무라 에이지
水戸岡鋭治,미토오카 에이지
若林修,와카바야시 오사무
菊地亜美,기쿠치 아미
鳥嶋和彦,토리시마 카즈히코
浜中和宏,하마나카 가즈히로
きうちかずひろ,기우지 가즈히로
小沢栄太郎,오자와 에이타로
足利基氏,아시카가 모토우지
足利氏満,아시카가 우지미쓰
笠川永太,가사가와 에이타
青山忠俊,아오야마 다다토시
あらまり,아라마리
村上一樹,무라카미 가즈키
齊藤和樹,사이토 가즈키
大岩一貴,오이와 가즈키
林秀貞,하야시 히데사다
伊藤隼太,이토 하야타
青木勇人,아오키 하야토
仲間隼斗,나카마 하야토
大橋穣,오하시 유타카
松本かつぢ,마츠모토 가츠지
田川寿美,다가와 도시미
阿部八郎,아베 하치로
朝倉あき,아사쿠라 아키
佐治一成,사지 가즈나리
熊谷アンドリュー,구마가이 앤드류
織田長政 (戒重藩主),오다 나가마사
安東愛季,안도 지카스에
松永信雄,마쓰나가 노부오
石毛秀樹,이시게 히데키
松岡秀樹,마쓰오카 히데키
与謝野秀,요사노 시게루
竹本一彦,다케모토 가즈히코
吉田秀和,요시다 히데카즈
尾崎英二郎,오자키 에이지로
木樽正明,기타루 마사아키
森英次郎,모리 에이지로
菊池風磨,기쿠치 후마
小谷野栄一,고야노 에이이치
大瀧詠一,오타키 에이이치
姈子内親王,레이시 내친왕
木村俊夫,기무라 도시오
釜田佳直,가마타 요시나오
羽毛田丈史,하케타 타케후미
寺崎裕香,테라사키 유카
遠藤一彦,엔도 가즈히코
石塚英蔵,이시즈카 에이조
長久保裕,나가쿠보 히로시
堀江一眞,호리에 가즈마
松下和磨,마쓰시타 가즈마
秀ノ山雷五郎,히데노야마 라이고로
青山宗俊,아오야마 무네토시
青山忠成,아오야마 다다나리
青山忠重,아오야마 다다시게
長谷川清,하세가와 기요시
川村竹治,가와무라 다케지
日秀尼,닛슈
太田政弘,오타 마사히로
大友義統,오토모 요시무네
田坂秀樹,다사카 히데키
佐藤和樹,사토 가즈키
染矢一樹,소메야 가즈키
山口和樹,야마구치 가즈키
伊集院光,이주인 히카루
森本稀哲,모리모토 히초리
内橋和久,우치하시 카즈히사
江﨑一仁,에사키 가즈히토
青葉城幸雄,아오바조 유키오
加瀬英明,가세 히데아키
尾辻秀久,오쓰지 히데히사
加藤光泰,가토 미쓰야스
村田寛奈,무라타 히로나
吉田小南美,요시다 코나미
福原耕平,후쿠하라 고헤이
橋本良亮,하시모토 료스케
太田光,오타 히카리
伊藤光,이토 히카루
小林英男,고바야시 히데오
榊英雄,사카키 히데오
梶原徹也,가지와라 데쓰야
奥田紀宏,오쿠다 노리히로
永野広一,나가노 코이치
新垣樽助,신가키 타루스케
ニーコ,니코
お登勢,오토세
橘U子,타치바나 U코
石塚理恵,이시즈카 리에
有馬晴純,하루즈미 아리마
有馬直純,아리마 나오즈미
有馬良橘,아리마 료키쓰
荻原秀樹,오기하라 히데키
川原慶久,가와하라 요시히사
閑院宮典仁親王,간인노미야 스케히토 친왕
りりあん,리리안
MAA,MAA
鶴岡慎也,쓰루오카 신야
大隣憲司,오토나리 겐지
菅和範,칸 가즈노리
田中和徳,타나카 카주노리
石川裕司,이시카와 유지
野島稔,노지마 미노루
大野和成,오노 가즈나리
浅野長勲,아사노 나가코토
細井治,호소이 오사무
林勇,하야시 유
堀田勝,홋타 마사루
平田弥里,히라타 미사토
鍋田亜人夢,나베타 아토무
石田英之,이시다 히데유키
谷昌樹,타츠 아츠키
日野熊蔵,히노 쿠마조
永野一男,나가노 가즈오
明堂和也,묘도 가즈야
長山一也,나가야마 가즈야
梅原真子,우메하라 마코
中西智代梨,나카니시 지요리
衛藤美彩,에토 미사
山口高志,야마구치 다카시
只野和子,타다노 카즈코
三幸秀稔,미유키 히데토시
吉沢秀雄,요시자와 히데오
末弘秀孝,스에히로 히데타카
秋田英義,아키타 히데요시
赤井秀行,아카이 히데유키
井澤惇,이자와 아쓰시
加藤充志,가토 아쓰시
中尾明慶,나카오 아키요시
土井正博,도이 마사히로
中馬庚,주만 가나에
葉加瀬太郎,하카세 타로
伊集院五郎,이주인 고로
久場光,구바 히카루
小川元,오가와 하지메
小倉和夫,오구라 가즈오
竹市雅俊,다케이치 마사토시
斉藤和巳,사이토 가즈미
高橋和巳,다카하시 가즈미
山口一男,야마구치 가즈오
徳大寺実則,도쿠다이지 사네쓰네
平井理央,히라이 리오
安倍夜郎,아베 야로
浅見れいな,아사미 레이나
桜井敏治,사쿠라이 토시하루
宮部長房,미야베 나가후사
生田竜聖,이쿠타 류세이
室園丈裕,무로조노 타케히로
内野聖陽,우치노 세이요
宮田俊哉,미야타 도시야
飯田利信,이다 도시노부
鍋島直大,나베시마 나오히로
大浦兼武,오우라 가네다케
森且行,모리 가쓰유키
井上良馨,이노우에 요시카
松岡康毅,마쓰오카 야스코와
横田和善,요코타 가즈요시
松浦淳,마쓰우라 아쓰시
佐藤有世,사토 아리세
荻野吟子,오기노 긴코
細貝圭,호소가이 케이
五十嵐圭,이가라시 게이
宇佐美宏和,우사미 히로카즈
樋口寛規,히구치 히로키
多々良敦斗,다타라 아쓰토
岡敬純,오카 다카즈미
鳥海勝美,도리우미 가쓰미
陣内智則,진나이 토모노리
岩松了,이와마쓰 료
北川悦吏子,기타가와 에리코
青木廣彰,아오키 히로아키
上條宏晃,가미죠 히로아키
池田圭,이케다 게이
中野圭,나카노 게이
岸朝子,기시 아사코
朝倉景鏡,아사쿠라 가게아키라
大塚聖一,오쓰카 세이이치
井野碩哉,이노 히로야
鹿取克章,가토리 요시노리
七緒はるひ,나나오 하루히
星野明日香,호시노 아스카
菅本裕子,수가모토 유코
木下百花,기노시타 모모카
松岡菜摘,마쓰오카 나쓰미
とよ田みのる,토요다 미노루
八木優希,야기 유키
三平和司,미쓰히라 가즈시
宮武一貴,미야타케 카즈타카
阪本一仁,사카모토 가즈토
後宮虎郎,우시로쿠 도라오
浦部和好,우라베 카주요시
海老原紳,에비하라 신
松田宣浩,마쓰다 노부히로
うすいたかやす,우스이 다카야스
三浦貴大,미우라 다카히로
村山彩希,무라야마 유이리
徳光和夫,도쿠미쓰 가즈오
内田一夫,우치다 가즈오
石田博英,이시다 히로히데
西田亜沙子,니시다 아사코
佐藤賢了,사토 겐료
内田彩,우치다 아야
三森すずこ,미모리 스즈코
平出和也,히라이데 가즈야
岡﨑和也,오카자키 가즈야
勝間和代,가쓰마 가즈요
赤羽一嘉,아카바 가즈요시
東富士欽壹,아즈마후지 긴이치
佐藤紘彰,히로아키 사토
有吉弘行,아리요시 히로이키
長谷川博一,하세가와 히로카즈
松野博一,마쓰노 히로카즈
菊川曉,사토루 기쿠가와
近衛尚子,고노에 히사코
桐谷健太,기리타니 겐타
大和田伸也,오와다 신야
森保まどか,모리야수 마도카
池井戸潤,이케이도 준
台与,일여
高橋朱里,타카하시 쥬리
須之部量三,스노베 료조
宮脇詩音,미야와키 시온
厨川白村,구리야가와 하쿠손
岡本篤志,오카모토 아쓰시
中村充孝,나카무라 아쓰타카
穀田恵二,고쿠타 게이지
大引啓次,오비키 게이지
山形浩生,야마가타 히로오
清水慶記,시미즈 게이키
沼田圭悟,누마타 게이고
花形恵子,하나가타 게이코
加藤広樹,가토 히로키
河野広貴,가와노 히로키
酒井若菜,사카이 와카나
大河内美紗,오코치 미사
奈津子,나쓰코
二宮悠嘉,니노미야 유카
五十嵐裕美,이가라시 히로미
小林寛美,고바야시 히로미
小島弘已,고지마 히로미
小林薫,코바야시 카오루
リリー・フランキー,릴리 프랭키
アヤカ・ウィルソン,아야카 윌슨
連城三紀彦,렌조 미키히코
畠山智妃,하타케야마 지사키
久保田貫一郎,구보타 간이치로
河野雅治,고노 마사하루
小嶋光昭,고지마 미쓰아키
倉島亜由美,쿠라시마 아유미
平野歩夢,히라노 아유무
五郎丸歩,고로마루 아유무
宮澤裕樹,미야자와 히로키
岡大生,오카 히로키
永岡桂子,나가오카 게이코
成島出,나루시마 이즈루
塩尻孝二郎,시오지리 고지로
西川宏美,니시카와 히로미
新谷弘実,신야 히로미
西内まりや,니시우치 마리야
久坂玄瑞,구사카 겐즈이
尻無浜冴美,시나하마 사에미
足立光宏,아다치 미쓰히로
藤田平,후지타 다이라
穴井千尋,아나이 치히로
新川優愛,신카와 유아
江守徹,에모리 토오루
坂田米米子,사토 히로코
林佳祐,하야시 게이스케
星野圭佑,호시노 게이스케
長谷部彩翔,하세베 아야토
齋木昭隆,사이키 아키타카
レイ・ハラカミ,레이 하라카미
入江悠,이리에 유
村川絵梨,무라카와 에리
麗美,레이미
