"Фоменко, Анатолий Тимофеевич",阿纳托利·季莫费耶维奇·福缅科
"Васильев, Владимир Алексеевич",弗拉基米尔·阿列克谢耶维奇·瓦西里耶夫
"Захарова, Анастасия Владимировна",阿纳斯塔西娅·扎哈诺娃
"Гладков, Вячеслав Владимирович",維亞切斯拉夫·格拉德科夫
"Устинова, Дарья Сергеевна",达里娅·谢尔盖耶芙娜·乌斯季诺娃
"Певчих, Мария Константиновна",玛丽亚·佩芙奇赫
"Алдошкин, Даниил Алексеевич",丹尼爾·阿爾多什金
"Марченко, Евгений Владимирович",叶夫根尼·弗拉基米罗维奇·马尔琴科
"Ткачёв, Александр Николаевич (1965)",亚历山大·尼古拉耶维奇·特卡乔夫·(1965年)
"Тищенко, Алиса Сергеевна",阿莉萨·季先科
"Хамзаев, Бийсултан Султанбиевич",比苏丹·哈姆扎耶夫
"Лябихов, Роман Михайлович",罗曼·利亚比霍夫
"Катаева, Елена Георгиевна",叶莲娜·卡塔耶娃
"Гасанова, Анастасия Дмитриевна",阿纳斯塔西娅·加萨诺娃
"Цунаева, Елена Моисеевна",叶连娜·楚纳耶娃
"Буцкая, Татьяна Викторовна",塔季扬娜·布茨卡娅
"Нифантьев, Евгений Олегович",叶夫根尼·尼凡季耶夫
"Цеков, Олег Муссович",奧列格·采科夫
"Нечаев, Алексей Геннадьевич",阿列克谢·涅恰耶夫
"Прусакова, Мария Николаевна",玛丽亚·尼古拉耶芙娜·普鲁萨科娃
"Бабашов, Леонид Иванович",列昂尼德·巴巴绍夫
"Гладких, Вячеслав Владимирович",维亚切斯拉夫·弗拉基米罗维奇·格拉德基赫
"Зайцев, Александр Николаевич (политик)",亚历山大·尼古拉耶维奇·扎伊采夫·(政治人物)
"Шнайдер, Диана Максимовна",季阿娜·施耐德
"Метелев, Артём Павлович",阿尔乔姆·梅捷列夫
"Скачков, Александр Анатольевич",亚历山大·斯卡奇科夫
"Салаева, Алла Леонидовна",阿拉·薩拉耶娃
"Леонов, Олег Юрьевич",奥列格·尤里耶维奇·列昂诺夫
"Коробова, Ольга Владимировна",奥莉加·科罗博娃
"Чикунова, Евгения Игоревна",叶夫根尼娅·奇库诺娃
"Асти, Анна",安娜·阿斯蒂
"Михайлов, Олег Алексеевич",奥列格·米哈伊洛夫
"Чалаев, Замид Алиевич",扎米德·恰拉耶夫
"Исаков, Владимир Павлович",弗拉基米尔·帕夫洛维奇·伊萨科夫
"Нурбагандов, Нурбаганд Магомедович",努尔巴甘德·努尔巴甘多夫
"Любарский, Роман Валерьевич",罗曼·柳巴尔斯基
"Щеглов, Николай Михайлович",尼古拉·谢格洛夫
"Бердников, Роман Борисович",羅曼·別爾德尼科夫
"Дроздов, Александр Сергеевич",亚历山大·德罗兹多夫
"Чаплин, Никита Юрьевич",尼基塔·恰普林
"Павлов, Владимир Викторович (политик)",弗拉基米尔·维克托罗维奇·帕夫洛夫
"Евтюхова, Елена Александровна",叶连娜·叶夫秋霍娃
"Фомичев, Вячеслав Васильевич",维亚切斯拉夫·福米乔夫
"Харченко, Екатерина Владимировна",叶卡捷琳娜·哈尔琴科
"Колунов, Сергей Владимирович",谢尔盖·科卢诺夫
"Птицын, Роман Викторович",罗曼·普季岑
"Терюшков, Роман Игоревич",罗曼·捷留什科夫
"Алёхин, Андрей Анатольевич",安德烈·阿廖欣
"Басанский, Антон Александрович",安东·巴桑斯基
"Иванинский, Олег Иванович",奥列格·伊万宁斯基
"Красноштанов, Антон Алексеевич",安东·克拉斯诺什塔诺夫
"Толмачёв, Александр Романович",亚历山大·罗曼诺维奇·托尔马乔夫
"Соловьёв, Сергей Анатольевич",谢尔盖·阿纳托利耶维奇·索洛维约夫
"Кирьянов, Артём Юрьевич",阿尔乔姆·基里亚诺夫
"Аванесян, Элина Араратовна",叶林娜·阿瓦涅相
"Аникеев, Андрей Анатольевич",安德烈·阿尼克耶夫
"Кузнецов, Эдуард Анатольевич",爱德华·阿纳托利耶维奇·库兹涅佐夫
"Ануфриева, Ольга Николаевна",奥莉加·阿努夫里耶娃
"Даванков, Владислав Андреевич",弗拉季斯拉夫·达万科夫
"Буранова, Лариса Николаевна",拉里莎·布拉诺娃
"Михайлов, Ярослав Юрьевич",亞羅斯拉夫·米哈伊洛夫
"Аммосов, Пётр Револьдович",彼得·阿莫索夫
"Башанкаев, Бадма Николаевич",巴德马·巴尚卡耶夫
"Стенякина, Екатерина Петровна",叶卡捷琳娜·斯捷尼亚金娜
"Лифанов, Александр Петрович",亚历山大·利法诺夫
"Василькова, Мария Викторовна",玛丽亚·瓦西里科娃
"Иванов, Максим Евгеньевич",马克西姆·叶夫根尼耶维奇·伊万诺夫
"Киселёв, Михаил Сергеевич",米哈伊尔·基谢廖夫
"Дамдинцурунов, Вячеслав Анатольевич",维亚切斯拉夫·达姆金楚鲁诺夫
"Дробот, Мария Владимировна",玛丽亚·德罗博特
"Власова, Вероника Валериевна",韦罗妮卡·弗拉索娃
"Кастюкевич, Игорь Юрьевич",伊戈尔·卡斯秋克维奇
"Орлова, Наталья Алексеевна",纳塔利娅·奥尔洛娃
"Наумов, Станислав Александрович",斯坦尼斯拉夫·瑙莫夫
"Чемерис, Роза Басировна",萝扎·切梅里斯
"Лантратова, Яна Валерьевна",扬娜·兰特拉托娃
"Сенин, Владимир Борисович",弗拉基米尔·谢宁
"Самокиш, Владимир Игоревич",弗拉基米尔·萨莫基什
"Волоцков, Алексей Анатольевич",阿列克谢·沃洛茨科夫
"Петросян, Аделия Тиграновна",阿德莉婭·彼得羅相
"Шилкин, Григорий Владимирович",格里戈里·希尔金
"Арапов, Георгий Константинович",格奥尔基·阿拉波夫
"Горячева, Ксения Александровна",克谢尼娅·戈里亚切娃
"Чудаев, Сергей Дмитриевич",谢尔盖·丘达耶夫
"Новичков, Николай Владимирович",尼古拉·诺维奇科夫
"Дёмин, Александр Вячеславович",亚历山大·焦明
"Глазкова, Анжелика Егоровна",安热莉卡·格拉兹科娃
"Занко, Ольга Николаевна",奥莉加·赞科
"Иванов, Владимир Валерьевич",弗拉基米尔·瓦列里耶维奇·伊万诺夫
"Вороновский, Анатолий Владимирович",阿纳托利·沃罗诺夫斯基
"Голиков, Олег Александрович",奥列格·戈利科夫
"Ивлев, Леонид Григорьевич",列昂尼德·伊夫列夫
"Рябцева, Жанна Анатольевна",詹娜·里亞布采娃
"Гулин, Максим Алексеевич",马克西姆·古林
"Сарыглар, Айдын Николаевич",艾丁·薩里格拉爾
"Воробьёв, Андрей Викторович",安德烈·维克托罗维奇·沃罗比约夫
"Ягафаров, Азат Фердинандович",阿扎特·亚加法罗夫
"Вольфсон, Илья Светославович",伊利亚·沃尔夫松
"Саранова, Юлия Владимировна",尤利婭·薩拉諾娃
"Григорьев, Юрий Иннокентьевич",尤里·格里戈里耶夫
"Алексеенко, Николай Николаевич",尼古拉·阿列克谢延科
"Алтухов, Сергей Викторович",谢尔盖·阿尔图霍夫
"Артамонова, Валентина Николаевна",瓦莲京娜·阿尔塔莫诺娃
"Трифонов, Андрей Фёдорович",安德烈·特里福诺夫
"Тетердинко, Александр Павлович",亚历山大·捷捷尔金科
"Гимбатов, Андрей Петрович",安德烈·金巴托夫
"Цед, Николай Григорьевич",尼古拉·采德
"Водянов, Роман Михайлович",罗曼·沃佳诺夫
"Захаров, Константин Юрьевич",康斯坦丁·尤里耶维奇·扎哈罗夫
"Спиридонов, Александр Юрьевич",亚历山大·斯皮里多诺夫
"Щербаков, Александр Владимирович (политик)",亚历山大·弗拉基米罗维奇·谢尔巴科夫
"Симигин, Павел Владимирович",帕维尔·西米金
"Ивенских, Ирина Валентиновна",伊琳娜·伊文斯基赫
"Румянцев, Никита Геннадьевич",尼基塔·魯緬采夫
"Аюпов, Ринат Зайдулаевич",里纳特·阿尤波夫
"Говырин, Алексей Борисович",阿列克谢·戈维林
"Хамитов, Амир Махсудович",阿米尔·哈米托夫
"Плякин, Владимир Владимирович",弗拉基米尔·普利亚金
"Бабич, Иван Николаевич",伊万·巴比奇
"Бессонов, Евгений Иванович",叶夫根尼·别索诺夫
"Прокофьев, Артём Вячеславович",阿尔乔姆·普罗科菲耶夫
"Горохов, Андрей Юрьевич",安德烈·尤里耶维奇·戈罗霍夫
