日本の元号,日本年號
道成寺,道成寺
どーもくん,Domo君
荏原郡,荏原郡
H-Iロケット,H-I運載火箭
礼文町,禮文町
建仁寺,建仁寺
鎌倉三十三観音霊場,鎌倉三十三觀音靈場
オレンジタウン駅,Orange·Town站
日本のナンバープレート,日本車輛號牌
人名用漢字,人名用漢字
志度駅,志度站
沖縄美ら海水族館,沖繩美麗海水族館
志摩赤崎駅,志摩赤崎站
鵜方駅,鵜方站
上之郷駅,上之鄉站
五知駅,五知站
西武西武園線,西武園線
沓掛駅,沓掛站
広域連合,廣域聯合
伯方・大島大橋,伯方-大島大橋
渡名喜島,渡名喜島
国立京都国際会館,國立京都國際會館
西瀬戸自動車道,西瀨戶自動車道
京橋・(東京都中央区),京橋·(東京都)
国東半島,國東半島
皇學館大学,皇学馆大学
高野山大学,高野山大學
保守新党,保守新黨
横田飛行場,橫田飛行場
海軍大学校,海軍大學校
インターコンチネンタルカップ・(サッカー)1997,1997年洲際盃
コスモ石油,科斯莫石油公司
住友重機械工業,住友重機械工業
岩村城,岩村城
五稜郭,五稜郭
支笏湖,支笏湖
東海道,東海道
藤原京,藤原京
青ヶ島村,青島村
錦帯橋,錦帶橋
広島電鉄,廣島電鐵
関門橋,關門橋
山形大学,山形大學
第2次大平内閣,第二屆大平內閣
越前町,越前町
大島空港,大島機場
トキナー,图丽
緊急地震速報,紧急地震速报
日本におけるLGBTの権利,日本LGBT权益
帝京大学,帝京大学
おくのほそ道,奧之細道
竜ヶ崎飛行場,龍崎飛行場
大鳴門橋,大鳴門橋
野村ホールディングス,野村控股
松尾駅・(三重県),松尾站·(三重縣)
セガサミーホールディングス,世嘉飒美控股
雑司ヶ谷霊園,杂司谷灵园
加茂駅・(三重県),加茂站·(三重縣)
長谷寺,長谷寺
エイチ・アイ・エス,H.I.S.
三井不動産,三井不动产
中世日本語,中世日語
東京海上ホールディングス,東京海上控股
東京ガス,東京瓦斯
住友電気工業,住友電氣工業
立小路駅,立小路車站
樟葉駅,樟葉站
経ヶ岬分屯基地,經岬分屯基地
ブルーインパルス,藍色衝擊波飛行表演隊
枚方市駅,枚方市站
牧野駅,牧野站·(大阪府)
インターコンチネンタルカップ・(サッカー)1991,1991年洲際盃
日本民主青年同盟,日本民主青年同盟
滝井駅,泷井站
御殿山駅,御殿山站
光文社,光文社
廣田神社,廣田神社
日本アカデミー賞主演女優賞,日本電影學院獎最佳女主角獎
東京国際マラソン,東京國際馬拉松
クインテット・(ゲーム会社),Quintet·(公司)
ろくろ首,轆轤首
1974年アジア柔道選手権大会,1974年亚洲柔道锦标赛
日本アカデミー賞アニメーション作品賞,日本電影學院獎最佳動畫片獎
ソニーネットワークコミュニケーションズ,So-net
天保の大飢饉,天保大饑荒
八丈島空港,八丈島機場
国鉄123系電車,日本國鐵123型電聯車
ブレインズ・ベース,Brain's·Base
ジャンプフェスタ,Jump·Festa
天王寺・岡山の戦い,天王寺岡山之戰
中津駅・(Osaka・Metro),中津站·(大阪市高速電氣軌道)
5pb.,5pb.
御蔵島,御藏島
産経新聞,產經新聞
豊後水道,丰后水道
経済産業省,經濟產業省
永田町,永田町
新潟空港,新潟機場
京浜工業地帯,京濱工業地帶
寺子屋,寺子屋
読売ジャイアンツ,讀賣巨人
那覇空港,那霸機場
姶良カルデラ,姶良火山臼
関西本線,關西本線
伏見区,伏見區
本因坊,本因坊战
南木曽町,南木曾町
麒麟麦酒,麒麟啤酒
三河島事故,三河島事故
スカイレールサービス広島短距離交通瀬野線,廣島短距離交通瀨野線
警視庁,警視廳
大妃,大妃
小坂町,小坂町
介錯,介错
藤沼ダム,藤沼大坝
2002・FIFAワールドカップ・グループD,2002年國際足協世界盃D組
富士フイルムビジネスイノベーション,富士膠片商業創新
世界柔道選手権大会,世界柔道錦標賽
新庄町・(奈良県),新庄町·(奈良縣)
御岳堂駅,御岳堂車站
鶴田駅,鶴田站
賀茂神社,賀茂神社
創価大学,創價大學
常陸太田駅,常陸太田車站
福住駅,福住站
自衛隊前駅,自衛隊前車站
熊本空港,熊本機場
学田駅,學田車站
田町・(東京都港区),田町·(東京都港區)
キーエンス,基恩士
民政党,民政黨·(日本)
1991・AFC女子選手権,1991年亚足联女子锦标赛
福岡国際マラソン,福岡國際馬拉松
鬼界カルデラ,鬼界破火山口
僧兵,僧兵·(日本)
インターコンチネンタルカップ・(サッカー)1989,1989年洲際盃
東京国際女子マラソン,东京国际女子马拉松
中島飛行機,中島飛機
青岸渡寺,青岸渡寺
2002・FIFAワールドカップ・決勝トーナメント,2002年國際足協世界盃淘汰賽
豊田自動織機,豐田自動織機
マーベラス・(企業),Marvelous
少年画報社,少年畫報社
ノーマッド,Nomad·(公司)
スタジオ雲雀,雲雀工作室
角川映画・(企業),角川映畫
吉原・(東京都),吉原
スパイク・(ゲーム会社),Spike·(公司)
文化功労者,文化功勞者
中百舌鳥駅,中百舌鳥站
日本海事協会,日本海事協會
全日本フィギュアスケート選手権,全日本花式溜冰錦標賽
広島平和記念資料館,廣島和平紀念資料館
関白,關白
天平,天平·(日本)
国際協力銀行,国际协力银行
文応,文應
正治,正治·(日本)
ストームレーベルズ,J·Storm
井の頭恩賜公園,井之頭恩賜公園
大分大学,大分大學
駿河湾,駿河灣
沖縄プレート,沖繩板塊
北朝・(日本),北朝·(日本)
築地,築地
伊方発電所,伊方核能發電廠
京都タワー,京都塔
大阪府咲洲庁舎,大阪府咲洲廳舍
家老,家老
2002・FIFAワールドカップ・グループA,2002年國際足協世界盃A組
秋田駅,秋田站
鹿児島中央駅,鹿兒島中央站
北緯41度線,北緯41度線
フレンチ・キス・(アイドルユニット),French·Kiss·(音乐团体)
2002・FIFAワールドカップ・グループG,2002年國際足協世界盃G組
日本郵船,日本郵船
2002・FIFAワールドカップ・グループC,2002年國際足協世界盃C組
2002・FIFAワールドカップ・グループF,2002年國際足協世界盃F組
2002・FIFAワールドカップ・グループE,2002年國際足協世界盃E組
日本アカデミー賞主演男優賞,日本電影學院獎最佳男主角獎
羽田・(大田区),羽田·(大田區)
阪和自動車道,阪和自動車道
株式会社・(日本),株式会社
常呂町,常呂町
ジョン・ワイリー・アンド・サンズ,約翰威立
真駒内屋内競技場,真駒內屋內競技場
京町家,京町家
首都圏外郭放水路,首都圈外郭放水路
以仁王の挙兵,以仁王舉兵
東野駅・(京都府),東野站·(京都府)
宮城教育大学,宮城教育大學
毛野,毛野國
荘園・(日本),莊園·(日本)
中津藩,中津藩
Turbolinux,TurboLinux
六義園,六義園
スキップ・(ゲーム会社),Skip
宗谷トンネル,宗谷海峽通道
2008年のJリーグ・ディビジョン1,2008年日本職業足球聯賽
SynergySP,Synergy·SP
与那国馬,與那國馬
キッズステーション,Kids·Station
龍野市,龍野市·(1951年-2005年)
日印関係,日本—印度关系
東京オペラシティ,东京歌剧城
東京ディズニーシー,東京迪士尼海洋
京都御所,京都御所
駅伝競走,驛傳競走
現代仮名遣い,現代假名遣
臣,臣·(姓)
軍事参議院,軍事參議院·(日本)
北緯42度線,北纬42度线
オンキヨーホームエンターテイメント,安桥·(公司)
ソラ・(ゲーム会社),Sora·(公司)
三陸,三陸
JALエクスプレス,日本航空快運
フジドリームエアラインズ,富士夢幻航空
北相木村,北相木村
大井町,大井町
開成町,開成町
ビクターエンタテインメント,JVC建伍胜利娱乐
管領,管領·(幕府)
足柄上郡,足柄上郡
長生村,長生村
JALウェイズ,日線航空
花巻空港,花卷機場
黙照禅,默照禪
北陸本線,北陸本線
霧島山,雾岛山
くいな橋駅,水雞橋站
わらびもち,蕨餅
北山駅・(京都府),北山站·(京都府)
与論空港,與論機場
マクセル,麥克賽爾
矢崎総業,矢崎總業
日亜化学工業,日亞化學工業
俊徳道駅,俊德道站
喜界空港,喜界機場
第46回世界卓球選手権,2001年世界乒乓球錦標賽
庄内空港,庄內機場
養老律令,養老律令
ネバーランドカンパニー,Neverland·(公司)
愛国公党,愛國公黨
縮景園,縮景園
菅直人内閣・(第2次改造),菅直人內閣·(第二屆改組)
双葉社,雙葉社
鞍馬口駅,鞍馬口站
今出川駅,今出川站
松ヶ崎駅・(京都府),松崎站·(京都府)
五条駅・(京都府),五條站·(京都府)
烏丸御池駅,烏丸御池站
十条駅・(京都市営地下鉄),十條站·(京都市營地下鐵)
高取町,高取町
十津川村,十津川村
白浜町,白濱町
東白川村,東白川村
栄町,榮町
原子力規制委員会・(日本),原子能管制委員會·(日本)
大阪タワー,大阪塔
ふげん,普賢核能發電廠
スズキ・カルタスクレセント,鈴木Esteem
四條畷の戦い,四條畷之戰
日本数学会,日本数学会
国泰寺・(高岡市),國泰寺·(高岡市)
浄妙寺・(鎌倉市),淨妙寺·(鎌倉市)
マルハン,丸韓
浄智寺,淨智寺
平間寺,平間寺
大阪モノレール,大阪單軌電車
キッコーマン,龜甲萬
東洋大学,东洋大学
2012年のJリーグ・ディビジョン1,2012年日本職業足球聯賽
下北半島,下北半島
千葉大学,千叶大学
左京区,左京區
上京区,上京區
2006・ワールド・ベースボール・クラシック,2006年世界棒球經典賽
TOKIO,東京小子
薩摩半島,薩摩半島
東武鉄道,東武鐵道
西芳寺,西芳寺
久遠寺,久遠寺
全日本F3選手権,全日本F3錦標賽
国際交流基金,国际交流基金
九十九里町,九十九里町
真鶴町,真鶴町
松田町,松田町
高座郡,高座郡
吉田町,吉田町
多古町,多古町
大阪取引所,大阪證券交易所
日本映画データベース,日本电影数据库
静岡市清水日本平運動公園球技場,IAI日本平體育場
仙台スタジアム,Yurtec仙台體育場
東横イン,東橫INN
日本の捕鯨,日本捕鲸业
但馬飛行場,但馬飛行場
加東郡,加東郡
ミカサ,MIKASA
北大東空港,北大東機場
北九州空港・(初代),小倉機場
大連神社,大连神社
稲毛海岸駅,稻毛海岸車站
インターコンチネンタルカップ・(サッカー)2001,2001年洲際盃
三輪崎駅,三輪崎站
宇久井駅,宇久井站
補陀洛山寺,補陀洛山寺
那智駅,那智站
紀伊天満駅,紀伊天滿站
ボン・ヴォヤージュ・(ディズニーショップ),旅途愉快
日本自動車工業会,日本汽車工業協會
紀伊佐野駅,紀伊佐野站
紀伊勝浦駅,紀伊勝浦站
クボタ,久保田·(企業)
温泉郡,溫泉郡·(日本)
玄海原子力発電所,玄海核能發電廠
雄物川,雄物川
第34回衆議院議員総選挙,第34屆日本眾議院議員總選舉
マツダ・757,馬自達757
哲学の道,哲学之道
万国津梁の鐘,萬國津梁之鐘
岩村城の戦い,岩村城之戰
槍ヶ岳,槍岳
箱根湯本駅,箱根湯本站
2013年四大陸フィギュアスケート選手権,2013年四大洲花式滑冰錦標賽
久米・(那覇市),久米·(那霸市)
鶴見区・(横浜市),鶴見區·(橫濱市)
愛甲郡,愛甲郡
中郡,中郡
仁和寺,仁和寺
多良間村,多良間村
下都賀郡,下都賀郡
京浜急行電鉄,京濱急行電鐵
東京国際アニメフェア,東京國際動畫博覽會
埼玉大学,埼玉大學
岡山空港,岡山機場
成田新幹線,成田新幹線
総務省,總務省
令制国一覧,令制國列表
山陰道,山陰道
タツノコプロ,龍之子製作
TXNネットワーク,東京電視網
PlayStation,PlayStation
福岡アジア文化賞,福冈亚洲文化奖
京王線,京王線
名古屋飛行場,名古屋飞行场
法政大学,法政大學·(日本)
多摩地域,多摩地域
島原城,島原城
財務省,財務省
隠れキリシタン,隱匿基督徒
五日市線,五日市線
近畿日本鉄道,近畿日本鐵道
入砂島,入砂島
小渕内閣,小淵內閣
護国神社,護國神社
キリンカップサッカー,麒麟盃
極楽寺・(鎌倉市),極樂寺·(鎌倉市)
護国寺,護國寺·(文京區)
禊,禊·(日本)
第2次中曽根内閣・(第2次改造),第二屆中曾根內閣·(第二屆改組)
スタジオ・ファンタジア,Studio·Fantasia
カイロソフト,开罗游戏
関脇,关胁
河内永和駅,河內永和站
国際漫画賞,國際漫畫獎
1991年アジア柔道選手権大会,1991年亚洲柔道锦标赛
八咫鏡,八咫鏡
八日市場市,八日市場市
2008年のJリーグカップ,2008年日本聯賽盃
日本アドシステムズ,日本AD·SYSTEMS
京阪本線,京阪本線
2007年のJリーグ・ディビジョン1,2007年日本職業足球聯賽
福岡国際会議場,福岡國際會議場
洞爺湖,洞爺湖
湘南新宿ライン,湘南新宿線
テレビ愛知,愛知電視台
東京ヤクルトスワローズ,東京養樂多燕子
斉衡,齊衡
承平・(日本),承平·(日本)
元禄,元祿
永延,永延
文亀,文龜
長保,長保
正暦,正曆·(日本)
慶應医学賞,庆应医学奖
皇室典範,皇室典範
テレビ大阪,大阪電視台
昌泰,昌泰·(日本)
応和,應和
貞元・(日本),貞元·(日本)
正和,正和·(日本)
池上本門寺,池上本门寺
キ102・(航空機),Ki-102·(戰鬥機)
ネクストン,NEXTON
都道府県道,日本都道府縣道
明治学院大学,明治學院大學
五色塚古墳,五色塚古墳
日本のスポーツ,日本體育
日本の湖沼一覧,日本湖泊列表
多々羅大橋,多多羅大橋
積水ハウス,積水房屋
竹田駅・(京都府),竹田站·(京都府)
紫式部文学賞,紫式部文学奖
金町駅,金町站
三菱UFJフィナンシャル・グループ,三菱日聯金融集團
スーパードライホール,超爽大廳
常磐快速線,常磐快速線
武蔵大学,武藏大學
天王台駅,天王台站
日本近代文学館,日本近代文学馆
亀有駅,龜有車站
中川,中川·(東京)
武蔵野台地,武藏野台地
橋本駅・(京都府),橋本站·(京都府)
田園調布,田園調布
馬場山出入口,馬場山出入口
堀越高等学校,堀越高等學校
浅草橋・(台東区),淺草橋
天延,天延
永仁,永仁·(日本)
天禄,天祿·(日本)
安政,安政
延長・(元号),延長·(日本)
弘長,弘長
殺生石,殺生石
日本車,日本汽車工業
日本人の性,日本性文化
東レアローズ・(女子バレーボール),東麗箭·(女子排球)
