上皇后美智子,美智子上皇后
針谷喜久雄,針谷喜久雄
高橋龍輝,高橋龍輝
本田朋子,本田朋子
矢野謙次,矢野謙次
鈴木さとみ,鈴木里美
本多勝一,本多勝一
小畑友紀,小畑友纪
上迫忠夫,上迫忠夫
中谷智司,中谷智司
荻野直正,赤井直正
赤松則房,赤松則房
土橋真二郎,土橋真二郎
島尻安伊子,島尻安伊子
小林一三,小林一三
Aive,Aive
助野嘉昭,助野嘉昭
平愛梨,平愛梨
Aimer,Aimer
河野一郎,河野一郎
高田稔浩,高田稔浩
井上堅二,井上堅二
岡本大八,岡本大八
岩崎夏海,岩崎夏海
鹿賀ミツル,鹿賀滿
鶴姫・(徳川綱吉長女),德川鶴姬
梶山静六,梶山静六
國立幸,國立幸
小川平四郎,小川平四郎
小倉正恒,小倉正恒
細川政元,細川政元
光上せあら,光上慧愛蘭
松井一實,松井一實
酒井亨,酒井亨
鳥谷敬,鳥谷敬
谷内正太郎,谷内正太郎
酒井彩名,酒井彩名
田中伸男,田中伸男
粟屋仙吉,粟屋仙吉
薮中三十二,薮中三十二
山口高志,山口高志
木下百花,木下百花
松岡菜摘,松岡菜摘
菅本裕子,菅本裕子
小林薫,小林薰
とよ田みのる,豐田實
リリー・フランキー,中川雅也
八木優希,八木優希
松田宣浩,松田宣浩
城恵理子,城惠理子
衛藤美彩,衛藤美彩
村山彩希,村山彩希
酒井若菜,酒井若菜
三浦貴大,三浦貴大
松本烝治,松本烝治
田村元,田村元
小此木八郎,小此木八郎
福田一,福田一
石井光次郎,石井光次郎
河本敏夫,河本敏夫
徒花スクモ,徒花Sukumo
高碕達之助,高碕达之助
前尾繁三郎,前尾繁三郎
小此木彦三郎,小此木彦三郎
岡野清豪,冈野清豪
星島二郎,星岛二郎
水谷長三郎,水谷长三郎
山中貞則,山中贞则
姈子内親王,姈子內親王
山内賢,山內賢
柏原崇,柏原崇
中西智代梨,中西智代梨
加藤貴子・(バスケットボール),加藤贵子
遠藤達哉,遠藤達哉
梅原真子,梅原真子
照國萬藏,照國萬藏
佐久本嗣男,佐久本嗣男
大島やすいち,大島矢須一
藍井エイル,藍井艾露
村上文香,村上文香
西内まりや,西內瑪麗亞
なちゅ,NaChu
津田麻莉奈,津田麻莉奈
奈津子,奈津子
木下春奈,木下春奈
久坂玄瑞,久坂玄瑞
大河内美紗,大河內美紗
太田里織菜,太田里織菜
尻無浜冴美,尻無濱冴美
甲斐田樹里,甲斐田樹里
畠山智妃,畠山智妃
近藤さや香,近藤沙耶香
連城三紀彦,連城三紀彥
二宮悠嘉,二宮悠嘉
北山宏光,北山宏光
藤田平,藤田平
足立光宏,足立光宏
蜂屋頼隆,蜂屋賴隆
白石通教,白石通教
フィッツジェラルド舞行龍ジェームズ,米高·費斯基拿特
白亜右月,白亞右月
青木半治,青木半治
糸井統,丝井统
伊藤華英,伊藤華英
板額御前,板額御前
小山裕香,小山裕香
山岡ゆり,山岡百合
久保裕也・(サッカー選手),久保裕也·(足球運動員)
長岡亮介・(ギタリスト),浮雲·(吉他手)
野村武史,野村武史
井出敬二,井出敬二
赤木春恵,赤木春惠
市川春代,市川春代
小林ハル,小林春
井上篤夫,井上篤夫
あべ美幸,阿部美幸
藤北彩香,藤北彩香
阿部正次,阿部正次
平坂読,平坂讀
阿部忠秋,阿部忠秋
福原遥,福原遙
亜里沙,亞里沙
日日日,日日日
るろお,LLO
吉田瑞穂・(スーツアクター),吉田瑞穗
佐々江賢一郎,佐佐江贤一郎
沼田幹男,沼田幹男
田中均,田中均
西勇輝,西勇輝
土橋正幸,土橋正幸
宝樹院・(徳川家光側室),宝树院·(德川家光侧室)
林丹丹,林丹丹
逢空万太,逢空万太
くらもちふさこ,倉持房子
小松辰雄,小松辰雄
葉賀ユイ,葉賀唯
遠藤海成,遠藤海成
金子栞,金子栞
やまざき貴子,山崎貴子
山本二三,山本二三
斎藤佑樹,齋藤佑樹
吉田愛,吉田爱
草野マサムネ,草野正宗
有栖川有栖,有栖川有栖
堀本律雄,堀本律雄
長谷川如是閑,长谷川如是闲
木寺昌人,木寺昌人
斎藤邦彦・(外務官僚),齋藤邦彥·(外交官)
岡本行夫,岡本行夫
関本忠弘,关本忠弘
加藤良三,加藤良三
林秀貞,林秀貞·(武士)
中山隼雄,中山隼雄
伊藤隼太,伊藤隼太
松本洋平,松本洋平
畠山高政,畠山高政
木田勇,木田勇
畠山義隆,畠山義隆
熊野輝光,熊野輝光
相川友希,相川友希
北岡伸一,北岡伸一
杉山明美,杉山明美
永富有紀,永富有纪
植垣暁恵,植垣曉惠
コンドウアキ,近藤亚希
三橋亜記,三橋亞記
多田彰文,多田彰文
佐藤朱美,佐藤朱美
田中賢介,田中賢介
中村明彦,中村明彥
山口俊,山口俊
道尾秀介,道尾秀介
三木谷浩史,三木谷浩史
岡本寛志,岡本寬志
川崎憲次郎,川崎憲次郎
斎藤雅樹,齋藤雅樹
伊藤芳明,伊藤芳明
及川光博,及川光博
團紀彦,團紀彥
吉川惟足,吉川惟足
あきやまるな,秋山留奈
小森陽一・(国文学者),小森陽一
靉光,靉光
吉岡徳仁,吉冈德仁
安西英美,安西英美
喜多道枝,喜多道枝
石毛秀樹,石毛秀樹
竹井詩織里,竹井詩織里
卜部敏直,卜部敏直
竹市雅俊,竹市雅俊
岡田晃・(外交官),岡田晃·(外交官)
岡崎久彦,岡崎久彥
海老原有希,海老原有希
牛場信彦,牛场信彦
厨川白村,廚川白村
宮脇詩音,宮脇詩音
椿理沙,椿理沙
加藤明美・(ホッケー),加藤明美
赤座直保,赤座直保
高瀬一矢,高瀨一矢
松苗あけみ,松苗明美
松野明美,松野明美
明智光忠,明智光忠
野田朱美,野田朱美
尾辻秀久,尾辻秀久
福田雅之助,福田雅之助
伊津野英昭,伊津野英昭
北条秀司,北條秀司
藤井則和,藤井則和
氷川へきる,冰川碧流
阿部平輔,阿部平輔
劇団ひとり,劇團一人
六角定頼,六角定赖
梵英心,梵英心
RUMIKA,RUMIKA
中間淳太,中間淳太
小林宗作,小林宗作
こやまひろかず,小山廣和
日本鬼子・(キャラクター),日本鬼子·(角色)
月野りさ,月野理紗
吉村禎章,吉村禎章
廣瀬純,廣瀨純
石川桃子,石川桃子
井口貞夫,井口貞夫
阿南惟茂,阿南惟茂
天木直人,天木直人
野島稔,野島稔
朝海浩一郎,朝海浩一郎
青木盛久,青木盛久
加瀬俊一・(1925年入省),加濑俊一
波津彬子,波津彬子
佐藤晃大,佐藤晃大
須藤安紀子,須藤安紀子
高木彬光,高木彬光
高瀬右光,高瀨右光
小林明子,小林明子
小林晃子,小林晃子
小阪昭典,小阪昭典
野島昭生,野島昭生
暁月あきら,晓月明
渡辺明夫,渡邊明夫
岡田彰布,岡田彰布
藤井旭,藤井旭
河野昭,河野昭
工藤章・(レスリング),工藤章
林享,林享
狩野亮,狩野亮
風見章,风见章
森川亮・(会社経営者),森川亮
中村晃・(野球),中村晃
AKIRA・(プロレスラー),野上彰
有坂秀世,有坂秀世
西森章,西森章
吉野彰,吉野彰
今村明恒,今村明恒
秋田実季,秋田實季
木内レイコ,木內玲子
伊吹吾郎,伊吹吾郎
最上徳内,最上德内
キンタロー。,金太郎。
北川謙二,北川謙二
志賀麻登佳,志賀麻登佳
松平恆雄,松平恒雄
河原田稼吉,河原田稼吉
田口卯吉,田口卯吉
こぶしのぶゆき,小伏伸之
新田恵海,新田惠海
松平家信,松平家信
権藤博,權藤博
深澤真紀,深澤真紀
萩原えみこ,萩原惠美子
四方田犬彦,四方田犬彦
椎名桔平,椎名桔平
藤原多子,藤原多子
五郎八姫,五郎八姬
我妻栄,我妻荣
田尾安志,田尾安志
美山加恋,美山加戀
松平家清,松平家清
恩田陸,恩田陸
戸沢政盛,戶澤政盛
河本大作,河本大作
藤堂明保,藤堂明保
川口正人,川口正人
円城寺マキ,圓城寺真紀
宇佐美真紀,宇佐美真紀
佐藤寿也,佐藤壽也
石原慶幸,石原慶幸
池田和美,池田和美
伊藤光,伊藤光
佐竹義理,佐竹義理
伊集院光,伊集院光
中西太,中西太
大島康徳,大島康德
正田耕三,正田耕三
谷沢健一,谷澤健一
日根野弘就,日根野弘就
濱野裕二,滨野裕二
三千院ナギ,三千院凪
小森美樹,小森美樹
疋田景兼,疋田景兼
日根野高吉,日根野高吉
比企能員,比企能员
守谷香,守谷香
志田光,志田光
神村ひな,神村比奈
川上仁一,川上仁一
川島浪速,川島浪速
川島裕,川島裕
統子内親王,統子內親王
高橋久美子・(アニメーター),高橋久美子
本因坊知伯,本因坊知伯
邦子内親王,邦子內親王
中田和宏,中田和宏
加賀昭三,加贺昭三
若草恵,若草惠
亜欧堂田善,亞歐堂田善
青木昆陽,青木昆陽
和田春樹,和田春樹
山野井仁,山野井仁
川島得愛,川島得愛
横山克,横山克
池頼広,池賴廣
紗ゆり,紗百合
舛岡富士雄,舛岡富士雄
小松由佳・(声優),小松由佳·(配音员)
古賀辰四郎,古賀辰四郎
大月薫,大月薰
西徳二郎,西德二郎
たにはらなつき,谷原菜月
夏居瑠奈,夏居瑠奈
炭谷俊樹,炭谷俊树
仁科盛信,仁科盛信
藤原泰子,藤原泰子
佐土原かおり,佐土原香織
安倍寛,安倍寬
白石文子,白石文子
鶴岡聡,鶴岡聰
池田勝,池田胜
飯塚昌明,飯塚昌明
多田野曜平,多田野曜平
稲葉実,稻葉實
加瀬康之,加瀨康之
Wakana・(歌手),Wakana
中山太郎,中山太郎
芳澤謙吉,芳澤謙吉
佐藤信淵,佐藤信渊
香西かおり,香西薰
渡部篤郎,渡部篤郎
吉田小百合,吉田小百合
きゆづきさとこ,季遊月聰子
Hikaru・(歌手),Hikaru//
鉄平・(野球),鐵平·(棒球運動員)
尼子国久,尼子國久
山崎亜美,山崎亞美
親泊朝省,親泊朝省
甘糟景継,甘粕景繼
秋乃茉莉,秋乃茉莉
美雪ありす,美雪艾莉丝
菊地亜美,菊地亞美
安部龍太郎,安部龙太郎
角研一郎,角研一郎
鈴木杏里,鈴木杏里
工藤俊作・(海軍軍人),工藤俊作·(海軍軍人)
河合雅雄,河合雅雄
藤尾香織,藤尾香織
高田雅史,高田雅史
富田鐵之助,富田铁之助
渡辺武・(官僚),渡邊武
一万田尚登,一万田尚登
藤井秀人,藤井秀人
平手政秀,平手政秀
中尾武彦,中尾武彥
林正和,林正和
平手汎秀,平手汎秀
丹呉泰健,丹吳泰健
細川興一,細川興一
井上準之助,井上準之助
松下康雄,松下康雄
伏見博英,伏見博英
有吉弘行,有吉弘行
石田博英,石田博英
佐藤嘉恭,佐藤嘉恭
EXILE・ÜSA,EXILE·ÜSA
杉山晋輔,杉山晋辅
下田武三,下田武三
北村昭博,北村昭博
市姫,市姬
松本ぷりっつ,松本百力滋
山下明彦,山下明彥
大田泰示,大田泰示
磯部弘,磯部弘
坂口憲二,坂口憲二
伊藤明弘,伊藤明弘
齋木昭隆,斋木昭隆
杉浦志保,杉浦志保
七緒はるひ,七緒春日
井野碩哉,井野碩哉
尾形英夫,尾形英夫
西村宜隆,西村宜隆
本井えみ,本井英美
三好宗渭,三好政康
松井江美,松井江美
松岡弘,松岡弘
久邇宮朝彦親王,久邇宮朝彥親王
茂野吾郎,茂野吾郎
小原春香,小原春香
榊原英資,榊原英資
遠藤基信,遠藤基信
三島弥彦,三島彌彥
曽木亜古弥,曾木亞古彌
松旭斎天勝,松旭齋天勝
瀬戸麻沙美,瀨戶麻沙美
秋葉里枝,秋葉里枝
吉田東洋,吉田東洋
桂昌院,桂昌院
末次信正,末次信正
辻発彦,辻發彥
大石大二郎,大石大二郎
関野貞,關野貞
佐倉紗織,佐倉紗織
小高笑子,小高笑子
愛沢えみり,愛澤繪美里
宇和川恵美,宇和川惠美
立花隆,立花隆
けらえいこ,螻榮子
倭姫王,倭姬王
田中正造,田中正造
中島敏次郎,中岛敏次郎
日華・(ラッパー),日華·(饒舌者)
寺澤辰麿,寺澤辰麿
勝矢,勝矢
谷野作太郎,谷野作太郎
中江要介,中江要介
谷崎泰明,谷崎泰明
伊集院彦吉,伊集院彦吉
戸部けいこ,戶部敬子
飯島秀雄,飯島秀雄
松田彬人,松田彬人
岡崎勝男,冈崎胜男
真飛聖,真飛聖
秀ノ山雷五郎,秀乃山雷五郎
倉成正,倉成正
小林繁,小林繁
櫻内義雄,櫻內義雄
髙谷裕亮,高谷裕亮
満屋裕明,滿屋裕明
林博史,林博史
青木廣彰,青木廣彰
岡寛恵,岡寬惠
合田浩章,合田浩章
千野忠男,千野忠男
織田秀孝,織田秀孝
千葉雄大,千葉雄大
織田信時,織田信時
有馬良橘,有马良橘
青山忠俊,青山忠俊
佐藤有世,佐藤有世
高田ありさ,高田亞璃紗
安藤ありさ,安藤亞里沙
川畑宏美,川畑宏美
加藤宏子,辻宏子
五十嵐裕美,五十嵐裕美
佐藤寛子・(タレント),佐藤宽子·(1985年)
石川寛美,石川寬美
倉橋えりか,倉橋繪里花
藤巻恵理子,藤卷惠理子
奥田恵梨華,奧田惠梨華
荒川恵理子,荒川惠理子
菅井えり,菅井爱里
奈良恵里加,奈良惠里加
片浦弘道,片浦弘道
綱掛裕美,綱掛裕美
愛知治郎,爱知治郎
菅原弥三郎,菅原弥三郎
鈴木博文・(アニメーター),鈴木博文·(動畫師)
赤間二郎,赤間二郎
三秋里歩,三秋里步
石踏一榮,石踏一榮
戸賀崎智信,戶賀崎智信
三重野康,三重野康
池松和彦,池松和彦
今沢哲男,今澤哲男
川本三郎,川本三郎
津田信澄,津田信澄
市川右太衛門,市川右太衛門
長峯達也,長峯達也
青山忠成,青山忠成
土井杏南,土井杏南
佐治一成,佐治一成
Annabel,安娜貝爾·(歌手)
安東愛季,安東愛季
安藤守就,安藤守就
青山宗俊,青山宗俊
塩野アンリ,鹽野安莉
安楽庵策伝,安樂庵策傳
青ノ里盛,青之里盛
松野博一,松野博一
中尾衣里,中尾衣里
上与那原寛和,上与那原宽和
鈴見敦,鈴見敦
山階宮晃親王,山階宮晃親王
中谷芙二子,中谷芙二子
菅野宏紀,菅野宏紀
鈴木拡樹,鈴木擴樹
森福允彦,森福允彥
タスク・(俳優),永瀨匡
田村直美,田村直美
琴奨菊和弘,琴獎菊和弘
小出裕章,小出裕章
広田レオナ,廣田玲央名
橋本愛・(1996年生),橋本愛
田中浩康,田中浩康
岡田弘隆,冈田弘隆
古賀浩靖,古賀浩靖
華頂宮博忠王,華頂宮博忠王
華頂博信,華頂博信
江口夜詩,江口夜诗
柏戸利助,柏戶利助
片岡七郎,片冈七郎
石塚堅,石塚堅
カタナ,武士刀·(DC漫画)
藍山みなみ,蓝山南
大下弘,大下弘
河田烈,河田烈
町田忠治,町田忠治
生田絵梨花,生田繪梨花
寺本明日香,寺本明日香
足利義維,足利义维
中村明日美子,中村明日美子
星野明日香,星野飛鳥
浅野総一郎,淺野總一郎
蘆名盛舜,蘆名盛舜
足利持氏,足利持氏
林明日香,林明日香
大亀あすか,大龜明日香
蘆名盛隆,蘆名盛隆
織田勝長,織田勝長
茅誠司,茅诚司
木下紗華,木下紗華
加瀬充子,加瀨充子
来宮良子,來宮良子
和田喜久夫,和田喜久夫
浅羽金三郎,淺羽金三郎
真田穣一郎,真田穰一郎
中村十作,中村十作
本田恭章,本田恭章
朝倉景鏡,朝倉景鏡
田原アルノ,田原阿爾諾
旭國斗雄,旭國斗雄
朝倉貞景・(9代当主),朝倉貞景
今宿麻美,今宿麻美
川崎亜沙美,川崎亞沙美
朝倉氏景・(8代当主),朝倉氏景
荻野吟子,荻野吟子
岡本麻見,岡本麻見
木村絵理子,木村繪理子
初音映莉子,初音映莉子
庄司陽子,庄司陽子
西川宏美,西川宏美
中山恵里奈,中山惠里奈
上遠野浩平,上遠野浩平
彩夢,小池彩夢
工藤綾乃,工藤綾乃
椿彩奈,椿彩奈
井上浩・(植物学者),井上浩
梶山弘志,梶山弘志
山田宏臣,山田宏臣
茂垣弘道,茂垣弘道
小野弥夢,小野彌夢
新谷弘実,新谷弘實
実松譲,實松讓
井土霊山,井土灵山
佐藤賢了,佐藤贤了
内田彩,內田彩
岡敬純,冈敬纯
三森すずこ,三森铃子
西田亜沙子,西田亞沙子
徳大寺忻子,德大寺忻子
藤原妍子,藤原妍子
藤原遵子,藤原遵子
藤原寛子・(藤原頼通女),藤原宽子·(藤原赖通女)
藤原賢子,藤原賢子
西園寺姞子,西園寺姞子
三条有子,三条有子
藤原忻子,藤原忻子
藤原育子,藤原育子
藤原歓子,藤原歡子
藤原威子,藤原威子
藤原嫄子,藤原嫄子
西園寺公子,西園寺公子
大炊御門麗子,大炊御門麗子
藤原聖子,藤原圣子
九条立子,九条立子
藤原穏子,藤原穩子
藤原娍子,藤原娍子
藤原得子,藤原得子
藤原伊周,藤原伊周
西園寺嬉子,西园寺嬉子
藤原呈子,藤原呈子
藤原成親,藤原成親
道原かつみ,道原克己
長克巳,長克巳
荒井広幸,荒井广幸
木下浩之,木下浩之
秋本啓之,秋本启之
山賀博之,山贺博之
若林広幸,若林廣幸
中野弘幸,中野弘幸
髙崎寛之,高崎寛之
佐々木勝彦,佐佐木勝彥
岩岡ヒサエ,岩岡壽枝
永井大,永井大
福井未菜,福井未菜
大橋恵,大橋惠
小菅真美,小菅真美
橋本淳・(俳優),橋本淳
須藤理彩,須藤理彩
渡辺梓,渡邊梓
Leda・(ギタリスト),Leda
市川洋介,市川洋介
いしづかあつこ,石塚敦子
藤井淳志,藤井淳志
峰あつ子,峰敦子
桑江咲菜,桑江咲菜
七森美江,七森美江
佐藤賢太郎,佐藤賢太郎
