George Washington,乔治·华盛顿
Henry E. Holt,亨利·E·霍爾特
Harold D. Babcock,哈罗德·D·巴布科克
Iris Marion Young,艾里斯·瑪麗恩·楊
Diego Corrales,迭戈·科拉莱斯
William Wilson Morgan,威廉·威爾遜·摩根
DerMarr Johnson,德马尔·约翰逊
Gregory Jaczko,格雷戈里·B·贾茨科
Jacob Schick,雅各布·希克
Tim Ryan (Ohio politician),提姆·瑞安
Ryan Eggold,萊恩·艾格爾德
Chang-Rae Lee,李昌來
Kenny Dennard,肯尼·登纳德
Dolph Schayes,多尔夫·谢伊斯
Jack Sikma,傑克·希克馬
Mike Ferguson (politician),麥克·弗格森
Steve Hamilton (author),史蒂夫·汉密尔顿·(作家)
John Long (basketball player),约翰·朗
Jesse Helms,傑西·亞歷山大·赫爾姆斯
Eugene Parker,尤金·派克
Diplo,迪波洛
Dave Elman,大衛·艾爾曼
Taye Diggs,泰·迪哥斯
Larry Christiansen,拉里·克里斯汀森
John Thomas (athlete),约翰·托马斯
Quincy Watts,昆西·沃茨
Rose McConnell Long,罗斯·迈克康奈尔·朗
Ruben Fleischer,魯賓·弗來舍
Sidney Wicks,悉尼·威克斯
Captain Marvel (DC Comics),惊奇队长·(DC漫画)
Gus Hall,格斯·霍尔
Walter Bradford Cannon,沃尔特·布拉德福·坎农
William Schuman,威廉·舒曼
Gregg Allman,格雷格·奧爾曼
Michael O'Hare,邁克爾·歐黑爾
Curtis Kitchen,柯蒂斯·基钦
Ossie Davis,奧塞·戴維斯
Taylor Hackford,泰勒·哈克佛
Antoinette Perry,安朵涅特·佩里
Harlene Anderson,賀琳·安德森
Benjamin Banneker,本杰明·班内克
Ralph Abernathy,拉爾夫·阿伯內西
Oliver Ellsworth,奥利弗·埃尔斯沃思
Isabella Acres,伊莎贝拉·爱克斯
Robert Olen Butler,罗伯特·奥伦·巴特勒
Arvid Kramer,阿尔维德·克拉默
Kosta Koufos,科斯塔·库佛斯
Antoine Walker,安东尼·沃克
Shani Davis,沙尼·戴维斯
Richard Posner,理查德·A·波斯纳
Norman Reedus,諾曼·李杜斯
Rick Larsen,里克·拉爾森
Erick Dampier,埃里克·丹皮尔
Chuck Fleischmann,恰克·弗萊舍曼
John Mauchly,约翰·莫奇利
Tracee Ellis Ross,特蕾西·埃莉斯·罗斯
John Perry Barlow,约翰·佩里·巴洛
Robert A. Parker,罗伯特·A·帕克
Charlie Hoag,查利·霍格
Michael Mullen,迈克尔·马伦
Robert Stroud,罗伯特·斯特劳德
Lewis Cass,刘易斯·卡斯
Robert Keohane,羅伯特·基歐漢
George S. Boutwell,乔治·S·鲍特韦尔
Virgil Thomson,维吉尔·汤姆森
Dai Vernon,戴·福農
Tony Plana,托尼·普蘭納
Cornelius Johnson (athlete),科内利厄斯·约翰逊
Clifford Taubes,克利福德·陶布斯
James McKeen Cattell,詹姆斯·麦基恩·卡特尔
Bryce DeWitt,布莱斯·德维特
Domenick Lombardozzi,多門尼克·隆巴多西
Judi Silvano,朱迪·西爾瓦諾
Nima Arkani-Hamed,尼马·阿尔卡尼-哈米德
Matt Frewer,馬特·弗里沃
John J. Cornwell,約翰·雅各布·康威爾
Raja Gosnell,拉加·高斯内尔
Ty Simpkins,泰·辛普金斯
Guinn Smith,吉恩·史密斯
Grant Show,格蘭·蕭
Tim Schafer,提姆·謝弗
Lorenzo Charles,洛伦佐·查尔斯
Jonathan Lipnicki,喬納森·利普尼基
Burton J. Hendrick,伯顿·杰西·亨德里克
Steve Kerr,史蒂夫·科尔
Matt Bonner,马特·邦纳
Norris Coleman,诺里斯·科尔曼
Tom Farrell (middle-distance runner),汤姆·法雷尔
Lou Jones (athlete),卢·琼斯
Sydney Chaplin (American actor),悉尼·厄尔·卓别林
Jacob L. Devers,雅各布·L·德弗斯
Stephen Walt,斯蒂芬·M·沃尔特
Gil Roberts,吉尔·罗伯茨
Henry Hill,亨利·希爾
Sean Scully,肖恩·斯库利
Bill Fagerbakke,比爾·法格巴克
Blaine Luetkemeyer,布萊因·盧克邁爾
William H. McRaven,威廉·麦克雷文
Leslie Uggams,莱斯莉·奥加姆斯
Jackson Scholz,杰克逊·肖尔茨
Mary Gaitskill,玛丽·盖茨基尔
Anna Chennault,陳香梅
Sean Hannity,肖恩·漢尼提
Whitey Bulger,詹姆斯·約瑟夫·巴爾傑
Monte Melkonian,蒙捷·梅爾科尼揚
Tyrus Thomas,泰勒斯·托马斯
Anthony Weiner,安东尼·韦纳
Rick Adelman,里克·阿德尔曼
Alan Lomax,阿伦·罗马克斯
John Kundla,约翰·昆德拉
Michael Raymond-James,麥克·雷蒙-詹姆士
Jared Sparks,杰瑞德·斯帕克斯
Jon Landau,乔恩·兰多·(音乐评论家)
Pete Hoekstra,皮特·胡克斯特拉
Hamish Linklater,哈米什·林克莱特
George Stults,喬治·斯塔爾茨
Dave Hyatt,戴夫·海厄特
Jack Reacher,傑克·李奇
Robert Trent Jones Jr.,小羅伯特·特倫特·瓊斯
Jonathan Knight,強納森·奈特
Eddie Mathews,艾迪·馬修斯
Jerry Sichting,杰里·西奇丁
Lou Harrison,卢·哈里森
Brek Shea,布雷克·謝亞
Elsie Clews Parsons,埃尔西·克鲁斯·帕森斯
Susan Arnold,蘇珊·阿諾德
Alfred Sturtevant,阿尔弗雷德·斯特蒂文特
George Herbert Walker,老乔治·赫伯特·沃克
Rory Sparrow,罗里·斯帕罗
Ken Ribet,肯尼斯·阿蘭·黎貝
Rob Kurz,罗布·库尔茨
Dick Davies,迪克·戴维斯
Ted King (actor),泰德·金
Tim LaHaye,黎曦庭
Rick Malambri,瑞克·馬蘭博瑞
Scott Patterson,史考特·帕特森
Patrick O. Brown,帕特里克·O·布朗
Martin Weitzman,马丁·韦茨曼
Robert Kraft (astronomer),罗伯特·克拉夫特·(1927年)
Tim Kazurinsky,提姆·卡楚林斯基
Samuel Eilenberg,塞缪尔·艾伦伯格
Jacob Bjerknes,雅各布·比耶克内斯
Lili Zhou,周麗麗
Kaitlyn (wrestler),凱特琳·(摔角手)
Steve Jackson (American game designer),史蒂夫·傑克遜·(美國)
Sebastian Telfair,塞巴斯蒂安·特尔费尔
Mike Coffman,麥克·考夫曼
Maarten Schmidt,马尔滕·施密特
Francis Spellman,方濟各·斯佩爾曼
Sonia Chang-Díaz,陈翟苏妮
Steve Wynn,史提芬·艾倫·永利
Road Dogg,洛德·道格
Vicki Vale,維琪·維爾
Aaron Laffey,阿倫·拉菲
Edwin Hall,埃德温·霍尔
Tlingit,特林吉特人
Lisa Fischer,丽莎·费雪
Joe Paterno,喬·帕特諾
Betsy Mitchell,贝齐·米切尔
Dustin Pedroia,达斯汀·佩德罗亚
Richard Anuszkiewicz,理查德·阿努斯凯维奇
Kitty Pryde,幻影貓
Joe DeLoach,乔·德洛克
Bob Richards,鲍勃·理查兹
Bob Schul,鲍勃·舒尔
Jason Dohring,傑森·多靈
Bei Dao,北岛·(诗人)
Eugene Stoner,尤金·M·斯通纳
Andrés Duany,安德鲁·杜安尼
"Bob Brown (basketball, born 1923)",鲍勃·布朗·(篮球运动员)
R. Brent Tully,R·布伦特·塔利
Tom McClintock,湯姆·麥克林托克
Theodate Pope Riddle,希奧黛·波普·李德爾
Henry Carr,亨利·卡尔
Frank Wykoff,弗兰克·怀科夫
Chris Wilcox,克里斯·威尔考克斯
Scott Derrickson,史考特·德瑞森
Michael Bowden (baseball),麥克·鮑登
Cam Newton,凯姆·牛顿
Joe Cooper (basketball),乔·库珀
Terence Winter,泰倫斯·溫特
Charles Conrad Abbott,查尔斯·康拉德·阿博特
Brodie Lee,盧克·哈波爾
Shane Battier,肖恩·巴蒂尔
William Wakefield Baum,威廉·威克菲尔德·鲍姆
Geoff Davis,吉奧夫·戴維斯
Mark Gertler (economist),马克·格特勒
George Duke,喬治·杜克
Joseph M. Juran,約瑟夫·朱蘭
Daniel Friedan,丹尼爾·弗里丹
Edward Lansdale,爱德华·兰斯代尔
Vern Mikkelsen,沃恩·米克尔森
Robert Mills (physicist),罗伯特·米尔斯
Hal Rogers,哈尔·罗杰斯
Bob Kauffman,鲍勃·考夫曼
Michael Ghiselin,迈克尔·盖斯林
Fannie Farmer,芬妮·法默
Nick Van Exel,尼克·范埃克塞尔
Harold Osborn,哈罗德·奥斯本
Khris Middleton,克里斯·米德尔顿
Nicholas D'Agosto,尼古拉斯·達格斯托
Carrot Top,Carrot·Top
Cullen Jones,卡伦·琼斯
Cyrus S. Eaton,赛勒斯·伊顿
Kyle Reese,凱爾·瑞斯
Del Harris,德尔·哈里斯
Adam Krikorian,亚当·克里科里安
Garrett Hardin,加勒特·哈丁
Chester Barnard,切斯特·歐文·巴納德
Jonathan Tucker,喬納森·塔克
Rod Foster,罗德·福斯特
Vincent Richards,文森特·理查兹
John O'Hara,約翰·奧哈拉
Edward C. Tolman,爱德华·托尔曼
Joe Hudepohl,乔·赫德波尔
Chögyam Trungpa,丘揚創巴
Justin Roberts,賈斯汀·羅伯斯
Jack O'Callahan,杰克·奥卡拉汉
Frederick Jackson Turner,弗雷德里克·杰克逊·特纳
Cassius Marcellus Coolidge,卡修斯·马塞勒斯·库利奇
Louis Nirenberg,路易·尼倫伯格
Elizabeth Tulloch,比茜·图诺克
Alexander Orlov (Soviet defector),亚历山大·米哈伊洛维奇·奥尔洛夫
Harriet Metcalf,哈丽雅特·梅特卡夫
Seth Carlo Chandler,賽斯·卡羅·錢德勒
Humphrey Marshall (general),马沙利
Christopher Denham,克里斯多福·鄧漢
Chris Colwill,克里斯·科威爾
JoAnne Russell,乔安妮·拉塞尔
Alvin Jones (basketball),埃尔文·琼斯
Seth Gordon,塞斯·戈登
Elden Campbell,埃尔登·坎贝尔
David Blackwell,戴维·布莱克韦尔
Nicholas Lydon,尼古拉斯·莱登
Russell Hornsby,拉塞尔·霍斯比
George Zweig,喬治·茨威格
Richard Ford,理查德·福特
Ralph Sampson,拉尔夫·桑普森
Robert Parker (wine critic),羅伯特·派克
Samuel Dexter,塞缪尔·德克斯特
Julie Mayer (Desperate Housewives),茱麗·梅耶
Mark Granovetter,马克·格兰诺维特
Stephen Mallory,史蒂芬·馬洛里
Charles Dvorak,查尔斯·德沃夏克
Luther Head,卢瑟·海德
Jerome Frank,杰罗姆·弗兰克
Saul Bass,索爾·巴斯
Robert Roswell Palmer,罗伯特·罗斯威尔·帕尔默
Anna Behlmer,安娜·贝尔默
Killing of Nick Berg,尼克·贝尔格
William Cameron Townsend,金纶·汤逊
Tom Ridge,汤姆·里奇
William Levy (actor),威廉·列維
Paul J. Weitz,保罗·维兹
Gary Woodland,加里·伍德兰德
George H. Williams (Missouri politician),佐治·侯活·威廉斯
Dani Rodrik,丹尼·罗德里克
Baron Hill (politician),巴隆·希爾
Alex Cora,阿莱克斯·科拉
Kelly Johnson (engineer),凯利·约翰逊·(工程师)
Richard Lawrence (bobsleigh),理查德·劳伦斯
Steve Paxton,史蒂夫·帕克斯顿
Maurice Taylor,莫里斯·泰勒
Michael Rooker,迈克尔·鲁克
Jetta Goudal,吉塔·古达尔
Sonny Perdue,桑尼·珀杜
Pete McCaffrey,皮特·麦卡弗里
Nelson Algren,納爾遜·艾格林
Richard Montague,理查德·蒙塔古
Oswald Veblen,奧斯瓦爾德·維布倫
Willie Warren,威利·沃倫
James Edwards (basketball),詹姆斯·爱德华兹
Eric Temple Bell,埃里克·坦普尔·贝尔
Eleanor Lambert,埃莉諾·蘭伯特
Joey Pollari,喬伊·波拉瑞
Moshe Arens,摩西·阿伦斯
Douglas Lenat,道格拉斯·莱纳特
Brian Rolston,布赖恩·罗尔斯顿
Atticus Finch,阿提克斯·芬奇
Jonathan Jackson (actor),喬納森·傑克遜
Howard Pyle,霍华德·皮尔
David Keith (actor),大衛·凱斯
James Montgomery Flagg,詹姆斯·蒙哥马利·弗拉格
Jagdish Bhagwati,賈格迪什·巴格瓦蒂
Walter Burley Griffin,沃尔特·伯利·格里芬
Bill Bertka,比尔·波特卡
William Quan Judge,威廉·關·賈奇
Michael Hollick,迈克尔·霍利克
Ken Griffey Jr.,小肯·葛瑞菲
Samuel T. Cohen,塞姆·科恩
Alexander Rossi,亞歷山大·羅西
Eric Millegan,埃瑞克·米勒根
David Del Tredici,戴维·德尔特雷迪奇
Ronald Rivlin,羅納德·里夫林
Clifton Webb,克利夫顿·韦伯
Juan Maldacena,胡安·马尔达西那
Frederic Remington,弗雷德里克·雷明顿
Jim Simons (mathematician),詹姆斯·西蒙斯
Samuel Goudsmit,塞缪尔·古德斯米特
Ciprian Manolescu,齐普里安·马诺列斯库
Wilford Woodruff,惠福·伍
Igor Ansoff,哈利·伊戈爾·安索夫
Jack McBrayer,傑克·麥克布萊爾
Burt Totaro,伯特·托塔罗
Michael Berryman,迈克尔·贝里曼
Boris Podolsky,鲍里斯·波多尔斯基
William Rankin,威廉·藍欽
Jaycee Chan,房祖名
Tim Scott,蒂姆·斯科特
Rick Carey,里克·凯里
H. C. Robbins Landon,H·C·羅賓斯·蘭登
Colin Egglesfield,科林·伊格斯菲德
Matt Barr,马特·巴尔
Jack McCartan,杰克·麦卡坦
Ross Thomas (actor),罗斯·舒勒·托马斯
Tad Hilgenbrink,泰德·希根布林克
Matt O'Leary,麥特·歐黎瑞
Kit Bond,基特·邦德
Alexander H. Stephens,亚历山大·H·史蒂芬斯
Andrew Rannells,安德魯·蘭內斯
Robin Lopez,罗宾·洛佩斯
Peter Mayhew,彼得·梅休
Josh Hopkins,喬許·霍普金斯
Clement Zablocki,克萊門特·扎布洛基
Wilson Bethel,威爾遜·貝索爾
Antoine Carr,安托万·卡尔
Andy Stanfield,安迪·斯坦菲尔德
George Allen (American politician),佐治·亞倫·(美國政治家)
William Morris Hunt,威廉·莫里斯·亨特
Pierre Eugene du Simitiere,皮埃尔-尤金·迪西默蒂埃
Slick Watts,斯里克·沃茨
Helen Meany,海伦·米尼
Stu Ungar,斯杜·恩戈
Arkady Vyatchanin,阿尔卡季·维亚恰宁
Catharine A. MacKinnon,凱瑟琳·麥金儂
Holland Smith,霍蘭·史密斯
Alfre Woodard,艾尔弗丽·伍达德
Andy Hertzfeld,安迪·赫茲菲爾德
Steve Railsback,史蒂夫·雷尔斯巴克
Jake McDorman,傑克·麥克道曼
Ric Ocasek,里克·奧卡西克
Caroline Smith (diver),卡罗琳·史密斯
Gary Ross,蓋瑞·羅斯
Ron Livingston,榮·利文斯通
James T. Morehead (Kentucky politician),詹姆斯·特纳·莫尔黑德·(肯塔基州政治人物)
Michael Massee,麥可·麥斯
Barney Frank,巴尼·弗蘭克
Hal Greer,哈尔·格里尔
Almon Brown Strowger,阿尔蒙·斯特罗格
Richard Keith (writer/actor/director),理查德·基斯
Allen Woodring,艾伦·伍德林
Johnny Moss,约翰尼·莫斯
Steven Landsburg,史蒂文·兰兹伯格
Alia Atkinson,艾莉雅·阿特金森
Richard A. Knaak,理查德·A·纳克
Campbell Scott,坎貝爾·史考特
Glenn Davis (athlete),格伦·戴维斯·(田径运动员)
Ryan Pinkston,瑞恩·平克斯頓
Frank Marshall (filmmaker),法蘭克·馬歇爾
Steven Holcomb,史蒂文·霍尔库姆
"Robert Walker (actor, born 1918)",羅拔·赫遜·獲加
Albio Sires,阿爾比奧·席瑞斯
DeWitt Clinton,德威特·克林顿
Alger Hiss,阿尔杰·希斯
Jeff Cheeger,杰夫·奇格
Frank Knox,弗兰克·诺克斯
Bobby Jackson,博比·杰克逊
Norah Jones,诺拉·琼斯
Jo Jo White,乔·乔·怀特
Jim Brewer (basketball),吉姆·布鲁尔
Bob Clark,鮑伯·克拉克
David M. Potter,戴维·M·波特
James P. Johnson,詹姆斯·派斯·詹森
J. William Fulbright,J·威廉·傅爾布萊特
Candy Darling,坎迪·达琳
Irving Small,欧文·斯莫尔
Dick Wolf,迪克·沃夫
Jeffrey Katzenberg,杰弗瑞·卡森伯格
Dan Inosanto,丹尼·伊诺山度
Joey Lawrence,喬伊·羅倫斯
Brad Ellsworth,布拉德·埃爾斯沃斯
Gerard K. O'Neill,傑瑞德·K·歐尼爾
Brad Henry,布拉德·亨利
Pat Roberts,派特·羅伯茲
Iván Szelényi,塞勒尼·伊万
Jimmie Vaughan,吉米·沃恩
Mike Capuano,麥克·卡普阿諾
Mel Carnahan,梅尔·卡纳汉
Robert Smith (Cabinet member),罗伯特·史密斯
Michael Copon,邁克·科彭
Mike Simpson,麥克·辛普森
Francis Lawrence,法蘭西斯·羅倫斯
Steve Lundquist,史蒂夫·伦德奎斯特
Art Collins (basketball),阿特·科林斯
Albert Hammond Jr.,小阿尔伯特·哈蒙德
Andy Nelson (sound engineer),安迪·尼尔森
Tzi Ma,马泰·(华裔演员)
Brad Anderson (director),布雷·安德森
Antonia Brico,安东尼娅·布里科
Andy Phillip,安迪·菲利普
Dave Alexander (musician),戴夫·亞歷山大
Manti Te'o,曼泰·提欧
Enrique Murciano,恩里克·莫西亞諾
Ben Roethlisberger,本·罗斯利斯伯格
Byron Scott,拜伦·斯科特
Eddie House,埃迪·豪斯
Anne LaBastille,安妮·拉巴史迪理
Angela Ahrendts,安吉拉·阿伦茨
Burt Ward,伯特·沃德
Elizabeth Bentley,伊丽莎白·本特利
Denis Sanders,丹尼斯·桑德斯
Otis Birdsong,奥蒂斯·伯德桑
Patrick Williams (composer),帕特里克·威廉斯
Marc Mitscher,马克·米切尔
Matt Schulze,麥特·蘇茲
Marie Tharp,玛丽·萨普
Jeb Hensarling,傑布·亨薩靈
Mike Conaway,麥克·康納威
Joe Manchin,乔·曼钦
Ken Calvert,肯·卡爾沃特
Brad Furman,布拉德·福尔曼
John Wooden,约翰·伍登
Michael Dudikoff,麥可·杜迪考夫
Daniel J. Boorstin,丹尼尔·布尔斯廷
Stephen Timoshenko,斯捷潘·季莫申科
John Dingell,約翰·丁格爾
John de Lancie,约翰·德·兰西
Robert B. Parker,羅伯特·B·派克
Robert W. Wood,罗伯特·威廉姆斯·伍德
John Kuck,约翰·库克·(田径运动员)
Philip Michael Thomas,菲利普·迈克尔·托马斯
Mark Isham,馬克·艾沙姆
Jack Reed (Rhode Island politician),杰克·里德
Guion Bluford,圭恩·布鲁福德
Madison Davenport,麥蒂森·達文波特
Eleanor Lansing Dulles,艾蓮若·藍辛·杜勒斯
LaDainian Tomlinson,拉达尼安·汤姆林森
James E. Webb,詹姆斯·韦伯
Vito Genovese,維多·吉諾維斯
Art Langley,阿特·兰利
Allan Alcorn,艾伦·奥尔康
Louis Moreau Gottschalk,路易斯·莫罗·戈特沙尔克
Roger Sessions,罗杰·塞欣斯
Phil Katz,菲尔·卡茨
Lyndon LaRouche,林登·拉罗奇
Jake Short,傑克·索特
Henry Louis Gates Jr.,亨利·路易斯·盖茨
Eddie Rickenbacker,埃迪·里肯巴克
Bobby Ryan,博比·瑞安
Gerrit Smith Miller Jr.,小格里特·史密斯·米勒
Rodger Young,罗杰·扬
Marguerite Higgins,瑪格麗特·希金斯
Lysander Spooner,萊桑德·斯波納
Garrett Wang,王以瞻
Louis McLane,路易斯·麦克莱恩
James W. Gerard,詹姆斯·W·杰勒德
David Conrad,大衛·康瑞德
Ben Coleman (basketball),本·科尔曼
Earl Thomson,厄尔·汤姆森
Leon Russom,利昂·魯索姆
Edwin Sutherland,埃德温·萨瑟兰
Devin Nunes,德温·努涅斯
Mac Thornberry,麥克·索恩貝里
Michael McCaul,麥克·麥克考
Clayton Stanley,克萊頓·斯坦利
Tony Hale,托尼·海爾
Alfred Worden,阿尔弗莱德·沃尔登
John D. Roberts,约翰·东布罗夫斯基·罗伯茨
Evan Williams (Internet entrepreneur),埃文·威廉姆斯
Holger Thiele,霍尔格·蒂勒
Whitney Smith,惠特尼·史密斯
Eugene H. Trinh,鄭有州
Jay Nixon,傑伊·尼克森
Toney Douglas,托尼·道格拉斯
Chuck Grassley,查克·葛雷斯利
Ron Wyden,榮·懷登
Hubert Selby Jr.,休伯·塞爾比
W. Eugene Smith,尤金·史密斯
Nick Lampson,尼克·拉普森
Robert Maynard Hutchins,羅伯特·梅納德·哈欽斯
George Hearst,乔治·赫斯特
Jon Tester,喬恩·泰斯塔
Willie Mays,威利·梅斯
Billy Gardell,比利·加德爾
John J. McCloy,约翰·J·麦克洛伊
Jonathan Quick,乔纳森·奎克
Steve Genter,史蒂夫·金特
Storm (Marvel Comics),暴風女
Gregg Landaker,格雷格·兰德克
Joel Silver,喬·西佛
Thomas Hampson,托馬斯·漢普遜
William J. Perry,威廉·佩里
Richard M. Daley,李察·米高·戴利
Elizabeth F. Neufeld,伊丽莎白·诺伊费尔德
Mindy Kaling,敏蒂·卡靈
Joe Lovano,喬·洛瓦諾
Nate Silver,納特·西爾弗
Alexander Patch,亞歷山大·帕奇
Flash Thompson,閃電·湯普森
Randy Neugebauer,蘭迪·紐格鮑爾
Jerzy Neyman,耶日·内曼
Harold Crisler,哈尔·克赖斯勒
Melvin Ely,梅尔文·伊莱
Michael C. Burgess,邁克爾·伯吉斯
George Christopher Williams,佐治·C·威廉斯
Ethan Allen,伊頓·阿倫
Daniel Roebuck,丹尼爾·羅布克
John Taylor (Mormon),約翰·泰來
Gene Green,金·格林
Chris Carmack,克里斯·卡馬克
Matt Wieters,麥特·威特斯
Justin Lin,林詣彬
Tremaine Fowlkes,特里梅因·福尔克斯
Antonio Davis,安东尼奥·戴维斯
Nolan Gould,诺兰·古德
Rico Rodriguez (actor),里科·羅德里格茲
Franklin Farrell,富兰克林·法雷尔
Sheldon Cooper,谢尔顿·库珀
George Washington Custis Lee,乔治·华盛顿·卡斯蒂斯·李
Jim Rogers,占·羅傑斯
Kurt Thomas (basketball),庫特·湯瑪斯·(籃球)
Peter Diamandis,彼得·戴曼迪斯
Kenny Rogers (baseball),肯尼·羅傑斯·(棒球運動員)
Mattie Stepanek,馬提·史提潘尼克
Doc Cheatham,達克·奇特漢
Edwin Walker,艾德溫·渥克
Bree Van de Kamp,布莉·荷治
Raimundo Lida,雷蒙多·利达
Lucius Allen,卢修斯·艾伦
Gary Merrill,加里·梅里尔
Michael Mukasey,迈克尔·穆凯西
Chan Gurney,約翰·格尼
Robert J. Bentley,罗伯特·朱利安·本特利
Pepper Adams,派伯·亞當斯
Antonio Esfandiari,安東尼奧·艾斯芬迪亞里
Big E (wrestler),Big·E
Jimmy Rollins,吉米·羅林斯
Leslie Lemke,萊斯理·蘭姆克
Bill Holland (sprinter),比尔·霍兰
William Nordhaus,威廉·诺德豪斯
Guile (Street Fighter),蓋爾·(快打旋風)
Kyla Ross,凯拉·罗斯
Antonio Harvey,安东尼奥·哈维
S. S. Van Dine,范·達因
John Green,約翰·葛林
Roger Christian (ice hockey),罗杰·克里斯蒂安
Grant Green,葛蘭特·格林
James Gray (director),詹姆士·葛雷
Rickey Henderson,瑞奇·韓德森
Damon Jones,戴蒙·琼斯
Lewis H. Brereton,刘易斯·H·布里尔顿
Edward Robinson (scholar),爱德华·罗宾逊·(圣经学者)
David J. Stevenson,大衛·史提芬遜·(天文學家)
James Loney,詹姆斯·隆尼
Larsen Jensen,拉森·詹森
George M. Cohan,喬治·M·科漢
Steve Case,斯蒂芬·凯斯
James V. Stanton,詹姆斯·文森特·斯坦顿
Leroy Grumman,里洛易·格鲁门
Stephen A. Schwarzman,苏世民
Robert S. Kaplan,罗伯特·S·卡普兰
