George Washington,ジョージ・ワシントン
Donna Shalala,ドナ・シャレイラ
Erica Ellyson,エリカ・エリソン
Allan Nairn,アラン・ネアン
Diane Delano,ダイアン・デラーノ
Marc Jacobs,マーク・ジェイコブス
Joseph Kosuth,ジョセフ・コスース
Kyle Cooper,カイル・クーパー
Remy Ma,レミー・マー
Lina Basquette,リナ・バスケット
Frankie Laine,フランキー・レイン
Pat Boone,パット・ブーン
Mark Forest,マーク・フォレスト
Lucille Hegamin,ルシール・ヘガミン
Sam Raimi,サム・ライミ
John Francis Daley,ジョン・フランシス・デイリー
Tricia O'Neil,トリシア・オニール
Soulja Boy,ソウルジャ・ボーイ・テレム
Jake Hager,ジャック・スワガー
Elsie de Wolfe,エルシー・デ・ウルフ
"Grace Curzon, Marchioness Curzon of Kedleston",グレース・カーゾン (カーゾン・オブ・ケドルストン侯爵夫人)
Kay Lenz,ケイ・レンツ
Bill Studeman,ウィリアム・O・ステューデマン
Marshall Carter,マーシャル・カーター
Kevin Young,ケビン・ヤング
Fritz Leiber,フリッツ・ライバー
Red Buttons,レッド・バトンズ
Kieran Culkin,キーラン・カルキン
Adelaide Hall,アデレード・ホール
Candy Reynolds,キャンディ・レイノルズ
Hugh McDonald,ヒュー・マクドナルド
David Moss,デイヴィッド・モス
Constance Dowling,コンスタンス・ダウリング
Mary Philips,メアリー・フィリップス
Lynn-Holly Johnson,リン＝ホリー・ジョンソン
Andy Milonakis,アンディ・ミロナキス
Mickey Cochrane,ミッキー・カクレーン
Eddie Jefferson,エディ・ジェファーソン
Leo Burnett,レオ・バーネット
Will "Dub" Jones,ダブ・ジョーンズ
John Oates,ジョン・オーツ
Julie Powell,ジュリー・パウエル
Mezz Mezzrow,メズ・メズロウ
Robert Torricelli,ロバート・トリチェリ
Eddie Albert,エディ・アルバート
Bob Kane,ボブ・ケーン
William H. Riker,ウィリアム・ライカー
Barry Seal,バリー・シール
Jaime Vendera,ジェイミー・ヴァンデラ
Leland Stanford MacPhail Jr.,リー・マクフェイル
Gary Vitti,ゲイリー・ヴィッティ
Thomas Campbell,トマス・キャンベル
Daniel Smith,ダニエル・スミス
Timothy J. Keating,ティモシー・キーティング
Gilby Clarke,ギルビー・クラーク
James Lafferty,ジェームズ・ラファティ
Jon Hamm,ジョン・ハム
Chris Hardwick,クリス・ハードウィック
Margaret Livingston,マーガレット・リビングストン
Michelle Bauer,ミシェル・バウアー
Alfred Stieglitz,アルフレッド・スティーグリッツ
Sunny von Bülow,サニー・フォン・ビューロー
Johnnie Carr,ジョニー・カー
Nick Massi,ニック・マッシ
John Fogerty,ジョン・フォガティ
Joan Tower,ジョアン・タワー
Earle Wheeler,アール・G・ウィーラー
Forrest Sherman,フォレスト・シャーマン
Glen Moore,グレン・ムーア
Jeffrey Wright,ジェフリー・ライト
Claire Watson,クレア・ワトソン
Markie Post,マーキー・ポスト
Rivers Cuomo,リヴァース・クオモ
Larry Fast,ラリー・ファスト
David Foster Wallace,デヴィッド・フォスター・ウォレス
Charles Evans Hughes,チャールズ・エヴァンズ・ヒューズ
Dorothy Thompson,ドロシー・トンプソン
Virginia Christine,ヴァージニア・クリスティン
Eugene Allen Gilmore,ユージン・アレン・ギルモア
Paul Dano,ポール・ダノ
Dave Sardy,デヴィッド・サーディ
Jean Baptiste Charbonneau,ジャン・バティスト・シャルボノー
Leon Ames,レオン・エイムズ
Michael Connelly,マイクル・コナリー
Archie Hahn,アーチー・ハーン
Matthew Shepard,マシュー・シェパード
Reginald Arvizu,レジナルド・アーヴィツ
Redman,レッドマン
Doyle Brunson,ドイル・ブランソン
Mary Kendall Browne,メアリー・ブラウン
Mathilde Bonnefoy,マティルド・ボンフォワ
Betsy Nagelsen,ベッツィ・ナゲルセン
Victoria Horne,ヴィクトリア・ホーン
Susan Ruttan,スーザン・ラッタン
Beverlee McKinsey,ビヴァリー・マッキンゼー
Mark Pellegrino,マーク・ペルグリノ
Howard McGhee,ハワード・マギー
Robert Woolsey,ロバート・ウールジー
Joseph Stefano,ジョセフ・ステファノ
Chad Fleischer,チャド・フライシャー
Wallace Roney,ウォレス・ルーニー
Homer Lane,ホーマー・レイン
Giorgi Latsabidze,ギオルギ・ラッザビゼ
Ann Veneman,アン・ヴェネマン
Juliette Atkinson,ジュリエット・アトキンソン
Madeleine Bordallo,マドレーヌ・ボーダリオ
Alice von Hildebrand,アリス・フォン・ヒルデブラント
Megyn Kelly,メジン・ケリー
Florencia Lozano,フロレンシア・ロザーノ
Isis King,アイシス・キング
Shelly Martinez,シェリー・マルティネス
Penny Fuller,ペニー・フラー
Holly Williams,ホリー・ウィリアムズ
Millie Jackson,ミリー・ジャクソン
Patricia Owens,パトリシア・オーウェンズ
James Duesenberry,ジェームズ・デューゼンベリー
Harry Hooper,ハリー・フーパー
Hoyt Wilhelm,ホイト・ウィルヘルム
Ty Hardin,タイ・ハーディン
Charley Burley,チャーリー・バーリー
Bob Fosse,ボブ・フォッシー
Harry Gold,ハリー・ゴールド
Burgess Meredith,バージェス・メレディス
Gilbert Sorrentino,ギルバート・ソレンティーノ
Lou Boudreau,ルー・ブードロー
Michel Legrand,ミシェル・ルグラン
Wynonie Harris,ワイノニー・ハリス
Brooks Atkinson,ブルックス・アトキンソン
Eugene Lyons,ユージーン・ライオンズ
John Hinckley,ジョン・ヒンクリー
Michael Weiss,マイケル・ワイス
DaVarryl Williamson,ダバリル・ウィリアムソン
Corbin Allred,コルビン・アルレッド
Bill Crow,ビル・クロウ
Jason Starr,ジェイソン・スター
Patrick Warburton,パトリック・ウォーバートン
Angus T. Jones,アンガス・T・ジョーンズ
Lou Ferrigno,ルー・フェリグノ
James Connolly,ジェームズ・コノリー
Chris Klein,クリス・クライン
Oliver Platt,オリヴァー・プラット
Alfred P. Sloan,アルフレッド・スローン
Dmitry Sitkovetsky,ドミトリー・シトコヴェツキー
Talbot Mundy,タルボット・マンディ
Jerome Kern,ジェローム・カーン
Pierre Matisse,ピエール・マティス
Arpad Elo,アルパド・イロ
Lester Thurow,レスター・C・サロー
Dean Rusk,ディーン・ラスク
Stephen D. Lee,スティーブン・D・リー
Ike Williams,アイク・ウィリアムス
Samuel Seabury,サミュエル・シーベリー
Sidney Mintz,シドニー・ミンツ
Henry Winkler,ヘンリー・ウィンクラー
Eugene Ormandy,ユージン・オーマンディ
Andrew Stevenson,アンドリュー・スティーヴンソン
Jesse Pomeroy,ジェシー・ポメロイ
Radley Metzger,ラドリー・メツガー
Al Green,アル・グリーン
Ella Guru,エラ・グル
Agnes Martin,アグネス・マーティン
Susan Tedeschi,スーザン・テデスキ
Bob Moore,ボブ・ムーア
John DiMaggio,ジョン・ディマジオ
Gary Roughead,ゲイリー・ラフヘッド
Increase Sumner,インクリース・サムナー
Walter Alston,ウォルター・オルストン
Bill Doggett,ビル・ドゲット
James Cartwright,ジェームズ・E・カートライト
Brian Austin Green,ブライアン・オースティン・グリーン
Ray Harryhausen,レイ・ハリーハウゼン
Cathy McMorris Rodgers,キャシー・マクモリス・ロジャース
Karla Bonoff,カーラ・ボノフ
Stacy Haiduk,ステイシー・ハイダック
Tom Brady,トム・ブレイディ
Jason Lezak,ジェイソン・レザック
apl.de.ap,アップル・デ・アップ
Gary Coleman,ゲーリー・コールマン
Jim Yong Kim,ジム・ヨン・キム
Henry Wilson,ヘンリー・ウィルソン
Jamaica Kincaid,ジャメイカ・キンケイド
Bebe Buell,ビビ・ビュエル
Alice Hamilton,アリス・ハミルトン
Eddie Murray,エディ・マレー
G. William Domhoff,ジョージ・ウィリアム・ダンホフ
Julie Otsuka,ジュリー・オーツカ
Ingrid Daubechies,イングリッド・ドブシー
David Arquette,デヴィッド・アークエット
Vonda Shepard,ヴォンダ・シェパード
MC Chris,MCクリス
King Oliver,キング・オリヴァー
Erich Wolfgang Korngold,エーリヒ・ヴォルフガング・コルンゴルト
Liviu Librescu,リビウ・リブレスク
Rob Morrow,ロブ・モロー
Jeri Taylor,ジェリ・テイラー
Fannie Hurst,ファニー・ハースト
Gladys Heldman,グラディス・ヘルドマン
Lynn Ahrens,リン・アーレンズ
Paul Winfield,ポール・ウィンフィールド
Jocelyn Seagrave,ジョセリン・シーグレイブ
Donald Curry,ドナルド・カリー
Aki Aleong,アキ・アレオン
James Burton,ジェームズ・バートン
Warren Christopher,ウォーレン・クリストファー
Adam Brody,アダム・ブロディ
Rodney Mullen,ロドニー・ミューレン
Evander Holyfield,イベンダー・ホリフィールド
Jonah Hill,ジョナ・ヒル
James Van Der Beek,ジェームズ・ヴァン・ダー・ビーク
Lil Jon,リル・ジョン
Neil Diamond,ニール・ダイアモンド
Lois Wilson,ロイス・ウィルソン
Paul Rodriguez,ポール・ロドリゲス
Osie Johnson,オーシー・ジョンソン
Paul Revere,ポール・リビア
Dannie Richmond,ダニー・リッチモンド
Robert Sabuda,ロバート・サブダ
Louise Latham,ルイーズ・ラサム
Wade Williams,ウェイド・ウィリアムズ
Penny Pritzker,ペニー・プリツカー
Oscar De La Hoya,オスカー・デ・ラ・ホーヤ
Jackie Coogan,ジャッキー・クーガン
Gig Young,ギグ・ヤング
Hal Scardino,ハル・スカーディノ
Holmes Osborne,ホームズ・オズボーン
Norton Simon,ノートン・サイモン
A. J. McLean,A.J.
Sam Shepard,サム・シェパード
Thomas Harris,トマス・ハリス
Joe Perry,ジョー・ペリー
John Boles,ジョン・ボリス
Clinton Portis,クリントン・ポーティス
Skitch Henderson,スキッチ・ヘンダーソン
Edward P. Carville,エドワード・P・カービル
Alejandro Daniel Wolff,アレハンドロ・ダニエル・ウルフ
John W. Taylor,ジョン・W・テイラー
Luke Appling,ルーク・アップリング
Roy Milton,ロイ・ミルトン
Ahman Green,アーマン・グリーン
Curt Kirkwood,カート・カークウッド
Snitz Edwards,スニッツ・エドワーズ
Martin Landau,マーティン・ランドー
John Allen Campbell,ジョン・アレン・キャンベル
Thomas C. Hindman,トマス・ハインドマン
Christopher Stevens,クリストファー・スティーブンス
Paul Tibbets,ポール・ティベッツ
Kelis,ケリス
John Searle,ジョン・サール
Henry Armetta,ヘンリー・アルメッタ
Herb Alpert,ハーブ・アルパート
Winslow Homer,ウィンスロー・ホーマー
Anthony Davis,アンソニー・デイビス
Jack Albertson,ジャック・アルバートソン
John Mahoney,ジョン・マホーニー
Derrick Jefferson,デリック・ジェファーソン
Barre Phillips,バール・フィリップス
Crane Brinton,クレイン・ブリントン
Fred Tackett,フレッド・タケット
Mona Freeman,モナ・フリーマン
George Shultz,ジョージ・シュルツ
Héctor Elizondo,ヘクター・エリゾンド
Richie Hayward,リッチー・ヘイワード
George David Birkhoff,ジョージ・デビット・バーコフ
Henry-Russell Hitchcock,ヘンリー＝ラッセル・ヒッチコック
Thomas Stewart,トーマス・ステュワート
Philip Yordan,フィリップ・ヨーダン
Shae D'Lyn,シェー・ドリン
Franklin Delano Roosevelt Jr.,フランクリン・デラノ・ルーズベルト・ジュニア
Adam Yauch,アダム・ヤウク
George Burns,ジョージ・バーンズ
Lester R. Ford,レスター・フォード
Vinton Hayworth,ヴィントン・ヘイワース
Clifford D. Simak,クリフォード・D・シマック
Nella Walker,ネラ・ウォーカー
William Randolph Hearst,ウィリアム・ランドルフ・ハースト
David Caruso,デヴィッド・カルーソ
Aaron Spelling,アーロン・スペリング
Mr. T,ミスター・T
Gina Hecht,ジーナ・ヘクト
Lynn Morley Martin,リン・モーリー・マーティン
Carter Harrison,カーター・ハリソン・ジュニア
Jerry Lawler,ジェリー・ローラー
Matthew Davis,マシュー・デイビス
Jess Thomas,ジェス・トーマス
Jerry Lewis,ジェリー・ルイス
Richard Pryor,リチャード・プライヤー
James Randi,ジェームズ・ランディ
Daredevil,デアデビル
Peter Dumont Vroom,ピーター・デュモン・ヴルーム
William Wadsworth Hodkinson,ウィリアム・ワズワース・ホジキンソン
Andrei Kirilenko,アンドレイ・キリレンコ
Matthew Morrison,マシュー・モリソン
Harold Johnson,ハロルド・ジョンソン
John Lescroart,ジョン・T・レスクワ
William L. Shirer,ウィリアム・L・シャイラー
Jack van Bebber,ジャック・バン・ベッバー
Charles Taze Russell,チャールズ・テイズ・ラッセル
Kenneth McVay,ケン・マクヴェイ
Richard Condon,リチャード・コンドン
John Mellencamp,ジョン・メレンキャンプ
Tom Mix,トム・ミックス
Jameel McCline,ジャミール・マックライン
Sean Flynn,ショーン・フリン
Fres Oquendo,フェリス・オケンド
John Lehman,ジョン・リーマン
Arthur Lubin,アーサー・ルービン
Bert Cooper,バード・クーパー
Don King,ドン・キング
Babyface,ベイビーフェイス
Mike Bongiorno,マイク・ボンジョールノ
William Orlando Darby,ウィリアム・ダービー
Lewis H. Morgan,ルイス・ヘンリー・モーガン
Steven R. McQueen,スティーブン・R・マックイーン
Donnie Wahlberg,ドニー・ウォルバーグ
Earl Boykins,アール・ボイキンス
Eugene Sawyer,ユージーン・ソーヤー
Ted DiBiase,テッド・デビアス
Mickey Mantle,ミッキー・マントル
