Angela Merkel,アンゲラ・メルケル
Detlef Bierstedt,デトレフ・ビアステッド
Gerhard Schmatz,ゲルハルト・シュマッツ
Hans Joachim Iwand,ハンス・ヨアヒム・イーヴァント
Udalrich I. von Scheyern,ウダルリヒ1世・(シェイエルン伯)
Dietrich Erdmann,ディートリヒ・エルトマン
Aloys von Arco-Stepperg,アロイス・フォン・アルコ＝シュテッペルク
Georg Heinrich Lünemann,ゲオルク・ハインリヒ・リューネマン
Dorothea von Ertmann,ドロテア・フォン・エルトマン
Eberhard Schmidt-Aßmann,エバーハルト・シュミット＝アスマン
Maximilian Befort,マクシミリアン・ベフォート
Dorothea von Sachsen-Altenburg,ドロテア・フォン・ザクセン＝アルテンブルク
Thomas Bock (Baurobotiker),トーマス・ボック
Dubislaw von Platen,ドゥビスラフ・フリードリヒ・フォン・プラーテン
Volker Heyn,フォルカー・ハイン
Harald Heinke,ハラルト・ハインケ
Eberhard Zorn,エーベルハルト・ツォルン
Tyron Zeuge,タイロン・ツォイゲ
Nadeshda Brennicke,ナデシュダ・ブレニッケ
Elisabeth von der Pfalz (1381–1408),エリーザベト・フォン・デア・プファルツ・(1381-1408)
Eberhard Schöler,エーベルハルト・シェーラー
Theresa Vilsmaier,テレザ・フィルスマイアー
Alfred Fikentscher,アルフレート・フィケンシャー
Eduard Habsburg-Lothringen,エドゥアルト・ハプスブルク＝ロートリンゲン
Nancy Faeser,ナンシー・フェーザー
Simone Lang (Eiskunstläuferin),シモーネ・ラング
Eckhard Hein,エックハルト・ハイン
Lars Gärtner,ラース・ガルトナー
Hans-Georg Burghardt,ハンス＝ゲオルク・ブルクハルト
Johann Salomon Wahl,ヨハン・サルモン・ヴァール
Martin Flämig,マルティン・フレーミヒ
Eduard Reichenow,エドゥアルト・ライヒェナウ
Friedrich Siegmund von Bredow,フリードリヒ・ジークムント・フォン・ブレドウ
Edgar Kupfer-Koberwitz,エドガー・クプファー＝コベルヴィッツ
Eileen Zillmer,アイリーン・ツィルマー
Johann Conrad Seekatz,ヨハン・コンラート・ゼーカッツ
Elea Geissler,エレア・ガイスラー
Elfride Trötschel,エルフリーデ・トレッチェル
Elisabeth Schiemann,エリザベート・シーマン
Friedrich Mücke,フリードリヒ・ミュッケ
Elisabeth von Bayern (1361–1382),エリーザベト・フォン・バイエルン・(1361-1382)
Paul Adolf Seehaus,パウル・アドルフ・ゼーハウス
Matthias Konradt,マティアス・コンラート
Elly Winter (Eiskunstläuferin),エレイン・ヴィンター
Gerhardt Wilhelm von Reutern,ゲルハルト・ヴィルヘルム・フォン・ロイテルン
Hans Meinhardt (Naturwissenschaftler),ハンス・マインハルト
Freddy Kottulinsky,フレディ・コッツリンスキー
Erich Zeller,エーリヒ・ツェラー
Siegfried Köhler (Dirigent),ジークフリート・ケーラー
Erika Kraft,エリカ・クラフト
Erika Hoffmann,エリカ・ホフマン
Hans Veit zu Toerring-Jettenbach,ハンス・ファイト・ツー・テーリンク＝イェッテンバッハ
Erich Penzel,エーリヒ・ペンツェル
Ferdinand Gottfried von Herder,フェルディナント・ゴットフリート・フォン・ヘルダー
Nico Schulz,ニコ・シュルツ
Jürgen Rose (Bühnenbildner),ユルゲン・ローゼ
Emmerich von Arco-Valley,エメリッヒ・フォン・アルコ・アオフ・ファーライ
Helmut Koch (Musiker),ヘルムート・コッホ
Gerhard Steidl,ゲルハルト・シュタイデル
Ernst Hildebrand (Maler),エルンスト・ヒルデブラント
Ernst Hoffmann (Philosophiehistoriker),エルンスト・ホフマン・(1880-1952)
Erich Clar,エリック・クラー
Theodor Bohlmann,テオドール・ボールマン
Ernst Oppler,エルンスト・オップラー
Nadia Hilker,ナディア・ヒルカー
Helmut Schön,ヘルムート・シェーン
Fritz Koenecke,フリッツ・ケーネッケ
Wilhelm Haspel,ヴィルヘルム・ハスペル
Hanfried Müller,ハンフリート・ミュラー
Felix Zwayer,フェリックス・ツヴァイヤー
Friedrich Fehr,フリードリヒ・フェール
Wieland Wagner (Journalist),ヴィーラント・ワーグナー・(ジャーナリスト)
Felicio Brown Forbes,フェリシオ・ブラウン・フォーブス
Rudi Istenič,ルディ・イステニッチ
Max Jammer,マックス・ヤンマー
Hendrik Wüst,ヘンドリック・ブスト
Sarah Engels,サラ・エンゲルス
Hans-Jürgen von Bose,ハンス＝ユルゲン・フォン・ボーゼ
Marian Migdal,マリアン・ミグダル
Rainer Schedlinski,ライナー・シェドリンスキ
Reinhard Febel,ラインハルト・フェーベル
Hans Millies (Komponist),ハンス・ミリエス
Gerd Knäpper,ゲルト・クナッパー
Will Humburg,ヴィル・フンブルク
Hellmut Späth,ヘルムート・シュペート
Marcelo Grohe,マルセロ・グロエ
Folker Reichert,フォルカー・ライヒェルト
Roger Schmidt,ロガー・シュミット
Franz Mohr (Konzerttechniker),フランツ・モア
Franz Mikorey (Komponist),フランツ・ミコライ
Miryam Roper,ミリアム・ローパー
Werner Hübschmann,ヴェルナー・ヒュープシュマン
Gustav Rudolf Sellner,ルドルフ・ゼルナー
Kurt Zehe,クルト・ツィーエ
Matthias Klotz (Geigenbauer),マティアス・クロッツ
Franz Oberwinkler,フランツ・オーベルヴィンクラー
"Florian Müller (Fußballspieler, 1986)",フロリアン・ミュラー・(1986年生のサッカー選手)
Florian Niederlechner,フロリアン・ニーダーレヒナー
Franz Weihmayr,フランツ・ワイマール
Alexandra Schreiber,アレクサンドラ・シュライバー
Ernst Rudolf Huber,エルンスト・ルドルフ・フーバー
Kurt Honolka,クルト・ホノルカ
Helmuth Macke,ヘルムート・マッケ
Karl Pflaumer,カール・プラウマー
Franz Doelle,フランツ・デーレ
Martin Scharfe,マルティーン・シャルフェ
Hasso Herschel,ハッソ・ヘルシェル
Werner Jacobi (Erfinder),ヴェルナー・ヤコビ
Friedrich II. von Habsburg,フリードリヒ2世・フォン・ハプスブルク
Kurt-Heinz Stolze,クルト＝ハインツ・シュトルツェ
Friedrich Meckseper,フリードリヒ・メクセペル
Franzjosef Maier,フランツヨーゼフ・マイアー
Franz Zilly,フランツ・ツィリー
Frank Hoffmann (Schauspieler),フランク・ホフマン
Friedrich Wilhelm Pixis (Geiger),フリードリヒ・ヴィルヘルム・ピクシス
Fritz Roeber,フリッツ・レーバー
Frank Schmickler,フランク・シュミックラー
Paul Rieth,パウル・リート
Frederik Hetmann,フレデリック・ヘットマン
Friedrich Wilhelm von Hanau,フリードリヒ・フォン・ハーナウ＝ホロヴィッツ
Friedrich von Spörcken,フリードリヒ・フォン・シュペルケン
Timo Dierkes,ティモ・ディールケス
Fritjof Haft,フリチョフ・ハフト
Kay Kohlmeyer,カイ・コールマイヤー
Moritz von Hanau-Hořovice,モーリッツ・フォン・ハーナウ＝ホロヴィッツ
Fritz Theodor Overbeck,フリッツ・テオドール・オーヴァーベック
Fritz Stoltenberg,フリッツ・シュトルテンベルク
Fritz Zaun (Dirigent),フリッツ・ツァウン
Karl Hagemeister,カール・ハーゲマイスター
Ruby O. Fee,ルビー・O・フィー
Garnet Ostermeier,ガルネット・オスターマイヤー
Gesa Lindemann,ゲーザ・リンデマン
Maximilian Kleber,マキシ・クレバー
Sucharit Bhakdi,スチャリット・バクディ
Patrick Rakovsky,パトリック・ラコフスキー
Georg Simon Löhlein,ゲオルク・ジーモン・レーライン
Günter Grau,ギュンター・グラウ
Georg Vollerthun,ゲオルク・フォラートゥーン
Alfred Freyberg,アルフレート・フライベルク
Gerhard Prinz,ゲルハルト・プリンツ
Gerhard Limberg,ゲルハルト・リンベルク
Gerd Baumann,ゲルト・バウマン
Martin Schmidt (Judoka),マルティン・シュミット・(柔道)
Pauline Bremer,パウリーネ・ブレマー
Johannes Kreidler (Musiker),ヨハネス・クライドラー
Gesche Meiburg,ゲッシェ・マイブルク
Gerhard Bosse,ゲルハルト・ボッセ
Max Kepler,マックス・ケプラー
Gerhard Ulrich,ゲルハルト・ウルリヒ
Heinrich XXIV. (Reuß-Köstritz),ハインリヒ24世・(ロイス＝ケストリッツ伯)
Luise Helm,ルイゼ・ヘイム
Gerti Schanderl,ゲルティ・シャンデール
Gert Neumann,ゲルト・ノイマン
Hans Pischner,ハンス・ピシュナー
Porsche Design,ポルシェデザイン
Gustav Rivinius,グスタフ・リヴィニウス
Rick Zabel,リック・ツァベル
Philipp Otto zu Salm,フィリップ・オットー・ツー・ザルム
Gregor K. Wenning,グレゴール・ウェニング
Gregor Paul,グレゴール・パウル
Veronika Dytrt,ヴェロニカ・ディトルトヴァー
Gisela Getty,ジゼラ・ゲティ
Karin Riediger,カリン・リーディガー
Hans-Joachim Daerr,ハンス＝ヨアヒム・デア
Nadia Raoui,ナディア・ラオウイ
Wilhelm August Lay,ヴィルヘルム・ライ
Hans-Jochen Wagner,ハンス＝ヨッヘン・ヴァーグナー
Theo von Brockhusen,テオ・フォン・ブロックフーゼン
Luise Fröbel,ルイーゼ・フレーベル
Raymund Havenith,ライムント・ハヴニス
Hanno Behrens,ハノ・ベーレンス
Nils Köpp,ニルス・コップ
Han Ying (Tischtennisspielerin),ハン・イン
Jørn Andersen,ヨルン・アンデルセン
Johannes Fritsch,ヨハネス・フリッチュ
Hans-Ludwig Zachert,ハンス＝ルドウィッヒ・ツァヘルト
Götz Alefeld,ゲッツ・アールフェルト
Hanns-Martin Schneidt,ハンス＝マルティン・シュナイト
Marie Bierstedt,マリア・ビアステッド
Werner Breitschwerdt,ヴェルナー・ブライトシュベルト
Hans Höppner (Biologe),ハンス・ヘップナー
Hans Schweiger (Tierfilmer),ハンス・シュヴァイガー
Hans Christiansen,ハンス・クリスティアンゼン
Hans-Erich Riebensahm,ハンス＝エーリヒ・リーベンザーム
Hans-Georg Maaßen,ハンス＝ゲオルク・マーセン
Günter Kalwert,ギュンター・カルヴェルト
Hartmut Bitomsky,ハルトムート・ビトムスキー
Heinrich Albert (Gitarrist),ハインリヒ・アルベルト
Hans Zanotelli,ハンス・ツァノテルリ
Heinrich Erfle,ハインリッヒ・エルフレ
Heinrich Dörrie (Mathematiker),ハインリヒ・デリー・(数学者)
Harry Maasz,ハリー・マース
Heinrich Schulz (Attentäter),ハインリヒ・シュルツ
Jörg Herchet,イェルク・ヘルヒェット
Matthias König (Radballspieler),マティアス・ケーニッヒ
Petra Ernert,ペトラ・アーネート
Uwe Gronostay,ウーヴェ・グロノスタイ
Hasso von Etzdorf,ハッソー・フォン・エッツドルフ
Heinrich Wagner (Manager),ハインリヒ・ヴァーグナー
Heinrich Wiepking-Jürgensmann,ハインリッヒ・ウィプキング
Heinrich XXVIII. Reuß zu Köstritz,ハインリヒ28世・ロイス・ツー・ケストリッツ
Heinrich Hornschuch,ハインリヒ・ホルンシュック
Heinz Unger (Dirigent),ハインツ・ウンガー
Harald Becker,ハラルド・ベッカー
Maria Slavona,マリア・スラヴォナ
Helga Dudzinski,ヘルガ・ダジンスキー
Heinz Sauer,ハインツ・ザウアー
Heinz Rölleke,ハインツ・レレケ
Heinz Bethge,ハインツ・ベートゲ
Tim Bergmeister,ティム・ベルグマイスター
Karl-August von Sachsen-Weimar-Eisenach,カール・アウグスト・フォン・ザクセン＝ヴァイマル＝アイゼナハ・(1912-1988)
Heinz Zander,ハインツ・ツァンダー
Helmut Schmid (Typograf),ヘルムート・シュミット・(タイポグラファー)
Helga Müller-Molinari,ヘルガ・ミュラー＝モリナーリ
Hedwig Weiß (Malerin),ヘートヴィヒ・ヴァイス
Herbert Fritsch,ヘルベルト・フリッチュ
Helmut Werner (Manager),ヘルムート・ヴェルナー
Hermann Mattern,ヘルマン・マッターン
Hermann Linde (Maler),ヘルマン・リンデ
Henning Vogt,ヘニング・フォークト
Hermann Michael,ヘルマン・ミヒャエル
Horst Sendler,ホルスト・ゼンドラー
Karl Wallenda,カール・ワレンダ
Hinnerk Schönemann,ヒンネルク・シェーネマン
Hermann Ambrosius,ヘルマン・アンブロジウス
Hermann Prell,ヘルマン・プレル
Hermann Schulz (Eiskunstläufer),ヘルマン・シュルツ・(フィギュアスケート選手)
Ida Gerhardi,イーダ・ゲルハルディ
Hubert Giesen,フーベルト・ギーゼン
Hugo Vogel,ヒューゴ・フォーゲル
Tanya Stewner,タニヤ・シュテーブナー
Ali Ghito,アリ・ギトー
Hermann Glockner,ヘルマン・グロックナー
Hermann Winkler (Sänger),ヘルマン・ヴィンクラー
Herta Hammerbacher,ヘルタ・ハンメルバッハー
Walter Dönicke,ヴァルター・デーニッケ
Jennifer Weiß,ジェニファー・ヴァイス
Inga Gauter,インガ・ガウター
Thomas Bertels,トーマス・ベアテルス
Karl Wilhelm von Dieskau,カール・ヴィルヘルム・フォン・ディースカウ
Ignaz von Törring,イグナーツ・フェリクス・フォン・テーリング＝イェッテンバッハ
Ina-Maria Greverus,イーナ＝マリーア・グレヴェルス
Inge Paul,インゲ・パウル
Inge Brandenburg,インゲ・ブランデンブルク
Kurt Striegler,クルト・シュトリーグラー
Iljana Marzok,イリヤナ・マルツォク
Ronald Zehrfeld,ロナルト・ツェアフェルト
You Xie,謝盛友
Jacob Nöbbe,ヤコブ・ネッベ
Jan Hojer,ヤン・ホイヤー
Alexander Bubenheim,アレクサンダー・フォン・ブーベンハイム
Markus Klauk,マルクス・クラウク
Johann Caspar Herterich,ヨハン・カスパー・ヘルテリッヒ
Alo Koll,アロ・コール
Janine Wissler,ジャニーネ・ヴィスラー
Janik Haberer,ヤニク・ハベラー
Ingolf Turban,インゴルフ・・トゥルバン
Konrad Köstlin,コンラート・ケストリーン
Joachim Herz (Intendant),ヨアヒム・ヘルツ
Jan-Lennard Struff,ヤン＝レナルト・シュトルフ
Jennifer Pettke,ジェニファー・ペトケ
Jennifer Janiska,ジェニファー・ゲールティエス
Tracy Splinter,トレイシー・スプリンター失踪事件
Nelly Naumann,ネリー・ナウマン
Jaqueline Berndt,ジャクリーヌ・ベルント
Jasmin Grabowski,ヤスミン・グラボウスキー
Johann Ernst Heinsius,ヨハン・エルンスト・ハインジウス
Johannes Lachmann,ヨハネス・ラハマン
Udo Dahmen,ウド・ダーメン
Karl-Hinrich Manzke,カール＝ヒンリヒ・マンツケ
Jerome Kiesewetter,ジェローム・キーゼヴェッター
Joachim Sauter,ヨアヒム・ザウター
Johannes Schüler,ヨハネス・シューラー
Johann Philipp Christian Schulz,ヨハン・フィリップ・クリスティアン・シュルツ
