九龍塘,가우룽통
宁波轨道交通4号线,닝보 지하철 4호선
宁波轨道交通1号线,닝보 지하철 1호선
宁波轨道交通2号线,닝보 지하철 2호선
小杨满族朝鲜族乡,샤오양 만족 조선족 향
平阳郡,평양군 (중국)
宜都郡,의도군
平齐铁路,핑치 철로
年丰朝鲜族乡,녠펑 조선족 향
印度文化圈,인도 문화권
开山屯镇,카이산툰 진
广西广播电视台,광시 텔레비전
平桂区,핑구이구
愚公移山,우공이산
成富朝鲜族满族乡,청푸 조선족 만족 향
成都地铁7号线,청두 지하철 7호선
成都地铁10号线,청두 지하철 10호선
成都地铁4号线,청두 지하철 4호선
成都天府国际机场,청두 톈푸 국제공항
揚越,양월
阿里巴巴影業,알리바바 픽처스
徐州地铁,쉬저우 지하철
新安朝鲜族镇,신안 조선족 진
新发朝鲜族乡,신파 조선족 향
建橋杯,건교배 여자바둑오픈전
扎赉诺尔区,자라이눠얼구
延吉站,옌지역
延和朝鲜族乡,옌허 조선족 향
新港中心,실버코드
朝阳川站,차오양촨역
景陽宮,경양궁
明定陵,정릉 (명)
杭州市天长小学,항저우 톈창 소학교
明德朝鲜族乡,밍더 조선족 향
武汉轨道交通阳逻线,우한 지하철 양뤄선
武汉轨道交通3号线,우한 지하철 3호선
武汉轨道交通5号线,우한 지하철 5호선
武汉轨道交通7号线,우한 지하철 7호선
武汉轨道交通8号线,우한 지하철 8호선
林密铁路,린미 철로
梵净山,판징산
楚纪南故城,기남성
歷陽郡,역양군
来州,내주
楼街朝鲜族乡,로우지에 조선족 향
民乐朝鲜族乡,민웨 조선족 향
枹罕郡,포한군
毛公鼎,모공정
沈山铁路,선산 철로
沈州,심주 (요)
沙河口站,사허커우역
鸡林朝鲜族乡,지린 조선족 향
波鞋街,운동화 거리
海下灣,호이하완
江淮,강회 (중국)
鸭绿江断桥,압록강 단교
江苏卫视,장쑤 위성 텔레비전
河東郡·(中國),하동군 (중국)
鹤北铁路,허베이 철로
鹤岗铁路,허강 철로
江宁路站,장닝루역
鹳雀楼,관작루
海南朝鲜族乡,하이난 조선족 향
洪德,홍득
黄埔军校旧址,황푸 군관학교
龙潭山站,룽탄산역
阿里媽媽,타오바오 연맹
添好運點心專門店,팀호완
鮑思高粵華小學,마카우 보스코 웨화 초등학교
燕郊镇,옌자오진
汤和墓,탕화묘
佳木斯站,자무쓰역
朝鲜语系,한국어족
渤海中京城遗址,중경 현덕부
延边广播电视台,연변라지오텔레비죤방송
海豚岛,호쿠세이코섬
浑河站,훈허역
深中通道,선중대교
浙江卫视,저장 위성 텔레비전
浙江人民广播电台,저장인민방송
大陸委員會香港辦事處,주홍콩 타이베이 경제문화판사처
美国驻华大使馆,주중국 미국 대사관
馬哥孛羅香港酒店,마르코 폴로 홍콩
上海县,상하이현
黄渠站,황취역
鱼池朝鲜族乡,유츠 조선족 향
中日邦交正常化,중일국교정상화
大韩航空货运6316号班机空难,대한항공 6316편 추락 사고
广西人民广播电台,광시인민방송
好太王陵,태왕릉
火天,화천
石家庄地铁,스자좡 궤도교통
红山动物园站,훙산동물원역
龙圩区,룽쉬구
东风能迪,동옥항주트럭
2013年芦山地震,2013년 야안 지진
信州·(遼朝),신주 (동경도)
下虎牙岛,호쿠토코섬
博陵郡·(东汉),박릉군
旅华朝鲜人总联合会,재중조선인총연합회
韩国驻华大使馆,주중국 대한민국 대사관
鳳溪小學,펑치 소학교
江西庐山足球俱乐部,장시 루산 FC
萬寧·(零售商),매닝스
蔚州·(北魏),울주 (중국)
金庄铁路,진좡 철로
亚洲公路32号线,아시안 하이웨이 32호선
亞洲公路34號線,아시안 하이웨이 34호선
美国驻成都总领事馆,주청두 미국 총영사관
立法會綜合大樓,입법회 종합 빌딩
金蝶國際,킹디
香港特別行政區政府駐北京辦事處,주베이징 홍콩 특별행정구 정부 판사처
沙田新市鎮,사틴 신시진
徐家汇站,쉬자후이역
吉林寶源豐禽業公司火災,2013년 지린성 더후이시 닭고기 가공공장 화재
2014年冬季奧林匹克運動會中國代表團,2014년 동계 올림픽 중국 선수단
少林派,소림사 (무협)
南京财经大学,난징 재경대학
上海纽约大学,뉴욕 대학교 상하이
上海外高桥保税区,상하이 자유무역구
社会主义市场经济,사회주의 시장 경제
雅河朝鲜族乡,야허 조선족 향
金斗朝鲜族满族乡,진더우 조선족 만족 향
孙子算经,손자산경
老头沟镇,라오토우고우 진
迎兰朝鲜族乡,잉란 조선족 향
崆峒山,쿵퉁산
满族屯满族乡,만주툰 만족 향
青岛水族馆,칭다오 아쿠아리움
中秋節·(華人),중추절 (중국)
天王·(君主稱謂),천왕
广州海珠有轨电车1号线,광저우 하이주 환도 신형 노면전차
澳門特別行政區駐北京辦事處,주베이징 마카오 특별행정구 정부 판사처
梅州客家足球俱乐部,메이저우 하카
青岛医学院,칭다오 의과대학원
青岛地铁3号线,칭다오 지하철 3호선
太極殿,태극전
翊坤宮,익곤궁
长春宫,장춘궁
咸福宮,함복궁
东大九龙湖校区站,둥다주룽후캠퍼스역
2014年冬季奧林匹克運動會中華台北代表團,2014년 동계 올림픽 중화 타이베이 선수단
武汉轨道交通6号线,우한 지하철 6호선
昆山市体育中心,쿤산 스포츠 센터
永壽宮,영수궁
颱風敏督利·(2004年),태풍 민들레 (2004년)
2014年中国足球超级联赛,중국 슈퍼리그 2014
南医大·江苏经贸学院站,난징의대·장쑤경무학원역
中国药科大学站,중국약과대학역
上海科技馆站,상하이 과기관 역
育知路站,위즈루역
遜清皇室小朝廷,청나라 소조정
重慶軌道交通10號線,충칭 궤도교통 10호선
长沙地铁2号线,창사 지하철 2호선
通化市第一中学校,퉁화 제일중고등학교
广州天河领展广场,태양신천지
广州圆大厦,광저우 서클빌딩
朝鲜驻华大使馆,주중국 조선민주주의인민공화국 대사관
直-20,하얼빈 Z-20
平西府站,핑시푸역
西安外事学院,시안 와이스 대학
长沙地铁1号线,창사 지하철 1호선
中国中央电视台体育赛事频道,CCTV-5%2B
长春轨道交通1号线,창춘 궤도교통 1호선
CGTN·Radio,CGTN 라디오
重庆轨道交通5号线,충칭 궤도교통 5호선
青岛市广播电视台,칭다오 방송
青岛地铁13号线,칭다오 지하철 13호선
渤海海峡跨海通道,보하이 터널
青岛胶东国际机场,칭다오 자오둥 국제공항
羌语,창어 (언어)
梁州·(曹魏),양주 (쓰촨성)
厦门岛,샤먼섬
新疆民族衝突,신장 분쟁
2014年昆明火车站暴力恐怖袭击事件,2014년 쿤밍 기차역 학살
厦门绿发新时代广场,샤먼 인터내셔널 센터
萌娘百科,모에소녀위키
邙山,망산
湘州,상주 (서진)
镇海桥,전하이교
长白铁路,창바이 철로
蜀郡,촉군
爱奇艺,아이치이
九龙山站·(北京市),주룽산역
第一财经日报,제일재경일보
萨其城址,살기성
珠市口站,주스커우역
广安门内站,광안먼네이역
CMC资本,중국 미디어 캐피탈
滨海国际机场站,빈하이 국제공항역
228国道,국도 제228호선 (중국)
温州体育中心,원저우 스포츠 센터
第8屆亞洲電影大獎,제8회 아시안 필름 어워즈
温特赫部城址与裴优城址,온특혁부성
济南地铁,지난 지하철
海棠区,하이탕구
黑竹沟,헤이주거우
武夷山脉,우이산맥
中国人民解放军陆军合成第六旅,제6장갑사단 (중화인민공화국)
吉阳区,지양구 (싼야시)
一加,원플러스
大陸委員會澳門辦事處,주마카오 타이베이 경제문화판사처
北京韓國國際學校,북경한국국제학교
书院,서원
青岛地铁2号线,칭다오 지하철 2호선
阿拉善左旗巴彦浩特机场,아라산 좌기 바옌하오터 공항
西望洋山,페냐 언덕
青岛航空,칭다오 항공
崖州区,야저우구
天涯区,톈야구
云南飞虎足球俱乐部,윈난 플라잉 타이거스 FC
青岛地铁1号线,칭다오 지하철 1호선
浙江省富陽中學,저장 성립 항저우 푸양 중고등학교
CCTV贺岁杯围棋赛,CCTV 하세배 한중일 바둑쟁패전
亞洲公路65號線,아시안 하이웨이 65호선
乡级行政区,향 (행정 구역)
南京广播电视台,난징 방송 그룹
中国化工集团,중국화공집단공사
开平碉楼,카이핑 댜오러우 건축물과 마을
奉天医科大学,펑톈 의과대학
深圳有轨电车,선전 노면전차
望京SOHO,왕징 SOHO
辽州·(辽宁),요주
竹网,대나무 네트워크
上海佘山世茂洲际酒店,인터콘티넨탈 상하이 원더랜드
迪士尼站·(上海市),디즈니역 (상하이시)
长沙磁浮快线,창사 자기부상 고속선
钟离郡,종리군
熱血公民,열혈공민
国际冠军杯,인터내셔널 챔피언스컵
南海仲裁案,필리핀 대 중국
義興郡,의흥군 (서진)
中华人民共和国各省级行政区总和生育率表,중국의 지역별 합계출산율 목록
翊教女子中学,이자오 여자중고등학교
朝鲜民族艺术馆,조선민족예술관
滎陽郡,형양군 (서진)
福州航空,푸저우 항공
缦云女校,만윈 여자중고등학교
钱江晚报,전강만보
上海航天技术研究院,상하이 항천기술연구원
亞洲公路67號線,아시안 하이웨이 67호선
吉林毓文中学,육문중학교
长春北站,창춘 북역
東陽郡·(六朝),동양군 (행정 구역)
中巴經濟走廊,중국-파키스탄 경제 회랑
苏密城,소밀성
大疆创新,DJI (회사)
安重根义士纪念馆·(哈尔滨),안중근의사기념관 (하얼빈시)
营州·(北魏),영주 (랴오닝성)
团结遗址·(牡丹江),동녕단결유적
宝能环球金融中心,바오넝 선양 세계 금융센터
长春南站,창춘 남역
WU-14高超音速飞行器,WU-14
焦化厂站,자오화창역
大郊亭站,다자오팅역
北盘江第一桥,베이판장 대교
内蒙古人民广播电台,내몽골인민방송
国家质量监督检验检疫总局,중화인민공화국 국가질량감독검험검역총국
2014年鲁甸地震,2014년 루뎬현 지진
龙光世纪大厦,로건 세기 센터 1
喀納斯河,카나스강
宁德时代,CATL
甘肃张掖国家地质公园,장예 단샤 국립 지질 공원
2016年夏季奧林匹克運動會中國代表團,2016년 하계 올림픽 중국 선수단
九元航空,주위안 항공
双合站,솽허역
吴淞区,우쑹구
可克达拉市,커커다라시
中國華潤大廈,중국자원본부
河海大学·佛城西路站,허하이대학·포청시루역
禄口机场站,루커우 공항역
上海邮通科技,세기천성
翠屏山站·(南京地铁),추이핑산역
紫光集團,칭화 유니그룹
2014年跨年夜上海外滩陈毅广场踩踏事件,2014년 상하이 압사 사고
2015年亞洲籃球錦標賽,2015년 FIBA 아시아 남자 농구 선수권 대회
安立路站,안리루역
中华人民共和国大规模监控,중국의 대중감시
IG电子竞技俱乐部,인빅투스 게이밍
绥化站,쑤이화역
雨傘革命,2014년 홍콩 시위
苏世民学者,슈워츠먼 장학금
中国足球协会女子超级联赛,중국 여자 슈퍼리그
红旗河·(图们江),훙치허
2015年香港區議會選舉,2015년 홍콩 구의회 선거
南京林业大学·新庄站,난징임업대학·신좡역
2015年中国足球超级联赛,중국 슈퍼리그 2015
深业上城,션입 어퍼힐즈 타워 1
2014年中国APEC峰会,2014년 베이징 APEC 정상회담
中华人民共和国LGBT权益,중화인민공화국의 성소수자 권리
2015年亞洲田徑錦標賽,2015년 아시아 육상 선수권 대회
長江和記實業,CK 허치슨 홀딩스
安邦保险,안방 보험
香港核心價值,사자산 정신
乐华娱乐,위에화 엔터테인먼트
东夏园站,둥샤위안역
金鹰世界,골든 이글 톈디 타워 A
寶能中心,바오넹 센터
民盈國貿中心,둥관 인터내셔널 트레이드 센터
南京工业大学站,난징기술대학역
Vivo,Vivo (브랜드)
苏州绿地中心,그린랜드 그룹 쑤저우 센터
中国商飞C929,크랙 C929
成都绿地中心,청두 그린랜드 타워
汉京中心,한징 센터
广西华润大厦,광시 중국 자원 타워
絲路基金,실크로드 기금
2015年集安旅游大巴坠桥事故,2015년 지안 버스 추락 사고
中国制造2025,중국제조 2025
銀川賀蘭山足球俱樂部,인촨 허란산 FC
青年新政,청년신정
香港特别行政区政府驻武汉经济贸易办事处,주우한 홍콩 특별행정구 정부 경제무역판사처
一带一路,일대일로
第9屆亞洲電影大獎,제9회 아시안 필름 어워즈
绥佳铁路,쑤이자 철로
成都蓉城足球俱乐部,청두 룽청
北京地铁大兴机场线,베이징 지하철 다싱공항선
英雄联盟职业联赛,리그 오브 레전드 프로리그
2022年冬季奥林匹克运动会和冬季残疾人奥林匹克运动会比赛场馆列表,2022년 동계 올림픽 경기장
国家速滑馆,베이징 국가 스피드 스케이팅 체육장
中华人民共和国中央军事委员会,중화인민공화국 중앙군사위원회
名創優品,미니소
2015年天津港危化品倉庫爆炸事故,2015년 톈진항 폭발 사고
广州韩国外籍人员子女学校,광저우한국학교
纪念中国人民抗日战争暨世界反法西斯战争胜利70周年大会,중국 인민 항일 전쟁 및 세계 반파시즘 전쟁 승리 70주년 기념 대회
呼和浩特地铁,후허하오터 지하철
中华人民共和国合同法,중화인민공화국 계약법
中国中车,중국중차
东大成贤学院站,둥다청샨학원역
中沙大环礁,메이클즈필드 천퇴
海南中学,하이난 중학
东方之星号客轮翻沉事件,둥팡즈싱호 침몰 사고
ViuTV,ViuTV
西佳木斯站,시자무쓰역
莲池区,롄츠구
金华体育中心,진화 스타디움
滴滴出行,디디추싱
天津茱莉亚学院,톈진 줄리어드 스쿨
信息工程大学站,씬씨공창대학역
2016年中国足球超级联赛,중국 슈퍼리그 2016
复兴号电力动车组,CR400
中医大·省医院站,청두중의약대학 %26 쓰촨성 인민병원역
芒果TV,망고 TV
永定门外站,융딩먼와이역
