George Washington,乔治·华盛顿
Julie Otsuka,裘莉·大塚
William L. Shirer,威廉·勞倫斯·夏伊勒
Jocelyn Seagrave,乔斯林·西格莱夫
John Mahoney,约翰·马霍尼
Charles Warren Stoddard,查爾斯·華倫·斯托達德
Nouriel Roubini,魯里埃爾·魯比尼
Mortimer J. Adler,莫蒂默·杰尔姆·阿德勒
Lynn Morley Martin,林恩·M·马丁
Edward Zwick,愛德華·茲維克
Tom Regan,汤姆·里根
Henry Armetta,亨利·阿爾梅塔
Lindsey Harding,林塞·哈丁
Julie Ertel,朱莉·厄特尔
Thomas Burke,汤姆·伯克
Floyd Patterson,弗洛伊德·帕特森
Ellery Harding Clark,埃勒里 克拉克
Dina Spybey,迪娜·斯派比
Sidney Mintz,悉德尼·敏茲
Luke Appling,路克·艾普林
Frank Darabont,法蘭·達拉本特
George Mikan,乔治·迈肯
Anton Cermak,安東·瑟馬克
Metta Sandiford-Artest,慈善·世界和平
Peter Parker,伯驾
Thomas C. Hindman,托马斯·辛德曼
Carter Harrison,老卡特·哈理森
Damon Dash,戴蒙·达什
Jack Albertson,傑克·阿爾伯森
Anton Yelchin,安東·葉爾欽
Jamie Hyneman,杰米·海纳曼
Maxwell Davenport Taylor,馬克斯維爾·泰勒
P. G. T. Beauregard,P·G·T·博雷加德
Thomas Kuchel,托马斯·基克尔
Robert Anton Wilson,羅伯特·安東·威爾森
Jason Becker,傑森·貝克
Buddy Guy,巴迪·盖伊
Lois Wilson,洛伊絲·威爾遜
Richard J. Daley,理查德·J·戴利
Joseph Medill,約瑟夫·梅迪爾
Jeri Taylor,傑瑞·泰勒
John McGiver,約翰·麥克吉弗爾
Sheetal Sheth,茜多·塞丝
Lawrence Ferlinghetti,勞倫斯·費爾林希提
Lewis A. Swift,路易斯·斯威夫特
Scarecrow,稻草人
Fannie Hurst,法尼·赫斯特
Audie England,奥黛·英格兰
Arthur Lubin,亞瑟·盧賓
Jon Huntsman Sr.,老喬恩·亨茨曼
Keith Sonnier,基斯·索尼尔
Philip Yordan,菲臘·約爾丹
Snitz Edwards,史尼茲·愛德華
Agnes Martin,艾格尼丝·马丁
Winslow Homer,温斯洛·霍默
Francis O. Schmitt,弗朗西斯·O·施密特
Thomas Holcomb,托马斯·霍尔库姆
Ben Wallace,本·华莱士
Clyde Drexler,克莱德·德雷克斯勒
George Burns,乔治·伯恩斯
Herb Alpert,赫柏·亞伯特
Harry Dean Stanton,哈利·戴恩·斯坦通
Joseph Campbell,喬瑟夫·坎貝爾
Darren Criss,達倫·克里斯
Gregory Bateson,格雷戈里·贝特森
Thomas Wolfe,湯瑪斯·沃爾夫
Huey Long,休伊·皮尔斯·朗
Brandon Jennings,布兰登·詹宁斯
Adam Yauch,亚当·约赫
Henry-Russell Hitchcock,希區考克
Gig Young,吉楊
Jerry Lawler,杰利·劳勒
Ted DiBiase,泰德·迪比亞西
Mickey Mantle,米奇·曼托
Shae D'Lyn,雪伊·德林恩
Jane Byrne,簡·伯恩
Dean Stockwell,狄恩·史達威爾
Eben Moglen,伊本·莫格林
John Vincent Atanasoff,約翰·文森特·阿塔納索夫
Lionel Barrymore,賴尼爾·巴利摩
Two-Face,双面人
Paul Stanley,保羅·史丹利
Mikhail Baryshnikov,米哈伊尔·巴里什尼科夫
Roger Zelazny,羅傑·澤拉茲尼
David H. Hubel,大衛·休伯爾
Fres Oquendo,菲斯·歐克多
John Lehman,約翰·雷曼
Sara Teasdale,莎拉·蒂斯黛尔
Tayshaun Prince,泰夏安·普林斯
Professor Hamilton,艾米爾·漢彌爾頓博士
Frances Hodgson Burnett,法蘭西絲·霍森·柏納特
Lead Belly,利德·貝利
Michel Fokine,米歇爾·福金
Don King,唐·金
Babyface,娃娃臉
Bobby Jindal,鮑比·金達爾
Robert Christgau,羅伯特·克里斯多
Harold Lasswell,哈羅德·拉斯威爾
Bert Cooper,伯特·庫勃
Gore Verbinski,高爾·韋賓斯基
Brian McBride,布赖恩·麦克布莱德
Harry Reid,哈里·瑞德
Wesley C. Salmon,韦斯利·C·萨尔蒙
Richard Condon,李察·康頓
Kristen Dalton,克莉絲汀·道爾頓
Kirk Hinrich,柯克·韓瑞克
Chris Webber,克里斯·韋伯
Amy Wright,埃米·赖特
Robert Cornthwaite,罗伯特·科恩斯韦特
Evan Bayh,埃文·贝赫
Brian M. Fagan,费根布莱恩 M.
David O. Russell,大卫·O·拉塞尔
William Orlando Darby,威廉·奧蘭多·達比
Terry Moore,泰瑞·摩爾 (漫畫家)
Dan Balan,丹·巴兰
Louise Dresser,路易丝·德雷瑟
V. C. Andrews,V.C.安茱魯絲
Mark Dacascos,馬克·德可斯可
Nina Berberova,尼娜·别尔别罗娃
Daredevil,夜魔俠
Peter Dumont Vroom,彼得·杜蒙·弗魯姆
John Paul Jones,约翰·保罗·琼斯
H. Robert Horvitz,H·罗伯特·霍维茨
Kirsten Vangsness,克里斯汀·范奈丝
Randy Crawford,瑞蒂·克勞福
Franklin Delano Roosevelt Jr.,小富兰克林·德拉诺·罗斯福
Rachel Komisarz,雷切尔·科米萨兹
Matthew Davis,馬修·戴維斯
Robert F. Engle,罗伯特·F·恩格尔
Susan Anspach,苏珊·安斯帕奇
Elijah Muhammad,以利亚·穆罕默德
Mitchell Leisen,米切爾·雷森
Tracy Pollan,特瑞西·宝兰
Lindsey Shaw,林賽·肖
Sean Flynn,肖恩·弗林
Florence Foster Jenkins,佛羅倫斯·佛斯特·珍金絲
Franklin D. Roosevelt III,富兰克林·德拉诺·罗斯福三世
Arthur Kornberg,阿瑟·科恩伯格
Kerry Zavagnin,凱瑞·扎瓦寧
Taina Elg,泰娜·伊爾格
Mark Salling,馬克·薩林
Kevin McHale,凱文·麥克海爾
Kimberly Derrick,金伯莉·德里克
Vivian Kubrick,薇薇安·寇比力克
Marshall Sahlins,馬歇爾·薩林斯
"Edgar Bronfman, Sr.",艾德加·布朗夫曼
Steven Brill,史蒂文·布里爾
Nate Mendel,奈特·孟德爾
Ed Roth,艾德·羅斯
Charles Jenkins Jr.,查尔斯·詹金斯 (1964年)
Edith Wharton,伊迪丝·华顿
Harold E. Varmus,哈羅德·瓦慕斯
Daniel Nathans,丹尼爾·那森斯
Roman Reigns,羅曼·瑞恩斯
Mariska Hargitay,瑪莉絲卡·哈吉塔
Edward Burns,愛德華·賓斯
Erving Goffman,厄文·高夫曼
Ad Reinhardt,阿德·萊因哈特
George Wald,乔治·沃尔德
William Wadsworth Hodkinson,威廉·沃兹沃斯·霍奇金森
Sarah Morris,莎拉·摩里斯
Johnny Galecki,約翰尼·蓋爾克奇
Evel Knievel,埃芙爾·克尼芙爾
Vernon L. Smith,弗农·史密斯
Richard Chamberlain,李察·張伯倫
Frank Zagarino,弗蘭克·扎加里諾
Ben Peterson,本·彼得森
Dean Potter,迪安·波特
Joseph MacDonald,約瑟·麥唐諾
Larry Poons,拉里·彭斯
Victor Trivas,維克托·特里瓦斯
Jeff Fahey,傑夫·法赫
Ethan Suplee,伊森·索普
William Vickrey,威廉·维克里
Joshua Sinclair,约翰·洛弗雷多
W. Averell Harriman,W·埃夫里尔·哈里曼
Tom Mix,湯姆·米克斯
Thad Allen,撒德·艾伦
Bobby Morrow,鲍比·莫罗
George Davis Snell,乔治·斯内尔
Ben McKenzie,班傑明·麥肯錫
Harold Bloom,哈羅德·布魯姆
Ray Arcel,雷·阿賽爾
J. R. Moehringer,J·R·默林格
Julian Schnabel,朱利安·許納貝
John Mellencamp,約翰·麥倫坎普
Joey Jordison,納坦·喬依·喬迪森
Jason Reitman,贾森·雷特曼
Rockmond Dunbar,洛克蒙·邓巴
Phil Anselmo,菲爾·安塞爾莫
Mark Lombardi,马克·隆巴迪
Karl Mundt,卡尔·厄尔·蒙特
Robert Silverberg,羅伯特·西爾柏格
William Cranch Bond,威廉·邦德
Jason Biggs,贾森·比格斯
H. Jon Benjamin,亨利·詹·本杰明
Richard Lazarus,理查·拉薩魯斯
Joe Mantegna,喬·曼帖那
Roger Bruce Chaffee,罗杰·查菲
Kenny G,肯尼·基
Proof,普魯夫
Lawrence Klein,勞倫斯·克萊因
Isaac Parker,艾薩克·帕克
James Dooley,詹姆斯·都利
Donald Griffin,唐纳德·格里芬
Mace Neufeld,麥斯·紐菲爾
Lee Hartwell,利兰·哈特韦尔
Harry Shearer,哈里·希勒
Calvin Smith,凯尔文·史密斯
Colleen Hanabusa,花房若子
Toni Childs,托妮·柴爾斯
John Alan Robinson,阿兰·罗宾逊
Robert Parish,罗伯特·帕里什
Derek Fisher,德里克·费舍尔
Rey Robinson,雷·罗宾逊
Peter Lieberson,彼得·利伯森
Michael Emerson,迈克尔·爱默生
Marjorie Lord,瑪喬麗·洛德
Jack McAuliffe,杰克·麦考利夫
Laeta Kalogridis,萊塔·卡羅格里迪斯
Erica Boyer,艾莉卡·波耶爾
Terence Tao,陶哲轩
Randolph Scott,倫道夫·斯科特
Laura Johnson,勞拉·約翰遜
Linda Emond,琳達·伊蒙
Tanisha Wright,塔尼莎·賴特
Ruth Hussey,露芙·哈絲
Michael Stuart Brown,麥可·斯圖亞特·布朗
Yokozuna,横綱 (摔角手)
Shiing-Shen Chern,陈省身
Michael Graves,麥可·葛瑞夫
Jim Varney,吉姆·瓦尼
Cody Toppert,柯迪·托珀特
Martha Tilton,馬莎·蒂頓
Gladys Vanderbilt Széchenyi,格拉迪斯·范德比尔特·塞切尼
Scott Caan,斯科特·凯恩
Leslie Groves,莱斯利·理查德·格罗夫斯
George Phillips Bond,乔治·邦德
David Otunga,大衛·奧騰加
Dustin Rhodes,達斯汀·羅茲
David Marshall Grant,大衛·馬歇爾·格蘭特
John Philip Sousa,約翰·菲利普·蘇沙
Harrison Page,哈里森·佩吉
Daniel Hugh Kelly,丹尼尔·休·凯利
Kelvin Lancaster,凱爾文·蘭卡斯特
Louis P. Lochner,路易斯·P·洛克纳
John Doyle,約翰·杜爾尼 (美國足球運動員)
Jon Favreau,強·法夫洛
Edgar Mitchell,艾德加·米切尔
James Russell,詹姆斯·羅素
Irene Manning,艾琳·曼寧
Evelyn Venable,艾芙琳·維納布林
Jennifer Weiner,珍妮弗·韦纳
Israel Singer,伊斯雷爾‧辛格
Jesse W. Reno,傑斯·雷諾
Ed Bruce,艾德·布魯斯
Maurice Sendak,莫里斯·桑達克
Cary Guffey,卡里·加菲
Derek Grant,德里克·格兰特
Barry Bonds,貝瑞·邦茲
Robert Vaughn,罗伯特·沃恩
Ferid Murad,費瑞·慕拉德
Henry L. Stimson,亨利·刘易斯·史汀生
Misha Collins,米沙·克林斯
Olivia Goldsmith,奧利維亞·戈德史密斯
Moses Hicks Grinnell,莫塞斯·H·格林內爾
Gloria Brame,格洛里亞·布拉姆
Keith Whitley,凱斯·惠特利
George Herbert Mead,喬治·賀伯特·米德
Alfred Molina,阿尔弗雷德·莫里纳
Rocco Petrone,羅科·彼得羅内
Dayton Miller,戴頓·米勒
Sam Cooke,山姆·库克
MC Hammer,MC哈默
Marie Zakrzewska,玛丽·扎克热夫斯卡
Andy Samberg,安迪·萨姆伯格
Thomas Sumter,湯瑪斯·薩姆特
Veronica Roth,韦罗妮卡·罗思
John Cazale,約翰·卡佐爾
Kiana Tom,傑安娜·湯姆
Philip José Farmer,菲利浦·荷西·法默
Charles C. Krulak,查尔斯·C·克鲁拉克
Leo Tover,李歐·托佛
Peter Onorati,彼得·歐諾拉提
Ioan Gruffudd,艾恩·古福特
Sam Harris,山姆·哈里斯
Philip Zimbardo,菲利普·津巴多
Malin Craig,马林·克雷格
Elliott Gould,艾里歐特·古爾德
Ben Gazzara,本·戈扎那
Maurice Greene,莫里斯·格連
Jonathan Littell,乔纳森·利特尔
Patrick Stump,派崔克·史坦普
Royce da 5'9",Royce da 5'9"
Alan Ladd,阿倫·列特
Jim Horn,吉姆·霍恩
Tom Hulce,湯姆·哈斯
Anthony Edwards,安東尼·愛德華
John Waters,約翰·沃特斯
Chris Masters,克里斯·馬斯特斯
Jackie Earle Haley,傑基·厄爾·哈利
Alexander Macomb,亞歷山大·馬科姆
Egbert Benson,艾格伯特·班森
Lamar Odom,拉玛尔·奥多姆
Stephen Mirrione,斯蒂芬·米瑞恩
Alfred G. Gilman,艾爾佛列·古曼·吉爾曼
Hal Holbrook,賀爾·賀爾布魯克
Doris Kenyon,朶瑞絲·凱榮
Mary Eleanor Wilkins Freeman,瑪麗·埃莉諾·威爾金斯·費里曼
Donald Faison,唐纳德·法森
Andrew Bynum,安德鲁·拜纳姆
Michael Richards,邁克爾·安東尼·理查茲
Cliff Potts,克里夫·帕茲
John Ritter,約翰·貝特
Samuel Maverick,薩繆爾·馬維里克
Simeon De Witt,西米恩·德·維特
Miles Copeland III,邁爾斯·科普蘭三世
David Morse,大衛·摩斯
George Pólya,喬治·波利亞
Michael Landon,麥可·藍登
Howie Dorough,豪兒·多羅夫
Al Lopez,艾爾·羅培茲
J. D. Souther,J·D·索瑟
Louis Begley,路易·貝格利
Frank Jack Fletcher,法蘭克·傑克·弗萊徹
Ada Smith,艾达·史密斯
Robert Sterling Clark,罗伯特·斯特林·克拉克
Jocko Conlan,喬科·康蘭
Louis Emil Denfeld,鄧斐爾
Jonathan Frakes,強納森·佛瑞克斯
Jeremy Piven,傑瑞米·皮文
Benjamin Smith Barton,本杰明·史密斯·巴顿
Margaret Ladd,瑪格麗特·拉德
Michael McDowell,邁克爾·麥克道爾
Bobby Bright,博比·布萊特
Jacqueline Kim,賈桂琳·基姆
Jim Hines,吉姆·海因斯
Daniel Wu,吴彦祖
Jon Lovitz,喬恩·拉威茨
Richard M. Goodwin,理查德·古德温
Robert Smithson,罗伯特·史密森
Ray Abruzzo,瑞伊·艾布魯斯佐
Garry Marshall,蓋瑞·馬歇爾
Joe Porcaro,乔·波尔卡罗
Richard Lester,理查德·雷斯特
Joseph Stilwell,约瑟夫·史迪威
Robert Byrd,羅伯特·伯德
Alex Haley,艾利斯·哈利
Don Bachardy,唐·贝查迪
John Shurna,約翰·舒爾那
Nellie Fox,內利·法克斯
Ted Lyons,泰德·萊恩斯
Raphael Sbarge,拉斐爾·斯巴格
Edward Walter Eberle,愛德華·艾伯爾
John Paul Getty Jr.,小约翰·保罗·盖蒂
Paul Rudd,保羅·路德
Stacy Keach,史德茜·傑治
Marshall Hodgson,馬歇爾 霍奇森
Freddie Hubbard,佛萊迪·哈伯德
Jennifer Darling,詹妮弗·达林
Bill Stealey,比尔·斯蒂利
Eulace Peacock,雷斯·皮考克
A. E. van Vogt,范·沃格特
David Brin,大衛·布林
Gerald Fitch,杰拉德·费奇
Scott Williamson,史考特·威廉森
Jeff Russell,傑夫·羅素
Rick Husband,里克·赫斯本德
Warren E. Burger,沃伦·厄尔·伯格
Lewis Morris,路易斯·莫里斯
Kenny Clarke,肯尼·克拉克
Blake Clark,布萊克·克拉克
Dick Dale,迪克·戴爾
Dee Dee Ramone,迪·迪·雷蒙
Cyrus Vance,赛勒斯·万斯
Leon Wilkeson,里昂·威爾克森
Malik Sealy,马里克·希利
Ralph Lauren,拉爾夫·勞倫
Billy Goldenberg,比利·戈登伯格
Roy Romer,羅墨
John Pasquin,約翰·帕斯昆
John Peterson,约翰·彼得森
Sam Firstenberg,山姆·弗斯滕泊格
Moses Jacob Ezekiel,莫塞斯·雅各布·伊澤克爾
Christopher Durang,克里斯托弗·杜蘭
A. R. Gurney,A·R·葛尼
Peter Buck,彼得·巴克
Peter Lerangis,彼得·勒朗吉斯
Bill Withers,比爾·威德斯
Rudy Perpich,明尼蘇達州州長
"Edgar Bronfman, Jr.",小艾德加·布隆夫曼
John V. Evans,约翰·V·埃文斯
Paul Gilbert,保罗·吉尔伯特
Roscoe Arbuckle,罗斯科·阿巴克尔
Robert Garrett,罗伯特·加勒特
Alexander Markovich Polyakov,亚历山大·波利亚科夫
"George Huddleston, Jr.",小喬治·赫德爾斯頓
James Brolin,詹姆斯·布洛林
Rob Lowe,罗伯·劳
Norman Bel Geddes,诺曼·紀迪斯
John Scalzi,約翰·史卡奇
Frank Welker,弗兰克·维尔克
Gata Kamsky,加塔·卡姆斯基
Terrence Howard,泰伦斯·霍华德
Vladimir K. Zworykin,弗拉基米尔·佐利金
Jeff Dunham,杰夫·邓纳姆
Clay Aiken,克萊·艾肯
Kevin Moore,凱文·摩爾
Kurt Paul,庫特·保羅
Topher Grace,托弗·格雷斯
Apache,阿帕奇
Ondine,昂丁
Edward Weston,爱德华·韦斯顿
A. J. Pierzynski,A·J·皮爾津斯基
Mark Harmon,馬克·漢蒙
Barry Gibb,巴里·吉布
Jane Grant,珍·格蘭特
Matt Bomer,马修·鲍默
George Washington Carver,喬治·華盛頓·卡弗
Nate Robinson,内特·罗宾逊
Evan Bourne,伊凡·保尼
Allen Mandelbaum,艾伦·曼德尔鲍姆
Peter Sarsgaardd,彼得·賽斯嘉
Jake Holmes,傑克·霍姆斯
9th Wonder,第九奇观
Jon Arbuckle,乔恩·阿布库
Jeffrey Goldstone,傑弗里·戈德斯通
Jason Robards,贾森·罗巴兹
Virginia Davis,弗吉尼亚·戴维斯
Kurt Grote,库尔特·格罗特
Norton A. Schwartz,諾頓·施瓦茨
Dick Roth,迪克·罗思
Kim Peek,金·匹克
John B. Weller,约翰·B·韦勒
James Spader,占士·史碧達
Bernard Herrmann,伯纳德·赫尔曼
Bam Margera,班·馬傑拉
Lewis Hine,路易斯·海因
Francis Bok,弗朗西斯·巴克
Andrew Stanton,安德鲁·斯坦顿
Tony Bennett,托尼·班内特
Erich Segal,艾瑞克·席格爾
Carl Andre,卡尔·安德烈
Minoru Yamasaki,山崎實
James Dwight Dana,詹姆斯·德怀特·丹纳
A. B. Guthrie Jr.,A.B.小格思里
A. B. Spellman,A·B·斯貝爾曼
A. Bartlett Giamatti,A·巴特利特·吉亚玛提
Tyson Chandler,泰森·钱德勒
Jack Johnson,傑克·強森
Joe DiMaggio,喬·狄馬喬
Russ Meyer,魯斯·梅耶
Noah Wyle,诺亚·怀勒
Murray Rothbard,穆瑞·羅斯巴德
John Forsythe,約翰·福賽斯
Marvin Leonard Goldberger,馬文·倫納德·戈德伯格
Jason Momoa,杰森·莫玛
Oswald Avery,奥斯瓦尔德·埃弗里
Joe Hill,喬·希爾
Michael Brecker,麦克·布雷克
Irwin Shaw,埃爾文·肖
Christopher Gorham,克里斯托弗·高哈姆
Peter Boyle,彼得·博伊爾
Clifton Sprague,克力夫登·斯布拉格
Mark St. John,馬可·聖約翰
Harry Hillman,哈里·希尔曼
Genndy Tartakovsky,格恩迪·塔塔科夫斯基
Andrei Okounkov,安德烈·奧昆科夫
Marianne Moore,玛丽安·穆尔
Ed Helms,艾德·赫姆斯
Charley Paddock,查尔斯·帕多克
Martin Sheridan,马丁·谢里登
Salvatore D'Aquila,薩瓦托·德阿奎拉
Ray Birdwhistell,雷·伯懷斯特爾
Shawn Milne,肖恩·米尔恩
Cyril J. Mockridge,西里爾·J·莫克里奇
George Uhlenbeck,乔治·乌伦贝克
Sol Lesser,索尔·莱瑟
Ralph Bakshi,拉爾夫·巴克希
Bugsy Siegel,本傑明·西格爾
David Farragut,戴维·法拉格特
John Herzfeld,約翰·赫茲費爾德
Jacques-Louis Monod,雅克-路易·莫诺
Joe Pantoliano,喬伊·潘托利亞諾
John Wansbrough,约翰·万斯伯勒
Liberace,列勃拉斯
Chief Bender,契夫·班德
Kerry King,凱瑞·金
Kevin Love,凯文·乐福
Fredric Jameson,詹明信
Marshall Allman,馬歇爾·奧爾曼
Asa Gray,阿薩·格雷
David Henrie,大衛·亨利
George Foster Peabody,乔治·福斯特·皮博迪
Alvin Toffler,艾尔文·托夫勒
Stephen Smale,斯蒂芬·斯梅爾
Theodore Maiman,西奥多·梅曼
George Meade,乔治·米德
Chace Crawford,查斯·歌羅馥
Burl Ives,伯爾·艾弗斯
Ronald McNair,罗纳德·麦克内尔
Josh Wise,喬許·懷斯
Wilmer Valderrama,威爾默·瓦德拉馬
Joe Haldeman,乔·霍尔德曼
Joseph M. Carey,約瑟夫·M·凱里
Caspar Wistar,卡斯帕·威斯塔
Tim O'Reilly,提姆·奥莱理
Bill Pullman,比尔·普尔曼
A. C. Green,A·C·格林
A. D. Flowers,A·D·弗拉沃斯
Ken Anderson,甘迺迪先生
John M. Ford,約翰·M·福特
Pandro S. Berman,潘德洛·S·伯曼
Eric Marcus,埃里克·马库斯
George Gallup,喬治·蓋洛普
Joseph Hooker,约瑟夫·胡克
Thomas Curtis,托马斯·柯蒂斯
Glenn Burke,格倫·柏克
Roy O. Disney,洛伊·奧利弗·迪士尼
Adam Savage,亚当·萨维奇
Gabe Newell,加布·纽维尔
Israel Gelfand,伊斯拉埃爾·蓋爾范德
Tom Morello,湯姆·莫雷洛
John Barth,约翰·巴思
Stewart Copeland,史都華·科普蘭
Jesse Douglas,杰西·道格拉斯
Sean Parker,西恩·帕克
Omar Epps,奧馬爾·愛普斯
A. J. Burnett,A·J·柏奈特
Boris Kaufman,鮑里斯·考夫曼
Kate Smith,凯特·史密斯
Marty Friedman,马蒂·弗里德曼
Joey Zimmerman,喬伊·齊默曼
Hiram Stevens Maxim,海勒姆·马克沁
Barry Pepper,巴里·佩珀
William H. Seward,威廉·H·苏厄德
Robert Crippen,罗伯特·克里彭
Brad Falchuk,布萊德·法查克
David Hood,大衛·胡德
A. M. Homes,艾美·賀姆
A. Edward Sutherland,A.愛德華·薩瑟蘭
Elliott Sober,艾利奥特·索伯
Betty Castor,貝蒂·卡斯特
A. J. Jacobs,阿諾德·史蒂芬·賈各布斯
A. E. Kaye,A·E·凯耶
Ivie Anderson,伊维·安德森
Vladimir Ipatieff,V.N. 伊帕季耶夫
José Feliciano,何塞·费利西亚诺
David Scott,大卫·斯科特
Skai Jackson,絲凱·傑克森
Arnold Vosloo,阿诺德·沃斯洛
Neil Simon,尼爾·賽門
Charles Cullen,查爾斯·庫倫
Gary Hamel,加里·哈默爾
Joe Bonamassa,喬・波納馬沙
Eli Yablonovitch,埃利·雅布罗诺维奇
Leo Fender,利奥·芬达
Jeff Koons,杰夫·昆斯
James N. Rosenau,J.N. 罗西瑙
John Houseman,約翰·豪斯曼
David Filo,大衛·費羅
Rick Ross,瑞克·羅斯
Robert T. Herres,罗伯特·赫雷斯
Edwin Stanton Porter,埃德溫·S·波特
David Stern,大卫·斯特恩
Princess Donna,唐娜公主
Glenn W. Most,格倫·莫斯特
Terrence Trammell,特伦斯·特拉梅尔
Mitch Pileggi,米徹·佩勒吉
Craig Wasson,克雷格·華生
Dan Simmons,丹·西蒙斯
Helene Hanff,海伦·汉芙
Andranik Ozanian,安德蘭尼克·沃贊尼安
Bear Bryant,貝爾·布萊恩特
Harvey Smith,哈维·史密斯
George Gaynes,乔治·盖因斯
Lee Strasberg,李·斯特拉斯伯格
Murray Bookchin,默里·布克钦
Mark Volman,马克·沃曼
Tim Johnson,蒂姆·约翰逊
Yum-Tong Siu,蕭蔭堂
Gary Snyder,加里·斯奈德
William Morris Davis,威廉·莫里斯·戴维斯
Chris Penn,基斯·潘
Christy Walton,克里斯蒂·沃爾頓
Brian Krause,布萊恩·克勞斯
Lucien Ballard,呂西安·巴拉德
Marc Davis,马克·戴维斯
Mark Felt,马克·费尔特
Stirling Silliphant,斯特林·西利芬特
Archie Randolph Ammons,A·R·阿门斯
Robert Elswit,勞勃·艾斯維特
James Cunningham,郭明瀚
Leon Czolgosz,里昂·乔戈什
Willow Smith,薇洛
Kathy Reichs,凱絲·萊克斯
Kehinde Wiley,凱德·威利
Warren Robinett,華倫·羅賓奈特
Cary Brothers,卡里兄弟
Seamus Davey-Fitzpatrick,肖姆斯·戴維-菲茨帕特里克
Ryan Dunn,瑞恩·鄧恩
John F. Kennedy Jr.,小约翰·肯尼迪
Gary Cole,蓋瑞·科爾
Tom Green,湯姆·格林
James W. Christy,詹姆斯·克里斯蒂
Leigh Brackett,金·布拉克特
Trinh Xuan Thuan,鄭春淳
Chris Landreth,克里斯·兰德雷斯
Charles Dillon Perrine,查尔斯·狄龙·珀赖因
Joe Montana,乔·蒙塔纳
Isidore Mankofsky,埃斯多·曼考夫斯基
Harry Nyquist,哈里·奈奎斯特
John C. McGinley,約翰·麥金利
Eric T. Olson,埃里克·奧尔森
Whit Bissell,維特·比賽爾
John Poindexter,約翰·彭德克斯特
Stanley Mandelstam,史丹利·曼德斯坦
John Shanks,約翰·山克斯
William Henry Howell,威廉·亨利·豪威爾
