Pioneer plaque,先驅者鍍金鋁板
Woodbury Common Premium Outlets,伍德伯里名牌折扣购物中心
Gathering of Developers,Gathering·of·Developers
National Defense Authorization Act for Fiscal Year 2012,2012年度美国国防授权法案
"Hardin, Illinois",哈丁·(伊利諾伊州)
Alaska Pacific University,阿拉斯加太平洋大学
MOVE (Philadelphia organization),MOVE·(組織)
Rockstar New England,Rockstar新英格蘭工作室
"Hillsboro Pines, Florida",希爾斯伯勒派恩斯·(佛羅里達州)
Holland America Line,荷美邮轮
Rat Islands,拉特群島
Beverly Wilshire Hotel,比佛利威爾希爾飯店
Hollywood Forever Cemetery,好莱坞永恒公墓
John F. Kennedy Center for the Performing Arts,约翰·肯尼迪表演艺术中心
Kupreanof Island,庫普列亞諾夫島
Norris Dam,诺里斯大坝
Satellite Award for Best Supporting Actor – Motion Picture,衛星獎最佳男配角
Western Oregon University,西奧勒岡大學
"Monmouth, Iowa",蒙茅斯·(愛荷華州)
"Moravia, Iowa",莫拉維亞·(愛荷華州)
"Mount Sterling, Iowa",芒特斯特林·(愛荷華州)
Journal of Homosexuality,同性戀期刊
"Kooskia, Idaho",庫斯基亞·(愛達荷州)
"Tukwila, Washington",塔克維拉·(華盛頓州)
"Middleton, Idaho",米德爾頓·(愛達荷州)
"Smelterville, Idaho",斯梅爾特維爾·(愛達荷州)
"Weston, Idaho",韋斯頓·(愛達荷州)
2008 Andersen Air Force Base B-2 accident,2008年美軍B-2轟炸機墜毀事故
COMDEX,COMDEX
"Lebanon, Pennsylvania",黎巴嫩·(賓夕法尼亞州)
Amak Volcano,阿馬克火山
Landsat 1,陆地卫星1号
On2 Technologies,On2·Technologies
"Shongopovi, Arizona",雄戈波維·(亞利桑那州)
"Cheval, Florida",契瓦爾·(佛羅里達州)
Connecticut Avenue,康涅狄格大道
"Cottonwood, Idaho",卡頓伍德·(愛達荷州)
"Georgetown, Idaho",喬治敦·(愛達荷州)
Liberty Mutual,利寶互助保險
"Paul, Idaho",保羅·(愛達荷州)
"Shoreline, Washington",岸線市·(華盛頓州)
"Throckmorton, Texas",斯羅克莫頓·(德克薩斯州)
"Ida Grove, Iowa",艾达格罗夫
"Riviera Beach, Florida",里维埃拉海滩·(佛罗里达州)
"Superior, Colorado",苏必利尔·(科罗拉多州)
"Hunter's Creek, Florida",亨特斯溪·(佛羅里達州)
"Perrysville, Indiana",佩里斯維爾·(印地安納州)
"Port Clarence, Alaska",克拉倫斯港·(阿拉斯加州)
"Fairfield Township, Fayette County, Iowa",費爾菲爾德鎮區·(費耶特縣)
"Lyons Township, Cook County, Illinois",萊昂斯鎮區·(伊利諾伊州庫克縣)
"Washington Township, Clarke County, Iowa",華盛頓鎮區·(愛荷華州克拉克縣)
"Gold Bar, Washington",金条·(华盛顿州)
"Granite Falls, Washington",花岗岩瀑布·(华盛顿州)
United States House Committee on Armed Services,美国众议院军事委员会
Time Inc.,时代公司
71 South Wacker,凱悅中心
Kings Peak (Utah),國王峰
Kaiser Family Foundation,凯泽家族基金会
Salve Regina University,沙爾瓦瑞金納大學
"West Puente Valley, California",西谷橋·(加利福尼亞州)
"Ahtanum, Washington",阿塔納姆·(華盛頓州)
"Kendrick, Idaho",肯德里克·(愛達荷州)
"Mud Lake, Idaho",馬德湖·(愛達荷州)
"Sumner, Washington",萨姆纳·(华盛顿州)
"Brookville Township, Ogle County, Illinois",布魯克維爾鎮區·(伊利諾伊州奧格爾縣)
"Napoleon, Ohio",拿破仑·(俄亥俄州)
"Oakland Park, Florida",奥克兰公园·(佛罗里达州)
"Salem Township, Carroll County, Illinois",塞勒姆鎮區·(伊利諾伊州卡羅爾縣)
State Street (Chicago),州街·(芝加哥)
"Aitkin Township, Aitkin County, Minnesota",艾特金鎮區·(艾特金縣)
"Johnston, Iowa",约翰斯顿·(爱荷华州)
"Lakeville Township, Dickinson County, Iowa",萊克維爾鎮區·(愛荷華州迪金森縣)
"Milo Township, Delaware County, Iowa",米洛鎮區·(愛荷華州特拉華縣)
"Montpelier, Louisiana",蒙彼利埃·(路易斯安那州)
"St. Clair Township, Benton County, Iowa",聖克萊爾鎮區·(愛荷華州本頓縣)
Texas Tech University,德克薩斯理工大學
American Film Institute Awards 2010,2010年美國電影學會獎
Mutual UFO Network,UFO互動網絡
Open Source Ecology,開源生態計畫
Steel Pier,鋼鐵碼頭
Western Kentucky University,西肯塔基大學
"Mabton, Washington",麥布頓·(華盛頓州)
"Raymond, Washington",雷蒙德·(华盛顿州)
"Wardner, Idaho",沃德納·(愛達荷州)
California's Great America,大美洲主題公園
"Degognia Township, Jackson County, Illinois",德戈尼亞鎮區·(伊利諾伊州傑克遜縣)
"Ravenna, Ohio",拉韦纳·(俄亥俄州)
"Stites Township, St. Clair County, Illinois",斯蒂茨鎮區·(伊利諾伊州聖克萊爾縣)
"Tonopah, Nevada",托诺帕·(内华达州)
"White Rock Township, Ogle County, Illinois",懷特羅克鎮區·(伊利諾伊州奧格爾縣)
"Eddyville, Iowa",埃迪維爾·(愛荷華州)
"Mount Dora, Florida",山多拉·(佛罗里达州)
"Sterling, Colorado",斯特林·(科罗拉多州)
"Luxemburg, Iowa",盧森堡·(愛荷華州)
"Norton, Kansas",诺顿·(堪萨斯州)
"Royal, Iowa",羅約爾·(愛荷華州)
"Sims Township, Grant County, Indiana",西姆斯鎮區·(印地安納州格蘭特縣)
2004 NBA draft,2004年NBA选秀
"Holmdel Township, New Jersey",霍姆德爾鎮區·(紐澤西州)
Battle of Blackburn's Ford,布力般淺灘之役
Connecticut House of Representatives,康涅狄格州众议院
Gastineau Channel,加斯蒂諾海峽
Georgia House of Representatives,佐治亚州众议院
Michigan Senate,密歇根州参议院
"Palouse, Washington",帕卢斯·(华盛顿州)
Stuyvesant Square,史岱文森广场
"Davenport, Washington",达文波特·(华盛顿州)
"Riggins, Idaho",里金斯·(愛達荷州)
"Hephzibah, Georgia",赫夫齊巴·(喬治亞州)
"Rock Valley, Iowa",羅克瓦利·(愛荷華州)
"Seymour, Iowa",西摩·(愛荷華州)
"Harrah, Washington",哈拉·(华盛顿州)
"Kahlotus, Washington",卡洛特斯·(华盛顿州)
"Yacolt, Washington",亞科爾特·(華盛頓州)
Asiatic Exclusion League,排亞聯盟
Bryant Park,布莱恩特公园
"Alpena, Michigan",阿尔皮纳·(密歇根州)
"Hawthorne, Florida",霍桑·(佛罗里达州)
"Filer, Idaho",菲勒·(愛達荷州)
"Rathdrum, Idaho",拉德魯姆·(愛達荷州)
"Wilder, Idaho",懷爾德·(愛達荷州)
Battle of Camden,卡姆登戰役
Grand Canyon Railway,大峽谷鐵路
Hebrew Union College – Jewish Institute of Religion,希伯来协和学院
Kansas Senate,堪萨斯州参议院
National Instruments,國家儀器
Tanglewood,坦格活德
Tulsa Shock,土爾沙震動
USC Trojans,南加州大学特洛伊人队
Tagalak Island,塔加拉克島
Mütter Museum,马特博物馆
"Nutbush, Tennessee",纳特布什
Office of the United States Trade Representative,美國貿易代表處
United States midterm election,美國中期選舉
"Wallace, Indiana",華萊士·(印地安納州)
1983 World Series,1983年世界大賽
Roanoke River,罗阿诺克河
Santa Fe impact structure,聖塔菲撞擊結構
"Sheldon, Iowa",謝爾頓·(愛荷華州)
Visceral Games,維瑟羅遊戲
Where's George%3F,Where's·George%3F
Vesey Street,維西街
"Three Points, Arizona",三點·(亞利桑那州)
2011 Major League Soccer season,2011年美國職業足球大聯盟球季
Matagorda Island,馬塔戈達島
"Topaz, California",托帕茲·(加利福尼亞州)
"Cotati, California",科塔蒂·(加利福尼亚州)
"Manasota Key, Florida",馬納索達基·(佛羅里達州)
"Manchester, Iowa",曼彻斯特·(爱荷华州)
Nokia N85,诺基亚N85
J. Walter Thompson,智威汤逊
"Ridgewood, New Jersey",里奇伍德
Supreme (brand),Supreme
List of states and territories of the United States,美國州份和領地列表
"George, Washington",乔治·(华盛顿州)
"Ketchum, Idaho",凯彻姆·(爱达荷州)
Mesa Arizona Temple,亞利桑那州梅薩聖殿
American Film Institute Awards 2007,2007年美國電影學會獎
"Dalton Gardens, Idaho",道爾頓花園·(愛達荷州)
Gorman dogfight,高曼纏鬥
Louisiana State University,路易斯安那州立大學
Luxoflux,Luxoflux
"Davis, Illinois",達維斯·(伊利諾伊州)
"Portland, Indiana",波特蘭·(印地安納州)
"Silver Cliff, Colorado",银崖·(科罗拉多州)
"Summertown, Georgia",薩默敦·(喬治亞州)
Battle of Waxhaws,沃克斯華戰役
"Mundelein, Illinois",蒙德萊因·(伊利諾伊州)
Super Bowl XXI,第二十一届超级碗
Tropicana Field,純品康納球場
Fordham Road station (IRT Jerome Avenue Line),福德漢姆路車站·(IRT傑羅姆大道線)
"Sedan, Kansas",色當·(堪薩斯州)
"Yale, Iowa",耶鲁·(艾奥瓦州)
"Folly Beach, South Carolina",富丽海滩·(南卡罗来纳州)
"Marbleton, Wyoming",马布尔顿·(怀俄明州)
"Capitol Hill, Seattle",西雅圖國會山
Industrial Workers of the World,世界产业工人
Mexico–United States border,美墨邊界
Saint Joseph's Day,聖若瑟瞻禮
Sarah Lawrence College,莎拉·劳伦斯学院
"Brook, Indiana",布魯克·(印地安納州)
"Hull, Iowa",哈爾·(愛荷華州)
Missouri Botanical Garden,密蘇里植物園
"Selma, Indiana",塞爾馬·(印地安納州)
"Cash, Arkansas",卡什·(阿肯色州)
"Gulf Stream, Florida",墨西哥湾暖流·(佛罗里达州)
"Kalkaska, Michigan",卡爾卡斯卡·(密歇根州)
Lucy the Elephant,大象露西
"Aurora, South Dakota",奥罗拉·(南达科他州)
"Ellis Grove, Illinois",埃利斯格羅夫·(伊利諾伊州)
"Kalaeloa, Hawaii",卡拉洛亞·(夏威夷州)
"Ohlman, Illinois",奧爾曼·(伊利諾伊州)
"Whitley City, Kentucky",惠特利市·(肯塔基州)
51st Academy Awards,第51届奥斯卡金像奖
Loma Linda University,羅馬琳達大學
Super Bowl XXX,第三十届超级碗
United States one-dollar bill,一美元纸币
"Apex, North Carolina",埃佩克斯·(北卡羅來納州)
"Haviland, Kansas",哈維蘭·(堪薩斯州)
"Two Buttes, Colorado",图比尤茨·(科罗拉多州)
"Woodworth, North Dakota",伍德沃思·(北达科他州)
"Cooperstown, North Dakota",古柏镇·(北达科他州)
"Fort Thomas, Kentucky",托马斯堡·(肯塔基州)
"Whiting, Indiana",惠廷·(印地安納州)
Miranda v. Arizona,米兰达诉亚利桑那州案
"Paxson, Alaska",帕克森·(阿拉斯加州)
"Snellville, Georgia",斯內爾維爾·(喬治亞州)
Subaru Park,速霸陸公園
Fort Hamilton Parkway station (IND Culver Line),漢密爾頓堡公園道車站·(IND卡爾弗線)
"French Settlement, Louisiana",法国居民点·(路易斯安那州)
"Johnsburg, Illinois",約翰斯堡·(伊利諾伊州)
"Lely, Florida",萊利·(佛羅里達州)
"Milbank, South Dakota",米尔班克·(南达科他州)
California's 9th congressional district,加利福尼亞州第九國會選區
"Cambridge City, Indiana",劍橋城·(印地安納州)
"Kiron, Iowa",奇龍·(愛荷華州)
Southern Oregon University,南俄勒岡大學
"Woodhull, Illinois",伍德哈爾·(伊利諾伊州)
"Port Gibson, Mississippi",吉布森港·(密西西比州)
"Sayre, Oklahoma",塞尔·(俄克拉何马州)
New Mexico House of Representatives,新墨西哥州众议院
Harman International,哈曼国际工业
Operation Julin,儒略行动
"Skadden, Arps, Slate, Meagher %26 Flom",世达律师事务所
1970 United States census,1970年美国人口普查
Keating Five,基廷五人
Kenner Products,肯纳制品
Keya Paha River,基亚帕哈河
Santa Clara Valley,圣克拉拉谷
"Branchville, South Carolina",布兰奇维尔·(南卡罗来纳州)
"Elk City, Idaho",埃爾克城·(愛達荷州)
"Oakdale, Louisiana",奥克戴尔·(路易斯安那州)
"Oakhurst, California",奧克赫斯特·(加利福尼亞州)
590 Madison Avenue,麦迪逊大道590号
"Aspen Springs, California",阿斯彭斯普林斯·(加利福尼亞州)
"Holyoke, Massachusetts",霍利奥克·(马萨诸塞州)
"Collbran, Colorado",科尔布伦·(科罗拉多州)
"Salisbury, North Carolina",索爾茲伯里·(北卡羅來納州)
"Yorktown, Indiana",約克敦·(印地安納州)
"Columbia City, Indiana",哥倫比亞城·(印地安納州)
"Landrum, South Carolina",兰德隆·(南卡罗来纳州)
"Leesburg, Indiana",利斯堡·(印地安納州)
"Tullos, Louisiana",塔勒斯·(路易斯安那州)
Boston Police Department,波士頓警察局
"Paw Paw, West Virginia",波波·(西維吉尼亞州)
"Punta Rassa, Florida",蓬塔拉薩·(佛羅里達州)
"Louviers, Colorado",盧維爾斯·(科羅拉多州)
"Warrington, Florida",沃靈頓·(佛羅里達州)
"Ellenboro, Wisconsin",埃伦伯勒
Illinois State Capitol,伊利諾伊州議會大廈
"June Lake, California",六月湖·(加利福尼亞州)
"Kekaha, Hawaii",凱卡哈·(夏威夷州)
"Needham, Massachusetts",尼德姆
"North Manchester, Indiana",北曼徹斯特·(印地安納州)
Ogliuga Island,奧格利烏加島
66th Street–Lincoln Center station,66街-林肯中心車站
Under Armour,Under·Armour
"Dixmoor, Illinois",迪克斯摩·(伊利諾伊州)
"Parker, South Dakota",帕克·(南达科他州)
"Sicily Island, Louisiana",西西里岛·(路易斯安那州)
International Fund for Animal Welfare,国际爱护动物基金会
International Rescue Committee,国际救援委员会
Mount Lemmon Survey,萊蒙山巡天數據
"Bay St. Louis, Mississippi",贝圣路易斯·(密西西比州)
Laie Hawaii Temple,夏威夷州萊以耶聖殿
Six Assurances,六項保證
University of Wisconsin–Milwaukee,威斯康星大学密尔沃基分校
"Norwalk, Iowa",諾沃克·(愛荷華州)
Cirrus Logic,思睿邏輯
"New Amsterdam, Indiana",新阿姆斯特丹·(印地安納州)
Plaza Hotel,广场饭店
"Matfield Green, Kansas",梅特菲爾德格林·(堪薩斯州)
"Riverview, Florida",里弗維尤·(佛羅里達州)
"Fredericksburg, Iowa",弗雷德里克斯堡·(愛荷華州)
RSA Security,RSA·安全
"Emerado, North Dakota",埃默拉多·(北达科他州)
"Francesville, Indiana",弗朗西斯維爾·(印地安納州)
Halsey Street station (BMT Canarsie Line),哈爾西街車站·(BMT卡納西線)
"Limon, Colorado",利蒙·(科罗拉多州)
18th Avenue station (BMT West End Line),18大道車站·(BMT西城線)
Fourth Avenue/Ninth Street station,第四大道／第九街車站
"Kulm, North Dakota",库尔姆·(北达科他州)
"New Middletown, Indiana",新米德爾敦·(印地安納州)
Rainy River (Minnesota–Ontario),雷尼河
"Topeka, Indiana",托皮卡·(印地安納州)
"Correctionville, Iowa",科雷克申維爾·(愛荷華州)
National Guard Bureau,美國國民警衛局
Natural Bridges National Monument,天生橋國家紀念區
"Spreckels, California",斯普雷凱爾斯·(加利福尼亞州)
"Valley Falls, Kansas",瓦利福爾斯·(堪薩斯州)
Irish Americans,愛爾蘭裔美國人
State university system,州立大学系统
Carpenters' Hall,木匠厅
Cobra Golf,眼鏡蛇高爾夫
Columbia Sportswear,美國哥倫比亞運動服裝公司
Conexant,科胜讯
Chevron Championship,全日空锦标赛
"Sånta Rita-Sumai, Guam",圣丽塔·(关岛)
University of Northern Colorado,北科羅拉多大學
"Belvidere, South Dakota",贝尔维迪尔·(南达科他州)
"Hypoluxo, Florida",赫珀卢克索·(佛罗里达州)
"Belleair Beach, Florida",貝萊爾海灘·(佛羅里達州)
"Frostproof, Florida",弗罗斯特普鲁夫·(佛罗里达州)
"Schall Circle, Florida",沙爾瑟克爾·(佛羅里達州)
"Simpsonville, South Carolina",辛普森维尔·(南卡罗来纳州)
"Capron, Illinois",卡普龍·(伊利諾伊州)
"Elmhurst, Queens",埃姆赫斯特·(纽约)
"Irvington, Illinois",歐文頓·(伊利諾伊州)
"Lemoore Station, California",勒穆爾站·(加利福尼亞州)
"Sunnyslope, California",森尼斯洛普·(加利福尼亞州)
"East Pasadena, California",東帕薩迪納·(加利福尼亞州)
"Friant, California",弗賴恩特·(加利福尼亞州)
Greenpoint Avenue station,綠點大道車站
"Kenny Lake, Alaska",肯尼湖·(阿拉斯加州)
"Pomona, Kansas",波莫納·(堪薩斯州)
"Adjuntas, Puerto Rico",阿德洪塔斯
"Halstead, Kansas",霍爾斯特德·(堪薩斯州)
"Hurstbourne, Kentucky",赫斯特波尔·(肯塔基州)
"McDonald, North Carolina",麥當諾·(北卡羅來納州)
"Dade City, Florida",戴德市·(佛罗里达州)
"Dana, Illinois",達納·(伊利諾伊州)
"Maryhill Estates, Kentucky",玛丽希尔庄园·(肯塔基州)
MD Helicopters,麥道直升機公司
"Westville, Illinois",韋斯特維爾·(伊利諾伊州)
"Bremen Township, Delaware County, Iowa",不來梅鎮區·(愛荷華州特拉華縣)
"Crainville, Illinois",克雷恩維爾·(伊利諾伊州)
"Laurinburg, North Carolina",劳林堡·(北卡罗来纳州)
"Chetopa, Kansas",希托帕·(堪薩斯州)
"La Jara, Colorado",拉哈拉·(科罗拉多州)
"Lankin, North Dakota",兰金·(北达科他州)
World of Coca-Cola,可口可樂世界
"Fergus Falls, Minnesota",弗格斯福尔斯
Neil Simon Theatre,尼爾·西蒙劇院
"Old Lyme, Connecticut",舊萊姆·(康乃狄克州)
