Lionel Messi,リオネル・メッシ
Patricio Garino,パトリシオ・ガリーノ
Gianni Bonadonna,ジャンニ・ボナドンナ
Fabio Mancini,ファビオ・マンシーニ
Giovanni Abagnale,ジョヴァンニ・アバニャレ
Francisco Mele,フランシスコ・メーレ
Armando Meoni,アルマンド・メオーニ
Umberto Berrettoni,ウンベルト・ベレットーニ
Pasquale Prestisimone,パスクワーレ・プレスティシモーネ
Alessandro Capello,アレッサンドロ・カペッロ
Alessandro Deiola,アレッサンドロ・デイオーラ
Leonardo Rossi,レオナルド・ロッシ
Ferdinando Bruni,フェルディナンド・ブルーニ
Luca Mora,ルカ・モラ
Alessandro Borghi,アレッサンドロ・ボルギ
Ivan Lanni,イヴァン・ランニ
Cesare Baroni Urbani,チェーザレ・バローニ・ウルバーニ
Milena Rizzotto,ミレーナ・リッツォット
Maximiliano Uggè,ウジェ
Giovanni Carboni,ジョヴァンニ・カルボーニ
Nicola Colombo,ニコラ・コロンボ
Davide Mele,ダヴィデ・メーレ
Claud Adjapong,クラウド・アジャポン
Gino Cereseto,ジーノ・チェレゼート
Giuseppe Pezzella,ジュゼッペ・ペッツェッラ
Arjola Trimi,アルジョラ・トリミ
Chiara De Bortoli,キアラ・デ・ボルトリ
Alex Meret,アレックス・メレト
Marco Di Costanzo,マルコ・ディ・コスタンツォ
Luca Salsi,ルカ・サルシ
Matteo Pessina,マッテオ・ペッシーナ
Filippo Ganna,フィリッポ・ガンナ
Omar Giacalone,オマル・ジャカローネ
Francesco Bocciardo,フランチェスコ・ボッチャルド
Mattia Busato,マッティア・ブサト
Marco Maronese,マルコ・マロネーゼ
Ornella Volta,オルネラ・ヴォルタ
Salvatore Farina,サルヴァトーレ・ファリーナ
Marco Di Meco,Marco Di Meco
Alfredo Vizzini,アルフレード・ヴィッツィーニ
Mario Donatelli,マリオ・ドナテッリ
Francesco Vicari,フランチェスコ・ヴィカーリ
Raffaello Celommi,ラファエッロ・チェロンミ
Angelo Menozzi,アンジェロ・メノッツィ
Eduardo Romagnoli,エドゥアルド・ロマニョーリ
Marius Mitrea,マリウス・ミトレア
Angelo De Donatis,アンジェロ・デ・ドナティス
Riccardo Piatti,リッカルド・ピアッティ
Viviana Bottaro,ヴィヴィアーナ・ボッターロ
Lorenzo Munari,ロレンツォ・ムナーリ
Maria Sole Agnelli,マリア・ソーレ・アニェッリ
Marie-Josephine Gaudette,マリー＝ジョセフィン・ゴーディト
Lorenzo Sonego,ロレンツォ・ソネゴ
Eike Schmidt,アイケ・シュミット
Gino D'Auri,ジーノ・ダウリ
Elisa Biagini,エリーザ・ビアジーニ
Arianna Caruso,アリアンナ・カルーゾ
Angelo Barrile,アンジェロ・バリーレ
Guglielmo Cinque,グリエルモ・チンクエ
Redo Romagnoli,レード・ロマニョーリ
Mattia Altobelli,マッティア・アルトベッリ
Calcutta,カルクッタ
Adone Comboni,アドーネ・コンボーニ
Riccardo Agabio,リッカルド・アガービオ
Yuriko Tiger,ユリコタイガー
Leonardo César Jardim,レオ・ジャルディム
Piergiuseppe D'Andreamatteo,ピエルジュゼッペ・ダンドレアマッテーオ
Nicolò Bulega,ニッコロ・ブレガ
Cristian Binda,クリスティアン・ビンダ
Lorenzo Piretto,ロレンツォ・ピレット
Valentina Favazza,ヴァレンティナ・ファヴァッツァ
Lorenzo Dalla Porta,ロレンツォ・ダッラ・ポルタ
Irma Testa,イルマ・テスタ
Luca Marini,ルカ・マリーニ
Luca Mazzone,ルカ・マッツォーネ
Antonio Giansanti-Coluzzi,アントニオ・ジアンザンティ
Damiano Cima,ダミアーノ・チーマ
Faliero Rosati,ファリエロ・ロザティ
Enrico Roseo,エンリコ・ロセオ
Giuseppe Emili,ジュゼッペ・エミリ
Stefano Sensi,ステファノ・センシ
Alberto Rondalli,アルベルト・ロンダリ
Wladimiro Falcone,ヴラディミーロ・ファルコーネ
Sebastian Negri,セバスチャン・ネグリ
Alessandro Michele,アレッサンドロ・ミケーレ
Lorenzo Montipò,ロレンツォ・モンティポ
Agnelli,アニェッリ家
Lauretta Vinciarelli,ラウレッタ・ヴィンチャレッリ
Emmanuele Baldini,エマヌエーレ・バルディーニ
Edoardo Tresoldi,エドアルド・トレソルディ
Roberto Guiducci,ロベルト・グイドッチ
Carlotta Fedeli,カルロッタ・フェデーリ
Ugo La Pietra,ウーゴ・ラ・ピエトラ
Emanuele Panzeri,エマヌエーレ・パンツェーリ
Giovanni Vignale,ジョヴァンニ・ヴィナーレ
Louis D'Angelo,ルイス・ダンジェロ
Lodovico Piccioli,ロドヴィコ・ピッチョーリ
Donatella Iacono,ドナテッラ・イアコノ
Nicoletta Tinti,ニコレッタ・ティンティ
Paola Egonu,パオラ・エゴヌ
Roberto Reverberi,ロベルト・レヴェールベリ
Leonardo Basso,レオナルド・バッソ
Mario Fazio,マリオ・ファジオ（ジャーナリスト）
Mirco Maestri,ミルコ・マエストリ
Massimo Righi,マッシモ・リーギ
Fabius Constable,ファビウス・コンスタブル
Alberto Mantovani,アルバート・マントヴァーニ
Benedetto Mazzacurati,ベネデット・マッツァクーラティ
Alessia Orro,アレッシア・オッロ
Michele Castelli,ミケーレ・カステッリ
Anna Danesi,アンナ・ダネージ
Gabriele Gravina,ガブリエーレ・グラヴィーナ
Günther Dissertori,グンテル・ディッセルトリ
Oliviero Troia,オリヴェイロ・トロイア
Ernesto Sirolli,エルネスト・シロッリ
Alessio Brandolini,アレッシオ・ブランドリーニ
Ernesto Brivio,エルネスト・ブリーヴィオ
Luciana Bellatalla,ルチャーナ・ベッラタッラ
Emma Condello,エマ・コンデッロ
Matteo Stefanelli,マッテオ・ステファネッリ
Marco Zamparella,マルコ・ザンパレッラ
Lorenzo Tornabuoni,ロレンツォ・トルナブオーニ
Tamara Vidali,タマラ・ヴィダリ
Enrico Olivieri,エンリコ・リヴィエリ
Edilio Capotosti,エディリオ・カポトスティ
Sara Lazzaro,サラ・ラッザーロ
Caterina Gabanella,カテリーナ・ガバネッラ
Giovanni Pozzoni,ジョバンニ・ポッツォーニ
Mauro Bonanni,マウロ・ボナンニ
Manlio Graziano,マンリオ・グラツィアーノ
Virginia Raggi,ヴィルジニア・ラッジ
Sergio Canavero,セルジオ・カナベーロ
Odette Giuffrida,オデッテ・ジュフリーダ
Ludovica Rampoldi,ルドビカ・ランポルディ
Veronika Widmann,ヴェロニカ・ヴィットマン
Fausto Masnada,ファウスト・マスナーダ
Virginia Peirano,Virginia Peirano
Gerardo Marasco,ジェラルド・マラスコ
Stefano Mancuso,ステファノ・マンクーゾ
Carlo Mariani,カルロ・マリアーニ
Lorenzo Ramero,ロレンツォ・ラメロ
Marco Bezzecchi,マルコ・ベツェッキ
Fabio Di Giannantonio,ファビオ・ディ・ジャンナントニオ
Maria Franca Fissolo,マリア・フランカ・フィッソロ
Luigi Michiorri,ルイージ・ミキオーリ
Claudio Di Mauro,クラウディオ・ディ・マウロ
Sara Barattin,サラ・バラッティン
Brando Quilici,ブランドウ・クィリッチ
Bruno Martinotti,ブルーノ・マルティノッティ
Gianluca Scamacca,ジャンルカ・スカマッカ
Valentín Vada,バレンティン・バダ
Nicola Tumolero,ニコラ・トゥモレロ
Giuliani G. De Negri,ジュリアーニ・G・デ・ネグリ
Pietro Ceccarelli,ピエトロ・チェッカレリ
Filippo Romagna,フィリッポ・ロマーニャ
Marco Tumminello,マルコ・トゥミネッロ
Boris Carmeli,ボリス・カルメリ
Fernando Brandolini,フェルナンド・ブランドリーニ
Rachele Barbieri,ラケーレ・バルビエリ
Carlo Benetti,カルロ・ベネッティ
Nicola Bagioli,ニコラ・バジオーリ
Gisa Radicchi Levi,ギサ・ラディッキ・レヴィ
Vincenzo Alberto Annese,ヴィンチェンツォ・アルベルト・アネーゼ
Guido De Philippis,グイド・ド・フィリピッス
Giovanni Calcagno,ジョヴァンニ・カルカーニョ
Luca Fiordilino,ルーカ・フィオルディリーノ
Lorenzo Losa,ロレンツォ・ローザ
Simone Cortesi,シモーネ・コルテージ
Augusto Agostini,アウグスト・アゴスティーニ
Massimo Quarta,マッシモ・クアルタ
Michele Braga,ミケーレ・ブラガ
Adamo Dionisi,アダモ・ディオニージ
Chiara Appendino,キアラ・アッペンディーノ
Marco Gobbetti,マルコ・コベッティ
Luca Nannipieri,ルカ・ナンニピエリ
Matteo Martari,マッテオ・マルターリ
Andrea Paris,アンドレア・パリス
Giuseppe Da Prato,ジュゼッペ・ダ・プラート
Marco Lavatelli,マルコ・ラヴァテッリ
Ercole Ottaviano,エルコーレ・オッタヴィアーノ
Enrica Maria Modugno,エンリカ・マリア・モデグノ
Sergio Doplicher,セルジオ・ドップリカー
Maria Grazia Calandrone,マリア・グラッチャ・カランドローネ
Giacinta Angela Stocchino,ジャチンタ・アンジェラ・ストッキノ
Giorgio Barchiesi,ジョルジョ・バルキエージ
Salvatore Vizzini,サルヴァトーレ・ヴィッツィーニ
Andrea Favilli,アンドレア・ファヴィッリ
Vanessa Panzeri,ヴァネッサ・パンツェーリ
Manuela Angeli,マヌエーラ・アンジェリ
Laura Polverelli,ラウラ・ポルヴェレッリ
Alessandro Fadini,アレッサンドロ・ファディーニ
Matilda De Angelis,マティルダ・デ・アンジェリス
Fiorella Negro,フィオレラ・ネグロ
Luciano Romagnoli,ルチアーノ・ロマニョーリ
Rebecca Ghilardi,レベッカ・ギラルディ
Lucilla Boari,ルチーラ・ボアリ
Michele D'Attanasio,ミケーレ・ダッタナージオ
Riccardo Tozzi,リカルド・トッツィ
Mattia Bellini,マッティア・ベッリーニ
Daniel Grassl,ダニエル・グラスル
Vincenzo Albanese,ヴィンチェンツォ・アルバネーゼ
Loris Gavarini,ロリス・ガヴァリーニ
Francesco Gabbani,フランチェスコ・ガッバーニ
Andrea Santarelli,アンドレア・サンタレリ
Mario Mauro,マリオ・マウロ
Luigi Rossi di Montelera,ルイージ・ロッシ・ディ・モンテレーナ
Pia Pera,ピア・ペーラ
Ilenia Pastorelli,イレニア・パストレッリ
Alberto Mineo,アルバート・ミネオ
Alessia Zardini,アレッシア・ザルディーニ
Antonio Zavagnin,アントニオ・ザバグニン
Giuseppe Mangione,ジュゼッペ・マンジョーネ
Aloysio Del Col,アロイジオ・デルコル
Clodoveo Tassinari,クロドヴェオ・タシナリ
Luiz Felipe Ramos Marchi,ルイス・フェリペ・ラモス・マルチ
Marco Lodadio,マルコ・ロダディオ
Federico Cattaneo,フェデリコ・カッタネーオ
Carla Tichatscheck,カルラ・ティカツケーク
Carlotta Cambi,カルロッタ・カンビ
Valter Rizzo,バルテル・リッツォ
Giusi Merli,ジュジ・メルリ
Fabio Rovazzi,ファビオ・ロヴァッツィ
Massimo Pradella,マッシモ・プラデッラ
Eugenia Salza Prina Ricotti,エウジェニア・サルツァ・プリーナ・リコッティ
Oreste Genta,オレステ・ジェンタ
Maurizio Totti,マウリツィオ・トッティ
Ovidio Bolognesi,オビディオ・ボロネージ
Carlo Piazza,カルロ・ピアッツァ
Martina Sasanelli,マルティーナ・ササネッリ
Marco Pettenello,マルコ・ペッテネッロ
Leonardo Bonifazio,レオナルド・ボニファツィオ
Vladan Radovic,ヴラダン・ラドヴィッチ
Simone Mariani,シモーヌ・マリアーニ
Elisabetta Maria Rosboch von Wolkenstein,エリザベッタ・マリア・ロスボック・フォン・ヴォルケンシュタイン
Angela Lattanzio,アンジェラ・ラッタンツィオ
Michele Mariotti,ミケーレ・マリオッティ
Tale Of Us,テイル・オブ・アス
Claudio Pontello,クラウディオ・ポンテッロ
Jeremiah Fraites,ジェレミア・フレイツ
Marco Fichera,マルコ・フィチェラ
Claudio Ronco,クラウディオ・ロンコ
Christine Nagel,クリスティン・ナーゲル
Denise Pimpini,デニス・ピンピーニ
Jonas Carpignano,ジョナス・カルピニャーノ
Alfredo Simonetto,アルフレード・シモネット
Giorgio Bertacchi,ジョルジオ・ベルタッキ
Nicola Bartolini,ニコラ・バルトリニ
Paola Mammini,パオラ・マンミーニ
Emilio Pulli,エミリオ・ピュッリ
Marcell Jacobs,マルセル・ジェイコブス
Bernardino Luino,ベルナルディーノ・ルイーノ
Manuel Locatelli,マヌエル・ロカテッリ
Stefano Gaggioli,ステファノ・ガッジオーリ
Antonino Macaluso,アントニオ・マカルソ
Loredano Pollegioni,ロレダノ・ポッレジョーニ
Eirene Sbriziolo,アイリーン・ズブリツィオーロ
Donatella Palermo,ドナテッラ・パレルモ
Fabio Basile,ファビオ・バシレ
Filippo Tortu,フィリッポ・トルトゥ
Enzo Vecciarelli,エンツォオ・ヴェッキアレッリ
Ascanio Marchini,アスカニオ・マルティーニ
Nicodemo Parrilla,ニコデモ・パリージャ
Giulio Maggiore,ジュリオ・マッジョーレ
Stefano Massini,ステファノ・マッシーニ
Renato Ghiotto,レナート・ギオット
Emanuela Di Crosta,エマヌエラ・ディ・クロスタ
Patrick Cutrone,パトリック・クトローネ
Gabriele Rossetti,ガブリエレ・ロッセティ
Andrea Garosio,アンドレーア・ガロジオ
Alessandro Bertolazzi,アレッサンドロ・ベルトラッツイ
Alessia Mesiano,アレッシア・メシアーノ
Marco Danieli,マルコ・ダニエリ
Mariano Pallottini,マリアーノ・パロッティーニ
Mattia De Marchi,マッティア・デ・マルキ
Matteo Marconcini,マッテオ・マルコンチーニ
Roberto Verganti,ロベルト・ベルガンティ
Sonia Candi,ソニア・カンディ
Paolo Odogwu,パオロ・オドグウ
Manfredi Rizza,マンフレデイ・リッツァ
Alessandro Murgia,アレッサンドロ・ムルジャ
Francesca Cuttica,フランチェスカ・カットチカ
Riccardo Adami,リッカルド・アダミ
Giuseppe Fortunato,ジュゼッペ・フォルトゥナート
Luca Visentini,ルカ・ビセンティーニ
Rimi Beqiri,リミ・ベキリ
Andrea Diprè,アンドレア・ディプレ
Juan Manuel Boselli,フアン・マヌエル・ボセーリ
Alfredo Mazzini,アルフレード・マッツィーニ
Sergio Donnini,セルジョ・ドンニーニ
Massimo Rosa,マッシモ・ローザ
Elio Binda,エリオ・ビンダ
Sfera Ebbasta,スフェラ・エバスタ
Lino Sabattini,リノ・サバティーニ
Alberto Brandolini,アルベルト・ブランドリーニ
Michael Bresciani,マイケル・ブレッシアーニ
Cristiano Lombardi,クリスティアーノ・ロンバルディ
Simone Ferrari,シモーネ・フェッラーリ
Mattia Feltri,マッティア・フェルトリ
Jake Polledri,ジェーク・ポレドリ
Luca Raggio,ルーカ・ラッジョ
Daniel Savini,ダニエル・サヴィーニ
Sabrina Cereseto,サブリナ・チェレゼート
Felipe Drugovich,フェリペ・ドルゴヴィッチ
Mirko Zanni,ミルコ・ザンニ
Alessandro Bastoni,アレッサンドロ・バストーニ
Filippo Melegoni,フィリッポ・メレゴーニ
Carlo Cussetti,カルロ・クセッティ
Roberta Pedrini,ロベルタ・ペドリーニ
Barbara Pilavin,バーバラ・ピラヴィン
Emanuele Ndoj,エマヌエーレ・ンドイ
Marvin Vettori,マーヴィン・ヴェットーリ
Luca Vignali,ルカ・ヴィニャーリ
Gigliola Valandro,ジリオーラ・ヴァランドロ
Pierangelo Buongiorno,ピエランジェロ・ブオンジョールノ
Giorgio Arlorio,ジョルジオ・アルロリオ
Maria Teresa Landi,マリア・テレサ・ランディ
Federico Ruzza,フェデリコ・ルッツァ
Carlo Bartoli,カルロ・バルトーリ
Piergiorgio Donatelli,ピエルジョルジョ・ドナテッリ
Roberto Venturato,ロベルト・ヴェントゥラート
Giovanni Bianucci,ジョヴァンニ・ビアヌッチ
Attilio Viviani,アッティリオ・ヴィヴィアーニ
Tony Arbolino,トニー・アルボリーノ
Livio Castiglioni,リヴィオ・カスティリオーニ
Ignazio Guidi,イグナツィオ・グイディ
Terry Enweonwu,テリー・エンウェオンウ
