Polska,波蘭
Nowe Miasto (Poznań),新城区（波兹南）
Prasa w Polsce,波兰报纸列表
Orla,奧爾拉河 (巴雷奇河支流)
Oratorium Muzyczne,音乐厅 (弗罗茨瓦夫大学)
Most średnicowy w Warszawie,什雷德尼科维大桥
Narodowe Centrum Badań i Rozwoju,波蘭國家研究發展中心
Narodowe Centrum Nauki,波蘭國家科學中心
Narodowe Święto Odrodzenia Polski,波蘭重生國慶日
Narodowy Instytut Fryderyka Chopina,肖邦协会
Narodowy Spis Powszechny Ludności i Mieszkań 2011,波蘭2011年人口普查
NUKAT,波兰国家联合图书目录
Obozy hitlerowskie w Szebniach,舍布涅集中营
Muzeum Archidiecezjalne w Gnieźnie,格涅兹诺总教区博物馆
Muzeum Archidiecezjalne we Wrocławiu,弗罗茨瓦夫总教区博物馆
Neon Muzeum,華沙霓虹燈博物館
Muzeum Byłego Hitlerowskiego Obozu Zagłady w Sobiborze,索比布尔博物馆
Muzeum Czynu Zbrojnego w Krakowie,武装行动博物馆
Muzeum Dobranocek w Rzeszowie,热舒夫睡前卡通博物馆
Ochojec (Rybnik),奥霍耶茨
Muzeum Początków Państwa Polskiego w Gnieźnie,波兰国家起源博物馆
Parafia Ewangelicko-Reformowana w Warszawie,福音派歸正教區
Odznaka Honorowa Bene Merito,波蘭外交卓越貢獻獎章
Okartowo,埃克斯堡
Okręg wyborczy nr 21 do Sejmu RP,21 – 奧波萊
Okręg wyborczy nr 41 do Sejmu RP,41 – 斯塞新
Ostrówek (Poznań),奥斯特罗维克
Otryt (pasmo górskie),歐特利山
Ośrodek Badawczo Rozwojowy Sprzętu Mechanicznego,機械設備研究與發展中心
Pałac biskupa Floriana z Mokrska w Krakowie,弗洛里安·莫克尔斯基宫
Pałac w Koszęcinie,科岑欽宮殿
Państwowa Straż Pożarna,国家消防局
Podzamcze,波贊切
Pojezierze Poznańskie,波兹南湖区
Pomnik Amora na Pegazie,骑着珀伽索斯的丘比特
Pomnik Bitwy o Monte Cassino w Warszawie,華沙卡西諾戰役紀念碑
Plac Grzybowski w Warszawie,格日博夫斯基广场
Plac Nowy Targ we Wrocławiu,新市场广场 (弗罗茨瓦夫)
Polska Agencja Inwestycji i Handlu,波蘭資訊與境外投資局
Polska Akademia Filmowa,波兰电影学院
Polska Fundacja Katyńska,Polskiej Fundacji Katyńskiej
Plac Wolności w Bydgoszczy,自由广场
Plac Zbawiciela,救世主廣場
Planetarium w Olsztynie,奧爾什丁天文館
Płaszów,普瓦舒夫
Płociczna,普沃齊奇納河
Pomnik Niepodległości w Kielcach,獨立紀念碑
Pomnik Obrońców Poczty Polskiej w Gdańsku,波兰邮局保卫者纪念碑
Pomnik Poległym i Pomordowanym na Wschodzie,东方烈士与遇难者纪念碑
Polski Związek Piłki Siatkowej,波蘭排球協會
Pomnik króla Jana III Sobieskiego w Gdańsku,扬三世·索别斯基纪念碑
PolskiBus.com,波兰巴士
Przejście graniczne Korczowa-Krakowiec,科尔乔瓦 -克拉科韦茨
Polskie Towarzystwo Juliusza Verne'a,波兰儒勒·凡尔纳学会
zespół starego dworca kolejowego w Katowicach,卡托维兹老车站
Poniatowo,波尼亚托沃
Topaz,黄玉
Polskie Towarzystwo Przyrodników im. Kopernika,波蘭哥白尼自然主義者協會
Ratusz Staromiejski w Szczecinie,什切青老城市政厅
Przemyśl Główny,普热梅希尔火车总站
Port wojenny Gdynia,格丁尼亚軍港
Wybory do Parlamentu Europejskiego w Polsce w 2014 roku,詳情
Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,華沙科技軍事大學
Reska Węgorza,雷斯卡文戈扎河
Wrześnica (rzeka),弗熱希尼察河
Posłowie V kadencji 1969-1972,波蘭人民共和國第5屆眾議院成員列表
Muzeum Jana Pawła II i Prymasa Wyszyńskiego,約翰保羅二世和維申斯基大主教博物館
granica polsko-niemiecka,德国－波兰边界
Tęcza,彩虹
Poznański Przełom Warty,瓦尔塔河谷地
Poznań Garbary,加尔巴里火车站
stosunki polsko-izraelskie,以色列－波蘭關係
"Konferencja Narodów Zjednoczonych w sprawie Zmian Klimatu, Warszawa 2013",2013年联合国气候变化大会
starszy sierżant,上士
Prexer,PREXER有限公司
Pruszków WKD,普魯斯科夫WKD站
autostrada A3,A3高速公路
Smartwings Poland,波蘭旅遊服務
Rzeczyca,里奇齊亞河
Jednostki NUTS w Polsce,波蘭地域統計單位命名法
dorzecze Wag,瓦赫河流域
Prądnik,普龍德尼克河
Protestantyzm w Polsce,波兰基督教新教
Ambasada Słowenii w Polsce,斯洛文尼亚驻波兰大使馆
Państwowe Muzeum na Majdanku,马伊达内克国家博物馆
Biała Przemsza,比亞瓦普熱姆沙河
Wielbark,維爾巴克
Krzemieniewo,可尔热米耶涅沃
Q22,Q22
TVP ABC,波蘭電視台兒童台
Muzeum Legii Warszawa,萊吉亞華沙博物館
Dziennik Trybuna,论坛报
Mistrzostwa Świata w Pięcioboju Nowoczesnym 2014,2014年現代五項世界錦標賽
Mistrzostwa Świata w Piłce Siatkowej Mężczyzn 2014 (eliminacje strefy AVC),2014年世界男子排球錦標賽亞洲區資格賽
Kościół Pokoju w Jaworze,亞沃爾的和平教堂
linia kolejowa nr 203,特切夫-科斯特爾津鐵路
Dom Trzech Kaznodziei,三教士之家
Ekstraklasa w piłce nożnej (2014/2015),2014–15赛季波兰足球甲级联赛
Dowództwo Generalne Rodzajów Sił Zbrojnych,武裝部隊分支總司令部
WIG30,WIG30指数
Światowe Dni Młodzieży 2016,2016年世界青年日
Tramwaje Szczecińskie,斯塞新電車公司
Prezydent Krakowa,克拉科夫市长
Polska na Mistrzostwach Świata w Lekkoatletyce 2013,2013年世界田径锦标赛波兰代表团
Wiceprezes Rady Ministrów Rzeczypospolitej Polskiej,波蘭副總理
Twój Ruch,你们运动
Flying Wild Hog,飞翔野猪
PreZero Arena Gliwice,格利維采體育館
Tauron Arena Kraków,克拉科夫塔倫體育館
stosunki polsko-indonezyjskie,印度尼西亞－波蘭關係
Nagroda im. Wisławy Szymborskiej,维斯瓦娃·辛波斯卡奖
TVN24 Biznes i Świat,TVN24商业频道
Targi Książki w Krakowie,克拉科夫的书展
Pomnik Umschlagplatz,转运中心纪念馆
Universal Music Poland,波兰环球音乐
Historia LGBT w Polsce,波蘭LGBT歷史
Polonijne Centrum Nauczycielskie,波洛尼亚教师中心
Ruch Narodowy,民族運動
Warner Music Poland,波兰华纳音乐
Warszawa Ursus Niedźwiadek,華沙烏爾蘇斯內奇維亞德克車站
wybory prezydenckie w Polsce w 2015 roku,2015年波蘭總統選舉
BBC Brit,BBC Brit
Mistrzostwa Świata Juniorów w Short Tracku 2013,2013年华沙
Mistrzostwa Europy U-21 w Piłce Nożnej 2017,2017年欧洲U-21足球锦标赛
Wydział Polonistyki Uniwersytetu Warszawskiego,华沙大学波兰研究学院
Straż Ochrony Kolei,波兰铁路警卫
Plac im. Marii Konopnickiej w Suwałkach,玛丽亚·科诺普尼茨卡广场
Stocznia Szczecińska im. Adolfa Warskiego,斯塞新造船廠
Zamek w Leśnicy,丽莎城堡
The British School Warsaw,華沙英國學校
Państwowa Fabryka Wagonów,波兰国家铁路车辆厂
Ściana Zachodnia w Warszawie,西部中心區
Generation Park,世代公園
Mistrzostwa Świata Juniorów w Lekkoatletyce 2016,2016年世界U20田徑錦標賽
H. Cegielski – Fabryka Pojazdów Szynowych,HCP公司
Polska na Letnich Igrzyskach Olimpijskich 2016,2016年夏季奧林匹克運動會波蘭代表團
I liga polska w piłce nożnej (20014/2015),2014年至2015年波兰足球乙级联赛
Pomnik Poległym w Obronie Ojczyzny w Częstochowie,琴斯托霍瓦保卫祖国阵亡者纪念碑
Pomnik Wikipedii w Słubicach,维基百科纪念雕像
XVII Międzynarodowy Konkurs Pianistyczny im. Fryderyka Chopina,第十七届国际肖邦钢琴比赛
Mistrzostwa Świata w Piłce Ręcznej Mężczyzn 2023,2023年世界男子手球錦標賽
Mistrzostwa Europy w Piłce Siatkowej Mężczyzn 2017,2017年歐洲男子排球錦標賽
Warszawa Główna Osobowa,华沙火车总站
Gazociąg Polska-Litwa,波蘭-立陶宛油氣管道
Kino Świat,世界影业
poseł na Sejm Rzeczypospolitej Polskiej,波兰众议院议员
stosunki polsko-tajwańskie,中華民國與波蘭關係
linia M1,华沙地铁1号线
Jedz jabłka na złość Putinowi,每天五個蘋果，普京遠離我
Wybory parlamentarne w Polsce w 2015 roku,2015年波蘭議會選舉
Wilki Morskie Szczecin,斯塞新海狼王
Konsulat Generalny Chińskiej Republiki Ludowej w Gdańsku,中华人民共和国驻革但斯克总领事馆
Warta Zawiercie,紮維爾切瓦爾塔河
39. Festiwal Filmowy w Gdyni,第39屆格丁尼亞影展
Alstom Metropolis 98B,阿尔斯通Metropolis 98B
Ośrodek Badawczo-Rozwojowy Urządzeń Mechanicznych „OBRUM”,機械設備廠
Polska Grupa Zbrojeniowa,波蘭軍備集團
Nowa Nadzieja,延續聯盟共和國 - 自由和希望
Memoriał Huberta Jerzego Wagnera 2015,2015托倫
Plac Solny we Wrocławiu,盐市广场
Szybka Kolej Aglomeracyjna w Aglomeracji Krakowskiej,克拉科夫快鐵
Ministerstwo Cyfryzacji,波蘭數位事務部
Ministerstwo Gospodarki Morskiej i Żeglugi Śródlądowej,波兰共和国海洋经济和内河航运部
Ekstraklasa w piłce nożnej (2015/2016),2015–16赛季波兰足球甲级联赛
linia kolejowa nr 2,華沙 - 特雷斯波爾鐵路
Muzeum Ognia,若雷消防博物館
Plac Tadeusza Kościuszki we Wrocławiu,塔德乌什·柯斯丘什科广场
Netto Arena,涅托競技場
Rząd Beaty Szydło,贝娅塔·希德沃内阁
Trocka,特羅茨卡站
GTK Gliwice,格利維采GTK
Pogrom w Szczuczynie,什丘琴反犹骚乱
Small Planet Airlines Poland,波蘭小星球航空
Złoty Medal „Zasłużony Kulturze Gloria Artis”,“荣耀艺术”文化勋章金质奖章
Liga Europejska siatkarzy 2015,2015年欧洲男子排球联赛
Srebrny Medal „Zasłużony Kulturze Gloria Artis”,“荣耀艺术”文化勋章银质奖章
Ekstraklasa w piłce nożnej (2016/2017),2016–17赛季波兰足球甲级联赛
Szwedzka,瑞典站
Mistrzostwa Europy U-21 w Piłce Nożnej 2017,2017年歐洲U-21足球錦標賽外圍賽
Getto w Siedlcach,谢德尔采隔都
Ambasada Bułgarii w Polsce,保加利亚驻波兰大使馆
KS Cracovia,克拉科維亞足球會
Historia budowy ORP Ślązak,白嘴鴨級巡防艦
Wolni i Solidarni,自由與團結黨
GKS Katowice,GKS卡托維治
Złoty pociąg,納粹黃金列車
.Nowoczesna,現代 (政黨)
Kukiz’15,庫季茲15
Wojska Obrony Terytorialnej,波蘭國土防衛軍
Chopin i jego Europa,肖邦和他的欧洲
wybory parlamentarne w Polsce w  2019 roku,2019年波蘭議會選舉
Liga Światowa w Piłce Siatkowej Mężczyzn 2016,2016年世界排球聯賽
Dom Oppenheimów,奥本海姆之家
Stawa Młyny,燈塔風車
Szczyt NATO w Warszawie 2016,2016年華沙峰會
Ruiny zamku Ogrodzieniec,奧格羅傑涅茨城堡
Zjednoczona Lewica,联合左翼
Lewica Razem,共同 (政黨)
Przesmyk suwalski,蘇瓦烏基峽
Wenus i Mars,维纳斯与战神
Dowództwo Wojsk Lądowych Izraela,以色列陸軍總司令
Ministerstwo Rozwoju,发展部（波兰）
Mistrzostwa Świata U-20 w Piłce Nożnej 2019,2019年國際足協U-20世界盃
Pałac arcybiskupi we Wrocławiu,弗罗茨瓦夫总主教宫
Młynów,米爾斯站
Pomnik Syreny w Warszawie (Stare Miasto),華沙美人魚雕像 (老城區)
Płocka,普沃茨克站
Short Waves Festival,短波電影節
Plac Teatralny we Wrocławiu,剧院广场 (弗罗茨瓦夫)
Księcia Janusza,雅努什王子站
Plac Uniwersytecki we Wrocławiu,大学广场 (弗罗茨瓦夫)
Targówek Mieszkaniowy,塔爾古韋克米甚卡尼奧維站
Ekstraklasa w piłce nożnej (2017/2018),2017年至2018年波兰足球甲级联赛
Polska na Zimowych Igrzyskach Olimpijskich 2018,2018年冬季奥林匹克运动会波兰代表团
Minister Spraw Zagranicznych Polski,波兰外交部长
PGL Major: Kraków 2017,2017年PGL克拉科夫大獎賽
strój górali podhalańskich,當地服飾
Krajowe Eliminacje do Konkursu Piosenki Eurowizji dla Dzieci 2016,波蘭在2016年歐洲青少年歌唱大賽的表現
"Konferencja Narodów Zjednoczonych w sprawie zmian klimatu, Katowice 2018",2018年联合国气候变化大会
Unia Europejskich Demokratów,歐洲民主黨聯盟
Minister Sprawiedliwości,波兰司法部长
The Warsaw Hub,華沙樞紐
ambasador w Polsce,驻波兰大使
Wierzchownia (województwo kujawsko-pomorskie),维日霍夫尼亚
2017 w Polsce,2017年波蘭
Varso,華沙塔
Ambasador RP w Chinach,波兰驻华大使列表
European Journal of Ecology,欧洲生态学杂志
Ekoregion bałtyckich lasów mieszanych,波羅的混合林
Ekoregion lasów mieszanych Europy Środkowej,中歐混合林
"Ruiny Teatru Miejskiego, wzniesionego w 1890 roku w stylu historyzmu według projektu architektów Zimmerman und Wache",格利維采劇院
ambasador Polski,波兰驻外大使
Figura św. Jana Nepomucena we Wrocławiu,座堂岛臬玻穆的若望纪念碑
Wybory prezydenckie w Polsce w 2020 roku (28 czerwca),2020年波蘭總統選舉
Muzeum Poczty Polskiej w Gdańsku,但泽波兰邮局博物馆
Drużynowe Mistrzostwa Europy w Lekkoatletyce 2019,2019年歐洲田徑團體錦標賽
2018 w Polsce,2018年波蘭
Minister Obrony Narodowej,波兰国防部长
Iława Główna,伊瓦瓦火车总站
Zespół pałacowy w Kamieńcu,芬肯施泰因宫
Wojska Polskiego 47,Wojska Polskiego 47
Młodzieżowe Mistrzostwa Europy w Lekkoatletyce 2017,2017年欧洲青年田径锦标赛
Krajowe Eliminacje do Konkursu Piosenki Eurowizji dla Dzieci 2017,波蘭在2017年歐洲青少年歌唱大賽的表現
Igrzyska Europejskie 2023,2023年歐洲運動會
"Kopalnia rud ołowiu, srebra i cynku wraz z systemem gospodarowania wodami podziemnymi w Tarnowskich Górach",塔尔诺夫斯克山铅银锌矿及其地下水管理系统
Łacina,瓦茨纳
Polska na Zimowych Igrzyskach Olimpijskich 2022,2022年冬季奥林匹克运动会波兰代表团
Mistrzostwa Świata w Kolarstwie Torowym 2019,2019年世界場地單車錦標賽
XVIII Międzynarodowy Konkurs Pianistyczny im. Fryderyka Chopina,第18屆國際蕭邦鋼琴大賽
Ambasador RP w Paryżu,波兰驻法国大使
Górnośląsko-Zagłębiowska Metropolia,上西里西亚都市圈
Pierwszy Rząd Mateusza Morawieckiego,第一届莫拉维茨基内阁
Muzeum Miniaturowej Sztuki Profesjonalnej Henryk Jan Dominiak w Tychach,微缩模型博物馆 亨利克-扬-多米尼亚克
Porozumienie,協議
Polska na Letniej Uniwersjadzie 2017,2017年夏季世界大學運動會波蘭代表團
Reprezentacja Polski na Mistrzostwach Świata w Piłce Nożnej 2018,2018年世界盃足球賽波蘭代表隊
Ustawa o Instytucie Pamięci Narodowej – Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu,国家记忆研究院法修正案
Czerwiec 1976,六月抗爭 (1976年)
Rycerz Wolności,自由骑士奖
Plac Katedralny we Wrocławiu,主教座堂广场 (弗罗茨瓦夫)
Odznaka honorowa „Zasłużony dla Województwa Podkarpackiego”,喀爾巴阡山省功勳勳章
Mistrzostwa Europy w Piłce Siatkowej Kobiet 2019,2019年歐洲女子排球錦標賽
Służba Ochrony Państwa,國家保護局
Instytut na rzecz Kultury Prawnej Ordo Iuris,法律秩序
Boks tajski na World Games 2017,2017年世界運動會泰拳項目競賽
trasa europejska E40 w Polsce,欧洲E40公路波兰段
Poznańska Kolej Metropolitalna,波茲南大都會鐵路
Liberalno-Społeczni,社會-自由
Plac Kościelny we Wrocławiu,教堂广场
trasa europejska E28 w Polsce,欧洲E28公路波兰段
trasa europejska E30 w Polsce,欧洲E30公路波兰段
Grupa Ładosia,伯恩小组
Ośrodek Rozwoju Polskiej Edukacji za Granicą,国外波兰教育发展中心
Warszawianka (klub sportowy),华沙瓦索维亚人体育俱乐部
Wieżowiec Bałtyk,波罗的海大楼
Arena Lodowa Tomaszów Mazowiecki,马佐夫舍地区托马舒夫冰上体育馆
Polska na Letnich Igrzyskach Olimpijskich 2020,2020年夏季奧林匹克運動會波蘭代表團
Ryanair Sun,瑞安阳光航空
płaca minimalna w Polsce,波兰最低工资
Konferencja Wikimedia Polska,波兰维基媒体协会会议
Służba Celno-Skarbowa,波蘭海關
Extinction Rebellion,反抗滅絕
edukacja w Polsce,波蘭
Muzeum Uniwersytetu Wrocławskiego,弗罗茨瓦夫大学博物馆
Mistrzostwa Świata w Piłce Siatkowej Kobiet 2022,2022年世界女子排球錦標賽
Nagroda Orła Jana Karskiego,杨‧卡尔斯基之鷹獎
Tour de Pologne 2019,2019年环波兰自行车赛
Niño judío se rinde en Varsovia,華沙隔都的猶太男孩
Polska Grupa Lotnicza,波蘭航空集團
trasa europejska E65 w Polsce,欧洲E65公路波兰段
trasa europejska E75 w Polsce,欧洲E75公路波兰段
trasa europejska E77 w Polsce,欧洲E77公路波兰段
trasa europejska E67 w Polsce,欧洲E67公路波兰段
Wiosna,春天 (政党)
inscenizacja bitwy pod Grunwaldem,格倫瓦德模擬戰
Dworzec Centralny im. Stanisława Moniuszki,华沙中央车站
Konfederacja Wolność i Niepodległość,聯邦
Halowe Mistrzostwa Europy w Lekkoatletyce 2021,2021年欧洲室内田径锦标赛
wybory do Parlamentu Europejskiego w Polsce w 2019 roku,2019年歐洲議會選舉
Ekstraklasa w piłce nożnej (2019/2020),2019-20
Stosunki polsko-południowokoreańskie,波蘭－韓國關係
Martes Sport,貂体育
Bródno,布羅德諾站
Koalicja Polska,波蘭聯盟
Mistrzostwa Świata w Półmaratonie 2020,2020年世界半程馬拉松錦標賽
Wybory do Parlamentu Europejskiego w 2024 roku,2024年歐洲議會選舉
Zjednoczona Prawica,保守派聯盟
pandemia COVID-19,2019冠狀病毒病疫情
strefa wolna od LGBT,无LGBT区
Konfederacja Korony Polskiej,波兰王室联合会
Lewica (2019),左翼 (波兰)
Ślązacy Razem,西里西亚人在一起
World Athletics Relays 2021,2021年世界接力赛
senator Rzeczypospolitej Polskiej,波兰参议院议员
Inicjatywa Polska,波兰倡议
wybory parlamentarne w Polsce w 2023 roku,2023年波蘭議會選舉
pandemia COVID-19 w Polsce,2019冠状病毒病波兰疫情
Ministerstwo Aktywów Państwowych,波兰国有资产部
parady i marsze równości w Polsce,波蘭平權遊行
Bemowo,貝莫沃站
pandemia COVID-19 w Europie,2019冠状病毒病欧洲疫情
Drugi rząd Mateusza Morawieckiego,第二届莫拉维茨基内阁
Bukaresztańska Dziewiątka,布加勒斯特9国
LUK Politechnika Lublin,盧克·盧布林
Lech II Poznań,波兹南莱克二队
Autoportret,自画像
Federacja dla Rzeczypospolitej,共和党
Mistrzostwa Europy w Piłce Siatkowej Mężczyzn 2021,2021年欧洲男子排球锦标赛
rektor Uniwersytetu Jagiellońskiego,雅盖隆大学校长
Tęczowa noc,彩虹之夜
wójt,縣長
2022 w Polsce,2022年波兰
burmistrzowie miast polskich,波兰市长
Fontanna Niedźwiadek we Wrocławiu,熊泉
Polska 2050,波兰2050
2021 w Polsce,2021年波兰
Zabytki w Sosnowcu,索斯諾維茨的遺產紀念碑
Deepspot,Deepspot
Poland Open,波兰网球公开赛
strefa czasowa w Polsce,波兰时间
42,School 42
Partia Republikańska,共和党人
Judo na Igrzyskach Europejskich 2023,2023年欧洲运动会柔道比赛
Nowa Lewica,新左翼 (波兰)
Krakowski Festiwal Piosenki Francuskiej,克拉科夫法国歌曲节
Ambasador Polski do Słowenii,波兰驻斯洛文尼亚大使
Bariera na granicy polsko-białoruskiej,邊境圍牆
Centrum dla Polski,波兰中心
Orkan Eunice,尤尼斯風暴
Teatr Śląski,西里西亚剧院
Badminton na Igrzyskach Europejskich 2023,2023年歐洲運動會羽毛球比賽
Škoda Varsovia,斯柯達華沙列車
upały w Europie w 2022,2022年歐洲熱浪
PlusLiga (2022/2023),2022—23年波兰男子排球超级联赛
katastrofa ekologiczna na Odrze,2022年奥得河环境污染事件
Plażowa piłka ręczna na Igrzyskach Europejskich 2023,2023年欧洲运动会沙滩手球比赛
Karate na Igrzyskach Europejskich 2023,2023年欧洲运动会空手道比赛
Padel na Igrzyskach Europejskich 2023,2023年欧洲运动会笼式网球比赛
eksplozja w Przewodowie,2022年飛彈擊中波蘭
2023 w Polsce,2023年波蘭
Varso Tower,華沙塔
Nowa Demokracja TAK,新民主党 - Yes
Zagłębiowski Park Sportowy,扎格文比體育公園
"Teatr Lalki, Maski i Aktora Groteska",格羅特斯卡劇院
budynek Teatru Polskiego,华沙波兰剧院
Teatr Wielki,華沙大劇院
Teatr Wielki im. Stanisława Moniuszki w Poznaniu,大劇院（波茲南）
