François Hollande,フランソワ・オランド
Jean Donneau de Visé,ジャン・ドノー・ド・ヴィゼ
Joseph Rieussec,ニコラ＝ジョゼフ・リューセック
Jodelet,ジョドレ・(俳優)
Jenia Grebennikov,ジェニア・グルベニコフ
Joseph Marrast,ジョセフ・マラスト
Mariane Pearl,マリアンヌ・パール
Jean d'Eu,ジャン・(ウー伯)
Jo Prestia,ジョー・プレスティア
Jean Lemaître,ジャン・ル・メートル
Jean Veber,ジャン・ヴェベ
Joseph Lopy,ジョセフ・ロピー
Jean Michel Claude Richard,ジャン・ミシェル・クロード・リシャール
Jean Domarchi,ジャン・ドマルキ
Joseph du Chesne,ジョゼフ・デュシェーヌ
Maurice Audin,モーリス・オーダン
Paul de Senneville,ポール・デ・セネバル
Jean George Auriol,ジャン＝ジョルジュ・オリオール
Joachim Salinger,ジョアサン・サランジェ
Jean Francis Auburtin,ジャン＝フランシス・オービュルタン
Jean Francisque Coignet,ジャン・フランシスク・コワニエ
King (Art of Fighting),キング・(龍虎の拳)
John-Lewis Brown,ジョン＝ルイス・ブラウン
Joseph Sadi-Lecointe,ジョゼフ・サジ＝ルコワント
Joseph Roques,ジョゼフ・ロック
Jean Dybowski,ジャン・ディボフスキィ
Jean Engel,ジャン・エンゲル
Jean Morel (chef d'orchestre),ジャン・モレル
Jean de Tournes (fils),ジャン・ド・トゥルヌ2世
Jean Fréchet,ジャン・フレシェ
Joris Bert,ジョリス・バート
Joseph-Antoine Bouvard,ジョセフ＝アントワーヌ・ブヴァール
Joséphine Japy,ジョセフィーヌ・ジャピ
Rachid Ghezzal,ラシド・ゲザル
Jules Védrines,ジュール・ヴェドリーヌ
Julie Dorus-Gras,ジュリー・ドリュ＝グラ
Julian Alaphilippe,ジュリアン・アラフィリップ
Jean Ricardou,ジャン・リカルドゥー
Kourkène Medzadourian,ゴーゲン・メチャトゥリアン
Judith Chemla,ジュディット・シュムラ
Julien Canal,ジュリアン・カナル
Jean Oury,ジャン・ウリ
Kikou Yamata,キク・ヤマタ
Kostia Konstantinoff,コスティア・コンスタンティノフ
Kevin Rolland,ケビン・ローランド
Jules de Polignac (1746-1817),ジュール・ド・ポリニャック・(1746-1817)
Jean Nadeaud,ジャン・ナドー
Jean Navarre,ジャン・ナヴァル
Jean Nabert,ジャン・ナベール
Éléonore de Normandie,エレオノール・ド・ノルマンディー
Kevin Mayer,ケビン・マイヤー
Jean Peské,ジャン・ペスケ
Kyle Milling,カイル・ミリング
Kévin Le Roux,ケヴィン・ルルー
Joseph Blanc (peintre),ジョゼフ・ブラン
Valentin Porte,ヴァロンタン・ポルト
Kévin Tillie,ケヴィン・ティリ
Laetitia Meignan,レティシア・メイニャン
Joseph-Jean-Félix Aubert,ジョセフ・オベール
Julie-Victoire Daubié,ジュリー＝ヴィクトワール・ドービエ
Jules Adler,ジュール・アドレール
Jules Lavirotte,ジュール・ラヴィロット
Lionel Carole,リオネル・キャロル
Jules Flandrin,ジュール・フランドラン
Lise Noblet,リーズ・ノブレ
Jules Cavelier,ピエール＝ジュール・カヴァリエ
Julien Duval,ジュリアン・デュバル
Julien Guadet,ジュリアン・ガデ
Julien Lorcy,ジュリアン・ロルシー
Justin Balette,ジュスタン・バレット
Laure-Auguste de Fitz-James,ロール＝オーギュスト・ド・フィツ＝ジャム
Julien Rappeneau,ジュリアン・ラプノー
Jules Lagneau,ジュール・ラニョー
Lionel Bringuier,リオネル・ブランギエ
Loris Baz,ロリス・バズ
Laurent Depouilly,ローラン・デュプイー
Louis de Bourbon (1667-1683),ルイ・ド・ブルボン・(ヴェルマンドワ伯)
Just Becquet,ジュスト・ブケ
Joseph Hackin,ジョゼフ・アッカン
Joseph Henri Marie de Prémare,ジョゼフ・アンリ＝マリー・ド・プレマール
Jules Plisson,ジュール・プリソン
Jérôme Policand,ジェローム・ポリカン
Laurent Petitgirard,ローラン・プティジラール
Laurent Pakihivatau,ローラン・パキヒヴァタウ
Laurent Pelly,ロラン・ペリー
Jérémie Colot,ジェレミー・コロ
Jérémie Dufour,ジェレミー・デュフォア
Liza Harper,ライザ・ハーパー
Livio Jean-Charles,リビオ・ジャン＝シャルル
Louis Cordier,ルイ・コルディエ
Louis Desprez,ルイ・デプレ
Jérôme Garcès,ジェローム・ガルセス
Louis de Gramont,ルイ・ド・グラモン・(第6代グラモン公爵)
Jérôme Roussillon,ジェローム・ルシヨン
Jérôme Tharaud,ジェローム・タロー
Kalidou Koulibaly,カリドゥ・クリバリ
Laurent Teycheney,ローラン・テシュネ
Laurent Tobel,ローラン・トベル
Louise d'Esparbès de Lussan,ルイーズ・デスパルベス・ド・リュサン
Laurent Ruquier,ローラン・リュキエ
Laurent Romejko,ロラン・ロメッシコー
Loïc de Kergret,ロイク・ド・ケルグレ
Louis Duport,ルイ・デュポール
Kamel Daoud (écrivain),カメル・ダウド
Laurent Tillie,ロラン・ティリ
Laurent Tirard,ローラン・ティラール
Louis Frédéric Schützenberger,ルイ＝フレデリック・シュッツェンベルジェ
Karine Deshayes,カリーヌ・デエ
Louis Ducruet,ルイ・デュクリュエ
Louis-René des Forêts,ルイ＝ルネ・デ・フォレ
Louis-Mathieu Langlès,ルイ＝マチュー・ラングレス
Liane Foly,リアーヌ・フォリー
Lucas Deaux,リュカ・ドー
Luc Thuillier,リュック・テュイリエ
Laurent Ziliani,ロホン・ジリアニ
Laurent de Brunhoff,ローラン・ド・ブリュノフ
Loïc Pietri,ロイク・ピエトリ
Loïc Korval,ロイク・コルバル
Loïk Dury,ロイク・デュリー
Marc Lévy (football),マルク・レヴィ・(サッカー選手)
Luc Lavandier,リュック・ラヴァンディエ
Louis Bonnier,ルイ・ボニネ
Lucien Jonas,ルシアン・ジョナス
Léon Lemartin,レオン・ルマルタン
Marc Mimram,マルク・ミムラム
Lucien-Étienne Mélingue,リュシアン＝エティエンヌ・メランジュ
Louis-Joseph Francœur,ルイ・ジョゼフ・フランクール
Léon Pressouyre,レオン・プレスイール
Léon Pourtau,レオン・プルトー
Lucien Fontanarosa,ルシアン・フォンタナローザ
Louis-Charles de La Trémoille,ルイ・シャルル・ド・ラ・トレモイユ
Ludovic Piette,ルドヴィック・ピエト
Lucien Métivet,リュシアン・メティヴェ
Léon Richer,レオン・リシェ
Ludovic de Beauvoir,リュドヴィック・ド・ボーヴォワール
Louis Nicollin,ルイ・ニコラン
Lucien Saint,リュシアン・サン
Lucien Rudaux,ルシアン・ルドー
Louis Monziès,ルイ・モンジエ
Léopold Chauveau,レオポール・ショヴォー
Léon Sazie,レオン・サジイ
Marcel Baschet,マルセル・バシェ
Ludovic Alleaume,リュドヴィク・アローム
Lucile Grétry,リュシール・グレトリ
Léna Marrocco,レナ・マロコ
Lénaëlle Gilleron-Gorry,レナエル・ギルロン＝ゴリー
Luz (dessinateur),リュズ
Marie-Françoise Bucquet,マリー＝フランソワーズ・ビュケ
Madeleine Grey,マドレーヌ・グレイ
Madeleine Brès,マドレーヌ・ブレ
Marie-Isabelle Diaz,マリー＝イザベル・ディアズ
Lydie Bastien,リディ・バスティアン
Lys Gauty,リス・ゴーティ
Marie Drucker,マリー・ドリュケール
Marie Duhem,マリー・デュエム
Marie-Thérèse de Subligny,マリー＝テレーズ・スュブリニ
Léo Gausson,レオ・ゴーソン
Téji Savanier,テジ・サヴァニエ
Marcel Prenant,マルセル・プルナン
Marcia Romano,マルシア・ロマーノ
Marie-Louise de La Tour d'Auvergne,マリー・ルイーズ・ド・ラ・トゥール・ドーヴェルニュ
Léon Belly,レオン・ベリー
Renaud de Beaujeu,ルノー・ド・ボージュー
Marie-Philippe Coupin de La Couperie,マリ＝フィリップ・クーパン・ド・ラ・クーペリー
Madeleine Lemaire,マドレーヌ・ルメール
Salomé Stévenin,サロメ・ステヴナン
Mag Bodard,マグ・ボダール
Pierre-Antoine Baudouin,ピエール＝アントワーヌ・ボードワン
Stéphane Traineau,ステファン・トレノー
Marie-Berthe de Rohan,マリア・ベルタ・ロアン
Manon Chevallier,マノン・シュヴァリエ
Olivier Ramaré,オリヴィエ・ラマレ
Marie-Eugène de l'Enfant-Jésus,マリー＝ウジェーヌ・ド・ランファン・ジェジュ
Mathieu de Foix (comte de Comminges),マチュー・ド・フォワ・(コマンジュ伯)
Maxime Le Marchand,マキシム・ル・マルシャン
Marie de Villepin,マリー・ストリース
Marie-Claude Bierre,マリー＝クロード・ビエール
Maxime Machenaud,マクシム・マシュノー
Mathieu Deplagne,マテュー・デプラーニュ
Maximin Coia,マクシマン・コイーア
Maud Jurez,モード・ジュレ
Michel Lebrun (écrivain),ミシェル・ルブラン
Marine Vacth,マリーヌ・ヴァクト
Michel Revon,ミシェル・ルヴォン
Maurice Asselin,モーリス・アスラン
Maurice Allard (musicien),モーリス・アラール
Matthieu Jost,マシュー・ヨスト
Marlène Laruelle,マルレーヌ・ラリュエル
Marc Barbé,マルク・バルベ
Marc Dugain,マルク・デュガン
Myriam Chomaz,ミリアム・チョマス
Michaël Jeremiasz,ミカエル・ジェレミアス
Michel-Ange Slodtz,ミケランジュ・スロッツ
Michaël Ferrier,ミカエル・フェリエ
Michel-François Dandré-Bardon,ミシェル＝フランソワ・ダンドレ＝バルドン
Moyse Charas,モーズ・シャラス
Mia Hansen-Løve,ミア・ハンセン＝ラヴ
Mouhamadou Diaw,ムアマドゥ・ディアウ
Muriel Boucher-Zazoui,ミュリエル・ザズーイ
Maryse Joissains-Masini,マリーズ・ジョワサン＝マシニ
Maryse Hilsz,マリーズ・イルズ
Michel Sogny,ミシェル・ソニー
Michel Roux-Spitz,ミッシェル・ルー＝スピッツ
Michel Roux (chanteur lyrique),ミシェル・ルー
Michel Écochard,ミッシェル・エコシャール
Nampalys Mendy,ナンパリス・メンディ
Maurice Léger,モーリス・レジェ
Nicolas Roch,ニコラ・ロシュ
Nicolas Sicard,ニコラ・シカール
Nicolas Philibert,ニコラ・フィリベール
Mélissa Le Nevé,メリッサ・ル・ヌヴェ
Michel Vié,ミシェル・ヴィエ
Michel Sénéchal,ミシェル・セネシャル
Michel Steinebach,ミシェル・シュタインバッハ
Maurice Renoma,モーリス・レノマ
Maurice Sarfati,モーリス・サルファティ
Maurice Noguès,モーリス・ノゲ
Michel Corajoud,ミシェル・コラジュ
Mickaël Le Bihan,ミカエル・ル・ビアン
Michelle Perrot,ミシェル・ペロー
Micheline Joubert,ミシュリーヌ・ジュベール
Nadège Beausson-Diagne,ナデージュ・ボーソン＝ディアーニュ
Nathalie Azoulai,ナタリー・アズーレ
Natalina Lupino,ナタリナ・ルピノ
Nicolas de Crécy,ニコラ・ド・クレシー
Nicolas Pétorin,ニコラス・ペトラン
Nicole Henriot-Schweitzer,ニコール・アンリオ＝シュヴァイツァー
Michel King,ミッシェル・キング
Michel Klein (mode),ミッシェル・クラン
Maurice Pinguet,モーリス・パンゲ
Maurice Prévost,モーリス・プレヴォ
Nicolas Vleughels,ニコラ・ヴルーゲルス
Mickaël Barzalona,ミカエル・バルザローナ
Nicole Paquin,ニコル・パカン
Miquette Giraudy,ミケット・ジローディ
Nelly Roussel,ネリー・ルーセル
Nemanja Radulović,ネマニャ・ラドゥロビッチ
Nicolas Antoine Taunay,ニコラ＝アントワーヌ・トーネー
Morgan Ciprès,モルガン・シプレ
Nicolas Briançon,ニコラ・ブリアンソン
Mireille Ferri,ミレイユ・フェリ
Olivier Rabourdin,オリヴィエ・ラブルダン
Nicolas Benezet,ニコラ・ブヌゼ
Nils Tavernier,ニルス・タヴェルニエ
Nicolas de Plattemontagne,ニコラ・ド・プラトモンターニュ
Onésiphore Pecqueur,オネシフォール・ペックール
Olivier Peslier,オリビエ・ペリエ
Patrick Louis (homme politique),パトリック・ルイ
Monique Loudières,モニク・ルディエール
Patrick Grainville,パトリック・グランヴィル
Noël Dorville,ノエル・ドーヴィル
Noël Chomel,ノエル・ショメル
Patrick Pilet,パトリック・ピレ
Patrick Pelloux,パトリック・プルー
Norbert Carbonnaux,ノルベール・カルボノー
Nicolas Claire,ニコラス・クレア
Nicolas Colombel,ニコラ・コロンベル
Noël-Noël,ノエル・ノエル
Paul Mancini,ポール・マンチーニ
Nicolas Giraud,ニコラ・ジロー
Patrick Vial,パトリック・ビアール
Urbain Jean Faurie,ユルバン・ジャン・フォーリー
Nicolas Joel,ニコラ・ジョエル
Nicolas Koretzky,ニコラス・コレツキー
Paul-Gédéon Joly de Maïzeroy,ポール・ギデオン・ジョリィ・マイゼロア
Paul-Claude Racamier,ポール＝クロード・ラカミエ
Paul-Emmanuel Richardeau,パウル・エマニュエル・リシャードゥ
Noël Lee,ノエル・リー
Noëlla Pontois,ノエラ・ポントワ
Noël Nouët,ノエル・ヌエット
Paul Rougnon,ポール・ルーニョン
Paul Paviot,ポール・パヴィオ
Pascal Gaüzère,パスカル・ガウゼル
Paul Thibaud,ポール・ティボー
Paul Tournon,ポール・トゥルノン
Paul Vecchiali,ポール・ヴェキアリ
Octave Callandreau,オクターブ・カランドロー
Paul Cabet,ポール・キャベ
Octave Penguilly L'Haridon,オクターヴ・パンギユイ・ラリドン
Paul Beau,ポール・ボー
Paul de Saint-Victor,ポール・ド・サン＝ヴィクトール
Paul de Langlade,ポール・ド・ラングラード
Paul Albert Laurens,ポール・アルベール・ローランス
Olivier Baumont,オリヴィエ・ボーモン
Philippe Forest,フィリップ・フォレスト
Paulin Guérin,ポーラン・ゲラン
Alfred de Curzon,アルフレッド・ド・キュルゾン
Philippe Lacheau,フィリップ・ラショー
Pascal Dumay,パスカル・デュメイ
Paul-Louis Couchoud,ポール＝ルイ・クーシュー
Olivier Germain-Thomas,オリヴィエ・ジェルマントマ
Pauline Fourès,ポーリーヌ・フーレス
Pascale Ferran,パスカル・フェラン
Pascal Verrot,パスカル・ヴェロ
Pascal Thomas,パスカル・トマ
Olivier Coipel,オリビア・コワペル
Olivier Dollfus,オリヴィエ・ドルフュス
Olivier Gajan,オリヴィエ・ガジャン
Paul Chenavard,ポール・シュナヴァール
Paul Aulagnier,ポール・オラニエ
Philippe Giusiano,フィリップ・ジュジアーノ
Olivier Florio,オリヴィエ・フロリオ
Olivier Chantreau,オリヴィエ・シャントロー
Patrice Goueslard,パトリス・ゲースラール
Patrice Ledoux,パトリス・ルドゥー
Pascal Rabaté,パスカル・ラバテ
Philippe Parrot,フィリップ・パロット
