당진시,唐津市 (忠清南道)
한국과학창의재단,韓国科学創意財団
한국광해광업공단,韓国鉱物資源公社
한국광해관리공단,韓国鉱害管理公団
한국교원단체총연합회,韓国教員団体総連合会
한국교통대학교박물관,韓国交通大学校博物館
한국구화학교,韓国口話学校
한국국학진흥원,韓国国学振興院
한국기계전기전자시험연구원,韓国機械電気電子試験研究院
한국기독교교회협의회,韓国基督教教会協議会
행신고등학교,幸信高等学校
행정시,行政市
행주산성,幸州山城
향남읍,鄕南邑
향동,郷洞
향수산 (경기),香秀山
예비군의 날,予備軍の日
헌법을 생각하는 변호사 모임,憲法を考える弁護士会
혀기형 증기 기관차,ヒョギ型蒸気機関車
현강정보고등학교,ソウルコンベンション高等学校
현남면,県南面
현내면,県内面
현대고등학교 (울산),現代高等学校
포항고등학교,浦項高等学校
포항북부소방서,浦項北部消防署
포항여자전자고등학교,浦項女子電子高等学校
포항제철공업고등학교,浦項製鉄工業高等学校
포항중학교,浦項中学校
한국해양마이스터고등학교,韓国海洋マイスター高等学校
폭산,暴山
폴라리스 엔터테인먼트,ポラリスエンターテインメント
남주중학교,南洲中学校
늘푸른초등학교,ヌルプルン初等学校
다대고등학교,多大高等学校
평내동,坪内洞
평안동,坪安洞
평촌경영고등학교,坪村経営高等学校
평촌고등학교,坪村高等学校
평촌신도시,坪村新都市
평택고등학교,平沢高等学校
평택고속버스터미널,平沢高速バスターミナル
평택대학교,平沢大学校
경안고등학교 (경기),京安高等学校
과천중앙고등학교,果川中央高等学校
광문고등학교 (경기),光文高校
광주중앙고등학교,広州中央高等学校
군서고등학교,君西高等学校
군포e비즈니스고등학교,軍浦eビジネス高等学校
동우여자고등학교,東佑女子高等学校
문산고등학교,ムン山高等学校
합덕읍,合徳邑
합동군사대학교,合同軍事大学校
합동통신,合同通信
합포고등학교,合浦高等学校
합포동,合浦洞
해남읍,海南邑
해룡면,海龍面
해미면,海美面
대한민국의 국가정보원 차장보,国家情報院次長補
대한민국 과학기술부,大韓民国科学技術部
더불어민주당,共に民主党
2004년 대한민국 병역 비리 사건,2004年韓国兵役不正事件
황산면,黄山面
송시열 초상,宋時烈像
수표교,水標橋
남성고등학교,南星高等学校
순릉,順陵
남성여자고등학교,南星女子高等学校
남원용성고등학교,南原龍城高等学校
국립농산물품질관리원 경북지원,国立農産物品質管理院慶北支院
국립농산물품질관리원 전북지원,国立農産物品質管理院全北支院
국립농산물품질관리원 제주지원,国立農産物品質管理院済州支院
국립농산물품질관리원 충남지원,国立農産物品質管理院忠南支院
국립농산물품질관리원 충북지원,国立農産物品質管理院忠北支院
경북대학교 도서관,慶北大学校図書館
한국교원대학교 도서관,韓国教員大学校図書館
도심초등학교,陶深初等学校
국립정신건강센터,国立精神健康センター
국립소록도병원,国立小鹿島病院
동국대학교 박물관,東国大学校博物館
동도중학교,東都中学校
동래고등학교,東萊高等学校
대원여자고등학교,大元女子高等学校
경주 오릉,五陵
공화춘,共和春
광주서석초등학교,光州瑞石初等学校
구 대구사범학교 본관 및 강당,大邱師範学校
구드래,クドゥレ
경성고등학교,景城高等学校
광영고등학교 (서울),光栄高等学校
배재고등학교,培材高等学校
황우석 사건,ES細胞捏造事件
황정산,黄庭山
황해선,黄海線
횡성읍,横城邑
효령면,孝令面
국립해양조사원,大韓民国国立海洋調査院
화성 당성,華城唐城
숭실중학교,崇実中学校
숭의과학기술고등학교,崇義科学技術高等学校
숭의여자고등학교,崇義女子高等学校
숭의여자중학교,崇義女子中学校
쉐마기독학교,シェマ基督学校
신광여자고등학교,信光女子高等学校
서울 화양동 느티나무,華陽洞のイチョウ
신광초등학교,信光初等学校
신남고등학교,新南高等学校
신도고등학교 (서울),新都高等学校
신도림고등학교,新道林高等学校
신동신중정보산업고등학교,新東新中情報産業高等学校
도파역,桃坡駅
동성고등학교,東星高等学校
국립어린이청소년도서관,国立子供青少年図書館
동성중학교,東星中学校
국립외교원,国立外交院
동신중학교,東信中学校
국립이천호국원,国立利川護国院
동아여자고등학교,東亜女子高等学校
독산성,禿山城
동암재활학교,東岩石英学校
동일미래과학고등학교,東一未来科学高等学校
동작고등학교,銅雀高等学校
국세공무원교육원,国税公務員教育院
동해중학교,東海中学校
하성면,霞城面
하양읍,河陽邑
하의면,荷衣面
하이원리조트,ハイワンリゾート
하이텔,ハイテル
하장면,下長面
하점면,河岾面
학가산,鶴駕山
학동,鶴洞
학림 사건,学林事件
학산로 (포항시),鶴山路 (浦項市)
학성고등학교,鶴城高等学校
학성동,鶴城洞
화도면,華道面
화북동,禾北洞
화산면,花山面
화산면,華山面
화성소방서,華城消防署
화성서부경찰서,華城西部警察署
화순고등학교,和順高等学校
화순읍,和順邑
화악산 (경상도),華岳山 (慶尚南道・慶尚北道)
함창 상원사 사불회탱,咸昌上院寺四仏会幀
부개고등학교,富開高等学校
부천상록학교,富川常緑学校
서울보광초등학교,ソウル普光初等学校
강원생명과학고등학교,江原生命科学高等学校
송곡고등학교,松谷高等学校
향일암,向日庵
송원여자고등학교,松源女子高等学校
효릉,孝陵 (李氏朝鮮)
효자동,孝子洞
후포면,厚浦面
후평동,後坪洞
휴전선 감시 초소,休戦線監視歩哨
흑성산,黒城山
흥국사 (여수시),興国寺
성남중학교,城南中学校
성동글로벌경영고등학교,城東グローバル経営高等学校
가톨릭대학교 성빈센트병원,カトリック大学校セントビンセント病院
성신여자고등학교,誠信女子高等学校
성주여자고등학교,星州女子高等学校
성지송학중학교,聖地松鶴中学校
성지중고등학교,成志中高等学校
흥국사 (고양시),興国寺 (高陽市)
흥남동,興南洞
흥덕면,興徳面
흥도동,興道洞
흥안대로,興安大路
흥업면,興業面
흥해읍,興海邑
포천비행장,抱川飛行場
학성동,鶴城洞
한가람고등학교,ハンガラム高等学校
한강공원,漢江公園
광주지방철도특별사법경찰대,光州地方鉄道特別司法警察隊
대광여자고등학교,大光女子高等学校
대구가톨릭대학교 사범대학 부속 무학고등학교,大邱カトリック大学校師範大学附属舞鶴高等学校
광진정보도서관,広津情報図書館
대구초등학교,大邱初等学校
대원고등학교,大元高等学校 (大邱広域市)
익산 왕궁리 오층석탑,益山王宮里五層石塔
인왕산 수성동 계곡,仁王山水声洞渓谷
대전동산고등학교,大田東山高等学校
대구광역시교육청,大邱広域市教育庁
대전상원초등학교,大田上院初等学校
한겨레21,ハンギョレ21
한경면,翰京面
한광여자고등학교,韓光女子高等学校
한국 남부,韓国南部
한국 북부,韓国北部
한국 천주교 주교회의,韓国天主教主教会議
한국 모터 챔피언십,韓国モーターチャンピオンシップ
한국 프로 야구 경기조작 사건,韓国プロ野球八百長事件
한국가스안전공사,韓国ガス安全公社
한국갤럽,韓国ギャラップ
광성고등학교,光成高等学校
제5공중기동비행단,第5空中機動航空団 (韓国空軍)
제6군단,第6軍団 (韓国陸軍)
광성중학교,光星中学校
미륵사지 석탑,益山弥勒寺址石塔
경주 미추왕릉,味鄒王陵
광신방송예술고등학교,光新情報産業高等学校
LG트윈타워,LGツインタワー
광양제철고등학교,光陽製鉄高等学校
SBS 방송 센터,SBS放送センター
가거도항,可居島港
광영여자고등학교,光栄女子高等学校
광운중학교,光云中学校
경주 배동 석조여래삼존입상,慶州拝洞石造如来三尊立像
현대중학교,現代中学校
국도 제87호선,国道87号線
혜원여자고등학교,恵園女子高等学校
호남삼육고등학교,湖南三育高等学校
호남신학대학교,湖南神学大学校
호수돈여자고등학교,好寿敦女子高等学校
홍성고등학교,洪城高等学校
대구화동초등학교,大邱花東初等学校
울산광역시 북구 구립도서관,蔚山広域市北区区立図書館
울산광역시강남교육지원청,蔚山広域市江南教育支援庁
울산광역시강북교육지원청,蔚山広域市江北教育支援庁
함양 황석산성,黄石山城
공릉중학교,孔陵中学校
제12보병사단,第12歩兵師団 (韓国陸軍)
무열왕릉,武烈王陵
제22보병사단,第22歩兵師団
공주중학교,公州中学校
대한민국 제35보병사단,第35郷土防衛師団
광남중학교,広南中学校
광문고등학교 (서울),広文高校
경신정보과학고등학교,キョンシン情報科学高等学校
대한제국 고종 황제어새,大韓帝国高宗の御璽
경원고등학교 (대구),慶元高等学校
경인중학교,京仁中学校
독도 사철나무,独島のマサキ
돈화문,敦化門
동래향교,東萊郷校
오량역,五両駅
오산소방서,烏山消防署
한진고등학교,韓国ジュエリー高等学校
국도 제75호선,国道75号線
해강고등학교,海江高等学校
해운대여자고등학교,海雲台女子高等学校
대운산,大雲山
대한민국-몽골 관계,モンゴル国と大韓民国の関係
3국 협력 사무국,三国協力事務局
서울시메트로9호선,ソウル市メトロ9号線
의정부 경전철 (기업),議政府軽電鉄 (企業)
임남면,任南面
사요역,四要駅
동철원역,東鉄原駅
김해시의 시내버스,金海市市内バス
창원시의 시내버스,昌原市の市内バス
광신고속,光信高速
인천계양소방서,仁川桂陽消防署
광우고속,光佑高速
인천광역시립박물관,仁川広域市立博物館
인천광역시의료원,仁川広域市医療院
인천광역시의회,仁川広域市議会
인천구치소,仁川拘置所
인천적십자병원,仁川赤十字病院
인천지방검찰청,仁川地方検察庁
국가지원지방도 제20호선,国家支援地方道20号線
인천항,仁川港
국가지원지방도 제58호선,国道58号線 (大韓民国)
국가지원지방도 제67호선,国家支援地方道67号線
제천비행장,堤川飛行場
서산비행장,瑞山空軍基地
주한 교황청 대사관,駐韓ローマ教皇庁大使館
강릉 스피드스케이팅 경기장,江陵スピードスケート競技場
한국노동연구원,韓国労働研究院
한국농어촌공사,韓国農漁村公社
한국농촌경제연구원,韓国農村経済研究院
대동고등학교,釜山大東高校
대동세무고등학교,大東税務高等学校
