Dortmund,多特蒙德
Schloss Lieser,利瑟城堡
Theaterplatz,剧院广场
Ensdorf,恩斯多夫
Habighorst,哈比格霍尔斯特
Münchner Stadtmuseum,慕尼黑市博物館
Bega,貝加河
OHB SE,OHB系統
Reichswehrministerium,國防部 (威瑪共和國)
St. Reinoldi,聖雷諾德教堂
Schloßplatz,宫殿广场
Wenzendorf,文岑多尔夫
Amtsgericht Charlottenburg,夏洛滕堡区区法院
Bremer Wappen,不来梅纹章
U-Bahnhof Garching-Forschungszentrum,加兴科教中心站
U-Bahnhof Garching,加兴站
Fußball-Bundesliga 2010/11 (Frauen),2010年至2011年德国女子足球甲级联赛
Germanischer Lloyd SE,德國驗船協會
Hella,海拉公司
Kernkraftwerk Kalkar,SNR-300反應堆
Groß Roge,格罗斯罗格
Gesamtdeutsche Volkspartei,全德人民黨
Kirnitzsch,基爾尼奇河
DR-Baureihe V 180,德国国营铁路V180型柴油机车
Familien-Partei Deutschlands,德国家庭党
Altkalen,阿尔特卡伦
Bayerische Staatliche Polizei,巴伐利亞邦警察
Garden Tower,花园塔楼
Holtemme,霍尔泰默河
Schwielochsee,施維洛赫湖
Synagoge (Augsburg),奥格斯堡犹太会堂
Rail4captrain,R4C
Freundeskreis Reichsführer-SS,开普勒集团
Neubörger,诺伊伯尔格尔
Westerrade,韦斯特拉德
Freudenstadt Hauptbahnhof,弗罗伊登施塔特火车总站
Eberswalde Hauptbahnhof,埃贝尔斯瓦尔德火车总站
Bahnhof Herrenberg,黑伦贝格车站
Geeste,蓋斯特河
Rodach,羅德巴赫河
Althornbach,阿尔托尔恩巴赫
Solingen Hauptbahnhof,索林根火车总站
Dom St. Peter,聖伯多祿主教座堂
U-Bahnhof Mangfallplatz,芒法尔广场站
Hessen-Wanfried,黑森-万弗里德-（莱茵费尔斯）
Ilse,伊爾瑟河
Bildergalerie,無憂宮畫廊
Telemax,Telemax塔
Oberbösa,上伯萨
Königsdorf,柯尼希斯多夫
Bahnstrecke Blankenburg–Tanne,吕伯兰铁路
Grafschaft Katzenelnbogen,卡岑埃尔恩博根伯国
Hessisches Landesmuseum Darmstadt,黑森州立博物馆 达姆施塔特
Sowjetische Militäradministration in Deutschland,驻德苏联军事管理委员会
Deutsche Fachwerkstraße,德国木构架之路
Oberlandesgericht,德國邦最高法院
Hochschule Fulda,富尔达应用科学大学
Prims,普里姆斯河
Altleiningen,旧莱宁根
"Simon, Kucher & Partners",西蒙顧和管理顧問
Schloss Ludwigslust,路德維希盧斯特宮
Altlay,阿尔特莱
Schloss Celle,策勒城堡
Siemens Healthineers,西门子医疗
Krefeld Hauptbahnhof,克雷费尔德火车总站
Althüttendorf,阿尔蒂滕多尔夫
RAF Brüggen,布魯根皇家空軍基地
Silberner Bär/Beste Darstellerin,最佳女演員銀熊獎
SC Jülich,于利希体育俱乐部
Dill,迪爾河
Langen Brütz,兰根布吕茨
Kirschweiler,基尔施魏莱尔
Tremsbüttel,特雷姆斯比特尔
Gerresheim,格雷斯海姆
Bahnstrecke Appenweier–Strasbourg,POS南线
OSV Hannover,汉诺威东城体育俱乐部
Bahnhof Göppingen,格平根车站
Stadelhorn,施塔德爾山
Neuss Hauptbahnhof,诺伊斯火车总站
Straßenbahn Düsseldorf,杜塞爾多夫電車
Bahnhof Minden,明登车站
Galerie Neue Meister,新大師畫廊
Altmannstein,阿尔特曼斯泰因
Ruppertsweiler,鲁佩尔茨魏莱尔
Glückstadt,格吕克斯塔特
Bad König,巴德克尼希
U-Bahnhof Klinikum Großhadern,大哈登医院站
Schwarze Schar,不伦瑞克黑色军团
Grimme-Preis,格力莫-普雷斯奖
Fliegerhorst Ingolstadt/Manching,英戈尔施塔特/曼兴空军基地
Adtranz,Adtranz
DR-Baureihe 243,德国铁路143型电力机车
TecDAX,技术股指数
Bad Kohlgrub,巴德科尔格鲁布
SpVgg Weiden,魏登体育俱乐部
Große Aue,大奧厄河 (威悉河支流)
Kastor und Pollux,卡斯托耳和波鲁克斯大厦
Ratshausen,拉茨豪森
Partnachklamm,帕特纳赫谷
Literaturmuseum der Moderne,现代文学博物馆
World Games 1989,1989年世界運動會
Preußische P 8,普鲁士P8型蒸汽机车
Bahnstrecke Frankfurt (Main) Hbf–Heidelberg Hbf,美因-内卡铁路
Kleiner Wannsee,小萬湖
U 31,德國海軍潛艇U-31
Lautenbach,劳滕巴赫
2. Bundesliga 2007/08,2007年至2008年德国足球乙级联赛
Crispendorf,克里斯彭多夫
Hahn Air Lines,哈恩航空
Sonnenberg-Winnenberg,索嫩贝尔格-维嫩贝尔格
Kellersee,凱爾湖
Bochum Hauptbahnhof,波鸿火车总站
Saalbach,薩爾巴赫河
Möttingen,默廷根
Wankendorf,万肯多尔夫
Aegidianum,紐倫堡新教文理中學
Aegidienberg,艾吉迪恩贝格
Aegidienbergtunnel,埃吉丁贝格隧道
Aegidienkirche,圣吉尔斯圣母大教堂
Aegidientorplatz,阿吉定门广场
Fraternitas Saturni,土星兄弟會
Altmark,阿尔特马克
Amtssee,阿姆茨湖
Haltepunkt Berlin Humboldthain,柏林洪堡海恩車站
Pirmasens Hauptbahnhof,皮尔马森斯火车总站
Ulm Hauptbahnhof,乌尔姆火车总站
Amt Geltinger Bucht,盖尔廷湾
Ammeldingen an der Our,奥乌尔河畔阿默丁根
Aebtissinwisch,阿埃布蒂辛维施
Russisch-Orthodoxe Kapelle,魏玛东正教堂
Altlandsberg,阿尔特兰茨贝尔格
Bahnhof Karlsruhe-Durlach,卡尔斯鲁厄-杜拉赫车站
Ammerndorf,阿梅尔恩多尔夫
Mantel,曼特尔
Altmärkische Wische,阿尔特梅尔基舍维舍
Altmühldorf,旧米尔多夫
Amtzell,阿姆策尔
Arminia Ludwigshafen,阿米尼亚路德维希港
2. Bundesliga 2012/13,2012年至2013年德国足球乙级联赛
Hertha 03 Zehlendorf,薩倫多夫赫塔
Bahnhof Mühlacker,米赫拉克尔车站
Aerologic,AeroLogic
Lippisch-Ente,利佩什·恩特
Aerzen,阿埃尔岑
Dietzhölze,迪茨赫爾策河
Weimersheimer Bach,魏默斯海姆巴赫河
Wertheim-Konzern,韦特海姆集团
Kiel Hauptbahnhof,基尔火车总站
Kleiner Plöner See,小普倫湖
Freiburger Barockorchester,弗莱堡巴洛克乐团
SG 05 Pirmasens,SG 05 皮爾馬森斯
Germania Wiesbaden,日耳曼尼亚威斯巴登
Museum Fünf Kontinente,人類學博物館
Lauter,劳特河
Mangfallgebirge,芒法尔山脉
MDCC-Arena,MDCC竞技场
Fliegerhorst Lechfeld,莱赫费尔德空军基地
Ammerbuch,阿梅尔布
Ammergauer Alpen,阿梅爾高阿爾卑斯山脈
Ammerthal,阿梅尔塔尔
Ruhr-Sieg-Strecke,鲁尔-西格铁路
Teldau,特尔道
Luhe,盧厄河
Flughafen Magdeburg-Cochstedt,馬格德堡-Cochstedt機場
Ammerichtunnel,阿默里希隧道
Kurfürstliches Schloss (Mainz),美因茨選帝侯宮
Sonntagshorn,松塔格斯山
Belvedere auf dem Pfingstberg,普丰斯特山望景楼
Oberhausen Hauptbahnhof,奥伯豪森火车总站
Vertragsliga Berlin,柏林城市联赛
Ammeldingen bei Neuerburg,诺伊埃尔堡附近阿梅尔丁根
Ammendorf/Beesen,阿门多夫
Römisches Theater Mainz,羅馬劇場 (美因茨)
Ratzeburger See,拉策堡湖
3. Liga 2011/12,2011年至2012年德国足球丙级联赛
Samtgemeinde Hambergen,汉伯根联合市
Wahl zum Abgeordnetenhaus von Berlin 2011,2011年柏林众议院选举
Bürgerschaftswahl in Hamburg 2011,2011年汉堡州选举
Wacker-Arena,瓦克尔体育公园球场
Reichs-Rundfunk-Gesellschaft,帝国广播公司
Kraftwerk Scholven,施奧爾溫發電廠
Kraftwerk Rostock,羅斯托克發電廠
Karl-Liebknecht-Haus,卡尔·李卜克内西大楼
Bahnstrecke Berlin–Dresden,柏林-德累斯顿铁路
Russische Gedächtniskirche,圣阿列克谢俄罗斯纪念教堂
Bahnhof Baden-Baden,巴登-巴登车站
Speyer Hauptbahnhof,施派尔火车总站
München-Moosach,莫萨赫站
LiMux,LiMux
S-Bahn Hannover,漢諾威城市快鐵
Schortens,绍尔滕斯
Ammersbek,阿梅尔斯贝克
Oberoppurg,奥贝罗普尔格
SV Norden-Nordwest,北西北體育會
Bahnhof Puttgarden,普特加登车站
GEMA,音乐演出和作品复制权协会
S-Bahn Rostock,羅斯托克城市快鐵
Förderverein für eine Freie Informationelle Infrastruktur,自由信息基礎架構
Aeschach,艾萨赫
Straßenbahn Potsdam,波茨坦電車
Göttinger Hainbund,哥廷根林苑派诗人
S. Fischer Verlag,S·菲舍爾出版社
Schlotheim,施洛泰姆
Hoppstädten-Weiersbach,霍普斯特滕-魏埃尔斯巴赫
Wümme,維梅河
Mittelneufnach,米特尔诺伊夫纳
Bundestagswahlrecht,德国选举制度
Lovefilm,愛電影
Schlacht bei Amberg,安贝格战役
Deutsche Kammerphilharmonie Bremen,不来梅德意志室内爱乐乐团
Eppendorf AG,艾本德
Kicker,踢球者
JadeWeserPort,亚德港
Leuchtturm Westerheversand,韋斯特雷費爾燈塔
Gladiators Trier,TBB特里尔
DFL-Ligapokal 2006,2006年德國聯賽盃
Lotharkreuz,洛尔泰十字
Porzellansammlung,德累斯顿瓷器收藏馆
TSV Amicitia Viernheim,阿米奇蒂亚菲尔恩海姆
Italiener in Deutschland,在德国的意大利人
Platz des 18. März,三月十八日广场
Belagerung von Philippsburg (1734),菲利普斯堡圍城戰
Lutter,盧特河 (拉赫特河支流)
S-Bahnhof Sonnenallee,柏林阳光径车站
Altmärkische Kettenwerke,埃克特公司
Altmärkische Höhe,阿尔特梅基舍赫厄
SV Altlüdersdorf,老吕德斯多夫体育俱乐部
Altomünster,阿尔托明斯特尔
S-Bahn Rhein-Ruhr,萊茵－魯爾城市快鐵
Telekom Cup,德国电信杯
Harzer Schmalspurbahnen,哈茨山窄轨铁路
Gruner + Jahr,格鲁纳+雅尔
Altniederländisch,古德语
Fußball-Bundesliga 2011/12 (Frauen),2011年至2012年德国女子足球甲级联赛
Oflag IV-C,IV-C军官营
Musikproduktion Höflich,歐伊倫堡出版社
Lörrach Hauptbahnhof,罗拉赫火车总站
Fliegerhorst Leck,莱克空军基地
Royal Air Force Station Wildenrath,英国皇家空军基地
HASAG,雨果暨阿佛烈‧施奈德股份有限公司
Eurojet Turbo,歐洲渦輪噴射發動機公司
Evonik Industries,伊諾力克工業股份
Münchner Verkehrsgesellschaft mbH (MVG),慕尼黑交通公司
Marburger Tapetenfabrik,玛堡壁纸厂
Wolpertswende,沃尔佩尔茨文德
Freiburg (Breisgau) Hauptbahnhof,弗赖堡火车总站
Fliegerhorst Erding,埃尔丁空军基地
DFB-Pokal 2012/13,2012年-2013年德國足協盃
Altonaer Hafenbahn,阿尔托纳港口铁路
Altona 93,阿尔托纳93
Altonaer Rathaus,阿尔托纳市政厅
Altonaer Theater,阿爾托納戲院
Hindenburgdamm,兴登堡堤道
Katholische Militärseelsorge von Deutschland,天主教德國軍中教長區
"Hochschule für Musik, Theater und Medien Hannover",漢諾威音樂藝術大學
Wolfsburg Hauptbahnhof,沃尔夫斯堡火车总站
Amoklauf von Emsdetten,埃姆斯代滕校園槍擊案
Amoklauf von Erfurt,古騰堡中學校園槍擊案
U-Bahnhof Magdalenenstraße,抹大拉大街站
Rosenheim,罗森海姆车站
Castrop-Rauxel Hauptbahnhof,卡斯特罗普-劳克塞尔火车总站
Mauermuseum,查理檢查哨博物館
Affinger Bach,阿芬巴赫河
Affinghausen,阿芬格豪森
Felix-Nussbaum-Haus,菲利克斯·努斯鲍姆之家
Magdeburg Hauptbahnhof,马格德堡火车总站
Schloss Benrath,奔阿特宮
Steglitzer Schülertragödie,施特格里茨学生悲剧
Kölpinsee,克爾平湖
Sonnenallee,太陽大道
Max-Joseph-Platz,马克斯-约瑟夫广场
Bahnhof München Marienplatz,玛利亚广场站
Amateuroberliga Niedersachsen,下萨克森足球业余高级联赛
Landtag von Baden-Württemberg,巴登-符騰堡
Affolderner See,阿福爾登湖
Seukendorf,索伊肯多尔夫
Fränkische Rezat,法蘭克尼亞雷扎特河
Faber-Castell,輝柏嘉
Hochvogel,霍赫福格爾山
Bachfest Leipzig,莱比锡巴赫音乐节
Afferbach,阿弗巴赫河
Eesti Julgeolekupolitsei ja SD,保安警察
Büdingen,比丁根
Rhein-Main Air Base,莱茵-美因空军基地
An-Institut,挂靠研究所
Paderborn Hauptbahnhof,帕德博恩火车总站
Bahnstrecke Bamberg–Hof Hbf,班贝格－霍夫铁路
Deutsches Stadion,德意志體育場
U-16-Fußball-Europameisterschaft 1990,1990年歐洲U-16足球錦標賽
DFB-Pokal 1994/95,1994年至1995年德国足协杯
Hamme,哈默河
Dialog im Dunkeln,黑暗中對話體驗館
Partei Rechtsstaatlicher Offensive,法治攻勢黨
M.M.Warburg & CO,M·M·沃伯格公司
Arnspitzgruppe,阿恩施皮茨山脈
"Kanonissenstift Niedermünster, Regensburg",雷根斯堡下明斯特修道院
Simson,西姆松
Rhein-Herne-Kanal,萊茵-黑爾訥運河
Haltepunkt Düsseldorf-Benrath,杜塞尔多夫-本拉特车站
Altona-Blankeneser Eisenbahn,阿尔托纳－布兰克内塞铁路
Altrich,阿尔特里希
Hamborn 07,哈姆博恩
Oder,奧得河
Eibelstadt,艾贝尔斯塔特
An den Fleischbänken,肉铺广场 (纽伦堡)
Altshauser Weiher,阿爾茨豪森湖
Lehel,莱赫尔
Affler,阿夫莱尔
Philippsheim,菲利普斯海姆
Oggelshausen,奥格尔斯豪森
Altscheid,阿尔茨夏伊德
Benediktenwand,貝內迪克滕萬德山
Museum für Moderne Kunst,法蘭克福現代藝術美術館
Senvion SE,森敏
Thalia Theater,塔利亚剧院
Jeetzel,耶策爾河
Berliner Nordbahn,柏林北部铁路
Prinzregententheater,攝政王劇院
Südwest Ludwigshafen,西南路德维希
An der Poststraße,安德尔波斯茨特拉塞
Twiste,特維斯特河
Hellweg,光明之路
St. Severin,圣塞味利圣殿
St. Kunibert,聖庫尼伯特教堂
Internationale Filmfestspiele Berlin 1995,第45屆柏林影展
Internationale Filmfestspiele Berlin 1994,第44屆柏林影展
Preußische Ostbahn,普魯士東方鐵路
Altstadt,杜塞尔多夫老城
Lutherstadt Eisleben,艾斯莱本
Preussag,普罗伊萨格
Stadt- und Pfarrkirche St. Marien,城市教堂
Internationales Filmfest Oldenburg,歐登堡國際影展
Gutenberg-Museum,古腾堡博物馆
Waldstadion Kaiserlinde,帝王椴树林体育场
Stadtbahn Dortmund,多特蒙德城鐵
Amphitheater,特里爾圓形劇場
Jüterbog,于特博格
Eisenberg,圖林根的艾森貝格
Anarchistische Pogo-Partei Deutschlands,无政府主义米虫党
Brohl-Lützing,布罗尔-吕钦格
Helmstedt,黑尔姆斯特
Bargstall,巴尔格斯塔尔
Bebenhausen,贝本豪森
Porz,珀尔茨区
Ampersee,安珀湖
SC 07 Bad Neuenahr,巴德诺伊埃纳尔07
Teuschnitz,托伊施尼茨
Bad Gandersheim,巴德甘德尔斯海姆
Alfeld,阿尔费尔德
Remagen,雷马根
Gräfenberg,格雷芬贝尔格
Dassel,达塞尔
Eisenberg,艾森贝格 (莱茵兰-普法尔茨州)
Paul-Ehrlich-und-Ludwig-Darmstaedter-Preis,保罗·埃尔利希和路德维希‧达姆施泰特奖
Münchner Altstadt,老城
Ampfrach,安普弗拉赫河
Freiburg/Elbe,弗赖布尔格
Blunk,布伦克
Bistum Görlitz,天主教格尔利茨教区
Paderborner Dom,帕德伯恩主教座堂
Ballsporthalle Frankfurt am Main,法兰克福机场集团竞技馆
Amorbach,阿莫尔巴赫
Straßenbahn Würzburg,維爾茨堡電車
Kernkraftwerk Kahl,卡尔核电站
Eisfeld,艾斯费尔德
Stadtbezirk Dresden-Neustadt,新城
Olympiapark,奧運公園
Kaltenlengsfeld,卡尔滕伦斯费尔德
Altes Schloss,老王宫
Bundesliga 1999/2000,1999年至2000年德國足球甲級聯賽
Frankfurt-Dornbusch,多恩布什
Rotwand,羅特萬德山 (巴伐利亞)
"Benediktinerkloster Niederaltaich, Niederalteich",下阿爾特艾希修道院
Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,上森德林
Aschersleben,阿舍斯莱本
Ludwig-Donau-Main-Kanal,路德維希運河
Verden (Aller),费尔登
Burladingen,布尔拉丁根
Ehrenberger Bach,埃倫貝格巴赫河
Knöringen,克内林根
Niederbrombach,下布龙巴赫
Samtgemeinde Tarmstedt,塔姆施泰特
Meininger Staatstheater,邁寧根歌劇院
Kolkwitz,科尔克维茨
Demen,德门
Altstadt Spandau,斯潘道古城
Geschichte der Eisenbahn in Deutschland,德國鐵路運輸史
"Kollegiatstift St. Ulrich und Afra, Augsburg, später Benediktiner",圣乌尔里希圣阿夫拉圣殿
St. Kastor,聖卡斯托爾教堂
Fernmeldeturm Nürnberg,紐倫堡電訊塔
Perlachturm,佩拉赫塔
Gefreiter,上等兵
Bahnhof Neumünster,新明斯特车站
Neuer Israelitischer Friedhof,新以色列人公墓 (慕尼黑)
Sülzetal,叙尔策塔尔
Mützenich,米策尼希
Bad Friedrichshall,巴特腓特烈斯哈尔
Deutscher Leichtathletik-Verband,德国田径协会
Antikensammlung Berlin,柏林古物收藏館
Friedeburg,弗里德堡
Dessau,德绍
Buxtehuder SV,布克斯特胡德體育俱樂部
Kalbach,卡尔巴赫
U-Bahnhof Osthafen,施特拉劳尔门站
Schlesische Funkstunde,布雷斯勞帝国广播电台
Tarnitz,塔爾尼茨河
Senden,森登
Asendorf,阿森多夫
Daimler-Reitwagen,戴姆勒摩托車
Stadtlauringen,施塔特劳林根
Selsingen,塞尔辛根
Mühldorf am Inn,因河畔米赫尔多尔夫
Casumer Bach,卡蘇姆巴赫河
Achberg,阿贝尔格
Weiße Mulde,白穆爾德河
Ufa-Kristallpalast,UFA水晶宮電影院
Partei Bibeltreuer Christen,遵守圣经基督徒党
Tokio Hotel,東京飯店酷兒
Ampfing,安普芬格
Kulturforum,柏林文化广场
Erzgebirgsstadion,厄尔士山体育场
Landkreis Ludwigslust,路德维希斯卢斯特县
Wehringen,韦林根
Sassenburg,萨森堡
Todesfelde,托德斯费尔德
Lichtenberg,利希滕贝格
Delvenau,代爾沃瑙河
Marta Herford,MARTa Herford
Hochgrat,霍赫格拉特山
Bahnhof Flensburg,弗伦斯堡车站
Flughafen Schwerin-Parchim,帕希姆国际机场
Schloßbrücke,宫殿桥
Hörup,赫鲁普
Prichsenstadt,普里希森斯塔特
Verkehrsmuseum Nürnberg,紐倫堡交通博物館
St.-Pauli-Landungsbrücken,圣保利码头
DB-Baureihe V 80,德国联邦铁路V80型柴油机车
Schaeffler-Gruppe,舍弗勒集团
FC Hanau 93,哈瑙93
Militärhistorisches Museum der Bundeswehr,聯邦德國軍事史博物館
Augusteum und Lutherhaus Wittenberg,路德之家
S-Bahn Salzburg,薩爾茨堡城市快鐵
Vogelpark Walsrode,瓦尔斯罗德飞禽公园
Wohnste,沃恩斯特
Weismain,魏斯迈因
Internationale Vereinigung Sport- und Freizeiteinrichtungen,運動休閒設備協會
Windischeschenbach,温迪舍申巴赫
Allianz SE,安联
Meiningen,迈宁根
Deinste,代恩斯特
Marktl,马克特尔
Badminton-Europameisterschaft 1982,1982年歐洲羽毛球錦標賽
Deutsche Zentrale für Tourismus,德國國家旅游局
Rosenbach,罗森巴赫
Holsten-Brauerei,霍尔斯滕啤酒
Europäischer Fernwanderweg E11,E11欧洲长距离徒步路径
Bad Salzungen,巴德萨尔聪根
Salzwedel,萨尔茨韦德尔
Gerstengrund,格尔斯滕伦德
No Colours Records,無色唱片
Bürgstadt,比尔格斯塔特
Benrath,本拉特
DEHOMAG,迪霍瑪
Kraftwerke Chemiepark Marl,馬爾化學工業園區發電廠
Kirchgellersen,基尔希格莱尔森
Fensdorf,芬斯多尔夫
Nord-Süd-Fernbahn,南北干线铁路
Kunstgewerbemuseum Berlin,柏林装饰艺术博物馆
Walsheim,瓦尔斯海姆
Alsleben (Saale),阿尔斯莱本
Fußball-Bundesliga 2008/09 (Frauen),2008年至2009年德国女子足球甲级联赛
Metallpatronen AG,德國武器與彈藥兵工廠
Bahnhof Berlin Karl-Bonhoeffer-Nervenklinik,柏林卡尔·邦赫费尔精神科医院车站
Britische Botschaft in Berlin,英國駐德國大使館
Wissenschaftszentrum Berlin für Sozialforschung gGmbH,WZB柏林社会科学中心
Miltenberg,米尔滕贝尔格
Budenbach,布登巴赫
Bahnhof Berlin Brandenburger Tor,勃兰登堡门站
Ebertstraße,艾伯特大街
Bad Kissingen,巴德基辛根
Deutsches Panzermuseum Munster,德国坦克博物馆
Ostwestfalen-Lippe,東威斯特法倫－利普
Bad Reichenhall,巴德赖兴哈尔
Deutsche Akademie für Sprache und Dichtung,德國語言文學科學院
Bahnhof Frankfurt (Main) Mühlberg,米尔山站
Alsfeld,阿尔斯费尔德
Koreaner in Deutschland,韓裔德國人
Bremen-Liga,不来梅足球联赛
Erfurt Hauptbahnhof,埃尔福特火车总站
Altenkirchen (Westerwald),阿尔滕基兴
Calw,卡尔夫
Nordbairisch,北巴伐利亞語
Bravo Otto,奧圖獎
Harle,哈爾勒河
Issigau,伊西高
Hardenbergplatz,哈登贝格广场
Falkenbach,法爾肯巴赫河 (奧默斯巴赫河支流)
Allendorf (Lumda),阿伦多尔夫
Jakobsdorf,亚科布斯多夫
Krauschwitz,克劳施维茨
Oberwambach,上万巴赫
Bahnhof Berlin-Staaken,柏林-斯塔肯车站
Schloss vor Husum,胡蘇姆城堡
Maxim Gorki Theater,高爾基劇院
Oos,奧斯河 (德國)
Rheingau,莱茵高
Niedernhall,下恩哈尔
Weinbach,魏恩巴赫
Burgkunstadt,布尔格昆斯塔特
Cochem,科赫姆
Creußen,克罗伊森
Wörth an der Donau,多瑙河畔韦尔特
Born a. Darß,达尔斯半岛博恩
Bundesministerium für Wirtschaft und Klimaschutz,德國聯邦經濟及科技部
Teisnach,泰斯纳
Görwihl,格尔维尔
Şehitlik-Moschee,塞特利克清真寺
Teufelsbach,托伊費爾斯巴赫河 (莫斯巴赫河支流)
Perikopenbuch Heinrichs II.,亨利二世圣礼书
Phönix Bellheim,贝尔海姆凤凰
SC Victoria Hamburg,维多利亚汉堡
Solnhofener Plattenkalk,索伦霍芬组
Hahn,哈恩 (莱茵兰-普法尔茨)
Bundesministerium des Innern und für Heimat,德國聯邦內政部
Verwaltungsgliederung Deutschlands,德国行政区划
Bötersen,伯特尔森
