Angela Merkel,アンゲラ・メルケル
Bruno Eyron,ブルーノ・アイロン
Rolf Schübel,ロルフ・シューベル
Heiner Keupp,ハイナー・カイプ
Heinrich Vogt,ハインリッヒ・フォクト
Aribert Wäscher,アリベルト・ヴェッシャー
Walter Rudolf Enneccerus,ウォルター・ランドルフ・エンネッツェルス
Hermann Schroeder,ヘルマン・シュレーダー
Horst Dreier,ホルスト・ドライヤー
Friedrich Christian Laukhard,フリードリヒ・クリスティアン・ラウクハルト
Dominik Graf,ドミニク・グラフ
Eduard Wechssler,エドゥアルト・ヴェヒスラー
Otto Bachof,オットー・バッホフ
Jeffrey Carney,ジェフリー・カーニー
Heinz Fromm,ハインツ・フロム
Walter Thiel,ウォルター・ティール
Peter Märthesheimer,ペーター・メルテシャイマー
Katrin Lompscher,カトリン・ロンチャー
Paul Kuën,パウル・クーエン
Wolfgang Klafki,ヴォルフガング・クラフキー
Georg Kahn-Ackermann,ゲオルク・カーン・アッカーマン
Ruth Ziesak,ルート・ツィーザク
Uwe Schneider,ウーヴェ・シュナイダー
Sabine Bohlmann,サビーネ・ボールマン
"Melusina von der Schulenburg, Countess of Walsingham",ペトロニナ・メルジーネ・フォン・デア・シューレンブルク
Horst Bollmann,ホルスト・ボルマン
Otto Hellmuth,オットー・ヘルムート
Else Bassermann,エルゼ・バッサーマン
Heinrich Karl Jaup,ハインリヒ・カール・ヤオプ
Rolf Zehetbauer,ラルフ・ツェートバウアー
Alina Levshin,アリナ・レフシン
Oskar Müller,オスカル・ミューラー
Albrecht Dümling,アルブレヒト・デュムリング
Thomas Meyer-Fiebig,トーマス・マイヤー＝フィービッヒ
Evelyn Richter,エヴェリン・リヒター
Joe Viera,ジョー・ヴィエラ
Karin Seehofer,カリン・ゼーホーファー
Georg von Hülsen-Haeseler,ゲオルク・フォン・ヒュルゼン＝ヘーゼラー
Alexander Lauterwasser,アレクサンダー・ラウターヴァッサー
Timmo Niesner,ティモ・ニースナー
Knut Urban,クヌート・ウルバン
Ercan Durmaz,エルカン・ドゥルマズ
Steffen Tepel,シュテファン・テーペル
Ludwig Moshamer,ルートヴィヒ・モースハマー
Manuel Neuer,マヌエル・ノイアー
Ruben Welde,ルーベン・ヴェルデ
Karl-Heinz Frieser,カール＝ハインツ・フリーザー
August von Herder,ジギムント・アウグスト・ヴォルフガング・ヘルダー
Yaak Karsunke,カルズンケ
Bernhard Quandt,ベルンハルト・クヴァント
Jakob Knoblauch,ヤコブ・ノブローチ
Erwin Kohlund,アーウィン・コールランド
Paul Rehkopf,パウル・レーコップフ
Carl Georg Heise,カール・ゲオルク・ハイゼ
Adolf von Bomhard,アドルフ・フォン・ボンハルト
Heinrich Greif,ハインリヒ・グライフ
Joachim Goldbach,ヨアヒム・ゴルトバッハ
Ulrich Köhler,ウルリッヒ・コーラー
Boleslaw Barlog,ボレスラウ・バルロク
Eberhard Kloke,エーベハルト・クローク
Heinrich Schwendemann,ハインリヒ・シュヴェンデマン
Ernst Zörner,エルンスト・ツェルナー
Georg Schäfer,ゲオルク・シェーファー
Gerhard Schindler,ゲルハルト・シンドラー
Heinrich Berlin,ハインリヒ・ベルリン
Wilhelm II.,ヴィルヘルム2世
Timm Ulrichs,ティム・ウルリヒス
Aleixo-Platini Menga,アレイショ＝プラティニ・メンガ
Otto Falckenberg,オットー・ファルケンベルク
Inge Deutschkron,インゲ・ドイチュクローン
Johann Kantschuster,ヨハン・カンチュスター
Laura Emonts,ラウラ・ワイエンマイアー
Werner Daehn,ワーナー・デーン
Arnold Feil,アルノルト・ファイル
Adam von Bremen,ブレーメンのアダム
Heiko Maas,ハイコ・マース
Heinrich zu Stolberg,シュトルベルク伯ヘンリー
Yadegar Asisi,ヤーデガー・アジジ
Johann Baptist Eichelsdörfer,ヨハン・バプティスト・アイヒェルスデルファー
Georg Schätzel,ゲオルク・シェッツェル
Mike Hanke,マイク・ハンケ
Pavel Gililov,パヴェル・ギリロフ
Benjamin Strecker,ベンジャミン・ストレッカー
Christina Brabetz,クリスティーナ・ブラベッツ
Werner Krien,ヴェルナー・クリーン
Magnus,マグヌス
Hubert Groß,フベルト・グロス
Wolfgang Reichmann,ヴォルフガング・ライヒマン
Jost Trier,ヨスト・トリアー
Fred Breinersdorfer,フレート・ブライナースドルファー
August Junke,アウグスト・ユンケ
Niels Annen,ニルス・アンネン
Albrecht Schoenhals,アルブレヒト・シェーンハルス
Fredy Schmidtke,フレディ・シュミットケ
Hans Fitting,ハンス・フィッティング
Konrad Miller,コンラート・ミラー
Georg Jann,ゲオルグ・ヤン
Wolfgang Zilzer,ヴォルフガング・ツィルツァー
Werner Leich,ヴェルナー・ライヒ
Gustav Preßler,グスタフ・プレスラー
Friedrich Klaeber,フレデリック・クレーバー
Oliver Stokowski,オリヴァー・ストコウスキ
Kurt Wein,クルト・ヴァイン
Peter Reinhold,ペーター・ラインホルト
Hermann Dietrich,ヘルマン・ディートリッヒ
Heinz Ludwig Ansbacher,ハインツ・アンスバッハー
Klaas Heufer-Umlauf,クラース・ハウファー＝ウムラウフ
Jörg Teuchert,イェルグ・トイヒャート
Kurt Klemm,クルト・クレム
Alexander Kiersch,アレキサンダー・キルシュ
Uta Briesewitz,ユタ・ブリースウィッツ
Wilhelm,ヴィルヘルム
Thomas Stellmach,トマス・シュテルマッハ
Johann Kirchmann,ヨハン・キルヒマン
Wilhelm Schubart,ヴィルヘルム・シューバルト
Christian Heinrich Bünger,クリスティアン・ハインリヒ・ビュンガー
Lothar Gall,ロタール・ガル
Rudolf Platte,ルドルフ・プラッテ
Johann Mulzer,ヨハン・マルツァー
Klaus Ferdinand Hasselmann,クラウス・ハッセルマン
Carl Wilhelm Correns,カール・ウィルヘルム・コレンス
Christopher Buchholz,クリストファー・ブッフホルツ
Anna Wecker,アンナ・ヴェッカー
Robert Gradmann,ロベルト・グラートマン
Otto von Schlieben,オットー・フォン・シュリーベン
Claudio Pizarro,クラウディオ・ピサーロ
Gerhard Güllich,ゲルハルト・ギュリヒ
Konradin Groth,コンラディン・グロート
Jochen Alexander Freydank,ヨヘン・アレクサンダー・フライダンク
Hertha Thiele,ヘルタ・ティーレ
Therese Behr-Schnabel,テレーゼ・ベール＝シュナーベル
Kunigunde von Savigny,クニグンデ・フォン・サヴィニー
David Blacha,ダーフィト・ブラッハ
Jens-Daniel Herzog,イェンス＝ダニエル・ヘルツォーク
Philipp Poisel,フィリップ・ポイゼル
Otto Kähler,オットー・ケーラー
Johann Heinrich Wedekind,ヨハン・ハインリヒ・ヴェーデキント
Jan Friesinger,ヤン・フリズンガー
Robert Schlienz,ローベルト・シュリエンツ
Herbert Weiz,ヘルベルト・ヴァイツ
Heiko von der Leyen,ハイコ・フォン・デア・ライエン
Oldenburger Baby,オルデンブルク事件
Peter Voß,ピーター・ヴォス
Norbert Weisser,ノーバート・ウェイサー
Jo Brauner,ヨー・ブラウナー
Günther Rücker,ギュンター・リュッカー
Werner Müller,ヴァーナー・ミュラー
Klaus-Dieter Bieler,クラウス＝ディーター・ビーラー
Raimund Hoghe,ライムント・ホーゲ
Camilla Pfeffer,カミラ・プフェッファー
Denis Scheck,デニス・シェック
Elfriede Florin,エルフリード・フローリン
Hans-Christian Reiche,ハンス＝クリスチャン・ライヒェ
Kai Pflaume,カイ・プラウメ
Fritz Auer,フリッツ・アウアー
Julia Hummer,ジュリア・ハマー
Christa Linder,クリスタ・リンデル
Harry Fischbeck,ハリー・フィッシュベック
Karl Wilhelm Specht,カール・ヴィルヘルム・シュペヒト
Wilhelm Heile,ヴィルヘルム・ハイレ
Paul Maximilian Schüller,ポール・マクシミリアン・シュレル
Rolf Schlierer,ロルフ・シリエレル
Ulrich Ammon,ウルリッチ・アモン
Jörg Faerber,イェルク・フェルバー
Friedrich Franz von Braunschweig-Wolfenbüttel,フリードリヒ・フランツ・フォン・ブラウンシュヴァイク＝ヴォルフェンビュッテル
Gerhard Altenbourg,ゲルハルト・アルテンブルク
Alfred Biolek,アルフレッド・ビオレク
Michael Ohoven,マイケル・オホーヴェン
Hans-Egon Richert,ハンズ・エゴン・リチャート
Philipp von Schwaben,フィリップ
Hilmar Hoffmann,ヒルマー・ホフマン
Heinz Höhne,ハインツ・ヘーネ
Volkwin Marg,フォルクヴィン・マルク
Jürgen von Alten,ユルゲン・フォン・アルテン
Lydia Rabinowitsch-Kempner,リディア・ラビノヴィッチ＝ケンプナー
Klaus Herm,クラウス・ヘルム
Michael Brand,ミヒャエル・ブラント
Till Demtrøder,ティム・デットロデル
Johannes Zirner,ヨハネス・ツィルナー
Anja Niedringhaus,アーニャ・ニードリングハウス
Hans Peter Duerr,ハンス・ペーター・デュル
Jürgen Kramny,ユルゲン・クラムニー
Christian Heinrich Schmid,クリスティアン・ハインリヒ・シュミット
Adolph Schönfelder,アドルフ・シェーンフェルダー
Kacper Przybyłko,カツペル・プシビウコ
Wilhelm Borchers,ヴィルヘルム・ボルヒャース
Edgar Selge,エドガー・セルジュ
Klaus Dede,クラウス・デデ
Hedwig Bollhagen,ヘドヴィヒ・ボルハーゲン
Rudolf Deman,ルドルフ・デマン
Adalbert Kraus,アーダルベルト・クラウス
August Hermann Ewerbeck,アウグスト・ヘルマン・エヴェーアベック
Felix von Luschan,フェリックス・フォン・ルシャン
Jan Hofer,ヤン・ホーファー
Dieter Dorn,ディーター・ドルン
Friedrich Uebelhoer,フリードリヒ・ユーベルヘーア
Axel Berg,アクセル・ベルク
Alfred Kantorowicz,アルフレート・カントロヴィチ
Gert Westphal,（ドイツ語）
Alfred Partikel,アルフレッド・パーティケル
Dietlof von Arnim-Boitzenburg,ディートロフ・フォン・アルニム＝ボイッツェンブルク
Theo Trebs,テオ・トレブス
Gustav Dahrendorf,グスタフ・ダーレンドルフ
Johannes-Matthias Hönscheid,ヨハネス＝マティアス・ヘーンシャイト
Jana Berezko-Marggrander,ヤナ・ベレツコ＝マーグランダー
Mathias Wieman,マチアス・ヴィーマン
Willy Prager,ヴィリー・プラガー
Bernd Busemann,ベルント・ブーゼマン
Anton Feichtner,アントン・フィヒトナー
Siegfried Mauser,ジークフリート・マウザー
Fahri Yardım,ファーリ・オーゲン・ヤルディム
Jörg Ziercke,イェルク・チールケ
Willy Schmelcher,ヴィリー・シュメルヒャー
Edwin Hennig,エトヴィン・ヘニッヒ
Dietrich Schenk von Erbach,ディートリヒ・シェンク・フォン・エアバッハ
Gustav Botz,グスタフ・ボーツ
Christina Benecke,クリスティーナ・ベネッケ
Helmut Sinn,ヘルムート・ジン
Hans-Joachim von Falkenhausen,ハンス＝ヨアヒム・フォン・ファルケンハウゼン
Karl Heinrich Bauer,カール・ハインリヒ・バウアー
Birgit Sippel,ビルギット・ジッペル
Hermann Grossmann,ヘルマン・グロスマン
Anton Bergmeier,アントン・ベルクマイヤー
Tatiani Katrantzi,タティアニ・カトラントジ
Paul J. J. Welfens,パウル・J・J・ヴェルフェンス
Richard Kallee,リヒャルト・カレー
Willy Semmelrogge,ヴィリー・ゼンメルロッゲ
Aleida Assmann,アライダ・アスマン
Fritz Schupp,フリッツ・シュップ
Henning Schönfeld,ヘニング・シェーンフェルト
Walter Grabmann,ヴァルター・グラプマン
Felix-Heinrich Gentzen,フェリックス=ハインリッヒ・ゲンツェン
Paul Frosch,パウル・フロッシュ
Silke Nowitzki,ジルケ・ノヴィツキー
Martin Kosleck,マーティン・コスレック
Leonie Ossowski,レオニー・オソウスキー
Deborah Kaufmann,デボラ・カウフマン
Heinrich Harmjanz,ハインリヒ・ハルミャンツ
Manny Ziener,マニー・ツィーナー
Franz Wilhelm Rabaliatti,フランツ・ヴィルヘルム・ラバリアッティ
Wilhelm Johnen,ヴィルヘルム・ヨーネン
Hermann Pünder,ヘルマン・ ピュンダー
Manfred Berg,マンフレート・ベルク
Maxim Mehmet,マキシム・メーメット
Claudia Neidig,クラウディア・ナイディヒ
Christoph Graupner,クリストフ・グラウプナー
Mike Kranefuss,マイケル・クラネファス
Georg Fugger,ゲオルク・フッガー
Konrad Ott,コンラッド・オット
Moritz Borman,モリッツ・ボーマン
Heinrich Zimmern,ハインリッヒ・ツィンメルン
Georg Bartisch,ゲオルグ・バルティシュ
Steffen Seibert,シュテッフェン・ザイバート
Gerhard Mertins,ゲルハルト・メルティンズ
Anjorka Strechel,アンジョルカ・ストレチェル
Holger Schmieding,ホルガー・シュミーディンク
Otto Wacker,オットー・ヴァッカー
Hans Walter Kosterlitz,ハンス・コスターリッツ
Marianne von der Leyen,マリアンネ・フォン・ダールベルク
Ernst Fuchs,エルンスト・フックス
Ronald M. Schernikau,ロナルド・M.シェルニカウ
Karl Ludwig Diehl,カール・ルートヴィヒ・ディール
Hans Sandrock,ハンス・ザンドロック
Detlef Weigel,デトレフ・ヴァイゲル
Michael Kind,マイケル・カインド
Wilhelm Decker,ヴィルヘルム・デッカー
Heinrich von Struve,ハインリヒ・フォン・シュトルーヴェ
Fritz Heckert,フリッツ・ヘッケルト
Ernst von Harnack,エルンスト・フォン・ハルナック
Andreas Fugger,アンドレアス・フッガー
Johanna Schall,ヨハナ・シャル
Arthur Schnabel,アルトゥル・シュナーベル
Hermann Claudius,ヘルマン・クラウディウス
Lisy Christl,リジー・クリストル
Uta Kargel,うた・カーゲル
Fritz Odemar,フリッツ・オデマー
Sascha Burchert,サシャ・ブルヒャート
Hans Heinz Stuckenschmidt,ハンス・ハインツ・シュトゥッケンシュミット
Walter Franck,ヴァルター・フランク
Friedrich August Krubsacius,フリードリヒ・アウグスト・クルプサキウス
Georg Scheffers,ゲオルク・ヴィルヘルム・シェファーズ
Johanna Gastdorf,ヨハンナ・ガストドロフ
Hans Walter Schmidt,ハンス・ヴァルター・シュミット
Wilhelm Troll,ヴィルヘルム・トロール
Christian August Heinrich Clodius,クリスティアン・アウグスト・ハインリヒ・クロディウス
Rolf Rienhardt,ロルフ・ラインハルト
Benedikt Röcker,ベネディクト・レッカー
Elsa Sophie Gambard,エルザ・ソフィー・ガンバード
