Douglas Adams,ダグラス・アダムズ
Ian Hunter,イアン・ハンター
George Udny Yule,ウドニー・ユール
Ernest Barnes,E. バーンズ
Ronald Eric Bishop,ロナルド・エリック・ビショップ
Rick Savage,リック・サヴェージ
Malcolm Macdonald,マルコム・マクドナルド
Norman Newell,ノーマン・ニューウェル
Solomon Cutner,ソロモン
Yana Stadnik,ヤナ・スタドニク
Ryan Sharp,ライアン・シャープ
Albus Dumbledore,アルバス・ダンブルドア
Mark Read,マーク・リード
Steve White,スティーヴ・ホワイト
Dave Sinclair,デイヴィド・シンクレア
Myles Coverdale,マイルズ・カヴァデイル
Mike Dash,マイク・ダッシュ
Evelyn Ashley,イヴリン・アシュリー
Cynthia Harnett,シンシア・ハーネット
Oliver Wallace,オリバー・ウォレス
Chris Martin,クリス・マーティン
Simon Beaufoy,サイモン・ボーファイ
Ian McColl,イアン・マッコール
Bruce Welch,ブルース・ウェルチ
"Michael Walker, Baron Walker of Aldringham",マイケル・ウォーカー (アルドリンガム男爵)
Arthur Waley,アーサー・ウェイリー
Tony Harrison,トニー・ハリソン
Rod Temperton,ロッド・テンパートン
Cyril Mango,シリル・マンゴー
Cyril Romney,シリル・ロムニー
C. D. Darlington,シリル・ディーン・ダーリントン
"Cyril Salmon, Baron Salmon",シリル・サーモン (サーモン男爵)
Cyril Shaps,シリル・シャップス
Ian Gough,イアン・ガウ
White Town,ホワイト・タウン
Cyril Domb,シリル・ドム
Cyril Frank Colebrook,シリル・フランク・コールブルック
Tomi Ameobi,トミ・アメオビ
"Bryan Davies, Baron Davies of Oldham",ブライアン・デイヴィース
Eva Morris,エヴァ・モリス
Tony Bowers,トニー・バウワーズ
Sam Vokes,サム・ヴォークス
Ariadne Oliver,アリアドニ・オリヴァ
Edwin Mills,エドウィン・ミルズ
Randy Turpin,ランディ・ターピン
Peter Hacker,ピーター・ハッカー
Peter Andre,ピーター・アンドレ
Christopher Greenbury,クリストファー・グリーンバリー
Alex Cox,アレックス・コックス
Michael Conlan,マイケル・コンラン
Liam Tancock,リアム・タンコック
James Thompson,ジェームス・トンプソン
Wyndham Lewis,パーシー・ウインダム・ルイス
Chris Sharrock,クリス・シャーロック
Paul Willis,ポール・ウィリス
Andrew Osagie,アンドリュー・オサージー
Howard Jones,ハワード・ジョーンズ
Alan Ayckbourn,アラン・エイクボーン
Leslie Henson,レズリー・ヘンソン
John Saville,ジョン・サヴィル
Paul Caddis,ポール・カディス
Richard Wiseman,リチャード・ワイズマン
Julian Morris,ジュリアン・モリス
Denis Parsons Burkitt,デニス・パーソンズ・バーキット
Lewis Wolpert,ルイス・ウォルパート
Chris Jones,クリストファー・ジョーンズ
"Bryan Guinness, 2nd Baron Moyne",ブライアン・ギネス (第2代モイン男爵)
Bryan Hughes,ブライアン・ヒューズ
Robert Yewdall Jennings,ロバート・ジェニングス
Kipper,キッパー
George Frederick Stout,ジョージ・フレデリック・スタウト
"Bruce Grocott, Baron Grocott",ブルース・グロコット
Bruce Marshall,ブルース・マーシャル
Wolfsbane,ウルフスベーン
Freddie Frith,フレディー・フリース
Diane Coyle,"コイル, ダイアン"
Iwan Rheon,イワン・リオン
Long John Baldry,ジョン・ボルドリー
Tony Jacklin,トニー・ジャクリン
Edward Woodward,エドワード・ウッドワード
"David Stevens, Baron Stevens of Ludgate",デイヴィッド・スティーヴンス
"Granville Leveson-Gower, 3rd Earl Granville",グランヴィル・ルーソン＝ゴア (第3代グランヴィル伯爵)
Diana Quick,ダイアナ・クイック
Robyn Hitchcock,ロビン・ヒッチコック&ザ・ヴィーナス
Norrie Paramor,ノリー・パラマー
Bryan R. Wilson,ブライアン・R・ウィルソン
Terry Griffiths,テリー・グリフィス
Austin Osman Spare,オースティン・オスマン・スパー
Gerald Finzi,ジェラルド・フィンジ
Tinchy Stryder,ティンチー・ストライダー
George Burley,ジョージ・バーリー
"William Leveson-Gower, 4th Earl Granville",ウィリアム・ルーソン＝ゴア (第4代グランヴィル伯爵)
Rupert Gregson-Williams,ルパート・グレッグソン＝ウィリアムズ
Emma Pollock,エマ・ポロック
Pip Williams,ピップ・ウィリアムス
Bill Nicholson,ビル・ニコルソン
Peter Kay,ピーター・ケイ
Graham Bond,グラハム・ボンド・オーガニゼイション
Ed Clancy,エド・クランシー
Cameron Mackintosh,キャメロン・マッキントッシュ
Martyn Rooney,マーティン・ルーニー
Sandy Jardine,ウィリアム・プラー・ジャーディン
Stan Mortensen,スタンリー・モーテンセン
Paul Bonhomme,ポール・ボノム
Robin Orr,ロビン・オール
Maximilian Sciandri,マキシミリアン・シャンドリ
David Jenkins,デヴィッド・ジェンキンス
Carlos Acosta,カルロス・アコスタ
Bobby Gould,ボビー・グールド
Sean O'Sullivan,ショーン・オサリバン (スヌーカー選手)
Nicolas Freeling,ニコラス・フリーリング
Mike Parker Pearson,マイク・パーカー・ピアソン
Doreen Massey,ドリーン・マッシー
Christopher Wickham,クリス・ウィッカム
Charlie Mulgrew,チャールズ・マルグルー
Shane Byrne,シェーン・バーン
Sydney Gibbes,チャールズ・シドニー・ギブス
Anyika Onuora,アニカ・オヌオラ
Glyn Daniel,グリン・ダニエル
Mark Thatcher,マーク・サッチャー
Peter Hewitt,ピーター・ヒューイット
Mr. Scruff,ミスター・スクラフ
Bryn Haworth,ブリン・ハワース
Andrew Davies,アンドルー・デイヴィス
Roy Aitken,ロイ・エイトケン
Bill Steer,ビル・スティアー
Chris Stewart,クリス・スチュワート (作家)
Osbert Salvin,オズバート・サルヴィン
David Munrow,デイヴィッド・マンロウ
Gareth McAuley,ガレス・マコーリー
Peter MacDonald,ピーター・マクドナルド
Tom Shanklin,トム・シャンクリン
Stephen Lee,スティーブン・リー
John Goldthorpe,ジョン・ゴールドソープ
Sirius Black,シリウス・ブラック
Damian O'Hare,ダミアン・オハラ
Damien Lewis,ダミアン・ルイス
Damien Walters,ダミアン・ウォルターズ
Gary Bailey,ゲイリー・ベイリー
Daisy Meadows,デイジー・メドウズ
Neville Duke,ネヴィル・デューク
James Wordie,ジェイムズ・ワーディー
Jonathan Firth,ジョナサン・ファース
Alexander Trocchi,アレクサンダー・トロッチ
Herbert Giles,ハーバート・ジャイルズ
Wilfried Zaha,ウィルフレッド・ザハ
Jimmy Savile,ジミー・サヴィル
Dan Lydiate,ダン・リディエイト
Dan Biggar,ダン・ビガー
David Tomlinson,デヴィッド・トムリンソン
George Patterson,ジョージ・パターソン
Dennis Price,デニス・プライス
Artur Ekert,アーター・エカート
Frederick Fleet,フレデリック・フリート
Jolyon Palmer,ジョリオン・パーマー
Martyn Williams,マーティン・ウィリアムス
Michael Ball,マイケル・ボール
B.J. Wilson,B・J・ウィルソン
Keith Reid,キース・リード
Mark King,マーク・キング
DMX Krew,DMXクルー
Eleanor Mildred Sidgwick,エレノア・ミルドレッド・シジウィック
Robin McBryde,ロビン・マクブライド
George Kay,ジョージ・ケイ
"George Windsor, Earl of St Andrews",ジョージ
Colin Charvis,コリン・チャービス
Graham Broadbent,グレアム・ブロードベント
Gethin Jenkins,ゲシン・ジェンキンズ
"Sir Fenton Aylmer, 13th Baronet",フェントン・エイルマー
Patrick Marber,パトリック・マーバー
Ben Joseph Green,ベン・グリーン
Aylward M. Blackman,アイルワード・M・ブラックマン
Ben Hinchliffe,ベン・ヒンチリフ
Martyn Ware,マーティン・ウェア
Peter Wollen,ピーター・ウォーレン
Giles Barnes,ジレス・バーンズ
Kevin Sheedy,ケヴィン・シーディー
Dominic Keating,ドミニク・キーティング
Avi Shlaim,アヴィ・シュライム
Barrie McKay,バリー・マッケイ
Barrington J. Bayley,バリントン・J・ベイリー
Jasper Fforde,ジャスパー・フォード
Miles Kane,マイルズ・ケイン
Peter Blythe,ピーター・ブライス
Craig Beattie,クレイグ・ビーティ
Ross Edgar,ロス・エドガー
Donald Rumbelow,ドナルド・ランベロウ
Mike Lindup,マイク・リンダップ
Tyson Fury,タイソン・フューリー
Rodric Braithwaite,ロドリク・ブレースウェート
John Foulds,ジョン・フォウルズ
James Dreyfus,ジェームズ・ドレイファス
Shaun Evans,ショーン・エヴァンス
"Margaret of Mar, 31st Countess of Mar",マーガレット・オブ・マー
Gavin Bryars,ギャヴィン・ブライアーズ
Robert Gerhard,ロベルト・ジェラール
Peter Warlock,ピーター・ウォーロック
William Gear,ウィリアム・ギア
Gareth David-Lloyd,ギャレス・デヴィッド＝ロイド
Sharron Davies,シャロン・デイビーズ
Gillian Hills,ジリアン・ヒルズ
Phil Parkinson,フィル・パーキンソン
Baby Ford,ベイビー・フォード
Duncan Haldane,ダンカン・ホールデン
Dan Houser,ダン・ハウザー
James MacMillan,ジェームス・マクミラン
Scott Booth,スコット・ブース
Louis Wain,ルイス・ウェイン
Paul Nicholls,ポール・ニコルズ
Barry Ackroyd,バリー・アクロイド
"Henry Beaufort, 3rd Duke of Somerset",ヘンリー・ボーフォート
"Henry Stafford, 2nd Duke of Buckingham",ヘンリー・スタフォード
Alan McDonald,アラン・マクドナルド
John Spencer,ジョン・スペンサー
Nigel Calder,ナイジェル・コールダー
Dan Mazer,ダン・メイザー
Armenio Peter,ダン・マッケンジー
Bernard Longley,バーナード・ロングレイ
McKeeva Bush,マッキーヴァ・ブッシュ
Nathaniel Clyne,ナサニエル・クライン
Daniel Massey,ダニエル・マッセイ
Peter Frankl,ペーター・フランクル
Paul Fildes,ポール・フィルデス
Peter Webber,ピーター・ウェーバー
Laurence Juber,ローレンス・ジューバー
Max Irons,マックス・アイアンズ
Decimus Burton,デシマス・バートン
Ernest Marsden,アーネスト・マースデン
C. D. Broad,C・D・ブロード
Roger Lloyd-Pack,ロジャー・ロイド＝パック
Mike Dean,マイク・ディーン
B. S. Johnson,B・S・ジョンソン
Steve Morison,スティーヴ・モリソン
Orlando Smith,オーランド・スミス
Daniel Newman,ダニエル・ニューマン
Danny Taylor,ダニー・テイラー
Ahmed Omar Saeed Sheikh,アーメド・オマル・サイード・シャイフ
Barbara Dickson,バーバラ・ディクソン
Barbara Everest,バーバラ・エヴェレスト
Jodie Stimpson,ジョディー・スティンプソン
Judge Dread,ジャッジ・ドレッド
Henry Cotton,ヘンリー・コットン
Robert of Chester,チェスターのロバート
Chip Tsao,陶傑
Anthony Stafford Beer,スタッフォード・ビーア
Edward Downes,エドワード・ダウンズ
Joseph Boxhall,ジョセフ・ボックスホール
Basil Bernstein,バジル・バーンステイン
John Light,ジョン・ライト
David Edwards,デイヴィッド・エドワーズ
"Dominic Hubbard, 6th Baron Addington",ドミニク・ブライス・ハバード
John Wilkinson,ジョン・ウィルキンソン
Babette Cole,バベット・コール
Peter Chalmers Mitchell,ピーター・チャルマーズ・ミッチェル
Simon Climie,サイモン・クライミー
Danny Moss,ダニー・モス
Iain Macmillan,イアン・マクミラン
Nigel Rogers,ナイジェル・ロジャース
Ken Skupski,ケン・スクプスキ
Nymphadora Tonks,ニンファドーラ・トンクス
Shirley Conran,シャーリー・コンラン
Barbara Wyatt,バーバラ・ワイアット
Brenda Christian,ブレンダ・クリスチャン
"Nicholas Lowther, 2nd Viscount Ullswater",ニコラス・ロウザー (第2代アルスウォーター子爵)
Buster Martin,バスター・マーティン
Jamie Muir,ジェイミー・ミューア
Max Richter,マックス・リヒター
Julian Barratt,ジュリアン・バラット
Phil Miller,フィル・ミラー
Jamie Burnett,ジェイミー・バーネット
F. W. Bain,F・W・ベイン
Malcolm Wilson,マルコム・ウィルソン
Daniel Greaves,ダニエル・グリーヴス
D. G. E. Hall,D・G・E・ホール
Daniel Jones,ダニエル・ジョーンズ
Danny McGrain,ダニー・マクグレイン
Danny Thompson,ダニー・トンプソン
Danny Williams,ダニー・ウィリアムズ
Danny Green,ダニー・グリーン
Danny Hart,ダニー・ハート
Danny Howells,ダニー・ハウエルズ
Danny Kirwan,ダニー・カーワン
Kenneth Erskine,ケネス・アースキン
Alfred Ewing,アルフレッド・ユーイング
Wiley,ワイリー
Barry Cryer,バリー・クライヤー
Barry Cunningham,バリー・カニンガム
Barry Dransfield,バリー・ドランスフィールド
Bulldog Drummond,ブルドッグ・ドラモンド
Gabriel Andrew Dirac,ガブリエル・アンドリュー・ディラック
Mel Smith,メル・スミス
Barry Gray,バリー・グレイ
Philip Reeve,フィリップ・リーヴ
Barry Unsworth,バリー・アンズワース
Phil Coulter,フィル・クールター
Grant Gee,グラント・ジー
Leonard Hussey,レオナルド・ハッセー
