Joachim Heinrich Wilhelm Wagener,勒夫海因里希·威廉·瓦格納
Alfredo Morales,艾法度·摩拉利斯
Karl-Heinz Tritschler,卡尔-海因茨·特里希勒
Marie von Sachsen-Altenburg,薩克森-阿爾滕堡的瑪麗
Ann Kathrin Linsenhoff,安-卡特琳·林森霍夫
Dragan Paljic,德拉甘·帕尔吉奇
Adam Jabiri,亚当·贾比里
Isabell Bachor,伊莎贝尔·巴霍尔
Viola Odebrecht,菲奥拉·奥德布雷希特
Pia Wunderlich,皮娅·文德利希
Johann Friedrich,約翰·腓特烈
Manfred Schwabl,曼弗雷德·施瓦布尔
Abd al-Qadir al-Husaini,阿卜杜勒·卡迪爾·阿爾-侯賽尼
Julius Tausch,朱利叶斯·陶施
Abdelkarim,阿卜杜勒卡里姆
Heidi Mohr,海蒂·莫尔
Ulf Kirsten,乌尔夫·基尔斯滕
Helga Erny,黑尔佳·克莱因
Christina Heinich,克里斯蒂娜·海尼希
Lara Wendel,拉臘·溫德爾
Philipp Jacob Spener,菲利普·雅各·施本爾
Lewis Holtby,劉易斯·霍爾特比
Hans Georg von Mackensen,汉斯·马肯森
Johann Joseph Fux,约翰·约瑟夫·富克斯
Julia Neigel,朱莉娅·内盖尔
Eva-Maria Hagen,埃娃-玛丽亚·哈根
Jürgen Kohler,尤尔根·科勒尔
Ludolph van Ceulen,鲁道夫·范·科伊伦
Michael Kiske,麥可·坎斯卡
Ludwig von Nassau-Saarbrücken,拿騷-薩爾布魯根親王路德維希
Leo Wohleb,列奥·沃雷布
Renate Boy,雷納特·坎伯傑
Johann Ambrosius Bach,約翰·安布羅休斯·巴赫
Ludwig Marcuse,路德维希·马尔库塞
Bernd Alois Zimmermann,贝尔恩德·阿洛伊斯·齐默尔曼
Gustavus Detlef Hinrichs,古斯塔夫·德特勒夫·辛里奇斯
Bernd Leno,貝恩德·萊諾
Doris Maletzki,多丽丝·马莱茨基
Ursula Knab,乌尔苏拉·克纳布
Melitta Rühn,梅丽塔·吕恩
Władysław Kozakiewicz,符拉迪斯拉夫·科扎基維茨
Bruno von Köln,聖博諾
Vincent Klink,文森特·克林克
Achim Mentzel,阿希姆·门特尔
Johannes Kaempf,约翰内斯·坎普夫
Ingo Kindervater,英格·金德沃克
Walter Hofmann,瓦尔特·霍夫曼
Widukind von Corvey,科维的维杜金德
Udo Lindenberg,乌多·林登贝格
Elias Kachunga,埃利亞斯·卡春加
Alex Carmel,"Carmel, Alex (אלכס כרמל)"
Hugo Gutmann,胡戈·古特曼
Mehdi Mahdavikia,迈赫迪·马达维基亚
Hans-Jörg Bliesener,汉斯-约尔格·布利泽纳
Hanne Darboven,汉娜· 达波文
Louis Ferdinand von Preußen,路易·斐迪南
Bushido,武士道
Tom Starke,汤姆·施塔克
Lotte Reiniger,洛特·赖尼格
Friedrich von Logau,菲特烈·封·洛高
Paula Mollenhauer,葆拉·莫伦豪尔
Ernst Krebs,恩斯特·克雷布斯
Barbara Henneberger,芭芭拉·亨内贝格尔
Rosa Kellner,罗莎·克尔纳
Gabi Zange,加比·灿格
Uli Stielike,乌利·斯蒂利克
Joachim Kühn,约阿希姆·库恩
Charles Crodel,查尔斯·克罗戴尔
Harald Juhnke,哈拉尔德·朱克
HA Schult,H·A·舒尔特
Ludwig Landen,路德维希·兰登
Josef Hauser,约瑟夫·豪泽
Helmuth Kahl,赫尔穆特·卡尔
Hans Nägle,汉斯·内格勒
Herbert Richter,赫伯特·里希特
Dodo zu Innhausen und Knyphausen,克尼普豪森
Thomas Doll,湯馬士·多爾
Norbert Nachtweih,诺伯特·纳赫特韦
Ulla Salzgeber,乌拉·扎尔茨格贝尔
Jürgen Schütze,于尔根·许策
Werner Stiller,维尔纳·斯蒂勒
Dominik Kohr,多米尼克·科爾
Sasha Waltz,薩沙·沃爾茲
Emil Doepler,埃米尔·多普勒
Jennifer Zietz,燕妮弗·齐茨
Almuth Schult,阿爾穆特·舒爾特
Wolfgang Boettcher,沃尔夫冈·贝彻
Siegfried Matthus,齐格弗里德·马图斯
Richard Hofmann,理查德·霍夫曼
Elisabeth Demleitner,伊丽莎白·德姆莱特纳
Cerstin Schmidt,克丝廷·施密特
Friedrich Wilhelm Rust,弗里德里希·威廉·卢斯特
Dietrich Weise,迪特里希·魏泽
Daniel Simmes,丹尼·西梅斯
Olaf Thon,杜恩
Horst Herold,霍斯特·黑罗尔德
Brigitte Rohde,布丽吉特·罗德
Ilse Geisler,伊尔莎·盖斯勒
Philippe de La Guêpière,菲利普·德·拉盖皮耶尔
Ralf Lübke,拉尔夫·吕布克
Adelheid II.,阿德海德二世
Heinrich der Ältere von Plauen,海因里希·馮·普勞恩
Marusha,马鲁什
Jürgen Gelsdorf,尤尔根·格尔斯多夫
Max Morlock,馬克斯·莫尔洛克
Karl Amadeus Hartmann,卡尔·阿玛德乌斯·哈特曼
Mario Basler,巴斯勒
Anett Schuck,阿内特·舒克
Bernd Olbricht,贝恩德·奥尔布里希特
Zora Holt,佐拉·霍尔特
Florian Kringe,弗洛里安·克林格
Maria von Staufen,士瓦本的瑪麗亞
Manfred Deckert,曼弗雷德·德克特
Moritz Leitner,莫里茨·萊特納
Rudolf Nadolny,鲁道夫·纳多尔尼
Manfred Kaltz,曼弗雷德·卡尔茨
Klaus Voormann,克勞斯·沃爾曼
Theo Zwanziger,特奧·茨旺齊格
Kurt Andersen,库尔特·安德森
Heinrich I.,亨利一世
Reinhard Bredow,赖因哈德·布雷多
Christa Schmuck,克里斯蒂娜·施穆克
Georg Strobl,格奥尔格·施特罗布尔
Anke Möhring,安克·默林
Stephan Salger,斯特凡·扎尔格
Eberhard Weber,埃貝哈德·韋伯
Uwe Rapolder,乌维·拉波尔德
Pauline Strauss-de Ahna,保利娜·德阿娜
Sophie Karoline von Brandenburg-Kulmbach,索菲·卡罗琳·奥法·勃兰登堡-库姆巴赫
Angelika Dünhaupt,安格莉卡·丁豪普特
Ingo Anderbrügge,因戈·安德布吕格
Paul Thomik,保罗·托米克
Auguste Karoline von Braunschweig-Wolfenbüttel,不倫瑞克-沃爾芬比特爾的奧古斯塔·卡羅琳
Eleonore von Sachsen-Eisenach,埃莉诺·耶尔德慕丝郡主
Ute Rührold,乌特·吕罗尔德
Zora Thiessen,卓拉·蒂埃森
Werner Lueg,维尔纳·卢埃克
Börries von Münchhausen,博里斯·馮·孟喬森
Jochen Bachfeld,约亨·巴赫费尔德
Günther Haase,金特·哈泽
Adam Matuschyk,亞當·馬圖什奇克
Reinhard Eiben,赖因哈德·艾本
Lars Riedel,拉尔斯·里德尔
Simone Osygus,西蒙娜·奥西古斯
Otto Pfister,歐圖·普菲斯特
Julian Draxler,尤利安·德拉克斯勒
Philipp I.,腓力一世 (波美拉尼亞)
Wladimir Resnitschenko,弗拉基米尔·伊斯梅洛维奇·列兹尼琴科
Michael Oenning,米高·奧寧
Michael Jakosits,米夏埃尔·雅各西茨
Mathias Jänisch,馬提亞斯·耶尼施
Liane Augustin,蓮恩‧奧古斯丁
Muhamed Bešić,穆罕默德·貝西奇
Rudolf Wissell,鲁道夫·威塞尔
Fritz Schaper,弗里茨沙佩尔
Bernd Herrmann,贝恩德·赫尔曼
Norbert Dobeleit,诺贝特·多贝莱特
Lothar Metz,洛塔尔·梅茨
Annett Neumann,安妮特·诺伊曼
Emine Sevgi Özdamar,埃米内·塞夫吉·厄兹达马尔
Ottmar Walter,奧特馬爾·瓦爾特
Dieter Lindner,迪特·林德納
Gerhard Winkler,格哈德·温克勒
Günther Eger,金特·埃格尔
Hans Schulze,汉斯·舒尔策
Saskia Bartusiak,萨斯基亚·巴尔图西亚克
Birte Weigang,比尔特·魏冈
Matthias Müller,马蒂亚斯·米勒 (足球运动员)
Dieter Schatzschneider,迪特·萨茨施耐德
Linda Kisabaka,琳达·基萨巴卡
Peter Niemeyer,彼得·尼邁爾
Konrad Kujau,康拉德·库尧
Horst Hrubesch,霍斯特·赫鲁贝施
Tina Wunderlich,蒂娜·温德里希
Heinrich Stuhlfauth,海因里希·斯图尔法乌特
Konrad Klapheck,康拉德·克拉佩克
Walter Steinbauer,瓦尔特·施泰因鲍尔
Johann Christian Lobe,约翰·克里斯蒂安·洛贝
Ulf Hielscher,乌尔夫·希尔舍
René Hannemann,勒内·汉内曼
Franz Bernreiter,弗朗茨·贝恩赖特
Friedrich Kuhn,弗里德里希·库恩
Bernd Klingner,比尔德·克林纳
Henrik Ernst,亨里克·恩斯特
Sophie Antonia von Braunschweig-Wolfenbüttel,索菲·安東妮埃特
Maria von Brabant,布拉班特的瑪麗亞
Martin Jellinghaus,马丁·耶林豪斯
Manfred Klein,曼弗雷德·克莱因
Aleksander Cichoń,亚历山大·齐洪
Edgar Basel,埃德加·巴泽尔
Walter Wallmann,沃爾特·沃爾曼
Florian Eichner,弗洛里安·艾希纳
Sophie Magdalene von Brandenburg-Kulmbach,苏菲·马德莲纳
Luise Ulrike von Preußen,露易莎王后（1720-1782）
Philip Witte,菲利普·维特
Niklas Meinert,尼克拉斯·迈纳特
Maria Amalia von Österreich,奧地利的瑪麗亞阿瑪利亞
Lothar Knörzer,洛塔尔·克内策尔
Friedrich Ludwig von Nassau-Ottweiler,腓特烈·路德維希 (拿騷-奧特韋勒)
Melissa Müller,梅莉莎·穆勒
Lothar Krieg,洛塔尔·克里格
Friedrich III.,腓特烈三世
Gerhard Hochschild,格哈德·霍赫希尔德
Hans Koessler,汉斯·克什勒
Klaus Ehl,克劳斯·埃尔
Norbert Trieloff,诺贝特·特里洛夫
Tassilo Thierbach,塔西洛·蒂尔巴赫
Frank Netter,弗蘭克·奈特
Rudolf Stahl,鲁道夫·施塔尔
Maria von Brabant,布拉班特的瑪麗亞
Wolrad Eberle,沃尔拉德·埃贝勒
Günther Meier,金特·迈尔
Kirill Petrenko,基里爾·佩特連科
Hermann Engelhard,赫尔曼·恩格尔哈德
Horst Jankowski,霍斯特·扬科夫斯基
Friedrich von Stülpnagel,弗里德里希·冯·施蒂尔普纳格尔
Nina Müller,尼娜·穆勒
Peter Rock,彼得·罗克
Johann Christoph Pepusch,J.C. 佩普施
Günther Treptow,冈瑟·特雷普托
Monika Staab,莫妮卡·施塔布
Joachim Büchner,约阿希姆·比希纳
Gisela von Bayern,匈牙利的季賽拉
Theudelinde,西奥德琳达
Eduard Uvíra,爱德华·乌维拉
Fabian Klos,法比安·克洛斯
Marie in Bayern,瑪麗亞·蘇菲亞女公爵 (巴伐利亞)
Luise von Preußen,路易絲 (普魯士公主)
Karlheinz Klotz,卡尔海因茨·克洛茨
Harold Faltermeyer,哈羅德·方特梅耶
Hans-Ulrich Klose,漢斯-烏爾里希·克洛澤
Sophia von Pommern,苏菲
Elisabeth von Württemberg,符騰堡的伊莉莎白
Tino Sehgal,蒂諾·塞加爾
Michael Weikath,麥可·瓦肯
Adrian Moore,阿德里安·摩尔
Helmar Müller,黑尔马·米勒
Johnny Friedlaender,強尼·弗里德崙德
Arie van Lent,阿里·范伦特
Matthias Wissmann,马蒂亚斯·维斯曼
Lothar Hause,洛塔尔·豪泽
Friedrich Wilhelm,腓特烈·威廉 (霍亨索倫-黑興根)
Ralf Hütter,拉尔夫·胡特尔
Walter Pichler,瓦尔特·皮希勒
Hans Estner,汉斯·埃斯特纳
Oliver Fix,奥利弗·菲克斯
Rudolf Kreitlein,鲁道夫·克赖特莱因
Marlies Rostock,马莉斯·罗斯托克
Anna-Maria Müller,安娜-玛丽亚·米勒
Steffi Walter,施特菲·马丁
Johanna von Bayern,巴伐利亞的喬安娜
Rolf Danneberg,罗尔夫·丹内贝格
Józef Szmidt,約瑟夫·施密特
Sophie Elisabeth zu Mecklenburg,梅克倫堡的伊莉莎白·索菲
Heinz Kaufmann,海因茨·考夫曼
Silke Möller,西尔克·默勒
Stefan Gaisreiter,斯特凡·盖斯赖特
Eckardt Suhl,埃卡特·祖尔
Detlef Richter,德特勒夫·里希特
Adrian Spyrka,艾德里安·斯普爾卡
Rudolf Gramlich,鲁道夫·格拉姆里希
Auguste Wilhelmine von Hessen-Darmstadt,黑森-達姆施塔特的奧古斯塔·威廉明妮
Uwe Messerschmidt,乌韦·梅塞施密特
Wolfgang Gayer,沃尔夫冈·加耶
Hilda von Nassau,拿骚的希尔达公主
Uwe Corsepius,屋韋·柯爾皮歐斯
Michael Glöckner,米夏埃尔·格勒克纳
Konrad VI.,康拉德六世
Blixa Bargeld,布利克薩·巴格爾德
Günther Steines,金特·施泰内斯
Oliver Kreuzer,奥利弗·克罗伊策
Anna Sophie von Dänemark,丹麦的安娜·索菲公主
Nicole,妮可
Richard Corts,里夏德·科茨
Maria Riva,玛丽亚·里瓦
Konrad III.,康拉德三世 (奧萊希尼察)
Ingo Maurer,英戈．毛勒
Sophie Dorothea von Braunschweig-Lüneburg,蘇菲婭·多洛西婭
Sigfrid Karg-Elert,齐格弗里德·卡格-埃勒特
Hubert Houben,胡贝特·霍本
Fritz Mackensen,弗列茲·麥肯遜
Patrick Lindner,帕特里克·林德纳
Adriano Grimaldi,阿德里亚诺·格里马尔迪
Zvonimir Serdarušić,兹沃尼米尔·塞尔达鲁希奇
Carl Teike,卡爾‧泰克
Friederike Luise von Hessen-Darmstadt,費德莉卡·路易莎王后
Rica Reinisch,丽卡·赖尼施
Cecilie zu Mecklenburg,塞琪琳女公爵
Adrian Topol,阿德里安·托波尔
Jacqueline Börner,雅克琳·伯尔纳
Christa Luding-Rothenburger,克丽斯塔·卢丁-罗滕布格尔
Sigrun Wodars,西格伦·沃达斯
Sascha Riether,萨沙·里特
Franz Kuhn,弗兰兹·库恩
Lennart Thy,倫納特·蒂
Victor II. Amadeus von Ratibor,維克多二世 (拉蒂博爾)
Stefan Reinartz,斯特凡·賴納茨
Toni Turek,托尼·多雷克
Sigmar Polke,西格玛尔·波尔克
Johanna Klier,约翰娜·克利尔
Dorothea von Sachsen-Lauenburg,多萝西娅
Marie Therese von Österreich-Este,玛丽亚·特蕾莎
Paul Freier,保罗·弗赖尔
Alwara Höfels,艾瓦拉·胡弗茨
Adriana Altaras,阿德里安娜·阿尔塔拉斯
Georg Christoph Biller,乔治·克利斯多夫·比勒
Bert Trautmann,畢·圖曼
Dirk Meier,迪尔克·迈尔
Wilhelmine von Preußen,勃蘭登堡-拜羅伊特侯爵夫人普魯士的薇海明娜
Elisabeth Amalia von Hessen-Darmstadt,黑森-达姆施塔特的伊丽莎白·阿玛莉
Isabell Werth,伊莎貝爾·魏斯
Wolfgang Reinhardt,沃爾夫岡·萊因哈特
Leonhard Pohl,莱昂哈德·波尔
Timo Röttger,蒂莫·勒特格
Wilhelmine Amalie von Braunschweig-Calenberg,威海米娜·阿瑪利亞
Irmingard von Tours,图尔的埃芒加德
Karl-Heinz Henrichs,卡尔-海因茨·亨里希斯
Andrea Pollack,安德里娅·波拉克
Patrick Kühl,帕特里克·屈尔
Fabian Rießle,法比安·里伯
Ludwig I.,路德維克一世 (布熱格)
Uwe Weidemann,乌维·魏德曼
Gerd Oswald,盖德·奥斯瓦尔德
John C. Polanyi,约翰·查尔斯·波拉尼
Sophie Friederike von Mecklenburg,索菲亚·弗里德莉卡
Alwin H. Küchler,阿尔文·H·卡克勒
Uwe Unterwalder,乌韦·翁特瓦尔德
Friedrich III.,腓特烈三世 (萊格尼察)
Friedrich I.,腓特烈一世
Wolfgang Winkler,沃尔夫冈·温克勒
Florian Jungwirth,弗洛里安·容維爾特
Paul Klengel,保羅·克倫格爾
Diana Damrau,黛安娜·达姆劳
Arnold von Lübeck,呂貝克的阿諾德
Martin Knosp,马丁·克诺斯普
Bernd Nickel,贝恩德·尼克尔
Heinz Schmalix,海因茨·施马利克斯
Roland Hennig,罗兰·亨尼希
Helene Fischer,海伦娜·菲舍尔
Christiane Kubrick,姬絲汀·寇比力克
Kurt Thomas,庫特·湯瑪斯 (作曲家)
Knut Hickethier,克努特·西科蒂爾
Wolfgang Hofmann,沃尔夫冈·霍夫曼
Erich Krempel,埃里克·克伦佩尔
Matthias Maucksch,马蒂亚斯·毛克施
Herbert Krug,赫伯特·克鲁格
Shervin Radjabali-Fardi,舍尔文·法尔蒂
Cenk Tosun,堅克·托松#
Heinz Hax,海因里希·哈克斯
Wilhelm Hieronymus Pachelbel,威廉·希罗尼穆斯·帕赫贝尔
Christian Schenk,克里斯蒂安·申克
Christopher Schindler,克里斯托弗·施因德勒
Rüdiger Selig,鲁迪格·塞利格
Rudi Assauer,鲁迪·阿绍尔
Hans Dürer der Jüngere,汉斯·丢勒
Hans-Joachim Rotzsch,汉斯-约阿希姆·罗奇
Klaus Schlappner,克劳斯·施拉普纳
Silvius Leopold Weiss,西尔维厄斯·利奥波德·魏斯
Raimond Aumann,莱蒙德·奥曼
Panagiotis Vlachodimos,帕納約蒂斯·弗拉霍迪莫斯
David Jost,大衛·優斯特
Fanol Perdedaj,法諾爾·佩德達伊
Tom Høyem,汤姆·赫耶姆
Heinrich Peter,海因里希·彼得
Manuela Stellmach,曼努埃拉·施特尔马赫
Sarah Poewe,萨拉·珀韦
Kathleen Nord,卡特勒恩·诺德
Alwin Schockemöhle,阿尔温·朔克默勒
Erich Campe,埃里克·坎佩
Alfons Goppel,阿爾方斯·戈佩爾
Otto Mueller,奥托·缪勒
Cristian Fiél,克里斯蒂安·费尔
Andreas Pape,安德烈亚斯·帕普
Andreas Patton,安德烈亚斯·帕顿
Rudolf Brunnenmeier,鲁道夫·布鲁嫩迈尔
Klaus Stürmer,克劳斯·斯图尔默
Stefan Reisch,斯特凡·赖什
Helmut Winklhofer,赫尔穆特·温克尔霍夫
Fabian Schönheim,法比安·舍恩海姆
Andreas Platthaus,安德烈亚斯·普拉特豪斯
Ludwig Friedrich von Sachsen-Hildburghausen,路德維希·腓特烈
Andreas Pflüger,安德烈亚斯·弗鲁格
Holger Willmer,霍尔格·威尔默
Melanie Hoffmann,梅拉妮·霍夫曼
Kurt Moeschter,库尔特·默施特
Johannes Theodor Baargeld,约翰内斯·特奥多尔·巴格尔德
Christine Laser,克里斯蒂娜·拉泽
Gotthold Schwarz,戈特霍德·施瓦茨
Max Dauthendey,马克斯·道腾代
Danny da Costa,丹尼·達哥斯達
Florian Fuchs,弗洛里安·富克斯
Steffen Haas,斯特芬·哈斯
Andreas Ostler,安德烈亚斯·奥斯特勒
Christiane Krause,克里斯蒂安娜·克劳泽
Nadine Capellmann,娜丁·卡佩尔曼
Anke Behmer,安克·贝默
Emil Orlik,埃米尔·奥尔利克
Bernt Notke,伯恩特·诺特科
Dzsenifer Marozsán,珍妮弗·马洛桑
Herbert Wimmer,赫伯特·威默
Bernd Bauchspieß,贝恩德·鲍赫施皮斯
Kirsten Wenzel,基尔斯滕·文策尔
Reiner Geye,莱纳·盖耶
Timo Konietzka,蒂莫·科涅茨卡
Hagen Stamm,哈根·施塔姆
Patrick Mölzl,帕特里克·莫爾茲
Matt Lucas,马修·卢卡斯
Ariane Hingst,阿丽亚娜·兴斯特
Lothar Kobluhn,洛塔尔·科布鲁恩
Thorsten Kinhöfer,托斯騰·金霍夫
Tobias Rehberger,托比亞斯·雷貝格
Magdalena zur Lippe,利珀河的玛德琳
Jana Sorgers,雅娜·佐格斯
Anastasius Ludwig Mencken,阿納斯塔修斯·路德維希·門肯
Frauenarzt,弗纳特
Herbert Waas,赫尔伯特·瓦斯
Christian Kulik,克里斯蒂安·库里克
Andreas Potulski,安德烈亚斯·波托尔斯基
Fritz Thiedemann,弗里茨·蒂德曼
Ursula Happe,乌尔苏拉·哈佩
Christa Stubnick,克丽斯塔·施图布尼克
Christa Kinshofer,克丽斯塔·金斯霍费尔
Sandra Smisek,桑德拉·斯米塞克
Siegfried Reich,西格弗里德·莱希
Till Brönner,提尔·布罗纳
Kai Bülow,凱·比洛夫
Adolf Werner,阿道夫·维尔纳
Hans Schwartz,汉斯·施瓦茨
Timo Staffeldt,蒂莫·施塔菲尔特
Elisabeth Albertine von Sachsen-Hildburghausen,伊丽莎白·艾伯丁郡主
Otto Harder,奥托·哈德尔
Jürgen Piepenburg,尤尔根·皮蓬堡
Josef Manger,约瑟夫·曼格
Johanna Lüttge,约翰娜·吕特格
Willi Reimann,威利·赖曼
Birgit Peter,比吉特·彼得
Therese Zenz,特蕾泽·岑茨
Martha Genenger,瑪莎・格列傑
Gerd Wiltfang,格哈德·维尔特方
Timo Schultz,蒂莫·舒尔茨
René Tretschok,勒内·特雷乔克
Werner Dollinger,维尔纳·多林格
Dirk Hafemeister,迪尔克·哈费迈斯特
Bernhard Sekles,伯恩哈德·塞克勒斯
Otto Peltzer,奥托·佩尔泽
Jörg Heinrich,约尔格·海因里希
Karl-Heinz Radschinsky,卡尔-海因茨·拉德申斯基
Manfred Nerlinger,曼弗雷德·内林格尔
Albrecht Fröhlich,阿尔布雷希特·弗勒利希
"Herzogin Diane, Herzogin von Württemberg",黛安，符騰堡公爵夫人
Andreas Rojewski,安杰伊·罗耶夫斯基
Şiir Eloğlu,希尔·艾罗格路
Şermin Langhoff,塞尔明·兰霍夫
Anke von Seck,安克·冯·泽克
Célia Šašić,切利娅·沙希奇
Bettina Wiegmann,贝蒂娜·威格曼
Marianne Rosenberg,玛丽安·罗森伯格
Ireen Sheer,艾琳·希尔
Yusuf-Muri Adewunmi,尤素夫·阿迪温米
Petra Wimbersky,彼得拉·温贝斯基
Tilmann Otto,Gentleman (音樂家)
Horst Tüller,霍斯特·蒂勒
Alexander König,亚历山大·科尼格
Katharina Molitor,卡塔琳娜·莫利托
Jonny Otten,尊尼·奥滕
Eduard Künneke,爱德华·金内克
Hans Cieslarczyk,汉斯·切斯拉尔奇克
Hans Nowak,汉斯·诺瓦克
Georg Stollenwerk,格奥尔格·斯托伦维克
Andi Slawinski,安迪·斯拉文斯基
Erhard Keller,埃哈德·凯勒
Andreas Scheuer,安德烈亞斯·休爾
Stefan Böger,斯特凡·博格
Olli Dittrich,奥利·迪特里希
Olaf Zinke,奧拉夫·欽克
Gisela May,吉塞拉·梅
Andreas Schröder,安德烈亚斯·施罗德
Andreas Schlüter,安德烈亚斯·施吕特
Marc Stein,马克·施泰因
Dieter Eckstein,迪特·埃克斯泰因
Willibald Schmaus,威利巴尔德·施马乌斯
Andreas Schlüter,安德烈亚斯·施吕特
Christian Schulz,克里斯蒂安·舒爾茨
Amalia Pachelbel,阿玛莉亚·帕赫贝尔
Erich II.,埃里克二世
Doris Fitschen,多丽丝·菲辰
Hanno Balitsch,汉诺·巴利奇
Paul Kirchhof,保羅·基希霍夫
Rudolf Christian,魯道夫·克里斯蒂安 (東菲士蘭)
Elfi Zinn,埃尔菲·齐恩
Jürgen Bähringer,于尔根·贝林格
Arthur Kampf,亞瑟·卡夫
Gerhard Kleppinger,格哈德·克莱平格尔
Erich Mende,艾禮希·門德
Friedel Lutz,弗里德尔·卢茨
Agnes Simon,阿格内斯·西蒙
Michael Bella,米夏埃尔·贝拉
Jörg Stübner,约尔格·施蒂布纳
Andreas Schmidt-Schaller,安德列·施密特
Jakob Brendel,雅各布·布伦德尔
Paul Janes,保罗·亚内斯
Gerhard Strack,格哈德·斯特拉克
Erich Hilgenfeldt,埃里希·希尔根费尔特
Adolf Rieger,阿道夫·里格尔
Britta Oppelt,布丽塔·奥佩尔特
Andi Krösing,安迪·克罗辛
Frank Baum,弗兰克·鲍姆
Klaus Täuber,克劳斯·陶伯
Mark Dragunski,马克·德拉贡斯基
Konrad von Wangenheim,康拉德·冯·旺根海姆
Andreas Schmidt,王牌的喜悦
Andrea Adams-Frey,安德烈·亚当斯 - 弗雷
Kurt Schwaen,库尔特·施万
Willi Neuberger,威利·纽贝格
Martin Bucer,马丁·比塞
Lars Nieberg,拉尔斯·尼贝格
Herbert Eimert,赫伯持·艾默特
André Hoffmann,安德烈·霍夫曼
Robert Sterl,罗伯特·斯特尔
Roy Präger,罗伊·普列格
Ahmet Dursun,艾哈迈德·杜尔孙
