"Гройс, Борис Ефимович",鮑里斯·格羅伊斯
Клаудиньо,克勞迪尼奧
Владислав Поляшов,弗拉季斯拉夫·波利亚绍夫
Роман Андреевич Савосин,罗曼·萨沃辛
Яна Денисовна Добровольская,扬娜·多布罗沃莉斯卡娅
"Пинский, Виктор Витальевич",维克托·平斯基
Елена Летучая,叶莲娜·列图恰娅
"Довгалюк, Михаил Джаванширович",米哈伊尔·多夫加柳克
Олег Васильевич Матыцин,奥列格·马特钦
Сергей Викторович Чижов,谢尔盖·奇若夫
"Дружинин, Илья Андреевич",伊利亚·德鲁日宁
"Козловская, Инеса Бенедиктовна",伊涅莎·科兹洛夫斯卡娅
Андрей Андреевич Мостовой,安德烈·安德烈耶维奇·莫斯托沃伊
Екатерина Борисовна Алтабаева,叶卡捷琳娜·阿尔塔巴科娃
Андрей Николаевич Бабкин,安德烈·巴布金
Дарья Васильевна Муллакаева,达莉娅·穆拉卡耶娃
"Садовников, Александр Сергеевич",亚历山大·萨多夫尼科夫
Валентина Хальзова,瓦莲京娜·哈尔佐娃
"Пригода, Кирилл Геннадьевич",基里尔·普里戈达
"Камнев, Георгий Петрович",格奥尔基·卡姆涅夫
Александр Князев,亚历山大·克尼亚泽夫
Анна Александровна Нечаевская,安娜·内切夫斯卡娅
Екатерина Игоревна Константинова,叶卡捷琳娜·康斯坦丁诺娃
Илья Викторович Найшуллер,伊利亞·奈舒勒
Елизавета Игоревна Нугуманова,伊莉莎維塔·納荷瑪諾娃
"Камнев, Павел Иванович",帕维尔·卡姆涅夫
"Кудашова, Татьяна Алексеевна",塔蒂亞娜·庫戴佐娃
"Павлова, Яна Владимировна",揚娜·帕芙洛娃
Рада Никитична Аджубей,拉达·尼基季奇娜·赫鲁晓娃
"Потапов, Ярослав Владимирович",葉拉斯拉夫·帕塔帕夫
"Васютин, Александр Юрьевич",亞歷山大·尤里耶維奇·瓦修金
"Белых, Ирина Викторовна",伊琳娜·别雷赫
Николай Терентьевич Шамалов,尼古拉·沙马洛夫
Вано Анастасович Микоян,伊万·米高扬
"Саидов, Ибрагим Магомедсаидович",易卜拉欣·赛义多夫
Аркадий Голубович,阿凯迪·戈卢博维奇
Сергей Сирант,谢尔盖·塞朗
Игорь Валентинович Коробов,伊戈爾·科羅博夫
"Ческидов, Алексей Николаевич",阿列克谢·切斯基多夫
"Куркаев, Ильяс Магомедович",伊利亞斯·庫爾卡耶夫
"Левыкин, Алексей Константинович",阿列克谢·列夫金
Роман Владимирович Старовойт,罗曼·斯塔罗沃伊特
"Голубева, Елизавета Сергеевна",伊丽莎白·戈卢别娃
Илья Беляков,Илья Беляков (Ilya Belyakov)
Ольга Юрьевна Васильева,奥莉加·瓦西里耶娃
"Подгорбунский, Сергей Александрович",谢尔盖·亚历山德罗维奇·波德戈尔本斯基
"Монгуш, Сайдаш Бегзиевич",Saidash Mongush
Станислава Константинова,斯坦尼斯拉娃·康斯坦丁諾娃
Константин Абрамов,康斯坦丁·阿布拉莫夫
Дмитрий Александрович Волков,迪米特里·沃爾科夫
"Евлоев, Муса Гиланиевич",穆萨·葉夫洛耶夫
Татьяна Митюшина,谭雅
Антон Андреевич Миранчук,安東·米蘭楚克
"Терентьев, Андрей Анатольевич",A. A.切連契耶夫
"Непряева, Наталья Михайловна",娜塔莉亚·涅普里亚耶娃
"Юдин, Андрей Дмитриевич",安德烈·德米特里耶维奇·尤金
"Самсонова, Людмила Дмитриевна",卢德米拉·萨姆索诺娃
Кирилл Николаевич Шамалов,基里尔·沙马洛夫
Ирина Анатольевна Горбачёва,伊丽娜·戈尔巴乔娃
Сергей Шумилкин,谢尔盖·舒米尔金
"Розвал, Яков Борисович",罗斯·雅科夫·鲍里索维奇
Гордей Алексеевич Косенко,戈尔代·科申科
Ольга Владимировна Скабеева,奥莉加·斯卡别耶娃
"Заломин, Михаил Иванович",米哈伊尔·扎洛明
Олег Яковлевич Фандера,奥列格·范德拉
Константин Викторович Буслов,康斯坦丁·布罗斯洛夫
Александр Сергеевич Соболев,亚历山大·索博列夫
"Кобяков, Аркадий Олегович",阿尔卡季·科比亚科夫
Сергей Иванович Казанков,谢尔盖·卡赞科夫
Алексей Васильевич Чепа,阿列克谢·切帕
Любовь Павловна Аксёнова,柳波芙·阿克肖诺娃
Катя Клэп,凯特·克拉普
"Гаспарян, Анжела Седраковна",安琪拉·加斯帕里安
Сергей Валерьевич Лавыгин,谢尔盖·拉维金
Олег Владимирович Эмиров,奥列格·弗拉基米罗维奇·埃米罗夫
Вячеслав Зелимханович Битаров,维亚切斯拉夫·比塔罗夫
"Пешков, Олег Анатольевич",奥列格·阿纳托利耶维奇·佩什科夫
"Пономарёв, Юрий Иванович",尤里·伊万诺维奇·波诺马廖夫
Екатерина Шульман,叶卡捷琳娜·舒尔曼
"Михайлова, Полина Юрьевна",波麗娜·米凱洛娃
Ярослава Ивановна Якушина,雅羅斯拉娃·雅庫席娜
"Татаренко, Александр Юрьевич",亞歷山大·塔塔連科
Иван Андреевич Якимушкин,伊萬·亞基穆什金
Илья Тилькин,伊里亚·蒂尔金
"Голядкина, Марина Сергеевна",马林娜·戈利亚德金娜
Дмитрий Эдуардович Козловский,德米特里·寇茲洛夫斯基
Юлия Владимировна Каплина,尤利婭·卡普里娜
"Белик, Дмитрий Анатольевич",德米特里·别利克
Андрей Геннадьевич Альшевских,安德烈·阿利舍夫斯基赫
"Васильев, Николай Юрьевич",尼古拉·尤里耶维奇·瓦西里耶夫
Анастасия Потапова,阿纳斯塔西娅·伯塔波娃
Денис Сергеевич Спицов,丹尼斯·斯皮特索夫
"Брянский, Алексей Сергеевич",阿歷克塞·布朗斯基
Юрий Александрович Борисов,尤里·鲍里索夫
Николай Юрьевич Капустин,尼古拉·卡普斯京
Анатолий Токов,阿纳托利·托科夫
Даниил Сергеевич Медведев,丹尼爾·梅德韋傑夫
"Сачков, Илья Константинович",伊利亚·萨辰科夫
Анастасия Николаевна Седова,阿纳斯塔西娅·谢多娃
Дарья Серебрякова,达里娅·谢列布里亚科娃
Вадим Олегович Новоселов,瓦迪姆·诺沃肖洛夫
Андрей Константинович Иванов,安德烈·伊万诺夫
"Левников, Кирилл Николаевич",基里爾·列夫尼科夫
Клим Алексеевич Шипенко,克里姆·斯彭科
Арцвик Бориковна Арутюнян,阿爾特維克
"Саввин, Василий Нестерович",瓦西里·薩文
"Лазарев, Николай Евгеньевич",尼古拉·拉扎列夫
"Николаев, Николай Петрович (депутат)",尼古拉·彼得罗维奇·尼古拉耶夫
Антонина Витальевна Скоробогатченко,安東尼娜·斯科羅博加奇科
Юлдус Бахтиозина,尤德思‧巴克提兹娜
"Каюмов, Артур Адисович",阿尔图尔·卡尤莫夫
Сергей Владимирович Кудь-Сверчков,谢尔盖·库德-斯维奇科夫
Сергей Иванович Фургал,谢尔盖·富尔加尔
"Винс, Пётр Петрович",彼得·维斯
Александра Игоревна Бойкова,亞歷珊德拉·柏伊蔻娃
Полина Воронько,波利娜·沃罗恩科
Артём Викторович Туров,阿尔乔姆·图罗夫
Евгения Олеговна Дмитриева,叶夫根尼娅·德米特里耶娃
Настя Стен,纳斯蒂娅·斯滕
"Топилина, Гелена Дмитриевна",格列娜·托皮利娜
Тамерлан Башаев,塔梅爾蘭·巴沙耶夫
"Прокофьева, Елена Геннадьевна",叶列娜·普罗科菲耶娃
Виктор Васильевич Афанасьев,维克托·瓦西里耶维奇·阿法纳西耶夫
Валерий Шикшин,瓦莱里·什克辛
Ольга Владимировна Кокорекина,欧罗加·卡克莉基娜
Александр Максимов,亚历山大·亚历山德罗维奇·马克西莫夫 (政治人物)
Заурбек Казбекович Сидаков,绍尔贝克·西达科夫
Ватутин Алексей Дмитриевич,瓦圖京
Владислава Евтушенко,弗拉季斯拉娃·叶夫图申科
Яков Сергеевич Кучеревский,雅科夫·库切列夫斯基
Азамат Хайролавич Нигманов,阿扎马特·尼格马诺夫
Дмитрий Гирев,德米特里·吉列夫
Анастасия Харлампович,阿纳斯塔西娅·哈尔兰波维奇
Екатерина Кут,叶卡捷琳娜·库特
Ксения Евгенова,克谢尼娅·叶夫根诺娃
Дмитрий Александрович Свищев,德米特里·斯维晓夫
Борис Александрович Чернышов,鲍里斯·切尔内绍夫
Юрий Михайлович Хованский,尤里·霍万斯基
Алексей Михайлович Агранович,阿列克谢·阿格拉诺维奇
Сиенна Новиков,西耶娜·诺维科夫
Георгий Фетисов,乔治·费迪索夫
Владимир Иванович Влодавец,弗拉基米尔·伊万诺维奇·弗洛达维茨
