Douglas Adams,더글러스 애덤스
Sharon D. Clarke,샤론 D. 클라크
Sharon Duncan-Brewster,샤론 덩컨브루스터
Sandy Douglas,샌디 더글러스
Sheila Raynor,쉬러 레이너
Sheila Reid,실라 리드
Steve Cook,스티브 쿡
Sunetra Sarker,수네트라 사커
Shazad Latif,샤자드 라티프
Suzanne Shaw,수잰 쇼
Sophie Lowe,소피 로
Shona McGarty,쇼나 맥가티
Tess Daly,테스 달리
"Sidney Bernstein, Baron Bernstein",시드니 번스타인
Sophia Di Martino,소피아 디마티노
Susanna White,수재나 화이트
Sylvia Coleridge,실비아 콜러리지
Steven Robertson,스티븐 로버트슨
Susan Penhaligon,수잔 펜핼리곤
Siân Brooke,샨 브룩
Shobu Kapoor,쇼부 카푸르
Thea Sharrock,테아 샤록
Thomas Beccon,토마스 베콘
Tiwa Savage,티와 세비지
Sophie Stewart,소피 스튜어트
T. J. Ramini,T.J. 라미니
TJ Hassan,TJ 하산
Tom Cullen,톰 컬런
Tanya Burr,타냐 버
Tara Sharma,타라 샤르마
Tracy-Ann Oberman,트레이시앤 오버먼
Tracy Ifeachor,트레이시 이피처
Tendayi Darikwa,텐다이 다리콰
Tom Goodman-Hill,톰 굿맨힐
Tom Lockyer,톰 로키어
Tom Watson (actor),톰 왓슨
Tom Rennie,톰 레니
Tom Shankland,톰 섕클랜드
Tom Rosenthal (actor),톰 로즌솔 (배우)
Tom Scott (YouTuber),톰 스콧 (유튜버)
Tommy Elphick,타미 엘픽
William Lewis (journalist),윌리엄 루이스 (언론인)
Ty Glaser,타이 글래저
Twinnie-Lee Moore,트위니리 무어
Vera Day,베라 데이
Thorsten Kaye,토르스텐 카이에
Viktoria Modesta,빅토리아 모데스타
Tim Downie,팀 다우니
Vicky Pattison,비키 패티슨
Victoria Alcock,빅토리아 엘콕
Yasmin (musician),야스민 (가수)
William Vale,윌리엄 베일
Zawe Ashton,재위 애슈턴
Zoë Lister,조이 리스터
Zoë Henry,조이 헨리
Zhang Tielin,장톄린
Luke Newberry,루크 뉴베리
Laura Main,로라 메인
Darren Bazeley,대런 베이즐리
Lisa Gormley,리사 곰리
Lucy Boynton,루시 보인턴
Ford Kiernan,포드 키에넌
Victoria Atkin,빅토리아 앳킨
Jonathan Woodhouse,조너선 우드하우스
Michael Green (theologian),마이클 그린 (신학자)
Mark Horton (archaeologist),마크 호턴
Harry Hadden-Paton,해리 해든페이턴
James Bridie,제임스 브라이디
Nicholas Jones (actor),니컬러스 존스
Elizabeth Keith,엘리자베스 키스
John Newman (singer),존 뉴먼
Pevita Pearce,페비타 피어스
Joanna Vanderham,조애나 밴더햄
Lily James,릴리 제임스
Duke Dumont,듀크 두몽트
Christopher Simpson (actor),크리스토퍼 심슨
Miranda Fricker,미란다 프리커
Alan Paris,앨런 패리스
Tom Bateman (actor),톰 베이트먼
Leah McFall,레아 맥폴
Izzy Brown,아이제이아 브라운
Peter Gadiot,피터 개디오
Arlissa,아를리사
John McGinn,존 맥긴
Jill Ellis,질 엘리스
Michael Hector,마이클 헥터
Chuba Akpom,추바 아크폼
Michael Richardson (English footballer),마이클 리처드슨
Foxes (singer),폭시스
"Wilfrid Ashley, 1st Baron Mount Temple",제1대 마운트 템플 남작 윌프리드 애슐리
Jodie Taylor,조디 테일러
Julian Ovenden,줄리언 오븐든
Madeline Duggan,매들린 더건
Liam O'Neil (footballer),리엄 오닐
Peter Cathcart Wason,피터 웨이슨
Dele Alli,델레 알리
J. B. Torrance,제임스 B. 토렌스
Prince George of Wales,웨일스 공자 조지
Kevin Stewart (footballer),케빈 스튜어트
Michael Breen (author),마이클 브린
Luke Pearson,루크 피어슨
Bridget (Guilty Gear),브리짓 (길티 기어)
Harry Arter,해리 아터
Alexina Graham,알렉시나 그레이엄
Elizabeth Henstridge,엘리자베스 헨스트리지
Christina Chong,크리스티나 청
Isaac Hayden,아이작 헤이든
Norman Stronge,노먼 스트런지
Jordan Pickford,조던 픽퍼드
Ella Henderson,엘라 헨더슨
Dominic Sherwood,도미닉 셔우드
George Ezra,조지 에즈라
Harrison Reed (footballer),해리슨 리드
Ryan McLaughlin,라이언 매클로플린
Dom Parsons,돔 파슨스
Luke McCullough,루크 매컬로
Josie Lawrence,조시 로런스
Lewis Baker (footballer),루이스 베이커
Shaq Coulthirst,샤킬 콜서스트
James Norton (actor),제임스 노턴
Nathan Sykes,네이선 사이크스
Lisa Vanderpump,리사 밴더펌프
Hannah New,해나 뉴
Kay Tremblay,케이 트렘블레이
Mickey Sumner,미키 섬너
Olivia Cooke,올리비아 쿡
Yasmine Akram,야스민 아크람
Sampha,샘파
Joe Walker (film editor),조 워커
Patrick Roberts,패트릭 로버츠
Joan Clarke,조안 클라크
Nabil Elouahabi,나빌 엘루아하비
Dan Pearson (garden designer),댄 피어슨
Steven Price (composer),스티븐 프라이스
Malaika Firth,말라이카 퍼스
Wilkinson (musician),윌킨슨 (음악 프로듀서)
Mairéad Carlin,머레이드 칼린
Jasmine Thompson,재스민 톰프슨
Sam Smith,샘 스미스
Paul Clement (football manager),폴 클레먼트
Katherine Waterston,캐서린 워터스턴
Tyler Blackett,타일러 블랙켓
Adam King (footballer),애덤 킹
Shannon (South Korean singer),샤넌 (가수)
Jack Aitken,한세용
Ben Lloyd-Hughes,벤 로이드휴스
Nick Pope (footballer),닉 포프
Jason Cummings,제이슨 커밍스
FKA Twigs,FKA 트위그스
Carl Duering,칼 듀링
Gwilym Lee,귈림 리
Sam Bailey,샘 베일리
Clara Paget,클래라 패짓
Kedar Williams-Stirling,키더 윌리엄스스털링
Jack Grealish,잭 그릴리시
Jess Glynne,제스 글린
Ella Eyre,엘라 에어
Donald Macleod (theologian),도널드 매클라우드 (신학자)
Dan Smith (singer),댄 스미스
Tyias Browning,타이어스 브라우닝
Zoe Sugg,조이 서그
Lawrence Holofcener,로런스 홀러프세너
David Bradby,데이비드 브래드비
Michael Feast,마이클 피스트
Sharon Rooney,샤론 루니
Route 94 (musician),루트 94
Andrew Robertson,앤드루 로버트슨
W. D. Davies,W. D. 데이비스
Perrie Edwards,페리 에드워즈
Will Heard,윌 허드
Stuart McQuarrie,스튜어트 맥쿼리
Donald Brook,도널드 브룩
Ashley Hicks,애슐리 힉스
Mark Warburton,마크 워버턴
Holly Earl,홀리 얼
Christine Adams (actress),크리스틴 애덤스
KSI,KSI (유튜버)
Conor Washington,코너 워싱턴
Suki Waterhouse,수키 워터하우스
Lady Leshurr,레이디 레셔
Tyrone Mings,타이론 밍스
Sam Adekugbe,샘 아데쿠그베
Becky Hill,베키 힐
Danielle Sharp,대니엘 샤프
Kieffer Moore,키퍼 무어
Marcus Bettinelli,마커스 베티넬리
Matt Grimes,맷 그라임스
Tom Lawrence,톰 로런스
James Loveridge,제임스 러브릿지
Solly March,솔리 마치
Daisy Ridley,데이지 리들리
Beness Aijo,아이조 베네스
Sasha Keable,사샤 키블
Jeremy Till,제레미 틸
Judith Scott (British actress),주디스 스콧
Mark Bevir,마크 베버
Siobhan Williams,시오반 윌리엄스
Cornell John,코넬 존
Tom Brooke,톰 브룩
Pat Gorman,팻 고먼
Tom Harper (director),톰 하퍼
Matthew Pennington,매슈 페닝턴
Shift K3Y,시프트 키 (가수)
Ivan Toney,아이번 토니
Carole Ruggier,캐럴 루기어
Marika Hackman,마리카 해크만
Sam McQueen,샘 매퀸
Taron Egerton,태런 에저턴
John Day (biblical scholar),존 데이
Emily Carey,에밀리 케리
Gerard Monaco,제라드 모나코
Remie Streete,레미 스트리트
Gary Turner (sideshow performer),게리 터너
Jessica Fox (actress),제시카 폭스
Richie Campbell (actor),리치 캠벨
Olivia Chaney,올리비아 체니
Oli McBurnie,올리버 맥버니
Demarai Gray,데마라이 그레이
Amal Clooney,아말 클루니
James Wilson (English footballer),제임스 윌슨 (축구 선수)
Mia McKenna-Bruce,미아 매케나브루스
Joe Morrell,조 모렐
Phoebe Waller-Bridge,피비 월러브리지
Frances (musician),프랜시스 (가수)
Charlotte Crosby,샬럿 크로즈비
Joel Fry (actor),조엘 프라이
Emerald Fennell,에메랄드 페넬
Emma Slater,에마 슬레이터
Aiysha Hart,아이샤 하트
Adam Smith (director),애덤 스미스 (감독)
William Ruane,윌리엄 루앤
Lauren Goodger,로런 구저
Emily Burns,에밀리 번스
Rory Storm,로리 스톰
Sarah Wiltshire,세라 윌트셔
Jeremy Brudenell,제러미 브루드넬
Ben Hardy (actor),벤 하디
Fox Stevenson,폭스 스티븐슨
Nadine Shah,나딘 샤
Daisy Bevan,데이지 비번
Jihadi John,지하디 존
Alex Greenwood,앨릭스 그린우드
"John Swift (footballer, born 1995)",존 스위프트
Emily Berrington,에밀리 베링턴
Fran Kirby,프랜 커비
Faye Marsay,페이 마세이
George Russell (racing driver),조지 러셀
Jodie Comer,조디 코머
Ollie Watkins,올리 왓킨스
Tim Chow,팀 초우
Maddy Hill,매디 힐
Dean-Charles Chapman,딘찰스 채프먼
Jasmin Walia,재스민 왈리아
Katy Tiz,케이티 티즈
Ed Woodward,에드 우드워드
Jak Alnwick,잭 앨른윅
Charlotte OC,샬럿 OC
Cressida Bonas,크레시다 보나스
Indiana (singer),인디애나 (가수)
Nell Hudson,넬 허드슨
Baily Cargill,베일리 카길
Grado (wrestler),그레임 스티블리
Bipolar Sunshine,비폴라 선샤인
Brian Perez,브라이언 페레즈
Hannah John-Kamen,해나 존카먼
George the Poet,조지 더 포앳
James Bay (singer),제임스 베이
Otto Bathurst,오토 배서스트
Kevin Guthrie,케빈 거스리
Nikki Ambers,리틀 니키 (가수)
Emilia Jones,에밀리아 존스
Princess Charlotte of Wales (born 2015),웨일스 공녀 샬럿 (2015년)
Hermione Corfield,허마이어니 코필드
Mimi Keene,미미 킨
Lauren Mayberry,로런 메이버리
Rae Morris,레이 모리스
Hannah Arterton,해나 아터턴
Dominic Solanke,도미닉 솔란케
Simon Shelton,사이먼 셸턴
Grant Ward,그랜트 워드
Jack Farthing,잭 파딩
Jordan Rossiter,조던 로시터
Sophie Cookson,소피 쿡슨
Sinéad Harnett,시네이드 하넷
Nikki Cross,니키 크로스
Will Tudor,윌 튜더
TomSka,톰스카
Oliver Burke,올리버 버크
MJ Williams,조던 윌리엄스
Adam Peaty,애덤 피티
Gala Gordon,갈라 고든
Ruben Loftus-Cheek,루빈 로프터스치크
"Adam Davies (footballer, born 1992)",애덤 데이비스
Novelist (musician),노벨리스트
Isobelle Molloy,이저벨 멀로이
Andrew Tate,앤드류 테이트
Matt Targett,맷 타겟
Alex Davey,앨릭스 데이비
Melissa Steel,멀리사 스틸
Josh Sheehan,조시 시핸
James Maddison,제임스 매디슨 (축구 선수)
"Jack Dunn (footballer, born 1994)",잭 던
Ainsley Maitland-Niles,에인슬리 메이틀랜드나일스
Stella Maxwell,스텔라 맥스웰
Rico Henry,리코 헨리
Callum Turner,캘럼 터너
Joe Gomez (footballer),조 고메즈
Sophie (musician),소피 (음악가)
Paddy McNair,패트릭 맥네어
Murder of Hannah Graham,초안:한나 그레이엄의 살인
Regan Poole,리건 풀
Harry Winks,해리 윙크스
GoGo Penguin,고고 펭귄
Michaela Coel,미케일라 코얼
Joivan Wade,조이반 웨이드
Razane Jammal,라잔 자말
Jack Harper (footballer),잭 하퍼 (축구 선수)
Dominic Ball,도미닉 볼
Kwabs,퀍스
Mark Andrews (wrestler),마크 앤드루스 (프로레슬링 선수)
Brad Halliday,브래드 할리데이
Matt Macey,맷 메이시
Ben Haenow,벤 헤이나우
Låpsley,랩슬리
Melanie Bromley,멜러니 브롬리
Josh Onomah,조쉬 오노마
Karen Harding,캐런 하딩
Sonoya Mizuno,미즈노 소노야
Sheyi Ojo,셰이 오조
Connor Randall,코너 랜들
Cara Theobold,카라 시오볼드
Leigh-Anne Pinnock,리앤 피노크
Jade Thirlwall,제이드 설웰
Charlotte Hope,샬럿 호프
Claudia Jessie,클로디아 제시
Rupert Jones (British Army officer),루퍼트 존스
Alex Lawther,알렉스 로더
Danny Ward (Welsh footballer),대니 워드
Rahul Kohli,라훌 콜리
Shura (English singer),슈라 (음악가)
James Maynard (mathematician),제임스 메이나드
Liam Shephard,리엄 셰퍼드
Mason Holgate,메이슨 홀게이트
Jo Cox,조 콕스
Ryan Seager,라이언 시거
Neil McCormick,닐 맥코믹
Iain Murray (author),이안 머레이
Bill Brass,윌리엄 브라스
Nell Williams,넬 윌리엄스
Fleur East,플러 이스트
Poppy Drayton,포피 드레이턴
Suzanne Farrington,수잰 패링턴
Mal Young,맬 영
Kieran Tierney,키어런 티어니
Jacob Scipio,제이컵 시피오
Rebecca Long-Bailey,레베카 롱베일리
David Zowie,데이비드 조이
"Connor Roberts (footballer, born 1995)",코너 로버츠
Maisie Richardson-Sellers,메이지 리처드슨셀러스
Barbara Archer,바버라 아처
Nathan Oduwa,네이선 오두와
Valerie Gaunt,밸러리 곤트
Cameron Brannagan,캐머런 브래너건
Mia Goth,미아 고스
Charlie Heaton,찰리 히턴
Calum Scott,캘럼 스콧
Alec Utgoff,알렉 엇고프
Rishi Sunak,리시 수낵
Anya Taylor-Joy,안야 테일러조이
Michael Enright (actor),마이클 엔라이트
Stormzy,스톰지
Frank Leigh,프랭크 리
Milo Parker,마일로 파커
Alex Samuel,앨릭스 새뮤얼
Adam Pearson (actor),애덤 피어슨
Beth Mead,베스 미드
Sigala,시갈라
Georgina Campbell,조지나 캠벨
Dominic Calvert-Lewin,도미닉 캘버트루인
Jordan Houghton,조던 호턴
Joyce Vincent,조이스 빈센트
Victoria Yeates,빅토리아 예이츠
Connor Ogilvie,코너 오길비
Jamie Lawson (musician),제이미 로슨
Ola Aina,올라 아이나
Lloyd Jones (English footballer),로이드 존스
Amit Shah (actor),아미트 샤
Paula Hawkins (author),폴라 호킨스 (작가)
David Avery,데이비드 에이버리
Kalvin Phillips,캘빈 필립스
Christina Hodson,크리스티나 호드슨
Nikita Parris,니키타 패리스
Donald Love,도널드 러브
Ruby Barnhill,루비 반힐
Robert Aramayo,로버트 아라마요
Reece Oxford,리스 옥스퍼드
Angus Gunn,앵거스 건
Rob Holding,롭 홀딩
Ryan Kent,라이언 켄트
Cameron Borthwick-Jackson,캐머런 보스윅잭슨
Chloé Zhao,클로이 자오
Ben Godfrey,벤 고드프리
"Tom Miller (footballer, born 1990)",톰 밀러 (1990년)
Alex Roe,앨릭스 로
Lewis MacDougall,루이스 맥두걸
Jack Garratt,잭 개럿
Adil Nabi,아딜 나비
Tosin Adarabioyo,토신 아다라비오요
Jack Cutmore-Scott,잭 컷모어스콧
Brett Goldstein,브렛 골드스틴
Cameron Carter-Vickers,캐머런 카터비커스
Izzy Bizu,이지 비주
Semi Ajayi,세미 아자이
Cynthia Erivo,신시아 어리보
Ben Chilwell,벤 칠웰
Margaret Courtenay (actress),마거릿 코트니
Florence Pugh,플로렌스 퓨
Floating Points,플로팅 포인츠
"Tom Davies (footballer, born 1998)",톰 데이비스 (축구 선수)
Hamza Choudhury,함자 초우두리
Ademola Lookman,아데몰라 루크먼
Kemi Adeosun,케미 아데오순
Ellie Bamber,엘리 뱀버
Edward Holcroft,에드워드 홀크로프트
Loyle Carner,로일 카너
Louisa Johnson,루이자 존슨
Will Ospreay,윌 오스프레이
Mura Masa,무라 마사
Selva Rasalingam,셀바 라살링감
Nao (singer),NAO (1987년)
Jess Carter,제시카 카터
Rich Simmons,리치 시몬스
21 Savage,21 새비지
Marcus Rashford,마커스 래시퍼드
"Joe Riley (footballer, born 1996)",조 라일리
Mary Anne MacLeod Trump,메리 앤 매클라우드 트럼프
Bella Ramsey,벨라 램지
Osman Kakay,오스만 카카이
Rosella Ayane,로셀라 아야네
Paul Warren (actor),폴 워렌
Philip May,필립 메이
Killian Dain,킬리안 데인
Dua Lipa,두아 리파
Alan Walker,앨런 워커 (음악 프로듀서)
Pearl Mackie,펄 매키
Jade Alleyne,제이드 앨런
Galal Yafai,갈랄 야파이
Kate Stewart,케이 스튜어트
Chloe Kelly,클로이 켈리
Tracer (Overwatch),트레이서 (오버워치)
Millie Bright,밀리 브라이트
Malachi Kirby,맬러카이 커비
Finnegan Oldfield,피네건 올드필드
Joe Choong,조 충
Matty Cash,매티 캐시
Anne-Marie,앤마리
Lauren Williams (taekwondo),로런 윌리엄스 (태권도 선수)
Joe Worrall (footballer),조 워럴
"Jack Harrison (footballer, born 1996)",잭 해리슨
Henry Braham,헨리 브레이엄
Harry Souttar,해리 수타
Stefanie Martini,스테퍼니 마티니
Charlotte Spencer (actress),샬럿 스펜서
Millie Bobby Brown,밀리 보비 브라운
Declan McKenna,데클런 매케나
Lando Norris,랜도 노리스
Christian Howard (actor),크리스천 하워드
Tammy Abraham,태미 에이브러햄
Natasia Demetriou,너태시아 디미트리우
Jarrod Bowen,재러드 보언
Billie Marten,빌리 마튼
Amanda Posey,어맨다 포지
Declan Kearney,데클런 키어니
Jesy Nelson,제시 넬슨 (가수)
Fikayo Tomori,피카요 토모리
Rosie Lowe,로지 로
Rag'n'Bone Man,레그 앤 본 맨
Millie Brady,밀리 브래디
Michael Fox (British actor),마이클 폭스
Joe Aribo,조 아리보
Letitia Wright,러티샤 라이트
Deborah Smith (translator),데보라 스미스
Steve Cooper (football manager),스티브 쿠퍼
Mary Earps,매리 어프스
Kingsley Ben-Adir,킹즐리 벤어디어
Kate French (modern pentathlete),케이트 프렌치 (근대5종 선수)
Regé-Jean Page,레게장 페이지
La'Vere Corbin-Ong,라비어 코르뱅옹
Bishop Briggs,비숍 브릭스
Trevor Slattery,트레버 슬래터리
Clare Mackintosh,클레어 매킨토시
Morfydd Clark,모르비드 클라크
Marcus Edwards,마커스 에드워즈
Fionn Whitehead,핀 화이트헤드
Lashana Lynch,러샤나 린치
Amy Pemberton,에이미 펨버턴
Ethan Ampadu,이선 암파두
Ryan Sessegnon,라이언 세시니온
Dafne Keen,다프네 킨
Trent Alexander-Arnold,트렌트 알렉산더아널드
Ben Woodburn,벤 우드번
Jovan Adepo,조반 아데포
Roy Pascal,로이 파스칼
Hayley Squires,헤일리 스콰이어스
Iris Law,아이리스 로
Mae Martin,메이 마틴
Eberechi Eze,에베레치 에제
Aaron Ramsdale,에런 램스데일
Abigail Hardingham,애비게일 하딩엄
Lewis Tan,루이스 탠
Harvey Barnes,하비 반스
Luke Amos,루크 아모스
Ben White (footballer),벤 화이트
Scott McTominay,스콧 맥토미니
Tom Beadling,톰 비들링
Joe Alwyn,조 앨윈
Bruce Langley,브루스 랭글리
Grace Chatto,그레이스 차토
Ella Mai,엘라 마이
Tanya Reynolds,타니아 레이놀즈
Lauren Lyle,로런 라일
James Marcus (English actor),제임스 마커스 (영국 배우)
Angel Gomes,안젤 고메스
Matt Terry,맷 테리
Lucie Jones,루시 존스
Erling Haaland,엘링 홀란
Nadia Rose,나디아 로즈
The Japanese House,더 재패니즈 하우스
Adwoa Aboah,에드와 아보와
Dean Henderson,딘 헨더슨
Sean Raggett,숀 래깃
Dodie,도디 클라크
Ben Brereton Díaz,벤 브레레톤 디아스
Rob Cross (darts player),롭 크로스
Harris Dickinson,해리스 디킨슨
Josh Harrop,조시 해롭
Zoe Boyle,조이 보일
Dave (rapper),데이브 (래퍼)
Rina Sawayama,리나 사와야마
Kyle Walker-Peters,카일 워커피터스
