код игры Riot Pixels,Riot Pixels遊戲識別碼
Шорт-трек на зимних Олимпийских играх 2014,2014年冬季奧林匹克運動會短道競速滑冰比賽
Монино (аэродром),莫尼諾機場
Андреевка,安德烈耶夫卡_(莫斯科州)
Теремной дворец,特雷姆宮
Красная Гора,红戈拉
Октябрьское поле,十月平原站
Войковская,沃伊科夫站
Аэропорт,機場站
Фили,菲利站
Смоленская,斯摩棱斯克站
Вёшенская,維申斯卡亞
Административно-территориальное деление Чукотского автономного округа,楚科奇自治區行政區劃
Сходненская,斯霍德妮婭站
Профсоюзная,工會站
Новые Черёмушки,新稠李站
Беляево,别利亚耶沃站
Выставочный центр,展覽中心站 (莫斯科單軌鐵路)
Барышский район,巴雷什斯基區
Сартлан,薩爾特蘭湖
Флаг Самарской области,萨马拉州州旗
Арбажский район,阿爾巴日斯基區
Таганская,塔甘卡站
Ук,烏克河
Тимирязевская,季米里亚泽夫站
Улица Милашенкова,米拉申科夫街站
Телецентр,電視中心站
Улица Академика Королёва,科羅廖夫院士街站
Приморская,海濱站
Большой Патом,大帕托姆河
Ставрополь,斯塔夫羅波爾什帕科夫斯科耶機場
Петрозаводск,羅扎沃茨克機場
Волгоградский проспект,伏爾加格勒大道站
Римская,羅馬站
Кожуховская,科茹霍夫站
Дубровка,橡木站
Таймура,泰穆拉河
Стрежевой,斯特列热沃伊机场
Афанасьево,阿法纳西耶沃_(基洛夫州)
Алакит,阿拉基特河
Кутузовская,庫圖佐夫站
Шумячский район,舒米亞奇斯基區
Рославльский район,羅斯拉夫利斯基區
Айя,阿雅角
Чечень,車臣島
Ефремовский район,葉弗雷莫夫斯基區
Мохсоголлох,莫赫索戈洛赫
Москва-Сити,國際站
Орехово,核桃站
Семёновская,謝苗諾夫站
Пожарский район,波扎爾斯基區
русская чайная культура,俄羅斯茶文化
Советский район,索韋特斯基區
Арсеньево,阿尔谢尼耶沃_(图拉州)
мыс Крильон,克林榮岬
Вожа,沃扎河
Хайпудырская губа,海普德爾灣
Моготоево озеро,莫戈托耶沃湖
Академическая,科學院站
Щукинская,休金諾站
Тургеневская,屠格涅夫站
Новоясеневская,新亞先涅沃站
Тёплый Стан,暖營站
Базарный Сызган,巴扎爾內瑟茲甘
Дергачи,杰尔加奇
Вишневогорск,维什涅沃戈尔斯克
Зауральский,外乌拉尔斯基
Екатериновка,叶卡捷琳诺夫卡
Павловка,巴甫洛夫卡_(烏里揚諾夫斯克州)
Краснодар,克拉斯諾達爾球場
Российско-американская граница,俄羅斯-美國邊界
Серебряный Бор,謝列布良內博爾_(薩哈共和國)
Нившера,尼夫舍拉河
Кильмезский район,基利姆茲斯基區
Кикнурский район,基克努爾斯基區
Санчурский район,桑丘爾斯基區
Ишеевка,伊舍耶夫卡_(烏里揚諾夫斯克州)
Красивая Меча,克拉西瓦亞梅恰河
Деловой центр,會展站
Лаганский район,拉甘斯基區
Токсово,托克索沃
Чепца,奇普查站
Забайкальский военный округ,貝加爾軍區
Александрово-Гайский район,阿列克桑德羅沃-蓋斯基區
Александровск-Сахалинский район,萨哈林亚历山德罗夫斯克區
Абырабыт,阿貝拉貝特河
Кедон,凱登河
Дебин,傑賓河
Чуя,丘亞河
Водоотводный канал (Москва),Vodootvodny运河
Остров Феклистова,費克利斯托夫島
Дубенский район,杜邊斯基區
Арсеньевский район,阿爾先耶夫斯基區
Российско-северокорейские отношения,朝俄关系
вторая сборная России по футболу,俄罗斯二队
Академия футбола имени Юрия Коноплёва,哥奴派奧夫足球學院
Асекеевский район,阿謝克耶夫斯基區
Даниловский район,丹尼洛夫卡区
Даровской,达罗夫斯科伊
КБ машиностроения,科洛姆納機械設計局
Ижевский электромеханический завод «Купол»,伊热夫斯克电动机械厂
Алмаз-Антей,“金刚石”中央设计局
Морской научно-исследовательский институт радиоэлектроники «Альтаир»,“牛郎星”设计局
Кухтуй,庫赫圖伊河
Всероссийская государственная телевизионная и радиовещательная компания,全俄国家电视广播公司
Всероссийский институт научной и технической информации РАН,全俄科技信息研究所
Солнечногорский район,索爾涅奇諾戈爾斯基區
Пойма,波伊馬河 (濱海邊疆區)
Карсун,卡爾孫
Янчуй,揚崔河
Емуртла,葉穆爾特拉河
Балахнинский,巴拉赫宁斯基_(市级镇)
Батыр,巴特爾河
Ангарский кряж,安加拉山脈
Полежаевская,波列扎耶夫站
Варгаши,瓦尔加希
Сухаревская,蘇哈列夫站
Планерная,滑翔机站
Арий Камень,阿里岩礁
Рощинский,罗辛斯基_(萨马拉州)
Широковский,希罗科夫斯基
Углеуральский,乌格列乌拉尔斯基
Сараны,萨拉内
Рябово,里亚博沃_(托斯诺区)
Полярный Урал,極地烏拉爾山脈
Сенгилеевский район,先吉列耶夫斯基區
Кучукское озеро,庫丘克湖
Салми,薩爾米
грузинско-российская граница,格鲁吉亚－俄罗斯边界
Федерация независимых профсоюзов России,俄罗斯独立工会联合会
Всероссийская федерация лёгкой атлетики,全俄羅斯田徑協會
Соловьёво,泰帕爾
Гильдия киноведов и кинокритиков России,俄罗斯影评人工会
Игирма,伊吉爾馬河
Эксмо,艾斯克莫
Чудова,丘多瓦河
Филёвский парк,菲利公園站
Первомайская,五一站
Домодедовская,多莫杰多沃站
Багратионовская,巴格拉季昂站
Флаг Пермского края,彼尔姆边疆区区旗
Якутия,雅庫特雅庫茨克足球會
Ахтубинский район,阿赫图宾斯克区
Муниципальное образование город-курорт Сочи,索契度假城市区
