George Washington,조지 워싱턴
John Harvey Kellogg,존 하비 켈로그
Christopher Meloni,크리스토퍼 멜로니
Chuck Liddell,척 리델
Hardy Cross,하디 크로스
Chico Marx,치코 막스
Lamar Alexander,러마 알렉산더
Akiva Goldsman,아키바 골즈먼
Akiva Schaffer,아키바 섀퍼
Beverly Wills,베벌리 윌스
Jessie Ralph,제시 랠프
John 5 (guitarist),존 5
James Russell Lowell,제임스 러셀 로웰
Colm Feore,콜름 피오
Jayne Brook,제인 브룩
Lynne Thigpen,린 티그펜
Glenne Headly,글렌 헤들리
Johnny Mathis,조니 마티스
Da Brat,다 브랫
Melonie Diaz,멜로니 디아즈
Gayle Hunnicutt,게일 허니컷
Lynn Shelton,린 셸턴
Jean Parker,진 파커
Seth Barnes Nicholson,세스 반스 니컬슨
Benjamin Bloom,벤저민 블룸
Helen Sawyer Hogg,헬렌 소여 호그
Kristy McNichol,크리스티 맥니콜
Heather Wahlquist,헤더 월쿼스트
Freddie King,프레디 킹
Francis Lane,프랜시스 레인
Jake Thomas,제이크 토머스
Jay Van Andel,제이 밴앤덜
Diane Birch,다이앤 버치
Carmen Dell'Orefice,카르멘 델로레피체
Alison Becker,앨리슨 벡커
Jessie James Decker,제시 제임스 데커
Bill Hewlett,빌 휴렛
Edward B. Titchener,에드워드 티치너
Aria Wallace,아리아 월리스
Hannah Hodson,해나 호드슨
"Jane Adams (actress, born 1965)",제인 애덤스 (배우)
LaTanya Richardson Jackson,라타냐 리차드슨
Terri Conn,테리 콘
Penelope Spheeris,퍼넬러피 스피어리스
James Francis Ginty,제임스 프랜시스 긴티
Fred Willard,프레드 윌러드
Faith Prince,페이스 프린스
Ellie Cornell,엘리 코넬
Kevin Nealon,케빈 닐런
Jeffrey Meek,제프리 믹
Rodney Dangerfield,로드니 데인저필드
Sonja Sohn,손자 손
Naturi Naughton,나투리 노튼
Teri Weigel,테리 와이글
Mark Ronson,마크 론슨
Anissa Jones,애니사 존스
Elliot Aronson,엘리엇 아론슨
Carol Alt,캐롤 앨트
John W. Snow,존 W. 스노
Eddie Griffin,에디 그리핀 (배우)
Hart Crane,하트 크레인
Gerard Damiano,제라드 데미아노
Vinnie Paul,비니 폴
K. Eric Drexler,K. 에릭 드렉슬러
Kenny Ortega,케니 오테가
Ben Harper,벤 하퍼
Ken Shamrock,켄 섐록
David Packard,데이비드 패커드
Eugene McCarthy,유진 매카시
Frances Bean Cobain,프랜시스 빈 코베인
Jason Acuña,제이슨 아쿠나
Jeremy Sisto,제러미 시스토
F. Augustus Heinze,F. 오거스터스 하인츠
Patrick Macnee,패트릭 맥니
Sue Lyon,수 라이언
Collin Wilcox (actress),콜린 윌콕스
Lisa Wilcox,리사 윌콕스 (배우)
Carolyn Hennesy,캐롤린 헤네시
Amanda Tepe,아만다 테페
James Remar,제임스 리마
Braxton Bragg,브랙스턴 브래그
Brad Wilk,브래드 윌크
Gailard Sartain,게일라드 사테인
Anne-Marie Johnson,앤 마리 존슨
Kelly Reichardt,켈리 라이카트
Kathryn Erbe,캐스린 어브
Helen Merrill,헬렌 메릴
Lynsey Bartilson,린제이 바틸슨
Jill Eikenberry,질 아이켄베리
Kathleen Rose Perkins,캐슬린 로즈 퍼킨스
Mary Cheney,메리 체니
Vanna White,바나 화이트
Jenny Mollen,제니 몰런
DJ Premier,DJ 프리미어
Billy Strayhorn,빌리 스트레이혼
Joan Tetzel,조안 테즐
Ann Doran,앤 도란
Little Eva,리틀 에바
Victor Kilian,빅터 킬리언
Big Pun,빅 펀 (음악가)
Amy Pietz,에이미 피에츠
Diedrich Bader,디드릭 베이더
Ashley Wagner,애슐리 와그너
Bobby Di Cicco,바비 디 시코
Richard Kind,리처드 카인드
Amanda Blake,어맨다 블레이크
Tom Ewell,톰 이웰
Joshua Harto,조슈아 하토
Cathy Ferguson,캐시 퍼거슨
Anthony Bourdain,앤서니 보데인
Ben Bova,벤 보바
Eric McCormack,에릭 매코맥
Van Johnson,밴 존슨
Chuck Schumer,척 슈머
Al Martino,알 마르티노
Diana Douglas,다이애나 더글러스
Joel McCrea,조엘 맥크리어
David DeLuise,데이비드 더루이즈
George B. Seitz,조지 B. 세이츠
R. G. Springsteen,R.G. 스프링스틴
Horace Greeley,호러스 그릴리
Barbara Loden,바버라 로든
Samuel Slater,새뮤얼 슬레이터
Clarence Darrow,클래런스 대로
Wendy Barrie,웬디 배리
Lin Shaye,린 셰이
Steve Schirripa,스티브 시리파
Lee Unkrich,리 언크리치
Alan Jackson,앨런 잭슨
Cassandra Cain,커샌드라 케인
Scarlett Pomers,스칼렛 포머스
Ethel Lackie,에셀 래키
Garcelle Beauvais,가르셀 보베
Dreama Walker,드리마 워커
Constance Zimmer,콘스턴스 지머
Doris Kearns Goodwin,도리스 컨스 굿윈
Lela Rochon,레라 로천
Edwidge Danticat,에드위지 당티카
Alysia Reiner,알리시아 라이너
Joseph Szigeti,요제프 시게티
William C. Durant,윌리엄 듀란트
George Segal,조지 시걸
Chayanne,샤이안 (가수)
Constance Cummings,콘스턴스 커밍스
Sal Mineo,살 미네오
Jake Abel,제이크 에이블
Ray Parker Jr.,레이 파커 주니어
Marguerite Moreau,마거리트 모로
Michael Sandel,마이클 샌델
G. W. Bailey,G. W. 베일리
Orrin Hatch,오린 해치
Bob Barker,밥 바커
Oscar Zariski,오스카 자리스키
Ted Danson,테드 댄슨
Julie McNiven,줄리 맥니븐
Tom M. Apostol,톰 어포스톨
Evelyn Furtsch,에블린 퍼치
Hope Summers,홉 섬머스
Molly Price,몰리 프라이스
Mary Ellen Rudin,메리 엘런 루딘
Amy Carlson,에이미 칼슨
Chien-Shiung Wu,우젠슝
Elizabeth Berridge (actress),엘리자베스 베리지
Robert D. Carey,로버트 D. 캐리
Richard Burgi,리처드 버기
Amy Heckerling,에이미 해커링
Ruth Buzzi,루스 버지
Mark Moses,마크 모지스
Andrea Martin,앤드리아 마틴
Molly Cheek,몰리 치크
Henry Lee III,헨리 리 3세
Pia Zadora,피아 자도라
Linda Cristal,린다 크리스털
Alice Brown (sprinter),앨리스 브라운
Mary Ellen Trainor,메리 엘렌 트레이너
Bob Bradley,밥 브래들리
Dave Annable,데이브 애너블
Jason Lamy-Chappuis,자송 라미샤퓌
Rob Letterman,롭 레터먼
Bobby Cannavale,보비 캐너베일
Jareb Dauplaise,재럽 도플레이즈
Krist Novoselic,크리스 노보셀릭
Pamela Bach,파멜라 바흐
Deborah Voigt,데버러 보이트
Alex Meneses,알렉스 메니시스
William Christopher,윌리엄 크리스토퍼
Maya Deren,마야 데렌
Alyson Dudek,앨리슨 두덱
Hallie Todd,핼리 토드
Alfred O. C. Nier,앨프리드 니어
Jay Park,박재범
Isamu Noguchi,이사무 노구치
Susanna Thompson,수재나 톰프슨
Alessandra Torresani,알레산드라 토레사니
Susanna Foster,수잔나 포스터
Uta Pippig,우타 피피히
Helene Costello,헬렌 코스텔로
Kendall Schmidt,켄들 슈밋
Nicole DeHuff,니콜 데허프
Alison Elliott,앨리슨 엘리엇
Valerie Azlynn,발레리 아즐린
Brenda Chapman,브렌다 채프먼
Mary Stuart (actress),메리 스튜어트 (배우)
Lisa Randall,리사 랜들
Lee Smolin,리 스몰린
Chris Carter (screenwriter),크리스 카터 (각본가)
Edward MacDowell,에드워드 맥다월
Angie Everhart,앤지 에버하트
George Adamski,조지 아담스키
Christina Hoff Sommers,크리스티나 호프 소머스
Shawty Lo,쇼리 로
Tamar Braxton,타마 브랙스턴
Alicia Rhett,알리시아 레트
Christine Ebersole,크리스틴 에버솔
Kali Rocha,칼리 로차
Franchot Tone,프랜쵸 톤
Harold Russell,해롤드 러셀
Sam Wood,샘 우드
Henry Hathaway,헨리 해서웨이
Lena Park,박정현
Elaine Stewart,일레인 스튜어트
Katija Pevec,카티야 페벡
Jeannie Berlin,제니 베를린
Patricia Richardson,패트리샤 리처드슨
Harry Hopkins,해리 홉킨스
Edie Adams,이디 애덤스
David Cassidy,데이비드 캐시디
Richard Barthelmess,리처드 바델메스
Meredith Grey,메러디스 그레이
Melissa Joan Hart,멀리사 조앤 하트
Catherine Dent,캐서린 덴트
Paul Hirsch (film editor),폴 허시
Dorothy Revier,도로시 리비어
Olivia Harrison,올리비아 해리슨
Ann B. Davis,앤 B. 데이비스
Liz Torres,리즈 토러스
Jeanette Nolan,자넷 놀런
Heavy D,헤비 디
Elina Löwensohn,엘리나 뢰벤존
Armand van Helden,아먼드 밴 헬든
Eric Carmen,에릭 카먼
Tobe Hooper,토브 후퍼
Donald Gibb,도널드 깁
Tess Harper,테스 하퍼
Danielle Bisutti,다니엘 비서티
Jacqueline Logan,재클린 로건
Herbert B. Maw,허버트 브라운 모
John Hickenlooper,존 히컨루퍼
Quinton Jackson,퀸턴 잭슨
Jackie Sandler,재키 샌들러
Titus Welliver,타이터스 웰리버
Frank Nitti,프랭크 니티
Jack Radcliffe,잭 래드클리프
Kathleen Kinmont,캐슬린 킨몬트
Randy Spears,랜디 스피어스
Marc Connelly,마크 코널리
Hal Moore,핼 무어
Minta Durfee,민타 더피
Lance Bass,랜스 배스
Robin Morgan,로빈 모건
Megan Dodds,메건 도즈
Elyse Knox,엘리즈 녹스
Brandon Sanderson,브랜던 샌더슨
Amanda Schull,어맨다 셜
Taylor Holmes,테일러 홈스
Charles Brabin,찰스 브래빈
Al Smith,앨 스미스
Loudon Wainwright III,루던 웨인라이트 3세
Mary-Claire King,메리-클레어 킹
Phyllis Avery,필리스 에이버리
Amanda Foreman (actress),아만다 포먼
Michelle Borth,미셸 보스
Yvette Vickers,이베트 비커스
Joie Lee,조이 리
Bill Demong,빌 데몽
Charles Martin Hall,찰스 마틴 홀
Amy Stiller,에이미 스틸러
Paul Reiser,폴 라이저
Olive Thomas,올리브 토머스
Scotty Moore,스코티 무어
Tavi Gevinson,태비 게빈슨
Alfredo Morales,앨프리도 모랄레스
Nancy Sullivan (American actress),낸시 설리반
Robert Davi,로버트 다비
Melody Thomas Scott,멜로디 토마스 스콧
Dedee Pfeiffer,데디 파이퍼
Maureen Teefy,모린 티피
Jeffrey DeMunn,제프리 더먼
Louise Fazenda,루이즈 파젠다
Henry Cabot Lodge Jr.,헨리 캐벗 로지 주니어
Sabrina Lloyd,새브리나 로이드
Janeene Vickers,재닌 비커스
Brooke Valentine,브룩 밸런타인
Edmund Gettier,에드먼드 게티어
Gretchen Fraser,그레첸 프레이저
Regina Taylor,리자이나 테일러
Dale Evans,데일 에반스
Nick Cassavetes,닉 카사베티스
Daniel Ellsberg,대니얼 엘즈버그
Richard S. Ewell,리처드 유얼
Paul London,폴 런던
Bruce Arena,브루스 어리나
Megalyn Echikunwoke,메걸린 에치쿤워케
Gram Parsons,그램 파슨스
Paul Johansson,폴 조핸슨
Paul Waaktaar-Savoy,폴 보크토르사보이
Spencer Garrett,스펜서 가렛
Nedra Volz,네드라 볼즈
Evelyn Ankers,이블린 앵커스
Jenn Proske,젠 프로스키
Diana Serra Cary,다이애나 세라 캐리
David Wechsler,데이비드 웩슬러
Bonita Friedericy,보니타 프리더리시
Siobhan Fallon Hogan,셔반 팰런 호건
Rory Culkin,로리 컬킨
David Koresh,데이비드 코레시
Ashley Peldon,애슐리 펠던
Dan O'Herlihy,댄 오헐리
Scottie Thompson,스코티 톰프슨
Denise Darcel,데니스 다셀
Sybil Bauer,시빌 보어
Chita Rivera,치타 리베라
Ryan Adams,라이언 애덤스
Renée Felice Smith,러네이 펠리스 스미스
Ernie Sabella,어니 사벨라
Kate Levering,케이트 리버링
Gretchen Wilson,그레천 윌슨
Dan Byrd,댄 버드
Stephen E. Ambrose,스티븐 앰브로즈
Sigrid Valdis,시그리드 발디스
Tony Allen (basketball),토니 앨런 (농구 선수)
Carlton Cuse,칼턴 큐스
Caroline Williams,캐럴라인 윌리엄스
Percy Spencer,퍼시 스펜서
Josh Freese,조시 프리스
Kathy Hammond,캐시 해먼드
Justin Berfield,저스틴 버필드
Brian Boitano,브라이언 보이타노
Will Rogers,윌 로저스
Andrew McCarthy,앤드루 매카시
Scott Turow,스콧 터로
Darlene Cates,달린 케이츠
Justin Kirk,저스틴 커크
Lisa Goldstein (actress),리사 골드스타인
Jaroslav Pelikan,야로슬라프 펠리칸
Scott Adams,스콧 애덤스
Roberts Blossom,로버츠 블로섬
Billy Cox,빌리 콕스
Cesar Romero,시저 로메로
Dana Barron,다나 배론
Tom Daschle,톰 대슐
Lutricia McNeal,러트리샤 맥닐
Chris J. Johnson,크리스 J. 존슨
Leslie Stefanson,레슬리 스테판슨
Jason Ritter,제이슨 리터
Charles Napier (actor),찰스 네이피어 (배우)
Maxwell Perry Cotton,맥스웰 페리 코턴
Josie Loren,조지 로렌
Kevin Heffernan (actor),케빈 헤퍼넌
Angie Martinez,엔지 마티네즈
Steve-O,스티브오
Ralph Boston,랠프 보스턴
James Stafford,제임스 스태퍼드
Kate Nauta,케이트 노타
Lisa Eichhorn,리사 에이크혼
Pinetop Perkins,파인톱 퍼킨스
Cathy Downs,캐시 다운즈
Nancy Kassebaum,낸시 카세바움
Kathy Griffin,캐시 그리핀
Terence Knox,테런스 녹스
Mike Enzi,마이크 엔지
Matthew Emmons,매슈 에먼스
Helen Ferguson,헬렌 퍼거슨
Dorothy DeLay,도러시 딜레이
James Rothman,제임스 로스먼
Q Lazzarus,Q 라자루스
Erin Kelly (actress),에린 켈리
Melania Trump,멜라니아 트럼프
Catrina (wrestler),카트리나 (레슬러)
Rosalind E. Krauss,로잘린드 크라우스
Mashonda,마숀다
Sean Gunn,숀 건
Vera Ralston,베라 랠스턴
Frances Reid,프랜시스 리드
Shannon Moore,셰넌 무어
Ian Harding,이언 하딩
Michael Steele (musician),마이클 스틸
Sandy Allen,샌디 앨런
Tovah Feldshuh,토바 펠드슈
Madge Kennedy,마지 케네디
Tyrin Turner,타이린 터너
Patricia Roberts Harris,퍼트리샤 로버츠 해리스
Holly Cook,홀리 쿡
John Astin,존 애스틴
Heather Thomas,헤더 토마스
Eric Balfour,에릭 밸포
William Devane,윌리엄 드베인
Ella Grasso,엘라 그라소
Dinah Manoff,디나 마노프
Stephen Schanuel,스티븐 섀뉴얼
Barry Nelson,배리 넬슨
Tamara De Treaux,타마라 드 트류스
Michelle Horn,미셸 혼
Finn Carter,핀 카터
Beatrice Tinsley,베아트리스 틴슬리
Ben Webster,벤 웹스터
Irving Thalberg,어빙 솔버그
Inga Swenson,잉가 스웬슨
John Cameron Mitchell,존 캐머런 미첼
Allie Grant,앨리 그랜트
Michael Forest,마이클 포레스트
David Morrell,데이비드 모렐
Richard Fortus,리처드 포터스
Peter Galison,피터 갤리슨
Curtis Axel,커티스 액슬
Michael Stuhlbarg,마이클 스툴바그
Bevin Prince,베빈 프린스
Carla Gallo,칼라 갤로
George Winston,조지 윈스턴
James J. Jeffries,제임스 J. 제프리스
Lucille La Verne,루실 라 베른
Lemony Snicket,레모니 스니켓
Henry Adams,헨리 애덤스
Dean Norris,딘 노리스
Ryback,스킵 셰필드
Cynthia Stevenson,신시아 스티븐슨
Amber Stevens West,앰버 스티븐스
Mary Roach,메리 로치
Andrea Savage,앤드리아 세비지
Mel Harris,멜 해리스
James Morrison (actor),제임스 모리슨 (배우)
Leda Cosmides,레다 코스미데스
James Badge Dale,제임스 배지 데일
Jadakiss,제이다키스
Ann Robinson,앤 로빈슨
Alexandra Breckenridge,알렉산드라 브레킨리지
Tom Towles,톰 타울즈
Rebecca Holden,레베카 홀든
Trina Robbins,트리나 로빈스
Lillie Leatherwood,릴리 레더우드
Coosje van Bruggen,코셔 판 브뤼헌
Arthur Golden,아서 골든
Margo Stilley,마고 스틸리
Margot Stevenson,마고 스티븐슨
Phyllis Somerville,필리스 소머빌
DJ Kool Herc,DJ 쿨 허크
Peter Hyams,피터 하이엄스
Camila Alves,카밀라 아우베스
Bess Meredyth,베스 메러디스
Mizuo Peck,미즈오 펙
Sammi Hanratty,새미 핸래티
Jennifer Aspen,제니퍼 애스펀
Callie Thorne,캘리 손
Perrey Reeves,페리 리브스
Jeffrey Combs,제프리 콤스
Ruta Lee,루타 리
Lyman Spitzer,라이먼 스피처
Ellen Albertini Dow,엘렌 알버티니 도우
Mitch Vogel,멧치 보겔
Wale (rapper),왈레
Liubomyr Huzar,류보미르 후자르
William F. Albright,윌리엄 F. 올브라이트
Alex Riley,앨릭스 라일리
Marian Seldes,매리언 셀데스
Connie Kay,코니 케이
Alexander Scourby,알렉산더 스커비
Betsy Rue,벳시 루
Robert Preston (actor),로버트 프레스턴
Charles Colson,찰스 콜슨
Dulé Hill,둘레 힐
Ashley Bell (actress),애슐리 벨
Eve Gordon,이브 고든
Joyce Van Patten,조이스 밴패튼
Rozonda Thomas,로존다 토머스
Ken Block,켄 블록
KRS-One,KRS-One
Jennifer Elise Cox,제니퍼 엘리스 콕스
Dorothy Poynton-Hill,도로시 포인턴 힐
Gregory Olsen,그레고리 올슨
Austin Aries,오스틴 에리스
Kara Walker,카라 워커
Misty Upham,미스티 업햄
Dolores Fuller,돌로레스 풀러
Yvette Nicole Brown,이벳 니콜 브라운
Ashley Tesoro,애슐리 테소로
Marion Ramsey,마리온 램지
Rain Phoenix,레인 피닉스
Madylin Sweeten,매들린 스위튼
Linsey Godfrey,린지 고드프리
Maxie Long,맥시 롱
Sarah Vowell,세라 바월
Larry Drake,래리 드레이크
April Lee Hernández,에이프릴 리 에르난데스
Solomon R. Guggenheim,솔로몬 R. 구겐하임
Dan Schneider,댄 슈나이더
Nicola Griffith,니컬라 그리피스
Donna Dixon,도나 딕슨
Toni Trucks,토니 트럭스
Smith Cho,스미스 조
Lew Ayres,루 에어스
Melanie Smith (actress),멜라니 스미스
Tyler Hoechlin,타일러 헤클린
LisaGay Hamilton,리사 게이 해밀턴
Joey Belladonna,조이 벨라돈나
H. L. Mencken,H. L. 멘켄
Mary Brian,메리 브라이언
Elizabeth Bogush,엘리자베스 보거쉬
Tomas Milian,토마스 밀리안
Alex Kurtzman,앨릭스 커츠먼
Summer Altice,썸머 앨티스
Joe Morton,조 모턴
David Karp,데이비드 카프
Jenny Shimizu,제니 시미즈
Ann Cusack,앤 쿠삭
Patricia Kennedy Lawford,패트리샤 케네디 로퍼드
Kirsten Nelson,커스틴 넬슨
Elizabeth Ann Seton,엘리사벳 앤 시튼
Jessica Hecht,제시카 헥트
Clare Grant,클레어 그랜트
Cochise,코치스
Raven (wrestler),레이븐 (프로레슬링 선수)
Judith Krantz,주디스 크란츠
Larry Carlton,래리 칼튼
Michelle Carter (athlete),미셸 카터
Tim Russ,팀 러스
Jon Olsen,존 올슨
Yvonne Rainer,이본 레이너
Ill Bill,일 빌
Romeo Miller,로미오 밀러
Michael Marsh (sprinter),마이크 마시
Christa Campbell,크리스타 캠벨
Ann Jillian,앤 질리안
Marissa Jaret Winokur,머리사 저릿 위노커
Frank Mir,프랭크 미어
Noah Baumbach,노아 바움백
Elizabeth Becker-Pinkston,엘리자베스 베커
Alston Scott Householder,알스톤 스콧 하우스홀더
Jane Withers,제인 위더스
Jemaine Clement,저메인 클레먼트
Boaz Myhill,보애즈 마이힐
D. J. Caruso,D. J. 카루소
Neva Patterson,네바 패터슨
Allen Newell,앨런 뉴얼
Alley Mills,앨리 밀스
Debrah Farentino,데브라 패런티노
Mary Woronov,메리 우로노브
Bootsy Collins,부치 콜린스
Gayle Rubin,게일 루빈
Mac Wilkins,맥 윌킨스
Fiona Dourif,피오나 도리프
Mackenzie Phillips,매켄지 필립스
Lisa Sheridan,리사 셔리단
Wayne Static,웨인 스태틱
Steve Talley,스티브 탤리
Jesse Carmichael,제시 카마이클
John Hawkes (actor),존 호크스 (배우)
Jennifer Siebel Newsom,제니퍼 시에벨 뉴섬
Mary Mouser,메리 마우저
Mike Bordin,마이크 보딘
Andrew Grove,앤디 그로브
Peri Gilpin,페리 길핀
Didi Conn,디디 콘
