Douglas Adams,道格拉斯·亚当斯
Harold Greenwood (ice hockey),哈罗德·格林伍德
Joe Joyce (boxer),乔·乔伊斯
William George Stirling,威廉·乔治·斯特林
Andrew Robertson,安祖·羅拔臣
Emily Westwood (badminton),艾米莉·韦斯特伍德
Delphine Parrott,戴尔芬·帕洛特
Christopher Benstead,克里斯托弗·本斯泰德
Jordan Cousins,乔丹·考辛斯
Edward Armstrong (historian),爱德华·阿姆斯特朗·(历史学家)
Tyias Browning,蒋光太
John Dillon (sailor),约翰·狄龙·(帆船运动员)
Elizabeth Henstridge,伊麗莎白·韓斯翠奇
Neal Skupski,尼爾·斯庫普斯基
Kenneth Blaxter (animal nutritionist),肯尼思·L·布拉克斯特
Geoffrey Thomas Barnes,班乃信
Glen Dudbridge,杜德橋
Gordon King (gynaecologist),王國棟
Zoe Sugg,Zoella
Peter King (make-up artist),彼得·金·(化妝師)
Suki Potier,苏琪·波捷
John Aitchison,約翰·艾奇森
Richard Jolly,理查德·乔利
Colin Duriez,柯林·杜瑞茲
Robert W. Cahn,罗伯特·W·康
Dennis Lo,盧煜明
Nethaneel Mitchell-Blake,纳塔尼尔·米切尔-布莱克
Arthur Hacker (illustrator),許敬雅
George Ezra,喬治·艾茲拉
Nick Pope (footballer),尼克·波佩
Isaac Hayden,艾錫·希頓
Sharon Rooney,莎朗·魯妮
Alex Allan (rugby union),阿萊克斯·阿蘭
Samantha Lewthwaite,薩曼莎·魯斯維特
Cauley Woodrow,考利·伍德羅
John Archer (British Army officer),夏卓賢
Joanne Ellis,乔安妮·埃利斯·(1981年)
Neil Kennedy-Cochran-Patrick,尼尔·肯尼迪-科克伦-帕特里克
Nathan Sykes,內森·塞克斯
Nicholas Purcell (classicist),尼古拉斯·珀塞尔
Victoria Ohuruogu,维多利亚·奥胡鲁古
Richard Seymour Hall,理查德·S·霍尔
"John Duncan (British Army officer, born 1872)",约翰·邓肯
John Nicolson,约翰·尼科尔森·(政治人物)
Dominic Sherwood,多明尼克·席伍德
Caroline Black (badminton),卡罗琳·布拉克
Natasha Baker,娜塔莎·贝克
Harold C. Edwards,哈罗德·C·爱德华兹
Caitlin Pringle,凯特琳·普林格尔
Sam Nicholson,薩姆·尼克爾森
Isabel Newstead,伊莎贝尔·纽斯特德
Dom Parsons,多姆·帕森斯
Luke McCullough,盧克·麥庫勞奇
"Ben Wilson (footballer, born 1992)",班·威森
Beilby Alston,艾斯敦
Andrew Mackenzie (businessman),麦安哲
Adam Yates,亚当·耶茨
Josh Murphy,喬什·墨菲
Patrick Roberts,帕特里克·羅伯茨
Ryan McLaughlin,瑞恩·麥勞夫林
"Tony Greenwood, Baron Greenwood of Rossendale",安东尼·格林伍德
Peter Clarke (historian),彼得·F·克拉克
Gary Oliver,蓋瑞·奧利弗
Matt Fitzpatrick,馬修·菲茨派翠克
Chris Long (footballer),克里斯·朗
Peter Austin (brewer),彼得·奧斯丁
Jason Cummings,傑森·庫明斯
Henry Keswick (politician),亨利·蓋西克
Rae Langton,雷·兰顿
John Kittmer,約翰·基特默
Harrison Reed (footballer),哈里森·里德
Alex Mowatt,阿歷斯·莫屈特
Adam Armstrong (footballer),亞當·阿姆斯特朗
Simon Brodkin,西蒙·布罗德金
James Acaster,詹姆斯·阿卡斯特
"Jeffrey Evans, 4th Baron Mountevans",茅杰飛
Peter Sutton (sound engineer),彼得·萨顿
Katarina Barley,卡特琳娜·巴爾利
Vivienne Parry,薇薇安·派瑞
Olivia Cooke,奥利维亚·库克
Mark Shand,馬克·尚德
Duncan Watmore,鄧肯·瓦特莫爾
Michael Whitehall,迈克尔·怀特霍尔
Evelyn Welch,伊芙琳·韦尔奇
Jane Blackburn,简·布莱克本
Joel Fearon,乔尔·费伦
Sam Smith,山姆·史密斯·(歌手)
Michael Goodfellow (curler),迈克尔·古德费洛
Jim Slater (accountant),吉姆·史萊特
Jack Grealish,積·基亞利殊
Callum McGregor,卡勒姆·麥克格雷格
Mark Warburton,马克·沃伯顿
Mark Lowcock,馬克·洛科克
Laura Muir,劳拉·缪尔
Steven Price (composer),史蒂文·普赖斯
Gerard Kearns,傑拉德·凱恩斯
Jacob Murphy,雅各布·墨菲
Brian Holden-Reid,布萊恩·霍爾頓-里德
Colm McCarthy (director),柯尔姆·麦卡锡
Katie Archibald,凯蒂·阿奇博尔德
Adam Nevill,亞當·奈韋爾
Emerald Fennell,艾莫芮德·芬諾
Nigel Huddleston,奈及爾·休德森
Katy Marchant,凱蒂·馬錢特
Hannah John-Kamen,漢娜·約翰-卡門
"Mark Bennett (rugby union, born 1993)",馬克·本內特
Liam Hogan,利亞姆·霍甘
Tom Pursglove,湯姆·普爾斯格羅夫
Scott Gallacher,斯科特·加拉切
Lewis Baker (footballer),路易斯·碧加
Garry Jones,加里·瓊斯
James Le Fanu,詹姆斯·勒法努
Jennifer McIntosh,珍妮弗·麦金托什
Sam Adekugbe,薩謬爾·阿德庫貝
Jack Barmby,傑克·巴姆比
Alex Albon,亚历山大·阿尔本
Lee Ashcroft (Scottish footballer),李·阿什克罗夫特
Nick Beighton,尼克·贝顿
Peter Gilchrist (billiards player),彼得·吉爾克里斯特
Richard J. Crisp,理查德·J·克里斯普
Greg Stewart (footballer),格雷戈·斯圖爾特
"Jack Hamilton (footballer, born 1994)",傑克·漢密爾頓
Dan Baker (rugby union),丹·貝克
Peter Gordon Williams,韋彼得
Bruce Tasker,布鲁斯·塔斯克
"Jamie Allen (footballer, born January 1995)",吉米·阿倫
Dianne Barr,黛安娜·巴尔
Hilary Rose (field hockey),希拉丽·罗斯
Niki Birrell,尼基·比勒尔
David Bowker (sailor),戴维·鲍克
Duncan Taylor (rugby union),鄧肯·泰勒
Stuart Benson,斯图尔特·本森
"Gareth Davies (rugby union, born 1990)",加雷斯·戴維斯
Peter Robeson,彼得·罗伯逊·(马术运动员)
Scott Hogan,斯科特·霍甘
Jordan Hugill,喬丹·赫吉爾
Conor Washington,康諾·華盛頓
Suki Waterhouse,蘇琪·沃特豪斯
Rob Evans (rugby union),羅伯·伊萬斯
Charles Emmerson (historian),查尔斯·埃默森
Shawn Christian (mayor),肖恩·克里斯坦·(市長)
Jason Brooke,杰森·布洛克
Andrew Alexander (actor),安德魯·亞歷山大
Fraser Brown (rugby union),弗雷澤·布朗
Marcus Bettinelli,馬庫斯·貝蒂內利
Scott Bain,斯科特·拜恩
Caroline Baird,卡罗琳·贝尔德
Rachel Daly,蕾切尔·戴利
Kieran Low,基蘭·勞
Jonny Gray,強尼·格雷
Lee Evans (footballer),李·埃文斯·(足球运动员)
Susan Brigden,苏珊·布里格登
"Jack Price (footballer, born 1992)",傑克·普萊斯
Joe Lolley,喬·洛里
Kieffer Moore,基弗·穆尔
Ed Weeks,埃德·威克斯
Lucilla Wright,露西拉·赖特
Liam McAlinden,利安姆·麥克安林德
Tyrone Mings,泰朗·明斯
KSI,KSI
"Adam Drury (footballer, born 1993)",亞當·杜來
Morgan Fox (footballer),摩根·福克斯
"Reece James (footballer, born 1993)",里斯·詹姆斯·(1993年)
George Darwin (footballer),乔治·达尔文·(足球运动员)
John Calvert Griffiths,祈理士
Imogen Walsh,伊莫金·沃尔什
Solly March,所羅門·馬奇
Jack O'Connell (English footballer),傑克·奧康奈爾·(足球運動員)
Tom Lawrence,湯姆·勞倫斯
Harry Lennon,哈里·列儂
James Loveridge,詹姆斯·洛弗里奇
Amari'i Bell,阿马里伊·贝尔
Tyrell Belford,特利爾·貝爾福德
Alfie Mawson,阿爾費·莫森
Julie Cook,朱莉·库克
"James Pearson (footballer, born 1993)",詹姆斯·皮爾森
Joe Pigott,喬·皮戈特
"Ryan Woods (footballer, born 1993)",瑞安·伍兹·(1993年出生足球運動員)
Alie Sesay,阿里·施沙
Pelly Ruddock Mpanzu,佩利·拉多克·文賓素
Roger Highfield,罗杰·海菲尔德
Christian Burgess,克里斯蒂安·伯吉斯
Aidan Connolly,埃丹·康奈利
Stuart Findlay,斯圖爾特·芬德利
Matt Grimes,馬特·格利梅斯
Liam Lindsay,利安·林賽
"Dominic Iorfa (footballer, born 1995)",多明尼克·奧化·(1995年)
Harley Bird,哈莉·貝特
Joel Dommett,喬爾·多梅特
"Reece Brown (footballer, born 1996)",里斯·布朗·(1996年)
Ben Osborn,本·奧斯本
Luke O'Nien,卢克·奥尼恩
Emilia Jones,艾蜜莉雅·瓊斯
Matthew Pennington,馬修·賓寧頓
James Roberts (British athlete),詹姆斯·罗伯茨·(英国运动员)
Reham Khan,萊罕姆·汗
"Daniel Rowe (footballer, born 1995)",丹尼爾·洛維
Jerome Binnom-Williams,杰罗姆·威廉斯·(足球运动员)
Taron Egerton,泰隆·艾奇頓
Ed Woodward,艾德·伍德沃德
Phoebe Waller-Bridge,菲比·沃勒-布里奇
Calum Jarvis,卡倫·賈維斯
Ross Murdoch,羅斯·默多克
Chris Philp,克里斯·菲利普
Andy Kellett,安迪·基特
Mimi Keene,咪咪·基恩
Simon Featherstone,石羽·(英國外交官)
Mike Kane,麥克·凱恩
Callum O'Dowda,卡勒姆·奥多达
Sam McQueen,山姆·麥昆
Diego Poyet,迪亞高·普耶
Ryan Christie,萊安·克里斯蒂
Josh Brownhill,喬許·布朗希爾
Flex Lewis,弗萊克斯·劉易斯
Harrison McGahey,哈里森·麥克格雷
Justin Marozzi,贾斯廷·马罗齐
Demi Stokes,黛米·斯托克斯
Oli McBurnie,奧利佛·麥克布爾尼
Ben Purrington,本·普林頓
Polly Swann,波莉·斯旺
Robbie Muirhead,羅比·慕爾希德
Fred Onyedinma,弗雷德·昂耶丁马
Scott McMann,斯科特·麥克曼
Louis Reed,路易斯·里德
Fontaine Chapman,方丹·米卡·赖特
Ben Proud,班·普羅德
Susannah Townsend,苏珊娜·汤森
Demarai Gray,德马雷·格雷
Daisy Ridley,黛西·蕾德莉
Ellie Downie,埃莉·唐尼
Katie Boulter,凯蒂·博尔特
Chris Cadden,克里斯·卡登
Joe Bunney,喬·巴尼
Eamonn Brophy,埃蒙·布羅菲
Callum Camps,加倫·卡普斯
Joe Morrell,乔·莫雷尔
Connor Mahoney,康納·馬奥尼
Giorgio Rasulo,喬治·拉蘇洛
Ciaran Chambers,夏兰·钱伯斯
Will Tudor,威爾·圖德
Alannah Stephenson,阿兰娜·斯蒂芬森
Adam Peaty,亞當·佩蒂
Bianca Williams,比安卡·威廉斯
Cecilia Mary Ady,塞西莉亚·玛丽·阿迪
Sophie Taylor,索菲·泰勒
Bradley Fewster,布拉德利·費烏斯特
Teddy Bishop,泰迪·比斯夏普
Scott Tanser,斯科特·坦斯爾
Richard Samuel Elman,理查德·埃尔曼
Ivan Toney,伊万·托尼
Emily Carey,艾蜜莉·凱利
Rob Ostlere,羅伯·奧斯特萊爾
Nazir Afzal,納齊爾·阿夫扎
"Connor Roberts (footballer, born 1992)",康納·羅伯茨
Maddie Hinch,玛迪·欣奇
Graham Phillips (journalist),格雷厄姆·菲利普斯·(記者)
Nile Wilson,尼爾·威爾森
Elliot Slessor,埃利奥特·斯莱瑟
Mark Taylor (sound engineer),马克·泰勒
Jordan Turnbull,佐敦·端貝爾
"Lewis Cook (footballer, born 1997)",劉易斯·曲克
Cameron Burgess,卡梅隆·布格斯
Dan Wallace (swimmer),丹尼爾·華倫斯
Alex Lacey,阿歷士·拉斯
Ambrose Lam,林新強
Finn Russell,芬·羅素
Will Quince,威爾·奎因斯
Joe Sugg,ThatcherJoe
"Adam Davies (footballer, born 1992)",亚当·戴维斯
Joe Gomez (footballer),祖·高美斯
Ryan Ledson,萊安·萊德森
"Jake Cooper (footballer, born 1995)",傑克·庫珀
Ben Hardy (actor),本·哈迪
Shaun Cole,肖恩·科爾
Jerry Brotton,杰里·布罗顿
Angela Rayner,安吉拉·雷纳
Callum Turner,卡倫·透納
James Maddison,詹姆士·麥迪森
Regan Poole,里根·普爾
Stuart Airey (bowls),斯图尔特·艾雷
Amal Clooney,艾瑪·阿拉穆丁
James Wilson (English footballer),詹姆斯·威尔逊·(足球运动员)
Devante Cole,迪雲迪·高爾
Anneliese Dodds,安妮莉丝·多兹
Aaron Millbank,阿隆·米爾班克
Sam Walker (table tennis),萨姆·沃克
Fran Kirby,弗兰·柯比
James Guy (swimmer),詹姆斯·蓋伊
Josh Doherty,喬許·多赫蒂
Ortwin Hess,奥尔特温·赫斯
Robert Jenrick,羅伯特·詹里克
Sam Parsons,山姆·帕森斯
Alfie Stewart,阿尔菲·斯图尔特
Rebekka Findlay,丽贝卡·芬德利
Marcus Willis,馬庫斯·威利斯
Nicola Cerfontyne,妮古拉·塞尔方蒂尼
Tom Wolfenden,汤姆·沃尔芬登
Jules Knight,朱爾斯·奈特
Dominic Adams,多米尼克·亞當斯
John A. Peacock,约翰·皮科克
Rodney Williams (governor-general),羅德尼·威廉斯
"John Swift (footballer, born 1995)",約翰·斯威夫特
Sophie Scott,索菲·斯科特
Alex Greenwood,亚历克丝·格林伍德
Barbara Woodward,吴百纳
Jake Wightman,傑克·懷特曼
Michaela Walsh (boxer),迈克拉·沃尔什
Lauri Love,劳里·勒夫
Lily Owsley,莉莉·奥斯利
Dorothy V. M. Bishop,多萝西·毕晓普
Giles Matthey,吉爾斯·馬西
Tim Chow,周定洋
Adam Ashe,亞當·阿什
Alan Yarrow,葉雅倫
Courtney Tulloch,考特尼·塔洛克
Jordy Hiwula,佐迪·希胡拿
"Natalie Evans, Baroness Evans of Bowes Park",寶園的埃文斯女男爵娜塔莉·埃文斯
Nick Haughton,尼克·霍頓
Jodie Comer,朱迪·科默
Joan G. Robinson,瓊安·G·羅賓森
Jihadi John,聖戰約翰
Alena V. Ledeneva,阿列娜莱德妮娃
Cameron McGeehan,卡梅隆·麥基恩
Aaron Kuhl,艾朗·古爾
Denny Johnstone,丹尼·約翰斯通
James Doyle (jockey),杜俊誠
Matthew Hudson-Smith,马修·哈德逊-史密斯
Lorraine Ugen,洛兰·乌根
Michael Dunkley,邁克爾·鄧克利
Ida Maclean,艾達·麥克林
Greg Leigh,格哥利·利治
Henry Gompertz,甘弼仕
David Hannay (historian),大卫·麦克道尔·汉内
Dean-Charles Chapman,迪恩-查爾斯·查普曼
Jim McMahon (politician),吉姆·麥克馬洪
Paul McGinn,保羅·麥克金
"Jack Powell (footballer, born 1994)",傑克·鮑威爾
Jak Alnwick,杰克·阿恩维克
Lauren Price,劳伦·普莱斯
Rhys Healey,瑞斯·海利
Hermione Corfield,妙麗·克菲爾德
Simon Shelton,西門·謝爾頓
James Bree (footballer),詹姆斯·布里
Lee Gregory (footballer),李·格雷戈里
Dominic Solanke,多米尼克·索兰克
Lawrence Shankland,勞倫斯·沙克蘭
Sam Quek,萨姆·郭
Sophie Bray,索菲·布雷
Giselle Ansley,吉塞尔·安斯利
Baily Cargill,貝利·卡基爾
"Shaun Byrne (footballer, born 1993)",肖恩·伯恩·(1993年出生足球運動員)
Rana Mitter,芮納·米德
Arthur Winbolt Brewin,蒲魯賢
Claudia Fragapane,克劳迪娅·弗拉加帕内
Kevin Bryce,凱文·布萊斯
Leo Goodstadt,顧汝德
Danielle George,丹妮尔·乔治
David Luckman,戴维·勒克曼
Alex Bray,亞歷山大·布雷
Kieran MacDonald,基蘭·麥克唐納德
David Haines (aid worker),大衛·海恩斯
William Arthur Shaw,威廉·阿瑟·肖
Sir Henry Clithering,亨利·克什林爵士
Cameron Dummigan,卡梅倫·杜米甘
Jordan Cranston,乔丹·克兰斯顿
Thomas Riggs (sailor),托马斯·里格斯
Ollie Watkins,奧尼·屈堅斯
Charlie Raglan,查理·拉格蘭
George Russell (racing driver),喬治·羅素·(賽車手)
Marcus Maddison,馬庫斯·麥迪遜
Peter H. Wilson,彼得·H·威尔逊
Brooklyn Beckham,布魯克林·貝克漢
"Derek Jones (civil servant, born 1927)",鍾信
James Bay (singer),詹姆斯·貝
Calum Gallagher,卡拉姆·加拉赫
Josh Ginnelly,祖舒·堅利尼
Joe Clarke (canoeist),乔·克拉克·(皮划艇运动员)
Sophie Cookson,蘇菲·庫克森
Christian Walton,克里斯蒂安·瓦爾頓
Princess Charlotte of Wales (born 2015),威爾斯的夏洛特公主·(2015年)
Aaron Bentley,阿龙·本特利
Jonjoe Kenny,莊祖·堅尼
Jerry White (historian),杰里·怀特
Jake Beesley,傑克·比斯利
Tyler Morgan,泰勒·摩甘
Endymion Wilkinson,魏根深
Dorothea Hosie,谢福芸
Stefan O'Connor,史提芬·奧干拿
Inkle (company),Inkle
Emily Bevan,艾蜜莉·貝文
Ian Blackford,伊恩·布萊克福德
Katie Swan,凱蒂·斯萬
Ruben Loftus-Cheek,魯賓·路夫斯-捷克
Ben Wilkins,本·威尔金斯
Jacob Scipio,雅各布·西皮奧
Timothy Leighton,提摩西·雷顿
"Jack Dunn (footballer, born 1994)",傑克·丹
Hannah Arterton,漢娜·雅特頓
James Hayes (historian),許舒
Joe Salisbury,乔·索尔兹伯里
Amy Tinkler,埃米·廷克勒
Jordan Rossiter,佐敦·路薛達
Harley Towler,哈雷·陶勒
Peter Briggs (badminton),彼得·布里格斯
Jake Hesketh,傑克·赫斯基
Helen Scales,海伦·斯凯尔斯
Tomas Francis,托馬斯·弗朗西斯
Suzanne Farrington,苏珊娜·法林顿
Lewis Morgan (footballer),路易斯·摩根
MJ Williams,喬丹·威廉姆斯
Frederick Keeble,弗雷德里克·基布尔
Leah Williamson,利亞·威廉森
Ryan Hardie,萊安·哈迪
Oliver Burke,奧利華·貝基
Blair Spittal,布萊爾·斯皮塔爾
Ollie Shenton,奧利華·辛頓
Harry Beautyman,哈里·比烏蒂曼
Kieran Dowell,基蘭·道威爾
Tom Anderson (footballer),湯姆·安德森
Jonathan Sinclair,喬納森·辛克萊
"Andy Murdoch (footballer, born 1995)",安迪·默多克
Ethan Gutmann,伊森·葛特曼
Sheyi Ojo,舒爾·奧祖
Andrew Tate,安德魯·泰特
Harry Toffolo,哈里·托佛羅
Stella Maxwell,史黛拉·麥斯威爾
Jordan Smith (golfer),喬丹·史密斯
Mason Holgate,梅森·霍尔盖特
Ainsley Maitland-Niles,艾斯利·梅特兰-尼尔斯
Ryan Hedges,瑞安·海吉斯
Ahmad Hussain,艾哈邁德·侯賽因
Sid Nelson,希德·内爾森
Dominic Ball,多米尼克·波爾
Nathan Oduwa,内森·奥杜瓦
Henry Cameron (footballer),亨利·卡梅隆
Charlie Telfer,查理·特尔弗
Matt Targett,馬特·塔格特
Jack Stacey,傑克·斯塔西
Kieran Wallace,基爾蘭·華萊士
Harry Winks,哈里·威克斯
Dom Telford,多姆·特爾福德
Ally Roy,阿里斯泰爾·羅伊
Molly Renshaw,莫莉·伦肖
Harold Reynolds (cyclist),哈罗德·雷诺兹
Giarnni Regini-Moran,贾尔尼·雷吉尼-莫兰
Lee Tuck,李·塔克
Andy Cannon,安迪·坎農
Joe Rothwell,祖·羅斯韋爾
Lloyd Jones (English footballer),洛伊德·瓊斯
Ben Pearson (footballer),賓·皮雅臣
Jack Cowgill,傑克·科吉爾
Jamie Hanson,谢美·汉臣
Paul Monaghan (politician),保羅·摩納漢
Chris Stephens,克里斯·斯蒂芬斯
Callum Ilott,克勞姆·伊洛特
George Byers (footballer),喬治·拜爾斯
Ben Howlett (politician),本·豪列特
Alexander Ward,亞歷山大·瓦德
Hamish Watson (rugby union),哈米什·華生
Mark Waddington (footballer),馬克·瓦丁頓
Aaron Tshibola,亚伦·齐博拉
Andy Sullivan (golfer),安迪·蘇利文
A. G. Cook,A·G·庫克
Ashley Hunter (footballer),艾殊利·亨特
Ben Haenow,本·翰劳
Paddy McNair,帕迪·麦克奈尔
Jack Harper (footballer),傑克·哈珀
Alicia Little,立德夫人
Brad Halliday,布拉德·夏利戴爾
"Liam Smith (footballer, born 1996)",利亞姆·史密斯
Alexander Dunlop Bell,亞歷山大·丹露帕·貝爾
Tyler Hornby-Forbes,泰勒·霍恩比-福布斯
Josh Onomah,祖殊·奧勞馬
Tom Walsh (footballer),湯姆·沃爾什
Morgan Moffat,摩根·莫法特
Dominic Gape,多米尼克·蓋普
Jason McCarthy,傑森·麥卡錫
Owen Thompson,歐文·湯普森
Alan Brown (Scottish politician),阿蘭·布朗
Stuart McDonald (Scottish politician),斯圖爾德·麥克唐納
Gavin Newlands,加文·紐蘭斯
Patrick Grady,派翠克·格拉迪
Brendan O'Hara,布倫丹·奧哈拉
Brian Davidson,戴偉紳
Scott Tancock,斯科特·坦科克
William Stirling (physiologist),威廉·斯特林·(生理学家)
Kashy Keegan,祈家恆
Stephen Mann (chemist),史蒂芬·曼
Graeme Thomas,格雷姆·托马斯
Wendy Morton,温迪·莫顿
Greg Luer,格雷格·盧爾
Matt Macey,馬特·麥西
James Maynard (mathematician),詹姆斯·梅纳德
Connor Randall,康納·蘭德爾
Danny Ward (Welsh footballer),丹尼·沃德·(威爾斯球員)
Ché Adams,查·阿當斯
Kieran Tierney,基蘭·蒂爾尼
Maisie Richardson-Sellers,麥茜·理查森-塞勒斯
Pedro G. Ferreira,佩德罗·G·费雷拉
Ryan Seager,瑞恩·西格
Sammy Allen,萨米·艾伦
Julia M. H. Smith,朱莉娅·M·H·史密斯
Charles Rugeley Bury,查尔斯·伯里
Jamie Philpot,吉米·菲爾波特
Victoria Prentis,维多利亚·普伦蒂斯
Gordon Fowler,戈登·福勒
Beth Mead,貝絲·米德
Levison Wood,利維森·伍德
Martin Docherty-Hughes,馬丁·多赫蒂-休斯
Stuart Donaldson (Scottish politician),斯圖爾特·唐納森
Margaret Ferrier,玛格丽特·费里尔
Richard Arkless,里察·亞克力斯
Stephen Gethins,斯蒂芬·金尼斯
Phil Boswell,菲爾·博斯維爾
Neil Gray,尼爾·格雷
Steven Paterson,斯蒂文·帕特森
Jake Charles,傑克·查爾斯
Sonoya Mizuno,水野索諾亞
Giles Scott,賈爾斯·斯科特
"Joe Wilkinson (footballer, born 1995)",喬·威爾金森
Joyce Bennett (priest),班佐時
Matty Lee,馬提·李
Sean Safo-Antwi,肖恩·沙佛-安特維
Kelly Tolhurst,凯利·托赫斯特
Joachim Whaley,约阿希姆·惠利
Rishi Sunak,里希·苏纳克
Will Boyle,威廉·博伊爾
Joel Cassells,乔尔·卡斯尔斯
Peter Kyle,彼得·凱爾
