Figueras,菲格拉斯
Chozas de Canales,乔萨斯德卡纳莱斯
Fresno de Torote,弗雷斯诺德托罗特
Robregordo,罗夫雷戈尔多
Cerezo de Arriba,塞雷索德亚里瓦
Antillón,安蒂利翁
Frías,夫里亚斯
Escalonilla,埃斯卡洛尼利亚
Mazarambroz,马萨兰夫罗斯
Serranillos del Valle,塞拉尼略斯德尔瓦列
Pinós,皮诺斯
Estarás,埃斯塔拉斯
Morata de Tajuña,莫拉塔德塔胡尼亚
Cerceda,埃尔沃阿洛
Aldeanueva del Camino,阿尔德亚努埃瓦德尔卡米诺
Bohonal de Ibor,博奥纳尔德沃尔
Cenicero,塞尼塞罗
Anadón,阿纳东
Fuensalida,丰萨利达
Casar de Palomero,卡萨尔德帕洛梅罗
Montejo de la Sierra,蒙特霍德拉谢拉
Lozoyuela-Navas-Sieteiglesias,洛索尤埃拉-纳瓦斯-谢泰格莱西亚斯
Villaflor,比利亚夫洛尔
La Rambla,拉兰夫拉
Villanueva de la Vera,贝拉新镇
Cuarte de Huerva,夸尔特德韦尔瓦
Alcoletge,阿尔科莱切
Benisanó,贝尼萨诺
Plasenzuela,普拉森苏埃拉
Oliva de Plasencia,奥利瓦德普拉森西亚
Esquivias,埃斯基维亚斯
Lominchar,洛明查尔
Castroserna de Abajo,卡斯特罗塞尔纳德亚瓦霍
Valleruela de Sepúlveda,巴列鲁埃拉德塞普尔韦达
Gascones,加斯科内斯
Cabanillas de la Sierra,卡瓦尼利亚斯德拉谢拉
Pelayos de la Presa,佩莱奥斯德拉普雷萨
Vallbona de las Monjas,巴利沃纳德莱斯蒙赫斯
Guixes,吉克塞尔斯
Montornés de Segarra,蒙托尔内斯德塞加拉
Valenzuela de Calatrava,巴伦苏埃拉德卡拉特拉瓦
Navalpino,纳瓦尔皮诺
Abanto,阿万托
Casas de Miravete,卡萨斯德米拉韦特
Mirambel,米兰韦尔
San Pedro de Rozados,圣佩德罗德罗萨多斯
Sanchón de la Sagrada,桑琼德拉萨格拉达
Albendea,阿尔文德亚
Alcarrás,阿尔卡拉斯
Salvatierra de Santiago,萨尔瓦铁拉德桑蒂亚戈
Herrera de Alcántara,埃雷拉德亚尔坎塔拉
Cayuela,凯韦拉
Poal,埃尔波阿尔
Sant Martí de Río Corb,桑特马尔蒂德留科尔布
Alfés,阿尔费斯
Alcohujate,阿尔科乌哈特
Monóvar,莫诺瓦尔
Casillas,卡西利亚斯
Santa Marta del Cerro,圣马尔塔德尔塞罗
Veganzones,贝甘索内斯
Almonacid de la Cuba,阿尔莫纳西德拉库瓦
Vidángoz,比丹戈斯
Ruidera,鲁伊德拉
Yélamos de Abajo,耶拉莫斯德亚瓦霍
Ventosa,本托萨
Ossó de Sió,奥索德西奥
Carabias,普拉达莱斯
El Borge,埃尔沃尔赫
Alozaina,阿洛赛纳
Sedella,塞德利亚
Cartajima,卡尔塔希马
Ariño,阿里尼奥
San Román de la Cuba,圣罗曼德拉库瓦
Valderrábano,巴尔德拉瓦诺
Cabañas de Polendos,卡瓦尼亚斯德波伦多斯
Honrubia de la Cuesta,翁鲁维亚德拉库埃斯塔
Griñón,格里尼翁
Navas del Rey,纳瓦斯德尔雷
Berrocalejo,贝罗卡莱霍
Santiago del Campo,桑蒂亚戈德尔坎波
Villacidaler,比利亚西达莱尔
Caballar,卡瓦利亚尔
Torremormojón,托雷莫尔莫洪
Alfántega,阿尔凡特加
Santa Ana la Real,圣阿纳拉雷亚尔
San Silvestre de Guzmán,圣西尔韦斯特雷德古斯曼
San Pedro del Valle,圣佩德罗德尔瓦列
Santiz,桑蒂斯
Ancín,安辛
Arbizu,阿尔维苏
Alcudia de Veo,阿尔库迪亚德韦奥
Arguis,阿尔吉斯
Liendo,连多
Navas de San Juan,纳瓦斯德圣胡安
Lamasón,拉马松
Chilluévar,奇柳埃瓦尔
La Serrada,拉塞拉达
Berzocana,贝尔索卡纳
Viana de Jadraque,比亚纳德哈德拉克
Villanueva de San Carlos,圣卡洛斯新镇
Tordelrábano,托尔德尔拉瓦诺
Monteagudo,蒙特阿古多
Murchante,穆尔钱特
Villalcón,比利亚尔孔
Parauta,帕劳塔
Sanlúcar de Guadiana,桑卢卡尔德瓜迪亚纳
La Guardia de Jaén,拉瓜尔迪亚德海恩
Mengíbar,门希瓦尔
Abia de la Obispalía,阿维亚德劳维斯帕利亚
Belmontejo,贝尔蒙特霍
Bellvís,贝利维斯
Humilladero,乌米利亚德罗
Quintela de Leirado,金特拉德莱拉多
Soneja,索内哈
Berzosa del Lozoya,贝尔索萨德略索亚
Baños de Rioja,巴尼奥斯德里奥哈
Sayalonga,萨亚隆加
Benadalid,贝纳达利德
Arcones,阿尔科内斯
Garayoa,加拉约阿
Pajarejos,帕哈雷霍斯
Valdeolmillos,巴尔德奥尔米略斯
Fuentelencina,丰特伦西纳
Sacañet,萨卡涅特
Lezáun,莱绍恩
Javier,哈维耶尔
Zarzuela de Jadraque,萨尔苏埃拉德哈德拉克
Mijares,米哈雷斯
Umbrías,温夫里亚斯
Pizarra,皮萨拉
Ministerio de Transportes y Movilidad Sostenible,西班牙交通、出行及城市发展部
Puerto Moral,莫拉尔港
Almargen,阿尔马尔亨
Villanueva de Alcorón,阿尔科龙新镇
Villar del Pozo,波索村
Urueñas,乌鲁埃尼亚斯
Basardilla,巴萨尔迪利亚
San Lorenzo de Calatrava,圣洛伦索德卡拉特拉瓦
Villanueva de Argecilla,阿尔赫西利亚新镇
Mollina,莫利纳
San Martín del Pimpollar,圣马尔廷德尔平波利亚尔
Aberin,阿韦林
Gines,希内斯
La Iruela,莱鲁埃拉
Aranarache,阿拉纳拉切
Areso,阿雷索
Barásoain,巴拉索艾恩
Azuelo,阿苏埃洛
Zorita de los Canes,索里塔德洛斯卡内斯
Cañada de Calatrava,卡尼亚达德卡拉特拉瓦
Riogordo,里奥戈尔多
Puerto Lápice,普埃尔托拉皮塞
Villaseca de Uceda,比利亚塞卡德乌塞达
Artajona,阿尔塔霍纳
Valderrebollo,巴尔德雷沃略
Valfermoso de Tajuña,巴尔费尔莫索德塔胡尼亚
Jérica,赫里卡
Cardeña,卡尔德尼亚
Traiguera,特赖格拉
Costur,科斯图尔
Murillo el Cuende,穆里略埃尔昆德
Casarabonela,卡萨拉沃内拉
San Pedro del Arroyo,圣佩德罗德拉罗约
plaza de España,西班牙广场
Bejís,贝希斯
Mestanza,梅斯坦萨
Fontanarejo,丰塔纳雷霍
Soto en Cameros,索托恩卡梅罗斯
Préjano,普雷哈诺
Berriozar,贝里奥萨尔
Caudiel,考迭尔
Cuevas Bajas,库埃瓦斯瓦哈斯
Genalguacil,赫纳尔瓜西尔
Selección de voleibol de España,西班牙國家男子排球隊
Teba,特瓦
Casas de Millán,卡萨斯德米良
Riberos de la Cueza,里韦罗斯德拉库埃萨
Villaconancio,比利亚科南西奥
Los Pozuelos de Calatrava,洛斯波苏埃洛斯德卡拉特拉瓦
Islas Cíes,谢斯群岛
Garvín,加尔温
Alcoba de los Montes,阿尔科瓦
Basaburúa Mayor,大巴萨武鲁阿
Fustiñana,富斯蒂尼亚纳
Villalba de la Loma,比利亚尔瓦德拉洛马
Villanueva de la Condesa,孔德萨新镇
Valencia del Mombuey,巴伦西亚德尔蒙武埃
Peraleda de San Román,佩拉莱达德圣罗曼
Binaced,比纳塞德
Almunia de San Juan,阿尔穆尼亚德圣胡安
Casabermeja,卡萨韦尔梅哈
Velayos,贝莱奥斯
San Juan del Olmo,圣胡安德洛尔莫
Villaeles de Valdavia,比利艾莱斯德瓦尔达维亚
Velilla,贝利利亚
Santibáñez de Ecla,桑蒂瓦涅斯德埃克拉
Villamuera de la Cueza,比利亚穆埃拉德拉库埃萨
Becerril de Campos,贝塞里尔德坎波斯
Siles,西莱斯
Berrocal,贝罗卡尔
Villalaco,比利亚拉科
Monflorite-Lascasas,蒙夫洛里特-拉斯卡萨斯
Villarejo del Valle,比利亚雷霍德尔瓦列
San Miguel de Serrezuela,圣米格尔德塞雷苏埃拉
Santa María de los Caballeros,圣马里亚德洛斯卡瓦列罗斯
Arroyo de la Luz,阿罗约德拉卢斯
Lecumberri,莱昆贝里
Villatoro,比利亚托罗
Iznate,伊斯纳特
Poyales del Hoyo,波亚莱斯德尔奥约
Algatocín,阿尔加托辛
Tabanera de Valdavia,塔瓦内拉德瓦尔达维亚
Triollo,特里奥略
San Román de Cameros,圣罗曼德卡梅罗斯
Caracuel de Calatrava,卡拉库埃尔德卡拉特拉瓦
Santa Marta de Magasca,圣马尔塔德马加斯卡
Solana del Pino,索拉纳德尔皮诺
San Cristóbal de Boedo,圣克里斯托瓦尔德沃埃多
San Miguel del Cinca,圣米格尔德尔辛卡
Santa Cruz de Boedo,圣克鲁斯德沃埃多
Salamanca,薩拉曼卡 (馬德里)
Tetuán,得土安區
Truchas,特鲁查斯
Red Vives de Universidades,比维斯大学网络
Instituto Ramon Llull,拉蒙·尤依基金會
International Economic Association,国际经济协会
Ochánduri,奥钱杜里
Villafranca de la Sierra,谢拉自由镇
Jubrique,胡夫里克
Arruazu,阿鲁阿苏
Arróniz,阿罗尼斯
Belascoáin,贝拉斯科艾恩
Fanzara,凡萨拉
Murillo el Fruto,穆里略埃尔弗鲁托
Goñi,戈尼
Araiz,阿赖斯
Carbonero el Mayor,卡尔沃内罗埃尔迈奥尔
Berceruelo,贝尔塞鲁埃洛
Ventosa de la Cuesta,本托萨德拉库埃斯塔
Robladillo,罗夫拉迪略
Berbinzana,贝尔温萨纳
Barillas,巴里利亚斯
Atez,阿特斯
Aras,阿拉斯
Hornillos de Eresma,奥尔尼略斯德埃雷斯马
Dehesa de Romanos,德埃萨德罗马诺斯
Ataquines,阿塔基内斯
Valdecañas de Tajo,巴尔德卡尼亚斯德塔霍
Indra Sistemas,英德拉系統
ITP Aero,涡轮发动机工业公司
Monasterio de Piedra,彼德拉修道院
Luzón,卢松
Istán,伊斯坦
Riofrío,里奥夫里奥
Benagéber,贝纳赫韦尔
Santurdejo,桑图尔德霍
Llera,列拉
Santa Elena,圣埃莱纳
Villalba de los Alcores,比利亚尔瓦德洛萨尔科雷斯
Canillas de Esgueva,卡尼利亚斯德埃斯格瓦
Asociación Internacional de Sociología,國際社會學協會
Palacio Deportes José María Martín Carpena,何塞·玛丽亚·马丁·卡佩纳宫
Comisión Islámica de España,西班牙伊斯蘭委員會
Arahuetes,阿拉韦特斯
Cervillego de la Cruz,塞尔维列戈德拉克鲁斯
La Cumbre,拉昆夫雷
Zapardiel de la Cañada,萨帕尔迭尔德拉卡尼亚达
Boceguillas,博塞吉利亚斯
Cabezuela,卡韦苏埃拉
Emirato de Nekor,內寇爾王國
Fitero,菲特罗
Leoz,莱奥斯
Real Club Deportivo de La Coruña "B",拉科魯尼亞B隊
España napoleónica,約瑟夫·波拿巴治下的西班牙王國
Villanueva del Aceral,阿塞拉尔新镇
Alcazarén,阿尔卡萨伦
Isábena,伊薩貝納河
Izagaondoa,伊萨高恩多阿
Rodezno,罗德斯诺
Villarroya,比利亚罗亚
Anexo:Temporada 2011-12 del Real Madrid Club de Fútbol,皇家马德里2011–12赛季
Ducado de Medinaceli,梅锡纳塞利公爵
San Miguel del Arroyo,滨河圣米格尔
Villaescusa de Roa,比利艾斯库萨德罗阿
San Juan del Molinillo,圣胡安德尔莫利尼略
Bobadilla del Campo,博瓦迪利亚德尔坎波
Lizoáin-Arriasgoiti,利索艾恩-阿里亚斯戈伊蒂
Aldeanueva de la Serrezuela,阿尔德亚努埃瓦德拉塞雷苏埃拉
Bocos de Duero,博科斯德杜埃罗
Castroverde de Cerrato,卡斯特罗韦尔德德塞拉托
Cogeces del Monte,科赫塞斯德尔蒙特
Siete Iglesias de Trabancos,谢泰格莱西亚斯德特拉万科斯
Cabreros del Monte,卡夫雷罗斯德尔蒙特
Manjarrés,曼哈雷斯
Villarta-Quintana,比利亚尔塔-金塔纳
La Carrera,拉卡雷拉
Villanueva de Azoague,阿索阿格新镇
Aibar,艾瓦尔
Catí,卡蒂
Tormantos,托尔曼托斯
San Miguel del Pino,圣米格尔德尔皮诺
Ocón,奥孔
Albalate de Cinca,阿尔瓦拉特德辛卡
Castell de Cabres,卡斯特利德卡夫雷斯
Rosell,罗塞利
San García de Ingelmos,圣加尔西亚登赫尔莫斯
Aldealengua de Santa María,阿尔德亚伦瓜德圣马里亚
Aguilar de Campos,阿吉拉尔德坎波斯
Velascálvaro,贝拉斯卡尔瓦罗
Torrecilla de la Orden,托雷西利亚德劳尔登
San Pedro de Latarce,圣佩德罗德拉塔尔塞
San Llorente,圣略伦特
Sierra de Guara,瓜拉山脈
Universidad Pontificia Comillas,科米利亚斯主教大学
Nestares,内斯塔雷斯
Viguera,比格拉
Rasueros,拉苏埃罗斯
Campeonato Mundial de Natación en Piscina Corta de 1993,1993年FINA世界短道游泳錦標賽
Nueva Villa de las Torres,努埃瓦维利亚德拉斯托雷斯
Gallegos de Hornija,加列戈斯德奥尔尼哈
Pozaldez,波萨尔德斯
Almoharín,阿尔莫阿林
San Martín de la Vega del Alberche,圣马尔廷德拉韦加德拉尔韦尔切
Mambrilla de Castrejón,曼夫里利亚德卡斯特雷洪
Pedrosa de Duero,佩德罗萨德杜埃罗
Arroyomolinos de León,阿罗约莫利诺斯德莱翁
Brozas,布罗萨斯
Castañar de Ibor,卡斯塔尼亚尔德沃尔
Salobral,萨洛夫拉尔
Aldeanueva de la Vera,阿尔德亚努埃瓦德拉韦拉
Calomarde,卡洛马尔德
Allueva,阿柳埃瓦
Galinduste,加林杜斯特
Arcos de la Llana,阿尔科斯
Mamolar,马莫拉尔
San Juan de la Nava,圣胡安德拉纳瓦
Justel,胡斯特尔
Tórtoles de Esgueva,托尔托莱斯德埃斯格瓦
Santiago de Tormes,桑蒂亚戈德尔托尔梅斯
Carrascal del Río,滨河卡拉斯卡尔
Aldea Real,阿尔德亚雷亚尔
Santa Eulalia Bajera,圣欧拉利娅巴赫拉
Sorzano,索尔萨诺
Vega de Santa María,贝加德圣马里亚
Cabrero,卡夫雷罗
Barruelo de Santullán,巴鲁埃洛德桑图良
Fuente el Sol,丰特埃尔索尔
La Alameda de Gardón,拉拉梅达德加尔东
La Alamedilla,拉拉梅迪利亚
Castromonte,卡斯特罗蒙特
San Juan de la Encinilla,圣胡安德莱恩西尼利亚
Macharaviaya,马查拉维亚亚
Añe,阿涅
Cristina,克里斯蒂纳
Jasa,哈萨
Castalla,卡斯塔利亚
Cinctorres,辛克托雷斯
Villanueva de Alcolea,比拉诺瓦达尔科莱亚
Ledrada,莱德拉达
La Hoya,拉奥亚
Tricio,特里西奥
Ortigosa de Cameros,奥尔蒂戈萨德卡梅罗斯
Colmenarejo,科尔梅纳雷霍
Villalbilla,比利亚尔维利亚
Villanueva del Campillo,坎皮略新镇
Quintanilla del Coco,金塔尼利亚德尔科科
Moralzarzal,莫拉尔萨尔萨尔
Loeches,洛埃切斯
Encinas de Esgueva,恩西纳斯德埃斯格瓦
Valoria la Buena,巴洛里亚拉武埃纳
Santibáñez de Valcorba,桑蒂瓦涅斯德瓦尔科尔瓦
Galindo y Perahuy,加林多伊佩拉维
La Cabeza de Béjar,拉卡韦萨德韦哈尔
Trigueros del Valle,特里格罗斯德尔瓦列
San Román de Hornija,圣罗曼德奥尔尼哈
nacionalismo catalán,加泰羅尼亞民族主義
Universidad Católica de Valencia San Vicente Mártir,天主教瓦倫西亞大學
Llevant,列万特
Final de la Copa del Rey de fútbol 2010-2011,2011年西班牙国王杯决赛
Juntas de Ofensiva Nacional-Sindicalista,国家工团进攻委员会
Ocean Racing Technology,海洋賽車科技
Corrales de Duero,科拉莱斯德杜埃罗
Barbolla,巴尔沃利亚
Brieva,布列瓦
Carazo,卡拉索
Langayo,兰盖奥
Pozal de Gallinas,波萨尔德加利纳斯
Museo de Bellas Artes de Valencia,瓦倫西亞美術館
Capitulaciones de Santa Fe,圣菲协议
Finestrat,菲内斯特拉特
Lomoviejo,洛莫维耶霍
Amusquillo,阿穆斯基略
Torre Endoménech,托伦多梅内奇
Villanueva de Viver,比韦尔新镇
Abando,阿萬多
Morata de Jalón,莫拉塔德哈隆
Pomar de Valdivia,波马尔德瓦尔迪维亚
Sardón de Duero,萨尔东德杜埃罗
Cárcheles,卡尔切莱斯
Moradillo de Roa,莫拉迪略德罗阿
Sanchorreja,桑乔雷哈
Gran Premio de Cataluña de Motociclismo de 1998,加泰隆尼亞
Palacio de Deportes de Sevilla,塞維亞
Sierra de Baza,巴薩山脈
Cervera del Maestre,塞尔韦拉德尔迈斯特雷
Maleján,马莱汉
La Alberguería de Argañán,拉尔韦尔格里亚德亚尔加尼扬
Horcajo Medianero,奥尔卡霍梅迪亚内罗
Gatón de Campos,加通德坎波斯
San Mamés de Campos,圣马梅斯德坎波斯
Marcilla de Campos,马尔西利亚德坎波斯
Golpejas,戈尔佩哈斯
La Tala,拉塔拉
Guarrate,瓜拉特
Gallegos de Argañán,加列戈斯德亚尔加尼扬
Valluércanes,巴柳埃尔卡内斯
Villalba de Duero,比利亚尔瓦德杜埃罗
Rubena,鲁韦纳
Bustillo de Chaves,布斯蒂略德查韦斯
Payo de Ojeda,派奥德奥赫达
Convento de San Esteban,圣斯德望修道院 (萨拉曼卡)
Olea de Boedo,奥莱亚德沃埃多
Peñalén,佩尼亚伦
gastronomía de Cataluña,加泰隆尼亞飲食
Sanchidrián,桑奇德里安
Pinilla de los Moros,皮尼利亚德洛斯莫罗斯
Autilla del Pino,奥蒂利亚德尔皮诺
Gamones,加莫内斯
Granja de Moreruela,格兰哈德莫雷鲁埃拉
Villadiego,比利亚迭戈
Merindad de Río Ubierna,梅林达德里欧维耶尔纳
Callosa de Segura,卡略萨德塞古拉
Valle de Tobalina,巴列德托瓦利纳
Villanueva de Carazo,卡拉索新镇
El Campillo de la Jara,埃尔坎皮略德拉哈拉
Transportes Metropolitanos de Barcelona,巴塞隆納都會交通
Anglesola,安格莱索拉
Villagómez la Nueva,比利亚戈梅斯拉努埃瓦
Pozuelo de la Orden,波苏埃洛德劳尔登
Gallegos de Solmirón,加列戈斯德索尔米龙
Juzbado,胡斯瓦多
Perales del Puerto,佩拉莱斯-德尔普埃托
Valdetorres,巴尔德托雷斯
Lechón,莱琼
Belmonte de Gracián,贝尔蒙特德格拉西安
Castroverde de Campos,卡斯特罗韦尔德德坎波斯
Castrillo de la Guareña,卡斯特里略德拉瓜雷尼亚
Castrogonzalo,卡斯特罗贡萨洛
Arcediano,阿尔塞迪亚诺
Candelario,坎德拉里奥
Moraleja del Vino,莫拉莱哈德尔维诺
Puerto de San Vicente,圣维森特港
Pradosegar,普拉多塞加尔
Guijo de Coria,吉霍德科里亚
Lubián,卢维安
Gran Premio de Cataluña de Motociclismo de 1997,加泰隆尼亞
Gran Premio de Cataluña de Motociclismo de 1996,加泰隆尼亞
Busot,布索特
Mazuela,马苏埃拉
Madrigal de la Vera,马德里加尔德拉韦拉
Taragudo,塔拉古多
Villamayor de Santiago,圣地亚哥大镇
Morales del Vino,莫拉莱斯德尔维诺
El Payo,埃尔派奥
Matilla la Seca,马蒂利亚拉塞卡
Navasfrías,纳瓦斯夫里亚斯
Quemada,克马达
Torresandino,托雷桑迪诺
Pozuelo de Zarzón,波苏埃洛德萨尔松
Puerto Serrano,塞拉诺港
Asturianos,阿斯图里亚诺斯
Argujillo,阿尔古希略
Baños de Montemayor,巴尼奥斯-德蒙特马约尔
Villalonso,比利亚隆索
El Perdigón,埃尔佩尔迪贡
Santa Cristina de la Polvorosa,圣克里斯蒂娜-德拉波尔沃罗萨
Castromembibre,卡斯特罗门维夫雷
El Sotillo,埃尔索蒂略
Santa Eufemia,圣埃乌费米亚
Bustillo del Páramo de Carrión,布斯蒂略德尔帕拉莫德卡里翁
Bárcena de Campos,巴尔塞纳德坎波斯
Tollos,托略斯
San José del Valle,圣何塞-德尔瓦列
Santiuste,桑蒂乌斯特
Villalar de los Comuneros,比利亚拉尔德洛斯科穆内罗斯
Valdemorales,巴尔德莫拉莱斯
Torreblascopedro,托雷夫拉斯科佩德罗
Valdepeñas de la Sierra,巴尔德佩尼亚斯德拉谢拉
Pedreguer,佩德雷格尔
Manzanal de Arriba,曼萨纳尔德亚里瓦
Cubillas de Cerrato,库维利亚斯德塞拉托
Guaza de Campos,瓜萨德坎波斯
Guadramiro,瓜德拉米罗
Boada,博阿达
Amusco,阿穆斯科
Castellfort,卡斯特利福尔特
San Clemente,圣克莱门特
Viñuelas,比纽埃拉斯
Meco,梅科
Cercedilla,塞尔塞迪利亚
Marzales,马尔萨莱斯
Rayo Vallecano de Madrid "B",華歷簡奴B隊
Villanueva de San Mancio,圣曼西奥新镇
Villavicencio de los Caballeros,比利亚维森西奥德洛斯卡瓦列罗斯
Villavaquerín,比利亚瓦克林
Herguijuela,埃尔吉胡埃拉
Valencia del Ventoso,巴伦西亚德尔文托索
Valverde de Leganés,巴尔韦尔德德莱加内斯
Hinojal,伊诺哈尔
Galende,加伦德
Hotel Marqués de Riscal,里斯卡爾侯爵酒莊飯店
Vadocondes,巴多孔德斯
Premio Planeta,西班牙文學獎
Berzosilla,贝尔索西利亚
Villabaruz de Campos,比利亚瓦鲁斯德坎波斯
Trijueque,特里胡埃克
Valhermoso,巴尔埃尔莫索
Torregalindo,托雷加林多
Pineda de la Sierra,皮内达德拉谢拉
Yebra,耶夫拉
Torrecuadrada de Molina,托雷夸德拉达德莫利纳
Valle de Zamanzas,巴列德萨曼萨斯
Quintana del Pidio,金塔纳德尔皮迪奥
Aldehuela de Jerte,阿尔德韦拉德赫尔特
Villaralbo,比利亚拉尔沃
Retamoso de la Jara,雷塔莫索
Villacarrillo,比利亚卡里略
Holguera,奥尔格拉
Casas de Don Gómez,卡萨斯德东戈梅斯
Valdefinjas,巴尔德芬哈斯
Singra,辛拉
Olivares de Duero,奥利瓦雷斯德杜埃罗
Puente de Génave,蓬特德赫纳韦
Sorihuela del Guadalimar,索里韦拉德尔瓜达利马尔
Valmojado,巴尔莫哈多
Campeonato Europeo de Atletismo en Pista Cubierta de 2005,2005年馬德里
Pedrosa de Río Urbel,佩德罗萨德里欧尔韦尔
Quintanavides,金塔纳维德斯
Carbellino,卡尔韦利诺
Peñalba de Ávila,佩尼亚尔瓦德亚维拉
Navarredondilla,纳瓦雷东迪利亚
Unión Deportiva Lanzarote,蘭沙路迪
Catedrales de España,西班牙主教座堂
línea 10 del Metro de Barcelona,巴塞羅那地鐵10號線
Central térmica de Andorra,特魯埃爾發電廠
Partido Comunista Obrero Español,西班牙共产主义工人党
Autillo de Campos,奥蒂略德坎波斯
Baquerín de Campos,巴克林德坎波斯
Robleda,罗夫莱达
Granucillo,格拉努西略
Albalá,阿尔瓦拉
Pobladura de Valderaduey,波夫拉杜拉德瓦尔德拉杜埃
Villaseco de los Reyes,比利亚塞科德洛斯雷埃斯
Morille,莫里列
Kyocera Document Solutions,京セラミタ
Real Federación Española de Balonmano,皇家西班牙手球聯盟
Orden de las Damas Nobles de la Reina María Luisa,瑪利亞·露意莎王后騎士團
Reino de Córdoba,哥多華王國
Reino de Granada,格拉纳达王国
Montemayor del Río,滨河蒙特马约尔
Coreses,科雷塞斯
Calzadilla,卡尔萨迪利亚
San Vicente del Palacio,圣比森特德尔帕拉西奥
Losar de la Vera,洛萨尔德拉韦拉
Fuentelcésped,丰特尔塞斯佩德
Agramunt,阿格拉蒙特
Los Altos,洛斯阿尔托斯 (西班牙)
Salas de Bureba,萨拉斯德武雷瓦
Pedrosa del Páramo,佩德罗萨德尔帕拉莫
Relleu,雷列乌
Valdunquillo,巴尔敦基略
Villamuriel de Campos,比利亚穆列尔德坎波斯
Aya,阿亚
Pozos de Hinojo,波索斯德伊诺霍
Riofrío del Llano,里奥夫里奥德利拉诺
Revilla Vallejera,雷维利亚瓦列赫拉
Palacios de Goda,帕拉西奥斯德戈达
Batalla de Nájera,納赫拉之戰
Plaza de la Virgen,圣母广场 (巴伦西亚)
Junta de Galicia,加利西亚当局
Villasandino,比利亚桑迪诺
