日本,일본
歌舞伎町ビル火災,가부키초 빌딩 화재
デイヴィッドプロダクション,데이비드 프로덕션
V・ファーレン長崎,V-파렌 나가사키
尼崎駅・(阪神),아마가사키역 (한신 전기 철도)
レイラック滋賀FC,MIO 비와코 시가
日本の捕鯨,일본의 포경
加東郡,가토군 (효고현)
禊,미소기
スタジオ・ファンタジア,스튜디오 판타지아
ミカサ,미카사 (기업)
粛慎・(日本),미시하세
田園調布,덴엔초후
八咫鏡,야타의 거울
八日市場市,요카이치바시
堀越高等学校,호리코시 고등학교
カネコ,카네코 (기업)
日本アドシステムズ,니혼 애드 시스템스
ミスミグループ本社,미스미
河内永和駅,가와치에이와역
2007年のJリーグ・ディビジョン1,J리그 디비전 1 2007
日本車,일본의 자동차 산업
長浜町・(愛媛県),나가하마정 (에히메현)
稲佐山,이나사산
2002・FIFAワールドカップ・グループG,2002년 FIFA 월드컵 G조
日本郵船,일본우선
2002・FIFAワールドカップ・グループF,2002년 FIFA 월드컵 F조
2002・FIFAワールドカップ・グループE,2002년 FIFA 월드컵 E조
ジョン・ワイリー・アンド・サンズ,존 와일리 %26 선즈
羽田・(大田区),하네다 (오타구)
キリンビバレッジ,기린 베버리지
第67回国民体育大会,제67회 국민 체육 대회
サントリーフーズ,산토리푸즈
ゲームアーツ,게임 아츠
株式会社・(日本),주식회사 (일본)
グレフ,G.rev
アサヒ飲料,아사히 음료
縮景園,슛케이엔
菅直人内閣・(第2次改造),간 내각 (제2차 개조)
双葉社,후타바샤
愛国公党,애국공당
養老律令,요로 율령
鞍馬口駅,구라마구치역
くいな橋駅,구이나바시역
松ヶ崎駅・(京都府),마쓰가사키역 (교토부)
今出川駅,이마데가와역
烏丸御池駅,가라스마오이케역
五条駅・(京都府),고조역 (교토부)
北山駅・(京都府),기타야마역 (교토부)
十条駅・(京都市営地下鉄),주조역 (교토 시영 지하철)
オノゴロ島,오노고로섬
スティング・(ゲーム会社),스팅 (기업)
政策研究大学院大学,정책연구대학원대학
総合研究大学院大学,종합연구대학원대학
飛鳥浄御原令,아스카키요미하라령
アイディアファクトリー,아이디어 팩토리
東京農工大学,도쿄 농공대학
永平寺町,에이헤이지정
福田赳夫内閣・(改造),후쿠다 다케오 내각 (개조)
大丸,다이마루
大聖院・(宮島),다이쇼인
声優アワード,세이유 어워드
関西棋院,간사이 기원
阿含・桐山杯全日本早碁オープン戦,아함동산배 (일본)
国土地理院,국토지리원
マトリックス・(ゲーム会社),매트릭스 소프트웨어
新庄町・(奈良県),신조정 (나라현)
御岳堂駅,미타케도역
鶴田駅,쓰루타역
創価大学,소카 대학
親子丼,오야코동
福住駅,후쿠즈미역
常陸太田駅,히타치오타역
自衛隊前駅,지에이타이마에역
学田駅,가쿠덴역 (홋카이도)
原子力規制委員会・(日本),일본 원자력규제위원회
黙照禅,묵조선
アイスホッケー日本代表,일본 아이스하키 국가대표팀
大阪タワー,오사카 타워
動画工房,동화공방
府中宿・(東海道),후추슈쿠 (도카이도)
一宮藩,이치노미야번
クボタ,구보타 (기업)
第34回衆議院議員総選挙,제34회 일본 중의원 의원 총선거
哲学の道,철학의 길
アルパイン・(企業),알파인 전자
西芳寺,사이호지
破壊活動防止法,파괴활동방지법
国際交流基金,국제교류기금
中津藩,나카쓰번
宗谷トンネル,사할린-홋카이도 터널
大阪モノレール,오사카 고속철도
Turbolinux,터보리눅스
ユークス,유크스
カイロソフト,카이로소프트
隠れキリシタン,가쿠레키리시탄
日本映画データベース,일본 영화 데이터베이스
静岡市清水日本平運動公園球技場,IAI 스타디움 니혼다이라
仙台スタジアム,센다이 스타디움
東横イン,토요코인
国のかたち研究会,나라꼴 연구회
近畿日本鉄道,긴키 닛폰 철도
小渕内閣,오부치 내각
日亜化学工業,니치아 화학공업
俊徳道駅,슌토쿠미치역
庄内空港,쇼나이 공항
但馬飛行場,다지마 비행장
北九州空港・(初代),고쿠라 공항
京浜急行電鉄,게이힌 급행 전철
左京区,사쿄구
上京区,가미교구
2006・ワールド・ベースボール・クラシック,2006년 월드 베이스볼 클래식
TOKIO,TOKIO
薩摩半島,사쓰마반도
東武鉄道,도부 철도
名古屋飛行場,나고야 비행장
埼玉大学,사이타마 대학
岡山空港,오카야마 공항
成田新幹線,나리타 신칸센
島原城,시마바라성
総務省,일본 총무성
橋本駅・(京都府),하시모토역 (교토부)
白浜町・(千葉県),시라하마정 (지바현)
武蔵大学,무사시 대학
常磐快速線,조반 쾌속선
亀有駅,가메아리역
天王台駅,덴노다이역
キッコーマン,깃코만
東洋大学,도요 대학
2012年のJリーグ・ディビジョン1,J리그 디비전 1 2012
下北半島,시모키타반도
千葉大学,지바 대학
竹田駅・(京都府),다케다역 (교토부)
金町駅,가나마치역
キリンカップサッカー,기린컵
護国寺,고코쿠지
第2次中曽根内閣・(第2次改造),제2차 나카소네 내각 (제2차 개조)
京王線,게이오선
山陰道,산인도
法政大学,호세이 대학
多摩地域,다마 지역
財務省,일본 재무성
福岡アジア文化賞,후쿠오카 아시아 문화상
浜松藩,하마마쓰번
府内藩,후나이번
宇土藩,우토번
大聖寺藩,다이쇼지번
大多喜藩,오타키번
福江藩,후쿠에번
平戸藩,히라도번
備中松山藩,마쓰야마번 (빗추국)
加納藩,가노번
掛川藩,가케가와번
笠間藩,가사마번
川越藩,가와고에번
挙母藩,고로모번
杵築藩,기쓰키번
岸和田藩,기시와다번
森藩,모리번 (분고국)
人吉藩,히토요시번
駿府藩,슨푸번
七日市藩,나노카이치번
田原藩,다하라번
高鍋藩,다카나베번
殺生石,살생석
牟礼町,무레정
アークシステムワークス,아크 시스템 웍스
裸祭り,하다카마쓰리
武蔵野美術大学,무사시노 미술대학
元治,겐지 (에도 시대 말기)
日本大学,니혼 대학
テレビ埼玉,TV 사이타마
弘化,고카
日光線,닛코선
嘉暦,가랴쿠
応長,오초 (연호)
正中・(元号),쇼추 (연호)
康保,고호 (연호)
徳治,도쿠지
長徳,조토쿠 (995년)
文政,분세이
寛和,간나 (연호)
天元・(日本),덴겐
大手町駅・(東京都),오테마치역 (도쿄도)
六本木駅,롯폰기역
延慶・(日本),엔쿄 (가마쿠라 시대)
表参道駅,오모테산도역
永観,에이간
承平・(日本),조헤이
元禄,겐로쿠
永延,에이엔
文亀,분키
長保,조호 (999년)
正暦,쇼랴쿠
天慶,덴교
天延,덴엔
永仁,에이닌
天禄,덴로쿠
弘長,고초
安政,안세이
延長・(元号),엔초
タミヤ,타미야 (기업)
光岡自動車,미쓰오카 자동차
第1次田中角栄内閣,제1차 다나카 가쿠에이 내각
上毛新聞,조모 신문
ニッサン・モータースポーツ・インターナショナル,닛산 모터스포츠 인터내셔널
中之口村,나카노쿠치촌
西武狭山線,세이부 사야마선
タツノコプロ,다쓰노코 프로덕션
令制国一覧,율령국 목록
五日市線,이쓰카이치선
PlayStation,플레이스테이션
TXNネットワーク,TX네트워크
洞爺湖,도야호
湘南新宿ライン,쇼난 신주쿠 라인
テレビ愛知,TV 아이치
東京ヤクルトスワローズ,도쿄 야쿠르트 스왈로스
パンクラス,판크라스
斉衡,사이코 (연호)
三菱UFJフィナンシャル・グループ,미쓰비시UFJ파이낸셜 그룹
日本のスポーツ,일본의 스포츠
ナカミチ,나카미치
沖縄セルラー電話,오키나와 셀룰러 전화
五色塚古墳,고시키즈카 고분
キ102・(航空機),키102
都道府県道,도도부현도
明治学院大学,메이지가쿠인 대학
岡部町・(静岡県),오카베정 (시즈오카현)
オメガフォース,오메가 포스
エルザタワー55,엘사 타워 55
千旦駅,센다역
紀伊小倉駅,기이오구라역
三条京阪駅,산조케이한역
布施屋駅,호시야역
万年自鳴鐘,만년자명종
田井ノ瀬駅,다이노세역
船戸駅,후나토역
永祚・(日本),에이소
元徳,겐토쿠 (가마쿠라 시대)
正安,쇼안
嘉元,가겐
宝治,호지 (연호)
乾元・(日本),겐겐
正応,쇼오
インターコンチネンタルカップ・(サッカー)1994,1994년 인터콘티넨털컵
インターコンチネンタルカップ・(サッカー)1993,1993년 인터콘티넨털컵
十勝岳,도카치다케
小田原征伐,오다와라 정벌
日本エスペラント協会,일본 에스페란토 협회
伊吹山,이부키산
ソニーフィナンシャルグループ,소니 파이낸셜 홀딩스
久光スプリングス,히사미쓰 스프링스
徳島藩,도쿠시마번
福徳岡ノ場,후쿠토쿠오카노바
館林藩,다테바야시번
U-17サッカー日本代表,일본 U-17 축구 국가대표팀
柳河藩,야나가와번 (지쿠고국)
JRタワー,JR 타워
ナインティナイン,나인티나인
ハンドボール日本女子代表,일본 여자 핸드볼 국가대표팀
住友金属工業,스미토모 금속공업
石清水八幡宮駅,이와시미즈야와타시역
武士,무사
新進党,신진당
王座・(囲碁),왕좌전 (일본)
エーディーケイ,ADK (기업)
白山,하쿠산
博報堂,하쿠호도
ローソン,로손
北陸自動車道,호쿠리쿠 자동차도
本屋大賞,서점 대상
バスケットボール男子日本代表,일본 농구 국가대표팀
名古屋オーシャンズ,나고야 오션스
Avex・trax,Avex trax
アルファドリーム,알파드림
小田原宿,오다와라슈쿠
紀伊浦神駅,기이우라가미역
湯川駅,유카와역
千葉みなと駅,지바미나토역
東九州自動車道,히가시큐슈 자동차도
太地駅,다이지역
宝永地震,호에이 지진
日本画,일본화 (회화)
1986年の日本シリーズ,1986년 일본 시리즈
アクアパーク品川,아쿠아 파크 시나가와
トライアングルスタッフ,트라이앵글 스태프
正嘉,쇼카
天徳・(日本),덴토쿠
国立天文台,일본 국립천문대
建治,겐지 (가마쿠라 시대)
第19回衆議院議員総選挙,제19회 일본 중의원 의원 총선거
オリックス・バファローズ,오릭스 버펄로스
東京アニメアワード,도쿄 애니메이션 어워드
石狩振興局,이시카리 진흥국
第20回衆議院議員総選挙,제20회 일본 중의원 의원 총선거
島根県立美術館,시마네현립 미술관
中尊寺,주손지
山口宇部空港,야마구치 우베 공항
キングレコード,킹레코드 (일본)
東京外国語大学,도쿄 외국어대학
ジェーシービー,JCB (기업)
慶長,게이초
NHK交響楽団,NHK 교향악단
高尾山,다카오산
サロマ湖,사로마호
屈斜路湖,굿샤로호
愛知高速交通東部丘陵線,아이치 고속 교통 도부큐료선
地頭,지두 (일본사)
フェデックス80便着陸失敗事故,페덱스 익스프레스 80편 불시착 사고
博多区,하카타구
もんじゅ,몬주 (원자로)
1990年アジア冬季競技大会,1990년 동계 아시안 게임
国頭郡,구니가미군
合気会,아이키카이
国道42号,국도 제42호선 (일본)
白峰村,시라미네촌
香里園駅,고리엔역
幸福実現党,행복실현당
光善寺駅,고젠지역
第42回衆議院議員総選挙,제42회 일본 중의원 의원 총선거
白山国立公園,하쿠산 국립공원
政策科学研究所,정책과학연구소
大塔村・(和歌山県),오토촌 (와카야마현)
沖縄電力,오키나와 전력
雄勝町・(宮城県),오가쓰정
三井住友銀行,미쓰이스미토모 은행
学研ホールディングス,각켄 홀딩스
Seven・Arcs,세븐 아크스
宮城県沖地震・(1978年),1978년 미야기현 해역 지진
小石川,고이시카와
門松,카도마츠
大津宿,오쓰슈쿠
大磯宿,오이소슈쿠
モルテン,몰텐
藤沢宿,후지사와슈쿠
長居球技場,요도코 벚꽃 스타디움
漫湖,만코
東急,도큐
軌間可変電車,궤간가변열차
国粋主義,국수주의 (일본)
岩波書店,이와나미 서점
毎日放送,마이니치 방송
横須賀線,요코스카선
大手町・(千代田区),오테마치 (도쿄도)
東京メトロ副都心線,도쿄 메트로 후쿠토신선
帯広空港,오비히로 공항
京王電鉄,게이오 전철
琉球王国のグスク及び関連遺産群,류큐 왕국의 구수쿠 유적지과 관련 유산
釧路空港,구시로 공항
五島列島,고토 열도
西海道,사이카이도
上野城,우에노성
法隆寺地域の仏教建造物,호류사 지역의 불교기념물
淀駅,요도역 (교토부)
鵜杉駅,우스기역
神島・(三重県),가미시마섬 (미에현)
最上駅,모가미역
大堀駅,오호리역
駒沢オリンピック公園,고마자와 올림픽 공원
ラブデリック,러브데릭
東山駅・(京都府),히가시야마역 (교토부)
高千穂峡,다카치호 협곡
西大路御池駅,니시오지오이케역
SiSりんくうタワー,린쿠 게이트 타워 빌딩
京阪京津線,게이한 게이신선
ジャパンディスプレイ,재팬디스플레이
品鶴線,힌카쿠선
下津町,시모쓰정
醍醐駅・(京都府),다이고역 (교토부)
ビクセン・(企業),빅센
プラチナゲームズ,플래티넘게임즈
枚方公園駅,히라카타코엔역
花街,하나마치
門司インターチェンジ,모지 나들목
志賀島,시카노섬
山口村・(長野県),야마구치촌 (나가노현)
