Idioma catalán,加泰罗尼亚语
Mazuecos de Valdeginate,马苏埃科斯德瓦尔德希纳特
Loma de Ucieza,洛马德乌希耶萨
Odén,奥登·(莱里达省)
Maldá,马尔达
Portell de Morella,波尔特利德莫雷利亚
Fondarella,丰达雷利亚
La Llosa,拉略萨
Sanahúja,萨瑙哈
Hornillos de Cerrato,奥尔尼略斯德塞拉托
Meneses de Campos,梅内塞斯德坎波斯
Villameriel,比利亚梅列尔
AlbaStar,阿尔巴之星航空
Iglesia palmariana,帕爾馬爾天主教教會
Pina de Montalgrao,皮纳德蒙塔尔格劳
Bellcaire d'Urgell,贝利凯雷德乌赫尔
El Arco (Salamanca),埃拉尔科
Villaturde,比利亚图尔德
Villamoronta,比利亚莫龙塔
Els Omellons,埃尔索梅利翁斯
Horcajo de Santiago,奥尔卡霍德桑蒂亚戈
Olocáu del Rey,奥洛考德尔雷
Albaida (Valencia),阿尔瓦伊达
Benavites,贝纳维特斯
Plaza del Rey (Barcelona),国王广场·(巴塞罗那)
Serranía de Cuenca,昆卡山脈
Torre de la Plata,白银塔
Carrícola,卡里科拉
Alfahuir,阿尔福伊尔
Beniflá,贝尼夫拉
Salsadella,拉萨尔萨德利亚
Masalcorreig,马萨尔科雷格
Omélls de Nagaya,埃尔索梅利斯德纳盖阿
Hontoria de Cerrato,翁托里亚德塞拉托
Villanueva del Rebollar,雷沃利亚尔新镇
Prádena,普拉德纳
Valle del Retortillo,巴列德尔雷托尔蒂略
Piña de Campos,皮尼亚德坎波斯
Husillos,乌西略斯
La Puebla de Valdavia,巴尔达维亚镇
Renedo de la Vega,雷内多德拉韦加
Villahán,比利亚安
Ibars de Urgel,伊瓦尔斯德乌尔赫尔
Lladurs,利亚杜尔斯
Castillo de San Juan (Santa Cruz de Tenerife),圣胡安城堡·(圣克鲁斯-德特内里费)
Larva (Jaén),拉尔瓦
Benicull,贝尼库利德克苏克尔
San Fulgencio (Alicante),圣富尔亨西奥
Sarroca de Lleida,萨罗卡德列达
Grañena (Lérida),格拉涅纳德塞加拉
Biosca,比奥斯卡
Pedra y Coma,拉科迈拉佩德拉
Tarroja de Segarra,塔罗哈德塞加拉
Montoliu,蒙托柳德列达
Rafelguaraf,拉费尔瓜拉夫
Els Plans de Sió,埃尔斯普兰斯德西奥
Castellar de la Ribera,里韦拉堡
Tabanera de Cerrato,塔瓦内拉德塞拉托
Molsosa,拉莫尔索萨
Anexo:Masters de Madrid 2008 (individual masculino),2008年馬德里大師賽單打比賽
Teatro romano de Cartagena,羅馬劇場·(卡塔赫納)
Paseo del Prado,普拉多大道
Respenda de la Peña,雷斯彭达德拉佩尼亚
Palacio de la Magdalena,馬格達萊納宮
Copa Intercontinental 1974,1974年洲際盃
Palacio Chávarri,巧法利宮
El Sardinero,萨迪内罗海滩
CosmoCaixa Barcelona,巴塞罗那宇宙盒科技馆
Municipio (España),市镇·(西班牙)
Moratalaz,莫拉塔拉斯区
Ribas de Campos,里瓦斯德坎波斯
Lantadilla,兰塔迪利亚
Villaherreros,比利亚埃雷罗斯
Prepirineo,前比利牛斯山山麓
La Pernía,拉佩尔尼亚
Mazariegos,马萨列戈斯
Páramo de Boedo,帕拉莫德沃埃多
Anexo:Masters de Madrid 2010 (individual femenino),2010年馬德里大師賽女子單打比賽
Catedral de Cartagena,卡塔赫納主教座堂
Parque de María Luisa,玛丽亚路易莎公园
Palacio de Linares,利纳雷斯宫
La Vid de Ojeda,拉维德奥赫达
Villaluenga de la Vega,比利亚伦加德拉韦加
Monzón de Campos,蒙松德坎波斯
Benimuslem,贝尼穆斯莱姆
Benifayó,贝尼法伊奥
Domingo García (Segovia),多明戈加尔西亚
Benicolet,贝尼科莱特
Calles (Valencia),卡列斯
Herrera de Valdecañas,埃雷拉德瓦尔德卡尼亚斯
Quintana del Puente,金塔纳德尔蓬特
Pedraza de Campos,佩德拉萨德坎波斯
Unión Fenosa,費諾薩聯合集團
Anexo:Masters de Madrid 2010 (individual masculino),2010年馬德里大師賽男子單打比賽
Tratado de San Lorenzo (1795),平克尼條約
La Mata de Morella,拉马塔德莫雷利亚
Bellmunt d'Urgell,贝利蒙特杜尔赫利
Zorita del Maestrazgo,索里塔德尔迈斯特拉斯戈
Cabrera (León),拉卡夫雷拉
Preixana,普雷克萨纳
Els Alamús,埃尔萨拉穆斯
Zarzuela (Cuenca),萨尔苏埃拉
Pedrosa de la Vega,佩德罗萨德拉韦加
Hérmedes de Cerrato,埃尔梅德斯德塞拉托
Valle de Cerrato,巴列德塞拉托
Olmos de Ojeda,奥尔莫斯德奥赫达
Prádanos de Ojeda,普拉达诺斯德奥赫达
Olíus,奥柳斯
Puig-Gros,普伊格罗斯
Llovera,略韦拉
Sinagoga de Córdoba,哥多華猶太會堂
W Barcelona,W酒店·(巴塞隆拿)
Montes vascos,巴斯克山脈
Olombrada,奥隆夫拉达
Ituero y Lama,伊图埃罗伊拉马
Alquería de la Condesa,阿尔克里亚德拉孔德萨
Fuentidueña,丰蒂杜埃尼亚
Juarros de Voltoya,华罗斯德沃尔托亚
Zarzuela del Pinar,萨尔苏埃拉德尔皮纳尔
Villamartín de Campos,比利亚马尔廷德坎波斯
Villalba de Guardo,比利亚尔瓦德瓜尔多
Benisoda,贝尼索达
Partido Socialista Unificado de Cataluña,加泰罗尼亚统一社会党
Club Deportivo Olímpic,哈蒂瓦奥林匹克体育俱乐部
Roca (empresa),樂家
Gallués,加柳埃斯
Oceanogràfic,巴伦西亚海洋公园
Arandina Club de Fútbol,阿兰迪纳足球俱乐部
Heartbrand,和路雪
Plaza de San Jaime,圣若梅广场
Diócesis de Córdoba,天主教科爾多瓦教區
Guimerá,吉梅拉
La Granadella,拉格拉纳德利亚
Montoliú de Cervera,蒙托柳德塞加拉
Belianes,贝利亚内斯
Riner,里内尔
Portella,波尔特利亚
Juncosa,洪科萨
Vilagrasa,比拉格拉萨
Albagés,拉尔瓦赫斯
Iza (Navarra),伊萨
Belloch de Urgell,贝尔略克
Huelves,韦尔韦斯
El Peral,埃尔佩拉尔
Huerta de la Obispalía,韦尔塔德劳维斯帕利亚
Huerta del Marquesado,韦尔塔德尔马尔克萨多
Yanguas de Eresma,伊安瓜斯德埃雷斯马
Algimia de Alfara,阿尔希米亚德亚尔法拉
Valtiendas,巴尔蒂恩达斯
Club de Fútbol Gandia,甘迪亚足球俱乐部
Mucientes,穆先特斯
Cuenca de Campos,昆卡德坎波斯
Santa Eufemia del Arroyo,滨河圣欧费米娅
Fuertescusa,富埃尔特斯库萨
Beteta,贝特塔
Villaco,比利亚科
La Mudarra,拉穆达拉
Melgar de Abajo,下梅尔加
Teatro Lope de Vega (Sevilla),洛佩·德·维加剧院·(塞维利亚)
Puente de Piedra (Zaragoza),石桥·(萨拉戈萨)
Selección de fútbol sub-23 de España,西班牙23歲以下國家足球隊
Corrida de toros,西班牙斗牛
Puente de l'Assut de l'Or,金色堤坝大桥
Lírica galaicoportuguesa,加利西亚-葡萄牙抒情诗
Catedral Nueva de Salamanca,萨拉曼卡新主教座堂
Plaza del Callao,卡亚俄广场
Ayuntamiento de San Sebastián,圣塞瓦斯蒂安市政厅
Sierra de Segura,塞古拉山脈
Torres de Serranos,塞拉诺塔
Cañada Juncosa,卡尼亚达洪科萨
Huérguina,韦尔吉纳·(西班牙)
Buenache de Alarcón,布埃纳切德亚拉尔孔
Boniches,博尼切斯
Canalejas del Arroyo,滨河卡纳莱哈斯
Carrascosa de Haro,卡拉斯科萨德阿罗
Cardenete,卡尔德内特
Mira (Cuenca),米拉·(昆卡省)
Cevico Navero,塞维科纳韦罗
Morales de Campos,莫拉莱斯德坎波斯
Cervera del Llano,塞尔韦拉德利拉诺
Melgar de Arriba,上梅尔加
Peñaflor de Hornija,佩尼亚夫洛尔德奥尔尼哈
Palazuelo de Vedija,帕拉苏埃洛德韦迪哈
La Pesquera (Cuenca),拉佩斯克拉
Castillejo de Iniesta,卡斯蒂列霍德涅斯塔
Moya (Cuenca),莫亚·(昆卡省)
San Cebrián de Mazote,圣塞夫里安德马索特
Geria,赫里亚
Guadalevín,瓜達萊溫河
Valdenebro de los Valles,巴尔德内夫罗德洛斯瓦列斯
El Capricho (Gaudí),奇想屋
Pico Alcazaba,阿爾卡薩巴山
Estadio Municipal de Montilivi,蒙蒂利维球场
Henarejos,埃纳雷霍斯
Castillo de Garcimuñoz,卡斯蒂略德加尔西穆尼奥斯
Vilanova de Bellpuig,贝尔普奇新镇
Membibre de la Hoz,门维夫雷德拉奥斯
Hontanares de Eresma,翁塔纳雷斯德埃雷斯马
Otero de Herreros,奥特罗德埃雷罗斯
El Picazo,埃尔皮卡索
Fuente de Pedro Naharro,丰特德佩德罗纳阿罗
Barchín del Hoyo,巴尔钦德尔奥约
Fuentenava de Jábaga,丰特纳瓦德哈瓦加
Vilanova de la Aguda,拉阿古达新镇
Bahía de Palma,帕爾馬灣
Población de Arroyo,波夫拉西翁德亚罗约
Corral de Ayllón,科拉尔德亚伊利翁
Encinas (Segovia),恩西纳斯
Lastras del Pozo,拉斯特拉斯德尔波索
Guadiamar,瓜迪亞馬爾河
Orejana,奥雷哈纳
Siétamo,谢塔莫
Palacio de San Telmo,圣特尔莫宫
Fresneda de Altarejos,弗雷斯内达德阿尔塔雷霍斯
Urones de Castroponce,乌罗内斯德卡斯特罗蓬塞
Tordehumos,托尔德乌莫斯
Marazuela,马拉苏埃拉
Valverde de Campos,巴尔韦德德坎波斯
Saelices de Mayorga,萨埃利塞斯-德马约尔加
Chumillas,丘米利亚斯
Casas de Guijarro,卡萨斯德吉哈罗
Portillo (Valladolid),波尔蒂略
Puebla de Pedraza,佩德拉萨镇
Riofrío de Riaza,里奥夫里奥德里亚萨
Pelayos del Arroyo,滨河佩拉约斯
Mozoncillo,莫松西略
La Lastrilla,拉拉斯特里利亚
Santo Domingo de Pirón,桑托多明戈德皮龙
Eclipse solar del 12 de agosto de 2026,2026年8月12日日食
Las Trece Rosas,十三朵玫瑰
Monasterio de Santa María (Ripoll),里波爾的聖瑪利亞修道院
Puente de Rande,兰德大桥
Copa Intercontinental 2002,2002年洲際盃
Playa de La Zurriola,苏里奥拉海滩
Belinchón,贝林琼
Las Majadas,拉斯马哈达斯
Saldeana,萨尔德亚纳
Saro (Cantabria),萨罗·(坎塔布里亚)
Pesquera (Cantabria),佩斯克拉
El Cañavate,埃尔卡尼亚瓦特
Cañizares (Cuenca),卡尼伊萨雷斯
Montejo de la Vega de la Serrezuela,蒙特霍德拉韦加德拉塞雷苏埃拉
Fuente Álamo de Murcia,丰特亚拉莫德穆尔西亚
Cárcer,卡尔塞尔
Bernardos,贝尔纳尔多斯
El Hito,埃尔伊托
Casas de Haro,卡萨斯德阿罗
Morés,莫雷斯·(萨拉戈萨省)
El Herrumblar,埃尔埃伦夫拉尔
Fuentelespino de Haro,丰特莱斯皮诺德阿罗
Valdemierque,巴尔德米耶尔克
Rasines,拉西内斯
Canet de Berenguer,卡内特登韦伦格尔
Pino del Río,滨河皮诺
Becilla de Valderaduey,巴尔德拉杜埃河畔贝西利亚
Villacid de Campos,比利亚西德坎波斯
Cogeces de Íscar,科赫塞斯德斯卡尔
Copa Intercontinental 1992,1992年洲際盃
Centro de Investigaciones Sociológicas,西班牙社会学研究中心
Islam en España,西班牙伊斯蘭教
Puerto de Béjar,普埃尔托德韦哈尔
Bercial,贝尔西亚尔
Sanchotello,桑乔特略
Villagonzalo de Tormes,比利亚贡萨洛德托尔梅斯
Palacios del Arzobispo,帕拉西奥斯德拉尔索维斯波
Alcázar del Rey,阿尔卡萨尔德尔雷
San Morales,圣莫拉莱斯
Villar de Ciervo,谢尔沃村
Villar de Argañán,阿加尼扬村
Villar de la Yegua,耶瓜村
Valdecarros (Salamanca),巴尔德卡罗斯
Sorihuela,索里韦拉
Alquézar,阿尔克萨尔
Depresión central catalana,加泰羅尼亞中央盆地
Bahía de Algeciras,直布羅陀灣
Aoiz,阿奥伊斯
Serradilla del Llano,塞拉迪利亚德利拉诺
Velliza,贝利萨
Güesa,圭萨
Arcas (Cuenca),阿尔卡斯德尔维利亚尔
Campo de San Pedro,坎波德圣佩德罗
Alcalá de la Vega,贝加堡
Aliaguilla,阿利亚吉利亚
Barajas de Melo,巴拉哈斯德梅洛
Alconchel de la Estrella,阿尔孔切尔德莱斯特雷利亚
Almendros,阿尔门德罗斯
Arcos de la Sierra,阿尔科斯德拉谢拉
Vulturó,武爾圖羅山
Naranjito (mascota),納蘭吉托
Torre de la Malmuerta (Córdoba),坏死女人门楼
Castroponce,卡斯特罗蓬塞
Barcial de la Loma,巴尔西亚尔德拉洛马
Ciguñuela,西古纽埃拉
Pedrosa del Rey,佩德罗萨德尔雷
Ceinos de Campos,塞诺斯德坎波斯
Villán de Tordesillas,比良德托尔德西利亚斯
Club Deportivo Teruel,特鲁埃尔体育俱乐部
La Gioconda (taller de Leonardo da Vinci),蒙娜麗莎·(普拉多)
Radio Exterior de España,西班牙对外广播电台
Copa del Rey juvenil,西班牙青年国王杯
Comité Olímpico Español,西班牙奧林匹克委員會
Santander (comarca),桑坦德县
Monasterio de Vega,莫纳斯特里奥德韦加
Berrueces,贝鲁埃塞斯
Almodóvar del Pinar,阿尔莫多瓦-德尔皮纳尔
Villerías de Campos,比列里亚斯德坎波斯
Antigüedad (Palencia),安蒂格达德
Villaveza de Valverde,比利亚韦萨德瓦尔韦尔德
Villota del Páramo,比略塔德尔帕拉莫
Rábano de Aliste,拉瓦诺德亚利斯特
Quintanilla del Monte (Zamora),金塔尼利亚德尔蒙特
Sando (Salamanca),桑多
Villalobos (Zamora),比利亚洛沃斯
Villoldo,比略尔多
Villaumbrales,比廖恩夫拉莱斯
Villaferrueña,比利亚费鲁埃尼亚
Villanueva de las Peras,佩拉斯新镇
San Justo (Zamora),圣胡斯托·(萨莫拉省)
Villasarracino,比利亚萨拉西诺
Ferreruela,费雷鲁埃拉
Villarrabé,比利亚拉韦
Fariza,法里萨
Puerto de Bilbao,毕尔巴鄂港
Cripta de la Colonia Güell,科洛尼亚桂尔教堂
Museo de Bellas Artes de Sevilla,塞维利亚美术博物馆
Santuario de Loyola,罗耀拉朝圣所
MercurySteam,水银蒸气
Meridiano 1 este,東經1度線
Bolaños de Campos,博拉尼奥斯德坎波斯
Oiz (Navarra),奥伊斯
Villaescusa (Zamora),比利亚埃斯库萨·(萨莫拉省)
Malva (Zamora),马尔瓦·(萨莫拉省)
Espronceda (Navarra),埃斯普龙塞达
Vega de Valdetronco,贝加德瓦尔德特龙科
Cubillas de Santa Marta,库维利亚斯德圣马尔塔
Villabáñez,比利亚瓦涅斯
Tajo de Ronda,龙达峡谷
Villafrades de Campos,比利亚弗拉德斯-德坎波斯
Defensa de Cádiz (1625),加的斯远征
Renfe,西班牙國家鐵路
Teatro romano de Mérida,梅里達羅馬劇場
Río Mula,穆拉河·(西班牙)
Castillo de Sigüenza,錫古恩薩主教城堡
Sierra de Tejeda,特赫達山脈
Meridiano 5 oeste,西经5度线
Real basílica de San Francisco el Grande,大聖方濟各聖殿
La Unión de Campos,劳尼翁德坎波斯
Fombellida,丰韦利达
Jaurrieta,豪列塔
Telescopio Abierto Neerlandés,荷蘭開放式望遠鏡
Plaza de Oriente,东方广场·(马德里)
Mercado Central de Valencia,中央市场·(瓦伦西亚)
Pastores (Salamanca),帕斯托雷斯
Catedral del Salvador (Zaragoza),耶稣救主主教座堂·(萨拉戈萨)
Camporredondo (Valladolid),坎波雷东多
Palacio de Miramar (San Sebastián),米拉马尔宫·(圣塞瓦斯蒂安)
Seo Vieja (Lérida),萊里達舊主教座堂
Campeonato Mundial de Judo de 1991,1991年世界柔道锦标赛
Anexo:MTV Europe Music Awards 2002,2002年MTV歐洲音樂大獎
Dibujantes por la Igualdad de Género,插图画家对性别平等
Paralelo 43 norte,北緯43度線
Castromocho,卡斯特罗莫乔
Buenavista de Valdavia,布埃纳维斯塔德瓦尔达维亚
Congosto de Valdavia,孔戈斯托德瓦尔达维亚
Fuentes de Valdepero,丰特斯德瓦尔德佩罗
Calahorra de Boedo,卡拉奥拉德沃埃多
Cevico de la Torre,塞维科德拉托雷
Cisneros (Palencia),西斯内罗斯
Frechilla,弗雷奇利亚
Bustillo de la Vega,布斯蒂略德拉韦加
Boadilla de Rioseco,博阿迪利亚德里奥塞科
Espinosa de Villagonzalo,埃斯皮诺萨德维利亚贡萨洛
Ducado de Cádiz,加的斯公爵
Plaza de la Villa,市政广场
Collazos de Boedo,科利亚索斯德沃埃多
Cordovilla la Real,科尔多维利亚拉雷亚尔
Castrillo de Villavega,卡斯特里略德维利亚韦加
Capillas,卡皮利亚斯
Rábano (Valladolid),拉瓦诺
Cobos de Cerrato,科沃斯德塞拉托
Brañosera,布拉尼奥塞拉
Avenida Meridiana,子午线大道
Alameda de Hércules,海格力斯阿拉米达
Jardín del Turia,图里亚花园
L'Hemisfèric,大眼球天文馆
Agencia Estatal de Meteorología,西班牙国家气象局
Aitzgorri,艾斯科里山脈
Aitz Txiki,艾茨特西基峰
Hortaleza,奥塔莱萨区
Roales de Campos,罗阿莱斯德坎波斯
Metro de Málaga,马拉加地铁
Macizo del Besiberri,貝斯貝里山脈
Playa de La Concha (San Sebastián),贝壳海滩
Espinosa de Cerrato,埃斯皮诺萨德塞拉托
Herrín de Campos,埃林德坎波斯
Castrejón de la Peña,卡斯特雷洪德拉佩尼亚
Megeces,梅赫塞斯
Moral de la Reina,莫拉尔德拉雷纳
Villalbarba,比利亚尔瓦尔瓦
Vega de Ruiponce,贝加德鲁伊蓬塞
Hueva (Guadalajara),韦瓦
Villagarcía de Campos,比利亚加西亚-德坎波斯
Batalla de Lutos,盧托斯戰役
Bercero,贝尔塞罗
La Nueva España,新西班牙·(阿斯图里亚斯)
Calzada de los Molinos,卡尔萨达德洛斯莫利诺斯
Mota del Marqués,莫塔德尔马尔克斯
Iglesia de San Felipe Neri (Málaga),圣斐理伯内里堂·(马拉加)
Catedral de Nuestra Señora de la Asunción de Valladolid,聖母升天主教座堂·(巴利亞多利德)
Vallelado,巴列拉多
Torre Val de San Pedro,托雷瓦尔德圣佩德罗
Santiuste de San Juan Bautista,桑蒂乌斯特德圣胡安沃蒂斯塔
Sauquillo de Cabezas,绍基略德卡韦萨斯
Santiuste de Pedraza,桑蒂乌斯特德佩德拉萨
Torrecilla del Pinar,托雷西利亚德尔皮纳尔
Villafrechós,比利亚弗雷乔斯
Villafranca de Duero,杜罗自由镇
Playa del Inglés,英国人海滩
Quintanilla de Trigueros,金塔尼利亚德特里格罗斯
Ría de Bilbao,毕尔巴鄂河口
Muralla romana de Lugo,盧戈羅馬城牆
Torreiglesias,托雷格莱西亚斯
Trescasas,特雷斯卡萨斯
Peña Alconera,法爾科內拉岩
Fuente de Canaletas,卡納雷特斯噴泉
Alternatiba,替代·(巴斯克)
Sotosalbos,索托萨尔沃斯
Tías (Las Palmas),蒂亚斯
Puente de Segovia,塞哥维亚桥
Ría de Ortigueira y Ladrido,奥尔蒂盖拉湾
Iglesia de Santa Catalina (Valencia),圣加大肋纳堂·(巴伦西亚)
Cerro del Viso,比索山
Alluitz,阿柳伊茨峰
Anexo:Masters de Madrid 2009 (individual masculino),2009年馬德里大師賽男子單打比賽
Templo de Madrid (España),西班牙马德里圣殿
Sacromonte,圣山·(格拉纳达)
Basílica de Santa María del Coro,圣母圣殿·(圣塞瓦斯蒂安)
Encinillas,恩西尼利亚斯
Sangarcía,桑加尔西亚
Valseca,巴尔塞卡
Sacramenia,萨克拉梅尼亚
Espirdo,埃斯皮尔多
Remondo,雷蒙多·(西班牙)
Escarabajosa de Cabezas,埃斯卡拉瓦霍萨德卡韦萨斯
Cedillo de la Torre,塞迪略德拉托雷
Cozuelos de Fuentidueña,科苏埃洛斯德丰蒂杜埃尼亚
Chañe,查涅
Rapariegos,拉帕列戈斯
Fresneda de Cuéllar,弗雷斯内达德库埃利亚尔
Roda de Eresma,罗达德埃雷斯马
Fresno de Cantespino,弗雷斯诺德坎特斯皮诺
Marazoleja,马拉索莱哈
Martín Muñoz de las Posadas,马丁穆尼奥斯-德拉斯波萨达斯
San Cristóbal de Cuéllar,圣克里斯托瓦尔-德库埃利亚尔
San Martín y Mudrián,圣马丁和穆德里安
Cuevas de Provanco,库埃瓦斯德普罗万科
Palacio de Galiana,加利亚纳宫
Casas Colgadas,懸空之屋
Moral de Hornuez,莫拉尔德奥尔努埃斯
Collado Hermoso,科利亚多埃尔莫索
Hontalbilla,翁塔尔维利亚
Escobar de Polendos,埃斯科瓦尔德波伦多斯
Monterrubio (Segovia),蒙特鲁维奥
Cantagallo (España),坎塔加略·(卡斯蒂利亞-萊昂)
Lastras de Cuéllar,拉斯特拉斯德库埃利亚尔
Martín Muñoz de la Dehesa,马丁穆尼奥斯-德拉德埃萨
Fuentesaúco de Fuentidueña,丰特绍科德丰蒂杜埃尼亚
Fuente el Olmo de Fuentidueña,丰特埃洛尔莫德丰蒂杜埃尼亚
Martín Miguel,马丁米格尔
Marugán,马鲁甘
Labajos,拉瓦霍斯
Languilla,兰吉利亚
Muñopedro,穆尼奥佩德罗
Andorra Club de Fútbol,安多拉足球俱乐部
Oreja de cerdo,豬耳
Vuelo 118 de Aviaco,西班牙商業航空118號班機空難
Mata de Cuéllar,马塔德库埃利亚尔
Catedral de San Pedro (Vic),比克主教座堂
Club de Fútbol Rayo Majadahonda,馬亞達洪達閃電足球會
Junta de Andalucía,安达卢西亚政府
Texas (Nueva España),西屬德克薩斯
Cordillera Penibética,佩尼貝蒂科山脈
Club de Futbol Gavà,加瓦足球會
Cordillera Subbética,苏贝蒂卡山脉
Castilla la Nueva,新卡斯蒂利亚·(西班牙)
Real de Gandía,雷亚尔德甘迪亚
Villa de Vallecas,巴列卡斯镇区
Navafría (Segovia),纳瓦夫里亚
Premio Nacional de las Letras Españolas,西班牙国家文学奖
Armuña (Segovia),阿尔穆尼亚
Casas Bajas (Valencia),卡萨斯瓦哈斯
Tales (Castellón),塔莱斯
Matabuena (Segovia),马塔武埃纳
Codorniz (Segovia),科多尔尼斯
La Losa (Segovia),拉洛萨
Parlamento de Galicia,加利西亚议会
Bando sublevado,國民軍·(西班牙)
Sortu,创造·(政党)
Unión do Povo Galego,加利西亚人民联盟
Corcos del Valle,科尔科斯
Club de Fútbol Badalona Futur,利亚戈斯特拉体育联盟
Castillo de Montjuic,蒙锥克城堡
Isozaki Atea,矶崎新之门
Plaza de toros Los Califas,哈里发斗牛场
Laguna de Contreras,拉古纳德孔特雷拉斯
Fuentepiñel,丰特皮涅尔
Ortigosa del Monte,奥尔蒂戈萨德尔蒙特
Gomezserracín,戈梅斯塞拉辛
Maderuelo,马德鲁埃洛
Castrillo de Onielo,卡斯特里略德奥涅洛
Muñoveros,穆尼奥韦罗斯
Sotobañado y Priorato,索托瓦尼亚多伊普里奥拉托
