Osasco,奥萨斯库
Polo aquático nos Jogos Olímpicos de Verão de 2016 - Feminino,2016年夏季奧林匹克運動會女子水球比賽
Polo aquático nos Jogos Olímpicos de Verão de 2016 - Masculino,2016年夏季奧林匹克運動會男子水球比賽
Tênis nos Jogos Olímpicos de Verão de 2016 - Duplas masculinas,2016年夏季奧林匹克運動會網球男子雙打比賽
Tênis nos Jogos Olímpicos de Verão de 2016 - Duplas femininas,2016年夏季奧林匹克運動會網球女子雙打比賽
UFC 212,UFC·212
Grande Prêmio do Brasil de 2017,2017年巴西大獎賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 400 m feminino,2016年夏季奧林匹克運動會田徑女子400公尺比賽
Judô nos Jogos Olímpicos de Verão de 2016 - Até 90 kg masculino,2016年夏季奧林匹克運動會男子90公斤級柔道比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 800 m feminino,2016年夏季奧林匹克運動會田徑女子800公尺比賽
Judô nos Jogos Olímpicos de Verão de 2016 - Até 73 kg masculino,2016年夏季奧林匹克運動會男子73公斤級柔道比賽
Judô nos Jogos Olímpicos de Verão de 2016 - Até 81 kg masculino,2016年夏季奧林匹克運動會男子81公斤級柔道比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Até 49 kg feminino,2016年夏季奧林匹克運動會女子49公斤級跆拳道比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 1500 m masculino,2016年夏季奧林匹克運動會田徑男子1500公尺比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Mais de 80 kg masculino,2016年夏季奧林匹克運動會男子80公斤以上級跆拳道比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Mais de 67 kg feminino,2016年夏季奧林匹克運動會女子67公斤以上級跆拳道比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Até 57 kg feminino,2016年夏季奧林匹克運動會女子57公斤級跆拳道比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 400 m masculino,2016年夏季奧林匹克運動會田徑男子400公尺比賽
Brasil nos Jogos Olímpicos de Inverno de 2018,2018年冬季奥林匹克运动会巴西代表团
Eleições gerais no Brasil em 2018,2018年巴西大選
Operação Carne Fraca,巴西黑心肉事件
Atletismo nos Jogos Olímpicos de Verão de 2016 - 200 m feminino,2016年夏季奧林匹克運動會田徑女子200公尺比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Até 58 kg masculino,2016年夏季奧林匹克運動會男子58公斤級跆拳道比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Até 68 kg masculino,2016年夏季奧林匹克運動會男子68公斤級跆拳道比賽
Taekwondo nos Jogos Olímpicos de Verão de 2016 - Até 80 kg masculino,2016年夏季奧林匹克運動會男子80公斤級跆拳道比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 100 m feminino,2016年夏季奧林匹克運動會田徑女子100公尺比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 1500 m feminino,2016年夏季奧林匹克運動會田徑女子1500公尺比賽
Judô nos Jogos Olímpicos de Verão de 2016 - Até 100 kg masculino,2016年夏季奧林匹克運動會男子100公斤級柔道比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Individual geral masculino,2016年夏季奧林匹克運動會體操男子個人全能比賽
Handebol nos Jogos Olímpicos de Verão de 2016 - Feminino,2016年夏季奧林匹克運動會女子手球比賽
Handebol nos Jogos Olímpicos de Verão de 2016 - Masculino,2016年夏季奧林匹克運動會男子手球比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Solo masculino,2016年夏季奧林匹克運動會體操男子自由體操比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Barra fixa,2016年夏季奧林匹克運動會體操男子單槓比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Barras paralelas,2016年夏季奧林匹克運動會體操男子雙槓比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Cavalo com alças,2016年夏季奧林匹克運動會體操男子鞍馬比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Argolas,2016年夏季奧林匹克運動會體操男子吊環比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Salto masculino,2016年夏季奧林匹克運動會體操男子跳馬比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Keirin masculino,2016年夏季奧林匹克運動會自由車男子競輪賽
Lutas nos Jogos Olímpicos de Verão de 2016 - Livre até 48 kg feminino,2016年夏季奧林匹克運動會摔跤比賽—女子自由式48公斤級
Atletismo nos Jogos Olímpicos de Verão de 2016 - 100 m com barreiras feminino,2016年夏季奧林匹克運動會田徑女子100公尺跨欄比賽
Voleibol de praia nos Jogos Olímpicos de Verão de 2016 - Masculino,2016年夏季奧林匹克運動會男子沙灘排球比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Estrada contra o relógio feminino,2016年夏季奧林匹克運動會女子公路單車個人計時賽
Parque Nacional Mapinguari,馬平瓜里國家公園
Atletismo nos Jogos Olímpicos de Verão de 2016 - Salto em altura feminino,2016年夏季奧林匹克運動會田徑女子跳高比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Salto feminino,2016年夏季奧林匹克運動會體操女子跳馬比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Barras assimétricas,2016年夏季奧林匹克運動會體操女子高低槓比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Salto triplo feminino,2016年夏季奧林匹克運動會田徑女子三級跳遠比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Individual geral feminino,2016年夏季奧林匹克運動會體操女子個人全能比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Trave,2016年夏季奧林匹克運動會體操女子平衡木比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Heptatlo feminino,2016年夏季奧林匹克運動會田徑女子七項全能比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Lançamento de martelo feminino,2016年夏季奧林匹克運動會田徑女子鏈球比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Lançamento de dardo feminino,2016年夏季奧林匹克運動會田徑女子標槍比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Arremesso de peso feminino,2016年夏季奧林匹克運動會田徑女子鉛球比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Lançamento de disco feminino,2016年夏季奧林匹克運動會田徑女子鐵餅比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Fossa olímpica dublê masculino,2016年夏季奧林匹克運動會射擊男子雙不定向飛靶比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Pistola livre 25 m feminino,2016年夏季奧林匹克運動會射擊女子25公尺手槍比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Carabina três posições masculino,2016年夏季奧林匹克運動會射擊男子50公尺步槍三姿比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Pistola livre 50 m masculino,2016年夏季奧林匹克運動會射擊男子50公尺手槍比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Carabina deitado 50 m masculino,2016年夏季奧林匹克運動會射擊男子50公尺步槍臥射比賽
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Plataforma 10 m sincronizado masculino,2016年夏季奧林匹克運動會跳水男子雙人10米高台比賽
Arena do Futuro,未來體育館
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Corrida em estrada feminina,2016年夏季奧林匹克運動會女子公路自由車比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Corrida em estrada masculina,2016年夏季奧林匹克運動會男子公路自由車比賽
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Trampolim 3 m individual feminino,2016年夏季奧林匹克運動會跳水女子3米彈板比賽
Parque Nacional Guaricana,瓜里卡納國家公園
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Keirin feminino,2016年夏季奧林匹克運動會自由車女子競輪賽
Vela nos Jogos Olímpicos de Verão de 2016 - 470 feminino,2016年夏季奧林匹克運動會帆船女子雙人小艇470型比賽
Vela nos Jogos Olímpicos de Verão de 2016 - 470 masculino,2016年夏季奧林匹克運動會帆船男子雙人小艇470型比賽
Ginástica rítmica nos Jogos Olímpicos de Verão de 2016 - Grupos,2016年夏季奧林匹克運動會韻律體操女子團體全能比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Solo feminino,2016年夏季奧林匹克運動會體操女子自由體操比賽
Canoagem nos Jogos Olímpicos de Verão de 2016 - K-2 500 m feminino,2016年夏季奧林匹克運動會輕艇女子500公尺雙人愛斯基摩艇比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Velocidade feminino,2016年夏季奧林匹克運動會自由車女子個人爭先賽
Lutas nos Jogos Olímpicos de Verão de 2016 - Greco-romana até 130 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子古典式130公斤級
Lutas nos Jogos Olímpicos de Verão de 2016 - Greco-romana até 66 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子古典式66公斤級
Canoagem nos Jogos Olímpicos de Verão de 2016 - C-1 1000 m masculino,2016年夏季奧林匹克運動會輕艇男子1000公尺單人加拿大式艇比賽
Canoagem nos Jogos Olímpicos de Verão de 2016 - K-1 200 m feminino,2016年夏季奧林匹克運動會輕艇女子200公尺單人愛斯基摩艇比賽
Bocha nos Jogos Paralímpicos de Verão de 2016,2016年夏季殘疾人奧林匹克運動會硬地滾球比賽
Futebol de 7 nos Jogos Paralímpicos de Verão de 2016,2016年夏季残疾人奥林匹克运动会七人制足球比赛
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Trampolim 3 m sincronizado masculino,2016年夏季奧林匹克運動會跳水男子雙人3米彈板比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Estrada contra o relógio masculino,2016年夏季奧林匹克運動會男子公路單車個人計時賽
Lutas nos Jogos Olímpicos de Verão de 2016 - Greco-romana até 59 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子古典式59公斤級
Tiro nos Jogos Olímpicos de Verão de 2016 - Skeet masculino,2016年夏季奧林匹克運動會射擊男子定向飛靶比賽
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Trampolim 3 m individual masculino,2016年夏季奧林匹克運動會跳水男子3米彈板比賽
Natação nos Jogos Olímpicos de Verão de 2016 - 200 m medley feminino,2016年夏季奧林匹克運動會女子200公尺個人混合式比賽
Vela nos Jogos Olímpicos de Verão de 2016 - Laser,2016年夏季奧林匹克運動會帆船男子單人小艇雷射型比賽
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Plataforma 10 m sincronizado feminino,2016年夏季奧林匹克運動會跳水女子雙人10米高台比賽
Vela nos Jogos Olímpicos de Verão de 2016 - Laser Radial,2016年夏季奧林匹克運動會帆船女子單人小艇輻射型比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Skeet feminino,2016年夏季奧林匹克運動會射擊女子定向飛靶比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 50 km marcha atlética masculina,2016年夏季奧林匹克運動會田徑男子50公里競走比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Fossa olímpica feminino,2016年夏季奧林匹克運動會射擊女子不定向飛靶比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Salto com vara feminino,2016年夏季奧林匹克運動會田徑女子撐竿跳高比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Salto em distância feminino,2016年夏季奧林匹克運動會田徑女子跳遠比賽
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Trampolim 3 m sincronizado feminino,2016年夏季奧林匹克運動會跳水女子雙人3米彈板比賽
Vela nos Jogos Olímpicos de Verão de 2016 - RS:X masculino,2016年夏季奧林匹克運動會帆船男子風浪板比賽
Natação nos Jogos Olímpicos de Verão de 2016 - Revezamento 4x200 m livre masculino,2016年夏季奧林匹克運動會男子4×200公尺自由式接力比賽
Natação nos Jogos Olímpicos de Verão de 2016 - Revezamento 4x200 m livre feminino,2016年夏季奧林匹克運動會女子4×200公尺自由式接力比賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Equipes femininas,2016年夏季奧林匹克運動會體操女子團體比賽
Vela nos Jogos Olímpicos de Verão de 2016 - RS:X feminino,2016年夏季奧林匹克運動會帆船女子風浪板比賽
Ginástica rítmica nos Jogos Olímpicos de Verão de 2016 - Individual geral,2016年夏季奧林匹克運動會韻律體操女子個人全能比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Revezamento 4x400 m feminino,2016年夏季奥林匹克运动会田径女子4×400米接力比赛
Atletismo nos Jogos Olímpicos de Verão de 2016 - 400 m com barreiras masculino,2016年夏季奧林匹克運動會田徑男子400公尺跨欄比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - Revezamento 4x100 m feminino,2016年夏季奥林匹克运动会田径女子4×100米接力比赛
Atletismo nos Jogos Olímpicos de Verão de 2016 - Revezamento 4x400 m masculino,2016年夏季奥林匹克运动会田径男子4×400米接力比赛
Atletismo nos Jogos Olímpicos de Verão de 2016 - 20 km marcha atlética masculina,2016年夏季奧林匹克運動會田徑男子20公里競走比賽
Nado sincronizado nos Jogos Olímpicos de Verão de 2016 - Dueto,2016年夏季奧林匹克運動會水上芭蕾比賽雙人項目
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Perseguição por equipes feminino,2016年夏季奧林匹克運動會自由車女子團體追逐賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Perseguição por equipes masculino,2016年夏季奧林匹克運動會自由車男子團體追逐賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Velocidade por equipes masculino,2016年夏季奧林匹克運動會自由車男子團體爭先賽
Ginástica de trampolim nos Jogos Olímpicos de Verão de 2016 - Feminino,2016年夏季奧林匹克運動會女子彈翻床比賽
Nado sincronizado nos Jogos Olímpicos de Verão de 2016 - Equipes,2016年夏季奧林匹克運動會水上芭蕾比賽團體項目
Atletismo nos Jogos Olímpicos de Verão de 2016 - 400 m com barreiras feminino,2016年夏季奧林匹克運動會田徑女子400公尺跨欄比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 10000 m feminino,2016年夏季奧林匹克運動會田徑女子10000公尺比賽
Tiro nos Jogos Olímpicos de Verão de 2016 - Fossa olímpica masculino,2016年夏季奧林匹克運動會射擊男子不定向飛靶比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 20 km marcha atlética feminina,2016年夏季奧林匹克運動會田徑女子20公里競走比賽
Atletismo nos Jogos Olímpicos de Verão de 2016 - 3000 m com obstáculos feminino,2016年夏季奧林匹克運動會田徑女子3000公尺障礙賽
Ginástica artística nos Jogos Olímpicos de Verão de 2016 - Equipes masculinas,2016年夏季奧林匹克運動會體操男子團體比賽
Vela nos Jogos Olímpicos de Verão de 2016 - Nacra 17,2016年夏季奥林匹克运动会帆船混合双人小艇诺卡拉17型比赛
Vela nos Jogos Olímpicos de Verão de 2016 - 49erFX,2016年夏季奧林匹克運動會帆船女子雙人小艇49人型比賽
Ginástica de trampolim nos Jogos Olímpicos de Verão de 2016 - Masculino,2016年夏季奧林匹克運動會男子彈翻床比賽
Vela nos Jogos Olímpicos de Verão de 2016 - 49er,2016年夏季奧林匹克運動會帆船男子雙人小艇49人型比賽
Vela nos Jogos Olímpicos de Verão de 2016 - Finn,2016年夏季奧林匹克運動會帆船男子芬蘭型比賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Velocidade por equipes feminino,2016年夏季奧林匹克運動會自由車女子團體爭先賽
Ciclismo nos Jogos Olímpicos de Verão de 2016 - Velocidade masculino,2016年夏季奧林匹克運動會自由車男子個人爭先賽
Lutas nos Jogos Olímpicos de Verão de 2016 - Greco-romana até 75 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子古典式75公斤級
Saltos ornamentais nos Jogos Olímpicos de Verão de 2016 - Plataforma 10 m individual feminino,2016年夏季奧林匹克運動會跳水女子10米高台比賽
Hipismo nos Jogos Olímpicos de Verão de 2016 - Saltos individual,2016年夏季奧林匹克運動會馬術個人場地障礙賽
Lutas nos Jogos Olímpicos de Verão de 2016 - Livre até 74 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子自由式74公斤級
Lutas nos Jogos Olímpicos de Verão de 2016 - Livre até 57 kg masculino,2016年夏季奧林匹克運動會摔跤比賽—男子自由式57公斤級
Canoagem nos Jogos Olímpicos de Verão de 2016 - K-4 1000 m masculino,2016年夏季奧林匹克運動會輕艇男子1000公尺四人愛斯基摩艇比賽
Canoagem nos Jogos Olímpicos de Verão de 2016 - K-4 500 m feminino,2016年夏季奧林匹克運動會輕艇女子500公尺四人愛斯基摩艇比賽
Canoagem nos Jogos Olímpicos de Verão de 2016 - K-1 200 m masculino,2016年夏季奧林匹克運動會輕艇男子200公尺單人愛斯基摩艇比賽
