室伏広治,무로후시 고지
石橋政嗣,이시바시 마사시
木村允彦,기무라 마사히코
澤口雅彦,사와구치 마사히코
松平康英,마쓰이 야스히데
宇都宮三郎,우쓰노미야 사부로
北川博敏,기타가와 히로토시
穴井千尋,아나이 치히로
西内まりや,니시우치 마리야
大野緑一郎,오노 로쿠이치로
久坂玄瑞,구사카 겐즈이
尻無浜冴美,시나하마 사에미
新川優愛,신카와 유아
田中武雄・(拓務官僚),다나카 다케오
佐々木すみ江,사사키 스미에
江守徹,에모리 토오루
北山宏光,키타야마 히로미츠
高木守道,다카기 모리미치
足立光宏,아다치 미쓰히로
藤田平,후지타 다이라
八嶋智人,야시마 노리토
菊川曉,사토루 기쿠가와
桐谷健太,키리타니 켄타
藤原清衡,후지와라노 기요히라
小林薫,고바야시 가오루 (배우)
大和田伸也,오오와다 신야
近衛尚子,고노에 히사코
リリー・フランキー,릴리 프랭키
松田宣浩,마쓰다 노부히로
うすいたかやす,우스이 타카야스
城恵理子,죠 에리코
村山彩希,무라야마 유이리
酒井若菜,사카이 와카나
三浦貴大,미우라 타카히로
木梨憲武,키나시 노리타케
木下春奈,키노시타 하루나
岡野昭仁,오카노 아키히토
加藤泰明,가토 야스아키
ホッピー神山,홋피 카미야마
佐野和真,사노 카즈마
中田健太郎,나카타 겐타로
堀健人,호리 겐토
関憲太郎,세키 겐타로
福田健人,후쿠다 겐토
小松憲太,고마쓰 겐타
泉健太,이즈미 겐타
生駒里奈,이코마 리나
平石健太,히라이시 겐타
吉川健太,요시카와 겐타
森谷賢太郎,모리야 겐타로
内田健太,우치다 겐타
西岡謙太,니시오카 겐타
西勇輝,니시 유키
林丹丹,하야시 탄탄
宝樹院・(徳川家光側室),호주인 (마시야마씨)
深谷隆司,후카야 다카시
小松辰雄,고마쓰 다쓰오
土橋真二郎,도바시 신지로
金子栞,카네코 시오리
フォンチー,폰치
斎藤佑樹,사이토 유키 (1988년)
やまざき貴子,야마자키 타카코
小林一三,고바야시 이치조
齊藤悠葵,사이토 유키 (1987년)
草野マサムネ,쿠사노 마사무네
有栖川有栖,아리스가와 아리스
木田勇,기다 이사무
助野嘉昭,스케노 요시아키
堀本律雄,호리모토 리쓰오
河野一郎,고노 이치로
熊野輝光,구마노 데루미쓰
松本哉,마쓰모토 하지메
南波あつこ,난바 아츠코
古谷静佳,후루야 시즈카
大野まりな,오노 마리나
高橋メアリージュン,타카하시 메리준
白谷建人,시라타니 겐토
マルセ太郎,김균홍
鈴木政江,스즈키 마사에
井手口正昭,이데구치 마사아키
城雅子,조 마사코
宮阪政樹,미야사카 마사키
吉田正樹・(サッカー選手),요시다 마사키
三浦雅子,미우라 마사코
松平信平,마쓰다이라 노부히라
鷹司孝子,다카쓰카사 다카코
貞子内親王,데이시 내친왕 (1606년)
鷹司信子,다카쓰카사 노부코
阪脩,사카 오사무
尾上菊五郎・(5代目),오노에 키쿠고로 (5대)
安部理,아베 오사무
三浦修,미우라 오사무
石渡治,이시와타 오사무
茂木清夫,모기 기요
千容子,센 마사코
ピエール瀧,피에르 타키
二条舎子,니조 이에코
月光院,겟코인
駒田徳広,고마다 노리히로
後藤光尊,고토 미쓰타카
土橋正幸,도바시 마사유키
逢空万太,아이소라 만타
山本省吾,야마모토 쇼고
順性院,준쇼인
築地俊彦,츠키지 토시히코
高殿円,타카도노 마도카
遠藤海成,엔도 미나리
上田晋也,우에다 신야
葉賀ユイ,하가 유이
四季童子,시키 도지
山本二三,야마모토 니조
藤真拓哉,후지마 다쿠야
結賀さとる,유이가 사토루
加藤雅美,가토 마미
近衛熙子,고노에 히로코
相川友希,아이카와 유키
大木亜希子,아키코 (배우)
金秀俊,김수준
松島聡,마츠시마 소우
松本ぷりっつ,마쓰모토 프리츠
真飛聖,마토부 세이
市姫,이치히메
大田泰示,오타 다이시
喜多道枝,키타 미치에
山口俊,야마구치 슌
磯部弘,이소베 히로시
聖悠紀,히지리 유키
三木谷浩史,미키타니 히로시
坂口憲二,사카구치 겐지
川崎憲次郎,가와사키 겐지로
櫻内義雄,사쿠라우치 요시오
竹井詩織里,다케이 시오리
團紀彦,단 노리히코
及川光博,오이카와 미츠히로
伊藤芳明,이토 요시아키
清水マリコ,시미즈 마리코
江渡万里彩,에토 마리아
倉成正,구라나리 다다시
滝口ミラ,타키구치 미라
那須川将大,나스카와 마사히로
石川雅博,이시카와 마사히로
安部真弘,안베 마사히로
今村雅弘,이마무라 마사히로 (1947년)
安藤正容,안도 마사히로
加藤恒平,가토 고헤이
黒木晃平,구로키 고헤이
八反田康平,핫탄다 고헤이
比嘉厚平,히가 고헤이
春仁王妃直子,이치조 나오코
一条美賀子,이치조 미카코
近衛維子,고노에 고레코
近衞忠大,고노에 다다히로 (1970년)
近衞甯子,고노에 야스코
一条富子,이치조 도미코
伏見朝子,후시미 도키코
梨田昌孝,나시다 마사타카
塙保己一,하나와 호키치
福井理人,후쿠이 마사토
吉原正人,요시하라 마사토
古尾谷雅人,후루오야 마사토
桜井正人,사쿠라이 마사토
中井竹山,나카이 지쿠잔
戸部けいこ,도베 게이코
酒井忠勝・(出羽国庄内藩主),사카이 다다카쓰 (1594년)
伊集院彦吉,이주인 히코키치
松田彬人,니지네
斎藤広祐,사이토 고스케
尾花高夫,오바나 다카오
岡崎勝男,오카자키 가쓰오
中山太郎,나카야마 다로
芳澤謙吉,요시자와 겐키치
石原良,이시하라 료
小林繁,고바야시 시게루
渡部篤郎,와타베 아츠로
吉田小百合,요시다 사유리
松平家信,마쓰다이라 이에노부
鉄平・(野球),쓰치야 뎃페이
Wakana・(歌手),오타키 와카나
萩原えみこ,하기와라 에미코
藤原多子,후지와라노 마사루코
史朗,시모모토 시로
池水通洋,이케미즈 미치히로
美山加恋,미야마 카렌
水野忠精,미즈노 다다키요 (1833년)
佐藤信淵,사토 노부히로
河本大作,고모토 다이사쿠
香西かおり,코자이 카오리
木内レイコ,키우치 레이코
きゆづきさとこ,기유즈키 사토코
Hikaru・(歌手),마사이 히카루
EXILE・ÜSA,우사미 요시히로
権藤博,곤도 히로시
松平家元,마쓰다이라 이에모토
深澤真紀,후카사와 마키
椎名桔平,시이나 킷페이
我妻栄,와가쓰마 사카에
中島康平,나카시마 고헤이
田尾安志,다오 야스시
松平家清,마쓰다이라 이에키요
大塚耕平,오쓰카 고헤이
戸沢政盛,도자와 마사모리
三島康平,미시마 고헤이
閑院宮春仁王,간인 스미히토
閑院宮愛仁親王,간인노미야 나루히토 친왕
多嘉王,타카 왕
賀陽宮恒憲王,가야 쓰네노리
賀陽宮邦憲王,가야노미야 구니노리 왕
華頂宮博経親王,가초노미야 히로쓰네 친왕
下田光平,시모다 고헤이
山田晃平,야마다 고헤이
山本孝平,야마모토 고헤이
内田航平,우치다 고헤이
伏見宮邦家親王,후시미노미야 구니이에 친왕
伊達宗敦,다테 무네아쓰
水谷允俊,미즈타니 마사토시
石田真敏,이시다 마사토시 (정치인)
柴田阿弥,시바타 아야
小野正利,오노 마사토시
華頂宮博厚親王,가초노미야 히로아쓰 친왕
渡辺正人,마사토 와타나베
萩生田光一,하기우다 고이치
野崎雅也,노자키 마사야
沖雅也,오키 마사야
工藤孝一,구도 고이치
川本幸民,가와모토 고민
斎藤雅也,사이토 마사야
佐藤将也,사토 마사야
細野雅世,호소노 마사요
鈴木将也,스즈키 마사야
鳩彦王妃允子内親王,야스히코 왕비 노부코 내친왕
利子内親王,도시코 내친왕 (1197년)
範子内親王,한시 내친왕
木下正貴,기노시타 마사키
山階宮武彦王,야마시나 다케히코
珣子内親王,슌시 내친왕
鹿賀ミツル,가가 미쓰루
劇団ひとり,게키단 히토리
岡本大八,오카모토 다이하치
井上堅二,이노우에 겐지 (소설가)
岩崎夏海,이와사키 나쓰미
鶴姫・(徳川綱吉長女),쓰루히메 (도쿠가와 쓰나요시의 장녀)
大槻ケンヂ,오쓰키 겐지
藤本祐司,후지모토 유지
梶山静六,가지야마 세이로쿠
梵英心,소요기 에이신
臼井日出男,우스이 히데오
IKKO,IKKO
篠原泰之進,시노하라 다이노신
國立幸,코쿠류 사치
高瀬一矢,타카세 카즈야
日本鬼子・(キャラクター),히노모토 오니코
朝倉健太,아사쿠라 겐타
小早川毅彦,고바야카와 다케히코
小倉正恒,오구라 마사쓰네
細川政元,호소카와 마사모토
景浦將,가게우라 마사루
小野清子,오노 기요코
太地喜和子,타이치 키와코
佐藤洸一,사토 고이치 (축구 선수)
山本公一,야마모토 고이치
緒方孝市,오가타 고이치 (1968년 12월)
雨森芳洲,아메노모리 호슈
ライオネス飛鳥,라이오네스 아스카
大西孝治,오니시 고지
野田紘史,노다 고지
蜂須賀孝治,하치스카 고지
西田満寿次郎,니시다 마스지로
真斗,마토 (만화가)
章子内親王,쇼시 내친왕 (1027년)
松平家忠,마쓰다이라 이에타다 (후코즈 마쓰다이라가)
曦子内親王,기시 내친왕 (1224년)
中村優花・(フリーアナウンサー),나카무라 유카
若宮清,와카미야 키요시
鳥居忠文,도리이 다다후미
宮本佳那子,미야모토 카나코
乃南アサ,노나미 아사
堀栄三,호리 에이조
大平光代,오히라 미쓰요
山崎闇斎,야마자키 안사이
久木田紳吾,구키타 신고
向慎一,무카이 신이치
柴田慎吾,시바타 신고
松浦久信・(平戸藩主),마쓰라 히사노부
松前崇広,마쓰마에 다카히로 (12대)
金尾哲夫,카나오 테츠오
今岡信治,이마오카 신지
冨成慎司,도미나리 신지
福留繁,후쿠도메 시게루
中川里江,나카가와 리에
出川哲朗,데가와 테츠로
三浦哲郎・(サッカー指導者),미우라 데쓰로
舩津徹也,후나쓰 데쓰야
鈴木孝司,스즈키 고지 (축구 선수)
高野光司,다카노 고지
仙石廉,센고쿠 렌
永井路子,나가이 미치코
松平信祝,마쓰다이라 노부토키
松平保男,마쓰다이라 모리오
松平信綱,마쓰다이라 노부쓰나
松平信庸・(上山藩主),마쓰다이라 노부쓰네 (1844년)
松平忠明,마쓰다이라 다다아키라 (1583년)
松平乗寿,마쓰다이라 노리나가 (오규 마쓰다이라가)
松平資俊,마쓰다이라 스케토시
松本怜,마쓰모토 레이
小林通孝,코바야시 미치타카
園崎未恵,소노자키 미에
ミッキー・カーチス,미키 커티스
柳川次郎,양원석
福島リラ,후쿠시마 리라
尾高朝雄,오다카 도모오
内村光良,우치무라 테루요시
有薗真吾,아리조노 신고
金丸信,가네마루 신
岸田森,키시다 신
木村浩吉・(サッカー選手),기무라 고키치
篠原弘次郎,시노하라 고지로
風間宏希,가자마 고키
清武功暉,기요타케 고키
森本茂樹・(ゲームクリエイター),모리모토 시게키
室伏重信,무로후시 시게노부
菊池こころ,키쿠치 코코로
松平信復,마쓰다이라 노부나오 (오코치 마쓰다이라가)
松平昌親,마쓰다이라 요시노리 (1640년)
松平茂昭,마쓰다이라 모치아키
荻原碌山,오기와라 로쿠잔
ロメロ・フランク,로메로 프랑크
後藤涼,고토 료
奥井諒,오쿠이 료
野嶋良,노지마 료
平出涼,히라이데 료
竹内涼,다케우치 료
新井涼平・(サッカー選手),아라이 료헤이 (축구 선수)
田所諒,다도코로 료
関原凌河,세키하라 료가
藤原良平,후지와라 료헤이
吉濱遼平,요시하마 료헤이
福井諒司,후쿠이 료지
新庄直頼,신조 나오요리
安達忍,아다치 시노부
福原忍,후쿠하라 시노부
桧山進次郎,히야마 신지로
佐藤信介,사토 신스케
清水慎太郎,시미즈 신타로
芦田伸介,아시다 신스케
武田良太,다케다 료타
梶川諒太,가지카와 료타
磯村亮太,이소무라 료타
足助翔,아스케 쇼
新井良太,아라이 료타
早坂良太,하야사카 료타
轟夕起子,토도로키 유키코
GILLE,GILLE
藤子不二雄A,후지코 후지오 A
冨田恵一,토미타 케이치
村田翔,무라타 쇼
米田哲也,요네다 데쓰야
神村奨,가미무라 쇼
矢島慎也,야지마 신야
上原慎也,우에하라 신야
佐藤真也,사토 신야
仲邑信也,나카무라 신야
小林亜実,코바야시 아미
福田力,후쿠다 리키
原川力,하라카와 리키
森山理来,모리야마 리쿠
増田繁人,마스다 시게토
後藤茂之,고토 시게유키
島村速雄,시마무라 하야오
島津忠重,시마즈 다다시게
久嶋志帆,히사지마 시호
志保,시호 (배우)
田中輝希,다나카 데루키
寺沢広高,데라자와 히로타카
古畑奈和,후루하타 나오
越智亮介,오치 료스케
川鍋良祐,가와나베 료스케
木村四郎七,기무라 시로시치
高安亮介,다카야스 료스케
刀根亮輔,도네 료스케
三浦涼介,미우라 료스케
徳川宗春,도쿠가와 무네하루
徳川義知,도쿠가와 요시토모 (오와리 도쿠가와가)
山﨑賢人,야마자키 켄토
徳川義親,도쿠가와 요시치카
徳川義宣,도쿠가와 요시노부 (오와리 도쿠가와가)
徳川義崇,도쿠가와 요시타카
加部未蘭,가베 미란
妹尾隆佑,세노오 류스케
大竹隆人,오타케 류토
酒井隆介,사카이 류스케
柳崎祥兵,야나기자키 쇼헤이
横山翔平,요코야마 쇼헤이
高橋祥平,다카하시 쇼헤이
内田美希,우치다 미키
金龍静,긴류 시즈카
千賀健永,센가 켄토
廣永遼太郎,히로나가 료타로
田鍋陵太,다나베 료타
太田竜,오타 류
岡田翔平,오카다 쇼헤이
廣田隆治,히로타 류지
伊藤竜司,이토 류지
佐々木翔・(サッカー選手),사사키 쇼 (축구 선수)
佐藤祥,사토 쇼
杉本竜士,스기모토 류지
山口翔悟,야마구치 쇼고
下地奨,시모지 쇼
藤牧祥吾,후지마키 쇼고
岸田翔平,기시다 쇼헤이
小向美奈子,코무카이 미나코
南方熊楠,미나카타 구마구스
三五美奈子,산고 미나코
関光博,세키 미쓰히로
渡辺美佐子,와타나베 미사코
伊達三郎,다테 사부로
岩本ナオ,이와모토 나오
