George Washington,ジョージ・ワシントン
Joe Perry (musician),ジョー・ペリー
Jason Lezak,ジェイソン・レザック
Tom Brady,トム・ブレイディ
Erich Wolfgang Korngold,エーリヒ・ヴォルフガング・コルンゴルト
Thomas Harris,トマス・ハリス
Bruce Timm,ブルース・ティム
Tony Stewart,トニー・スチュワート
Tom Lehrer,トム・レーラー
Mike Markkula,マイク・マークラ
Jake Thomas,ジェイク・トーマス
Howard Fast,ハワード・ファスト
Edwin H. Land,エドウィン・ハーバート・ランド
Grote Reber,グロート・レーバー
Terence Knox,テレンス・ノックス
Little Walter,リトル・ウォルター
Anna Zatonskih,アンナ・ザトンスキー
Lewis B. Stillwell,ルイス・スティルウェル
KRS-One,KRS・ワン
Melania Trump,メラニア・トランプ
James Nachtwey,ジェームズ・ナクトウェイ
Melissa Morrison-Howard,メリッサ・モリソン
Thomas L. Young,トーマス・ロウリー・ヤング
Shawn Wayans,ショーン・ウェイアンズ
Héctor Elizondo,ヘクター・エリゾンド
Rodney Mullen,ロドニー・ミューレン
Evander Holyfield,イベンダー・ホリフィールド
Willard Scott,ウィラード・スコット
Michael Chabon,マイケル・シェイボン
Steven R. McQueen,スティーブン・R・マックイーン
Stephen Covey,スティーブン・R・コヴィー
Brandon Roy,ブランドン・ロイ
Alan Sokal,アラン・ソーカル
Drew Gooden,ドリュー・グッデン
Kenny Satterfield,ケニー・サターフィールド
Harry B. Gray,ハリー・グレイ
Donnie Wahlberg,ドニー・ウォルバーグ
Earl Boykins,アール・ボイキンス
Dikembe Mutombo,ディケンベ・ムトンボ
Lewis H. Morgan,ルイス・ヘンリー・モーガン
Charles Taze Russell,チャールズ・テイズ・ラッセル
Benjamin West,ベンジャミン・ウエスト
Jermaine O'Neal,ジャーメイン・オニール
Meriwether Lewis,メリウェザー・ルイス
Grace Roosevelt,グレース・ルーズベルト
Mildred Gillars,枢軸サリー
Kaitlyn Ashley,ケイトリン・アシュレイ
Pat Harrison,パット・ハリスン
Bobcat Goldthwait,ボブキャット・ゴールドスウェイト
David Karp,デイヴィッド・カープ
Tomas Milian,トーマス・ミリアン
Rod Lurie,ロッド・ルーリー
Ann Cusack,アン・キューザック
Minnie Pearl,ミニー・パール
Aziz Ansari,アジズ・アンサリ
Larry Brown (basketball),ラリー・ブラウン
Pia Zadora,ピア・ザドラ
Evelyn Furtsch,エベリン・ファーチ
Linda Cristal,リンダ・クリスタル
Alice Brown (sprinter),アリス・ブラウン
Toshiko Akiyoshi,穐吉敏子
Ruth Laredo,ルース・ラレード
Harvey Cushing,ハーヴェイ・ウィリアムス・クッシング
Chuck Liddell,チャック・リデル
John Harvey Kellogg,ジョン・ハーヴェイ・ケロッグ
Chico Marx,チコ・マルクス
Rosalind E. Krauss,ロザリンド・クラウス
Catrina (wrestler),キャーリー・ペレス
Carla Gallo,カーラ・ギャロ
Horace Greeley,ホレス・グリーリー
Joel McCrea,ジョエル・マクリー
Francis Granger,フランシス・グレンジャー
Arthur Dewey Struble,アーサー・D・ストラブル
Chris Hughes,クリス・ヒューズ・(起業家)
Robert Rubin,ロバート・ルービン
Kelli McCarty,ケリ・マッカーティ
Chris Carter (screenwriter),クリス・カーター・(脚本家)
Lee Smolin,リー・スモーリン
Kim Gallagher,キム・ギャラガー
Greg Oden,グレッグ・オデン
Baron Davis,バロン・デイビス
Michael Redd,マイケル・レッド
Jon Corzine,ジョン・コーザイン
Billy Strayhorn,ビリー・ストレイホーン
La Monte Young,ラ・モンテ・ヤング
Richard Hamilton (basketball),リチャード・ハミルトン
Matthew Gray Gubler,マシュー・グレイ・ギュブラー
Dizzy Reed,ディジー・リード
Sidney Bechet,シドニー・ベシェ
Peter Jacobson,ピーター・ジェイコブソン・(俳優)
Saul Steinberg,ソール・スタインバーグ
Thomas W. Bartley,トーマス・バートリー
Mac Wilkins,マック・ウィルキンズ
Fiona Dourif,フィオナ・ドゥーリフ
Nathan Rosen,ネイサン・ローゼン
S. R. Srinivasa Varadhan,S・R・シュリニヴァーサ・ヴァラダン
Caron Butler,カロン・バトラー
Rudy Gay,ルディ・ゲイ
Chad Hurley,チャド・ハーリー
"Mike Miller (basketball, born 1980)",マイク・ミラー・(バスケットボール)
Vinnie Paul,ヴィニー・ポール
Terence McKenna,テレンス・マッケナ
Braxton Bragg,ブラクストン・ブラッグ
Eugene McCarthy,ユージーン・マッカーシー
Lionel Hampton,ライオネル・ハンプトン
Rip Torn,リップ・トーン
Mario Chalmers,マリオ・チャルマーズ
Tommy Dorsey,トミー・ドーシー
Ronald Evans (astronaut),ロナルド・エヴァンス
Alan Silvestri,アラン・シルヴェストリ
Joseph Bernstein,ヨシフ・ベルンシュタイン
David Crosby,デヴィッド・クロスビー
Big Pun,ビッグ・パン
Gerard Damiano,ジェラルド・ダミアーノ
Adrian Griffin,エイドリアン・グリフィン
Hart Crane,ハート・クレイン
John Elway,ジョン・エルウェイ
Andrew Grove,アンドルー・グローヴ
Kristen Wilson,クリステン・ウィルソン
Daniel Baldwin,ダニエル・ボールドウィン
Julia Quinn,ジュリア・クイン
Herbert B. Maw,ハーバート・ブラウン・モー
Armand van Helden,アーマンド・ヴァン・ヘルデン
Rudy Sarzo,ルディ・サーゾ
Bill Viola,ビル・ヴィオラ
Quinton Jackson,クイントン・ジャクソン
Sequoyah,シクウォイア
Vanilla Ice,ヴァニラ・アイス
J. E. B. Stuart,J・E・B・スチュアート
William James Sidis,ウィリアム・ジェイムズ・サイディズ
Ron McGovney,ロン・マクガヴニー
Billy Crudup,ビリー・クラダップ
Eric Mabius,エリック・メビウス
Michael Chiklis,マイケル・チクリス
Dave Weckl,デイヴ・ウェックル
Nguyễn Văn Thiệu,グエン・バン・チュー
Corin Nemec,コリン・ネメック
Cornelius Vanderbilt,コーネリアス・ヴァンダービルト
Ted Danson,テッド・ダンソン
Donald C. Spencer,ドナルド・スペンサー
Gjon Mili,ジョン・ミリ
Jonathan Bornstein,ジョナサン・ボーンスタイン
Keith David,キース・デイヴィッド
Larry Holmes,ラリー・ホームズ
Hugh Everett III,ヒュー・エヴェレット3世
Peter Shor,ピーター・ショア
Paul Halmos,ポール・ハルモス
George William Hill,ジョージ・ウィリアム・ヒル
Tony Robbins,トニー・ロビンズ
Baruch Goldstein,バールーフ・ゴールドシュテイン
Scooter Libby,ルイス・リビー
Sholem Asch,ショーレム・アッシュ
Edward B. Titchener,エドワード・ティチェナー
William Daniels,ウィリアム・ダニエルズ
James F. Byrnes,ジェームズ・F・バーンズ
Patricia Kennedy Lawford,パトリシア・ケネディ・ローフォード
Jenny Shimizu,ジェニー・シミズ
David Packard,デビッド・パッカード
Bill Hewlett,ウィリアム・ヒューレット
Willis Reed,ウィリス・リード
K. Eric Drexler,K・エリック・ドレクスラー
Charles Demuth,チャールズ・デムス
Arthur Golden,アーサー・ゴールデン
Tyler Hoechlin,タイラー・ホークリン
Alice Pike Barney,アリス・パイク・バーニー
Ben Sidran,ベン・シドラン
Joe Hill (writer),ジョー・ヒル
George Adamski,ジョージ・アダムスキー
DJ Premier,DJプレミア
Alana Evans,アラナ・エヴァンス
Oliver Hart (economist),オリバー・ハート
Maxwell Anderson,マクスウェル・アンダーソン
Sinnamon Love,シナモン・ラブ
Jennifer Ketcham,ジェニファー・ケチャム
Clark Terry,クラーク・テリー
Alicia Rhett,アリシア・レット
Christine Ebersole,クリスティーン・エバーソール
Harold Geneen,ハロルド・ジェニーン
Chris Barnes (musician),クリス・バーンズ
Ashlyn Gere,アシュリン・ギア
Barbara La Marr,バーバラ・ラ・マー
Bobby Jones (golfer),ボビー・ジョーンズ・(ゴルファー)
Eric Carmen,エリック・カルメン
Connor Paolo,コナー・パオロ
Dave Wasson,デイヴ・ワッソン
Christian Laettner,クリスチャン・レイトナー
John J. Ingalls,ジョン・インガルズ
Susan Downey,スーザン・ダウニー
Jack Dempsey,ジャック・デンプシー
Joseph P. Kennedy Sr.,ジョセフ・P・ケネディ
Albion Parris,アルビオン・パリス
Derek Trucks,デレク・トラックス
Roy E. Ayers,ロイ・エルマー・エアーズ
Ross Perot,ロス・ペロー
Tommy Dreamer,トミー・ドリーマー
Jason Schwartzman,ジェイソン・シュワルツマン
Oscar Zariski,オスカー・ザリスキ
Salmon P. Chase,サーモン・チェイス
Jim Hall (musician),ジム・ホール
India Summer,インディア・サマー
Mary-Claire King,メアリー＝クレア・キング
Daniel Johnston,ダニエル・ジョンストン
Euna Lee,ユナ・リー
Robert Rossen,ロバート・ロッセン
William C. Durant,ウィリアム・C・デュラント
Chris Gardner,クリス・ガードナー
Jason Lamy-Chappuis,ジャゾン・ラミー＝シャプイ
Sabrina Lloyd,サブリナ・ロイド
Dan O'Herlihy,ダン・オハーリー
Brian Dennehy,ブライアン・デネヒー
Vidal Sassoon,ヴィダル・サスーン
William Baldwin,ウィリアム・ボールドウィン
Ryan Adams,ライアン・アダムス
Julia Annas,ジュリア・アナス
Renée Felice Smith,レネー・フェリス・スミス
Jeff Gordon,ジェフ・ゴードン
Jerry Cantrell,ジェリー・カントレル
Regina Taylor,レジーナ・テイラー
Alexander Payne,アレクサンダー・ペイン
Butch Cassidy,ブッチ・キャシディ
Ben Harper,ベン・ハーパー
Walter Gay,ウォルター・ゲイ
Ken Shamrock,ケン・シャムロック
Marshall Kay,マーシャル・キー
Patricia Belcher,パトリシア・ベルチャー
Frances Oldham Kelsey,フランシス・ケルシー
Chuck Schumer,チャック・シューマー
Kenny Ortega,ケニー・オルテガ
Al Martino,アル・マルティーノ
Lee Unkrich,リー・アンクリッチ
Ray Parker Jr.,レイ・パーカー・ジュニア
Sal Mineo,サル・ミネオ
Jake Abel,ジェイク・アベル
Michael Sandel,マイケル・サンデル
G. W. Bailey,G・W・ベイリー
Orrin Hatch,オリン・ハッチ
Bob Barker,ボブ・バーカー
Beatrix Farrand,ベアトリクス・ファーランド
Titus Welliver,タイタス・ウェリヴァー
Reb Beach,レブ・ビーチ
Matt Dallas,マット・ダラス
Kevin Sorbo,ケヴィン・ソルボ
Neil Peart,ニール・パート
Tommy Bolin,トミー・ボーリン
Sonny Liston,ソニー・リストン
Edson Buddle,エドソン・バドル
John Carlos,ジョン・カーロス
George Hotz,ジョージ・ホッツ
Mark Boal,マーク・ボール
John Rutledge,ジョン・ラトリッジ
Joan Mondale,ジョーン・モンデール
Judith Lewis Herman,ジュディス・ハーマン
Carla Kihlstedt,カーラ・キールシュテット
Harriet Bland,ハリエット・ブランド
Harry Connick Jr.,ハリー・コニック・ジュニア
George Lakoff,ジョージ・レイコフ
George Wallace,ジョージ・ウォレス
Kira Reed,キラ・リード
Dean Cain,ディーン・ケイン
John L. Sullivan,ジョン・L・サリバン
Larry Craig,ラリー・クレイグ
Brutus Beefcake,ブルータス・ビーフケーキ
Baron von Raschke,バロン・フォン・ラシク
Anthony Parker,アンソニー・パーカー
Chuck Hagel,チャック・ヘーゲル
Mad Dog Coll,ヴィンセント・コール
Swin Cash,スウィン・キャッシュ
Stephen A. Douglas,スティーブン・ダグラス
Kate Douglas Wiggin,ケイト・ダグラス・ウィギン
Courtney Thompson,コートニー・トンプソン
Tasha Tudor,ターシャ・テューダー
Angie Martinez,アンジー・マルチネス
Paul Johansson,ポール・ヨハンセン
Christa Harmotto,クリスタ・ハーモット
Jayne Ann Krentz,ジェイン・アン・クレンツ
Ollie Johnston,オリー・ジョンストン
Sam Cronin,サム・クローニン
Evelyn Ankers,イヴリン・アンカース
Midori (actress),ミドリ・(ポルノ女優)
Elizabeth Sprague Coolidge,エリザベス・スプレーグ・クーリッジ
Cesar Romero,シーザー・ロメロ
Carol Kaye,キャロル・ケイ
Evonne Hsu,許慧欣
Sara Paretsky,サラ・パレツキー
Ellen Kushner,エレン・カシュナー
John Abercrombie (guitarist),ジョン・アバークロンビー
Sister Rosetta Tharpe,シスター・ロゼッタ・サープ
Gram Parsons,グラム・パーソンズ
Tamari Miyashiro,タマリ・ミヤシロ
Torey Hayden,トリイ・ヘイデン
Carlos Bernard,カルロス・バーナード
Casper Van Dien,キャスパー・ヴァン・ディーン
Robert Picardo,ロバート・ピカード
Don S. Davis,ドン・S・デイヴィス
Duane Allman,デュアン・オールマン
Ben Moody,ベン・ムーディー
Eric Singer,エリック・シンガー
John E. Kenna,ジョン・ケンナ
J. J. Barea,J・J・バレア
Big Boi,ビッグ・ボーイ
Richard Thaler,リチャード・セイラー
Raymond Felton,レイモンド・フェルトン
Al Pitrelli,アル・ピトレリ
Monta Ellis,モンタ・エリス
Andrew Wood (singer),アンドリュー・ウッド
Thomas P. M. Barnett,トマス・バーネット・(軍事戦略家)
Gregory Jarvis,グレゴリー・ジャービス
Shawn Crahan,ショーン・クラハン
Jerry Falwell,ジェリー・ファルエル
Edward Steichen,エドワード・スタイケン
Mike McCready,マイク・マクレディ
Cary-Hiroyuki Tagawa,ケイリー＝ヒロユキ・タガワ
John Terry (actor),ジョン・テリー・(俳優)
Anthony Anderson,アンソニー・アンダーソン
Nouriel Roubini,ヌリエル・ルービニ
