Leandro Damião,レアンドロ・ダミアン・ダ・シウバ・ドス・サントス
Jean Lucas de Souza Oliveira,ジェアン・ルーカス・ジ・ソウザ・オリヴェイラ
Ana Hikari,アナ・ヒカリ
Deiveson Figueiredo,デイブソン・フィゲイレード
João Victor da Vitória Fernandes,ジョアン・ヴィクトル・ダ・ヴィトーリア・フェルナンデス
Hamilton Mourão,ハミルトン・ モウロン
Chrysti Ane Lopes,クリスティ・アネ
Bruno Guimarães,ブルーノ・ギマランイス・ロドリゲス・モウラ
Isabella Scherer,イザベラ・シェラー
Gustavo Borges,グスタボ・ボルヘス
Alves Nery Vitor Gabriel,アルベス・ネリー・ヴィートル・ガブリエル
Gabriel Brazão,ガブリエウ・ナシメント・ヘセンジ・ブラゾン
Hélio Junio Nunes de Castro,エリオ・ジュニオ・ヌネス・ジ・カストロ
Matheus Peixoto,マテウス・ペイショット
Erikson Carlos Batista dos Santos,エリクソン・カルロス・バチスタ・ドス・サントス
John Lennon Felinto Silva,ジョン・レノン・フェリント・シルバ
Joanderson de Jesus Assis,ジョアンデルソン・ジ・ジェズス・アシス
Felipe Alves Raymundo,フェリペ・アウヴェス・ライムンド
Roberto Kikawa,ホベルト・キカワ
Yuri Alberto,ユーリ・アウベルト・モンテイロ・ダ・シウヴァ
Kléber Augusto Caetano Leite Filho,クレーベル・アウグスト・カエターノ・レイチ・フィーリョ
Paulo Dantas,パウロ・スルアジー・ド・アマラル・ダンタス
André Jardine,アンドレ・ジャーディン
Ernesto Araújo,エルネスト・アラウージョ
Roberto Campos Neto,ロベルト・カンポス・ネト
Rafael Gevú,ラファエル・ゲブ
Paulo Roberto Nunes Guedes,パウロ・ゲデス
Lucas Halter,ルーカス・アルテル
Mayra Dias,マイラ・ディアス
Gabriel Teodoro Martinelli Silva,ガブリエウ・テオドロ・マルティネッリ・シウヴァ
Éderson José dos Santos Lourenço da Silva,エデルソン・ジョゼ・ドス・サントス・ロウレンソ・ダ・シウヴァ
Vinicius Munhoz,ヴィニシウス・ムニョス
Afonso Lima,アフォンソ・リマ
André Janones,アンドレ・ジャノネス
Fernando Campana,フェルナンド カンパナ
Sandry Roberto,サンドリ・ホベルト・サントス・ゴエス
Antonio Denarium,アントニオ・オリヴェリオ・グラシア・デ・アルメイダ
Eduardo Alencar,エドゥアルド・アレンカール
Johnny Walker de Souza,ジョニー・ウォーカー (格闘家)
Lucas Silva Melo,ルーカス・シウバ・メロ
Itamar Vieira Junior,イタマール・ヴィエイラ・ジュニオール
Glauco Tadeu Passos Chaves,グラウコ・タデウ・パッソス・シャーヴェス
Viviane Obenauf,ヴィヴィアン・オベナウフ
João Azevêdo,ジョアン・アゼヴェード・リンス・フィリォ
Lorenne Geraldo,ロレンネ・テイシェイラ
Gustavo Nonato Santana,グスタヴォ・ノナト・サンタナ
Luan Cândido,ルアン・カンジド・ジ・アウメイダ
Carlos de Menezes Júnior,カルロス・デ・メネセス・ジュニオール
Kiko Dinucci,キコ・ディヌッチ
Robinho,フランシスコ・ヴェリントン・バルボーサ・ジ・リスボア
Antony Matheus dos Santos,アンソニー・マテウス・ドス・サントス
Gerson Gusmão,ジェルソン・グスモン
Ranolfo Vieira Júnior,ラノルフォ・ヴィエラ・ジュニオール
Jose Barreto Miranda,ジョセ・バレト・ミランダ
Giancarlo,ジャンカルロ
Davi de Oliveira Pinheiro,ダヴィ・デ・オリヴェリア・ピンヘイロ
Igor Gomes,イゴール・シウヴェイラ・ゴメス
Matheus França Silva,マテウス・フランサ・シウヴァ
Ednilson Costa Faria,エジニルソン・コスタ・ファリア
Fernando Scheffer,フェルナンド・シェフェル
Michael Richard Delgado de Oliveira,ミシャエウ・ヒシャルジ・デウガド・ジ・オリヴェイラ
Geyse Ferreira,ゲイゼ
Alceu Crestani,アルセウ・クレスターニ
Marcelino Vieira de Freitas,マルセリーノ・ヴィエイラ・ジ・フレイタス
Luis Carlos Fontoura Goes,ルイス・カルロス・フォントゥーラ・ゴーズ
Tiganá,ティガナ
José Carlos Albuquerque,ジョゼ・カルロス・アルブケルケ
Marcella Bragio,マルチェラ・ブラージオ
Adriano Morie,アドリアーノ・モリエ
Lucas Braga Ribeiro,ルーカス・ブラガ・ヒベイロ
Tarcísio de Freitas,タルシジオ・デ・フレイタス
Marcos Rocha,マルコス・ホセ・ロシャ・ドス・サントス
Catarina Macario,カタリナ・マカリオ
João Pedro Junqueira de Jesus,ジョアン・ペドロ・ジュンケイラ・ジ・ジェズス
Marcilio Florencio Mota Filho,ニニョ
Edson Teixeira Filho,エドソン・テイシェイラ・フィーリョ
Marcos Henrique Louzada Silva,マルコス・ロウザダ・シルバ
Marcos Antônio Silva Santos,マルコス・アントニオ・シウヴァ・サントス
Gabriel Furtado,ガブリエウ・ヴィニシウス・ジ・オリヴェイラ・フルタード
Luiz Gustavo Novaes Palhares,ルイス・グスタヴォ・ノヴァエス・パリャレス
Bruno Tubarão,ブルーノ・ヌネス・ジ・バホス
Milka Marcília,ミルカ・マルシリア
Gabriel Diniz,ガブリエル・ジニズ
Alison dos Santos,アリソン・ドス・サントス
Jose Marcelino de Jesus Filho,ジョゼ・マルセリーノ・ジ・ジェズス・フィーリョ
Igor Fraga,イゴール・フラガ
Magno Jose da Silva,マグノ・ジョゼ・ダ・シルバ
Rodolfo Tito de Moraes,ホドルフォ・チト・デ・モラエス
Reinier Jesus Carvalho,ヘイニエル・ジェズス・カルヴァーリョ
Marrony,マロニー・ダ・シウヴァ・リベラート
Júlia Horta,ジュリア・オルタ
Bruno José,ブルーノ・ジョゼ・ジ・ソウザ
Phelipe Megiolaro,フェリピ・メギオラーロ・アウヴェス
Gabriel Menino,ガブリエウ・ヴィニシウス・メニーノ
Walce,ヴァウシ・ダ・シウヴァ・コスタ・フィーリョ
Mateus Cardoso Lemos Martins,マテウス・カルドーソ・レモス・マルチンス
Rafael Miguel,ハファエウ・ミゲル
Alan Ferreira de Souza,アラン・ソウザ
Igor Marcondes,イゴール・マルコンジェス
Renata Frisson,レナータ・フリソン
Hugo Souza,ウーゴ・ジ・ソウザ・ノゲイラ
Matheus Dantas,マテウス・ジ・ジェズス・ダンタス
Hugo Moura Arruda da Silva,ウーゴ・モウラ・アフーダ・ダ・シウヴァ
Rayssa Leal,ライッサ・レアウ
Cadu Libonati,カドゥ・リボナティ
Vitão,ヴィトール・エドゥアルド・ダ・シウヴァ・マトス
Ricardo Milos,リカルド・ミロス
Miguel Silveira,ミゲウ・シウヴェイラ・ドス・サントス
Rodrigo Nestor,ホドリゴ・ネストル・ベルタリア
Halef Pitbull,アレフ・シウヴァ・メロ
Marcio Augusto da Silva Barbosa,マルシオ・アウグスト・ダ・シルバ・バルボサ
Lucas Lovat,ルーカス・ロバト
Arthur vignoli carreira,アルトゥール・ヴィグノリ・カレイラ
Adriel Tadeu Ferreira da Silva,アドリエル・タデウ・フェヘイラ・ダ・シルバ
Lucas Carvalho da Silva,ルーカス・カルヴァーリョ・ダ・シルバ
Geovani Cortes Gomes,ジオヴァンニ・コルテス・ゴメス
Jonas da Silva Santos,ジョナス・ダ・シウバ・サントス
Marcos Vinicius Silva Cupertino,マルコス・ヴィニシウス・シウバ・クパチーノ
Jose Marcelino de Oliveira,ジョゼ・マルセリーノ・ジ・オリヴェイラ
Henry Fiuka,ヘンリー・フィウカ
Mayany Cristina Araújo de Souza,マヤニー・ソウザ
Rose Volantê,ローズ・ボランテ
Fabrício Oya,ファブリシオ・ケイスケ・ホドリゲス・オーヤ
Ednilson Cazellato,エジニルソン・カゼラート
Abraham Weintraub,アブラハム・ワイントラウブ
Larissa Albuquerque,ラリッサ・アルバカーク
Paula von Sperling,パウラ・フォン・スパーリング
Kathellen,カテレン
Demétrio Guerrieri Neto,デメトリオ・ゲリエリ・ネト
Eduardo Barroca,エドゥアルド・バロッカ
Aldo Parisot,アルド・パリソット
Marcelino Santos Gomes,マルセリーノ・サントス・ゴメス
Luis Antonio Cordeiro,ルイス・アントーニオ・コルデイロ
Pedro Raúl,ペドロ・ハウル・ガライ・ダ・シルバ
Wesley Mota Fernandes,ウェズリー・モータ・フェルナンデス
Jose Aparecido Panta,ジョゼ・アパレシド・パンタ
Ricardo Borelli,リカルド・ボレッリ
Antonio Cordeiro dos Santos,アントーニオ・コルデイロ・ドス・サントス
Edson José Pereira Gomes,エドソン・ジョゼ・ペレイラ・ゴメス
Bruno Diniz,ブルーノ・フェレイラ・ヴェントゥーラ・ジニス
Kelvin Hoefler,ケウビン・ホフラー
Marcelino Pereira Vasconcelos,マルセリーノ・ペレイラ・ヴァスコンセロス
Marcos André,マルコス・アンドレ・デ・ソウザ・メンドンサ
Marina Rodriguez,マリナ・ロドリゲス
Samuel Lino,サムエウ・ジアス・リーノ
Maria Carolina Gomes Santiago,マリア カロリナ・ゴメス サンチアゴ
Pedro Naressi,ペドロ・ナレッシ
Thiago Fernandes Rodrigues,チアギーニョ・フェルナンデス・ロドリゲス
Victor Bobsin,ヴィクトル・ボブシン・ペレイラ
Gabriel Noga,ガブリエウ・ホドリゲス・ノガ
Renan Victor da Silva,ヘナン・ヴィクトル・ダ・シウヴァ
Gustavo Garcia,グスタヴォ・ガルシア・ドス・サントス
Ivan Quaresma da Silva,イヴァン・クアレスマ・ダ・シウヴァ
Marcinho,マルシオ・バルボサ・ビエイラ・ジュニオール
Jonas Toró,ジョナス・ガブリエウ・ダ・シウヴァ・ヌネス
Queven,ケヴェン・ダ・シウバ・イナシオ
Rafa Kalimann,ラファ・カリマン
Natália Araújo,ナタリア・アラウージョ
Caíque Venâncio Lemes,カイーク・ヴェナーンシオ・レメス
Igor Jesus Maciel da Cruz,イゴール・ジェスス
Lauana Prado,ラウアナ・プラド
Vinicius Souza,ヴィニシウス・ジ・ソウザ・コスタ
Francisco Evanilson de Lima Barbosa,フランシスコ・エヴァニウソン・デ・リマ・バルボサ
"Paulinho (futebolista, 1995)",パウロ・ヴィクトル・ダ・シルバ
Ricardo Catalá,リカルド・カタルーニャ
Hebert Conceição,エベルト・ソウザ
Roberto Satoshi Souza,ホベルト・サトシ・ソウザ
Daniel Cunha Sanches,ダニエル・クーニャ・サンチェス
Sergio Oksman,セルヒオ・オクスマン
Igor Thiago Nascimento Rodrigues,イゴーリ・チアゴ・ナシメント・ホドリゲス
Vinícius Matheus,ヴィニシウス・ゴンサウヴェス・マテウス
Kalinka Schutel,カリンカ・シューテル
Thiago Moisés,ティアゴ・モイゼス
Gui Khury,グイ・クーリー
Gabriel Pec,ガブリエル・ペック
Gustavo Rissi,グスタボ・マルティニ・リッシ
Juliano Dornelles,ジュリアーノ・ドルネレス
Junior Messias,ジュニオール・ウォルター・メシアス
Denilson Baniwa,デニウソン・バニワ
Wanderlei Barbosa Castro,ヴァンダレイ・バルボサ・カストロ
Gui Azevedo,ギリェルメ・アゼヴェド
Rafael Navarro,ハファエウ・ナヴァーホ・レアウ
Léo Chú,レオ・シュー
Lázaro Vinícius,ラザロ・ヴィニシウス・マルケス
Yuri César,ユーリ・セザール
Leandro Spadacio,レアンドロ・スパダシオ
Vinicius Rangel Costa,ヴィニシウス・ハンジェウ
Matheus Pato,マテウス・アントニオ・ソウザ・ドス・サントス
Mikael Severo Burkatt,ミカエル・セヴェロ・ブルカット
Juan,ジュアン・サントス・ダ・シウヴァ
Bárbara Colen,バルバラ・コーレン
Patrick de Paula,パトリッキ・ジ・パウラ
Lucas Alexandre Galdino de Azevedo,ルカン・ガウジノ デ アゼベド
Pyong Lee,ピョン・リー
Julia Bianchi,ジュリア・ビアンキ
Eduardo Pazuello,エドアルド・パズエロ
Giulia Benite,ジュリア・ベニテ
Johnny Cardoso,ジョニー・カルドーゾ
Gessica Kayane,ゲシカ・カヤネ
Ana Flávia Magalhães Pinto,アナ・フラヴィア・マガリャンエス・ピント
Maria Eduarda Ferreira Sampaio,ドゥダ・サンパイオ
Antonio Saboia,アントニオ・サボイア
Eduardo Oinegue,エドゥアルド・オイネゲ
Iano Salomão,イアーノ・サロマン
Tati Minerato,タチ・ミネラート
Ary Borges,アリ・ボルジェス
Dodi,ドグラス・モレイラ・ファグンデス
Morato (futebolista),フェリペ・ロドリゲス・ダ・シウヴァ
Paulinho,パウロ・ルーカス・サントス・ジ・パウラ
Fabrício Di Paolo,ファブリシオ・ディ・パオロ
Evandro Cini,エヴァンドロ・チーニ
Gabriel Capixaba,ガブリエル・カピサバ
Adriano Moraes,アドリアーノ・モラエス
Yan Couto,ヤン・ブエノ・コウト
João Peglow,ジョアン・ガブリエウ・マルチンス・ペグロウ
Gabriel Veron,ガブリエウ・ヴェロン・フォンセカ・ジ・ソウザ
Matheus Nunes,マテウス・ルイス・ヌネス
Vitor Hugo Naum dos Santos,ヴィトール・ウーゴ・ナウム・ドス・サントス
Caio,カイオ・アラン・テム・カテム・ゴンサルベス
Erick,エリッキ・ルイス・コンラード・カルヴァーリョ
Amanda Ribas,アマンダ・ヒバス
Warley,ワルリー
Igor Paixão,イゴール・ギリェルメ・バルボザ・ダ・パイション
Felipe Colares,フェリペ・コラレス
Wesley David,ウェズレイ (2000年生のサッカー選手)
Caio Collet,カイオ・コレット
Heloisa de Carvalho,ヘロイザ・ジ・カルヴァリョ
Torres,トーレス
Matheus Babi,マテウス・バルセロス・ダ・シウヴァ
Yuri Lara,ユーリ・リマ・ララ
João Lucas de Almeida Carvalho,ジョアン・ルーカス・ジ・アウメイダ・カルヴァーリョ
Gustavo Almeida dos Santos,グスタヴォ・アウメイダ・ドス・サントス
Kawan Pereira,カワン・ペレイラ
Lucas Marcos,ルーカス・マルコス・メイレレス
Carlos Eduardo da Silva Rodrigues Lima,カルロス・エドゥアルド
Danilo Gomes Magalhães,ダニーロ・ゴメス
Diego Henrique Costa Barbosa,ジエゴ・エンヒキ・コスタ・バルボーサ
Marcelo Valle Silveira Mello,Marcelo Valle Silveira Mello
Isaac Souza,イザク・デ・ソウザ・フィーリョ
Derik Lacerda,デリック・ラセルダ
Bento,ベント・マテウス・クレプスキ
Renan Contar,レナン・コンタル
Gabriel Pereira (futebolista),ガブリエル・ペレイラ・ドス・サントス
Leila Pereira,レイラ・ペレイラ
Luan Patrick,ルアン・パトリキ・ヴィエドタウペル
Christian,クリスチアン・ホベルト・アウヴェス・カルドーゾ
Marcos Leonardo Santos Almeida,マルコス・レオナルド・サントス・アウメイダ
Talles Magno,ターレス・マグノ・バセラール・マルチンス
Wesley Ribeiro Silva,ヴェズレイ・ヒベイロ・シウヴァ
Khellven,ケウヴェン・ドウグラス・シウヴァ・オリヴェイラ
