Județul Alba,阿爾巴縣
"Comuna Secuieni, Harghita",塞庫耶尼鄉·(哈爾吉塔縣)
"Comuna Pârșcoveni, Olt",珀爾什科韋尼鄉
"Comuna Perieți, Olt",佩列齊鄉·(奧爾特縣)
"Comuna Morunglav, Olt",莫倫格拉夫鄉
"Comuna Radomirești, Olt",拉多米雷什蒂鄉
"Comuna Poboru, Olt",波博魯鄉
"Comuna Șopârlița, Olt",紹珀爾利察鄉
"Comuna Slătioara, Olt",斯勒蒂瓦拉鄉·(奧爾特縣)
"Comuna Redea, Olt",雷代亞鄉
"Comuna Schitu, Olt",斯基圖鄉·(奧爾特縣)
"Comuna Șerbănești, Olt",謝爾伯內什蒂鄉
"Bărbulești, Ialomița",伯爾布勒什蒂鄉
"Comuna Armășești, Ialomița",阿爾默謝什蒂鄉
"Alexeni, Ialomița",亞歷克塞尼鄉
"Comuna Voșlăbeni, Harghita",沃什勒貝尼鄉
"Comuna Tătulești, Olt",特圖萊什蒂鄉
"Comuna Dobroteasa, Olt",多布羅泰亞薩鄉
"Comuna Dobrosloveni, Olt",多布羅斯洛韋尼鄉
"Comuna Sânsimion, Harghita",聖西米翁鄉
Campionatul European de Baschet Masculin din 2017,2017年歐洲籃球錦標賽
"Comuna Rogova, Mehedinți",羅戈瓦鄉
"Comuna Livezile, Mehedinți",利韋濟萊鄉·(梅赫丁茨縣)
"Comuna Șovarna, Mehedinți",紹瓦爾納鄉
"Comuna Svinița, Mehedinți",斯維尼察鄉
"Comuna Prunișor, Mehedinți",普魯尼紹爾鄉
"Comuna Acățari, Mureș",阿克察里鄉
"Comuna Vânători, Mehedinți",沃訥托里鄉·(梅赫丁茨縣)
"Comuna Vrata, Mehedinți",弗拉塔鄉·(梅赫丁茨縣)
Moldova,摩尔达维亚·(地区)
"Comuna Râciu, Mureș",勒丘鄉
"Comuna Glodeni, Mureș",格洛代尼鄉·(穆列什縣)
"Comuna Zănești, Neamț",澤內什蒂鄉
"Comuna Brastavățu, Olt",布拉斯塔沃楚鄉
"Comuna Brebeni, Olt",布雷貝尼鄉
"Comuna Bălteni, Olt",伯爾泰尼鄉·(奧爾特縣)
"Comuna Baldovinești, Olt",巴爾多維內什蒂鄉
"Comuna Dăneasa, Olt",德內亞薩鄉
FC Voluntari,禾倫達利足球會
"Comuna Teslui, Olt",泰斯盧伊鄉·(奧爾特縣)
"Comuna Aluniș, Prahova",阿盧尼什鄉·(普拉霍瓦縣)
"Comuna Tia Mare, Olt",大蒂亞鄉
"Comuna Văleni, Olt",沃萊尼鄉·(奧爾特縣)
"Comuna Ariceștii Rahtivani, Prahova",阿里切什蒂拉赫蒂瓦尼鄉
"Comuna Agrij, Sălaj",阿格里伊鄉
"Comuna Bocșa, Sălaj",博克沙鄉·(瑟拉日縣)
"Comuna Bălan, Sălaj",伯蘭鄉·(瑟拉日縣)
"Comuna Băbeni, Sălaj",伯貝尼鄉·(瑟拉日縣)
"Comuna Bobota, Sălaj",博博塔鄉·(瑟拉日縣)
"Comuna Supur, Satu Mare",蘇普爾鄉
"Comuna Beltiug, Satu Mare",貝爾蒂烏格鄉
"Comuna Ariceștii Zeletin, Prahova",阿里切什蒂澤萊廷鄉
"Comuna Balta Doamnei, Prahova",巴爾塔多阿姆內鄉
"Comuna Izvoarele, Prahova",伊茲瓦雷萊鄉·(普拉霍瓦縣)
"Comuna Dobrin, Sălaj",多布林鄉·(瑟拉日縣)
"Comuna Dragu, Sălaj",德拉古鄉
"Comuna Fildu de Jos, Sălaj",下菲爾杜鄉
"Comuna Cuzăplac, Sălaj",庫澤普拉克鄉
"Comuna Crișeni, Sălaj",克里謝尼鄉
"Comuna Carastelec, Sălaj",卡拉斯泰萊克鄉
"Comuna Crasna, Sălaj",克拉斯納鄉·(瑟拉日縣)
"Comuna Buciumi, Sălaj",布丘米鄉·(瑟拉日縣)
"Comuna Cizer, Sălaj",錫澤爾鄉
FC Fortuna Poiana Câmpina,波亞納布拉坎皮納足球俱樂部
Prim-ministrul României,罗马尼亚总理
"Comuna Sâg, Sălaj",瑟格鄉
"Comuna Poiana Blenchii, Sălaj",波亞納布倫基鄉
"Comuna Rus, Sălaj",魯斯鄉·(瑟拉日縣)
"Comuna Pericei, Sălaj",佩里切伊鄉
"Comuna Plopiș, Sălaj",普洛皮什鄉
"Comuna Ileanda, Sălaj",伊良達鄉
"Comuna Ip, Sălaj",伊普鄉·(瑟拉日縣)
"Comuna Lozna, Sălaj",洛茲納鄉·(瑟拉日縣)
"Comuna Marca, Sălaj",馬爾卡鄉·(瑟拉日縣)
"Comuna Letca, Sălaj",萊特卡鄉
"Comuna Horoatu Crasnei, Sălaj",霍羅阿圖克拉斯內鄉
"Comuna Hida, Sălaj",希達鄉·(瑟拉日縣)
"Comuna Gârbou, Sălaj",格爾博烏鄉
"Comuna Gâlgău, Sălaj",格爾格烏鄉
"Comuna Năpradea, Sălaj",訥普拉代亞鄉
"Comuna Zimbor, Sălaj",津博爾鄉
"Comuna Zalha, Sălaj",扎爾哈鄉
"Comuna Alma, Sibiu",阿爾馬鄉·(錫比烏縣)
"Comuna Boița, Sibiu",博伊察鄉
"Comuna Gura Râului, Sibiu",古拉勒烏盧伊鄉
"Comuna Jina, Sibiu",伊納鄉·(錫比烏縣)
BRD Bucharest Open,布加勒斯特公开赛
"Comuna Valcău de Jos, Sălaj",下瓦爾克烏鄉
"Comuna Treznea, Sălaj",特雷茲內亞鄉
"Comuna Vârșolț, Sălaj",沃爾索爾茨鄉
"Comuna Surduc, Sălaj",蘇爾杜克鄉
"Comuna Sadu, Sibiu",薩杜鄉
"Comuna Bunești, Suceava",布內什蒂鄉·(蘇恰瓦縣)
"Comuna Breaza, Suceava",布雷亞扎鄉·(蘇恰瓦縣)
"Comuna Mitocu Dragomirnei, Suceava",米托庫德拉戈米爾內鄉
"Comuna Ipotești, Suceava",伊波泰什蒂鄉·(蘇恰瓦縣)
"Comuna Iacobeni, Suceava",雅各貝尼鄉·(蘇恰瓦縣)
"Comuna Ilișești, Suceava",伊利謝什蒂鄉
"Comuna Iaslovăț, Suceava",亞斯洛沃茨鄉
Cetatea Alba Carolina,阿爾巴卡羅琳娜城堡
Listă de țări în care româna este limbă oficială,罗马尼亚语国家和地区列表
"Comuna Capu Câmpului, Suceava",卡普肯普盧伊鄉
"Comuna Calafindești, Suceava",卡拉芬代什蒂鄉
"Comuna Cârlibaba, Suceava",克爾利巴巴鄉
"Comuna Ciocănești, Suceava",丘克內什蒂鄉·(蘇恰瓦縣)
"Comuna Burla, Suceava",布爾拉鄉·(蘇恰瓦縣)
"Comuna Coșna, Suceava",科什納鄉
"Comuna Cornu Luncii, Suceava",科爾努隆奇鄉
"Comuna Dorna Candrenilor, Suceava",多爾維坎德雷尼洛爾鄉
"Comuna Dornești, Suceava",多爾內什蒂鄉
"Comuna Răsmirești, Teleorman",勒斯米雷什蒂鄉
"Comuna Poroschia, Teleorman",波羅斯基亞鄉
"Comuna Purani, Teleorman",普拉尼鄉
"Comuna Putineiu, Teleorman",普蒂內尤鄉·(特列奧爾曼縣)
"Comuna Plosca, Teleorman",普洛斯卡鄉
Accidentul aviatic din Munții Apuseni din 2014,RFL111班機事故
Mănăstirea Mihai Vodă,米哈伊沃達修道院
"Comuna Fundu Moldovei, Suceava",豐杜摩爾多瓦鄉
"Comuna Frumosu, Suceava",弗魯莫蘇鄉
"Comuna Fântâna Mare, Suceava",大芳特納鄉
"Comuna Grămești, Suceava",格勒梅什蒂鄉
"Comuna Drăgușeni, Suceava",德勒古謝尼鄉·(蘇恰瓦縣)
"Comuna Grănicești, Suceava",格勒尼切什蒂鄉
"Comuna Păltinoasa, Suceava",珀爾蒂諾阿薩鄉
"Comuna Preutești, Suceava",普雷烏泰什蒂鄉
"Comuna Pătrăuți, Suceava",珀特勒烏齊鄉
"Comuna Mușenița, Suceava",穆謝尼察鄉
"Comuna Volovăț, Suceava",沃洛沃茨鄉
"Comuna Bogdana, Teleorman",博格達納鄉·(特列奧爾曼縣)
"Comuna Bujoru, Teleorman",布若魯鄉·(特列奧爾曼縣)
"Comuna Vicovu de Jos, Suceava",下維科武鄉
"Comuna Voitinel, Suceava",沃伊蒂內爾鄉
"Comuna Șcheia, Suceava",什凱亞鄉·(蘇恰瓦縣)
"Comuna Sucevița, Suceava",蘇切維察鄉
"Comuna Râșca, Suceava",勒什卡鄉·(蘇恰瓦縣)
"Comuna Rădășeni, Suceava",勒德謝尼鄉
"Comuna Putna, Suceava",普特納鄉·(蘇恰瓦縣)
"Comuna Todirești, Suceava",托迪雷什蒂鄉·(蘇恰瓦縣)
"Comuna Șerbăuți, Suceava",謝爾伯烏齊鄉
"Comuna Valea Moldovei, Suceava",摩爾多瓦鄉
"Comuna Vatra Moldoviței, Suceava",瓦特拉摩爾多維采鄉
"Comuna Piatra, Teleorman",皮亞特拉鄉·(特列奧爾曼縣)
"Comuna Necșești, Teleorman",內克謝什蒂鄉
"Comuna Pietroșani, Teleorman",彼得羅沙尼鄉·(特列奧爾曼縣)
"Comuna Frumoasa, Teleorman",弗魯莫阿薩鄉·(特列奧爾曼縣)
"Comuna Moșteni, Teleorman",莫什泰尼鄉
"Comuna Ciuperceni, Teleorman",丘佩爾切尼鄉·(特列奧爾曼縣)
"Comuna Crevenicu, Teleorman",克雷韋尼庫鄉
"Comuna Drăcșenei, Teleorman",德勒克謝內鄉
"Comuna Dracea, Teleorman",德拉恰鄉
"Comuna Buzescu, Teleorman",布澤斯庫鄉
"Comuna Cosmești, Teleorman",科斯梅什蒂鄉·(特列奧爾曼縣)
"Comuna Ștorobăneasa, Teleorman",什托羅伯內亞薩鄉
"Comuna Smârdioasa, Teleorman",斯馬爾迪瓦薩鄉
"Comuna Trivalea-Moșteni, Teleorman",特里瓦萊亞-莫什泰尼鄉
"Comuna Țigănești, Teleorman",齊格內什蒂鄉·(特列奧爾曼縣)
"Comuna Suhaia, Teleorman",蘇哈亞鄉
"Comuna Viișoara, Teleorman",維什瓦拉鄉·(特列奧爾曼縣)
"Dumbrăvița, Timiș",敦布勒維察鄉·(蒂米什縣)
"Comuna Dudeștii Noi, Timiș",杜代什蒂諾伊鄉
"Comuna Fibiș, Timiș",菲比什鄉
"Comuna Mașloc, Timiș",馬什洛克鄉
"Comuna Segarcea-Vale, Teleorman",塞加爾恰-瓦萊鄉
"Comuna Săceni, Teleorman",瑟切尼鄉
"Comuna Slobozia Mândra, Teleorman",斯洛博濟亞門德拉鄉
"Comuna Sfințești, Teleorman",斯芬采什蒂鄉
"Comuna Scrioaștea, Teleorman",斯克里瓦什泰亞鄉
"Comuna Șirineasa, Vâlcea",希里內亞薩鄉
"Comuna Pietrari, Vâlcea",彼得拉里鄉·(沃爾恰縣)
"Comuna Tetoiu, Vâlcea",泰托尤鄉
"Comuna Slătioara, Vâlcea",斯勒蒂瓦拉鄉·(沃爾恰縣)
"Comuna Șușani, Vâlcea",舒沙尼鄉
"Comuna Boteni, Argeș",博泰尼鄉
"Comuna Cefa, Bihor",切法鄉
"Comuna Cărpinet, Bihor",克爾皮內特鄉
"Comuna Ceica, Bihor",切伊卡鄉
"Comuna Gologanu, Vrancea",戈洛加努鄉
"Comuna Zătreni, Vâlcea",澤特雷尼鄉
"Comuna Bălești, Vrancea",伯萊什蒂鄉·(弗朗恰縣)
"Comuna Tomșani, Vâlcea",托姆沙尼鄉·(沃爾恰縣)
"Comuna Voineasa, Vâlcea",沃伊內亞薩鄉·(沃爾恰縣)
Incendiul din clubul Colectiv,2015年布加勒斯特夜總會爆炸事故
"Comuna Toboliu, Bihor",托博利烏鄉
"Comuna Răstoaca, Vrancea",勒斯托阿卡鄉
"Comuna Cociuba Mare, Bihor",大科丘巴鄉
"Comuna Sârbi, Bihor",瑟爾比鄉·(比霍爾縣)
"Comuna Tulca, Bihor",圖爾卡鄉
"Comuna Racovița, Timiș",拉科維察鄉·(蒂米什縣)
"Comuna Crișan, Tulcea",克里尚鄉·(圖爾恰縣)
"Comuna Pădureni, Timiș",珀杜雷尼鄉·(蒂米什縣)
"Comuna Victor Vlad Delamarina, Timiș",維多弗拉德代拉馬里納鄉·(蒂米什縣)
"Comuna Orțișoara, Timiș",奧爾齊什瓦拉鄉
"Comuna Horia, Tulcea",霍里亞鄉·(圖爾恰縣)
"Comuna Dorobanțu, Tulcea",多羅班楚鄉·(圖爾恰縣)
"Comuna Coroiești, Vaslui",科羅耶什蒂鄉
"Comuna Alexandru Vlahuță, Vaslui",亞歷山德魯弗拉胡策鄉·(瓦斯盧伊縣)
"Comuna Delești, Vaslui",代萊什蒂鄉
"Comuna Ciprian Porumbescu, Suceava",奇普里安波薩貝斯庫鄉·(蘇恰瓦縣)
"Comuna Gherghești, Vaslui",蓋爾蓋什蒂鄉
"Comuna Grivița, Vaslui",格里維察鄉·(瓦斯盧伊縣)
"Comuna Oltenești, Vaslui",奧爾泰尼什蒂鄉
"Comuna Dumești, Vaslui",杜梅什蒂鄉·(瓦斯盧伊縣)
"Comuna Pogonești, Vaslui",波戈內什蒂鄉
"Comuna Stroiești, Suceava",斯特羅耶什蒂鄉·(蘇恰瓦縣)
"Comuna Cricău, Alba",克里克烏鄉
"Comuna Todirești, Vaslui",托迪雷什蒂鄉·(瓦斯盧伊縣)
"Comuna Solești, Vaslui",索萊什蒂鄉
"Comuna Vetrișoaia, Vaslui",韋特里什瓦亞鄉
"Comuna Puiești, Vaslui",普耶什蒂鄉·(瓦斯盧伊縣)
"Comuna Pungești, Vaslui",蓬傑什蒂鄉
"Comuna Pesceana, Vâlcea",佩斯恰納鄉
"Comuna Copăceni, Vâlcea",科珀塞尼鄉·(沃爾恰縣)
"Comuna Ghioroiu, Vâlcea",吉奧羅尤鄉
"Comuna Crețeni, Vâlcea",克雷采尼鄉
"Comuna Vulturești, Vaslui",武爾圖雷什蒂鄉·(瓦斯盧伊縣)
"Comuna Dognecea, Caraș-Severin",多格內恰鄉
"Comuna Șendriceni, Botoșani",申德里切尼鄉
"Comuna Zăvoi, Caraș-Severin",澤沃伊鄉
"Comuna Vârciorog, Bihor",沃爾喬羅格鄉
"Comuna Gighera, Dolj",吉蓋拉鄉
"Comuna Țuglui, Dolj",楚格盧伊鄉
"Comuna Aita Mare, Covasna",大艾塔鄉
"Comuna Caraula, Dolj",卡拉烏拉鄉
"Comuna Căzănești, Mehedinți",克澤內什蒂鄉·(梅赫丁茨縣)
"Comuna Șimian, Mehedinți",希米安鄉·(梅赫丁茨縣)
"Comuna Nicolae Titulescu, Olt",尼古拉蒂圖萊斯庫鄉·(奧爾特縣)
"Comuna Chieșd, Sălaj",基耶什德鄉
"Comuna Benesat, Sălaj",貝內薩特鄉
"Comuna Creaca, Sălaj",克雷亞卡鄉
"Comuna Căpâlna, Bihor",克珀爾納鄉
"Comuna Doljești, Neamț",多列什蒂鄉
"Ghindăoani, Neamț",京德瓦尼鄉
"Comuna Câmpani, Bihor",肯帕尼鄉
Relațiile dintre România și Albania,阿爾巴尼亞—羅馬尼亞關係
CS Universitatea Craiova (2013),卡拉奧華大學體育會
"Comuna Iacobeni, Sibiu",雅各貝尼鄉·(錫比烏縣)
"Comuna Laloșu, Vâlcea",拉洛舒鄉
"Comuna Rimetea, Alba",里梅泰亞鄉
"Comuna Hereclean, Sălaj",海雷克良鄉
"Comuna Țigănași, Iași",齊格納希鄉
"Comuna Mădăras, Bihor",默德拉斯鄉
"Comuna Ilva Mică, Bistrița-Năsăud",小伊爾瓦鄉
"Comuna Sânnicolau Român, Bihor",聖尼古拉羅門鄉
România la Jocurile Olimpice de vară din 2016,2016年夏季奧林匹克運動會羅馬尼亞代表團
"Comuna Ipotești, Olt",伊波泰什蒂鄉·(奧爾特縣)
Autostrada A7 (România),普洛耶什蒂-阿爾比察高速公路
Inundațiile din Europa de Sud-Est (2014),2014年欧洲东南部洪灾
Grupul de la Craiova,克拉约瓦集团
Partidul Umanist Social Liberal,人文主义力量党（社会-自由派）
România la Jocurile Olimpice de iarnă din 2018,2018年冬季奥林匹克运动会罗马尼亚代表团
Protestele anticorupție din România din 2017–2019,2017年羅馬尼亞反貪污示威
"Alegeri parlamentare în România, 2020",2020年羅馬尼亞議會選舉
"Tazlău, Neamț",塔茲勒烏鄉
PRO România,亲罗马尼亚
România la Jocurile Olimpice de iarnă din 2022,2022年冬季奥林匹克运动会罗马尼亚代表团
Gara Baia Mare,巴亞馬雷車站
România la Jocurile Olimpice de vară din 2020,2020年夏季奥林匹克运动会罗马尼亚代表团
Categorie:Ambasadori ai României în Finlanda,Category:罗马尼亚驻芬兰大使
Gara Constanța,康斯坦察車站
Gara Cluj Napoca,克盧日-納波卡車站
Pandemia de COVID-19 în România,2019冠狀病毒病羅馬尼亞疫情
Pandemia de coronaviroză (COVID-19) în Europa,2019冠状病毒病欧洲疫情
Alianța pentru Unirea Românilor,罗马尼亚人团结联盟
Formatul București,布加勒斯特九国
Pandemia de COVID-19,2019冠状病毒病疫情
Campionatul European de Volei Feminin din 2021,2021年歐洲女子排球錦標賽
Superbet Arena-Giulești,Superbet體育館
Transylvania Open,特兰西瓦尼亚网球公开赛
Iași Open,雅西公开赛
Campionatul European de Fotbal Sub-21 2023,2023年U21歐洲國家盃
Euronews România,欧洲新闻台罗马尼亚语频道
Inundațiile din iulie 2021 din Europa,2021年歐洲洪災
Transylvania Open 2024,2024年特兰西瓦尼亚网球公开赛
Transylvania Open 2023,2023年特兰西瓦尼亚公开赛
