日本,일본
バスケットボール男子日本代表,일본 농구 국가대표팀
インターコンチネンタルカップ1993,1993년 인터콘티넨털컵
インターコンチネンタルカップ1994,1994년 인터콘티넨털컵
伊吹山,이부키산
管領,간레이
足柄上郡,아시가라카미군
開成町,가이세이정
飛鳥浄御原令,아스카정어원령
本田技研工業フットボールクラブ,혼다 FC
連合赤軍,연합적군
南部川村,미나베가와촌
末日聖徒イエス・キリスト教会日本東京神殿,일본 도교 성전
成田新幹線,나리타 신칸센
2006 ワールド・ベースボール・クラシック,2006년 월드 베이스볼 클래식
TOKIO,TOKIO
薩摩半島,사쓰마반도
京浜急行電鉄,게이힌 급행 전철
1986年の日本シリーズ,1986년 일본 시리즈
上京区,가미교구
左京区,사쿄구
東武鉄道,도부 철도
徳川氏,도쿠가와씨
多摩動物公園,다마 동물공원
聟島,무코지마섬
キッコーマン,깃코만
久光スプリングス,히사미츠 스프링스
ソニーフィナンシャルグループ,소니 파이낸셜 홀딩스
日本エスペラント協会,일본 에스페란토 협회
芝,시바
下北半島,시모키타반도
東洋大学,도요 대학
千葉大学,지바 대학
積丹半島,샤코탄반도
紋別空港,몬베쓰 공항
中標津空港,나카시베쓰 공항
能登空港,노토 공항
奥尻空港,오쿠시리 공항
志度駅,시도역
オレンジタウン駅,오렌지타운역
日本賞,NHK 일본상
日本のナンバープレート,일본의 차량 번호판
スーパーフラット,슈퍼플랫
西武西武園線,세이부 철도 세이부엔 선
沖縄美ら海水族館,추라우미 수족관
任天堂開発第一部,닌텐도 개발 제일부
博報堂,하쿠호도
エーディーケイ,ADK
王座,왕좌전 (일본)
六ヶ所再処理工場,롯카쇼 핵재처리장
新宿二丁目,신주쿠 니초메
モビリティリゾートもてぎ,트윈 링 모테기
マトリックス,매트릭스 소프트웨어
国土地理院,국토지리원
声優アワード,세이유 어워드
京王線,게이오 전철 게이오 선
多摩地域,다마 지역
福岡アジア文化賞,후쿠오카 아시아 문화상
山陰道,산인도
スティング,스팅
総合研究大学院大学,종합연구대학원대학
政策研究大学院大学,정책연구대학원대학
オノゴロ島,오노고로섬
アイディアファクトリー,아이디어 팩토리
南朝,남조
辟邪絵,벽사회
サイバーコネクトツー,사이버커넥트2
DNタワー21,DN 타워 21
三陸,산리쿠
北陸本線,호쿠리쿠 본선
JALウェイズ,JAL 웨이즈
霧島山,기리시마산
タツノコプロ,다쓰노코 프로덕션
令制国一覧,구니 목록
TXN,TX네트워크
ソラ,소라
JALエクスプレス,JAL 익스프레스
オンキヨーホームエンターテイメント,온쿄
北緯42度線,북위 42도
フジドリームエアラインズ,후지드림 항공
白山,하쿠산
三条京阪駅,산조케이한역
田井ノ瀬駅,다이노세역
船戸駅,후나토역
布施屋駅,호시야역
千葉みなと駅,지바미나토역
紀伊浦神駅,기이우라가미역
太地駅,다이지역
中尊寺,주손지
三井住友銀行,미쓰이스미토모 은행
長浜町,나가하마정
稲佐山,이나사산
府中宿,후추슈쿠
動画工房,동화공방
一宮藩,이치노미야번
志摩赤崎駅,시마아카사키역
沓掛駅,구쓰카케역
上之郷駅,가미노고역
五知駅,고치역
鵜方駅,우가타역
松尾駅,마쓰오역
加茂駅,가모역
2012年東京都知事選挙,2012년 도쿄도지사 선거
テレビ愛知,TV 아이치
パンクラス,판크라스
東京ヤクルトスワローズ,도쿄 야쿠르트 스왈로스
斉衡,사이코
テレビ大阪,TV 오사카
紀伊小倉駅,기이오구라역
千旦駅,센다역
東九州自動車道,히가시큐슈 자동차도
東大安田講堂事件,도쿄 대학 야스다 강당 사건
入間基地,이루마 기지
新田原基地,뉴타바루 기지
厚木海軍飛行場,아츠기 해군 비행장
デイヴィッドプロダクション,데이비드 프로덕션
立会川駅,다치아이가와역
鮫洲駅,사메즈역
テクモ,테크모
滝野町,다키노정
阪急京都本線,한큐 전철 교토 본선
任天堂企画開発本部,닌텐도 기획개발본부
角館町,가쿠노다테정
フォスター電機,포스텍스
ろくろ首,로쿠로쿠비
鏡餅,가가미모치
総務省,일본 총무성
岡山空港,오카야마 공항
埼玉大学,사이타마 대학
島原城,시마바라성
京都府立医科大学,교토부립의과대학
日本大学,니혼 대학
武蔵野美術大学,무사시노 미술 대학
レイラック滋賀FC,MIO 비와코 시가
V・ファーレン長崎,V-바렌 나가사키
阪堺電気軌道,한카이 전기 궤도
インテックス大阪,오사카 국제 견본시 회장
淡路駅,아와지역
マンガ大賞,만화대상
関西棋院,간사이 기원
阿含・桐山杯全日本早碁オープン戦,아함동산배 (일본)
日光線,닛코선
妙高村,묘코촌
牡鹿半島,오시카반도
2002 FIFAワールドカップ・グループD,2002년 FIFA 월드컵 D조
元禄,겐로쿠
テレビ埼玉,TV 사이타마
弘化,고카
元治,겐지
横浜ゴム,요코하마 고무
下津町,시모쓰정
りんくうゲートタワービル,린쿠 게이트 타워 빌딩
醍醐駅,다이고역
京阪京津線,게이한 전기 철도 게이신 선
湯川駅,유카와역
第20回衆議院議員総選挙,제20회 일본 중의원 의원 총선거
第19回衆議院議員総選挙,제19회 일본 중의원 의원 총선거
島根県立美術館,시마네현립 미술관
パンパシフィックチャンピオンシップ2008,2008년 팬퍼시픽 챔피언십
大物駅,다이모쓰역
国道370号,국도 제370호선
小野駅,오노역
九条駅,구조역
東京国際アニメフェア,도쿄 국제 애니메이션 페어
ドイツ東洋文化研究協会,독일동양문화연구협회
大丸,다이마루
大聖院,다이쇼인
湘南新宿ライン,쇼난 신주쿠 라인
洞爺湖,도야호
1991 AFC女子選手権,1991년 AFC 여자 축구 선수권 대회
豊田自動織機,도끼와세이끼가부시끼가이샤
中島飛行機,나카지마비행기회사
青岸渡寺,세이간토지
PlayStationシリーズ,플레이스테이션
五日市線,이쓰카이치선
新金岡駅,신카나오카역
福島駅,후쿠시마 역
我孫子駅,아비코역
介錯人,개착
富士ゼロックス,후지 제록스
世界柔道選手権大会,세계 유도 선수권 대회
高鍋藩,다카나베번
館林藩,다테바야시번
徳島藩,도쿠시마번
柳河藩,야나가와번
安政,안세이
延長,엔초
永仁,에이닌
弘長,고초
天慶,덴교
皇室典範,황실전범
応和,오와
昌泰,쇼타이
正和,쇼와
貞元,조겐
ミレニアム・タワー,밀레니엄 타워
2002 FIFAワールドカップ・決勝トーナメント,2002년 FIFA 월드컵 결선 토너먼트
2002 FIFAワールドカップ・グループA,2002년 FIFA 월드컵 A조
2002 FIFAワールドカップ・グループC,2002년 FIFA 월드컵 C조
2002 FIFAワールドカップ・グループF,2002년 FIFA 월드컵 F조
女流文学賞,여류 문학상
長崎海軍伝習所,나가사키 해군 전습소
セガサミーホールディングス,세가 사미 홀딩스
徳治,도쿠지
六本木駅,롯폰기역
表参道駅,오모테산도역
大手町駅,오테마치역
寛和,간나
延慶,엔쿄
万年自鳴鐘,만년자명종
因島大橋,인노시마 대교
諏訪ノ森駅,스와노모리역
歌舞伎町ビル火災,신주쿠 환락가 화재 사고
明治生命館,메이지 생명관
尼崎駅,아마가사키역
2002 FIFAワールドカップ・グループE,2002년 FIFA 월드컵 E조
2002 FIFAワールドカップ・グループG,2002년 FIFA 월드컵 G조
日本郵船,일본우선
ジョン・ウィリー・アンド・ソンズ,존 와일리 & 선즈
永観,에이간
天元,덴겐
文政,분세이
応長,오초
正中,쇼추
ハンドボール日本女子代表,일본 여자 핸드볼 국가대표팀
長保,조호
正暦,쇼랴쿠
永延,에이엔
承平,조헤이
文亀,분키
モルテン,몰텐
大塔村,오토촌
宮城県沖地震,1978년 미야기현 해역 지진
学研ホールディングス,각켄 홀딩스
小石川,고이시카와
JRタワー,JR 타워
U-17サッカー日本代表,일본 U-17 축구 국가대표팀
福徳岡ノ場,후쿠토쿠오카노바
ナインティナイン,나인티나인
Seven Arcs,세븐 아크스
門松,카도마츠
任天堂開発第二部,닌텐도 개발 제이부
恵美須町駅,에비스초역
久保田町,구보타정
阪急伊丹線,한큐 전철 이타미 선
阪急甲陽線,한큐 코요 선
宮城村,미야기촌
福江藩,후쿠에번
浜松藩,하마마쓰번
府内藩,후나이번
平戸藩,히라도번
人吉藩,히토요시번
康保,고호
嘉暦,가랴쿠
長徳,조토쿠
天禄,덴로쿠
天延,덴엔
森藩,모리번
七日市藩,나노카이치번
駿府藩,슨푸번
田原藩,다하라번
新党改革,신당개혁
三井住友フィナンシャルグループ,미츠이 스미토모 파이낸셜 그룹
瀬見温泉駅,세미온센역
阪神武庫川線,한신 무코가와선
東経141度線,동경 141도
円谷プロダクション,츠부라야 프로덕션
北緯43度線,북위 43도
タレント,탤런트
建治,겐지
オリックス・バファローズ,오릭스 버펄로스
慶長,게이초
東京外国語大学,도쿄 외국어대학
昭和町駅,쇼와초역
西田辺駅,니시타나베역
天下茶屋駅,덴가차야역
北花田駅,기타하나다역
京都河原町駅,가와라마치 역
阪急嵐山線,한큐 전철 아라시야마 선
インターコンチネンタルカップ1995,1995년 인터콘티넨털컵
下蒲刈町,시모카마가리정
乾元,겐겐
正嘉,쇼카
天徳,덴토쿠
国立天文台,일본 국립천문대
千里中央駅,센리주오 역
髙島屋,다카시마야
東アジア反日武装戦線,동아시아반일무장전선
掛川藩,가케가와번
加納藩,가노번
笠間藩,가사마번
川越藩,가와고에번
岸和田藩,기시와다번
挙母藩,고로모번
杵築藩,기쓰키번
鬼界カルデラ,키카이 칼데라
キーエンス,키엔스
株式会社,일본법상 주식회사
グレフ,그레브
静岡県立大学,시즈오카 현립 대학
グッドスマイルカンパニー,굿 스마일 컴퍼니
復興大臣,일본의 부흥대신
五條天神社,고조텐 신사
修斗,슈토
長沢駅,나가사와역
東長沢駅,히가시나가사와역
南新庄駅,미나미신조역
武雄温泉駅,다케오온센역
愛媛マンダリンパイレーツ,에히메 만다린 파이리츠
タカシマヤタイムズスクエア,다카시마야 타임스 스퀘어
永祚,에이소
正応,쇼오
元徳,겐토쿠
宝治,호지
嘉元,가겐
正安,쇼안
バップ,VAP
力士,리키시
江の川,고노카와강
NTTドコモ代々木ビル,NTT 도코모 요요기 빌딩
手塚プロダクション,데즈카 프로덕션
中書島駅,주쇼지마역
丹波橋駅,단바바시역
伏見桃山駅,후시미모모야마역
ゲームアーツ,게임 아츠
羽田,하네다
只管打坐,묵조선
日本数学会,일본 수학회
キングレコード,킹레코드
ジェーシービー,JCB
山口宇部空港,야마구치 우베 공항
西大路御池駅,니시오지오이케역
ジャパンディスプレイ,재팬디스플레이
岩出駅,이와데역
古座駅,고자역
紀伊田原駅,기이타하라역
紀伊姫駅,기이히메역
フェデックス80便着陸失敗事故,페덱스 익스프레스 80편 불시착 사고
博多区,하카타구
もんじゅ,몬주
軌間可変電車,궤간가변열차
岩波書店,이와나미 쇼텐
地頭,지토
高尾山,다카오산
国頭郡,구니가미군
1990年アジア冬季競技大会,1990년 동계 아시안 게임
東京メトロ副都心線,도쿄 지하철 후쿠토신 선
琉球王国のグスク及び関連遺産群,류큐 왕국의 구스쿠 및 관련 유산군
上野城,우에노성
五島列島,고토 열도
国粋主義,국수주의
毎日放送,마이니치 방송
東急,도쿄 급행 전철
サロマ湖,사로마호
NHK交響楽団,NHK 교향악단
屈斜路湖,굿샤로호
東部丘陵線,아이치 고속 교통 도부큐료선
哲学の道,철학의 길
第34回衆議院議員総選挙,제34회 일본 중의원 의원 총선거
宇土藩,우토번
大多喜藩,오타키번
備中松山藩,마쓰야마번
大聖寺藩,다이쇼지번
クボタ,구보타
西芳寺,사이호지
隠れキリシタン,가쿠레키리시탄
国のかたち研究会,나라꼴 연구회
小渕内閣,오부치 내각
近畿日本鉄道,긴키 닛폰 철도
本州四国連絡高速道路,혼슈 시코쿠 연락 고속도로
アイスホッケー日本代表,일본 아이스하키 국가대표팀
大阪タワー,오사카 타워
原子力規制委員会,일본 원자력규제위원회
大磯宿,오이소슈쿠
藤沢宿,후지사와슈쿠
漫湖,만코
護国寺,고코쿠지
インターコンチネンタルカップ1990,1990년 인터콘티넨털컵
ドラゴンボールZ Sparking! NEO,드래곤볼 Z 스파킹! 네오
日本バスケットボールリーグ,일본 농구 리그
芦花公園駅,로카코엔역
ビリオネア・ボーイズ・クラブ,빌리어네어 보이즈 클럽
