Douglas Adams,道格拉斯·亞當斯
Stewart Jackson,斯圖爾特·傑克森
Bill Napier,威廉·纳皮尔
Bill Newton Dunn,比爾·牛頓·鄧恩
Michael Oakeshott,迈克尔·奥克肖特
James Ward,詹姆斯·沃德
Bill Paterson,比尔·帕特森
Barry Sheene,貝瑞‧施尼
Pete Kircher,皮特·基切爾
Guy Ryder,蓋伊·萊德
Denis Quilley,丹尼斯·奎勒
Vic Watson,維克·華生
Edmund Rubbra,埃德蒙·魯布拉
Robert Tobin,罗伯特·托宾
"Sir Arthur Steel-Maitland, 1st Baronet",阿瑟·斯泰尔-梅特兰
Stanley Middleton,斯坦利·米德尔顿
Diana Johnson,戴安娜·約翰遜
Steve Jackson,史蒂夫·傑克遜
Claire Johnston,克莱尔·强斯顿
Craig Noone,克雷格·努恩
Max Hastings,馬克斯·黑斯廷斯
John Castle,尊·卡素
Montagu Love,蒙塔古·洛夫
Ronald Scobie,罗纳德·斯科比
James Fox,詹姆斯·福斯
Dennis Wilshaw,丹尼斯·威尔肖
James Shea,占士·舒亞
Clem Clempson,克萊姆·克萊姆普森
Romilly James Heald Jenkins,罗米利·詹金斯
William Hartston,威廉·漢姆利
John Du Prez,约翰·杜普瑞兹
James Stephenson,詹姆斯·史蒂芬森
Denys Wilkinson,丹尼斯·威尔金森
Gareth Johnson,格瑞斯·約翰遜
Nigel Bruce,奈杰尔·布鲁斯
David Mackenzie,大衛·麥肯齊 (導演)
Steven Brand,斯蒂芬·布兰德
Dave Rowntree,戴夫·朗特里
Claire Simpson,克萊兒·辛普森
"Claire Tyler, Baroness Tyler of Enfield",恩菲爾德女男爵克萊爾·泰勒
Shaun Barker,肖恩·巴克
Claudine West,克勞汀·薇絲
"Claus Moser, Baron Moser",克劳斯·莫瑟
Bobby Hassell,博比·哈塞尔
Dean Hammond,迪恩·汉蒙德
Herbert Christopher Robinson,赫伯特·克里斯托弗·罗宾逊
Jim Cheung,吉姆·張
Joanna Laurens,五枚金戒指
Gerry Francis,法蘭斯
Eric Blore,埃里克·布洛爾
M. S. Bartlett,莫里斯·史蒂文森·巴特利特
Dan Jarvis,丹·賈維斯
Terry Williams,泰瑞·威廉姆斯
Margot James,玛戈·詹姆斯
Cathy Jamieson,凯茜·贾米森
Neil Midgley,尼爾·米利
Clive Calder,克莱夫·卡尔德
Clive Francis,克萊夫·弗朗西斯
Clive Donner,克里夫·唐纳
Sajid Javid,薩吉德·賈偉德
Bernard Jenkin,伯納·詹金
"Clive Brooke, Baron Brooke of Alverthorpe",克莱夫·布鲁克，阿尔弗索普的布鲁克男爵
Robert Williams,罗伯特·威廉姆斯
Neil Taylor,尼爾·泰勒
Reuben Goodstein,鲁賓·古德斯坦
Jonathan Barnes,乔纳森·巴恩斯
Matt Berry,麥特·貝里
Derek Parfit,德里克·帕菲特
Dynamite Kid,炸藥小子
John Betjeman,約翰·貝傑曼
Charles Crichton,查爾斯·克瑞奇頓
Tom Hopper,汤姆·霍珀
Rafe Spall,瑞夫·史波
Ivan Hirst,伊万·赫斯特
Ross Antony,罗斯・安东尼
William Gemmell Cochran,威廉·格梅爾·科克倫
Shridath Ramphal,施里達斯·蘭法爾
Eric Geddes,姬安衛
Chris White,克利斯·懷特
Grant Leadbitter,格兰特·利德比特
David Soul,大卫·索尔
John Lanchbery,约翰·兰伯里
Claude Ambrose Rogers,克劳德·安布罗斯·罗杰斯
Norman Wooland,诺曼·伍德兰
John James Jackson,约翰·詹姆斯·杰克逊
Claus von Bülow,克劳斯·冯·布洛
Jack Churchill,傑克‧邱吉爾
Clayton Blackmore,克莱顿·布莱克摩尔
Clarke Carlisle,奇勒·卡素爾
John Houghton,约翰·T·霍顿
David Jones,大衛·瓊斯
Bill Tilman,比爾·提爾曼
Bill Roberts,比尔·罗伯茨
Bill Slater,比尔·斯莱特
Countess Luana of Orange-Nassau,露安娜
Bill Walker,比爾·獲加 (蘇格蘭民族黨)
Billy Davies,比利·戴維斯
Nick McCarthy,尼克·麥卡錫
Billy Fury,比利·法瑞
Billy J. Kramer,比利·J·克拉默
Joe Gilgun,喬·吉爾根
Henry Travers,亨利·特拉弗斯
Anthony Elding,安東尼·艾丁
Benjamin Creme,班澤明·克雷姆
Graham Jones,格拉漢姆·瓊斯
Clifford Hugh Douglas,C·H·道格拉斯
Alan Cottrell,阿兰·科特雷尔
Bob Doris,鲍勃·多尔斯
Clemence Dane,克萊門斯·丹恩
Humfry Payne,漢弗萊·佩恩
Clive Coates,克萊夫·科茨
Clive Brook,克里夫·布洛克
Jo Johnson,約·約翰遜
Andrew Jones,安德魯·瓊斯
Chris Brasher,克里斯·布拉舍
Richard Egington,理查德·埃金顿
Charles Gray,查爾斯·葛雷
Clifford Curzon,克利福德·柯曾
Pat Crerand,帕特·克莱兰德
Billy Bonds,比利·邦茨
Graham Stark,格雷厄姆·史塔克
Ewan MacColl,伊万·麥科爾
Cliff Jones,奇里夫·鍾士
Billy Bingham,比利·冰咸
Frank Clark,法蘭·奇勒
"Robert Younger, Baron Blanesburgh",布兰内斯堡男爵罗伯特·扬格尔
Tony Hayward,托尼·海沃德
Christopher Maltby,莫德庇
Billy Stark,比利·史塔克
William Wolfe,威廉·沃爾夫
Billy Wingrove,比利·溫格羅夫
"Derek Barber, Baron Barber of Tewkesbury",圖克斯伯里的巴伯男爵德里克·巴伯
Derek Bentley,德瑞克·賓利
Bobby Tambling,卜比·譚布寧
Bobby Smith,波比·史密夫
Andrew Ridgeley,安德鲁·瑞吉利
Matt Ridley,里徳雷麦特
Joe Jackson,Joe Jackson (音樂家)
John Atkinson Hobson,約翰·阿金森·霍布森
Billy Childish,比利·查理斯
Billy Currie,比利·柯里
Nick Lowe,尼克·羅
Craig Short,克雷格·索治
Ted Vizard,特德·雲沙特
Terry Yorath,特里·亞思
Gordon Jackson,戈登·杰克逊
Cecil Kellaway,西席尔·凯拉维
Jake Buxton,傑克·布克斯頓
"Kenneth Diplock, Baron Diplock",肯尼斯·迪普洛克男爵
Adrian Lambert,艾德里安·蘭伯特
Bob Houghton,鲍比·霍顿
Bob Jessop,鲍博·杰索普
Eric Knight,艾瑞克·奈特
"Terence Donovan, Baron Donovan",多諾萬法官
Bruce Forsyth,布魯斯·福賽斯
Hugh Greene,修·格林
Clive Russell,克萊夫·羅素
"Clive Hollick, Baron Hollick",克里夫·霍利克
William Henry Young,威廉·亨利·扬
Mick Mills,米克·米尔斯
Bob Godfrey,鲍伯·加德弗瑞
Bobby Collins,波比·哥連斯
Joni Fuller,瓊妮·富勒
Ken Burns,肯恩·伯恩斯
Tadeusz Rybczynski,塔德乌什·罗伯津斯基
John Callen,约翰·卡伦
John McGovern,約翰·麥加雲
Alex McCarthy,阿列克斯·麦卡锡
Blue Weaver,藍·韋弗
Seth Johnson,施夫·莊臣
Bobby Lennox,博比·雷诺克斯
Derek Dougan,戴歷·杜根
"Derek Foster, Baron Foster of Bishop Auckland",畢曉普奧克蘭的福斯特男爵德里克·福斯特
Martin Parr,马丁·帕尔
Posy Simmonds,波西·西蒙茲
Walter Ullmann,沃尔特·乌尔曼
Bobby Lockwood,巴比·洛克伍德
Bobby Murdoch,博比·默多赫
Adam Wakeman,亞當・威克曼
Fou Ts'ong,傅聰
Henry Taylor,亨利·泰勒
Timothy Radcliffe,蒂莫西·拉德克利夫
Judy Campbell,朱蒂·坎貝兒
Richard Dempsey,理查德·鄧普斯
Hartley Power,哈特利·鲍尔
Alan Arnold Griffith,艾倫·阿諾德·格里菲斯
David Lloyd,大衛·勞埃德
Derek Brownlee,德瑞克·布朗利
Bob Latchford,賴斯福特
Mick Wall,米克·沃爾
Bob Morgan,鲍勃·摩根
Bob Simmons,鮑勃·西蒙斯
Robert Wyman,罗伯特·怀曼
Colin Friels,科林·弗瑞爾斯
Chris Harman,克里斯·哈曼
Edward Daniel Clarke,愛德華·丹尼爾·克拉克
Robert Thurston Dart,霍爾斯頓·達爾特
Roger Christian,罗杰·克里斯蒂安
Keith Waterhouse,基斯·沃特豪斯
Jack Tresadern,積克·卓沙頓
Ted Hufton,泰德·赫夫頓
Alasdair Gray,阿拉斯代尔·格雷
Norman Myers,諾曼邁爾斯
Derek Mountfield,戴歷·蒙菲特
Derek S. Pugh,德瑞克·薩爾曼·佩治
Raymond Hide,雷蒙德·海德
Tom Harrisson,湯姆·哈里森
Derek Talbot,德瑞克·塔爾博特
Derek Redmond,德里克·雷德蒙德
Bob Peck,鮑勃·派克
Colin Fox,科林·福克斯
Colin Blunstone,休·格蘭迪
Derek Kevan,德雷克·凯万
Derek Mackay,德瑞克·麥凱
Derek Mahon,德里克·馬洪
Boris Zilber,鲍里斯·齐伯
Bowes Museum,博斯博物館
Herbert Howells,赫伯特·豪威尔斯
Mohamed El Shorbagy,穆罕默德·埃爾·蘇奧巴治
Boyd Neel,伯伊德·尼爾
Roni Size,罗尼·塞丝
Razaaq Adoti,雷萨克·艾多堤
Derek Vaughan,德里克·沃恩
Stanley Myers,史丹利·梅耶
Tom Whiteside,D. T. 懷特塞德
Derek Shulman,德里克·舒爾曼
John Gray,约翰·格雷
Alan Davis,艾倫·戴維斯
Philip Murray,菲利普·莫雷
M. R. James,M·R·詹姆斯
Graeme McDowell,格雷姆·麥克道維爾
David Jason,戴维·贾森
Freddie Boath,弗雷迪·博思
Kevin Howley,凯文·霍利
David Richards,大衛·理查茲
Colin Haughton,柯林·霍頓
Theodor Estermann,特奧多爾·埃斯特曼
Horace Donisthorpe,霍勒斯·多尼索普
Bradley Davies,布拉德利·戴維斯
Bradley Wright-Phillips,巴特利·胡禮-菲臘斯
Mark Carwardine,馬克·卡沃汀
Deryck Cooke,德里克·库克
Troy Kennedy Martin,特洛伊·甘迺迪·馬丁
Jimmy Finlayson,詹姆斯·芬立森
Keith Park,基斯•帕克
Deric Longden,德里克·朗登
Steve Kean,史蒂夫·基恩
Colin Clarke,哥連·奇勒
Colin Bell,科林·贝尔
"Dianne Hayter, Baroness Hayter of Kentish Town",根特舒鎮的夏德雅女男爵
Harvey Goldstein,哈維·戈爾茨坦
Colin Campbell,科林·坎貝爾
Colin McFarlane,克林·麥克法蘭
Russell Page,羅素·佩奇
Richard Verrall,理查德·维拉尔
Brad Kavanagh,布拉德·卡瓦納
Collingwood Ingram,科林伍德·英格拉姆
Tiffany Porter,蒂法尼·波特
Tara McDonald,塔拉·麥克唐納
Clara T. Bracy,克拉拉·T·布雷西
Lou Macari,盧·馬卡里
Paddy McCourt,帕迪·麥克科特
Antony Hopkins,霍普金斯
Willie Smith,威利·史密斯
Jon Moss,喬恩·莫斯
F. E. Zeuner,弗雷德里克·埃弗拉德·澤納
Peter Cook,彼得·庫克
Julian Symons,朱利安·西蒙斯
Ronnie Barker,朗尼·巴克
Jimmy Carr,吉米·卡爾
Martin Plowman,马丁·普洛曼
Colin Thubron,科林·圖布輪
Emily Head,艾米莉·海德
Edmund Hirst,艾德蒙·赫斯特
George Barger,喬治·巴格
Shaun Parkes,尚恩·帕克斯
Colin Ward,科林·沃德
Narcissa Malfoy,水仙·馬份
Pete Thomas,皮特·湯瑪斯
"Tracy Somerset, Duchess of Beaufort",博福特公爵夫人特蕾西·索美塞特
Gavin Rae,盖文·雷
Akpo Sodje,阿科普·索杰
Jack Harvey,傑克·哈維 (賽車手)
David Mallet,戴维‧马利特
Dick Higgins,迪克·希金斯
Robert Blair,罗伯·布莱尔
Zeph Ellis,泽·埃利斯
"Elspeth Howe, Baroness Howe of Idlicote",艾德拿高女男爵埃爾斯佩思·豪
Royal Cornwall Museum,皇家康沃爾博物館
Doug Mountjoy,道格·蒙特乔
Dorothy Cundall,朵洛西·康德爾
Jaime Winstone,詹美·溫絲頓
Warren Christie,華倫·克里斯泰
Henry Tizard,亨利·蒂澤德
Emmy the Great,Emmy the Great
James Herbert,詹姆斯·赫伯特
Denys Coop,德尼斯·庫普
"Victor Bulwer-Lytton, 2nd Earl of Lytton",維克多·布爾沃-李頓，第二代李頓伯爵
Tariq Anwar,千葉縣道165號橫田停車場上泉線
Colin Nutley,柯林·勞堤
Diana Doveton,黛安娜·多夫頓
Mary Shannon,玛丽·香农
Dorothy Campbell,多蘿西·坎貝爾
Amelia Edith Huddleston Barr,阿梅利亚·伊迪丝·休德森·巴尔
Harold Mattingly,哈罗德·马特利
Sydney Howard Smith,悉尼·霍華德·史密斯
Marc Edworthy,麥斯·艾禾菲
Miles Addison,米利斯·阿迪森
Salvador Moncada,萨尔瓦多·蒙卡达
John Bostock,约翰·保斯托
Sean Teale,西恩·提爾
Colin Rowe,科林·羅
Tim Blanning,T·C·W·布莱宁
Dickie Pride,迪奇·普萊德
Dickson Mabon,迪克森·梅本
Gary Liddell,加里·利德爾
George MacDonald Fraser,喬治·麥當勞·費斯特
Anthony R. Hunter,安东尼·R·亨特
"Robert Maclennan, Baron Maclennan of Rogart",羅伯特·亞當·羅斯·麥克倫南
Mika Chunuonsee,米甲·春暖西
Paul Preston,保罗·普雷斯顿
Martin Fleischmann,马丁·弗莱施曼
H. Christopher Longuet-Higgins,克里斯多福·龍格-希金斯
John Richardson,約翰·理查森
Bruno Heller,布魯諾·海勒
Clive Merrison,克里夫·梅利森
Ilona Sekacz,伊蘿娜·森卡奇
Mark Richardson,马克·理查森
Douglas Slocombe,道格拉斯·斯洛琴
Gemma Gibbons,杰玛·吉本斯
Martin Reynolds,马丁·雷诺兹
Peter Wilson,彼得·威尔逊
Douglas Murray,道格拉斯·穆雷
Jeremy McWilliams,杰里米·麦克威廉斯
Jonathan Cecil,喬納森·塞西爾
Partha Dasgupta,帕薩·達斯古普塔
Freddie Young,法瑞迪·楊
Gary Oakes,加里·奥克斯
Douglas Gough,道格拉斯·高夫
Peter Swinnerton-Dyer,彼得·斯维讷通-戴尔
Rupert Davies,魯珀特·戴維斯
Douglas Gordon,道格拉斯·戈登
Douglas James Jardine,道格拉斯·詹姆斯·渣甸
William Grey Walter,威廉·格雷·華特
Robin Lane Fox,罗宾·莱恩·福克斯
Ninian Smart,尼尼安·斯马特
Ben Hudson,哈德森先生
Paul Elliott,保罗·埃里奥特
Digby Smith,狄格比·史密斯
Lord Nicholas Windsor,尼古拉斯·溫莎
Nicky Ajose,尼基·阿約塞
Nicola Stapleton,尼古拉·斯特普爾頓
Ed Sanders,愛德華·桑德斯
Neil MacGregor,尼尔·麦格雷戈
Christopher Hibbert,克里斯多夫·希伯特
Dominic Asquith,多明尼克·阿斯奎斯
Gavin Maxwell,加文·馬克士威
Elliot Cowan,艾略特·科万
Jamie Delgado,傑米·德爾加多
John Hall,约翰·霍尔
Michael Woods,迈克尔·伍兹
Oliver Rowland,奧利弗·羅蘭
Gary Stevens,加利·史提芬斯
"A. V. Alexander, 1st Earl Alexander of Hillsborough",A·V·亚历山大
Sam Torrance,杜蘭斯
Percy Hobart,珀西·霍巴特
Keith Devlin,基思·德夫林
Tebbs Lloyd Johnson,特布斯·劳埃德·约翰逊
Seamus McGarvey,西默斯·麥葛維
Thomas Hoccleve,湯馬斯·霍克利夫
Gemma Whelan,潔瑪·威蘭
Ivy Close,艾薇·克罗兹
Terry Medwin,泰利·米雲
Todd Bennett,托德·本内特
John Lloyd,約翰·洛伊德
Malcolm Cooper,马尔柯姆·库帕
Michael Dobbs,迈克尔·多布斯
Stephen Warbeck,史蒂芬·沃貝克
Simon Dyson,西蒙·戴森
Jack Clarke,傑克·克拉克
Michael Rimmer,迈克尔·里默
Albert Moses,阿尔伯特·摩西
James Cecil Parke,詹姆斯·塞西爾·帕克
Errol Brown,埃羅爾·布朗
Mark Ballard,马克·巴拉德
Michael Berridge,迈克尔·贝里奇
Harry Parker,哈利·帕克
Christopher Smith,克里斯托弗·史密斯
Robert Morley,羅拔·摩利
David Burke,大衛·柏克 (英國演員)
David Bailey,大卫·贝利
Peter Heather,彼得·希瑟
Joseph Holbrooke,约瑟夫·霍尔布鲁克
Geoff Thompson,杰夫·汤普森
Platon,Platon
Leonard Rossiter,雷納德·洛塞特
Oliver Stapleton,奧立佛·史塔沛頓
"Roy Kennedy, Baron Kennedy of Southwark",羅伊·肯尼迪，南華克的肯尼迪男爵
Kenneth Cranham,肯尼思·克拉纳姆
Charles Bronson,查爾斯·薩爾瓦多
Geoffrey Household,基弗雷·浩斯霍德
Geoffrey Copleston,傑佛瑞·科普勒斯頓
Errol Fuller,埃羅爾·富勒
Jason Wilcox,賈森·韋確斯
Harry Edward,哈里·爱德华
Julian Gilbey,朱利安·吉尔贝
Jon Halliday,喬·哈利戴
Richard Swineshead,理查·斯灣司黑德
Grant Hanley,格蘭特·漢利
Alex Lloyd,亞歷克斯·勞埃德
"Alan Kelly, Jr.",小阿倫·凱利
Geoff Dyer,傑夫·戴爾
Henry Condell,亨利·康德尔
Iain Dowie,伊恩·杜維
John Crocker,约翰·克罗克中将
George Alcock,乔治·阿尔科克
Laurence Naismith,勞倫斯·奈史密斯
William Le Queux,威廉·勒·丘
James Braid,詹姆斯·布列德
James McArthur,詹姆斯·邁克阿瑟
"John Aston, Sr.",老约翰·阿斯顿
Thomas Sopwith,托马斯·索普维斯
Frank Cottrell-Boyce,弗兰克·科特雷尔-博伊斯
Timothy West,提姆·威斯特
John Leyton,約翰·里頓
David Lowe,戴维·洛
Douglas Bostock,道格拉斯·博斯托克
Filius Flitwick,菲利乌斯·弗立维
Harry B. Whittington,哈利·布萊莫·惠靈頓
Thomas Johnson,托马斯·约翰逊
Ewan Stewart,伊旺·史都華
Alfie Bass,阿爾菲·巴斯
Ken Hughes,肯·休斯
Jason Lowe,詹森·洛維
Fraser Fyvie,弗拉瑟·法維埃
Kevin Richardson,奇雲·理察遜
Mat Zo,马特·索
Gary Stretch,加里·斯加奇
Martin Callanan,卡蘭南男爵馬丁·卡蘭南
William Empson,燕卜荪
Maurice Evans,莫里斯·埃文斯
Mark Rowlands,马克·罗兰
Thomas Nicholls,托马斯·尼科尔斯
Paul Ryan,保罗·瑞恩
Mike Sangster,迈克·桑斯特
Serge Pizzorno,賽爾吉·皮澤諾
Gordon Hodgson,哥頓·鶴治臣
Phoebe Philo,菲比·費洛
Jackson Carlaw,積遜·卡羅
Don Douglas,唐·道格拉斯
Tim Etchells,T. 艾切尔斯
Michael Balcon,邁克爾·巴爾康
Paul Madeley,保羅·馬德利
Paul Walsh,保羅·華殊
George Derwent Thomson,乔治·德文特·汤姆森
Jack Hobbs,傑克·霍布斯
Ken Scott,肯·史考特
David Calderhead,戴維·卡達赫特
George Adamson,喬治·亞當森
Edwin Stephen Goodrich,愛德溫·史蒂芬·古德里奇
Clough Williams-Ellis,克拉夫·威廉姆斯-埃利斯
Eric Coates,埃里克·科茨
Alex Jennings,阿历克斯·杰宁斯
Geoffrey Hodgson,杰弗·霍奇森
Geoffrey Finsberg,傑弗裡·芬斯伯格
George Eric Rowe Gedye,格迪
George Ernest Shelley,乔治·欧内斯特·谢利
Harold Hardman,哈罗德·哈德曼
Jonathan Brownlee,乔纳森·布朗利
Alan Hodgkinson,艾伦·霍奇金森
"Sir Fitzroy MacLean, 1st Baronet",菲茨罗伊·麦克林
"Geoffrey Lofthouse, Baron Lofthouse of Pontefract",杰夫·劳富特霍斯
Geoffrey K. Pullum,傑佛瑞·K·普倫
Howard Flight,霍華德·弗萊特
George Balfour,喬治·貝爾福
George Baker,佐治·白加
Nicholas Hytner,尼古拉斯·希拿
Stanley Lane-Poole,"斯坦利.莱恩-普尔,"
Sammy Nelson,森美·尼路臣
Jimmy Sangster,吉米·桑格斯特
Isaac Hempstead-Wright,伊薩克·亨普斯特德-懷特
Sebastian Cabot,賽巴斯丁·卡伯特
Fred Karno,鎝-99m
Graeme Murty,格莱姆·穆蒂
"George Delacourt-Smith, Baron Delacourt-Smith",查爾斯·德拉古-史密斯，德拉古-史密斯男爵
George Efstathiou,乔治·埃夫斯塔希欧
Frank Calder,弗兰克·考尔德
Ryan Shotton,瑞恩·紹頓
Peter de la Billière,彼得·德拉·比利埃爾
David Holmes,大衛·霍姆斯
Hugh Padgham,休·派德阿姆
Harry Kane,哈里·凱恩
Mal Evans,玛尔·伊万斯
Luciano Bacheta,卢西亚诺·巴切塔
Drummond Matthews,卓門·馬修斯
ANOHNI,安諾尼
Allen Lane,埃伦·雷恩
William Townley,比利·唐利
Harold Acton,哈罗德·阿克通
John Hilton,约翰·希尔顿
Gary Peters,加利·彼得斯
John Carlin,約翰·卡林
Paul Smith,保羅·史密斯
Lawrence Stone,劳伦斯·斯通
Rick Wills,瑞克·威爾斯
William Tenn,威廉·泰恩
Alastair Sim,阿拉斯泰尔·西姆
George Dangerfield,丹戈費爾德
George Cole,喬治·科爾
George Coulouris,乔治·库鲁里斯
"John Stevens, Baron Stevens of Kirkwhelpington",约翰·史蒂文斯，柯尔克威尔平顿男爵
Miles Mander,迈尔斯·曼德
Tom Holland,汤姆·霍兰
John Obadiah Westwood,約翰·額巴迪·韋斯特伍德
Owney Madden,歐尼·麥登
Grum,格鲁姆
Krafty Kuts,卡夫蒂·库茨
"George Foulkes, Baron Foulkes of Cumnock",福勞克斯
George Brough,喬治‧布勞
George Cathcart Woolley,乔治·凯斯卡特·伍利
John Cooper,約翰·庫珀
Mary Fulbrook,玛丽·富布卢克
Lewis Williamson,劉易斯·威廉森
George MacKay,乔治·麦凯
Jack Beresford,杰克·贝雷斯福德
James Kennaway,詹姆斯·肯納韋
Falconer Madan,福尔克纳·梅丹
Ian Graham,伊恩·J·A·格雷厄姆
Bobby Madden,波比·馬登
Cosmo Duff-Gordon,科斯莫·達夫-戈登爵士
"Tariq Ahmad, Baron Ahmad of Wimbledon",塔里克·艾哈邁德
Dukinfield Henry Scott,达金菲尔德·亨利·斯科特
Marina Warner,瑪麗娜·華納
Duncan McCargo,邓肯麦卡高
Lancelot Royle,蘭斯洛特·羅伊
Joseph Noel Paton,約瑟夫·諾埃爾·佩頓
Hubert Gough,休伯特·高夫
Geoffrey Kirk,格夫里·柯克
Nicholas Shackleton,尼可拉斯·沙克頓
Pavlo Beznosiuk,帕弗罗·别兹诺西克
Richard Leacock,理查德·利科克
Jonny Howson,莊拿芬·侯臣
Shane Ferguson,沙恩·費格遜
Jake Forster-Caskey,傑克·福斯特-卡斯基
David Dabydeen,戴维·达比丁
George Simond,喬治·西蒙德
Michael Gill,麥可·吉爾
John Clements,J.S. 克莱门茨
Frank Stoker,弗兰克·斯托克
"Robin Hodgson, Baron Hodgson of Astley Abbotts",阿斯特利·阿博特斯男爵羅賓·霍奇森
Michael Fisher,邁克·菲舍爾
William David Ross,W·D·羅斯
Ibrahim Mohammad Bahr Alolom,易卜拉欣·穆罕默德·巴哈爾·烏盧姆
Dominic Montserrat,多米尼克·蒙特塞拉特
