반기문,潘基文
김혜경,金恵京
김리후,キム・リフ
김우창,金禹昌
고정대,高正大
김태훈,金太勲
김광수,金光洙
김민석,キム・ミンソク
김민재,キム・ミンジェ
최은영,チェ・ウニョン
최지훈,崔志勲
김보옥,キム・ボオク
김선근,キム・ソングン
김은주,キム・ウンジュ
배길태,裵吉泰
정가람,チョン・ガラム
최문환,崔文煥
최은숙,チェ・ウンスク
홍성덕,ホン・ソンドク
화사,ファサ
황인범,黄仁範
서정연,ソ・ジョンヨン
이경순,李敬淳
이규형,イ・ギュヒョン
이슬찬,李スルチャン
소유미,ソ・ユミ
박성훈,パク・ソンフン
홍완기,ワン・キ・ホン
최창식,崔昌植
유승민,リュウ・スンミン
백선진,白善鎮
민유라,ミン・ユラ
최창원,崔昌源
김병진,金炳進
진혁,ジン・ヒョク
경진호,キョン・ジノ
이태훈,李泰勳
김권,キム・グォン
유병재,ユ・ビョンジェ
손준호,孫準浩
김용호,金容浩
김진태,金鎭台
박용만,朴容万
박희광,朴喜光
손인춘,孫仁春
신용남,慎鏞南
신진욱,申鎭旭
신하균,申河均
여영복,呂永複
원세훈,元世勲 (1987年)
윤균상,ユン・ギュンサン
정지안,チョン・ジアン
정찬우,チャヌ
손지화,ソン・ジファ
송지호,ソン・ジホ
윤경호,ユン・ギョンホ
윤수영,ユン・スヨン
윤순홍,ユン・スノン
이치우,イ・チウ
봉만대,ポン・マンデ
솔라,ソラ
윤양하,ユン・ヤンハ
이규호,イ・ギュホ
이순진,李淳鎮
이창열,李昌烈
이은희,李銀姫
조은희,趙恩禧
진창수,秦昌守
강신철,カン・シンチョル
김영선,キム・ヨンソン
김지수,キム・ジス
김호영,キム・ホヨン
레오,レオ
김영석,キム・ヨンソク
휘인,チョン・フィイン
디아나 본체바,ダイアナ・ボンチェバ
최원태,崔原態
윤성식 (연출),ユン・ソンシク
허영지,ホ・ヨンジ
김승현,キム・スンヒョン
김성윤,キム・ソンユン
안경근,安敬根
이현석,李玹碩
장기오,張基梧
채안석,チェ・アンソク
주권,朱権
최성호,チェ・ソンホ
신혜숙,申恵淑
소호준,蘇虎俊
송주훈,宋株熏
송유정,ソン・ユジョン
윤선주,ユン・ソンジュ (脚本家)
하호정,河好貞
장동규,張棟圭
장유상,チャン・ユサン
장인섭,チャン・インソプ
고재일,高在一
민우혁,ミン・ウヒョク
최숙이,崔淑伊
조태근,曹泰根
이덕희,李徳熙
손보미,孫宝渼
김민호,キム・ミノ
여진,ヨジン
염재현,廉在顯
김수안,キム・スアン
홍서연,弘蘇云
권수현,クォン・スヒョン
김세민,キム・セミン
김재홍,金在弘
김필,キム・ピル
박인용,朴仁鎔
박주희,パク・ジュヒ
배민정,ペ・ミンジョン
변요한,ピョン・ヨハン
정승현,鄭昇炫
박환희,パク・ファニ
김상원,金相ウォン
김현수,キム・ヒョンス
박종환,パク・ジョンファン
김나현,キム・ナヒョン
김태경,キム・テギョン
고형진,高亨進
죠앤,ジョアン
김학준,金学俊
박찬숙,朴賛淑
소진,ソジン
예린,エリン
오유진,呉侑珍
윤명숙,尹明淑
이영란,イ・ヨンナン
이영수,イ・ヨンス (1979年生の俳優)
제종길,諸淙吉
이유영,イ・ユヨン
이재영,イ・ジェヨン
이종호,イ・ジョンホ
이진아,イ・ジナ
이항나,イ・ハンナ
엄상백,厳相伯
윤소호,ユン・ソホ
이승현,イ・スンヒョン
이정훈,イ・ジョンフン
이준혁,イ・ジュニョク
이호중,李昊重
김수진,金スジン
김수학,金秀学
김영웅,キム・ヨンウク
김정연,キム・ジョンヨン
김정영,キム・ジョンヨン
김종수,キム・ジョンス
양창영,楊昶栄
윤아름,ユン・アルム
이규웅,李圭雄
이수미,イ・スミ
이영은,イ・ヨンウン
이원진,イ・ウォンジン
이주원,イ・ジュウォン
이주원,イ・ジュウォン
장일호,チャン・イルホ
서동원 (1973년),徐東元
정혜성,チョン・ヘソン
고영표,高永表
김수연,金壽延
노소영,盧素英
목일신,睦一信
박동완,朴東完
서갑호,徐甲虎
양국진,楊国鎮
차영철,車栄澈
케이티 김,ケイティ・キム
지수,ジス (1993年生の俳優)
김사경,キム・サギョン
유종하,柳宗夏
윤복인,ユン・ボギン
하상욱,ハ・サンウク
한기호,ハン・ギホ
현석준,ヒョン・ソクチュン
홍성택,洪成澤
장률,張律
장현수,張鉉洙
최경록,崔慶綠
박병선,パク・ビョンソン
방극천,房極天
배유람,ペ・ユラム
신유진,シン・ユジン
양현민,ヤン・ヒョンミン
오효주,呉孝珠
기리보이,GIRIBOY (歌手)
김은정,キム・ウンジョン
문종원,ムン・ジョンウォン
박소현,朴昭炫
반혜라,パン・ヘラ
전석호,チョン・ソクホ
전수희,チョン・スヒ
정명현,チョン・ミョンヒョン
정윤회,鄭潤会
조해욱,チョ・ヘウク
배유미,ペ・ユミ
천용택,千容宅
피서영,皮瑞英
피수영,皮守英
김영일,イーグル・ハン
박경호,朴景浩
김남준,RM
김용희,キム・ヨンヒ
서은광,ウングァン
최두호,チェ・ドゥホ
김희찬,キム・ヒチャン
이금민,イ・グンミン
백혜련,白恵蓮
송철호,宋哲鎬
이개호,李介昊
이종만,イ・ジョンマン
전진영,チョン・ジニョン
조송화,チョ・ソンファ
최문순,崔文洵
정우,ジョンウ
김성주,金成柱
영 김,金映玉
수잔 샤키야,スジャン・シャキヤ
서경배,徐慶培
김규민 (배구 선수),キム・ギュミン
송광원,ソン・グァンウォン
노수희,ノ・スヒ
백현진,ペク・ヒョンジン
조수향,チョ・スヒャン
양영조,ヤン・ヨンジョ
주세종,朱世鐘
수빈,スビン
김영준,キム・ヨンジュン
김형남,金炯南
방성출,方性出
종국,ジョングク
권정생,権正生
김동수,キム・ドンス
김현균,キム・ヒョンギュン
신계용,申桂容
안인기,安仁基
오윤형,呉潤衡
서학,ソ・ハク
신승원,申勝元
유아름,ユ・アルム
이동신,イ・ドンシン
이민아,イ・ミナ
조정민,チョ・ジョンミン
이석준,イ・ソクチュン
이세라,イ・セラ
이형준,イ・ヒョンジュン
임영규,イム・ヨンギュ
조수호,趙秀鎬
조원태,趙源泰
김양식,金良植
김정기,金政基
오혜리,呉慧悧
이동혁,ヘチャン
오희준,オ・ヒジュン
이수경,イ・スギョン
진성,チン・ソン
최윤정,チェ・ユンジョン
한철균,韓鐵均
한해원,韓海苑
유준,ホン・ユジュン
황미영,ファン・ミヨン
옥득진,玉得眞
변준범,邊峻範
김도훈,キム・ドフン
박혜련,パク・ヘリョン
신범식,申範植
김민태,金眠泰
김범수,金範洙
김성수,金性洙
김영훈,金ヨンフン
김응석,キム・ウンソク
김인,キム・イン
김홍석,キム・ホンソク
류혜영,リュ・ヘヨン
박종원,朴鍾遠
박주원,朴柱元
방한민,方漢旻
배금수,裴今洙
배종호,裴宗鎬
백수련,ペク・スリョン
성낙인,成楽寅
안세하,アン・セハ
제이홉,J-HOPE
윤성빈,尹誠彬
강득구,姜得求
김대중,キム・デジュン
김대희,金大熙
김명훈,金明訓
김병오,金炳旿
김수진,金秀真
최현석,チェ・ヒョンソク
태인호,テ・イノ
이종호,李鍾昊
고동현,コ・ドンヒョン
권화운,クォン・シヒョン
조현아,趙顕娥
권재희,クォン・ジェヒ
김민우,金珉佑
변종하,卞鍾夏
손무현,ソン・ムヒョン
손춘익,孫春翼
신언준,申彦俊
조시원,趙時元
이문원,李文源
이서구,李瑞求
이오덕,李五德
이우태,李愚兌
이유준,イ・ユジュン
천양희,千良姫
정혜인,チョン・ヘイン
조동현,曺東鉉
조윤경,チョ・ユンギョン
최환,崔桓
홍용표,洪容杓
정승환 (가수),チョン・スンファン
황재원,ファン・ジェウォン
김한일,キム・ハンイル
강일원,姜日源
고영주,高永宙
기세형,キ・セヒョン
김민정,キム・ミンジョン
김상휘,キム・サンフィ
김용석,キム・ヨンソク
김원치,キム・ウォンチ
김이수,金二洙
김재화,金載華
김성수,金ソンス
이재성,李在成
김나영,キム・ナヨン
윤건영,尹建永
여회현,ヨ・フェヒョン
예리,イェリ
예정화,イェ・ジョンファ
오신환,吳晨煥
원종배,元鍾培
유경현,柳瓊賢
유봉영,劉鳳栄
유용근,劉溶根
유용태,劉容泰
강은미,姜恩美
공명,コンミョン
곽규미,クァク・ギュミ
곽정은,郭正恩
구본임,ク・ボニム
디노 (가수),DINO
이아름,イ・アルム
강성미,カン・ソンミ
권소현,クァン・ソヒョン
김범준,金凡俊
김성일,キム・ソンイル
김영선,金永先
우하람,呉哈楠
고진영,高真栄
문희종,文熙鍾
황석정,ファン・ソクチョン
구병모,ク・ビョンモ
백동규,白棟圭
박정화,パク・ジョンファ
유주,ユジュ
위성낙,魏聖洛
전지후,チン・ヒョンビン
김광수,金光洙
김신영,金伸英
김영삼,金榮三
김원,金原
김효선,キム・ヒョソン
나기수,ナ・ギス
김대진,金大鎮
김영석,金栄錫
김윤철,キム・ユンチョル
김지훈,キム・ジフン
김진호,キム・ジノ
문선민,文宣民
이대헌,李大憲
조이,ジョイ
홍동현,洪東賢
황선우,ファン・ソヌ
김건수,金建秀
문동주,文棟柱
오동기,呉東起
정경모,鄭敬謨
이정근,李禎根
현동춘,玄東春
현미진,玄味眞
장혜진,チャン・ヘジン
우봉식,ウ・ボンシク
김현지,キム・ヒョンジ
나태주,ナ・テジュ
스테파니 리,ステファニー・リー
류석춘,柳錫春
류태호,リュ・デホ
마호섭,麻鎬燮
박노식,パク・ノシク
박세환,朴世煥
박은석,パク・ウンソク
김소현,キム・ソヒョン
김영기,金永基
김태환,キム・テファン
문재도,文在燾
박상범,朴相範
원석현,元石炫
정인영,鄭仁永
유림,柳林
조덕제,チョ・ドクチェ
하경덕,河敬徳
윤곤강,尹崑崗
윤성호,ユン・ソンホ
윤창범,ユン・チャンボム
안국현,安國鉉
김상철,金相喆
김병식,金昞植
곽우종,郭佑鐘
박해수,朴海水
네스티 캣,Nasty Cat
문도원,文度媛
박경화,朴景和
백성호,白成豪
허정민,ホ・ジョンミン
남주혁,ナム・ジュヒョク
이중희,李重熙
최원용,崔原踊
최태민,崔太敏
허정구,許鼎九
김영훈,金ヨンフン
김지양,キム・ジヤン
안소현,アン・ソヒョン
웬디,ウェンディ
이갑식,李甲植
이광모,イ・グァンモ
이광범,李光範
이광자,李光子
이구수,李亀洙
이다희,イ・ダヒ
이정원,李正遠
오 미포,呉美保
신수희,シン・スヒ
김미연,金ミヨン
주현상,朱炫相
최유리,チェ・ユリ
한영광,ハン・ヨングァン
한은진,ハン・ウンジン
허진,ホ・ジン
유미 호건,ユミ・ホーガン
DJ SODA,DJ SODA
안재민,アン・ジェミン
오의식,オ・ウィシク
이시강,イ・シガン
이재성,イ・ジェソン
김종문,キム・ジョンムン
레바,レバ
류수정,リュ・スジョン
문창길,ムン・チャンギル
모기윤,毛麒允
방영민,方泳敏
성우진,成祐溱
용혜인,龍慧仁
윤삼륙,尹三六
이승준,イ・スンジュン
문무일,文武一
문용식,文龍植
민승우,ミン・スンウ
박권흠,朴権欽
박대규,パク・テギュ
박요한,パク・ヨハン
박용우,朴鎔宇
박주영,パク・ジュヨン
박지수,朴志洙
방극성,房極星
장경순,張慶淳
장극,張勀
정해인,チョン・ヘイン
김재영,キム・ジェヨン
양병열,カン・ユンジェ
길정화,キル・ジョンファ
김명신,金明信
김승호,キム・スンホ
공민정,コン・ミンジョン
손종학,ソン・ジョンハク
송선호,宋先浩
이양우,李亮雨
이태곤,イ・テゴン
박찬희,朴燦熙
신기준,シン・ギジュン
엄성섭,嚴星燮
유재명,ユ・ジェミョン
조성준,趙誠俊
이수현,イ・スヒョン
이현호,李賢虎
박소담,パク・ソダム
김병수,金炳秀
김용남,金勇男
김희조,金熙祚
배성우,ペ・ソンウ
성유빈,ソン・ユビン
정재일,チョン・ジェイル
정종택,鄭宗沢
정진길,鄭鎮吉
정태성,鄭泰成
정휘동,鄭輝東
정희섭,鄭熙燮
정희채,鄭熙彩
조병규,趙炳奎
조상호,曺相鎬
장승조,チャン・スンジョ
조용호,趙龍鎬
조현식,チョ・ヒョンシク
허정도,ホ・ジョント
방두환,方斗煥
배상태,裵相台
서영훈,徐英勳
서지음,ソ・ジウム
손승덕,孫承徳
손영도,孫泳道
송병대,宋丙大
송천영,宋千永
송하림,ソン・ハリム
송현섭,宋鉉燮
조순승,趙淳昇
조시형,趙始衡
조정제,趙正済
조찬형,趙賛衡
최권수,チェ・グォンス
최영,チェ・ヨン
추상록,チュ・サンノク
태항호,テ・ハンホ
송인준,宋寅準
박해수,パク・ヘス
남태령,ナム・テリョン
박민규,朴珉奎
박성근,パク・チイル
박소현,パク・ソヒョン
이수진,イ・スジン
김두만,金斗万
김성룡,金成龍
김인우,キム・イヌ
김종현,キム・ジョンヒョン
김태리,キム・テリ
권칠승,権七勝
소병훈,蘇秉勲
어기구,魚基亀
조승래,趙承来
윤국노,尹国老
윤명운,尹明運
윤석순,尹碩淳
윤식,尹埴
윤인식,尹仁植
윤재기,尹在基
윤재명,尹在明
이길보라,イギル・ボラ
이설아,李雪兒
영재 (1996년),ヨンジェ
유겸,ユギョム
김요환,金曜煥
김은수,キム・ウンス
최중화,崔重華
최민정,チェ・ミンジョン
김효정,金孝貞
박영재,パク・ヨンジェ
박하민,朴河旼
오주성,吳周星
이다영,イ・ダヨン
정재문,鄭在文
전진서,チョン・ジンソ
정규헌,鄭圭憲
정낙훈,鄭楽勲
정동성,鄭東星
정래정,丁来正
정문화,鄭文和
정병학,鄭炳学
정상천,鄭相千
정상희,鄭商熙
정시채,丁時采
정우식,鄭雨湜
정웅,鄭雄
정의용,鄭義溶
주민규,周敏圭
정재용,鄭宰溶
강지우,カン・ジウ
김남춘,金南春
김민재,キム・ミンジェ
지민,JIMIN
하경철,河炅喆
한석종,韓碩棕
한의권,韓医権
홍선기,洪善基
황유선,ファン・ユソン
황창영,ファン・チャンヨン
박혜수,パク・ヘス
반하니,パン・ハニ
백수장,ペク・スジャン
유빈,ビニ
신동인,辛東仁
신원균,シン・ウォンギュン
아이언,アイアン
안갑준,安甲濬
양경자,梁慶子
양재권,梁在淃
양찬우,楊燦宇
엄토미,嚴吐美
김경익,キム・ギョンイク
천종원,チョン・ジョンウォン
박동희,朴東煕
박귀희,朴貴煕
박재희,朴在煕
박재옥,朴在玉
김동준,金東俊 (サッカー選手)
정보경,鄭普涇
이승연,イ・スンヨン
김창수,金山昌秀
최병광,チェ・ビョングァン
신석우,申錫雨
김하늘,キム・ハヌル
문경찬,文京賛
박정수,朴正洙
박창명,朴蒼溟
송민호,ソン・ミンホ
박승유,朴勝裕
