Klaus Ernst,클라우스 에른스트
Albert Brülls,알버트 브륄스
Annik Wecker,안닉 베커
Waleri Belenki,발레리 벨렌키
Herbert Zimmermann,헤르베르트 치머만
Samed Yeşil,사메드 예실
Stefanie Hertel,스테파니 허텔
Anno Koehler,안노 쾰러
Marco Caligiuri,마르코 칼리지우리
Andreas Deuschle,안드레아스 도이슐레
Daniel Hopfer,다니엘 호퍼
Tobias Schweinsteiger,토비아스 슈바인슈타이거
Eckhard Krautzun,에크하르트 크라우춘
Steffen Wohlfarth,슈테펜 볼파르트
Martina Voss-Tecklenburg,마르티나 포스테클렌부르크
Rolf Rüssmann,롤프 뤼스만
Annika Blendl,애니카 블렌들
Annika Bruhn,아니카 브룬
Helmut Lachenmann,헬무트 라헨만
Jörg Michael,요르그 미하일
Wilfried Hannes,빌프리트 하네스
Bernd Franke,베른트 프랑케
Fritz Schilgen,프리츠 실겐
Chris Fleming,크리스 플레밍
Marko Rehmer,마르코 레머
Sascha Mölders,사샤 묄더스
Mustafa Doğan,무스타파 도안
Udo Quellmalz,우도 켈말츠
Philipp Bargfrede,필리프 바크프레데
Horst Eckel,호르스트 에켈
Hans Neusidler,한스 노이지들러
Christian Wück,크리스티안 뷔크
Josef Sommer,조지프 서머
Andreas Dressel,안드레아스 드 드레스
Otto Rehhagel,오토 레하겔
Frank Mill,프랑크 밀
Michael Zorc,미하엘 초어크
Hans-Günter Bruns,한스귄터 브룬스
Walter Junghans,발터 융한스
Johannes Fischer,요하네스 피셔
Antonia von Romatowski,안토니아 폰 로마 마우 스키
Hans Bongartz,한스 봉가르츠
André Breitenreiter,안드레 브라이텐라이터
Michael Skibbe,미하엘 스키베
Johann Schobert,요한 쇼베르트
Peter Baumann,피터 바우만
Antonia Holfelder,안토니아 홀 페더
Uwe Reinders,우베 라인더스
Peter Altmeier,페터 알트마이어
Anja Franke,안자 프랭크
Richard Sukuta-Pasu,리차드 수쿠타 파수
Reinhard Klimmt,라인하르트 클림트
Alfred Gomolka,알프레트 고몰카
André Hahn,안드레 한
Diethelm Ferner,디텔름 페르너
Norbert Meier,노르베르트 마이어
Rudolf Ismayr,루돌프 이스마이어
Bernhard Klodt,베른하르트 클로트
Daniel Stephan,다니엘 슈테판
Anja Lukaseder,안자 루카시 더
Anja Maike Hegenauer,아냐 헤게나워
Holger Glandorf,홀거 글란도르프
Antonio Wannek,안토니오 와넥
Anja Reschke,아냐 레슈케
Andreas Glück,안드레아스 글뤼크
Leon Goretzka,레온 고레츠카
Bernhard Schmidt,베른하르트 슈미트
Ralf Wadephul,랄프 웨이드풀
Andreas Gößling,안드레아스 괴슬링
Werner Liebrich,베르너 리브리히
Kevin Schindler,케빈 신들러
Thomas Quasthoff,토마스 크바스트호프
Walter Bathe,발터 바테
Peter Kowald,페터 코발트
Otto Nerz,오토 네르츠
Apparat,아파라트
André Röhner,안드레 노너
Bernd Storck,베른트 슈토르크
Fin Bartels,핀 바르텔스
Olaf Marschall,올라프 마르샬
Harald Nickel,하랄트 니켈
Conrad Schnitzler,콘래드 슈니츨러
Thorsten Schmitt,토르스텐 슈미트
André Schubert,안드레 슈베르트
Ronny Weller,로니 벨러
Helgi Schmid,안드레아스 헬기 슈미트
André Stinka,안드레 슈팅카
Hans Pflügler,한스 플뤼글러
Hans-Jochen Vogel,한스요헨 포겔
Eric Braeden,에릭 브래든
Malte Metzelder,말테 메첼더
Georg Zacharias,게오르크 차하리아스
Siegfried Fehmer,지크프리트 페머
Hans Bauer,한스 바우어
Tobias Fink,토비아스 핑크
Paul Renner,파울 레너
Herman Frank,헤르만 프랑크
Otto Neitzel,오토 나이첼
Alexander Walke,알렉산더 발케
Reinhard Stumpf,라인하르트 슈툼프
Valdet Rama,발데트 라마
Jan Kirchhoff,얀 키르히호프
Ines Geißler,이네스 가이슬러
André Trepoll,안드레 트레 폴
Hans Tilkowski,한스 틸코프스키
Günter Bernard,귄터 베르나르트
Benjamin Wess,베냐민 베스
Christoph Moritz,크리스토프 모리츠
Sandro Wagner,산드로 바그너
Lothar Emmerich,로타어 에메리히
Ralf Schumann,랄프 슈만
Maximilian Beister,막시밀리안 바이스터
Paul Günther,파울 귄터
Manfred Kokot,만프레트 코코트
Christian Wetklo,크리스티안 베트클로
Jupp Derwall,유프 데어발
Patrick Herrmann,파트리크 헤르만
Anthony Petrifke,안소니 페트리프크
Tony Jantschke,토니 얀치케
Raphael Wolf,라파엘 볼프
Klaus Wolfermann,클라우스 볼퍼만
Uli Stein,울리 슈타인
Erik Möller,에릭 묄러
Pierre-Michel Lasogga,피에르-미셸 라소가
Carl Galle,카를 갈레
Walter Brack,발터 브라크
Werner Olk,베르너 올크
Hansi Flick,한스디터 플리크
Rosemarie Gabriel,로제마리 가브리엘
Rudolf Schlichter,루돌프 슐리히터
Bastian Oczipka,바스티안 오칩카
Fritz Winter,프리츠 빈터
Diego Demme,디에고 데메
Egid Quirin Asam,에기트 퀴린 아잠
Ignaz Günther,프란츠 이그나츠 귄터
Hubert Kah,후베르트 카
Anke Lutz,앙케 루츠
Volker Braun,폴커 브라운
Luis Manuel Seijas,리스 마누엘 세이하스
Michael Preetz,미하엘 프레츠
Sebastian Langkamp,세바스티안 랑캄프
Sebastian Rode,제바스티안 로데
Harald Norpoth,하랄트 노르포트
Carolin Kebekus,카롤린 케베쿠스
Heiner Goebbels,하이너 괴벨스
Anke Karstens,앙케 카르스텐스
Erich Kühnhackl,에리히 퀸하클
Dariusz Wosz,다리우시 보시
Christian Nerlinger,크리스티안 네를링거
Volker Finke,폴커 핀케
Ann-Katrin Berger,안카트린 베르거
Maximilian Hecker,막시밀리안 헤커
Yvan Goll,이반 골
Jörg Albertz,외르크 알베르츠
Lior Shamriz,리오 샴리즈
Roland Brückner,롤란트 브뤼크너
Siegmund von Hausegger,지크문트 폰 하우제거
"Antoine Monot, Jr.",안톤 모놋 주니어
Thorsten Fink,토르스텐 핑크
Torsten Voss,토르스텐 포스
Matthias Weckmann,마티아스 베크만
Natalie Horler,나탈리 홀러
Josephine Henning,요제피네 헤닝
Steve Schroyder,스티브 슈로더
Albert Oehlen,알버트 오 엘렌
Arthur Jonath,아르투어 요나트
Anna-Lena Zuck,아나레나 추크
Thomas Sydenham,토머스 시드남
Dietrich Thurau,디트리히 투라우
Maximilian Riedmüller,막시밀리안 리트뮐러
Dariusz Michalczewski,다리우시 미할체프스키
Erich Rademacher,에리히 라데마허
Ariane Krampe,아리안 크램프
Anette Kramme,아네테 크라메
Herberts Vasiļjevs,헤르베르츠 바실레우스
Ernst Willimowski,에른스트 빌리모프스키
Luis Trenker,루이스 트렌커
Gunnar Sauer,구나르 자우어
Sascha Dikiciyan,소닉 헴
Uwe-Jens Mey,우베옌스 마이
Uli Borowka,울리히 보로프카
Armin Thalheim,아르민 탈하임
Anette Hübinger,아네테 휘빙거
Peter Nogly,페터 노글리
Kurt Bendlin,쿠르트 벤들린
Norbert Eder,노르베르트 에더
Almut Lehmann,알무트 레만
Heinz Hornig,하인츠 호르니크
Hans Dorfner,한스 도르프너
Hans Hartung,앙스 아르퉁
Marvin Matip,마르뱅 마티프
Fabian Johnson,파비안 욘손
Franz Anton Maulbertsch,프란츠 안톤 말베르츠
Armin Willingmann,아르민 빌링만
Albert Zürner,알베르트 취르너
Manfred Manglitz,만프레트 망글리츠
Holger Hieronymus,홀거 히로니무스
Wolfgang Paul,볼프강 파울
Bertold Hummel,베르톨드 훔멜
Anna Frenzel-Röhl,안나 프렌젤 뢰르
Peter Dietrich,페터 디트리히
Gerd Zewe,게르트 체베
Horst Wolter,호르스트 볼터
Alexander Gassner,알렉산더 가스너
Christopher Grotheer,크리스토퍼 그로터
Karl Leister,카를 라이스터
Bernd Patzke,베른트 파츠케
Werner Krämer,베르너 크레머
Ralf Falkenmayer,랄프 팔켄마이어
Dietmar Danner,디트마어 다너
Heinrich Kaminski,하인리히 카민스키
Rolf Oesterreich,롤프 외스테라이히
Klaus-Dieter Kurrat,클라우스디터 쿠라트
Kurt Tschenscher,쿠르트 첸셔
Peter Maffay,페터 마파이
Hans Albers,한스 알버스
Angela Ascher,안젤라 애처
Emil Rausch,에밀 라우슈
Ariela Bogenberger,아리엘 보겐 버거
Marcel Risse,마르첼 리세
Hans Filbinger,한스 필빙거
Rouven Sattelmaier,루펜 자텔마이어
Alessandro Riedle,알레산드로 리들레
Anna Montanaro,애나 몬타나로
George Ștefănescu,제오르제 슈테퍼네스쿠
Angela Freimuth,앙겔라 프라이무트
Tom Geißler,톰 가이슬러
Timo Wess,티모 베스
René Schneider,레네 슈나이더
Dennis Diekmeier,데니스 디크마이어
Arndt Schwering-Sohnrey,아른트 슈베링-손레이
Wolf Hoffmann,울프 호프만
Peniel Mlapa,페니엘 음라파
Anna Mönikes,아나 뫼니케스
Irmin Schmidt,이르민 슈미트
Robin Dutt,로빈 두트
Lee Charm,이참
Stefan Kretzschmar,슈테판 크레치마어
Michael Rother,미하엘 로터
Konstantin Rausch,콘스탄틴 라우슈
Kessler-Zwillinge,케슬러 쌍둥이
Herms Niel,헤름스 닐
Peter Popoff,피터 포포프
Manfred Binz,만프레트 빈츠
Anna Schuleit,아나 슐라이트
Anna Schudt,아나 슈트
Arnfried Lerche,아른프리트 레르헤
Marie Clothilde von Frankreich,프랑스의 마리아 클로틸데
Lars Stindl,라르스 슈틴들
Mergim Mavraj,머르김 마브라이
Werner Rittberger,베르너 리트버거
Ernst Julius Otto,에른스트 율리우스 오토
Edwin Binney,에드윈 비니
Ursula Schleicher,우르줄라 슐라이허
Benjamin Kauffmann,베냐민 카우프만
Shkodran Mustafi,스코드란 무스타피
Benjamin Völz,베냐민 뵐츠
Fritz Szepan,프리츠 스체판
Hanns Kilian,한스 킬리안
Sophie in Bayern,리히텐슈타인 후세자빈 조피
Heiko Herrlich,하이코 헤를리히
Norbert Nigbur,노르베르트 니크부어
Arno Schellenberg,아르노 셸렌베르크
Attila Hildmann,아틸라 힐트만
Benno Kusche,베노 쿠셰
Axel Jungk,악셀 융크
Erwin Kremers,에르빈 크레머스
Karl-Heinz Metzner,카를하인츠 메츠너
Michael Frontzeck,미하엘 프론체크
Madison Ivy,매디슨 아이비
Ditmar Jakobs,디트마어 야콥스
Franz von Liszt,프란츠 폰 리스트
Wolfram Wuttke,볼프람 부트케
Axel Siefer,악셀 지퍼
Axel Rauschenbach,악셀 라우셴바흐
Carsten Nicolai,알바 노토
Roland Wohlfarth,롤란트 볼파르트
Günter Hermann,귄터 헤르만
Marco Reich,마르코 라이히
Jörg Freimuth,외르크 프라이무트
Thomas Lange,토마스 랑게
Ronald Worm,로날트 보름
Michael Rummenigge,미하엘 루메니게
Hermann Weinbuch,헤르만 바인부흐
Wolfgang Kleff,볼프강 클레프
Axel Wegner,악셀 베그너
Dieter Burdenski,디터 부르덴스키
Arnold Kowalewski,아르놀트 코발레프스키
Gerhard Tremmel,게르하르트 트레멜
Sascha Lewandowski,사샤 레반도프스키
Leonardo Bittencourt,레오나르도 비텡코우르트
Walther Eichrodt,월터 아이크롯트
August Ewald,아우구스트 에발트
Caspar Memering,카스파르 메메링
Aziz Bouhaddouz,아지즈 부하두즈
Matthias Herget,마티아스 헤르게트
August Christian Niemann,아우구스트 크리스티안 니만
Paulo Rink,파울루 힝크
Erich Hecke,에리히 헤케
John Brooks,존 브룩스
Remig Stumpf,레미히 슈툼프
Balduin Schwarz,발두인 슈바르츠
Timo Horn,티모 호른
Arnold Schütz,아르놀트 쉬츠
Stefan Ortega Moreno,슈테판 오르테가
Jonas Hofmann,요나스 호프만
Marco Engelhardt,마르코 엥엘하트
Ulrich Tukur,울리히 투쿠르
Marvin Bakalorz,마빈 바칼로츠
Kerem Demirbay,케렘 데미르바이
Marvin Ducksch,마빈 둑쉬
Marcus Schmickler,마르쿠스 슈미클러
Barbara Dittus,바바라 디투스
Barbara Hahlweg,바르바라 할베크
Erik Durm,에리크 두름
Barbara Brecht-Schall,바바라 브레히트 샬
Heinrich,하인리히 (프랑코니아)
Moritz Hartmann,모리츠 하르트만
Barbara Freier,바바라 프라이어
Marcel Halstenberg,마르셀 할스텐베르크
Milko Kelemen,밀코 켈레멘
Mirko Votava,미로슬라프 포타바
Helmut Kremers,헬무트 크레머스
Dieter Herzog,디터 헤르초크
Paul Mebus,파울 메부스
Rudi Bommer,루돌프 보머
Slobodan Komljenović,슬로보단 콤레노비치
Eric Frenzel,에리크 프렌첼
Karim Bellarabi,카림 벨라라비
Paul Steiner,파울 슈타이너
Barbara Morawiecz,바바라 모라위츠
Thomas Tuchel,토마스 투헬
Peer Kluge,페어 클루게
Dirk Theismann,디르크 타이스만
Rolf Wolfshohl,롤프 볼프스홀
Oliver Reck,올리버 레크
Bernd Böhlich,베른 드 볼 리치
Thomas Allofs,토마스 알로프스
Barbara Schöne,바르바라 쇠네
Martin Wagner,마르틴 바그너
Barbara Sichtermann,바르바라 지히터만
Stefan Klos,슈테판 클로스
Barbara Steffens,바르바라 슈테펜스
Hannes Löhr,하네스 뢰어
Herbert Erhardt,허버트 에르하르트
Christian Eichner,크리스티안 아이히너
Werner Bergengruen,베르너 베르겐그루엔
Eric Voegelin,에리히 푀겔린
Bernhard Jasper,베른 하르트 재스퍼
Walter Braunfels,발터 브라운펠스
Martin Max,마르틴 막스
Albert Forster,알베르트 포르스터
Bernard Dietz,베르나르트 디츠
Max Slevogt,막스 슬레포크트
Christian Cannabich,크리스티안 카나비히
Jörg Woithe,외르크 보이테
Otto I.,오토 1세
Maik Franz,마이크 프란츠
Max von Schillings,막스 폰 실링스
Thorben Marx,토르벤 마르크스
Franz Anton Hoffmeister,프란츠 안톤 호프마이스터
Bernhard Klapprott,베른하르트 클라프로트
Frank Schaffer,프랑크 샤퍼
Gustav Schuft,구스타프 슈프트
Peter Thiel,피터 틸
Hakan Çalhanoğlu,하칸 칼하노글루
Wolfgang Dremmler,볼프강 드렘러
Josef Posipal,요제프 포지팔
Jörg Böhme,외어흐 뵈메
Rüdiger Abramczik,뤼디거 아브람치크
Heinrich Kwiatkowski,하인츠 크비아트코프스키
Konrad Frey,콘라트 프라이
Fritz Laband,프리츠 라반트
Marco Russ,마르코 루스
Bastian Steppin,바스티안 슈테핀
Richard Herrmann,리하르트 헤르만
Bernhard Piesk,베른 하드 피섹
Bernhard Otte,베른하르트 오테
Bernd Jochen Hilberath,베른트 요헨 힐베라트
Tannhäuser,탄호이저
Marcus Sorg,마르쿠스 조르크
Beate Schmolke-Hasselmann,베아테 하셀만
Bela Klentze,벨라 클렌츠제
Gottfried Heinrich Bach,고트프리트 하인리히 바흐
Benedict Wells,베네딕트 벨스
Heiner Brand,하이너 브란트
Norbert Weber,노르베르트 베버
Paul Lincke,파울 린케
Aurelia Stern,아우렐리아 슈테른
Otto Gussmann,오토 구스만
Thomas Oppenheimer,토마스 오펜하이머
Karl Sutter,카를 주터
Emil Walter,에밀 발터
Carl Oesterley junior,카를 외스털라이 2세
Felix Wiedwald,펠릭스 비에드발트
Faissal Ebnoutalib,파이살 에브누탈리브
Friedrich Ernst Koch,프리드리히 코흐
Peter Tschentscher,피터 트션 츠쳐
Berno von Cramm,베르노 폰크람
Bernd Sibler,베른트 지블러
Rolf Zacher,롤프 자처
Willy Berking,빌리 베르킹
Björn-Hergen Schimpf,비외른헤르겐 심프
Rabod von Kröcher,라보트 폰 크뢰허
Bernd Stelter,베른트 슈텔터
Björn Grundies,비욘 그룬 데스
Tom Kühnhackl,톰 퀸하클
Björn Schalla,비외른 샬라
Stefan Schnoor,슈테판 슈노르
Gerhard Weinberger,게르하르트 바인베르거
Michael Hoenig,마이클 호에뉴
Günter Zöller,귄터 쵤러
Ursula Hirschmann,우르줄라 히르슈만
Klaus Glahn,클라우스 글란
Carl Oesterley,카를 외스털라이 1세
Erden Alkan,에르 든 알칸
Burkard Dregger,부르카르트 드레거
William Wauer,빌리암 바워
Nicholas Conard,니컬러스 콘래드
Martin Hyun,마틴 현
Bodo Illgner,보도 일그너
Lutz Wanja,루츠 바냐
Bettina Manshausen,베티나 만스하우젠
Burkhard Glaetzner,부르크하르트 글레츠너
Gyula Trebitsch,줄라 트레비치
Burkhard Mann,부르크하르트 만
Berti Vogts,베르티 포크츠
David Speiser,다비트 스파이저
Hans Judenkönig,한스 유덴쾨니히
Marc Hornschuh,마크 호언슈어
Burkhard Sude,부르크하르트 주데
Kevin Akpoguma,케빈 아크포구마
Matthias Schwarz,마티아스 슈바르츠
Burkhard Spinnen,부르크하르트 슈피넨
Burkhart Cardauns,부르크하르트 카르다운스
Martin Odersky,마틴 오더스키
Tilman Rammstedt,틸만 람슈테트
Daniel Schuhmacher,다니엘 슈마허
Tom Peuckert,톰 포이케르트
Bettina Mittendorfer,베티나 미텐도르퍼
Bettina Reitz,베티나 레잇츠
Butz Ulrich Buse,부츠 울리히 부스
Ladislaus von Bortkewitsch,라디슬라우스 보르트키에비츠
Magneto,매그니토
Daniel Morgenroth,다니엘 모르겐로트
Bianca Walter,비앙카 발터
Thomas Würtenberger,토마스 뷔르텐베르거
Thomas Merkel,토마스 메르켈
Biber Gullatz,비버 걸라츠
Billey Demirtaş,빌리 드미르타스
Bruni Löbel,브루니 로벨
Birge Schade,비르게 샤데
Birgit Aschmann,비르기트 아슈만
Klaus Kracht,클라우스 크락트
Bruno F. Apitz,브루노 에프 피츠
Boris Pistorius,보리스 피스토리우스
Birgit Schrowange,비르기트 슈로방게
Rötger Feldmann,레터 펠드만
Hans Helfritz,한스 헬프리츠
Carmen-Maja Antoni,카르멘마야 안토니
Sara Däbritz,자라 데브리츠
Günter Kochan,귄터 코한
Michael Jurack,미하엘 유라크
Regina Weber,레기나 베버
Carmen Molinar,카르멘 몰리나
Nicola Leibinger-Kammüller,니콜라 라이빙거카뮐러
Wolfgang Niedecken,볼프강 니데켄
Cappuccino,카푸치노
Bruno Merk,브루노 메르크
Walter Harzer,발터 하르처
Raimund Böll,라이문트 뵐
Carolin Emcke,캐롤린 엠케
Carolin Schiewe,카롤린 시베
David Wagner,데이비드 와그너
Carsten Fiebeler,카스텐 피에르엘
Carsten Haitzler,카르스텐 하이츨러
Leonard Wübbena,레오나드 우베베나
Heinz-Ulrich Walther,하인츠울리히 발터
Robert Paul,로베르트 파울
Rainer Brüninghaus,라이너 브뤼닝하우스
Brigitte Maria Bertele,브리짓 마리아 베르텔
Heinrich Berger,헨리 버거
Carsten Linnemann,카르스텐 리네만
Jonas Hector,요나스 헥토어
Gerd Dudek,게르트 두데크
Carsten Schneider,카르스텐 슈나이더
Carl Cannabich,카를 카나비히
Dietrich Mattausch,디트 리치 마타 우슈
Brigitte Walbrun,비르기테 발브룬
Chhunly Pagenburg,훈리 파겐부르크
