François Hollande,フランソワ・オランド
Georges Minois,ジョルジュ・ミノワ
Alfred Schmitt,アルフレッド・シュミット
Georges Passerieu,ジョルジュ・パスリュー
Louis-Marie Prudhomme,ルイ＝マリー・プリュドム
Rosmah Mansor,ロスマ・マンソール
Fabrice Guy,ファブリス・ギー
Michel Marcel Navratil,ミシェル・ナヴラティル
Jean-Baptiste Drouet d'Erlon,ジャン＝バティスト・ドルーエ (エルロン伯爵)
Fernand Gregh,フェルナン・グレーグ
Cyril Lemoine,シリル・ルモアンヌ
Claude de La Trémoille,クロード・ド・ラ・トレモイユ
Claude La Colombière,クロード・ド・ラ・コロンビエール
Alain Poiré,アラン・ポワレ
Hubert Koundé,ユベール・クンデ
Charles Gérard,シャルル・ジェラール (俳優)
Alexandre Astruc,アレクサンドル・アストリュック
Philippe Erlanger,フィリップ・エルランジェ
Gérard Brach,ジェラール・ブラッシュ
Jacques Dynam,ジャックス・ディナム
Désiré-Émile Inghelbrecht,デジレ＝エミール・アンゲルブレシュト
Jean-François Melon,ジャン＝フランソワ・ムロン
Jean-Louis Guez de Balzac,ジャン=ルイ・ゲ・ド・バルザック
Marius Toudoire,マリウス・トゥドワール
Edmond de Goncourt,エドモン・ド・ゴンクール
Bernard Pivot,ベルナール・ピヴォ
Jean II de Viennois,ジャン2世・ド・ヴィエノワ
Alain Rey,アラン・レイ
Étienne Dolet,エティエンヌ・ドレ
Melchior de Polignac,メルキオール・ド・ポリニャック
Jean-Louis Colliot-Thélène,ジャン＝ルイ・コリオット＝セレヌ
François-Hubert Drouais,フランソワ＝ユベール・ドルーエ
Pascal Hervé,パスカル・エルベ
Robert Benayoun,ロベール・ベナユン
Olivier de La Marche,オリヴィエ・ド・ラ・マルシュ
Roland Omnès,ロラン・オムネ
Fernand Labori,フェルナン・ラボーリ
Serge Akakpo,セルジュ・アカクポ
Tahar Rahim,タハール・ラヒム
Marc Sangnier,マルク・サンニエ
Larrys Mabiala,ラリ・マビアラ
Roland Pidoux,ロラン・ピドゥ
Jean Nicolas Pierre Hachette,ジャン・ニコラ・アシェット
Henri Wallon,アンリ・ワロン
Pierre Cressoy,ピエール・クレソワ
Claude Durand,クロード・デュラン
Vassilis Alexakis,ヴァシリス・アレクサキス
Michel Coiffard,ミシェル・クーファー
Louis Guillaume Le Monnier,ルイ・ギョーム・ルモニエ
Hubert Henry,ヒューバート＝ジョーゼフ・アンリ
Bruno Marie-Rose,ブルーノ・マリーローズ
Albert Robida,アルベール・ロビダ
Maurice Donnay,モーリス・ドネー
Michel Maffesoli,ミシェル・マフェソリ
Siméon Frank,セミョーン・フランク
Denis Guedj,ドゥニ・ゲジ
James de Rothschild,ジャコブ・マイエール・ド・ロチルド
Julien Simon,ジュリアン・シモン
Marcel Thil,マルセル・チル
Jean Rabier,ジャン・ラビエ
Neal Maupay,ニール・モペイ
Alexander Brailowsky,アレクサンダー・ブライロフスキー
Laurent Biondi,ローラン・ビオンディ
Daniel Roche,ダニエル・ロッシュ
Jean Amila,ジャン・アミラ
Paul Blocq,ポール・オスカル・ブロック
Jean-Joseph Espercieux,ジャン＝ジョセフ・エスペルシュー
Henri Lanoë,アンリ・ラノエ
Xavier Pompidou,ザビエル・ポンピドゥー
Théobald Chartran,テオバルド・シャルトラン
Jules Cluzel,ジュール・クルーセル
Jean François Renaudin,ジャン・フランソワ・ルノーダン
Paul Préboist,ポール・プレボ
Jérôme Bonnissel,ジェローム・ボニセル
David Stone,デビッド・ストーン
Souleymane Camara,スレイマン・カマラ
Pierre-Ossian Bonnet,ピエール・オシアン・ボネ
Verdun-Léon Saulnier,（フランス語）
Jacques de Flesselles,ジャック・ド・フレッセル
François Perrier,フランソワ・ペリエ
Clément Turpin,クレマン・トゥルパン
Jérôme Lindon,ジェローム・ランドン
Clovis Trouille,クロヴィス・トルイユ
Clément Loret,クレマン・ロレ
Jean Ier d'Auvergne,ジャン1世
Pierrick Massiot,ピエリック・マシオ
Jean Angelo,ジャン・アンジェロ
Henri Cain,アンリ・カーン
Tomer Sisley,トメル・シスレー
Henry Rousso,アンリ・ルッソ
Charles-Simon Favart,シャルル・シモン・ファヴァール
Jean-Claude Vannier,ジャン＝クロード・ヴァニエ
Christophe Dominici,クリストフ・ドミニシ
Henri Nallet,アンリ・ナレ
José Bénazéraf,ジョゼ・ベナゼラフ
Jules-Alexis Muenier,ジュール＝アレクシ・ミュニエ
Jacques Delille,ジャック・ドリル
Jean-François de Saint-Lambert,ジャン＝フランソワ・ド・サン＝ランベール
Jean de Sponde,ジャン・ド・スポンド
Nacer Bouhanni,ナセル・ブアニ
Jean-Baptiste Marchand,マルシャン
Louis Laloy,ルイ・ラロワ
Paul de Kock,ポール・ド・コック
Jean Antoine Rossignol,ジャン・アントワーヌ・ロスィニョル
Rudi Garcia,リュディ・ガルシア
Jérôme Pétion de Villeneuve,ジェローム・ペティヨン・ド・ヴィユヌーヴ
Tristan Vautier,トリスタン・ヴォーティエ
Slavoljub Muslin,スラヴォリュブ・ムスリン
Jacques Doucet,ジャック・ドゥーセ
Jean-Pierre Thiollet,ジャン＝ピエール・ティオレ
Carmontelle,ルイ・カロジス・カルモンテル
Nicolas Hulot,ニコラ・ユロ
Gilbert Lely,ジルベール・レリー
Jacques Laurent,セシル・サン＝ローラン
Pierre Michel,ピエール・ミシェル
Jean Sarkozy,ジャン・サルコジ
Gonzalve de Bourbon,ゴンサロ・デ・ボルボン
Georges Labica,ジョルジュ・ラビカ
Jacques-Louis Lions,ジャック＝ルイ・リオン
Gustave Le Gray,ギュスターヴ・ル・グレイ
Jean de Reszke,ジャン・ド・レシュケ
Jacques-Henri de Durfort,ジャック・アンリ・ド・デュルフォール・ド・デュラス
Pierre Cartellier,ピエール・カルトリエ
Fabian Bourzat,ファビアン・ブルザ
Jean-Baptiste Budes de Guébriant,Jean-Baptiste Budes）
Antoinette de Monaco,アントワネット公女
Antoine Brignole-Sale,アントーニオ・ブリニョーレ・サーレ
Michèle Reverdy,ミシェル・ルヴェルディ
Germaine Dieterlen,ジェルメーヌ・ディテルラン
Nicolas Baudeau,ニコラ・ボードー
Michel Corrette,ミシェル・コレット
Albéric Magnard,アルベリク・マニャール
Alexandre Jardin,アレクサンドル・ジャルダン
Ronald Pognon,ロナルド・ポニョン
Charles Nuitter,シャルル・ニュイッテル
Jean-Baptiste Rey,ジャン＝バティスト・レイ
Antonio de Almeida,アントニオ・デ・アルメイダ
Guillaume aux Blanches Mains,ギヨーム・ド・ブロワ (ランス大司教)
Tony Duvert,トニー・デュヴェール
Georges Limbour,ジョルジュ・ランブール
Pierre Troisgros,ピエール・トロワグロ
Josef Nadj,ジョセフ・ナジ
Nino Frank,ニーノ・フランク
Simon Abkarian,シモン・アブカリアン
Anne d'Auvergne,アンヌ・ド・ラ・トゥール・ドーヴェルニュ
Jean-Louis Gassée,ジャン＝ルイ・ガセー
Giovanni Bernaudeau,ジョヴァンニ・ベルノードー
Victor Laloux,ヴィクトール・ラルー
Fabien Lemoine,ファビアン・ルモワーヌ
Georg Hackenschmidt,ジョージ・ハッケンシュミット
René-Jean Dupuy,ルネ・ジャン＝デュピュイ
Louis François Binot,ルイ・フランソワ・ビノ
Georges Bonnet,ジョルジュ・ボネ
Henri Huchard,アンリ・ウシャール
René Dary,ルネ・ダリー
Alain Jakubowicz,アラン・ヤクボウィッチ
Pierre André de Suffren,ピエール・アンドレ・ド・シュフラン
Para One,パラ・ワン
Walter Krivitsky,ウォルター・クリヴィツキー
Charles de Lorraine,シャルル・ド・ロレーヌ (1648-1708)
Ludovic-Oscar Frossard,ルイ＝オスカール・フロッサール
Benjamin Diamond,ベンジャミン・ダイアモンド
Louise de Bourbon,ルイーズ・ド・ブルボン＝ソワソン
Georges de Beauregard,ジョルジュ・ド・ボールガール
Draner,ドラネール
Louis-Philippe de Ségur,ルイ＝フィリップ・ド・セギュール
Édouard Fritch,エドゥアール・フリッチ
Édouard J. Maunick,エドゥアール・J・モーニック
Léonce Rosenberg,レオンス・ローゼンバーグ
Fernand Oubradous,フェルナン・ウーブラドゥ
Rodolphe Radau,ロドルフ・ラドー
Léon-Gontran Damas,レオン＝ゴントラン・ダマス
Maurice Lœwy,モーリス・ローイ
Marie Modiano,マリー・モディアノ
Jean Rouaud,ジャン・ルオー
Albert Samain,アルベール・サマン
Maurice Farman,モーリス・ファルマン
Gabriel Hanot,ガブリエル・アノ
Michel Laurent,ミシェル・ローラン
Colette Darfeuil,コレット・ダーフイユ
Alphonse Rabbe,アルフォンス・ラブ
Gérard Jarry,ジェラール・ジャリ
Pernelle Carron,ペルネル・キャロン
Gilbert Melki,ジルベール・メルキ
Olympe Maxime,オリンペ・マクシーム
Jean Duvignaud,ジャン・デュヴィニョー
Japhet N'Doram,ヤフェット・エンドラム
Georges Carpentier,ジョルジュ・カルパンチェ
Alexis Piron,アレクシス・ピロン
Claude-Guy Hallé,クロード・アレ
Honoré Fabri,オノレ・ファブリ
René de Castries,ルネ・ド・ラ・クロワ・ド・カストリー
Henri Chrétien,アンリ・クレティアン
Kad Merad,カド・メラッド
Pierre-Frédéric Sarrus,ピエール・フレデリック・サラス
Jean de Murs,ユハネス・デ・ムリス
Raymond Vahan Damadian,レイモンド・ダマディアン
René Vautier,レナ・ボーティアー
Jules Favre,ジュール・ファーヴル
Henri Bellery-Desfontaines,アンリ・ベレリ＝デフォンテーヌ
Guy Ier de La Roche,ギヨーム1世
Étienne Ier de Troyes,エティエンヌ1世
Sylvestre-François Lacroix,シルヴェストル・フランソワ・ラクロワ
Jean de La Forest,ジャン・ド・ラ・フォレ
Pierre-Simon Ballanche,ピエール＝シモン・バランシュ
Martinès de Pasqually,マルティネス・ド・パスカーリ
Kévin Sireau,ケヴィン・シロー
Antoine du Verdier,アントワーヌ・デュ・ヴェルディエ
Simon Plouffe,サイモン・プラウフ
Henri Cohen,アンリ・コーエン (数論学者)
René Nicolas de Maupeou,ルネ・ニコラ・シャルル・オギュスタン・ド・モプー
Victorin Lurel,ヴィクトラン・リュレル
Élie Magloire Durand,エリアス・デュラン
George du Maurier,ジョージ・デュ・モーリア
Louis Armand Ier de Bourbon-Conti,ルイ・アルマン1世
Daniel Gluckstein,ダニエル・グリュックスタン
Jacques Félix Emmanuel Hamelin,ジャック・フェリクス・エマニュエル・アメラン
Damien Éloi,ダミアン・エロワ
Prosper Menière,プロスペル・メニエール
Guy Lecluyse,ギ・ルクリュイーズ
Jean-José Frappa,ジャン＝ホセ・フラッパ
Philippe Perrin,フィリップ・ペリン
Jean Fournet,ジャン・フルネ
Christophe Legoût,クリストフ・ルグー
Isaac l'Aveugle,盲目のイサク
Louis III de Bourbon,ルイ3世
Louis Abel-Truchet,ルイ＝アベル・トリュシェ
Ignace-Gaston Pardies,イグナス・ガストン・パルディ
Pauline Roland,ポーリーヌ・ロラン
Jean-Paul Rouve,ジャン＝ポール・ルーヴ
Louis Rémy Mignot,ルイ・レミー・ミニョー
Pierre Salinger,ピエール・サリンジャー
Edmond Albius,エドモン・アルビウス
Raymond Picard,レイモン・ピカール
Simon Pagenaud,サイモン・パジェノ
Joseph Le Brix,ジョセフ・ルブリ
Bouchard d'Avesnes,ブシャール4世・ダヴェーヌ
Morvan Lebesque,モルヴァン・ルベック
Christophe Agou,クリストフ・アグ
René Schützenberger,ルネ・シュッツェンベルジェ
Ousmane N'Doye,ウスマヌ・エンドイェ
François Noudelmann,フランソワ・ヌーデルマン
Charles d'Étampes,シャルル・デタンプ
Léon Charles Thévenin,レオン・シャルル・テブナン
José Cabanis,ジョゼ・カバニス
Paschal Grousset,パスカル・グルーセ
Marcel Dadi,マルセル・ダディ
Jean de Clermont,ジャン・ド・クレルモン
Pierre Lallement,ピエール・ラルマン
Loulou Gasté,ルルー・ガステ
Nicolas Werth,ニコラ・ヴェルト
Kery James,ケリー・ジェイムズ
Henri Gaudier-Brzeska,アンリ・ゴーディエ=ブルゼスカ
Renaud de Dammartin,ルノー・ド・ダンマルタン
Jocelyn Quivrin,ジョスラン・キヴラン
Ilia Zdanevitch,イリヤ・ズダネーヴィチ
Yannick Borel,ヤニク・ボレル
Julien Bertheau,ジュリアン・ベルトー
Franz Bartelt,フランツ・バルテルト
Kostas Axelos,コスタス・アクセロス
Albert Corey,アルベール・コレー
Déborah Révy,デボラ・レビー
Guy Marchand,ギイ・マルシャン
Mathieu Demy,マチュー・ドゥミ
Jean-Richard Bloch,ジャン＝リシャール・ブロック
Olivier Gruner,オリヴィエ・グラナー
Jean Hey,ジャン・エイ
Jean-Baptiste Dumonceau,ジャン・バティスト・デュモンソー
Gabrielle Delacour,ガブリエル・デラクール
Henri Tomasi,アンリ・トマジ
Christian Vander,クリスチャン・ヴァンデ
François Victor Le Tonnelier de Breteuil,フランソワ＝ヴィクトル・ル・トヌリエ・ド・ブルトゥイユ
Henri Guillaumet,アンリ・ギヨメ
Jacques Curie,ジャック・キュリー
Matthias Lepiller,マティアス・ルピイェ
Christophe Gans,クリストフ・ガンズ
Steve Chainel,スティーブ・シェネル
Georges Carnus,ジョルジュ・カルヌ
Joseph Rouletabille,ルールタビーユ
René Dumont,ルネ・デュモン
Georges André,ジョルジュ・アンドレ
Paul Dupuy,パウル・デュピュイ
Jean Bernard,ジャン・ベルナール
Evry Schatzman,エヴリー・シャツマン
Yves Ciampi,イヴ・シャンピ
George Archainbaud,ジョージ・アーチェインバウド
Pierre Lévy,ピエール・レヴィ
Catilina Aubameyang,カティリナ・オーバメヤン
Didier Domi,ディディエ・ドミ
Gustave Geffroy,ギュスターヴ・ジェフロワ
Carl Lang,カール・ラング
Ernest Cosson,エルネスト・コソン
Yvonne Beauvais,イヴォンヌ・ブーヴィエ
Désiré Dondeyne,デジレ・ドンデイヌ
Désiré Nisard,デジレ・ニザール
Nicolas Bal,ニコラ・バル
Hugues-Bernard Maret,ユーグ＝ベルナール・マレ
Louis Martel,ルイ・マルテル
Georges Thill,ジョルジュ・ティル
Hippolyte Carnot,イポリット・カルノー
Livio Nabab,リヴィオ・ナバブ
Jean Barraqué,ジャン・バラケ
Alessandro Gassmann,アレッサンドロ・ガスマン
