Marsilly (Moselle),马尔西伊·(摩泽尔省)
Lalacelle,拉拉塞勒
Rouperroux,鲁佩鲁
Neauphe-sous-Essai,诺夫苏塞赛
Mardilly,马尔迪伊
Montilly-sur-Noireau,努瓦罗河畔蒙蒂伊
Neuilly-le-Bisson,讷伊勒比松
Pointel,潘泰勒
Blagnac,布拉尼亚克
Dunières,迪尼耶尔
Gisors,日索尔
Sisteron,锡斯特龙
Dortan,多尔唐
Guise,吉斯
Hirson,伊尔松
Simple messieurs des Internationaux de France 2012,2012年法國網球公開賽男子單打比賽
Castello-di-Rostino,卡斯泰洛-迪罗斯蒂诺
Éliminatoires du Championnat d'Europe de football 1984,1984年欧洲足球锦标赛预选赛
Pont Saint-Bénézet,圣贝内泽桥
Lignerolles (Orne),利涅罗勒·(奥恩省)
Fresnay-le-Samson,弗雷奈勒桑松
Heugon,厄贡
Boucau,布科·(大西洋比利牛斯省)
Bartenheim,巴尔特奈姆
Chambre des députés (France),法国众议院
Neauphe-sur-Dive,迪沃河畔诺夫
Saint-Agnan-sur-Sarthe,萨尔特河畔圣阿尼昂
Villebéon,维勒贝翁
Thoury-Férottes,图里-费罗特
Saint-Martin-en-Bière,比耶尔地区圣马丹
Verdelot,韦尔德洛
Neuvy-au-Houlme,讷维欧乌尔姆
Pointe du Hoc,奥克角
Izaux,伊佐·(上比利牛斯省)
Métabief,梅塔比耶
Traité de Mortefontaine,1800年公约
Pontgibaud,蓬日博
Saint-Dizier-en-Diois,迪瓦地区圣迪济耶
Breil-sur-Roya,鲁瓦亚河畔布雷伊
Descartes (Indre-et-Loire),笛卡尔·(安德尔-卢瓦尔省)
Fumay,菲迈
Attenschwiller,阿滕什维莱尔
Vandœuvre-lès-Nancy,旺德夫尔莱南锡
Salans (Jura),萨朗·(汝拉省)
Saint-Amant-Tallende,圣阿芒塔朗德
Baerenthal,贝伦塔勒
Colombey-les-Deux-Églises (commune déléguée),科隆贝双教堂村·(旧市镇)
Nemours,讷穆尔
Francheville (Orne),弗朗什维尔·(奥恩省)
Juvigny-sur-Orne,奥恩河畔瑞维尼
Montargis,蒙塔日
Laleu (Orne),拉勒·(奥恩省)
La Grande-Paroisse,拉格朗德帕鲁瓦斯
Ocquerre,奥凯尔
Roiville,鲁瓦维尔·(奥恩省)
Neuville-sur-Touques,图克河畔讷维尔
Ri (Orne),里镇
Goulet (Orne),古莱
Pontchardon,蓬沙尔东
Pouvrai,普夫赖
Vaulx (Haute-Savoie),沃·(上萨瓦省)
It's a Small World,小小世界
Canton de Maringues,马兰格县
La Valette-du-Var,瓦尔省拉瓦莱特
Roussillon (Vaucluse),鲁西永·(沃克吕兹省)
Ax-les-Thermes,阿克斯莱泰尔姆
Mourenx,穆朗克斯
Giel-Courteilles,日耶勒-库尔泰耶
Forges (Orne),福尔日·(奥恩省)
Auvers-sur-Oise,瓦兹河畔欧韦尔
Aléria,阿萊里亞
Fontenai-sur-Orne,奥恩河畔丰特奈
Coupe de France de football,法國盃
Vaucourtois,沃库尔图瓦
Chauconin-Neufmontiers,绍科南-讷夫蒙捷
Hondevilliers,翁德维利耶
Vinantes,维南特
Clérey,克莱雷
Saint-Claude (Jura),圣克洛德
Fontenai-les-Louvets,丰特奈莱卢韦
Rouilly,鲁伊·(塞纳-马恩省)
Neuilly-sur-Eure,厄尔河畔讷伊
Montreuil-la-Cambe,蒙特勒伊-拉康布
Marchainville,马尔尚维尔
Radon (Orne),拉东·(奥恩省)
Ballainvilliers,巴兰维利耶
France métropolitaine,法國本土
Sens (Yonne),桑斯
Marchemaisons,马舍迈松
Montchevrel,蒙舍夫雷勒
Ronfeugerai,龙弗日赖
Prades (Pyrénées-Orientales),普拉德
Laifour,莱富尔·(阿登省)
Pietroso,彼得罗索
Liverdy-en-Brie,布里地区利韦尔迪
Lompnieu,洛尼约
Surjoux,叙尔茹
Monnai,莫奈·(奥恩省)
Orville (Orne),奥维尔·(奥恩省)
Le Breuil (Marne),勒布勒伊·(马恩省)
Bramevaque,布拉姆瓦克
Cusset,屈塞
Saint-Pourçain-sur-Sioule,锡乌勒河畔圣普尔桑
Contrazy,孔特拉济
Cléré-du-Bois,克莱雷迪布瓦
Lachapelle (Tarn-et-Garonne),拉沙佩勒·(塔恩-加龙省)
Collandres,科朗德尔
Motz,莫村
Nurieux-Volognat,尼里约-沃洛尼亚
Blacourt,布拉库尔
Saignon,赛尼翁
Ommoy,奥穆瓦
Arnouville,阿努维尔
Loing,卢万河
Voilemont,瓦勒蒙·(马恩省)
Maringues,马兰格
Commercy,科梅尔西
Bois-Colombes,布瓦科隆布
Brunoy,布吕努瓦
Eaux-Puiseaux,欧-皮索
Champmillon,尚米永
Poinson-lès-Nogent,潘松莱诺让
Université de Bourgogne,勃艮第大学
Éperlecques,埃佩莱克
Épernon,埃佩尔农
Épenoy,埃普努瓦
Épenouse,埃珀努斯
Épagny (Haute-Savoie),埃帕尼·(上萨瓦省)
Marcei,马尔塞·(奥恩省)
La Villedieu (Lozère),拉维勒迪约·(洛泽尔省)
Origny-le-Butin,奥里尼勒比坦
Abbéville-la-Rivière,阿贝维尔-拉里维耶尔
Laval-Pradel,拉瓦勒普拉代勒
Luzinay,吕济奈
"Diocèse de Beauvais, Noyon et Senlis",天主教博韋教區
Ventenac,旺特纳克·(阿列日省)
Montmirat,蒙米拉
Téthieu,泰蒂约
Uxegney,于克瑟涅
Saint-Bauzile (Ardèche),圣博齐尔·(阿尔代什省)
Épersy,埃佩尔西
Parfondeval (Orne),帕尔丰德瓦勒·(奥恩省)
Épeugney,埃珀涅
Épineuil,埃皮讷伊
Breuillet (Essonne),布勒耶
Saulx-les-Chartreux,索莱沙特勒
Agincourt,阿然库尔
Rochessauve,罗什索沃
Épinoy,埃皮努瓦
Thueyts,蒂埃
Conflans-Sainte-Honorine,孔夫朗-圣奥诺里娜
Haudainville,欧丹维尔
Ballancourt-sur-Essonne,埃松河畔巴朗库尔
Colombières-sur-Orb,奥尔布河畔科隆比耶尔
Moussonvilliers,穆松维利耶
Montreuil-au-Houlme,蒙特勒伊欧乌尔姆
Monceaux-au-Perche,蒙索欧佩什
Apremont-la-Forêt,阿普勒蒙拉福雷
Thurey-le-Mont,蒂雷勒蒙
La Roussière,拉鲁西耶尔
Quick (restauration),快客速食
Ognon (affluent de la Saône),奧尼翁河
Chassemy,沙斯米
Crottin de Chavignol,沙维尼奥勒圆形山羊奶酪
Bourg-la-Reine,拉雷讷堡
Montmagny (Val-d'Oise),蒙马尼
Courdimanche,库尔迪芒什
Épouville,埃普维尔
Piobetta,皮奥贝塔
Époisses,埃普瓦斯
Saint-Pierre (La Réunion),圣皮埃尔·(留尼汪)
Le Vaudoué,勒沃杜埃
Villeneuve-sur-Bellot,贝洛新城
Tramway de Marseille,马赛有轨电车
Gondeville,贡德维尔
Épreville-en-Lieuvin,略万地区埃普勒维尔
Lescherolles,莱什罗勒
Le Mesnil-Amelot,勒梅尼勒阿姆洛
Marchémoret,马尔谢莫雷
Rocher (Ardèche),罗谢
Barlin,巴兰·(加来海峡省)
Gevry,热夫里
Clastres,克拉斯特尔
Draix,德赖克斯
Dyé,迪耶·(约讷省)
Saint-Andéol-de-Fourchades,圣昂代奥勒德富尔沙德
La Capelle-et-Masmolène,拉卡佩勒和马斯莫莱讷
Institut de France,法兰西学会
Crépand,克雷庞
La Chaise-Dieu,拉谢斯迪约
Le Claux,勒克洛
Fournels,富尔内勒
Coutansouze,库唐苏兹
Douchy (Loiret),杜希
Gouvernes,古韦尔讷
Tousson,图松
Villedieu (Cantal),维勒迪约
Saint-Martial (Cantal),圣马夏尔·(康塔尔省)
Accord de Nouméa,努美阿协议
Bielle (Pyrénées-Atlantiques),比耶勒·(大西洋比利牛斯省)
Genod,热诺
Grusse,格吕斯
Orvault,奧爾沃
Gredisans,格勒迪桑
Gillois,吉卢瓦
Lac-des-Rouges-Truites,拉克德鲁日特吕特
Abbaye aux Hommes,男子修道院
Les Salles-du-Gardon,莱萨勒迪加尔东
Marennes (Rhône),马雷讷·(罗讷省)
Planzolles,普朗佐勒
Lespéron,莱斯佩龙
Saint-Bonnet-du-Gard,圣博内迪加尔
Épargnes,埃帕尔涅
Pietracorbara,彼得拉科巴拉
Fabras,法布拉
Aurec-sur-Loire,卢瓦尔河畔欧雷克
Alleyrac,阿莱拉克·(上卢瓦尔省)
Penchard,庞沙尔
Pont-de-Labeaume,蓬德拉博姆
Bohain-en-Vermandois,博安昂韦尔芒多瓦
Saints (Seine-et-Marne),桑村
Bessèges,贝塞日
Villes,维勒·(安省)
Gevingey,热万热
Grange-de-Vaivre,格朗日德韦夫尔
Banne,巴讷·(阿尔代什省)
Levens,勒旺斯
Ornex,奥尔内
Cornas,科尔纳斯
Graye-et-Charnay,格赖和沙尔奈
Abjat-sur-Bandiat,邦迪亚河畔阿布雅
Geruge,热吕日
Montréal-la-Cluse,蒙雷阿勒拉克吕斯
Amponville,昂蓬维尔
Aureille,欧雷耶
Saint-Méry,圣梅里
Bonnetan,博讷唐
Geraise,热赖斯
Lédenon,莱德农
Étreval,埃特勒瓦勒
Castagniers,卡斯塔尼耶
Pirmil,皮尔米勒
Champteussé-sur-Baconne,巴科讷河畔尚特塞
Saint-Maurice-d'Ardèche,阿尔代什河畔圣莫里斯
Pégomas,佩戈马
Quartier latin (Paris),拉丁区
Yzeure,伊泽尔
Brie-Comte-Robert,布里孔特罗贝尔
Montpeyroux (Puy-de-Dôme),蒙佩鲁·(多姆山省)
Arlempdes,阿尔朗德
La Bonneville,拉博讷维尔
Barberier,巴尔伯里耶
Institut national de recherches archéologiques préventives,法国国家预防性考古研究所
Montlhéry,蒙莱里
Saint-Étienne-de-Maurs,圣艾蒂安德莫尔斯
Saint-Yvoine,圣伊瓦纳
Samois-sur-Seine,塞纳河畔萨穆瓦
Fontès,丰泰斯
Vernou-la-Celle-sur-Seine,塞纳河畔韦尔努拉塞勒
Mauvezin-de-Sainte-Croix,莫沃赞德圣克鲁瓦
Saint-Paul-le-Jeune,圣保罗-勒热讷
Piano (Haute-Corse),皮亚诺·(上科西嘉省)
Équevillon,埃克维永
Ersa,埃尔萨
Camelin,卡姆兰
Saint-Lambert (Yvelines),圣朗贝尔·(伊夫林省)
Jumeaux,瑞莫
Besse (Cantal),贝斯·(康塔尔省)
Souppes-sur-Loing,卢万河畔苏普
Montchamp (Cantal),蒙尚·(康塔尔省)
Montagny-lès-Buxy,蒙塔尼莱比克西
Crissey (Saône-et-Loire),克里塞
Guercheville,盖尔舍维尔
Isola (Alpes-Maritimes),伊索拉
Fesmy-le-Sart,费米-勒萨尔
Thenelles,特内勒
Benay,伯奈·(埃纳省)
Chazeaux,沙佐·(阿尔代什省)
Péreyres,佩雷尔
Cramaille,克拉马耶
Saignes (Cantal),赛涅
Saint-Germain-Lembron,圣日耳曼朗布龙
Douadic,杜阿迪克
Armissan,阿尔米桑
Conteville-lès-Boulogne,孔特维尔莱布洛涅
Bédarrides,贝达里德
Saint-Cyr-la-Rivière,圣西尔拉里维耶尔
Chouannerie,舒昂黨人起義
Montjoux,蒙茹
La Souche,拉苏什
Prades (Ardèche),普拉德·(阿尔代什省)
Sentilly,桑蒂伊
Barnas,巴尔纳
Saires-la-Verrerie,赛尔拉韦尔里
Dampierre-en-Bresse,布雷斯地区当皮埃尔
Aigremont (Yonne),艾格勒蒙·(约讷省)
Lalevade-d'Ardèche,拉勒瓦德达尔代什
Meyras,梅拉·(阿尔代什省)
Bailly-Romainvilliers,巴伊-罗曼维利耶
Champignelles,尚皮涅勒
Centrale nucléaire de Cruas,克吕阿斯核电站
Saint-Fraimbault (Orne),圣弗兰博
Sainte-Opportune,圣奥波蒂娜
Froideville (Jura),弗鲁瓦德维尔·(汝拉省)
Fontainebrux,方丹布吕
Éternoz,埃泰尔诺
Étercy,埃泰尔西
Digna,迪尼亚
Ablainzevelle,阿布兰兹韦勒
Saint-Symphorien-sous-Chomérac,圣桑福里安苏绍梅拉克
Industrie nucléaire en France,法国核能
Châteauneuf-de-Gadagne,加达涅新堡
Fontcouverte (Aude),丰库韦尔特·(奥德省)
Gaîté (métro de Paris),愉悅站
Gare de Cergy-Préfecture,塞尔吉省府站
Mers-les-Bains,梅尔斯莱班
Société de transports de l'agglomération stéphanoise,圣艾蒂安城市公共交通
Transports Bordeaux Métropole,波尔多都会公共交通
Ableiges,阿布莱日
Ansouis,昂苏伊
Les Epesses,莱塞佩斯
Foncine-le-Haut,上丰西讷
Esserval-Tartre,埃塞尔瓦勒塔特尔
Mirvaux,米尔沃
Courthézon,库尔泰宗
Forêts (département),森林省
Lainsecq,兰塞克
Darbonnay,达尔博奈
Entre-deux-Monts,昂特尔德蒙
Éterville,埃泰尔维尔
Gournay-sur-Aronde,阿龙德河畔古尔奈
Doye,杜瓦·(汝拉省)
Foncine-le-Bas,下丰西讷
Émerainville,埃姆兰维尔
Étang de Thau,拓湖
Nangis,楠日
Serans (Orne),塞朗
Saint-Martin-l'Aiguillon,圣马丹莱吉永
Pougny (Ain),普尼
Survie (Orne),叙尔维
Saint-Evroult-de-Montfort,圣埃夫鲁德蒙福尔
Saint-Martin-des-Landes,圣马丹德朗德
Conches-sur-Gondoire,贡杜瓦尔河畔孔什
Sevrai,瑟夫赖
Saint-Sulpice-sur-Risle,里勒河畔圣叙尔皮斯
Saint-Denis-de-Villenette,圣但尼德维勒内特
Villiers-sous-Mortagne,维利耶苏莫尔塔涅
Vingt-Hanaps,万阿纳普
Saint-Gervais-des-Sablons,圣热尔韦代萨布隆
Dammartin-en-Goële,达马尔坦昂戈埃勒
Course à la mer,奔向大海
Chaliers,沙利耶
Outrebois,乌特勒布瓦
Roques (Gers),罗克·(热尔省)
Wylder,维尔德
Étienne Marcel (métro de Paris),艾蒂安·馬塞爾站
Bois-Grenier,布瓦格勒尼耶
Saint-Bonnet-de-Montauroux,圣博内德蒙托鲁
Haverskerque,阿韦尔凯尔克
La Chapelle-Vicomtesse,拉沙佩勒维孔泰斯
Gonez,戈内·(上比利牛斯省)
Chapaize,沙派兹
Étalans (ancienne commune),埃塔朗·(旧市镇)
Fort-du-Plasne,福尔迪普拉讷
Gatey,加泰
Desnes,代讷
Francheville (Jura),弗朗什维尔·(汝拉省)
Fraroz,弗拉罗
Florentia,弗洛朗蒂亚
Foulenay,富勒奈
Plaine-Haute,普莱讷欧特
Étang de Berre,贝尔潟湖
Esserval-Combe,埃塞尔瓦勒孔布
Essia (Jura),埃西亚
Alvimare,阿尔维马尔
Eyzahut,埃扎于
Cornillon,科尔尼永
Crestet,克雷斯泰
Gonneville-sur-Mer,滨海戈讷维尔
Baincthun,班克坦
Septème,塞普泰姆
Tournai-sur-Dive,迪沃河畔图尔奈
Sainte-Honorine-la-Guillaume,圣奥诺里讷拉纪尧姆
Vitrai-sous-Laigle,维特赖苏莱格勒
Chalautre-la-Grande,大沙洛特尔
Saint-Hilaire-de-Briouze,圣伊莱尔德布里尤兹
Sainte-Croix-sur-Orne,奥恩河畔圣克鲁瓦
La Besseyre-Saint-Mary,拉贝塞尔圣马里
Arbonne-la-Forêt,阿尔博讷拉福雷
Silly-en-Gouffern,锡伊昂古费恩
Vieux-Pont,维约蓬
Saint-Gilles-des-Marais,圣吉勒代马赖
Rue de Provence (Paris),普罗旺斯路
Montils,蒙蒂勒
Pont de Bir-Hakeim,比尔哈凯姆桥
Sainte-Marie-la-Robert,圣玛丽拉罗贝尔
Étoges,埃托日
Étoile Football Club Fréjus Saint-Raphaël,弗雷瑞斯聖拉斐爾星辰足球會
Étobon,埃托邦
Champagnac-la-Noaille,尚帕尼亚克-拉诺阿耶
Bellechassagne,贝勒沙萨涅
L'Étoile du Nord (train),北方之星号列车
Esse,埃斯·(夏朗德省)
Molliens-Dreuil,莫利安-德勒伊
Santilly (Eure-et-Loir),桑蒂利·(厄尔-卢瓦尔省)
Cercy-la-Tour,塞西拉图尔
Saint-Pierre-Saint-Jean,圣皮埃尔-圣让
Parc Astérix,阿斯泰里克斯公園
Puyrenier,皮雷尼耶
Télérama,電視全覽
Pellouailles-les-Vignes,佩卢阿耶莱维涅
Saint-Denis-sur-Sarthon,萨尔通河畔圣但尼
Torchamp,托尔尚
Saint-Nicolas-des-Laitiers,圣尼古拉德莱捷
Férolles-Attilly,费罗勒-阿蒂伊
Queyrières,凯里耶尔
Bois de Vincennes,文森森林
Bugeat,比雅
Vernoux-en-Vivarais,维瓦赖地区韦尔努
Roquemaure (Gard),罗克莫尔
Chassey-lès-Montbozon,沙塞莱蒙博宗
Heilles,埃耶
Confolent-Port-Dieu,孔福朗波尔迪约
Combressol,孔布勒索勒
Saint-Germain-d'Aunay,圣日耳曼多奈
Saint-Gervais-du-Perron,圣热尔韦迪佩龙
Saint-Front (Haute-Loire),圣弗龙
La Livinière,拉利维尼耶尔
Étrabonne,埃特拉博讷
Marcq-en-Barœul,马克昂巴勒尔
Alairac,阿莱拉克
Étouvans,埃图旺
Fromentières (Mayenne),弗罗芒蒂耶尔
Saint-Martin-de-Valamas,圣马丹德瓦拉马斯
Gommerville (ancienne commune),戈梅维尔·(厄尔-卢瓦省旧市镇)
Montagne-Fayel,蒙塔涅法耶勒
Garrey,加雷
Valliguières,瓦利吉耶尔
Andé,昂代·(厄尔省)
Bassigney,巴西涅
Concoules,孔库勒
Saint-Quentin-la-Poterie,圣康坦拉波特里
Saint-Christophe-de-Chaulieu,圣克里斯托夫德绍略
Saint-Brice (Orne),圣布里斯·(奥恩省)
Brou-sur-Chantereine,尚特雷讷河畔布鲁
Saint-Aquilin-de-Corbion,圣阿基兰-德科尔比永
Cerny,塞尔尼
Courchevel,库尔舍韦勒·(滑雪场)
Cabrières (Hérault),卡布里耶尔·(埃罗省)
Étrappe,埃特拉普
Gastes,加斯特
Étrembières,埃特朗比耶尔
Lachapelle-sous-Rougemont,拉沙佩勒苏鲁日蒙
Saint-Aubin-de-Bonneval,圣欧班德博讷瓦勒
Saint-Clair-de-Halouze,圣克莱尔德阿卢兹
Étray,埃特赖
Eyne,埃讷·(东比利牛斯省)
Étrelles-et-la-Montbleuse,埃特雷勒和拉蒙布勒斯
Bauduen,博迪昂
Saint-Aubin-des-Grois,圣欧班德格鲁瓦
Saint-Aubert-sur-Orne,奥恩河畔圣奥贝尔
Théziers,泰济耶
Saligny (Vendée),萨利尼
Bouquet (Gard),布凯
Haybes,艾布
Sainte-Croix-Vallée-Française,法兰西谷地圣克鲁瓦
Molliens-au-Bois,莫利安欧布瓦
Donchery,栋什里
Domagné,多马涅
Bellot (Seine-et-Marne),贝洛·(塞纳-马恩省)
Saint-Maurice-sur-Huisne,于讷河畔圣莫里斯
Saint-Loyer-des-Champs,圣卢瓦耶代尚
Saint-Germain-de-Clairefeuille,圣日耳曼-德克莱尔弗耶
Saint-Pierre-du-Regard,圣皮埃尔迪勒加尔
Étueffont,埃蒂丰
Pont Mirabeau,米拉波橋
Digny,迪尼·(厄尔-卢瓦省)
Sarceaux,萨尔索
Saint-Sauveur-de-Carrouges,圣索沃尔德卡鲁日
Saint-Jouin-de-Blavou,圣茹安德布拉武
Brugheas,布吕雅斯
Saint-Christophe-sur-Dolaison,多莱宗河畔圣克里斯托夫
Puiseux-en-Bray,布赖地区皮瑟
Étupes,埃蒂普
Vidai,维代·(奥恩省)
Villers-en-Ouche,乌什地区维莱
Thonnance-lès-Joinville,托南斯莱茹安维尔
Ferrals-les-Montagnes,费拉勒莱蒙塔涅
Castillon-du-Gard,卡斯蒂永迪加尔
Mouans-Sartoux,穆昂-萨尔图
Lucenay-l'Évêque,吕斯奈莱韦克
Gonesse,戈內斯
Servon (Seine-et-Marne),塞尔翁
Gaillon-sur-Montcient,蒙西扬河畔加永
Moïta,莫伊塔·(上科西嘉省)
La Ferté-Hauterive,欧特里沃堡
Couzon (Allier),库宗
Malpart,马尔帕尔
Bessy,贝西
Étréchy (Essonne),埃特雷希
Chauffayer,绍费埃
Beaurieux (Aisne),博里约
Saint-Georges-d'Annebecq,圣乔治达讷贝克
Taillebois,塔耶布瓦
Bray-sur-Somme,索姆河畔布赖
Deuil-la-Barre,德伊-拉巴尔
Tanques,唐克·(奥恩省)
Gimont,日蒙
Ablis,阿布利
Paimpol,潘波勒
Cucuron,屈屈龙
Étretat,埃特勒塔
Fourtou,富尔图
Saint-Jean-des-Bois,圣让代布瓦
Saint-Ellier-les-Bois,圣埃利耶莱布瓦
Saint-Germain-de-Martigny,圣日耳曼德马蒂尼
Saint-Germain-le-Vieux,旧圣日耳曼
Touquettes,图凯特
Saint-Georges-des-Groseillers,圣乔治代格罗塞耶
Saint-Ouen-sur-Maire,迈尔河畔圣旺
Saint-Germain-des-Grois,圣日耳曼代格鲁瓦
Davron,达夫龙
Saint-Paul (Orne),圣保罗·(奥恩省)
Saint-Julien-sur-Sarthe,萨尔特河畔圣于连
Vaunoise (Orne),沃努瓦斯
Valleraugue,瓦勒罗格
Joannas,若阿纳
Méricourt-l'Abbé,梅里库尔拉贝
Montlaux,蒙洛
Faremoutiers,法尔穆捷
Séchilienne,塞希利耶讷
Biozat,比奥扎
Varennes-sur-Tèche,泰什河畔瓦雷讷
Bouguenais,布格奈
Saint-Quentin-de-Blavou,圣康坦德布拉武
Tunnel du Mont-Blanc,白山隧道
Le Touquet-Paris-Plage,勒图凯-巴黎普拉日
Garnat-sur-Engièvre,昂日耶夫尔河畔加尔纳
Obsonville,奥布松维尔
La Rochette (Seine-et-Marne),拉罗谢特·(塞纳-马恩省)
Sainte-Scolasse-sur-Sarthe,萨尔特河畔圣斯科拉斯
Banthelu,邦特吕
Ticheville,蒂什维尔
Abondance (Haute-Savoie),阿邦当斯
Moussy-le-Vieux,旧穆西
Héricy,埃里西
Saint-Fargeau-Ponthierry,圣法尔若蓬蒂耶里
Saint-Lizier,圣利济耶
Bellenglise,贝朗格利斯
Aurel (Vaucluse),欧雷勒
Avrilly (Allier),阿夫里伊·(阿列省)
Auchel,欧谢勒
Chorges,绍尔日
Brimeux,布里默
Bellebrune,贝勒布吕讷
Gravelines,格拉沃利讷
Voussac,武萨克
Courrières,库里耶尔
Villers-sur-Mer,滨海维莱
Vitry-en-Artois,阿图瓦地区维特里
Barly (Pas-de-Calais),巴利·(加来海峡省)
Gercy,热尔西
La Malmaison,拉马尔迈松
Seringes-et-Nesles,瑟兰日和内勒
Neuvy (Allier),讷维
Saint-Martin-Belle-Roche,圣马丹贝勒罗什
Quincy-sous-le-Mont,坎西苏勒蒙
Piève (Haute-Corse),皮耶沃
Montfort-l'Amaury,蒙福尔拉莫里
Flat (Puy-de-Dôme),弗拉
Beauzac,博扎克
Laurens (Hérault),洛朗斯
Évillers,埃维莱尔
Évette-Salbert,埃韦特-萨尔贝
Tergnier,泰尔尼耶
Saint-Pierre-lès-Nemours,圣皮埃尔莱讷穆尔
Moislains,穆瓦兰
Place du 8-Février-1962,1962年2月8日广场
Xambes,克桑贝·(夏朗德省)
Gandelu,冈德吕
Festival de Cannes 1988,第41屆坎城影展
Le Bourget-du-Lac,滨湖勒布尔歇
Marest-Dampcourt,马雷斯特-当库尔
Caramany,卡拉马尼
Saint-Urcize,圣于尔西兹
Lochieu,洛雪
Authume,欧蒂姆
Évaux-les-Bains,埃沃莱班
Ével,埃韦勒河
Évenos,埃沃诺斯
Cervione,切尔维奥内
Matmut Atlantique,新波爾多體育場
Île aux Cochons,科雄島
Saint-Hilliers,圣伊利耶
Rodez Aveyron Football,罗德兹足球俱乐部
Coulommiers (Seine-et-Marne),库洛米耶
Château Borély,博雷利城堡
Grez-sur-Loing,卢万河畔格雷
Île aux Cygnes (Paris),天鹅岛·(巴黎)
Longues-sur-Mer,滨海隆格
Nonancourt,诺南库尔
Saint-Ouen-sur-Morin,莫兰河畔圣旺
Domérat,多梅拉
Castelnau-de-Médoc,卡斯泰尔诺德梅多克
Escurolles,埃斯屈罗勒
Frétoy,弗雷图瓦
Bois-le-Roi (Seine-et-Marne),布瓦勒鲁瓦
Congis-sur-Thérouanne,泰鲁阿讷河畔孔日
Mercy (Allier),梅尔西
Villiers-sur-Morin,莫兰河畔维利耶
Échassières,埃沙西耶尔
Montoldre,蒙托尔德
Saint-Mamet-la-Salvetat,圣马梅-拉萨尔沃塔
Presles-en-Brie,布里地区普雷勒
Asfeld,阿斯费尔德
Sumène,叙梅讷
Rochefourchat,罗什富尔沙
Chalencon,沙朗孔
Pierrepont (Aisne),皮埃尔蓬·(埃纳省)
Champagne-sur-Seine,塞纳河畔香槟
Contigny,孔蒂尼
Champeaux (Seine-et-Marne),尚波
Île Saint-Lanne Gramont,圣拉娜-格拉蒙岛
Lapalisse,拉帕利斯
Évires,埃维尔
Saint-Germain-de-Montgommery,圣日耳曼德蒙戈姆里
Chamborigaud,尚博里戈
Pierrelatte,皮埃尔拉特
Évran,埃夫朗
Fauquembergues,福康贝格
Chambonas (Ardèche),尚博纳斯
La Bruffière,拉布吕菲耶尔
Montsalvy,蒙萨尔维
Nizy-le-Comte,尼济勒孔特
Verbiesles,韦尔比耶勒
Nouzonville,努宗维尔
Cucharmoy,屈沙尔穆瓦
Îles Lavezzi,拉韋齊群島
Lassy (Val-d'Oise),拉西·(瓦兹河谷省)
Île Longue (Finistère),长岛·(菲尼斯泰尔省)
Crépy (Aisne),克雷皮·(埃纳省)
Roucy,鲁西·(埃纳省)
Ingré,安格雷
Lusigny,吕西尼
Nizerolles,尼兹罗勒
Chartrettes,沙特雷特
Sermaise (Essonne),塞迈斯·(埃松省)
Givarlais,日瓦尔莱
Pino,皮诺
Muret-le-Château,米雷堡
Lurcy-Lévis,吕尔西莱维
Coutevroult,库特夫鲁
Évry-Grégy-sur-Yerre,耶尔河畔埃夫里格雷日
Île Foch,福煦岛
Buxières-les-Mines,比克西耶尔莱米讷
Île Howe,豪島
Châteauneuf-de-Vernoux,韦尔努新堡
Vals-les-Bains,瓦尔斯莱班
Châteaubourg (Ardèche),沙托布尔·(阿尔代什省)
Champis,尚皮
Charmes-sur-Rhône,罗讷河畔沙尔姆
Saint-Just-d'Ardèche,阿尔代什河畔圣瑞斯特
