大圍站,大囲駅
大小洞天,大小洞天
大屯营镇,大屯営鎮
博物馆站·(哈尔滨),博物館駅・(ハルビン市)
古港镇,古港鎮
古洛铁路,古洛線
大学城站·(天津市),大学城駅・(天津市)
古田二路站,古田二路駅
四梅铁路,四梅線
哈牡客运专线,哈牡旅客専用線
唐家岭村,唐家嶺村
唐山北站,唐山北駅
城厢镇·(成都市),城廂鎮
古田四路站,古田四路駅
古琴臺,古琴台
古田一路站,古田一路駅
古田三路站,古田三路駅
回龙观车辆段,回竜観車両基地
回龙铺镇,回竜鋪鎮
哈尔滨医科大学,ハルビン医科大学
哈尔滨地铁2号线,ハルビン地下鉄2号線
哈尔滨音乐广播,ハルビン音楽放送
哈尔滨经济广播,ハルビン経済放送
哈尔滨地铁1号线,ハルビン地下鉄1号線
哈尔滨文艺广播,ハルビン文藝放送
哈尔滨东站,ハルビン東駅
中国铁路哈尔滨局集团,中国鉄路ハルビン局集団有限公司
哈尔滨交通广播,ハルビン交通放送
哈尔滨地铁3号线,ハルビン地下鉄3号線
哈尔滨广播1056频率,ハルビン城市の声
哈尔滨新闻广播,ハルビン新聞放送
壶天镇,壺天鎮
回龙山·(宁乡市),回竜山
雙河市,双河市
国际客运中心站,国際客運中心駅
国家级高新技术产业开发区,高新技術産業開発区
大成桥镇,大成橋鎮
坝塘镇,壩塘鎮
大山包黑颈鹤国家级自然保护区,大山包国家級自然保護区
外滩信号台,気象信号台
外语教学与研究出版社,外語教学与研究出版社
圆明讲堂,円明講堂
國際騎師錦標賽,インターナショナルジョッキーズチャンピオンシップ
图们站,図們駅
图们北站,図們北駅
哈齐高速铁路,哈斉旅客専用線
国家4A级旅游景区,中国の観光地等級AAAA
国家国防动员委员会,国家国防動員委員会
国家奥林匹克体育中心,国家オリンピックスポーツセンター
中华人民共和国国家新闻出版广电总局,国家新聞出版広電総局
复旦大学附属中山医院,上海中山医院
复兴岛站,復興島駅
唐蕃会盟碑,唐蕃会盟碑
大布苏湖,ダブスノール湖
商丘站,商丘駅
大托铺街道,大托鋪街道
大明嫔妃,大明嬪妃
大智路站,大智路駅
滨海快速,天津浜海快速発展
怡和洋行大楼·(天津),天津ジャーディン・マセソン商会ビル
太原地铁,太原地下鉄
太原郡,太原郡
中国铁路太原局集团,中国鉄路太原局集団有限公司
大北电报公司大楼,旧大北電報公司ビル
太原街站,太原街駅
大沙河水库,開平孔雀湖国立湿地公園
土桥车辆段,土橋車両基地
夏铎铺镇,夏鐸鋪鎮
城郊街道·(宁乡市),城郊街道・(寧郷市)
城際直通車,城際直通車
城隍阁,城隍閣
圣玛利亚女中,聖マリア女子中学・(上海)
圣堂镇,聖堂鎮
圣爱堂,聖愛堂・(重慶市)
大泉站·(甘肅省),大泉駅・(甘粛省)
威溪乡,威渓郷
娄县·(清朝),婁県
大科街道,大科街道
孙家站,孫家駅
大栗子街道,大栗子街道
城鸡铁路,城鶏線
大仁县,大仁県
大东街道·(广州市),大東街道
孙志刚事件,孫志剛事件
大理站,大理駅
娄底站,婁底駅
大同观音堂,観音堂・(大同市)
大同九龙壁,大同の九龍壁
大同大学·(上海),大同大学・(上海)
大同关帝庙,関帝廟・(大同市)
多維新聞,多維新聞
天津金城银行大楼,天津金城銀行大楼
天瑞儀器,江蘇天瑞儀器
大围山镇,大囲山鎮
大溪沟站,大渓溝駅
太原府文庙,太原府文廟
太原县文庙,晋源文廟
太原圣母无染原罪主教座堂,太原聖母無原罪大聖堂
大连职业技术学院,大連職業技術学院
太平山·(青島),太平山・(青島)
太平桥站·(铁路),太平橋駅
太平桥站·(哈尔滨地铁),太平橋駅・(ハルビン地下鉄)
太平洋站,太平洋駅
学院区南站,学院区南駅
学府路站·(哈尔滨),学府路駅
宁乡市第一高级中学,寧郷市第一高級中学
宁乡市第七高级中学,寧郷市第七高級中学
宁乡市第十三高级中学,寧郷市第十三高級中学
学院区站,学院区駅
孫中山紀念館·(南京),孫中山紀念館
学院区北站,学院区北駅
孵化园站,孵化園駅
太阳坪乡,太陽坪郷
太盟投資集團,PAG・(投資会社)
天童寺,天童寺
天门山寺,天門山寺
奉仙观,奉仙観
大涌站,大涌駅
大清河,大清河
大渡口站·(单轨),大渡口駅
南京地铁S8号线,寧天城際軌道交通
宁国路站,寧国路駅
南京地铁S6号线,寧句城際軌道交通
南京地铁S3号线,寧和城際軌道交通
宁德站,寧徳駅
大辛庄遗址,大辛庄遺跡
大连地铁12号线,大連地下鉄12号線
大连公共交通,大連公交客運集団
大连地铁13号线,大連地下鉄13号線
天堡城,天堡城
天台寺·(安徽),天台寺・(九華山)
天兰铁路,天蘭線
宗关站,宗関駅
孤峰山,孤峰山
天津地铁8号线,天津地下鉄8号線
天津地铁6号线,天津地下鉄6号線
宋站,宋駅
姜家站,姜家駅
姚谷县,姚谷県
安亭站·(京沪铁路),安亭駅・(中国国鉄)
宁明站,寧明駅
宁波轨道交通3号线,寧波軌道交通3号線
宁波轨道交通4号线,寧波軌道交通4号線
宁波轨道交通1号线,寧波軌道交通1号線
宁波轨道交通2号线,寧波軌道交通2号線
弘福寺·(贵阳),弘福寺・(貴陽市)
头道街站,頭道街駅
天水站,天水駅
天水郡,天水郡
奥体中心站·(南京地铁),奥体中心駅・(南京市)
小寨站·(西安地铁),小寨駅
如意坊站,如意坊駅
小汤山医院,小湯山医院
安平站·(辽阳),安平駅・(遼寧省)
南京地铁S1号线,寧高城際軌道交通
宁海路街道,寧海路街道
天宁寺·(南通),天寧寺・(南通市)
安家站,安家駅
天津人民出版社,天津人民出版社
天津北站,天津北駅
天津地铁5号线,天津地下鉄5号線
天津周大福金融中心,天津CTF金融センター
始州,始州
姚千户屯站,姚千戸屯駅
姚家站,姚家駅・(長春市)
妙果寺,妙果寺
宝中铁路,宝中線
小河乡·(浏阳市),小河郷・(瀏陽市)
小行站,小行駅
天府穴,天府穴
天府广场站,天府広場駅
天心阁,天心閣
安德魯餅店,ケンズパス
安徽博物院,安徽省博物館
安德门站,安徳門駅
小新街站,小新街駅
始安郡,始安郡
妫州,嬀州
安国寺·(咸阳),安国寺・(咸陽市)
官桥镇·(浏阳市),官橋鎮・(瀏陽市)
官渡镇·(浏阳市),官渡鎮・(瀏陽市)
平山站·(黑龙江省),平山駅・(黒竜江省)
岐州,岐州
宜都郡,宜都郡
平复帖,平復帖
平安站·(吉林),平安駅・(吉林省)
平安站·(重庆市),平安駅・(重慶市)
印度文化圈,インド文化圏
横琴口岸,横琴口岸
常州县文庙,常州県文廟
经天路站,経天路駅
硚口路站,キョウ口路駅
常平关帝庙,関帝廟・(常平村)
平遥文庙,平遥文廟
平阳郡,平陽郡
平齐铁路,平斉線
平越府,平越府
平茶镇,平茶鎮
小霸王·(公司),小霸王
宝山镇·(凤城市),宝山鎮
广仁寺,広仁寺
中国进出口商品交易会展馆,中国進出口商品交易会展館
岱山机场,岱山空軍基地
平桂区,平桂区
平房站,平房駅
宣平縣·(浙江省),宣平県・(浙江省)
寨牙乡,寨牙郷
广州救主堂,広州救主堂
延庆寺·(五台),延慶寺・(五台県)
宝塔桥街道,宝塔橋街道
岩泉街道,岩泉街道
富裕站,富裕駅
少林寺传奇,少林寺伝奇
富拉尔基站,フラルキ駅
富寧花園,フーニンガーデン
乌拉街沿江古城址,烏拉街沿江古城址
干武铁路,幹武線
幕府山街道,幕府山街道
康州·(唐朝),康州・(広東省)
秀沿路站,秀沿路駅
密印寺,密印寺
密东铁路,密東線
对青山站,対青山駅
广教寺,広教寺・(南通市)
中国人民解放军南部战区总医院,広州総合病院
广宗寺·(五台山),広宗寺
峡州,峡州
广梅汕铁路,広梅汕線
莲花净土实胜寺,実勝寺・(瀋陽市)
宝鸡站,宝鶏駅
宝通寺,宝通寺
宣城站,宣城駅
雪峰崇圣寺,崇聖寺・(閩侯県)
崇左站,崇左駅
延庆州,延慶州
崇福寺·(朔州),崇福寺・(朔州市)
延庆站,延慶駅
建国道站,建国道駅
崇善寺,崇善寺
崇仁路站,崇仁路駅
山东省实验中学,山東省実験中学
山东女子学院,山東女子学院
山东交通学院,山東交通学院
山东中医药大学,山東中医薬大学
徐州地铁,徐州地下鉄
徐州新村站,徐州新村駅
嵩阳书院,嵩陽書院
川沙县,川沙県
第九大街站,第九大街駅
川汉铁路,川漢線
延吉站,延吉駅
延安站,延安駅
广西师范大学出版社,広西師範大学出版社
广通站,広通駅
徐州东站,徐州東駅
彭德怀故居,彭徳懐故居
庐山云雾茶,廬山雲霧
尚武文化,尚武文化
尚志站,尚志駅
尚家站,尚家駅
广州天河机场,広州天河飛行場
广州地铁18号线,広州地下鉄18号線
建橋杯,建橋杯女子囲棋公開戦
建宁路街道,建寧路街道
张家庄站,張家荘駅
张家堡站,張家堡駅
开福寺·(长沙),開福寺
工程大学站,工程大学駅
工贸站,工貿駅
开封站,開封駅
开明书店,開明書店
开原站,開原駅
开发大道站,開発大道駅
山河屯站,山河屯駅
山西财经大学,山西財経大学
山腰站,山腰駅
张府园站,張府園駅
嵐州,嵐州
广州起义烈士陵园,広州起義烈士陵園
中国铁路广州局集团,中国鉄路広州局集団有限公司
川藏铁路,川蔵線
川黔铁路,川黔線
广府镇,広府鎮
径山寺,径山寺
成都地铁7号线,成都地下鉄7号線
成都地铁10号线,成都地下鉄10号線
成都天府国际机场,成都天府国際空港
成都地铁4号线,成都地下鉄4号線
成都南站,成都南駅
敦化站,敦化駅
敦煌雅丹国家地质公园,敦煌ヤルダン国家地質公園
成高子站,成高子駅
康乐礁,康楽礁
巫州,巫州
应天府书院,応天府書院
铁路管理传习所,北京鉄道管理伝習所
阿里巴巴影業,アリババ・ピクチャーズ
文化公园站·(广州),文化公園駅・(広州市)
晃州镇,晃州鎮
怡和洋行大楼·(上海),旧ジャーディン・マセソン商会ビル
新松浦站,新松浦駅
徐达墓,徐達墓
新桥站·(上海市),新橋駅・(上海市)
新模范马路站,新模範馬路駅
庙台子站,廟台子駅
张南轩墓,張栻墓
呼张客运专线,呼張旅客専用線
张坊镇·(浏阳市),張坊鎮・(瀏陽市)
张士站,張士駅
市图书馆站·(西安市),市図書館駅
循礼门站,循礼門駅
微电园站,微電園駅
御桥站,御橋駅
巷子口镇,巷子口鎮
敦煌铁路,敦煌線
敦煌站,敦煌駅
敦格铁路,敦格線
护国法轮寺,護国法輪寺
思州,思州
扶余站,扶余駅
扶罗镇,扶羅鎮
扶绥站,扶綏駅
扶州,扶州
张浚墓,張浚墓
文殊院,文殊院・(成都市)
文殊院站,文殊院駅
文星街道,文星街道
新生事件,新生事件
昌黎站,昌黎駅
德州站,徳州駅
德州学院,德州学院
德惠站,徳恵駅
普兰店站,普蘭店駅
新京报,新京報
怀化站,懐化駅
粉碎四人帮,北京政変・(1976年)
承德站,承徳駅
文家市镇,文家市鎮
文州·(北周),文州
扎赉诺尔区,ジャライノール区
恒山铁路,恒山線
恩城街道,恩城街道
文溪乡,文渓郷
明教寺·(合肥),明教寺
报国寺·(峨眉山),報国寺・(峨眉山市)
春州·(唐朝),春州
张集铁路,張集線
拉古站,拉古駅
新香坊站,新香坊駅
新荣站,新栄駅
暹岗站,暹崗駅
拉林站,拉林駅
新华路站,新華路駅
新厂镇·(靖州县),新廠鎮
山西残留日本军队,中国山西省日本軍残留問題
晋冀鲁豫边区,晋冀魯豫辺区
晉江龍山寺,龍山寺・(晋江市)
显通寺,顕通寺
惠同廊桥,恵同廊橋
普通高等学校,普通高等学校
普迹镇,普跡鎮
景德镇陶瓷大学,景徳鎮陶瓷大学
新街堂,新街堂
方山定林寺,定林寺・(南京市)
方广寺·(天台县),方広寺・(天台県)
旅顺支线,旅順支線
旅順軍港公園,旅順軍港公園
旌忠寺,旌忠寺
旅顺港,旅順港
旃檀林,旃檀林・(九華山)
惠州学院,恵州学院
愚公移山,愚公山を移す
拉滨铁路,拉浜線
晴川閣,晴川閣
摩西会堂,上海ユダヤ難民紀念館
懷州,懐州
懷化學院,懐化学院
提篮桥站,提籃橋駅
川青铁路,成蘭線
成都中医药大学,成都中医薬大学
成绵乐客运专线,成綿楽旅客専用線
成蒲铁路,成蒲線
成汶铁路,成汶線
成吉思汗站,成吉思汗駅
板桥站·(安徽),板橋駅・(安徽省)
新大嶼山巴士墮崖事故,新ランタオ島バス転落事故
捞刀河,撈刀河
挹江门街道,挹江門街道
捞刀河街道,撈刀河街道
慧济禅寺,慧済寺
慧居寺,慧居寺
无锡地铁1号线,無錫地下鉄1号線
无锡地铁2号线,無錫地下鉄2号線
李白墓,李白墓
李文忠墓,李文忠墓
村民委员会,村民委員会
杜家站,杜家駅
李子坝站,李子壩駅
新山村站,新山村駅
曾家岩站,曽家岩駅
日驻华大使座车国旗被抢事件,中国大使公用車襲撃事件
昂昂溪站,昂昂渓駅
昂曲,昂曲
朝乌铁路,朝烏線
林冲镇,林沖鎮
林家台站,林家台駅
林密铁路,林密線
曹操高陵,西高穴2号墓
攀枝花站,攀枝花駅
杨家坪站,楊家坪駅
杨各庄站,楊各荘駅
枹罕郡,枹罕郡
柏加镇,柏加鎮
昆明地铁1号线,昆明軌道交通1号線
中国铁路昆明局集团,中国鉄路昆明局集団有限公司
昆明地铁3号线,昆明軌道交通3号線
昆明地铁2号线,昆明軌道交通2号線
昌平北站,昌平北駅
昌化县·(浙江省),昌化県・(浙江省)
昌图站,昌図駅
昌吉东路站,昌吉東路駅
昌江·(鄱江支流),昌江
桂林公园站,桂林公園駅
桂林市基督教堂,桂林市基督教堂
柏斯琴行,パーソンズ・ミュージック
林虑山,林慮山
月湖·(宁波),月湖
本溪湖站,本渓湖駅
本溪站,本渓駅
林彪、江青反革命集团案,林彪・江青反革命集団
横沙站,横沙駅
横市镇·(宁乡市),横市鎮・(寧郷市)
哈工大站,哈工大駅
机场站·(大连市),機場駅・(大連市)
枨冲镇,棖沖鎮
朗州,朗州
杨林乡·(韶山市),楊林郷・(韶山市)
機場快綫穿梭巴士,機場快線シャトルバス
橘子洲,橘子洲
橘子洲大桥,橘子洲大橋
杉山镇,杉山鎮
桥北站,橋北駅
桥头站·(辽宁省),橋頭駅・(遼寧省)
横滨正金银行大楼·(大连),旧横浜正金銀行ビル
横陂镇·(恩平市),横陂鎮
桃花潭镇,桃花潭鎮
桥湾站·(甘肃省),橋湾駅・(甘粛省)
杨高北路站,楊高北路駅
朱家尖街道,朱家尖街道
朱各庄站,朱各荘駅
杨市镇,楊市鎮
机场站·(深圳市),機場駅・(深圳市)
水上区·(上海市),水上区
民政總署·(澳門),民政総署
桦树街站,樺樹街駅
杭州地铁8号线,杭州地下鉄8号線
柯木塱站,柯木塱駅
水洞底镇,水洞底鎮
梵净山,梵浄山
永和镇·(浏阳市),永和鎮・(瀏陽市)
正定县文庙,正定県文廟
栎社国际机场站,櫟社国際機場駅
永宁门站,永寧門駅
東涌游泳池,東涌遊泳池
東堤灣畔,東堤湾畔
东莞轨道交通2号线,東莞地下鉄2号線
