Massachusetts,매사추세츠주
"Cranston, Rhode Island",크랜스턴 (로드아일랜드주)
"Portsmouth, New Hampshire",포츠머스 (뉴햄프셔주)
"Dallam County, Texas",댈럼군
"Glasscock County, Texas",글래스콕군 (텍사스주)
Extreme Championship Wrestling,익스트림 챔피언십 레슬링
"Trinidad, Colorado",트리니다드 (콜로라도주)
Xbox Game Studios,엑스박스 게임 스튜디오
Dolby,돌비 래버러토리스
McAfee,맥아피
"Mesa, Arizona",메사 (애리조나주)
"Chula Vista, California",출라비스타
University of Connecticut,코네티컷 대학교
"Donley County, Texas",돈리군
"Gaines County, Texas",게인즈군
"Brownsville, Texas",브라운즈빌 (텍사스주)
"Isabella County, Michigan",이사벨라군
"Ozark, Alabama",오자크 (앨라배마주)
Capitol Reef National Park,캐피틀리프 국립공원
Turn 10 Studios,턴 10 스튜디오
Sacramento Kings,새크라멘토 킹스
"Davis County, Iowa",데이비스군 (아이오와주)
F (New York City Subway service),뉴욕 지하철 F선
"Lyon County, Kentucky",라이언군 (켄터키주)
V (New York City Subway service),뉴욕 지하철 V선
"New Haven County, Connecticut",뉴헤이븐군
"Newport County, Rhode Island",뉴포트군
"Hartford County, Connecticut",하트퍼드군 (코네티컷주)
"Pima County, Arizona",피머군
Relocation of Marine Corps Air Station Futenma,후텐마 기지 이전 문제
"Troy, Alabama",트로이 (앨라배마주)
"Hamilton County, Texas",해밀턴군 (텍사스주)
Fifth Avenue,5번가
"Hartley County, Texas",하틀리군
"Branch County, Michigan",브랜치군
Swedish Wikipedia,스웨덴어 위키백과
"Niagara Falls, New York",나이아가라폴스 (뉴욕주)
West Side Highway,웨스트사이드 하이웨이
Duke University,듀크 대학교
2012 United States Grand Prix,2012년 미국 그랑프리
"Cleburne County, Arkansas",클리번군 (아칸소주)
"Prescott, Arizona",프레스콧 (애리조나주)
Academy Award for Best International Feature Film,아카데미 국제영화상
Fox Sports,폭스 스포츠
New Orleans Pelicans,뉴올리언스 펠리컨스
Great Seal of the United States,미국의 국장
Holland Tunnel,홀랜드 터널
Sequoia National Park,세쿼이아 국립공원
Springfield (The Simpsons),스프링필드 (심슨 가족)
"Faulkner County, Arkansas",포크너군
"Franklin County, Arkansas",프랭클린군 (아칸소주)
"Polk County, Arkansas",포크군 (아칸소주)
"Eastland County, Texas",이스틀랜드군
"Shasta County, California",샤스타군
"Dougherty County, Georgia",도허티군
Midwestern United States,미국 중서부
"Clare County, Michigan",클레어군
"Phillips County, Arkansas",필립스군 (아칸소주)
Academy Award for Best Supporting Actress,아카데미 여우조연상
Stewart International Airport,스튜어트 국제공항
Albanians,알바니아인
"Bradford County, Florida",브래드퍼드군 (플로리다주)
"Coahoma County, Mississippi",코호마군
"Dothan, Alabama",도선 (앨라배마주)
"Gadsden, Alabama",개즈던 (앨라배마주)
160th Special Operations Aviation Regiment (Airborne),제160특수작전항공연대
Capitol Records,캐피틀 레코드
"Tacoma, Washington",터코마
Academy Award for Best Cinematography,아카데미 촬영상
Beaufort Sea,보퍼트해
Maui,마우이섬
"Sac County, Iowa",색군
"Whatcom County, Washington",왓컴군
Half dollar (United States coin),미국 하프 달러 주화
"Miami Beach, Florida",마이애미비치
Wilmington Hammerheads FC,윌밍턴 해머헤즈 FC
"Nogales, Arizona",노갤러스
Zoo Atlanta,애틀랜타 동물원
"Erie, Pennsylvania",이리 (펜실베이니아주)
"Mineral County, Nevada",미네랄군 (네바다주)
"Gratiot County, Michigan",그래티엇군
Nasdaq,나스닥
Boomerang (TV network),부메랑 (텔레비전 네트워크)
"Ida County, Iowa",아이다군 (아이오와주)
San Antonio Spurs,샌안토니오 스퍼스
"Clearwater, Florida",클리어워터 (플로리다주)
Ivy Mike,아이비 마이크
Umnak,움나크섬
World Series,월드 시리즈
Smithsonian Institution,스미스소니언 협회
"Anderson County, Texas",앤더슨군 (텍사스주)
"Atascosa County, Texas",아타스코사군
McKinsey %26 Company,맥킨지 %26 컴퍼니
Detroit River,디트로이트강
LaGuardia Airport,라과디아 공항
California Institute of Technology,캘리포니아 공과대학교
Indiana Invaders,인디애나 인배더즈
Bulgarians,불가리아인
Visual Concepts,비주얼 콘셉츠
"Adams County, Ohio",애덤스군 (오하이오주)
"Brewster County, Texas",브루스터군
10th Mountain Division,제10산악사단
African-American history,아프리카계 미국인의 역사
Congaree National Park,콩가리 국립공원
Las Vegas Raiders,라스베이거스 레이더스
Los Angeles Dodgers,로스앤젤레스 다저스
"Macomb County, Michigan",매콤군
Midway Games,미드웨이 게임스
National War College,미국 국방참모대학교
Cuyahoga Valley National Park,쿠야호가밸리 국립공원
New York Film Critics Circle,뉴욕 영화 비평가 협회
Voice of America,미국의 소리
"Beaverhead County, Montana",비버헤드군
"Blue Earth County, Minnesota",블루어스군
"Clay County, Iowa",클레이군 (아이오와주)
"Hamilton County, Ohio",해밀턴군 (오하이오주)
Los Angeles Rams,로스앤젤레스 램스
"Mathews County, Virginia",매슈스군
Columbus Day,콜럼버스의 날
American literature,미국 문학
"Rockford, Illinois",록퍼드 (일리노이주)
"Emmet County, Iowa",에밋군 (아이오와주)
"Medina County, Texas",머디나군 (텍사스주)
Stop Online Piracy Act,온라인 저작권 침해 금지 법안
Washington Monument,워싱턴 기념탑
1996 Summer Paralympics,1996년 하계 패럴림픽
Finns,핀인
"Chester, Pennsylvania",체스터 (펜실베이니아주)
"Kearny County, Kansas",커니군 (캔자스주)
"Reading, Pennsylvania",레딩 (펜실베이니아주)
Sixth Amendment to the United States Constitution,미국 수정 헌법 제6조
"Emanuel County, Georgia",에마누엘군
"Mason County, Washington",메이슨군 (워싱턴주)
"Schleicher County, Texas",슐라이허군
Air Force One,에어 포스 원
"Cerro Gordo County, Iowa",세로고도군
"Socorro County, New Mexico",소코로군
"Clearlake, California",클리어레이크 (캘리포니아주)
Connecticut River,코네티컷강
"Kiowa County, Kansas",카이오와군 (캔자스주)
"Battle Ground, Indiana",배틀그라운드 (인디애나주)
"Sherman County, Kansas",셔먼군 (캔자스주)
Syfy,Syfy
"Boulder County, Colorado",볼더군
"Stonewall County, Texas",스톤월군
"Caldwell Parish, Louisiana",콜드웰군 (루이지애나주)
IGN,IGN
.com,.com
Apollo 12,아폴로 12호
News Corporation,뉴스 코퍼레이션
Ig Nobel Prize,이그 노벨상
Hawaiian Islands,하와이 제도
O'Hare International Airport,오헤어 국제공항
University of North Carolina at Chapel Hill,노스캐롤라이나 대학교 채플힐
Virginia Tech shooting,버지니아 공대 총기 난사 사건
"Ithaca, New York",이타카 (뉴욕주)
Boxing at the 1996 Summer Olympics,1996년 하계 올림픽 복싱
Chams,참족
Global Environment Facility,지구환경기금
"Dare County, North Carolina",데어군
Naismith Memorial Basketball Hall of Fame,네이스미스 농구 명예의 전당
Balkars,발카르인
Global Peace Foundation,글로벌피스재단
New Orleans Brass,뉴올리언스 브라스
Atlantic Records,애틀랜틱 레코드
Cleveland Browns,클리블랜드 브라운스
Kahoʻolawe,카호올라웨섬
PLOS,퍼블릭 라이브러리 오브 사이언스
Ampm,Am/pm
GQ,GQ
"Logan County, Colorado",로건군 (콜로라도주)
U.S. Route 6,국도 제6호선 (미국)
"Universal Studios, Inc.",MCA (기업)
"Union County, Mississippi",유니언군 (미시시피주)
"Upton County, Texas",업턴군
Chicago Transit Authority,시카고 교통국
Lubin Manufacturing Company,루빈 매뉴팩처링 컴퍼니
"Meridian, Mississippi",머리디언 (미시시피주)
West Virginia University,웨스트버지니아 대학교
"Rio Grande County, Colorado",리오그란데군 (콜로라도주)
Seal of Guam,괌의 문장
Agreed Framework,제네바 합의
Whidbey Island,윗비섬
"Crowley County, Colorado",크로울리군
Ford GT40,포드 GT40
"Terrebonne Parish, Louisiana",테레본군
American Ballet Theatre,아메리칸 발레 시어터
Freedom House,프리덤 하우스
University of Pittsburgh,피츠버그 대학교
"Aberdeen, Washington",애버딘 (워싱턴주)
Cincinnati Bengals,신시내티 벵골스
"DeSoto County, Mississippi",데소토군 (미시시피주)
"El Cajon, California",엘카혼
70 Pine Street,70 파인 스트리트
RKO Pictures,RKO 픽처스
26th Golden Raspberry Awards,제26회 골든 래즈베리상
Colorado Desert,콜로라도 사막
"Conroe, Texas",콘로 (텍사스주)
Astar Air Cargo,아스타 에어 카고
"Albion, Illinois",앨비언 (일리노이주)
Castle Bravo,캐슬 브라보
Channel Islands (California),채널 제도 (캘리포니아주)
Allure (magazine),얼루어
"Escondido, California",에스콘디도
Detroit Lions,디트로이트 라이언스
"Newport Beach, California",뉴포트비치
AMD,어드밴스트 마이크로 디바이시스
Miami International Airport,마이애미 국제공항
"Osage County, Kansas",오세이지군 (캔자스주)
"Wilson County, Kansas",윌슨군 (캔자스주)
"Wyandotte County, Kansas",와이언도트군 (캔자스주)
"Sherman County, Oregon",셔먼군 (오리건주)
Chevron Corporation,셰브론
Western Conference (NBA),서부 콘퍼런스 (NBA)
"Alamosa County, Colorado",앨라모사군
"Washington County, Colorado",워싱턴군 (콜로라도주)
500 Fifth Avenue,500 피프스 애비뉴
RWE,RWE
ZIP Code,ZIP 코드
HTC HD2,HTC HD2
"Allison, Iowa",앨리슨 (아이오와주)
Entertainment Weekly,엔터테인먼트 위클리
Wyoming Territory,와이오밍 준주
American Bar Association,미국 변호사 협회
"Multnomah County, Oregon",멀트노머군
American Bible Society,미국 성경 협회
American depositary receipt,미국 예탁 증권
American Friends Service Committee,미국 퀘이커 봉사 위원회
American Mathematical Society,미국 수학회
American Medical Association,미국의사협회
American Physical Society,미국 물리학회
"Butte, Montana",뷰트 (몬태나주)
Battle of Blue Licks,블루릭스 전투
Cheyenne,샤이엔족
AboutUs.com,AboutUs.com
Houston Dynamo FC,휴스턴 다이너모
Texas Rangers (baseball),텍사스 레인저스
Nickelodeon,니켈로디언
United States at the 1996 Summer Olympics,1996년 하계 올림픽 미국 선수단
United States at the 2008 Summer Olympics,2008년 하계 올림픽 미국 선수단
JPMorgan Chase,JP모건 체이스
Gas chamber,가스실
Georgetown University,조지타운 대학교
"Daly City, California",데일리시티
"Mineral County, Montana",미네랄군 (몬태나주)
Abu Ghraib torture and prisoner abuse,아부그라이브 교도소 가혹행위 사건
"Bangor, Maine",뱅고어 (메인주)
Sporting Kansas City,스포팅 캔자스시티
Gibson Brands,깁슨 (기업)
Netscape,넷스케이프
2015 (company),2015 (기업)
Academy of Country Music Awards,아카데미 오브 컨트리 뮤직 어워드
Blackwater (company),아카데미 (기업)
"Suffolk, Virginia",서퍽 (버지니아주)
1st Golden Raspberry Awards,제1회 골든 래즈베리상
California State Route 25,캘리포니아주도 제25호선
Texas Stars,텍사스 스타스
"Sedgwick County, Kansas",세지윅군 (캔자스주)
Student Academy Awards,스튜던트 아카데미상
Super Bowl XLV,슈퍼볼 XLV
40 Wall Street,40 월 스트리트
New York City draft riots,뉴욕 징병거부 폭동
New York Yankees,뉴욕 양키스
"Mitchell County, Kansas",미첼군 (캔자스주)
"Sumner County, Kansas",섬너군 (캔자스주)
"Hanford, California",핸퍼드 (캘리포니아주)
"Harvey County, Kansas",하비군 (캔자스주)
"Lincoln County, Kansas",링컨군 (캔자스주)
"Rock Springs, Wyoming",록스프링스 (와이오밍주)
NBA Most Valuable Player Award,NBA 최우수 선수상
432 Park Avenue,432 파크 애비뉴
Sacramento River,새크라멘토강
"Hampton, Virginia",햄프턴 (버지니아주)
AVN (magazine),AVN (잡지)
"Gallatin County, Montana",갤러틴군 (몬태나주)
U.S. Route 1,국도 제1호선 (미국)
"Graham County, Kansas",그레이엄군 (캔자스주)
"Newton County, Indiana",뉴턴군 (인디애나주)
S%26P 500,S%26P 500
"Naples, Florida",네이플스 (플로리다주)
American Airlines Flight 587,아메리칸 항공 587편 추락 사고
American nationalism,미국 국민주의
San Clemente Island,샌클레멘티섬
"Smyth County, Virginia",스미스군 (버지니아주)
U.S. Route 101,국도 제101호선 (미국)
U.S. Route 23,국도 제23호선 (미국)
U.S. Route 4,국도 제4호선 (미국)
U.S. Route 61,국도 제61호선 (미국)
U.S. Route 80,국도 제80호선 (미국)
U.S. Route 87,국도 제87호선 (미국)
"Gove County, Kansas",고브군
"Greenwood County, Kansas",그린우드군 (캔자스주)
Mojave Air and Space Port,모하비 공항 및 우주항
"Cottage Grove, Minnesota",코티지그로브 (미네소타주)
Pan-American Highway,팬아메리칸 하이웨이
Colorado Rockies,콜로라도 로키스
"Howard County, Maryland",하워드군 (메릴랜드주)
"Johnson County, Illinois",존슨군 (일리노이주)
"Dearborn, Michigan",디어본 (미시간주)
Greater Houston,그레이터휴스턴
Amaknak Island,애머크낵섬
"Fresno County, California",프레즈노군
Los Angeles Chargers,로스앤젤레스 차저스
Dred Scott v. Sandford,드레드 스콧 대 샌드퍼드 사건
Atlanta Flames,애틀랜타 플레임스
Irrational Games,이래셔널 게임스
"Wallingford, Connecticut",월링퍼드 (코네티컷주)
"Agoura Hills, California",아구라힐스
