Maryse Bastié,마리즈 바스티에
Jean Charbonniaud,장 샤르보니오
Jean-Paul Willaime,장폴 윌렘
Jean-François Courtine,장프랑수아 쿠르틴
Jean-François Cordet,장프랑수아 코르데
Jean-Luc Delpeuch,장뤼크 델푀슈
Jean-Luc Istin,장뤼크 이스탱
Jean-François Caujolle,장프랑수아 코졸
Jean-François Dehecq,장프랑수아 드에크
Jean-Luc Martinez,장뤼크 마르티네스
Jean-Philippe Lafont,장필리프 라퐁
Jean-François Gallotte,장 프랑수아 갈로뜨
Jean-Philippe Bouchaud,장필리프 부쇼
Jean-François Hernandez,장프랑수아 에르난데스
Jean-Yves Sénant,장이브 세낭
Jean-Yves Tadié,장 이브 타디에
Jean-François Jalkh,장프랑수아 잘크
Jean-François Cayrey,장프랑수아 케레
Jean Claudio,진 클라우디오
Jean-Luc Sadourny,장뤼크 사두르니
Jean-Marc Bellocq,장마르크 벨로크
Jean-François Legaret,장프랑수아 르가레
Jean-François Imbernon,장프랑수아 앵베르농
Jean-Luc Rigaut,장뤼크 리고
Jean-François Lepetit,장 프랑수아 르프티
Jean-Luc Reitzer,장뤽 레이제르
Jean Andreau,장 앙드로
Jean-François Josselin,장프랑수아 조슬랭
Jean-Marc Luisada,장마르크 루이사다
Jean Coussirou,장 쿠시루
Jean-Marc Lofficier,장마르크 로피시에
Jean-François Sirinelli,장프랑수아 시리넬리
Jean-François Solnon,장프랑수아 솔농
Jean-François Somain,장프랑수아 소맹
Jean Daubigny,장 도비니
Jean-François Parot,장프랑수아 파로
Jean-Marc Sauvé,장마르크 소베
Jean Babelon,장 바블롱
Jean-Pierre Chaline,장피에르 샬린
Jean-Pierre Clami,장피에르 클라미
Jean Delay,장 들레
Jean-Félix Lalanne,장펠릭스 랄란
Jean-Pierre Christin,장 피에르 크리스틴
Jean-Marie Bigard,장마리 비가르
Jean Dercourt,장 데르쿠르
Jean Baubérot,장 보베로
Jean-Gilles Berthommier,장질 베르토미에
Jean Bastaire,장 바스테르
Jean-Jacques Cottel,장자크 코텔
Jean Beausire,장 보지르
Jean-Pierre Dusséaux,장피에르
Jean-Pierre Duport,장피에르 뒤포르
Jean-Marie Pérès,장마리 페레스
Jean-Pierre Elkabbach,장피에르 엘카바크
Jean-Jacques Brot,장자크 브로
Jean-Pierre Foucault,장피에르 푸코
Jean-Pierre Giraudoux,장피에르 지로두
Jean Blot,장 블로
Jean-Marie Lassère,장마리 라세르
Jean Besson,장 베송
Jean Borthayre,장 보르테르
Louis-Auguste Commerson,장루이오귀스트 코메르송
Jean-Jacques Guillet,장자크 기예
Jean-Pierre Guéno,장피에르 게노
Jean Lépine,장 레핀
Jean Mamère,장 마메르
Jean Bousquet,장 부스케
Jean Brochard,장 브로샤르
Jean François Gauthier,장 프랑수아 고티에
Jean Carbonnier,장 카르보니에
Jean Capelle,장 카펠
Jean Fournier,장 푸르니에
Jean de Gaulle,장 드골
Jean d'Yd,장 디드
Jean Cathary,진 캐터리
Jean Gachassin,장 가샤생
Jean Mariotti,장 마리오티
Jean Castex,장 카스텍스
Jean Gaven,장 가방
Jean Gicquel,장 지켈
Jean Mesnard,장 메스나르
Jean de Vivonne,장 드 비본
Jean Glavany,장 글라바니
Jean Meyer,Jean Meyer
Jean Michard-Pellissier,장 미샤르펠리시에
Jules Grandjouan,쥘 그랑주앙
Jean Mesqui,장 메스키
Joseph Marc Gibert,조제프 지베르
Jean du Tillet,장 드 틸레
Jules Laure,쥘 로르
Jeanne Delvair,잔 델베르
Jean Helleu,장 엘뢰
Jean Narquin,장 나르캥
Jean Hugo,장 위고
Julian de Ajuriaguerra,훌리안 데 아후리아게라
Joseph Joanovici,조제프 조아노비치
Jean Mézard,장 메자르
Jean Hérold-Paquis,장 에롤파키
Jeanne Sully,잔 쉴리
Jeanne Simon,잔 시몽
Jeanne Labrune,잔 라브륀
Jean Nicolas Beauregard,장니콜라 보르가르
Jean Ibanès,장 이바네스
Jeannette Bougrab,자네트 부그라브
Jean Orizet,장 오리제
Jenia Grebennikov,제니아 그레베니코브
Jenna de Rosnay,제나 드로네
Jean Offredo,장 오프레도
Jean Javal,장 자발
Jean Jardin,장 자르댕
Jess Liaudin,제스 리오댕
Jean Lambert,장 랑베르
Jean Panisse,장 파니스
Jean Kemm,장 켐
Jean Kling,장 클링
Jules de Gastyne,쥘 드가스틴
Julia Piaton,쥘리아 피아통
Jenny Aubry,제니 오브리
Jo Prestia,조 프레스티아
Jo Privat,조 프리바
Joseph Mélèze-Modrzejewski,조제프 멜레즈모제예프스키
Julian Bugier,쥘리앙 뷔지에
Joan Duru,요안 두루
Lætitia Sadier,레티샤 사디에
Jean Picart Le Doux,장 피카르 르두
Jean Picq,장 피크
Julie Caignault,쥘리 케뇨
Joseph Pérès,조제프 페레스
Julie-Anne Roth,쥘리안 로트
Julie Debazac,쥘리 드바자크
Jocelyne Béroard,조슬린 베 야르 드
Jocelyne Desverchère,조슬린 데베르셰르
Joana Preiss,조아나 프라이스
Julie Andrieu,쥘리 앙드리외
Jocelyne Labylle,조슬린 라빌
Joseph Lopy,조제프 로피
Julien Bayou,쥘리앵 바유
Jean Périer,장 페리에
Kacey Mottet-Klein,케이시 모테클라인
Julien Cazarre,쥘리앵 카자르
Kamel Belghazi,카멜 벨가지
Joseph Rollet,조제프 롤레
Jonathan Cohen,조나단 코엔
Jean Ricardou,장 리카르두
Julien Cétout,줄리앙 시투
Julien Chorier,쥘리앵 쇼리에
Kalidou Koulibaly,칼리두 쿨리발리
Kalki Koechlin,칼키 케클랭
Julien Courbey,줄리앙 코르비
Karim Barras,카림 바라스
Karine Ferri,카린 페리
Katell Quillévéré,카텔 킬레베레
Karine Lollichon,카린 롤리숑
Karine Lima,카린 리마
Karine de Ménonville,카린 드메농빌
Karina Testa,카리나 테스타
Jean Rousselot,장 루슬로
Karine Silla,카린 실라
Julien Morelle,쥘리앵 모렐
Julien Luchaire,쥘리앵 뤼셰르
Julien Maffre,쥘리앵 마프르
Joséphine Lebas-Joly,호세핀 레바스 졸리
Julien Rassam,줄리안 라삼
Jean Sylvere,장 실베르
Joséphine Japy,조제핀 자피
Josée Drevon,조제 드르봉
Josyane Savigneau,조지안 사비뇨
Kostia Konstantinoff,코스티야 콘스탄티노프
Henri Paul,앙리 폴
Jean Stelli,장 스텔리
Julien Rappeneau,쥘리앵 라프노
Kévin Tillie,케뱅 티유
Frédéric Molas,프레데리크 모라스
Kodjo Afanou,코조 아파누
Lætitia Colombani,레티시아 콜롱바니
Joy Esther,조이 에스더
Julio Silva,훌리오 실바
Kévin Le Roux,케뱅 르 루
Juliette Besson,쥘리에트 베송
Juliette Chappey,율리에트 채피
Juliette Favez-Boutonnier,쥘리에트 파베즈부토니에
Lara Guirao,라라 기아로
Just de Bretenières,시몽 마리 앙투안 쥐스트 랑페르 드 브르트니에르
Judith Chemla,쥐디트 셰믈라
Judith Henry,쥐디트 앙리
Laura Tenoudji,로라 테누지
Laura Blanc,로라 블랑
Laly Meignan,랄리 메냥
Jérémie Bélingard,제레미 벨랭가르
Justin Vaïsse,쥐스탱 바이스
Laure Calamy,로르 칼라미
Jean Valroff,장 발로프
Jérémie Covillault,제레미 코빌로
Laurent Touvet,로랑 투베
Jean Veil,장 베유
Jean Verdier,장 베르디에
Laure Guibert,로르 기베르
Jérémie Eloy,제레미 엘로이
Laure de Clermont-Tonnerre,로르 드 클레르몽 토네르
Louis Bertagna,루이 베르타냐
Jules Brasseur,쥘 브라쇠르
Louis Ducruet,루이 듀크루엣
Tom Dingler,톰 딘글러
Laurence Arné,로랑스 아르네
Jérémy Bardeau,제레미 바르도
Jules Dutilleul,쥘 뒤틸뢸
Laure de Chevigné,로르 드 셰비녜
Jérôme Cazalbou,제롬 카잘부
Laurent-Frédéric Bollée,로랑프레데리크 볼레
Lee Kwan-Young,이관영
Louis Bertignac,루이 베르티냐크
Jérôme Commandeur,제로미 사령관
Laurent Cabrol,로랑 카브롤
Laurent Bignolas,로랑 비뇰라
Jérôme Colombain,제롬 콜롱뱅
Laurent Brunet,로랑 브뤼네
Louis Robilliard,루이 로비야르
Louis Saintève,루이 생테브
Laurent Eynac,로랑 에나크
Lina Margy,리나 마르지
Laurent Depouilly,로랑 드푸이
Liliane Gaschet,릴리안 가셰
Louis Corbière,루이 코르비에르
Louis Cordier,루이 코르디에
Louis Châtellier,루이 샤텔리에
Laurent Lafitte,로랑 라피트
Jérôme Lorant,제롬 로랑
Louis Corman,루이 코르망
Louis Cornet,루이 코르네
Jérôme Monod,제롬 모노
Laurent Gendron,로랑 장드롱
Lionel Chamoulaud,리오넬 샤물로
Laurent Joffrin,로랑 조프랭
Laurent Giovanninelli,로랑 조바니넬리
Lilian Dugois,릴리앙 뒤구아
Louis Vallon,루이 발롱
Jérôme Potier,제롬 포티에
Louis Comtet,루이 콩테
Laurent Morteau,로랑 모르트
Jérôme Pierrat,제롬 피에트
Laurent Mauduit,로랑 모뒤
Lionel Justier,리오넬 쥐스티에
Laurent Kerusoré,로랑 케뤼소레
Jérôme Pauwels,제롬 파우 웰즈
Jérôme Pernoo,제롬 페르노
Louis Dubertret,루이 뒤베르트레
Louis Dubois,루이 뒤부아
Jérôme Robart,제롬 로바트
Lionel Stoléru,리오넬 스톨레뤼
Louis Dandrel,루이 당드렐
Abel,아벨
Laurent Neyret,로랑 네레
Louise Carletti,루이즈 카를레티
Louis Favoreu,루이 파보뢰
Laurent Maurel,로랑 모렐
Louison Roblin,루이손 로블린
Lionel Orsolini,리오넬 오르솔리니
Louis Florencie,루이 플로렌시
Louise Silvain,루이즈 실뱅
Laurent Ruquier,로랑 뤼키에
Léna Marrocco,레나 마로코
Laurent Petitgirard,로랑 프티지라르
Lyes Salem,리에스 살렘
Lénaëlle Gilleron-Gorry,레나엘 길롱고리
Laurent Ournac,로랑 우르나크
Laurent Pétin,로랑 페틴
Lola Dewaere,롤라 드웨르
Lydie Denier,라이디 데니어
Manuel Bidermanas,마뉘엘 비데르마나스
Loïc Chavériat,로이크 샤베리아
Laurent Stocker,로랑 스토케르
Manu Payet,마뉘 파예트
Manuel Aeschlimann,마뉘엘 에슐리만
Liévin-Bonaventure Proyart,리에뱅보나방튀르 프루아야르
Loïc Varraut,로이크 바로
Lola Lafon,롤라 라퐁
Loïc Blondiaux,로이크 블롱디오
Manuela Gourary,마뉴 엘라 골리
Marc-Antoine Jamet,마르크앙투안 자메
Léon-Prosper Rénier,레옹프로스페르 레니에
Marc-Edmond Dominé,마크 에드몽 도미네
Lorris Murail,로리스 뮈렐
Lorenzo Ausilia-Foret,로렌조 아우 실리아 - 포레트
Lorette Nobécourt,로레트 노베쿠르
Loïc Pichon,로익 피숑
Luc Belot,뤼크 벨로
Léa Fehner,레아 페네르
Marc-Gilbert Sauvajon,마르크질베르 소바종
Luc Carvounas,뤼크 카르부나스
Léon Arvel,레옹 아르벨
Luc Brahy,뤼크 브라이
Lucas Deaux,뤼카 도
Louis-Augustin Auguin,루이오귀스탱 오갱
Luce Pane,뤼스 판
Marc Castex,마르크 카스텍스
Léon Broquet,에스페랑스 레옹 브로케
Louis-Charles Damais,루이샤를 다메
Marc Coppey,마르크 코페
Louis-Charles Bary,루이샤를 바리
Marc Cécillon,마르크 세시용
Lucette Desvignes,뤼세트 데비뉴
Louis Jacquinot,루이 자키노
Lucette Michaux-Chevry,뤼세트 미쇼슈브리
Marc Crépon,마르크 크레퐁
Lucie Lucas,뤼시 뤼카
Léon Hennique,레옹 앙니크
Marc Fauvelle,마르크 포벨
Louis Juchereau de Saint-Denis,루이 쥐슈로 드 생드니
Lucien Barrière,뤼시앵 바리에르
Marc Duret,마르크 뒤레
Marc Fonbaustier,마르크 퐁보스티에
Marc Gauchée,마크 가우에
Lucien Dalsace,뤼시앵 달사스
Louis Lépine,루이 레핀
Louis-Jean Calvet,루이장 칼베
Lucien Gallois,뤼시앵 갈루아
Lucien Callamand,뤼시앵 칼라망
Louis Lefèvre-Gineau,루이 르페브르지노
Lucien Golvin,뤼시앵 골뱅
Léon Motchane,레옹 모찬
Lucien Jerphagnon,뤼시앵 제르파뇽
Louis Malvy,루이 말비
Louis Michel,루이 미셸
Léon Robin,레옹 로뱅
Marc Mauillon,마르크 모용
Lucien Malavard,뤼시앵 말라바르
Lucien Olivier,뤼시앵 올리비에
Louis-René des Forêts,루이르네 데 포레
Louis-Émile Galey,루이에밀 갈레
Louis-Marie Désiré-Lucas,루이마리 데지레뤼카
Lucien Louis Daniel,뤼시앵 루이 다니엘
Léonard Matton,레오나르 마통
Louis Paris,루이 파리
Louis Adolphe Bonard,루이 아돌프 보나르
Louis Aliot,루이 알리오
Louis Pasteur Vallery-Radot,루이 파스퇴르 발레리라도
Ludovic Liron,뤼도비크 리롱
Léopoldine Serre,레오폴디네 세르
Édouard Bignon,에두아르 비뇽
Léopoldine Hugo,레오폴딘 위고
Léontine Lippmann,레옹틴 리프만
Ludovic Lacay,뤼도비크 라케
Léonie d’Aunet,레오니 도네
Ludovic Tézier,뤼도비크 테지에
Léopold Javal,레오폴 자발
Marc Zamansky,마르크 자만스키
Marion Mazauric,마리옹 마조리크
Marion Sigaut,마리옹 시고
Mac Lesggy,마크 레스기
Marc de Gouvenain,마르크 드 구브냉
Marcelle Praince,마르셀 프레인세
Madeleine Barbulée,마들렌 바르뷜레
Madeleine Biardeau,마들렌 비아르도
Louis Beaulieu,베르나르 루이 볼리외
Marcelle Géniat,마르셀 제니아
Téji Savanier,테지 사바니에
Marcel Amont,마르셀 아몽
Marcelle Pradot,마르셀 프라도
Maurice Lacroix,모리스 라크루아
Madeleine Castaing,마들렌 카스탱
Marcel Barbeault,마르셀 바르보
Maurice Houvion,모리스 우비옹
Marcel Blistène,마르셀 블리스텐
Marcel Boyron,마르셀 부아롱
Madeleine Clervanne,마들렌 클레르반
Marlène Laruelle,마를렌 라뤼엘
Marthe Villalonga,마르트 빌랄롱가
Madeleine Riffaud,마들렌 리포
Margot Capelier,마르고 카펠리에
Mareva Galanter,마레바 갈랑테르
Marlène Zarader,마를렌 자라데르
Marthe Mellot,마르뜨 멜롯
Madeleine Lemaire,마들렌 르메르
Magali Vendeuil,마갈리 방되유
Madeleine de Rauch,마들렌 드로슈
Marguerite Thibert,마르그리트 티베르
Maurice Ouradou,모리스 우라두
Martin Limosin,마르탱 리무쟁
Martin Luc Huin,마르탱 뤼크 위앵
Martin Malvy,마르탱 말비
Martial Saddier,마르시알 사디에
Maurice Périsset,모리스 뻬리세
Magloire,마글루아르
Renée de Saint-Méran,르네 드 생메랑
Martial Rèbe,마르시알 레브
Malek Boutih,말레크 부티
Martin Fall,마타르 팔
Mamadou Faye,마마두 파이
Martin Valente,마틴 발렌트
Maurice Vincent,모리스 뱅상
Marie-Agnès de Gaulle,마리아녜스 드골
Martine Chevallier,마르틴 슈발리에
Marcel Lattès,마르셀 라테스
Marcel Marcilloux,마르셀 마르실루
Marie-Ange Casalta,마리앙주 카살타
Martine Dugowson,마르틴 듀고 손
Mallaury Nataf,말로리 나타프
Max Brusset,막스 브뤼세
Max Alhau,막스 알로
Marie-Amélie Seigner,마리아멜리 세니에르
Marcel Pochard,마르셀 포샤르
Marcel Planiol,마르셀 플라니올
Marie-Caroline Le Pen,마리카롤린 르펜
Marie-Christine Saragosse,마리크리스틴 사라고스
Martine Martinel,마르틴 마르티넬
Max Favalelli,막스 파발렐리
Marie-Christine Arnautu,마리크리스틴 아르노튀
Manoëlle Gaillard,마노엘 가야르
Max Chaleil,막스 샬레유
Marie-Claire Jamet,마리클레르 자메
Marcel Moureau,마르셀 무로
Marcel Rouviere,마르셀 루비에르
Marie-Christine Debourse,마리크리스틴 드부르스
Marie-Christine Orry,마리 크리스틴 올리
Max Papart,막스 파파르
Mila Parély,밀라 파렐리
Maryse Hilsz,마리즈 일스
Maryse Joissains-Masini,마리즈 주아생
Max Lavigne,막스 라비뉴
Max Meynier,막스 메니에
Michel Dupleix,미셸 뒤플레
Max de Vaucorbeil,막스 드보코르베유
Mimie Mathy,미미 마티
Michel Favart,미셸 파바르
Maryvonne de Saint-Pulgent,마리본 드생퓔장
Mireille Perrey,미레유 페레
Mireille Herbstmeyer,미레유 에르브스트메예르
Mireille Perrier,미레이유 페리에
Miss Ming,미스 밍
Mireille Delmas-Marty,미레유 델마스마르티
Marie-Joseph Malé,마리조제프 말레
Marie-Laure Augry,마리로르 오그리
Monique Berlioux,모니크 베를리우
Marie-Julie de Corancez,마리쥘리 드 코랑세즈
Marie-Julie de Sainte-Maure,마리쥘리 드 생트모르
Mona Chollet,모나 숄레
Matthieu Lartot,마티외 라르토
Mathieu Lindon,마티외 랭동
Marie-Luce Penchard,마리뤼스 팡샤르
Marie-Hélène Lafon,마리엘렌 라퐁
Marie-Louise Dubreil-Jacotin,마리루이즈 뒤브레유자코탱
Marie-Lou Marcel,마리루 마르셀
Maya Barsony,"바르소니, 마야"
Maya Lauqué,마야 로케
Michel Gourdon,미셸 구르동
Mathieu Riboulet,마티외 리불레
Maxime Poisson,막심 푸아송
Marie-Madeleine de Saint Exupéry,마리마들렌 드 생텍쥐페리
Monique Noirot,모니크 누아로
Monelle Valentin,모넬 발랑탱
Mathieu Vidard,마티외 비다르
Monique Loudières,모니크 루디에르
Marie-Martine Bisson,마리마르틴 비송
Morvandiau,모르방디오
Melissa Mars,멜리사 마르스
Mati Diop,마티 디오프
Mathilde Comont,마틸드 코몽
Mathieu Valette,마티외 발레트
Maïa Mazaurette,마이아 마조레트
Matthieu Messagier,마티외 메사지에
Mercotte,메르코트
Michel Izard,미셸 이자르
Matthieu Delormeau,마티외 들로르모
Matthieu Boujenah,마티외 부제나
Matz,알렉시 놀랑
Michel Jeury,미셸 죄리
Mhamed Arezki,마메드 아레즈키
Mia Hansen-Løve,미아 한센뢰베
Merri Franquin,메리 프랑캥
Matthias Fekl,마티아스 페클
Michel Journiac,미셸 주르니아크
Menie Grégoire,메니 그레구아르
Maud Wyler,모드 와일러
Moussa Maaskri,무사 마스크리
Moussa Sidibé,무사 시디베
Michel Klein,미쉘클랑
Michel Alliot,미셸 알리오
Michel Alexandre,미셸 알렉상드르
Michel Lalande,미셸 랄랑드
Muriel Combeau,뮈리엘 콩보
Muriel Boucher-Zazoui,뮈리엘 부셰자주이
Michel-Eugène Lefébure de Fourcy,외젠 드푸르시
Michael Goldman,마이클 골드먼
Marie Dauphin,마리 도핀
Michel Lévêque,미셸 레베크
Muriel Cousin,뮈리엘 쿠쟁
Maurice Bernart,모리스 베르나르
Muriel Mayette-Holtz,뮈리엘 마예트올츠
Muriel Pénicaud,뮈리엘 페니코
Marie Drucker,마리 드뤼케르
