党委书记,당 서기
金台夕照站,진타이시자오 역
武汉轨道交通1号线,우한 지하철 1호선
深大站,선쮠 대학 역
車陂南站,처베이남 역
落垡站,낙벌역
科苑站,커위엔 역
华强北站,화챵북 역
水湾站,쉬완 역
曬布站,사이부 역
坪洲站,핑저오 역
湾厦站,완샤 역
洛溪站,뤄시 역
同和站,퉁허 역
菊樹站,쥐수 역
天河南站,티안허남 역
蕭崗站,샤오강 역
上海国华人寿女子排球队,상하이 여자배구단
体育中心南站,제육중심 남 역
黄边站,황비안 역
石壁站,스비 역
祖廟站,쭈먀오 역
燕塘站,옌탕역
季華園站,지화위안 역
梅花园站,메이화위안 역
同濟路站,퉁지루 역
东晓南站,둥샤오난 역
千燈湖站,치안덩후 역
芝罘区,즈푸구
乐视控股,LeEco
南桂路站,난귀루 역
火器营站,훠치잉 역
霍營站,훠잉역
马家堡站,마자푸역
山西菜,산서 요리
行知路站,싱즈루역
牡丹江站,무단장역
魁奇路站,퀴치루 역
武汉轨道交通2号线,우한 지하철 2호선
蕉门站,쟈오먼 역
沙園站,사위안 역
新造站,신자오 역
上海轨道交通16号线,상하이 지하철 16호선
泥洼站,니와 역
深康站,선캉 역
望京东站,왕징둥 역
龍城廣場站,룽청 광장 역
永湖站,융후 역
香梅北站,샹메이북 역
新秀站,신셰오 역
水貝站,쉬베이 역
燕南站,옌난 역
莲花西站,롄화서 역
景峰站,징펑 역
石河子花园机场,스허쯔 화원 공항
中国美术馆站,중국미술관역
华南师范大学附属中学南海实验高级中学,화난사범대학 부속중학 남해실험고급중학
南京人民大会堂,국민대회당
奴兒干都指揮使司,누르간도지휘사사
聂荣镇,니얀롱
上海轨道交通17号线,상하이 지하철 17호선
北京地铁3号线,베이징 지하철 3호선
天津地铁3号线,톈진 지하철 3호선
武汉轨道交通4号线,우한 지하철 4호선
北京地铁6号线,베이징 지하철 6호선
广州地铁6号线,광저우 지하철 6호선
十里河站,스리허 역
石榴庄站,스류좡역
石硤尾,쎅깁메이
石排站,시파이 역
北京地铁11号线,베이징 지하철 11호선
北京地铁14号线,베이징 지하철 14호선
什刹海站,스차하이역
粵語,월어
寶血女子中學,홍콩 바오셰 여자중학교
奥林匹克公园站,올림픽공원역
.香港,.香港
狮子林,사자림
厦滘站,샤쟈오 역
广州地铁14号线,광저우 지하철 14호선
上海轨道交通14号线,상하이 지하철 14호선
上海轨道交通15号线,상하이 지하철 15호선
北京地铁16号线,베이징 지하철 16호선
天津地铁2号线,톈진 지하철 2호선
中华人民共和国概述,중화인민공화국 개요
馬哥孛羅酒店,마르코 폴로 호텔스 그룹
沥滘站,리쟈오 역
石牌桥站,스파이챠오 역
留园,유원 (정원)
南陽郡,남양군 (중국)
南洲站,난저오 역
龙归站,룽귀 역
普君北路站,푸준베이루 역
會江站,휘장 역
江夏站,쟝샤 역
深圳地铁2号线,선전 지하철 2호선
京溪南方医院站,징시 난팡병원 역
人和站,런허 역
新街口站,신제커우역
平安里站,핑안리역
灵境胡同站,링징후퉁역
陶然亭站,타오란팅역
角门西站,자오먼시 역
市桥站,스챠오 역
中联重科,중롄중커
立水桥南站,리수이차오난역
天通苑南站,톈퉁위안난 역
海洋公園站,해양공원역
三溪站,산시 역
小北站,샤오베이 역
潭村站,탄춘 역
西場站,시창 역
區莊站,오좡 역
猎德站,례더 역
五羊邨站,우양춘 역
魚珠站,위주 역
滘口站,쟈오커오 역
西村站,시춘 역
天坛东门站,톈탄둥먼역
北京地铁7号线,베이징 지하철 7호선
广州地铁7号线,광저우 지하철 7호선
广州地铁9号线,광저우 지하철 9호선
北京地铁19号线,베이징 지하철 19호선
聂拉木镇,나얌타운
烟台蓬莱国际机场,옌타이 펑라이 국제공항
黑龙江朝鲜语广播,흑룡강조선어방송국
帕羊镇,파량
双江街道,신장
水邊圍站,쉬비안웨이 역
中華人民共和國物權法,중화인민공화국 물권법
告全党全军全国各族人民书,"전당, 전군, 전국 여러 민족 인민에게 고하는 글"
人民网,인민망
昂坪站,옹핑 역
沙城站,사청역
中華人民共和國的製藥行業,중국 제약 산업
动物园站,광저우 동물원 역
文沖站,원충 역
惠新西街南口站,후이신시제난커우역
蒲庙镇,푸미아오
惠新西街北口站,후이신시제베이커우역
临河里站,린허리 역
九棵树站,주커수 역
通州北苑站,퉁저우베이위안 역
梨园站,리위안 역
双桥站,솽차오역
黑龙江人民广播电台,흑룡강인민방송
龍運巴士,롱윈 버스
磨碟沙站,모디엔사 역
市二宫站,스엘궁 역
新港东站,신강둥 역
华南农业大学,화남농업대학
澳門最高摩天大樓列表,마카오의 마천루 목록
北苑站,베이위안역
華師站,화스 역
上地站,상디역
积水潭站,지수이탄역
昆明站,쿤밍 역
蒲黄榆站,푸황위역
澳門培正中學,마카오배정중학
香港維基媒體協會,위키미디어 홍콩
龙游站,룽요 역
樂湖站,러후 역
索伦镇,쒀룬 진
沧州雄狮足球俱乐部,창저우 슝스
上海松糕,쑹가오
中英聯合聯絡小組,중영 합동연락그룹
國藥控股,시노팜
北京大学第三医院,베이징 대학 제3의원
农讲所站,농민 운동 강습소 역
朝阳门站,차오양먼역
军事博物馆站,군사박물관역
和平里北街站,허핑리베이제역
雍和宫站,융허궁역
张自忠路站,장쯔중루 역
宣武门站,쉬안우먼역
珠江新城站,주쟝신성 역
小肥羊,샤오훼이양
北京协和医院,베이징 셰허 의원
北京大学医学部,베이징대학의학부
天際100香港觀景台,스카이100
赤山法華院,적산법화원
乾清宫,건청궁
潘家园站,판자위안 역
襴衫,앵삼
珀麗灣客運,파크아일랜드 교통
中华人民共和国工业,중화인민공화국의 산업
内蒙古农业大学,내몽골 농업대학
内蒙古工业大学,내몽골 공업대학
奇虎360,치후 360
望京站,왕징 역
重庆轨道交通3号线,충칭 궤도교통 3호선
灵芝站,린즈 역
黄村西大街站,황춘시다제 역
健德门站,젠더먼 역
经海路站,징하이루 역
江南西站,지안난시 역
泰达站,타이다역
越秀公园站,위에셔오 공원 역
琶洲站,파저오 역
中大站,중다 역
漢語圈,중국어권
兆麟站,저아오린 역
四元桥,시위안 교
聯合國安全理事會常任理事國,유엔 안전 보장 이사회 상임이사국
2000年洛阳东都商厦火灾,뤄양 크리스마스 화재
長壽山,장수산
金蓮花廣場,금련화광장
威孚房开杯棋王争霸赛,위부방개배
天津广播电视台,톈진인민방송
海怡半島站,호이이분도우역
石厦站,스샤 역
中國人民解放軍駐澳門部隊,중국인민해방군 주마카오부대
成都地铁1号线,청두 지하철 1호선
孙河站,쑨허 역
江泰路站,지안타이루 역
良乡南关站,량상난관 역
𧒽崗站,레이강 역
嘉諾撒聖瑪利書院,홍콩 세인트 메리 캐노션 여학교
The ONE,The ONE
2022年亞洲運動會,2022년 아시안 게임
澳門國父紀念館,손문기념관
中山紀念公園,중산기념공원
澳門士砵亭,스포르팅 클루브 드 마카오
澳門特別行政區政府總部,마카오 특별행정구 정부청사
雍城,옹성
金威啤酒,진웨이 맥주
万寿路站,완서우루역
番禺廣場站,판위 광장 역
三元里站,산위안리 역
刘家窑站,류자야오역
鹭江站,루쟝 역
和平西桥站,허핑시차오역
中华人民共和国国务院办公厅,중화인민공화국 국무원 판공청
冬菜,둥차이
天链系列中继卫星,천련중계위성
屏山站,핑산 역
中国共产党中央委员会对外联络部,중국 공산당 중앙위원회 대외연락부
青年路站,칭녠루역
塘坊村站,탕팡춴 역
罗斯洛克国际金融中心,로즈 록 인터내셔널 파이낸스 센터
泸桥镇,루키아오
沈吉铁路,선지 철로
伊利沙伯醫院,퀸 엘리자베스 병원
怡景站,이징 역
生命科学园站,생명과학원 역
义和庄站,이허좡 역
侨香站,챠오샹 역
益田站,이티안 역
金华站,진화 역
龍溪站,룽시 역
華語電影,중국어 영화
香港輕鐵705／706綫,홍콩경철 705과 706 선
天京之战,천경공방전
秦朝官制,삼공구경
天生三桥,천생삼교
中华人民共和国商标法,중화인민공화국 상표법
天恒站,티안헝 역
田景站,티안징 역
天瑞站,티안뢰 역
天慈站,티안츠 역
天湖站,티안후 역
天逸站,티안이 역
天耀站,티안야오 역
万胜围站,완성웨이 역
芍药居站,사오야오쥐역
五道口站,우다오커우역
石碁站,스치 역
客村站,커춘 역
天通苑站,톈퉁위안역
申龙客车,선롱버스
周公島,자우궁도섬
华侨城站,화교 타운 역
天津地铁1号线,톈진 지하철 1호선
天河客运站,티안허 터미널 역
華強路站,화챵 역
奥体中心站,올림픽스포츠센터역
澳門硬石酒店,하드 록 호텔 마카오
潼关,퉁관
浮屠,승탑
田子坊,톈쯔팡
天富站,티안푸 역
西四站,시스 역
中山八站,중산바 역
淘金站,타오진 역
林和西站,린허시 역
柳芳站,류팡역
牡丹园站,무단위안 역
知春路站,즈춘루역
望京西站,왕징시역
天安门东站,톈안먼 동역
立水桥站,리수이차오역
科學館站,과학관 역
竹子林站,주쯔린 역
大興（北）站,다싱북 역
大興（南）站,다싱남 역
松浦大桥,송푸 대교
烈士陵园站,례시링위안 역
三大纪律八项注意,삼대기율 팔항주의
理光杯,이광배
国家国防科技工业局,국가국방과기공업국
武汉天地A1,리버뷰 플라자
赤柱軍人墳場,스탠리 군사묘지
澳門賓菲加,SL 벤피카 드 마카오
顺丰速运,SF Express
SM控股,SM 프라임 홀딩스
SOHO中國,SOHO 중국
天悅站,티안위에 역
葡萄酒博物館,포도주 박물관
亞洲運動會澳門代表團,아시안 게임 마카오 선수단
衢州站,추저오 역
白兔記,백토기
金洲站,진저오 역
龙泽站,룽쩌역
香蜜湖站,샹미후 역
兰州牛肉面,란저우 라몐
南京地铁1号线,난징 지하철 1호선
侨城东站,챠오청둥 역
上海财经大学,상하이 재경대학
沈阳站,선양역
怡和大廈,자딘 하우스
辽宁大学,랴오닝 대학
香港10號幹線,홍콩 10호 간선
香港2號幹線,홍콩 2호 간선
香港3號幹線,홍콩 3호 간선
4號幹線,홍콩 4호 간선
大欖隧道,타이람 터널
大棠路站,다탕 로 역
市中心站,타운 센터 역
张迁碑,장천비
瑪利曼中學,홍콩 메리마운트 여학교
朔州 (古代),삭주 (고대 중국)
明裕陵,유릉
明思陵,사릉
渤海贞孝公主墓,정효공주묘
北京日本人学校,북경일본인학교
荃灣新市鎮,췬완 신시진
江陰市體育中心,장인 스타디움
建设镇,지안쉬
甘肃省广播电影电视总台,간쑤인민방송
中国毛泽东主义共产党,중국 마오주의 공산당
胶州北站,자오저우 북역
两孩政策,두 자녀 정책
友和道通航空,유니탑 에어
米线,미셴
上海野生动物园,상하이 야생동물원
三河之战,삼하 전투
沪江大学,후장 대학
香港6號幹線,홍콩 6호 간선
9號幹線,홍콩 9호 간선
路军,로군
官也街,쿠냐 거리
如龙镇,루올롱
民眾建澳聯盟,민중건오연맹
紀念堂站,기념당 역
涿州东站,정저우 서역
西九龍,웨스트가우룽
承乾宮,승건궁
富西铁路,푸씨 선
江山站,쟝산 역
江蘇省廣播電視總台,장쑤 방송 본부
江苏大学,장쑤대학교
吉林广播电视台,지린 텔레비전
进安镇,진난
万山群岛战役,완산 군도 전역
窩打老道,워털루 로드
K11,K11
伊犁地区,이리 지구
金珠镇,진주
香港華仁書院,홍콩 화런 천주교 학교
中华人民共和国最高人民法院院长,중화인민공화국 최고인민법원장
員村站,위안춘 역
三聖站,산성 역
陰陽人,음양인
弋阳站,이양 역
瀋大鐵路,선다 철로
西營盤,사이잉푼
北京聖保羅美國學校,북경 세인트폴 미국학교
新墟站,신쉬 역
新圍站,신웨이 역
黃竹坑站,웡죽항역
黃大仙,황다셴
亚洲沃德兰游乐园,원더랜드
扬州大学,양저우 대학
燕州城山城,백암성
新城郡,신성군
船政學堂,선정학당
音悦Tai,인웨타이
南满洲,남만주
武汉长江大桥,우한장강대교
屿东城站,서동성 역
工人日报,공인일보
药明康德,야오밍캉더
黃埔站,웡보역
白灼虾,박척하
华谊兄弟,화이브라더스
青田石,청전석
中国国家地质公园,중국국가급지질공원
虎丘,후치우
置地廣塲,랜드마크
长春大房身机场,창춘 다팡선 국제공항
榮華,윙와
楼烦郡,누번군
晋熙郡,진희군
西六宮,서6궁
襄渝铁路,샹위 철로
云峰水库,운봉댐
申扎镇,시안자
東六宮,동6궁
汲郡,급군
唐和陵,화릉
小哨站,샤오사오 역
孜托镇,디지토
浙江電視台,저장 텔레비전
新余站,신위 역
石家庄裕彤体育场,유통 국제 스포츠 센터
诸暨站,주지 역
朱令铊中毒事件,주링 탈륨 중독 사건
漢中郡,한중군
杯渡站,베이두 역
西明寺 (西安),서명사
西塱站,시랑역
西门口站,시먼커오 역
永佑陵,영우릉
永崇陵,영숭릉
永穆陵,영목릉
永紹陵,영소릉
永茂陵,영무릉
永阜陵,영부릉
潯峰崗站,쉰펑강 역
新大嶼山巴士,신란터우 버스
泥圍站,니웨이 역
蓬州,펑저우
新都镇,신두
濮阳郡,복양군
洪水橋站,훙쉬챠오 역
MegaBox,MegaBox
西環,사이완
康樂路站,캉러 로 역
宋少帝陵,소제릉
西钓鱼台站,시댜오위타이 역
云南陆军讲武堂,윈난 육군강무학교
宣城郡,선성군
密云郡,밀운군
鄱阳郡,파양군
鄒北記體育會,차오 팍 케이
清昭陵,소릉
大非川之战,대비천 전투
中共十八大以来的反腐败工作,반부패 운동
何文田站,호만틴역
河田站,허티안 역
杨箕站,양지 역
若尔盖湿地,약이개 습지
宗嘎镇,종가
韓國駐武漢總領事館,주우한 대한민국 총영사관
