陈定,チンサダ,chén dìng,chinsada
晓青,アカツキアオ,MODIFIED,xiǎo qīng,akatsukiao
柏扬,カシワヨウ,MODIFIED,bǎi yáng,kashiwayou
骆,ラク,MODIFIED,luò,raku
知鹭,チリョ,MODIFIED,zhī lù,chiryo
紫翼,ムラサキツバサ,MODIFIED,zǐ yì,murasakitsubasa
元博,モトヒロ,MODIFIED,yuán bó,motohiro
际根,サイネ,MODIFIED,jì gēn,saine
君酱,キミチャン,MODIFIED,jūn jiàng,kimichan
仁安,ジンヤス,MODIFIED,rén ān,jinyasu
小甫,ショウハジメ,MODIFIED,xiǎo fǔ,shouhajime
玉明,タマアキラ,MODIFIED,yù míng,tamaakira
勤建,ツトムケン,MODIFIED,qín jiàn,tsutomuken
嘉悦,カエツ,MODIFIED,jiā yuè,kaetsu
国良,クニリョウ,MODIFIED,guó liáng,kuniryou
锡良,スズリョウ,MODIFIED,xī liáng,suzuryou
济生,スミセイ,MODIFIED,jì shēng,sumisei
坤生,ヒツジサルセイ,MODIFIED,kūn shēng,hitsujisarusei
韵秋,インアキ,MODIFIED,yùn qiū,inaki
汝旭,ナンジアサヒ,MODIFIED,rǔ xù,nanjiasahi
万鹏,ヨロズホウ,MODIFIED,wàn péng,yorozuhou
浩嵩,ュウヒロシカサ,MODIFIED,hào sōng,ュuhiroshikasa
谷云,タニウン,MODIFIED,gǔ yún,taniun
益英,エキエイ,MODIFIED,yì yīng,ekiei
梦琦,ーラチャン,MODIFIED,mèng qí,ーrachan
建鹏,タテホウ,MODIFIED,jiàn péng,tatehou
皇,スメラギ,MODIFIED,huáng,sumeragi
甫伟,ハジメエラ,MODIFIED,fǔ wěi,hajimeera
湛博,ジンハク,MODIFIED,zhàn bó,jinhaku
繁雄,シゲオ,MODIFIED,fán xióng,shigeo
志文,シブン,MODIFIED,zhì wén,shibun
权,ケン,MODIFIED,quán,ken
海善,ウミゼン,MODIFIED,hǎi shàn,umizen
佶豆,タダシマメ,MODIFIED,jí dòu,tadashimame
明晟,アキラアキラ,MODIFIED,míng shèng,akiraakira
子扬,コアゲ,MODIFIED,zǐ yáng,koage
力立,チカラリツ,MODIFIED,lì lì,chikararitsu
俊豪,シュンゴウ,MODIFIED,jùn háo,shungou
浩哲,ヒロシアキラ,MODIFIED,hào zhé,hiroshiakira
伟健,エラケン,MODIFIED,wěi jiàn,eraken
统帅,トウスイ,MODIFIED,tǒng shuài,tousui
学中,マナブナカ,MODIFIED,xué zhōng,manabunaka
兆年,チョウネン,MODIFIED,zhào nián,chounen
金昊,キムヒロシ,MODIFIED,jīn hào,kimuhiroshi
业明,ゴウアキラ,MODIFIED,yè míng,gouakira
佳明,ヨシアキ,MODIFIED,jiā míng,yoshiaki
邦桥,クニキョウ,MODIFIED,bāng qiáo,kunikyou
浩伟,ヒロシエラ,MODIFIED,hào wěi,hiroshiera
嘉伟,ヨシミエラ,MODIFIED,jiā wěi,yoshimiera
文铠,ブンヨロイ,MODIFIED,wén kǎi,bunyoroi
浩东,ヒロシヒガシ,MODIFIED,hào dōng,hiroshihigashi
泽豪,サワツヨシ,MODIFIED,zé háo,sawatsuyoshi
哲安,アキラヤス,MODIFIED,zhé ān,akirayasu
天凤,テンオオトリ,MODIFIED,tiān fèng,tenootori
天凝,テンコゴ,MODIFIED,tiān níng,tenkogo
艳艳,ツヤツヤ,MODIFIED,yàn yàn,tsuyatsuya
中,ナカ,MODIFIED,zhōng,naka
辰光,タツコウ,MODIFIED,chén guāng,tatsukou
勇夫,イサオ,MODIFIED,yǒng fū,isao
春雷,シュンライ,MODIFIED,chūn léi,shunrai
化雨,カアメ,MODIFIED,huà yǔ,kaame
大伦,ダイリン,MODIFIED,dà lún,dairin
孜林,ツトムリン,MODIFIED,zī lín,tsutomurin
苏豪,ソツヨシ,MODIFIED,sū háo,sotsuyoshi
韵嘉,インヨシミ,MODIFIED,yùn jiā,inyoshimi
砚畅,スズリトオル,MODIFIED,yàn chàng,suzuritooru
楚典,スワエテン,MODIFIED,chǔ diǎn,suwaeten
智文,トモフミ,MODIFIED,zhì wén,tomofumi
靖原,ヤスシハラ,MODIFIED,jìng yuán,yasushihara
韵笙,インショウ,MODIFIED,yùn shēng,inshou
梦儿,チャン,MODIFIED,mèng ér,chan
品逸,シナイッ,MODIFIED,pǐn yì,shinaiッ
元泰,ゲンヤスシ,MODIFIED,yuán tài,genyasushi
修,オサム,MODIFIED,xiū,osamu
秋霞,アキカスミ,MODIFIED,qiū xiá,akikasumi
文佳,ブンケイ,MODIFIED,wén jiā,bunkei
传兴,ツトウキョウ,MODIFIED,chuán xīng,tsutoukyou
东旭,アズマアサヒ,MODIFIED,dōng xù,azumaasahi
念祖,ネンソ,MODIFIED,niàn zǔ,nenso
重恒,ジュウツネ,MODIFIED,zhòng héng,juutsune
佑嘉,タスクヨシミ,MODIFIED,yòu jiā,tasukuyoshimi
笑林,エミリン,MODIFIED,xiào lín,emirin
雅瞳,マサヒトミ,MODIFIED,yǎ tóng,masahitomi
子捷,コトシ,MODIFIED,zǐ jié,kotoshi
振满,フミツル,MODIFIED,zhèn mǎn,fumitsuru
佳言,ケイゲン,MODIFIED,jiā yán,keigen
皓哲,アキラアキラ,MODIFIED,hào zhé,akiraakira
季康,キヤスシ,MODIFIED,jì kāng,kiyasushi
天悦,テンエツ,MODIFIED,tiān yuè,tenetsu
立诚,タツマコト,MODIFIED,lì chéng,tatsumakoto
至豪,ジーハオ,MODIFIED,zhì háo,jīhao
健铭,ケンメイ,MODIFIED,jiàn míng,kenmei
玉玲,タマレイ,MODIFIED,yù líng,tamarei
庆明,ヨシアキ,MODIFIED,qìng míng,yoshiaki
矢,ヤ,MODIFIED,shǐ,ya
博慧,ヒロシトシ,MODIFIED,bó huì,hiroshitoshi
海潮,ハイチャオ,MODIFIED,hǎi cháo,haichao
鹤龄,ツルヨワイ,MODIFIED,hè líng,tsuruyowai
润南,ラン,MODIFIED,rùn nán,ran
浩员,ヒロシイン,MODIFIED,hào yuán,hiroshiin
国勇,クニイサム,MODIFIED,guó yǒng,kuniisamu
子敬,コケイ,MODIFIED,zǐ jìng,kokei
友义,トモヨシ,MODIFIED,yǒu yì,tomoyoshi
文贞,ブンサダ,MODIFIED,wén zhēn,bunsada
松璞,ソン,MODIFIED,sōng pú,son
亚明,アアキラ,MODIFIED,yà míng,aakira
凤池,オオトリイケ,MODIFIED,fèng chí,ootoriike
大志,タイシ,MODIFIED,dà zhì,taishi
秋云,アキクモ,MODIFIED,qiū yún,akikumo
先庚,センカノエ,MODIFIED,xiān gēng,senkanoe
甫轩,ハジメノキ,MODIFIED,fǔ xuān,hajimenoki
长皓,チョウアキラ,MODIFIED,cháng hào,chouakira
墨阳,ボクヨウ,MODIFIED,mò yáng,bokuyou
吉贤,ヨシケン,MODIFIED,jí xián,yoshiken
正建,セイケン,MODIFIED,zhèng jiàn,seiken
舜博,シュンハク,MODIFIED,shùn bó,shunhaku
子萌,コモエ,MODIFIED,zǐ méng,komoe
志钧,ココロザシヒトシ,MODIFIED,zhì jūn,kokorozashihitoshi
成志,ナルココロザシ,MODIFIED,chéng zhì,narukokorozashi
伊伦,イリン,MODIFIED,yī lún,irin
心飏,シンヤン,MODIFIED,xīn yáng,shinyan
月之,ツキノ,MODIFIED,yuè zhī,tsukino
东燕,ヒガシツバメ,MODIFIED,dōng yàn,higashitsubame
中华人民共和国行政区划代码,チュウゴクギョウセイクカクコード,zhōng huá rén mín gòng hé guó xíng zhèng qū huà dài mǎ,chuugokugyouseikukakukōdo
上海社会科学院,シャンハイシャカイカガクイン,shàng hǎi shè huì kē xué yuàn,shanhaishakaikagakuin
小红书主页,ショウベニショユーザーシキベツシ,xiǎo hóng shū zhǔ yè,shoubenishoyūzāshikibetsushi
中国浦东干部学院,チュウゴクホトウカンブガクイン,zhōng guó pǔ dōng gàn bù xué yuàn,chuugokuhotoukanbugakuin
中国图书分类码,チュウゴクトショカントショブンルイホウ,zhōng guó tú shū fēn lèi mǎ,chuugokutoshokantoshobunruihou
中国国家图书馆标识符,チュウゴクコッカトショカンシキベツシ,zhōng guó guó jiā tú shū guǎn biāo shí fú,chuugokukokkatoshokanshikibetsushi
上海大世界,ダイセカイゴラクセンター,shàng hǎi dà shì jiè,daisekaigorakusentā
上海黄金交易所,シャンハイキントリヒキショ,shàng hǎi huáng jīn jiāo yì suǒ,shanhaikintorihikisho
中国历代人物传记资料库编号,チュウゴクレキダイジンブツデンキデータベースシキベツシ,zhōng guó lì dài rén wù zhuàn jì zī liào kù biān hào,chuugokurekidaijinbutsudenkidētabēsushikibetsushi
笔划数,カクスウ,bǐ huà shù,kakusuu
兴圣教寺塔,キョウセイキョウテラトウ,xīng shèng jiào sì tǎ,kyouseikyouteratou
中国名人录编号,チュウゴクメイジンロクバンゴウ,zhōng guó míng rén lù biān hào,chuugokumeijinrokubangou
香港中文名称规范数据库识别码,ホンコンチュウゴクゴメイキハンデータベースシキベツシ,xiāng gǎng zhōng wén míng chēng guī fàn shù jù kù shí bié mǎ,honkonchuugokugomeikihandētabēsushikibetsushi
豆瓣影人编号,マメベンエイガジンブツシキベツシ,dòu bàn yǐng rén biān hào,mamebeneigajinbutsushikibetsushi
上海图书馆人物标识符,シャンハイトショカンジンブツシキベツシ,shàng hǎi tú shū guǎn rén wù biāo shí fú,shanhaitoshokanjinbutsushikibetsushi
中国临床试验注册中心标识符,チュウゴクリンショウシケンレジストリシキベツシ,zhōng guó lín chuáng shì yàn zhù cè zhōng xīn biāo shí fú,chuugokurinshoushikenrejisutorishikibetsushi
阿拉善沙漠,アルシャーサバク,ā lā shàn shā mò,arushāsabaku
北大法宝引证码,ホクダイホウタカラインショウコード,běi dà fǎ bǎo yǐn zhèng mǎ,hokudaihoutakarainshoukōdo
国家法律法规数据库编号,コッカホウリツホウキデータベースバンゴウ,guó jiā fǎ lǜ fǎ guī shù jù kù biān hào,kokkahouritsuhoukidētabēsubangou
古田会议,フルタカイギ,gǔ tián huì yì,furutakaigi
国家原子能机构,チュウゴクコッカゲンシノウキコウ,guó jiā yuán zǐ néng jī gòu,chuugokukokkagenshinoukikou
中国科学院上海天文台,シャンハイテンモンダイ,zhōng guó kē xué yuàn shàng hǎi tiān wén tái,shanhaitenmondai
浠水县,キスイケン,xī shuǐ xiàn,kisuiken
亚细亚大楼,キュウマクベインビル,yà xì yà dà lóu,kyuumakubeinbiru
中国通商银行大楼,キュウチュウゴクツウショウギンコウビル,zhōng guó tōng shāng yín háng dà lóu,kyuuchuugokutsuushouginkoubiru
机场特警组,クウコウホアンユニット,jī chǎng tè jǐng zǔ,kuukouhoanyunitto
华人基督教史人物辞典标识符,カジンキリストキョウシジンブツジテンシキベツシ,huá rén jī dū jiào shǐ rén wù cí diǎn biāo shí fú,kajinkirisutokyoushijinbutsujitenshikibetsushi
彝语东部方言,トウブホウゲン,yí yǔ dōng bù fāng yán,toubuhougen
西侯度遗址,ニシホウワタル,xī hóu dù yí zhǐ,nishihouwataru
钱塘江大桥,ゼンドモエ,qián táng jiāng dà qiáo,zendomoe
圣神修院,キヨシカミオサムイン,shèng shén xiū yuàn,kiyoshikamiosamuin
登封观星台,トウフウカンボシダイ,dēng fēng guān xīng tái,toufuukanboshidai
青太客运专线,アオフトシリョカクセンヨウセン,qīng tài kè yùn zhuān xiàn,aofutoshiryokakusenyousen
历山大厦,レキヤマビル,lì shān dà shà,rekiyamabiru
中华人民共和国司法体制,チュウカジンミンキョウワコクシホウタイセイ,zhōng huá rén mín gòng hé guó sī fǎ tǐ zhì,chuukajinminkyouwakokushihoutaisei
中国大陆的性服务业,チュウカジンミンキョウワコクニオケルバイシュン,zhōng guó dà lù de xìng fú wù yè,chuukajinminkyouwakokuniokerubaishun
甘肃天马足球俱乐部,カンセイテンマ,gān sù tiān mǎ zú qiú jù lè bù,kanseitenma
北京市文物保护单位,ペキンシブンブツホゴタンイ,běi jīng shì wén wù bǎo hù dān wèi,pekinshibunbutsuhogotani
北疆,ジュンガリア,běi jiāng,jungaria
楼观台,ロウカンダイ,lóu guān tái,roukandai
福建鲟,フッケンスタージョンズ,fú jiàn xún,fukkensutājonzu
振华重工,シャンハイフハナジュウコウ,zhèn huá zhòng gōng,shanhaifuhanajuukou
王老吉凉茶,オウロウキチ,wáng lǎo jí liáng chá,ouroukichi
大唐发电,ダイトウコクサイハツデン,dà táng fā diàn,daitoukokusaihatsuden
贺兰山,ガランサンミャク,hè lán shān,garansanmyaku
宋王台,ソウオウダイ,sòng wáng tái,sououdai
酒泉卫星发射中心,サケイズミエイセイハッシャセンター,jiǔ quán wèi xīng fā shè zhōng xīn,sakeizumieiseihasshasentā
青山发电厂,アオヤマカリョクハツデンショ,qīng shān fā diàn chǎng,aoyamakaryokuhatsudensho
新城电台,ホンコンシンジョウラジオ,xīn chéng diàn tái,honkonshinjourajio
古宁头之役,コヤスシアタマセンエキ,gǔ níng tóu zhī yì,koyasushiatamaseneki
中共中央港澳工作办公室,チュウキョウチュウオウホンコンマカオコウサクベンオオヤケシツ,zhōng gòng zhōng yāng gǎng ào gōng zuò bàn gōng shì,chuukyouchuuouhonkonmakaokousakubenooyakeshitsu
鲤鱼门,コイギョモン,lǐ yú mén,koigyomon
中国未识别民族,ヒニンテイミンゾク,zhōng guó wèi shí bié mín zú,hininteiminzoku
武陵山脉,タケリョウサンミャク,wǔ líng shān mài,takeryousanmyaku
台湾海峡飞弹危机,タイワンユウジ,tái wān hǎi xiá fēi dàn wēi jī,taiwanyuuji
中朝关系,チュウチョウカンケイ,zhōng cháo guān xì,chuuchoukankei
鸭脷洲,カモリシュウ,yā lì zhōu,kamorishuu
中原福塔,ナカハラフクトウ,zhōng yuán fú tǎ,nakaharafukutou
香港邮政总局,ホンコンユウセイソウキョク,xiāng gǎng yóu zhèng zǒng jú,honkonyuuseisoukyoku
中车株洲电力机车有限公司,チュウシャカブシュウデンリョクキシャユウゲンコウシ,zhōng chē zhū zhōu diàn lì jī chē yǒu xiàn gōng sī,chuushakabushuudenryokukishayuugenkoushi
茶果岭,チャハテミネ,chá guǒ lǐng,chahatemine
中国华能集团有限公司,チュウゴクハナノウシュウダン,zhōng guó huá néng jí tuán yǒu xiàn gōng sī,chuugokuhananoushuudan
中条山战役,ナカハラカイセン,zhōng tiáo shān zhàn yì,nakaharakaisen
圣母神乐院,トラピストシュウドウイン,shèng mǔ shén lè yuàn,torapisutoshuudouin
马湾海峡,ウマワンカイキョウ,mǎ wān hǎi xiá,umawankaikyou
周公庙遗址,シュウコウビョウノコシ,zhōu gōng miào yí zhǐ,shuukoubyounokoshi
怀圣寺,フトコロキヨシテラ,huái shèng sì,futokorokiyoshitera
赤门,アカモンカイキョウ,chì mén,akamonkaikyou
政府新闻处,セイフシンブンショ,zhèng fǔ xīn wén chù,seifushinbunsho
中韩关系,チュウカンカンケイ,zhōng hán guān xì,chuukankankei
广州日报,コウシュウニッポウ,guǎng zhōu rì bào,koushuunippou
中国电影,チュウゴクエイガ,zhōng guó diàn yǐng,chuugokueiga
洪都航空,ミナミアキラヒキセイゾウコウシ,hóng dōu háng kōng,minamiakirahikiseizoukoushi
中国重汽,シノトラック,zhōng guó zhòng qì,shinotorakku
华表奖,ハナヒョウショウ,huá biǎo jiǎng,hanahyoushou
南丫发电厂,ラマトウハツデンショ,nán yā fā diàn chǎng,ramatouhatsudensho
紫金山天文台,ムラサキカナヤマテンモンダイ,zǐ jīn shān tiān wén tái,murasakikanayamatenmondai
峨嵋山暗色岩,ガビサントラップ,é méi shān àn sè yán,gabisantorappu
元朗,モトロウ,yuán lǎng,motorou
苍山,アオイヤマ,cāng shān,aoiyama
金上京会宁府遗址,キムジョウキョウカイヤスシフノコシ,jīn shàng jīng huì níng fǔ yí zhǐ,kimujoukyoukaiyasushifunokoshi
厂窖惨案,ショウアナグラギャクサツジケン,chǎng jiào cǎn àn,shouanaguragyakusatsujiken
中国银联股份有限公司,チュウゴクギンレン,zhōng guó yín lián gǔ fèn yǒu xiàn gōng sī,chuugokuginren
中国铁路武汉局集团有限公司,チュウゴクテツロブカンキョクシュウダンコウシ,zhōng guó tiě lù wǔ hàn jú jí tuán yǒu xiàn gōng sī,chuugokutetsurobukankyokushuudankoushi
中国电视剧飞天奖,チュウゴクデンシゲキヒテンススム,zhōng guó diàn shì jù fēi tiān jiǎng,chuugokudenshigekihitensusumu
交银金融大厦,コウツウギンコウビル,jiāo yín jīn róng dà shà,koutsuuginkoubiru
兖州煤业,エンシュウススギョウ,yǎn zhōu méi yè,enshuususugyou
中日关系,ニチチュウカンケイ,zhōng rì guān xì,nichichuukankei
亚洲电视有限公司,アシュウデンシ,yà zhōu diàn shì yǒu xiàn gōng sī,ashuudenshi
苏州摩天轮公园,ソシュウマテンワ,sū zhōu mó tiān lún gōng yuán,soshuumatenwa
上海环球金融中心,シャンハイタマキダマキンユウチュウシン,shàng hǎi huán qiú jīn róng zhōng xīn,shanhaitamakidamakinyuuchuushin
小湾坝,コワンダム,xiǎo wān bà,kowandamu
中国中信集团有限公司,チュウゴクチュウシン,zhōng guó zhōng xìn jí tuán yǒu xiàn gōng sī,chuugokuchuushin
国家烟草专卖局,チュウゴクタバコ,guó jiā yān cǎo zhuān mài jú,chuugokutabako
中国电力投资集团公司,チュウゴクデンリョクトウシシュウダンコウシ,zhōng guó diàn lì tóu zī jí tuán gōng sī,chuugokudenryokutoushishuudankoushi
青衣南桥,アオコロモオオハシ,qīng yī nán qiáo,aokoromooohashi
中蒙边界,チュウコウムコッキョウ,zhōng méng biān jiè,chuukoumukokkyou
广州市市长,コウシュウシチョウ,guǎng zhōu shì shì zhǎng,koushuushichou
英华女学校,エイカジョガッコウ,yīng huá nǚ xué xiào,eikajogakkou
华中,カチュウ,huá zhōng,kachuu
广华医院,ヒロハナイイン,guǎng huá yī yuàn,hirohanaiin
中海集运,ナカウミコンテナ,zhōng hǎi jí yùn,nakaumikontena
鄄城县,ケングスクケン,juàn chéng xiàn,kengusukuken
西昌卫星发射中心,ニシアキラエイセイハッシャセンター,xī chāng wèi xīng fā shè zhōng xīn,nishiakiraeiseihasshasentā
中信证券,チュウシンショウケン,zhōng xìn zhèng quàn,chuushinshouken
台湾伊斯兰教,タイワンニオケルイスラムキョウ,tái wān yī sī lán jiào,taiwanniokeruisuramukyou
加舒尔布鲁木诸峰,ガッシャーブルムホウ,jiā shū ěr bù lǔ mù zhū fēng,gasshāburumuhou
漆咸道,チャタムロード,qī xián dào,chatamurōdo
青岛电视塔,チンタオテレビトウ,qīng dǎo diàn shì tǎ,chintaoterebitou
雀儿山,スズメコヤマ,què ér shān,suzumekoyama
义县组,ギケンソウ,yì xiàn zǔ,gikensou
藏王墓,レキダイオウリョウ,cáng wáng mù,rekidaiouryou
北辰实业,ホクシンジツギョウ,běi chén shí yè,hokushinjitsugyou
万国公报,バンコクコウホウ,wàn guó gōng bào,bankokukouhou
天津之眼,テンシンノメ,tiān jīn zhī yǎn,tenshinnome
华普,シャンハイハナヒロシキシャ,huá pǔ,shanhaihanahiroshikisha
深圳舞王俱乐部火灾,シンセンマイオウクラブカサイ,shēn zhèn wǔ wáng jù lè bù huǒ zāi,shinsenmaioukurabukasai
国家司法考试,ゼンコクシホウシケン,guó jiā sī fǎ kǎo shì,zenkokushihoushiken
香港交易及结算所有限公司,ホンコントリヒキショ,xiāng gǎng jiāo yì jí jié suàn suǒ yǒu xiàn gōng sī,honkontorihikisho
新农村建设,シンノウソンケンセツ,xīn nóng cūn jiàn shè,shinnousonkensetsu
样板戏,カクメイモハンゲキ,yàng bǎn xì,kakumeimohangeki
北京奥神,ペキンオリンピアンズ,běi jīng ào shén,pekinorinpianzu
库拉冈日峰,クーラカンリ,kù lā gāng rì fēng,kūrakanri
中国美术,チュウゴクビジュツ,zhōng guó měi shù,chuugokubijutsu
南少林,フッケンショウリンジ,nán shǎo lín,fukkenshourinji
中国科学院云南天文台,ウンナンテンモンダイ,zhōng guó kē xué yuàn yún nán tiān wén tái,unnantenmondai
中国兵器装备集团有限公司,チュウゴクナンポウコウギョウシュウダン,zhōng guó bīng qì zhuāng bèi jí tuán yǒu xiàn gōng sī,chuugokunanpoukougyoushuudan
巴天族,ハセイヨウ,bā tiān zú,haseiyou
中俄关系,チュウロカンケイ,zhōng é guān xì,chuurokankei
明登号战舰,ミンデン,míng dēng hào zhàn jiàn,minden
郑州摩天轮,テイシュウマテンワ,zhèng zhōu mó tiān lún,teishuumatenwa
塔尔巴哈台山,タルバガタイサンミャク,tǎ ěr bā hā tái shān,tarubagataisanmyaku
颜庙,カオビョウ,yán miào,kaobyou
红崖村,タクツェル,hóng yá cūn,takutseru
政府山,セイジヤマ,zhèng fǔ shān,seijiyama
北京大学生电影节,ペキンダイガクセイエイガサイ,běi jīng dà xué shēng diàn yǐng jié,pekindaigakuseieigasai
托林寺,タクハヤシジ,tuō lín sì,takuhayashiji
高昌,コウアキラ,gāo chāng,kouakira
黟县,イケン,yī xiàn,iken
绒布寺,ロンブクテラ,róng bù sì,ronbukutera
李家峡水库,リカカイダム,lǐ jiā xiá shuǐ kù,rikakaidamu
保安局,ホアンキョク,bǎo ān jú,hoankyoku
鲁迅文学奖,ロジンブンガクススム,lǔ xùn wén xué jiǎng,rojinbungakususumu
风火山隧道,カゼカザントンネル,fēng huǒ shān suì dào,kazekazantonneru
北京植物园,ペキンショクブツエン,běi jīng zhí wù yuán,pekinshokubutsuen
全港羽毛球锦标赛,ホンコンバドミントンセンシュケン,quán gǎng yǔ máo qiú jǐn biāo sài,honkonbadomintonsenshuken
中英关系,チュウエイカンケイ,zhōng yīng guān xì,chuueikankei
邮政局,マカオユウセイキョク,yóu zhèng jú,makaoyuuseikyoku
中国海洋石油有限公司,クヌーク,zhōng guó hǎi yáng shí yóu yǒu xiàn gōng sī,kunūku
中国海洋石油集团有限公司,チュウゴクカイヨウセキユソウコウシ,zhōng guó hǎi yáng shí yóu jí tuán yǒu xiàn gōng sī,chuugokukaiyousekiyusoukoushi
华大基因,ペキンモトイングミケンキュウジョ,huá dà jī yīn,pekinmotoingumikenkyuujo
虎门,トラモン,hǔ mén,toramon
新民主同盟,シンミンシュドウメイ,xīn mín zhǔ tóng méng,shinminshudoumei
伊尔克什坦,イルケシタム,yī ěr kè shén tǎn,irukeshitamu
乌兹别克族,ウズベク,wū zī bié kè zú,uzubeku
华泰汽车,ハナヤスシキシャ,huá tài qì chē,hanayasushikisha
国家宗教事务局,コッカシュウキョウジムキョク,guó jiā zōng jiào shì wù jú,kokkashuukyoujimukyoku
大报国慈仁寺,ホウコクテラ,dà bào guó cí rén sì,houkokutera
