제임스 드레스녹,ジェームズ・ドレスノク,jēmuzu・doresunoku,jeimseu deureseunog
김책,キンサク,kinsaku,gimcaeg
강건,キョウケン,kyouken,ganggeon
박열,ボクレツ,bokuretsu,bagyeol
허헌,モトケン,motoken,heoheon
장웅,チョウツヨシ,choutsuyoshi,jangung
김철,キムアキラ,kimuakira,gimceol
최광,チェヒカリ,chehikari,coegwang
최현,チェケン,cheken,coehyeon
김억,キンオク,kinoku,gimeog
김옥,キンギョク,kingyoku,gimog
최휘,チェアキラ,cheakira,coehwi
백석,シライシ,shiraishi,baegseog
김웅,カネオ,kaneo,gimung
서휘,ジョアキラ,joakira,seohwi
김무정,タケチン,takechin,gimmujeong
홍창수,トクヤマアキラモリ,tokuyamaakiramori,hongcangsu
최원,チェトオ,chetoo,coeweon
안길,ヤスキチ,yasukichi,angil
장철,チョウトオル,choutooru,jangceol
임훈,ニンクン,ninkun,imhun
임화,ハヤシカズ,hayashikazu,imhwa
여정,リョセイ,ryosei,yeojeong
박훈,ボクイサオ,bokuisao,baghun
장혁,チョウカワ,choukawa,janghyeog
천안쌍용고등학교,テンヤスソウリュウコウトウガッコウ,tenyasusouryuukoutougakkou,ceonanssangyonggodeunghaggyo
천안일봉초등학교,テンヤスビミネショトウガッコウ,tenyasubimineshotougakkou,ceonanilbongcodeunghaggyo
천안중앙고등학교,テンヤスチュウオウコウトウガッコウ,tenyasuchuuoukoutougakkou,ceonanjunganggodeunghaggyo
천안종합버스터미널,テンヤスソウゴウバスターミナル,tenyasusougoubasutāminaru,ceonanjonghabbeoseuteomineol
천천고등학교,イズミカワコウトウガッコウ,izumikawakoutougakkou,ceonceongodeunghaggyo
철마면,テツウマヅラ,tetsuumadzura,ceolmamyeon
한국닌텐도,カンコクニンテンドウ,kankokunintendou,hangugnintendo
한국도서관협회,カンコクトショカンキョウカイ,kankokutoshokankyoukai,hangugdoseogwanhyeobhoe
한국도예고등학교,カンコクトウゲイコウトウガッコウ,kankokutougeikoutougakkou,hangugdoyegodeunghaggyo
한국동물분류학회,カンコクドウブツブンルイガッカイ,kankokudoubutsubunruigakkai,hangugdongmulbunryuhaghoe
한국문화재단,カンコクブンカザイダン,kankokubunkazaidan,hangugmunhwajaedan
한국문화재재단,カンコクブンカザイザイダン,kankokubunkazaizaidan,hangugmunhwajaejaedan
인천금융고등학교,ニガワキンユウコウトウガッコウ,nigawakinyuukoutougakkou,inceongeumyunggodeunghaggyo
한국민속학회,カンコクミンゾクガッカイ,kankokuminzokugakkai,hangugminsoghaghoe
한국민족종교협의회,カンコクミンゾクシュウキョウキョウギカイ,kankokuminzokushuukyoukyougikai,hangugminjogjonggyohyeobyihoe
산격중학교,ヤマカクチュウガッコウ,yamakakuchuugakkou,sangyeogjunghaggyo
산곡동,サンヤホラ,sanyahora,sangogdong
산본고등학교,ヤマモトコウトウガッコウ,yamamotokoutougakkou,sanbongodeunghaggyo
산북면,ヤマキタメン,yamakitamen,sanbugmyeon
순천고등학교,ジュンテンコウトウガッコウ,juntenkoutougakkou,sunceongodeunghaggyo
순천여자고등학교,ジュンテンジョシコウトウガッコウ,juntenjoshikoutougakkou,sunceonyeojagodeunghaggyo
순흥면,ジュンキョウメン,junkyoumen,sunheungmyeon
숭릉,タカシリョウ,takashiryou,sungreung
숭문고등학교,タカシブンコウトウガッコウ,takashibunkoutougakkou,sungmungodeunghaggyo
숭실고등학교,タカシジツコウトウガッコウ,takashijitsukoutougakkou,sungsilgodeunghaggyo
숭의여자대학교,タカシギジョシダイガッコウ,takashigijoshidaigakkou,sungyiyeojadaehaggyo
숭의전,サザナミガワタカシヨシドノシ,sazanamigawatakashiyoshidonoshi,sungyijeon
옥련동,タマハチスホラ,tamahachisuhora,ogryeondong
옥산면,タマヤマメン,tamayamamen,ogsanmyeon
사상고등학교,イサゴジョウコウトウガッコウ,isagojoukoutougakkou,sasanggodeunghaggyo
사상로,イサゴアゲロ,isagoagero,sasangro
사우동,イサゴスミホラ,isagosumihora,saudong
분당대진고등학교,ボントウダイマコトコウコウ,bontoudaimakotokoukou,bundangdaejingodeunghaggyo
분당수서도시고속화도로,ボントウスイサイトシコウソクカドウロ,bontousuisaitoshikousokukadouro,bundangsuseodosigosoghwadoro
분당중학교,ボントウチュウガッコウ,bontouchuugakkou,bundangjunghaggyo
불곡고등학교,ホトケダニコウトウガッコウ,hotokedanikoutougakkou,bulgoggodeunghaggyo
신명고등학교,ノブアキコウトウガッコウ,nobuakikoutougakkou,sinmyeonggodeunghaggyo
신목고등학교,シンモクコウトウガッコウ,shinmokukoutougakkou,sinmoggodeunghaggyo
신사우동,シンジウシボラ,shinjiushibora,sinsaudong
신산중학교,ニイヤマチュウガッコウ,niiyamachuugakkou,sinsanjunghaggyo
신서면,シンニシメン,shinnishimen,sinseomyeon
신수교통,ソウルウンユ,souruunyu,sinsugyotong
신성건설,シンセイケンセツ,shinseikensetsu,sinseonggeonseol
신성고등학교,シンセイコウトウガッコウ,shinseikoutougakkou,sinseonggodeunghaggyo
신성동,シンジョウホラ,shinjouhora,sinseongdong
신세계동대구복합환승센터,ヒガシタイキュウフクゴウノリカエセンター,higashitaikyuufukugounorikaesentā,sinsegyedongdaeguboghabhwanseungsenteo
신세계건설,シンセカイケンセツ,shinsekaikensetsu,sinsegyegeonseol
장안고등학교,ナガヤスコウトウガッコウ,nagayasukoutougakkou,jangangodeunghaggyo
장암동,ナガイワホラ,nagaiwahora,jangamdong
장암면,バイワメン,baiwamen,jangammyeon
장제로,チョウテイロ,chouteiro,jangjero
장천동,ナガイズミホラ,nagaizumihora,jangceondong
장충단로,ススムチュウダンロ,susumuchuudanro,jangcungdanro
장충고등학교,ハタチュウコウトウガッコウ,hatachuukoutougakkou,jangcunggodeunghaggyo
장훈고등학교,チョウカオルコウトウガッコウ,choukaorukoutougakkou,janghungodeunghaggyo
장흥면,チョウキョウメン,choukyoumen,jangheungmyeon
청명고등학교,セイメイコウトウガッコウ,seimeikoutougakkou,ceongmyeonggodeunghaggyo
청명문화재단,セイメイブンカザイダン,seimeibunkazaidan,ceongmyeongmunhwajaedan
청산면,アオヤマメン,aoyamamen,ceongsanmyeon
청암대학교,アオイワオダイガッコウ,aoiwaodaigakkou,ceongamdaehaggyo
창평면,ショウヘイメン,shouheimen,cangpyeongmyeon
천내중학교,カワウチチュウガッコウ,kawauchichuugakkou,ceonnaejunghaggyo
천방지축마골피,アマガタチウシバボネガワ,amagatachiushibabonegawa,ceonbangjicugmagolpi
천안고등학교,テンヤスコウトウガッコウ,tenyasukoutougakkou,ceonangodeunghaggyo
송원대학교,マツハジメダイガッコウ,matsuhajimedaigakkou,songweondaehaggyo
송원여자상업고등학교,マツハジメジョシショウギョウコウトウガッコウ,matsuhajimejoshishougyoukoutougakkou,songweonyeojasangeobgodeunghaggyo
송월동,ショウゲツホラ,shougetsuhora,songweoldong
송죽동,ショウチクホラ,shouchikuhora,songjugdong
송탄시외버스터미널,マツスミシガイバスターミナル,matsusumishigaibasutāminaru,songtansioebeoseuteomineol
용운동,リュウウンホラ,ryuuunhora,yongundong
용인고등학교,リュウジンコウトウガッコウ,ryuujinkoutougakkou,yongingodeunghaggyo
용지동,タツイケホラ,tatsuikehora,yongjidong
중앙여자고등학교,チュウオウジョシコウトウガッコウ,chuuoujoshikoutougakkou,jungangyeojagodeunghaggyo
중원대학교,チュウゲンダイガッコウ,chuugendaigakkou,jungweondaehaggyo
중학동,チュウガクホラ,chuugakuhora,junghagdong
증도면,ソシマメン,soshimamen,jeungdomyeon
지구레코드,チキュウレコード,chikyuurekōdo,jigurekodeu
지금동,シバニシキホラ,shibanishikihora,jigeumdong
창덕여자고등학교,マサノリジョシコウトウガッコウ,masanorijoshikoutougakkou,cangdeogyeojagodeunghaggyo
창선면,アキラゼンメン,akirazenmen,cangseonmyeon
창원기계공업고등학교,アキラゲンキカイコウギョウコウトウガッコウ,akiragenkikaikougyoukoutougakkou,cangweongigyegongeobgodeunghaggyo
창원문성고등학교,アキラゲンブンボシコウトウマナブコウ,akiragenbunboshikoutoumanabukou,cangweonmunseonggodeunghaggyo
창원여자고등학교,アキラゲンジョシコウトウガッコウ,akiragenjoshikoutougakkou,cangweonyeojagodeunghaggyo
제물포고등학교,スミブツウラコウトウガッコウ,sumibutsuurakoutougakkou,jemulpogodeunghaggyo
제주과학고등학교,サイシュウカガクコウトウガッコウ,saishuukagakukoutougakkou,jejugwahaggodeunghaggyo
제주산업정보대학,サイシュウサンギョウジョウホウダイガク,saishuusangyoujouhoudaigaku,jejusaneobjeongbodaehag
철원고등학교,テツゲンコウトウガッコウ,tetsugenkoutougakkou,ceolweongodeunghaggyo
청계동,セイケイホラ,seikeihora,ceonggyedong
조도면,トリシマメン,torishimamen,jodomyeon
조선민족청년단,チョウセンミンゾクセイネンダン,chousenminzokuseinendan,joseonminjogceongnyeondan
조안면,トリヤスメン,toriyasumen,joanmyeon
조운동,アサウントウ,asauntou,joundong
수원농생명과학고등학교,ミズハラミノリセイメイカガクコウトウガッコウ,mizuharaminoriseimeikagakukoutougakkou,suweonnongsaengmyeonggwahaggodeunghaggyo
수원소방서,ミズハラショウボウショ,mizuharashoubousho,suweonsobangseo
한봄고등학교,ハンボムコウトウガッコウ,hanbomukoutougakkou,hanbomgodeunghaggyo
수원지방법원,ミズハラチホウホウイン,mizuharachihouhouin,suweonjibangbeobweon
수원지방검찰청,ミズハラチホウケンサツチョウ,mizuharachihoukensatsuchou,suweonjibanggeomcalceong
수인산업도로,ミズジンロ,mizujinro,suinsaneobdoro
수주고등학교,キシュウコウトウガッコウ,kishuukoutougakkou,sujugodeunghaggyo
수택동,ミズサワホラ,mizusawahora,sutaegdong
숙지고등학교,ジュクチコウトウガッコウ,jukuchikoutougakkou,sugjigodeunghaggyo
산수동,サンスイホラ,sansuihora,sansudong
산외면,ヤマガイメン,yamagaimen,sanoemyeon
산호동,サンコホラ,sankohora,sanhodong
살레시오여자고등학교,サルレシオジョシコウトウガッコウ,sarureshiojoshikoutougakkou,salresioyeojagodeunghaggyo
한국방송통신전파진흥원,カンコクホウソウツウシンデンパシンコウイン,kankokuhousoutsuushindenpashinkouin,hangugbangsongtongsinjeonpajinheungweon
한국불교법화종,カンコクブッキョウホッケシュウ,kankokubukkyouhokkeshuu,hangugbulgyobeobhwajong
한국사진작가협회,カンコクシャシンサッカキョウカイ,kankokushashinsakkakyoukai,hangugsajinjaggahyeobhoe
한국사회여론연구소,カンコクシャカイセロンケンキュウジョ,kankokushakaiseronkenkyuujo,hangugsahoeyeoronyeonguso
한국사회학회,カンコクシャカイガッカイ,kankokushakaigakkai,hangugsahoehaghoe
한국공학대학교,カンコクコウガクダイガッコウ,kankokukougakudaigakkou,hanguggonghagdaehaggyo
한국산업기술기획평가원,カンコクサンギョウギジュツヒョウカカンリイン,kankokusangyougijutsuhyoukakanriin,hangugsaneobgisulgihoegpyeonggaweon
한국산업단지공단,カンコクサンギョウダンチコウダン,kankokusangyoudanchikoudan,hangugsaneobdanjigongdan
한국산업안전보건공단,カンコクサンギョウアンゼンホケンコウダン,kankokusangyouanzenhokenkoudan,hangugsaneobanjeonbogeongongdan
한국서부발전,カンコクセイブハツデン,kankokuseibuhatsuden,hangugseobubaljeon
한국석유관리원,カンコクセキユカンリイン,kankokusekiyukanriin,hangugseogyugwanriweon
한국소방산업기술원,カンコクショウボウサンギョウギジュツイン,kankokushoubousangyougijutsuin,hangugsobangsaneobgisulweon
한국수산자원공단,カンコクスイサンシゲンカンリコウダン,kankokusuisanshigenkanrikoudan,hangugsusanjaweongongdan
뚝섬,トゥクソム,tukusomu,ddugseom
레알,レアル,rearu,real
진량고등학교,チンヨコウトウガッコウ,chinyokoutougakkou,jinryanggodeunghaggyo
진산면,チンヤマヅラ,chinyamadzura,jinsanmyeon
진서면,ツニシメン,tsunishimen,jinseomyeon
한국원자력안전기술원,カンコクゲンシリョクアンゼンギジュツイン,kankokugenshiryokuanzengijutsuin,hangugweonjaryeoganjeongisulweon
한국자산관리공사,カンコクシサンカンリコウシャ,kankokushisankanrikousha,hangugjasangwanrigongsa
한국잡월드,カンコクジョブワールド,kankokujobuwārudo,hangugjabweoldeu
한국장애인개발원,カンコクショウガイジンカイハツイン,kankokushougaijinkaihatsuin,hangugjangaeingaebalweon
한국장애인고용공단,カンコクショウガイシャコヨウコウダン,kankokushougaishakoyoukoudan,hangugjangaeingoyonggongdan
한국정보올림피아드,カンコクジョウホウオリンピアード,kankokujouhouorinpiādo,hangugjeongboolrimpiadeu
한국정책금융공사,カンコクセイサクキンユウコウシャ,kankokuseisakukinyuukousha,hangugjeongcaeggeumyunggongsa
운서동,クモサイト,kumosaito,unseodong
진안동,チンカリホラ,chinkarihora,jinandong
중동면,チュウトウメン,chuutoumen,jungdongmyeon
중리동,ナカサトホラ,nakasatohora,jungridong
중부고속,チュウブコウソク,chuubukousoku,jungbugosog
중부지방국세청,チュウブチホウコクゼイチョウ,chuubuchihoukokuzeichou,jungbujibanggugseceong
중소기업중앙회,チュウショウキギョウチュウオウカイ,chuushoukigyouchuuoukai,jungsogieobjunganghoe
중앙고등학교,チュウオウコウトウガッコウ,chuuoukoutougakkou,junganggodeunghaggyo
국가공무원인재개발원,コッカコウムインジンザイカイハツイン,kokkakoumuinjinzaikaihatsuin,guggagongmuweoninjaegaebalweon
중앙대로,チュウオウオオジ,chuuouooji,jungangdaero
주천면,サケイズミメン,sakeizumimen,juceonmyeon
죽교동,タケバシホラ,takebashihora,juggyodong
죽변면,タケベメン,takebemen,jugbyeonmyeon
죽산면,タケヤマメン,takeyamamen,jugsanmyeon
중경고등학교,チュウキョウコウトウガッコウ,chuukyoukoutougakkou,junggyeonggodeunghaggyo
군포로,グンウラロ,gunuraro,gunporo
통계개발원,トウケイカイハツイン,toukeikaihatsuin,tonggyegaebalweon
변산반도,アタリヤマハントウコクリツコウエン,atariyamahantoukokuritsukouen,byeonsanbando
추부면,アキトミメン,akitomimen,cubumyeon
춘양면,シュンヨウメン,shunyoumen,cunyangmyeon
춘천고등학교,ハルカワコウトウガッコウ,harukawakoutougakkou,cunceongodeunghaggyo
춘천여자고등학교,ハルカワジョシコウトウガッコウ,harukawajoshikoutougakkou,cunceonyeojagodeunghaggyo
춘천지방검찰청,ハルカワチホウケンサツチョウ,harukawachihoukensatsuchou,cunceonjibanggeomcalceong
전라남도청,ゼンラナンドウチョウ,zenranandouchou,jeonranamdoceong
전략물자관리원,センリャクブッシカンリイン,senryakubusshikanriin,jeonryagmuljagwanriweon
전북대학교병원,ゼンホクダイガッコウビョウイン,zenhokudaigakkoubyouin,jeonbugdaehaggyobyeongweon
전의면,ゼンギメン,zengimen,jeonyimyeon
전의중학교,チョンヨシチュウガッコウ,chonyoshichuugakkou,jeonyijunghaggyo
제주외국어고등학교,サイシュウガイコクゴコウトウガッコウ,saishuugaikokugokoutougakkou,jejuoegugeogodeunghaggyo
제주지방검찰청,サイシュウチホウケンサツチョウ,saishuuchihoukensatsuchou,jejujibanggeomcalceong
전의초등학교,チョンヨシショトウガッコウ,chonyoshishotougakkou,jeonyicodeunghaggyo
전주공업고등학교,ゼンシュウコウギョウコウトウガッコウ,zenshuukougyoukoutougakkou,jeonjugongeobgodeunghaggyo
전주근영여자고등학교,ゼンシュウグニョンジョシコウコウ,zenshuugunyonjoshikoukou,jeonjugeunyeongyeojagodeunghaggyo
전주생명과학고등학교,ゼンシュウセイメイカガクコウトウガッコウ,zenshuuseimeikagakukoutougakkou,jeonjusaengmyeonggwahaggodeunghaggyo
전주여자고등학교,ゼンシュウジョシコウトウガッコウ,zenshuujoshikoutougakkou,jeonjuyeojagodeunghaggyo
전주지방검찰청,ゼンシュウチホウケンサツチョウ,zenshuuchihoukensatsuchou,jeonjujibanggeomcalceong
전파시험인증센터,デンパシケンニンショウセンター,denpashikenninshousentā,jeonpasiheominjeungsenteo
점암면,ウラナイイワメン,uranaiiwamen,jeomammyeon
정곡면,マサタニメン,masatanimen,jeonggogmyeon
정곡초등학교,マサタニショトウガッコウ,masatanishotougakkou,jeonggogcodeunghaggyo
원주여자고등학교,ハラノシュウジョシコウトウガッコウ,haranoshuujoshikoutougakkou,weonjuyeojagodeunghaggyo
원주지방국토관리청,ハラノシュウチホウコクドカンリチョウ,haranoshuuchihoukokudokanrichou,weonjujibanggugtogwanriceong
원천동,トオガワホラ,toogawahora,weonceondong
월곶면,ツキクシメン,tsukikushimen,weolgojmyeon
월드잡,ワールドジョブプラス,wārudojobupurasu,weoldeujab
월드컵대교,ワールドカップオオハシ,wārudokappuoohashi,weoldeukeobdaegyo
월롱면,ツキカゴメン,tsukikagomen,weolrongmyeon
전남생명과학고등학교,ゼンミナミセイメイカガクコウトウガッコウ,zenminamiseimeikagakukoutougakkou,jeonnamsaengmyeonggwahaggodeunghaggyo
전남선,ゼンミナミセン,zenminamisen,jeonnamseon
전남여자고등학교,ゼンミナミジョシコウトウガッコウ,zenminamijoshikoutougakkou,jeonnamyeojagodeunghaggyo
전남지방노동위원회,ゼンミナミチホウロウドウイインカイ,zenminamichihouroudouiinkai,jeonnamjibangnodongwiweonhoe
