глюкоза,グリュコーザ,guryukōza
бугуруслан,ブグルスラン,bugurusuran
будённовск,ブデョンノフスク,budeョnnofusuku
борисоглебск,ボリソグレフスク,borisogurefusuku
североуральск,セヴェロウラリスク,sevuェrourarisuku
серафимович,セラフィモヴィチ,serafimovichi
семикаракорск,セミカラコルスク,semikarakorusuku
бутурлиновка,ブトゥルリノフカ,butururinofuka
сибай,シバイ,shibai
верхотурье,ヴェルコチュヤ,vuェrukochuya
вельск,ヴェルスク,vuェrusuku
сестрорецк,セストロレツク,sesutororetsuku
катка,カトカ,katoka
отрадное,オトラッドノエコ,otoraddonoeko
славгород,スラブゴロド,surabugorodo
красный октябрь,クラスヌィ・オクチャブリ,kurasunuィ・okuchaburi
верхняя пышма,ヴェルフナヤ・ピシュマ,vuェrufunaya・pishuma
валуйки,ヴァルイキ,varuiki
сердобск,セルドブスク,serudobusuku
вихоревка,ヴィホレフカ,vihorefuka
советский,ソヴィエツキー,sovietsukī
солнечногорск,ソルネチノゴルスク,sorunechinogorusuku
ворсма,ヴォルスマ,vuォrusuma
вольск,ヴォリスク,vuォrisuku
газпроммедиа холдинг,ガスプロム・メディア,gasupuromu・media
комарово,コマロボ,komarobo
александров гай,アレクサンドロフ・ガイ,arekusandorofu・gai
репино,クオッカラ,kuokkara
выкса,ヴィクサ,vikusa
стрельна,ストレルナ,sutoreruna
орешек,シュリッセリブルクヨウサイ,shurisseriburukuyousai
всеволожск,フセヴォロジスク,fusevuォrojisuku
высоцк,ヴィソツク,visotsuku
сретенск,スレチェンスク,surechensuku
горбатов,ゴルバトフ,gorubatofu
ступино,ストゥピノ,sutupino
подпорожье,ポドポロージエ,podoporōjie
вятские поляны,ヴャツキエ・ポリャーヌイ,vuャtsukie・poryānui
лодейное поле,ロデイノイェ・ポリェ,rodeinoye・poriェ
гай,ガイ,gai
ивановка,イワノフカ,iwanofuka
татарск,タタールスク,tatārusuku
светогорск,スヴェトゴルスク,suvuェtogorusuku
приморск,プリモルスク,purimorusuku
суоярви,スーオヤルヴィ,sūoyaruvi
суровикино,スロヴィーキノ,surovīkino
грайворон,グレイヴォロン,gureivuォron
белокуриха,ベロクーリハ,berokūriha
гаджиево,ガジーヴォ,gajīvuォ
грязи,グリャジ,guryaji
грязовец,グリャゾヴェツ,guryazovuェtsu
тихорецк,チホレツク,chihoretsuku
гуково,グコヴォ,gukovuォ
далматово,ダルマトヴォ,darumatovuォ
темников,テムニコフ,temunikofu
тулун,トゥルン,turun
троицк,トロイツク,toroitsuku
теберда,チェベルダー,cheberudā
данков,ダンコフ,dankofu
большой зеленчук,ボリショイ・ゼレンチュク,borishoi・zerenchuku
тогучин,トグチン,toguchin
трёхгорный,トリョフゴールヌイ,toryofugōrunui
белореченск,ベロレチェンスク,berorechensuku
дивногорск,ジヴノゴルスク,jivunogorusuku
дигора,ディゴラ,digora
туринск,トゥリンスク,turinsuku
ливадия,リヴィジヤ,rivijiya
крымск,クルイムスク,kuruimusuku
кореновск,コレノフスク,korenofusuku
красин,クラーシンゴウ,kurāshingou
урай,ウライ,urai
усинск,ウシンスク,ushinsuku
усмань,ウスマン,usuman
усолье,ウソーリエ,usōrie
уварово,ウヴァロヴォ,uvarovuォ
покшеньга,ポクシェンガ,pokushenga
уржум,ウルジューム,urujūmu
первоуральск,ペルボウラリスク,perubourarisuku
лабинск,ラビンスク,rabinsuku
еманжелинск,エマンジェリンスク,emanjerinsuku
нарышкино,ナリシュキノ,narishukino
харабали,ハラバリ,harabari
фатеж,ファテシュ,fateshu
жердевка,ジェルデフカ,jerudefuka
жигулёвск,ジグリョフスク,jiguryofusuku
завитинск,ザヴィチンスク,zavichinsuku
железногорск,ジェレズノゴルスク,jerezunogorusuku
заволжье,ザヴォルジエ,zavuォrujie
хилок,ヒロック,hirokku
чердынь,チェルドゥイニ,cheruduini
черемхово,チェレンホヴォ,cherenhovuォ
чебаркуль,チェバルクリ,chebarukuri
черноголовка,チェルノゴロフカ,cherunogorofuka
шахунья,シャフーニャ,shafūnya
чусовой,チュソヴォーイ,chusovuォーi
горбачёвфонд,ゴルバチョフザイダン,gorubachofuzaidan
зверево,ズヴェレヴォ,zuvuェrevuォ
эгриси,ラジカ,rajika
заречный,ザレーチヌイ,zarēchinui
шадринск,シャドリンスク,shadorinsuku
шали,シャリ,shari
малая залазна,マラヤ・ザラズナ,maraya・zarazuna
зея,ゼヤ,zeya
зерноград,ゼルノグラード,zerunogurādo
щербинка,シェルビンカ,sherubinka
шатура,シャトゥラ,shatura
шарыпово,シャルイポボ,sharuipobo
шенкурск,シェンクルスク,shenkurusuku
шилка,シルカ,shiruka
абрамцево,アブラムツェヴォ,aburamutsevuォ
зима,ジマ,jima
кромы,クロームィ,kurōmuィ
югорск,ユゴルスク,yugorusuku
вяртсиля,ヴャルツィリヤ,vuャrutsiriya
матросовка,ギリヤ,giriya
козыревск,コジレフスク,kojirefusuku
инта,インタ,inta
ивдель,イヴデリ,ivuderi
шимановск,シマノフスク,shimanofusuku
юрьевец,ユーリエヴェッツ,yūrievuェttsu
ишим,イシム,ishimu
кадников,カドニコフ,kadonikofu
водлозеро,ヴォドロゼロコ,vuォdorozeroko
дворец спорта,サラヴァト・ユラエフ,saravato・yuraefu
калтан,カルタン,karutan
яранск,ヤランスク,yaransuku
камышлов,カミシュロフ,kamishurofu
канаш,カナシュ,kanashu
каменка,カメンカ,kamenka
ясный,ヤースヌイ,yāsunui
искитим,イスキチム,isukichimu
исилькуль,イシリクリ,ishirikuri
калач,カラチ,karachi
массандра,マサンドラ,masandora
канск,カンスク,kansuku
ломоносово,ロモノソヴォ,romonosovuォ
песковка,ペスコフカ,pesukofuka
гаспра,ガスプラ,gasupura
муна,ムナ,muna
кусково,クスコヴォ,kusukovuォ
рамонь,ラモン,ramon
карпинск,カルピンスク,karupinsuku
верхняя тойма,ヴェルフナヤ・トイマ,vuェrufunaya・toima
ниеншанц,ニエンシャンツ,nienshantsu
пулково,プルコヴォ,purukovuォ
каспийск,カスピースク,kasupīsuku
кизилюрт,キジリュルト,kijiryuruto
щигры,シチグリー,shichigurī
касли,カスリ,kasuri
якуты,ヤクート,yakūto
кизел,キゼル,kizeru
голицыны,ゴリツィンカ,goritsinka
шумиха,シュミハ,shumiha
ванавара,バナバラ,banabara
мункусардык,ムンクサルディクサン,munkusarudikusan
ялуторовск,ヤルートロフスク,yarūtorofusuku
кировочепецк,キーロボチェペツク,kīrobochepetsuku
кировград,キーロフグラード,kīrofugurādo
билайн,ビーライン,bīrain
кириллов,キリロフ,kirirofu
иркут,イルクート,irukūto
кирсанов,キルサノフ,kirusanofu
токари,トカリー,tokarī
киселёвск,キーロフスク,kīrofusuku
козьмодемьянск,コジモデミヤスク,kojimodemiyasuku
лаборатория касперского,カスペルスキー・ラボ,kasuperusukī・rabo
сету,セトホウゲン,setohougen
кунцево,クンツェボ,kuntsebo
акбулак,アクブラク,akuburaku
кихпиныч,キフピニチサン,kifupinichisan
копейск,コペイースク,kopeīsuku
колпино,コルピノ,korupino
колпашево,コルパシェボ,korupashebo
яшкино,ヤシキノ,yashikino
лесной,レスノイ,resunoi
алупка,アルプカ,arupuka
котельниково,コテリニコボ,koterinikobo
бункер сталина,ブンケル・スタリナ,bunkeru・sutarina
российскофинляндская граница,フィンランド・ロシアコッキョウ,finrando・roshiakokkyou
мэи,モスクワデンリョクコウガクケンキュウジョ,mosukuwadenryokukougakukenkyuujo
красавино,クラサヴィノ,kurasavino
котово,カトワ,katowa
совкомфлот,ソヴコムフロト,sovukomufuroto
нордавиа,ノルダヴィア,norudavia
голубой поток,ブルー・ストリーム,burū・sutorīmu
краснокаменск,クラスノカーメンスク,kurasunokāmensuku
краснокамск,クラスノカムスク,kurasunokamusuku
прогноз,プログノズ,purogunozu
краснотурьинск,クラスノトゥリインスク,kurasunoturiinsuku
кубинка,クビンカ,kubinka
красновишерск,クラスノビシェルスク,kurasunobisherusuku
