andrzej wajda,アンジェイ・ワイダ,anjei・waida
lotyń,ロティン,rotin
czarne,ツァルネ,tsarune
nowy wiśnicz,ノヴィ・ヴィシニチ,novi・vishinichi
lutynia,ルティニア,rutinia
nowy korczyn,ノヴィイ・コルツィン,novii・korutsin
sępopol,セムポポル,semupoporu
psie pole,プシェ・ポレ,pushe・pore
trzebiechów,トシェビェフフ,toshebiェfufu
ludźmierz,ルジミェシュ,rujimiェshu
obra,オブラ,obura
redzikowo,レジコボ,rejikobo
wola,ヴォラ,vuォra
golina,ゴリナ,gorina
ochota,オホタ,ohota
orange polska,ポーランド・テレコム,pōrando・terekomu
wprost,フプロスト,fupurosuto
jagniątków,ヤグニョントクフ,yagunyontokufu
krzyż wielkopolski,クシシュ・ヴィエルコポルスキ,kushishu・vierukoporusuki
swornegacie,スボルネガチェ,suborunegache
stężyca,ステンジツカ,sutenjitsuka
kruklanki,クルクランキ,kurukuranki
paniówki,パニュフキ,panyufuki
flota świnoujście,フロタ・シフィノウイシチェ,furota・shifinouishiche
blachownia,ブラホヴニャ,burahovunya
reality pump studios,リアリティ・ポンプ・スタジオ,riariti・ponpu・sutajio
dobre miasto,ドブレ・ミアスト,dobure・miasuto
nowogród bobrzański,ノヴォグルート・ボブジャンスキ,novuォgurūto・bobujansuki
targówek,タルグヴェク,taruguvuェku
orneta,オルネタ,oruneta
murów,ムルフ,murufu
rembertów,レンベルトゥフ,renberutufu
gazeta lubuska,ガゼータ・ルブシュ,gazēta・rubushu
komprachcice,コンプラフチツェ,konpurafuchitse
koszęcin,コシェツィン,koshetsin
łomianki,ウォミアンキ,womianki
opole lubelskie,オポーレ・ルベルスキェ,opōre・ruberusukiェ
inowłódz,イノヴウツ,inovuutsu
rudnik nad sanem,ルドニク・ナド・サネム,rudoniku・nado・sanemu
zwoleń,ズヴォリン,zuvuォrin
ulikowo,ウリコヴォ,urikovuォ
siechnice,シェフニツェ,shefunitse
małujowice,マウヨヴィチェ,mauyoviche
polpharma starogard gdański,ポルファーマ・スタロガルド・グダニスキ,porufāma・sutarogarudo・gudanisuki
polskie radio,ポーランド・ラジオ,pōrando・rajio
łosice,ウォシツェ,woshitse
wierzchowo,ヴィェシュホヴォ,viェshuhovuォ
wojnicz,ボフニヤ,bofuniya
bielany wrocławskie,ビェラヌィ・ヴロツワフスキェ,biェranuィ・vurotsuwafusukiェ
koperniki,コペルニキ,koperuniki
niepokalanów,ニエポカラヌフシュウドウイン,niepokaranufushuudouin
nałęczów,ナウェンチュフ,nawenchufu
krobielowice,クロビェロヴィツェ,kurobiェrovitse
sztutowo,シュトゥトヴォ,shututovuォ
tarczyn,タルチュィン,taruchuィn
budowlani łódź,ブドフラニ・ウッチ,budofurani・utchi
tuchów,トゥフフ,tufufu
zawichost,ザヴィホスト,zavihosuto
skała,スカワ,sukawa
ursynów,ウルシノフ,urushinofu
szczecin open,シュチェチン・オープン,shuchechin・ōpun
pomarańczowa alternatywa,オレンジ・オルタナティブウンドウ,orenji・orutanatibuundou
oksywie,オクスィヴィェ,okusiviェ
wojczyce,ヴォイチツェ,vuォichitse
łemkowszczyzna,レムコ,remuko
krakowski szybki tramwaj,クラクフ・ファスト・トラム,kurakufu・fasuto・toramu
kolej warszawskowiedeńska,ワルシャワ・ウィーンテツドウ,warushawa・wīntetsudou
gryf wejherowo,グリフ・ヴェイヘロヴォ,gurifu・vuェiherovuォ
skierbieszów,スキェルビェシュフ,sukiェrubiェshufu
kolporter arena,アレーナ・キェルツェ,arēna・kiェrutse
krzeszów,クレシュフ,kureshufu
granica polskosłowacka,ポーランド・スロバキアコッキョウ,pōrando・surobakiakokkyou
granica polskoczeska,チェコ・ポーランドコッキョウ,cheko・pōrandokokkyou
impel wrocław,インペル・ヴロツワフ,inperu・vurotsuwafu
tyszowce,ティショフツェ,tishofutse
pilawa,ピラヴァ,pirava
korybut,コルィーブト,koruィーbuto
tyrawa wołoska,ティラヴァ・ヴォウォスカ,tirava・vuォwosuka
metalmania,メタルマニア,metarumania
wiadomości,ホウドウ,houdou
tłuszcz,トウシュチ,toushuchi
rzeczenica,ジェチェニツァ,jechenitsa
zabór,ザボール,zabōru
rogalin,ロガリン,rogarin
stadion widzewa łódź,スタディオン・ヴィジェヴァ・ウッチ,sutadion・vijeva・utchi
zagórz,ザグシュ,zagushu
starowa góra,スタロワ・ウォラ,sutarowa・wora
oksza,オクシャ,okusha
nur,ヌル,nuru
łojewo,ウォイェボ,woyebo
pobóg,ポブク,pobuku
pławnica,プワヴニツァ,puwavunitsa
concordia piotrków trybunalski,コンコルディア・ピョートルクフ・トルィブナルスキ,konkorudia・pyōtorukufu・toruィbunarusuki
oporów,オポルフ,oporufu
polonia słubice,ポロニア・スウビツェ,poronia・suubitse
miłów,ミウフ,miufu
radwanice,ラドヴァニツェ,radovanitse
łodzia,ウォジャ,woja
wigry suwałki,ヴィグリ・スヴァウキ,viguri・suvauki
ruch wysokie mazowieckie,ルフ・ビソキェ・マゾフシェ,rufu・bisokiェ・mazofushe
korwin,コルヴィン,koruvin
jelita,イェリタ,yerita
koczała,コツァワ,kotsawa
filmweb,フィルムウェブ,firumuwebu
orawa,オラヴァチホウ,oravachihou
garbów,ガルブフ,garubufu
gościejewice,グシュヴィッツ,gushuvittsu
demblin,デンブリン,denburin
resovia rzeszów,レソヴィア・ジェシュフ,resovia・jeshufu
szczepanów,シュチェパヌフ,shuchepanufu
bińcze,ビンチェ,binche
orońsko,オロンスコ,oronsuko
skytaxi,スカイタクシー,sukaitakushī
inoujście,イノウイシツェ,inouishitse
góry sokole,グルィ・ソコレサン,guruィ・sokoresan
euroregion tatry,タトラ・ユーロリージョン,tatora・yūrorījon
janów podlaski,ヤヌヴ・ポドラスキ,yanuvu・podorasuki
czerwień,チェルヴィン,cheruvin
dzietrzychowice,ジェトゥシホヴィツェ,jetushihovitse
potępa,ポテンパ,potenpa
puchar ekstraklasy,エクストラクラサ・カップ,ekusutorakurasa・kappu
skalmierzyce,スカルミエジツェ,sukarumiejitse
wielka piaśnica,ビエルカ・ピアシニツァ,bieruka・piashinitsa
podporucznik,ポトポルーチク,potoporūchiku
prądy,プロンディ,purondi
czarnca,チャルンツァ,charuntsa
potok górny,ポトク・ゴールニー,potoku・gōrunī
tessen,テッセン,tessen
szczakowianka jaworzno,シュチャコヴィアンカ・ヤヴォジュノ,shuchakovianka・yavuォjuno
magnuszew,マグヌシェフ,magunushefu
polska liga koszykówki,ポルスカ・リガ・コシコフキ,porusuka・riga・koshikofuki
lipnica murowana,リプニツァ・ムロヴァナ,ripunitsa・murovana
dunowo,ドゥノヴォ,dunovuォ
mokrzeszów,モクシェシュフ,mokusheshufu
wizna,ヴィズナ,vizuna
wierzbica,ヴィエジュビツァ,viejubitsa
rawicz,ラヴィチ,ravichi
strzyżno,ストシジノ,sutoshijino
dołhobyczów,ドウホビチュフ,douhobichufu
stal rzeszów,スタル・ジェシュフ,sutaru・jeshufu
drzonków,ジェローナグラ,jerōnagura
stare siołkowice,スタレ・ショウコヴィツェ,sutare・shoukovitse
stary waliszów,スタルィ・ヴァリシュフ,sutaruィ・varishufu
mogielnica,モギエルニカ,mogierunika
korczak,コルツァックモンショウ,korutsakkumonshou
rymanów,リマヌフ,rimanufu
euroregion bug,ユーロリージョン・ブグ,yūrorījon・bugu
białowieża,ビャウォヴィエジャ,byawovieja
parczew,パルチェフ,paruchefu
buczkowice,ブツコヴィツェ,butsukovitse
winna góra,ヴィンナ・グラ,vinna・gura
tułowice,トゥウォヴィツェ,tuwovitse
lusowo,ダイポーランドケンルソーヴォ,daipōrandokenrusōvuォ
sky tower,スカイ・タワー,sukai・tawā
leśnica,レシュニツァ,reshunitsa
krościenko,クロシュチェンコ,kuroshuchenko
wola okrzejska,ヴォラ・オクジェスカ,vuォra・okujesuka
dwikozy,ドヴィコジ,dovikoji
krasiczyn,クラシチン,kurashichin
raciechowice,ラチェホビツェ,rachehobitse
falenty,ファレンティ,farenti
piwnice,ピヴニツェ,pivunitse
bielsko,ビェルスコ,biェrusuko
plan balcerowicza,バルツェロヴィチ・プラン,barutserovichi・puran
leliwa,レリヴァ,reriva
bożepole wielkie,ボジェポレ・ヴィエルキエ,bojepore・vierukie
ławice,ワヴィツェ,wavitse
biesal,ビエサル,biesaru
skarbimierz,スカルビミェシュ,sukarubimiェshu
widzieńsko,ヴィジェンスコ,vijensuko
pisanka,プィーサンカ,puィーsanka
ślepowron,シレポヴロン,shirepovuron
bałtyk gdynia,バウティク・グディニャ,bautiku・gudinya
podgórze,ポドグジェ,podoguje
lubicz,ルビチ,rubichi
muszynka,ムシンカ,mushinka
grabowo,グラボヴォ,gurabovuォ
kuryłówka,クルィウフカ,kuruィufuka
balin,バリン,barin
konstantynów,コンスタンティヌフ,konsutantinufu
święta katarzyna,シュフィェンタ・カタジナ,shufiェnta・katajina
myców,ミツフ,mitsufu
krasne,クラスネ,kurasune
waga,ヴァガモンショウ,vagamonshou
małkinia,マウキニア,maukinia
euroregion bałtyk,ユーロリージョン・バルト,yūrorījon・baruto
bogacko,ボガツコ,bogatsuko
palmiry,パルミリー,parumirī
tuszów narodowy,トゥシュフ・ナロドヴィ,tushufu・narodovi
kampinos,カンピノス,kanpinosu
borek,ボレク,boreku
janowiec,ヤノヴィエツ,yanovietsu
radoszyce,ラドシツェ,radoshitse
głogowiec,グウォゴヴィエツ,guwogovietsu
hala orbita,ハラ・オルビータ,hara・orubīta
jaśliska,ヤシリスカ,yashirisuka
stal ostrów wielkopolski,スタル・オストルフ・ビエルコポルスキ,sutaru・osutorufu・bierukoporusuki
gronówko,グロヌヴコ,guronuvuko
rożnów,ロジュヌフ,rojunufu
barwinek,バルビネク,barubineku
chichy,ヒヒ,hihi
otok,オトク,otoku
żuławy wiślane,ヴィストゥラ・デルタ,visutura・deruta
kedyw,ケディフ,kedifu
nowe guty,ノヴェ・グティ,novuェ・guti
góraszka,グラシュカ,gurashuka
open'er festival,オープナー・フェスティバル,ōpunā・fesutibaru
dębniki,デンブニキ,denbuniki
ostrów lednicki,オストルフ・レドニツキ,osutorufu・redonitsuki
pierzchowice,ピェシュホヴィツェ,piェshuhovitse
prus,プルス,purusu
szklarnia,シュクラルニア,shukurarunia
trefl gdańsk,トレフル・グダニスク,torefuru・gudanisuku
kruszewnia,クルシェヴニャ,kurushevunya
rejowiec,レヨヴィェツ,reyoviェtsu
falenica,ファレニツァ,farenitsa
czyżyny,チジニ,chijini
popowo,ポポヴォ,popovuォ
polonia nowy tomyśl,ポロニア・ノヴィ・トミシル,poronia・novi・tomishiru
bara,バラ,bara
barany,バラニ,barani
barkowo,バルコヴォ,barukovuォ
barninek,バルニネク,barunineku
zwanowice,ズヴァノヴィツェ,zuvanovitse
samson,サムソンアキラ,samusonakira
abrahamowicz,アブラハモヴィッチ,aburahamovitchi
baszków,バシュクフ,bashukufu
batorowo,バトロヴォ,batorovuォ
wenecja,ヴェネツヤ,vuェnetsuya
chojniczanka chojnice,ホイニツァンカ・ホイニツェ,hoinitsanka・hoinitse
strachocina,ストラホチナ,sutorahochina
arrinera,アッリネーラ,arrinēra
przewóz,プシェヴス,pushevusu
białków,ビャウクフ,byaukufu
błonie,ブウォニェ,buwoniェ
błotnica,ブオツニツァ,buotsunitsa
boruta,ボルタ,boruta
borzęcino,ボジェンチノ,bojenchino
biskupice,ビスクピツェ,bisukupitse
budzieszowce,ブジェショフツェ,bujeshofutse
blizne,ブリズネ,burizune
narodowy stadion rugby,ナロドヴ・スタディオン・ルグビー,narodovu・sutadion・rugubī
strachomin,ストラホミン,sutorahomin
sala kongresowa,サラ・コングレソヴァ,sara・konguresova
szachy,チェス,chesu
cuiavia inowrocław,ツィアヴィア・イノヴロツワフ,tsiavia・inovurotsuwafu
chochołów,ホホウフ,hohoufu
bogacka szklarnia,ボガツカ・シュクラルニア,bogatsuka・shukurarunia
brombergost,ヒガシブロンベルクシュウヨウショ,higashiburonberukushuuyousho
wyszecino,ヴィシェチノ,vishechino
czajcze,ツァイチェ,tsaiche
werblinia,ヴェルブリニャ,vuェruburinya
debrza,デル,deru
denhoff,デンホフ,denhofu
popowice,ポポヴィツェ,popovitse
trzebiatkowa,トシェビャトコバ,toshebyatokoba
czerkiesy,チェルキエシ,cherukieshi
działyń,ヂャウィニ,djiャwini
gaboń,ガボン,gabon
droglowice,ドログロヴィツェ,dorogurovitse
gapinin,ガピニン,gapinin
gapionka,ガピオンカ,gapionka
drzewice,ドジェビツェ,dojebitse
dębinka,デンビンカ,denbinka
drzonowo wałeckie,ドジョノボ・バウェツキエ,dojonobo・bawetsukie
gdów,グドゥフ,gudufu
drzonów,ドジョヌフ,dojonufu
dubno,ドゥブノ,dubuno
henryków,ヘンリクフ,henrikufu
dłużek,ドルツィヒ,dorutsihi
inka,インカ,inka
gwarek zabrze,グワレク・ザブジェ,guwareku・zabuje
echo dnia,エコー・ドヌィア,ekō・donuィa
głodowo,グウォドヴォ,guwodovuォ
jodłowa,ヨドウォバ,yodowoba
jeżyce,イェジツェ,yejitse
jaczew,ヤチェヴ,yachevu
kuzawa,クザヴァ,kuzava
potoka,ポトカ,potoka
kije,キイェ,kiye
kita,キタ,kita
janki,ヤンキ,yanki
jankowice małe,ヤンコヴィッツェ・マウェ,yankovittse・mawe
okopy,オコプィ,okopuィ
kamionek,カミオネク,kamioneku
klonowo,クロノボ,kuronobo
janówek,ヤヌベク,yanubeku
jastrzębie,ヤストシェンビェ,yasutoshenbiェ
jasionka,ヤションカ,yashonka
karpin,カルピン,karupin
hruszowice,フルショヴィツェ,furushovitse
dom sierot,ドム・シェロ,domu・shero
krzysztoforzyce,クシュシュトフォジュチェ,kushushutofojuche
malhowice,マルホヴィチェ,maruhoviche
mamerki,マメルキ,mameruki
kręcko,クレンツコ,kurentsuko
mnich,ムニフサン,munifusan
limża,リムブゼー,rimubuzē
mokronos dolny,モクロノス・ドルヌィ,mokuronosu・dorunuィ
mokronos górny,モクロノス・グルヌィ,mokuronosu・gurunuィ
koziczyn,コジチン,kojichin
kurzna,クジナ,kujina
lipnik,リプニク,ripuniku
morasko,モラスコ,morasuko
lipina,リピナ,ripina
marymont,マリモント,marimonto
mozów,モズフ,mozufu
małe,マレ,mare
małoszyce,マウォシツェ,mawoshitse
krasice,クラシツェ,kurashitse
małkinia dolna,マウキニア・ドルナ,maukinia・doruna
mańki,マンキ,manki
renesans lubelski,ルブリン・ルネサンス,ruburin・runesansu
lubień,ルビエン,rubien
migi,ミギ,migi
narew ostrołęka,ナレフ・オストロウェンカ,narefu・osutorowenka
millward brown,ミルウォード・ブラウン,miruwōdo・buraun
odporyszów,オトポルィシュフ,otoporuィshufu
nieciecza,ニエチェツァ,niechetsa
oględów,オグルドウ,ogurudou
majdan,マイダン,maidan
makowiska,マコビスカ,makobisuka
ninino,ニニノ,ninino
nieradowice,ニエラドヴィツェ,nieradovitse
okęcie,オケンチェ,okenche
olszanowo,オルシャノボ,orushanobo
nowe czarnowo,ノベ・ツァルノボ,nobe・tsarunobo
nowe dobra,ノヴェ・ドブラ,novuェ・dobura
podlesie,ポドレシュエ,podoreshue
podmurowaniec,ポドムロバニエツ,podomurobanietsu
patrzyków,パトシクワ,patoshikuwa
podładzin,ポドワジン,podowajin
podzamcze,ポザムチェ,pozamuche
perna,ペルナ,peruna
polmot holding,ポルモット・ホールディングカブシキガイシャ,porumotto・hōrudingukabushikigaisha
ostrowik,オストロヴィク,osutoroviku
ogólnopolska olimpiada młodzieży,ポーランド・ユース・オリンピック,pōrando・yūsu・orinpikku
pęgów,ペングフ,pengufu
przekop wisły,プシェコプ・ヴィスウィ,pushekopu・visuwi
przegorzały,プシェゴジャウィ,pushegojawi
racot,ラツォット,ratsotto
sandrecki,ザンドレッツキーカ,zandorettsukīka
rozwadów,ロズヴァドゥフ,rozuvadufu
rucewko,ルチェフコ,ruchefuko
rucewo,ルチェヴォ,ruchevuォ
piątek mały,ピョンテク・マウィ,pyonteku・mawi
piątek wielki,ピョンテク・フィェルキ,pyonteku・fiェruki
radomierzyce,ラドミェジツェ,radomiェjitse
radolin,ラドリン,radorin
sawa,サワ,sawa
setniki,セトニキ,setoniki
galeria sfera,ガレリア・スフェラ,gareria・sufera
przysieka polska,プシシェカ・ポーランド,pushisheka・pōrando
sianno,シャンノ,shanno
przyłęk,プシュウェンク,pushuwenku
siedlec,シェドルツェ,shedorutse
zgrupowanie radosław,ラドスロウ・グループ,radosurou・gurūpu
siekowo,シェコヴォ,shekovuォ
psary,プサリ,pusari
chata,ハータ,hāta
sowin,ソヴィン,sovin
spała,スピア,supia
ryńsk,リンスク,rinsuku
stadion górnika łęczna,スタディオン・ゴルニカ・ウェンチュナ,sutadion・gorunika・wenchuna
skokówka,スコクフカ,sukokufuka
stara kopernia,スタラー・コーペルニャ,sutarā・kōperunya
stanisławów,ヴィルマンスドルフ,virumansudorufu
rębiechowo,レンビエホボ,renbiehobo
sadków,サトクフ,satokufu
szymany,シマニ,shimani
trzy korony,トジ・コロヌィ,toji・koronuィ
tabaszowa,タバショバ,tabashoba
tarczek,タルチェク,tarucheku
tursk,トゥルスク,turusuku
wiejkowo,ビエイコボ,bieikobo
wola justowska,ヴォラ・ユストフスカ,vuォra・yusutofusuka
węgrzce wielkie,ヴェングシュツェ・ヴィエルキェ,vuェngushutse・vierukiェ
wiewiórka,ヴィエヴュルカ,vievuュruka
wolbromek,ボルブロメク,boruburomeku
wrocanka,ブロツァンカ,burotsanka
użranki,ウジュランキ,ujuranki
victoria koronowo,ヴィクトリア・コロノヴォ,vikutoria・koronovuォ
