セッシュウ,셋슈,sesshuu,sessyu
クズマキマチ,구즈마키정,kuzumakimachi,gujeumakijeong
アリスソフト,앨리스소프트,arisusofuto,aelriseusopeuteu
オカダハン,오카다번,okadahan,okadabeon
シンシャカイトウ,신사회당,shinshakaitou,sinsahoedang
アイヅバンゲマチ,아이즈반게정,aidzubangemachi,aijeubangejeong
オオサトマチ,오사토정,oosatomachi,osatojeong
オオヤママチ,다이센정,ooyamamachi,daisenjeong
ワッサムマチ,왓사무정,wassamumachi,wassamujeong
ミナミフラノマチ,미나미후라노정,minamifuranomachi,minamihuranojeong
オウウサンミャク,오우산맥,ouusanmyaku,ousanmaeg
タドツマチ,다도쓰정,tadotsumachi,dadosseujeong
オウチグン,오치군,ouchigun,ocigun
ヤマツリマチ,야마쓰리정,yamatsurimachi,yamasseurijeong
カナヤママチ,가네야마정,kanayamamachi,ganeyamajeong
スオウオオシママチ,스오오시마정,suouooshimamachi,seuoosimajeong
タブセマチ,다부세정,tabusemachi,dabusejeong
コシミズマチ,고시미즈정,koshimizumachi,gosimijeujeong
タイキマチ,다이키정,taikimachi,daikijeong
シカオイマチ,시카오이정,shikaoimachi,sikaoijeong
ニイカップマチ,니캇푸정,niikappumachi,nikaspujeong
ホロカナイマチ,호로카나이정,horokanaimachi,horokanaijeong
スッツマチ,슷쓰정,suttsumachi,seussseujeong
ミナミコマグン,미나미코마군,minamikomagun,minamikomagun
ニシムログン,니시무로군,nishimurogun,nisimurogun
キタツルグン,기타쓰루군,kitatsurugun,gitasseurugun
キタムログン,기타무로군,kitamurogun,gitamurogun
コウジマチ,고지마치,koujimachi,gojimaci
ボウネンカイ,송년회,bounenkai,songnyeonhoe
シンチョウシャ,신초샤,shinchousha,sincosya
クスマチ,구스정,kusumachi,guseujeong
パイロットコーポレーション,파이롯트,pairottokōporēshon,pairosteu
クリヤママチ,구리야마정,kuriyamamachi,guriyamajeong
ヌマタマチ,누마타정,numatamachi,numatajeong
ウリュウマチ,우류정,uryuumachi,uryujeong
カミカワグン,가미카와군,kamikawagun,gamikawagun
カヤベグン,가야베군,kayabegun,gayabegun
ソラチグン,소라치군,sorachigun,soracigun
スッツグン,슷쓰군,suttsugun,seussseugun
アブタグン,아부타군,abutagun,abutagun
フルウグン,후루우군,furuugun,huruugun
ワタリマチ,와타리정,watarimachi,watarijeong
カワサキマチ,가와사키정,kawasakimachi,gawasakijeong
アイヅミサトマチ,아이즈미사토정,aidzumisatomachi,aijeumisatojeong
イシカワマチ,이시카와정,ishikawamachi,isikawajeong
トウヨウマチ,도요정,touyoumachi,doyojeong
イカワマチ,이카와정,ikawamachi,ikawajeong
アラシヤママチ,란잔정,arashiyamamachi,ranjanjeong
クサツマチ,구사쓰정,kusatsumachi,gusasseujeong
ダイエイマチ,다이에이정,daieimachi,daieijeong
フタバグン,후타바군,futabagun,hutabagun
ワコム,와콤,wakomu,wakom
アイラマチ,아이라정,airamachi,airajeong
エチゴヘイヤ,에치고평야,echigoheiya,ecigopyeongya
イシカリヘイヤ,이시카리평야,ishikariheiya,isikaripyeongya
カマイシセン,가마이시선,kamaishisen,gamaisiseon
キモベツマチ,기모베쓰정,kimobetsumachi,gimobesseujeong
ビエイマチ,비에이정,bieimachi,bieijeong
クロマツナイマチ,구로마쓰나이정,kuromatsunaimachi,guromasseunaijeong
ウラカワマチ,우라카와정,urakawamachi,urakawajeong
キタウオヌマグン,기타우오누마군,kitauonumagun,gitauonumagun
ウダグン,우다군,udagun,udagun
イトグン,이토군,itogun,itogun
ライオン,라이온,raion,raion
ナガヌママチ,나가누마정,naganumamachi,naganumajeong
ユニマチ,유니정,yunimachi,yunijeong
ウラウスマチ,우라우스정,urausumachi,urauseujeong
ヒフマチ,핏푸정,hifumachi,pispujeong
アリタグン,아리다군,aritagun,aridagun
ヒダカグン,히다카군,hidakagun,hidakagun
ヒガシムログン,히가시무로군,higashimurogun,higasimurogun
ヒラオマチ,히라오정,hiraomachi,hiraojeong
コオリマチ,고오리정,koorimachi,goorijeong
ヤマグン,야마군,yamagun,yamagun
トウジ,도지,touji,doji
セントウ,센토,sentou,sento
ホウコウジ,호코지,houkouji,hokoji
カリヤハン,가리야번,kariyahan,gariyabeon
キッサテン,끽다점,kissaten,ggigdajeom
コミックマーケット,코믹마켓,komikkumāketto,komigmakes
シャナグン,샤나군,shanagun,syanagun
ヨミウリランド,요미우리랜드,yomiurirando,yomiuriraendeu
スワグン,스와군,suwagun,seuwagun
カワグチマチ,가와구치정,kawaguchimachi,gawagucijeong
ウスグン,우스군,usugun,useugun
クワナグン,구와나군,kuwanagun,guwanagun
イナベグン,이나베군,inabegun,inabegun
マスホマチ,마스호정,masuhomachi,maseuhojeong
ニシグン,니시군,nishigun,nisigun
イソダニグン,이소야군,isodanigun,isoyagun
ミナミムログン,미나미무로군,minamimurogun,minamimurogun
クドオグン,구도군,kudoogun,gudogun
チュウナゴン,중납언,chuunagon,jungnabeon
カメダグン,가메다군,kamedagun,gamedagun
シャコタングン,샤코탄군,shakotangun,syakotangun
アワオドリ,아와오도리,awaodori,awaodori
ナイダイジン,내대신,naidaijin,naedaesin
ツキガタマチ,쓰키가타정,tsukigatamachi,sseukigatajeong
チップベツマチ,짓푸베쓰정,chippubetsumachi,jispubesseujeong
トウママチ,도마정,toumamachi,domajeong
ホクリュウマチ,호쿠류정,hokuryuumachi,hokuryujeong
ヒガシカグラマチ,히가시카구라정,higashikaguramachi,higasikagurajeong
カミイソグン,가미이소군,kamiisogun,gamiisogun
ユウフツグン,유후쓰군,yuufutsugun,yuhusseugun
リクベツマチ,리쿠베쓰정,rikubetsumachi,rikubesseujeong
フルビラグン,후루비라군,furubiragun,hurubiragun
ヨイチグン,요이치군,yoichigun,yoicigun
ソウヤグン,소야군,souyagun,soyagun
シママキグン,시마마키군,shimamakigun,simamakigun
シオドメ,시오도메,shiodome,siodome
ツベツマチ,쓰베쓰정,tsubetsumachi,sseubesseujeong
ハボロマチ,하보로정,haboromachi,haborojeong
ヒガシガワマチ,히가시카와정,higashigawamachi,higasikawajeong
カミフラノマチ,가미후라노정,kamifuranomachi,gamihuranojeong
コクリツゲキジョウ,국립극장,kokuritsugekijou,gugribgeugjang
ヨコハマセン,요코하마선,yokohamasen,yokohamaseon
テンポウ,덴포,tenpou,denpo
ジョウバンセン,조반선,joubansen,jobanseon
カガミイシマチ,가가미이시정,kagamiishimachi,gagamiisijeong
セタナグン,세타나군,setanagun,setanagun
シンジマチ,신치정,shinjimachi,sincijeong
カミマチ,가미정,kamimachi,gamijeong
カデナマチ,가데나정,kadenamachi,gadenajeong
シモゴウマチ,시모고정,shimogoumachi,simogojeong
ウラカワグン,우라카와군,urakawagun,urakawagun
ヒロオグン,히로오군,hiroogun,hiroogun
クシロマチ,구시로정,kushiromachi,gusirojeong
シュウチグン,슈치군,shuuchigun,syucigun
シラヌカマチ,시라누카정,shiranukamachi,siranukajeong
タダミマチ,다다미정,tadamimachi,dadamijeong
トヨノグン,도요노군,toyonogun,doyonogun
ヤナイヅマチ,야나이즈정,yanaidzumachi,yanaijeujeong
ノヘジマチ,노헤지정,nohejimachi,nohejijeong
イマベツマチ,이마베쓰정,imabetsumachi,imabesseujeong
サルグン,사루군,sarugun,sarugun
ヒヤマグン,히야마군,hiyamagun,hiyamagun
シラオイグン,시라오이군,shiraoigun,siraoigun
サンシャインシティ,선샤인시티,sanshainshiti,seonsyainsiti
イワウチグン,이와나이군,iwauchigun,iwanaigun
オクシリグン,오쿠시리군,okushirigun,okusirigun
イシカリグン,이시카리군,ishikarigun,isikarigun
ハマナカマチ,하마나카정,hamanakamachi,hamanakajeong
ホロイズミグン,호로이즈미군,horoizumigun,horoijeumigun
ウリュウグン,우류군,uryuugun,uryugun
カバトグン,가바토군,kabatogun,gabatogun
ユウバリグン,유바리군,yuubarigun,yubarigun
テシカガマチ,데시카가정,teshikagamachi,desikagajeong
ニイカップグン,니캇푸군,niikappugun,nikaspugun
イワミグン,이와미군,iwamigun,iwamigun
アブグン,아부군,abugun,abugun
カガグン,가가군,kagagun,gagagun
アイダグン,아이다군,aidagun,aidagun
クメグン,구메군,kumegun,gumegun
トマタグン,도마타군,tomatagun,domatagun
ツクボグン,쓰쿠보군,tsukubogun,sseukubogun
カリタグン,갓타군,karitagun,gastagun
ワタリグン,와타리군,watarigun,watarigun
マニワグン,마니와군,maniwagun,maniwagun
ミヤギグン,미야기군,miyagigun,miyagigun
シベツマチ,시베쓰정,shibetsumachi,sibesseujeong
アトウマチ,아토정,atoumachi,atojeong
アショロマチ,아쇼로정,ashoromachi,asyorojeong
ウラホロマチ,우라호로정,urahoromachi,urahorojeong
ニシタマグン,니시타마군,nishitamagun,nisitamagun
タマリョウ,다마우둔,tamaryou,damaudun
ヒカワマル,히카와마루,hikawamaru,hikawamaru
シモキタグン,시모키타군,shimokitagun,simokitagun
オンガマチ,온가정,ongamachi,ongajeong
スエマチ,스에정,suemachi,seuejeong
ニッポンカモツコウクウ,일본화물항공,nipponkamotsukoukuu,ilbonhwamulhanggong
クナシリグン,구나시리군,kunashirigun,gunasirigun
エトロフグン,에토로후군,etorofugun,etorohugun
シュトコウソクドウロ,수도고속도로,shutokousokudouro,sudogosogdoro
シャリマチ,샤리정,sharimachi,syarijeong
クニミマチ,구니미정,kunimimachi,gunimijeong
ミヤザキグン,미야자키군,miyazakigun,miyajakigun
ヒガシイズモマチ,히가시이즈모정,higashiizumomachi,higasiijeumojeong
キヨタケマチ,기요타케정,kiyotakemachi,giyotakejeong
オオサキカミジママチ,오사키카미지마정,oosakikamijimamachi,osakikamijimajeong
キタザカエマチ,호쿠에이정,kitazakaemachi,hokueijeong
センナングン,센난군,sennangun,sennangun
ヤハバマチ,야하바정,yahabamachi,yahabajeong
アサガワマチ,아사카와정,asagawamachi,asakawajeong
ダイママチ,오마정,daimamachi,omajeong
トサグン,도사군,tosagun,dosagun
ナガオカグン,나가오카군,nagaokagun,nagaokagun
アガワグン,아가와군,agawagun,agawagun
カミマシキグン,가미마시키군,kamimashikigun,gamimasikigun
コユグン,고유군,koyugun,goyugun
アイラグン,아이라군,airagun,airagun
ヒガシモロカタグン,히가시모로카타군,higashimorokatagun,higasimorokatagun
クンネップマチ,군넷푸정,kunneppumachi,gunnespujeong
コウブガッタイ,공무합체,koubugattai,gongmuhabce
ピンクサロン,핑크살롱,pinkusaron,pingkeusalrong
トウキョウフ,도쿄부,toukyoufu,dokyobu
ナハリマチ,나하리정,naharimachi,naharijeong
フクサトシマチ,후쿠치정,fukusatoshimachi,hukucijeong
カネガサキマチ,가네가사키정,kanegasakimachi,ganegasakijeong
サガワマチ,사카와정,sagawamachi,sakawajeong
オチマチ,오치정,ochimachi,ocijeong
アサクチグン,아사쿠치군,asakuchigun,asakucigun
シワグン,시와군,shiwagun,siwagun
クロカワグン,구로카와군,kurokawagun,gurokawagun
オダグン,오다군,odagun,odagun
シバタグン,시바타군,shibatagun,sibatagun
イサワグン,이사와군,isawagun,isawagun
ヨシトミマチ,요시토미정,yoshitomimachi,yositomijeong
モンガワマチ,가도가와정,mongawamachi,gadogawajeong
ナカガミグン,나카가미군,nakagamigun,nakagamigun
ソエダマチ,소에다정,soedamachi,soedajeong
トギツマチ,도기쓰정,togitsumachi,dogisseujeong
ケセングン,게센군,kesengun,gesengun
カミヘイグン,가미헤이군,kamiheigun,gamiheigun
エンタグン,도다군,entagun,dodagun
ニシイワイグン,니시이와이군,nishiiwaigun,nisiiwaigun
オシカグン,오시카군,oshikagun,osikagun
トウハクグン,도하쿠군,touhakugun,dohakugun
ヒガシイワイグン,히가시이와이군,higashiiwaigun,higasiiwaigun
モトヨシグン,모토요시군,motoyoshigun,motoyosigun
イセワン,이세만,isewan,iseman
シチズントケイ,시티즌시계,shichizuntokei,sitijeunsigye
ヨヨギ,요요기,yoyogi,yoyogi
トウショウグウ,동조궁,toushouguu,dongjogung
ニッポンカモツテツドウ,일본화물철도,nipponkamotsutetsudou,ilbonhwamulceoldo
バンプレスト,반프레스토,banpuresuto,banpeureseuto
サイキョウセン,사이쿄선,saikyousen,saikyoseon
ニッポンユウセイ,일본우정,nipponyuusei,ilbonujeong
ヤマビコ,야마비코,yamabiko,yamabiko
トコログン,도코로군,tokorogun,dokorogun
アバシリグン,아바시리군,abashirigun,abasirigun
シャリグン,샤리군,sharigun,syarigun
ムカワマチ,무카와정,mukawamachi,mukawajeong
イトシマグン,이토시마군,itoshimagun,itosimagun
ハタグン,하타군,hatagun,hatagun
アキグン,아키군,akigun,akigun
ニシマツウラグン,니시마쓰우라군,nishimatsuuragun,nisimasseuuragun
ジユウガオカ,지유가오카,jiyuugaoka,jiyugaoka
トレジャー,트레저,torejā,teurejeo
タマナグン,다마나군,tamanagun,damanagun
ヒガシウスキグン,히가시우스키군,higashiusukigun,higasiuseukigun
ヒガシクニサキグン,히가시쿠니사키군,higashikunisakigun,higasikunisakigun
キタモロカタグン,기타모로카타군,kitamorokatagun,gitamorokatagun
サツマグン,사쓰마군,satsumagun,sasseumagun
クスグン,구스군,kusugun,guseugun
オケトマチ,오케토정,oketomachi,oketojeong
サロママチ,사로마정,saromamachi,saromajeong
キヨサトマチ,기요사토정,kiyosatomachi,giyosatojeong
ニシウスキグン,니시우스키군,nishiusukigun,nisiuseukigun
フジツグン,후지쓰군,fujitsugun,hujisseugun
クマグン,구마군,kumagun,gumagun
アマクサグン,아마쿠사군,amakusagun,amakusagun
ナンブセン,난부선,nanbusen,nanbuseon
スピッツ,스피츠,supittsu,seupiceu
カミミネマチ,가미미네정,kamiminemachi,gamiminejeong
ナカツガルグン,나카쓰가루군,nakatsugarugun,nakasseugarugun
ナカタネマチ,나카타네정,nakatanemachi,nakatanejeong
タチアライマチ,다치아라이정,tachiaraimachi,daciaraijeong
ヨコハママチ,요코하마정,yokohamamachi,yokohamajeong
フルトノマチ,후루도노정,furutonomachi,hurudonojeong
キタウワグン,기타우와군,kitauwagun,gitauwagun
テキジュク,데키주쿠,tekijuku,dekijuku
シンセカイ,신세카이,shinsekai,sinsekai
イトウセン,이토선,itousen,itoseon
モトブマチ,모토부정,motobumachi,motobujeong
ニシワガマチ,니시와가정,nishiwagamachi,nisiwagajeong
ハナワマチ,하나와정,hanawamachi,hanawajeong
タノマチ,다노정,tanomachi,danojeong
コブクロ,코부쿠로,kobukuro,kobukuro
カミカツマチ,가미카쓰정,kamikatsumachi,gamikasseujeong
イシイマチ,이시이정,ishiimachi,isiijeong
カイヨウマチ,가이요정,kaiyoumachi,gaiyojeong
ナカタドグン,나카타도군,nakatadogun,nakatadogun
カヅノグン,가즈노군,kadzunogun,gajeunogun
ササグリマチ,사사구리정,sasagurimachi,sasagurijeong
カスヤマチ,가스야정,kasuyamachi,gaseuyajeong
キンコウマチ,긴코정,kinkoumachi,ginkojeong
ヒサヤママチ,히사야마정,hisayamamachi,hisayamajeong
オカガキマチ,오카가키정,okagakimachi,okagakijeong
マシキマチ,마시키정,mashikimachi,masikijeong
クメジママチ,구메지마정,kumejimamachi,gumejimajeong
ウゴマチ,우고정,ugomachi,ugojeong
ユスハラマチ,유스하라정,yusuharamachi,yuseuharajeong
カスヤグン,가스야군,kasuyagun,gaseuyagun
カツラガワマチ,게이센정,katsuragawamachi,geisenjeong
ハエバルマチ,하에바루정,haebarumachi,haebarujeong
ヒカワグン,히카와군,hikawagun,hikawagun
ヒロシヒトシ,고닌,hiroshihitoshi,gonin
カンゴケイクモ,진고케이운,kangokeikumo,jingokeiun
レイカメ,레이키,reikame,reiki
ヨウロウ,요로,yourou,yoro
ホウブンシャ,호분샤,houbunsha,hobunsya
ホウシ,호시료칸,houshi,hosiryokan
ハガグン,하가군,hagagun,hagagun
ヤスカズ,안나,yasukazu,anna
ブンロク,분로쿠,bunroku,bunroku
ニッポンユウセイコウシャ,일본우정공사,nipponyuuseikousha,ilbonujeonggongsa
ワドウ,와도,wadou,wado
ボタモチ,보타모치,botamochi,botamoci
センザンセン,센잔선,senzansen,senjanseon
ソーキ,소키,sōki,soki
ウンドウカイ,운동회,undoukai,undonghoe
サンギ,참의,sangi,camyi
カタナカリ,칼사냥,katanakari,kalsanyang
