angela merkel,앙겔라 메르켈,anggelra mereukel
bernhard willhelm,버나드 윌헴,beonadeu wilhem
christoph teinert,크리스토프 타이네르트,keuriseutopeu tainereuteu
milly reuter,밀리 로이터,milri roiteo
manfred müller,만프레트 뮐러,manpeureteu mwilreo
fabian gerber,파비안 게르버,pabian gereubeo
nick markakis,닉 마케이키스,nig makeikiseu
franz gerber,프란츠 게르버,peuranceu gereubeo
emmy beckmann,에미 베크만,emi bekeuman
felix luz,펠릭스 루츠,pelrigseu ruceu
maritta politz,마리타 폴리츠,marita polriceu
isabelle graw,이자벨 그로,ijabel geuro
charlotte berger,샤를로테 베르거,syareulrote bereugeo
florian jahr,플로리안 자르,peulrorian jareu
andrzej buncol,안제이 분촐,anjei buncol
christian betsch,크리스티안 베치,keuriseutian beci
chris harms,크리스 함스,keuriseu hamseu
knut schubert,크누트 슈베르트,keunuteu syubereuteu
christian brand,크리스티안 브란트,keuriseutian beuranteu
florian fitz,플로리안 피츠,peulrorian piceu
christian bruhn,크리스천 브룬,keuriseuceon beurun
christian bömkes,크리스티안 뵘케스,keuriseutian boemkeseu
christian weygand,크리스티안 바이간트,keuriseutian baiganteu
burak yiğit,뷰익이 위트,byuigi witeu
christian fromm,크리스티안 프롬,keuriseutian peurom
christiane leuchtmann,크리스티안 류츠만,keuriseutian ryuceuman
christiane reiff,크리스티안 리프,keuriseutian ripeu
christel schulz,크리스텔 슐츠,keuriseutel syulceu
christina hecke,크리스티나 헤케,keuriseutina heke
claudelle deckert,클라우델레 데케르트,keulraudelre dekereuteu
christian holzer,크리스티안 홀처,keuriseutian holceo
claudia effenberg,클라우디아 에펜베르크,keulraudia epenbereukeu
wilhelm schlink,빌헬름 슐링크,bilhelreum syulringkeu
st pauli,장크트 파울리,jangkeuteu paulri
hafencity,하펜시티,hapensiti
hamburgmitte,함부르크미테,hambureukeumite
altona,알토나,altona
olsberg,올스베르크,olseubereukeu
olpe,올페,olpe
deutsche gebärdensprache,독일 수화,dogil suhwa
winterberg,빈터베르크,binteobereukeu
radevormwald,라데보름발트,radeboreumbalteu
waldbröl,발트브뢸,balteubeuroel
altbach,알트바흐,alteubaheu
maybach,마이바흐,maibaheu
weißenfels,바이센펠스,baisenpelseu
deutschisraelische beziehungen,독일이스라엘 관계,dogiliseurael gwangye
wunstorf,분스도르프,bunseudoreupeu
friedland,프리들란트,peurideulranteu
völklingen,푈클링겐,poelkeulringgen
mettmann,메트만,meteuman
schorndorf,쇼른도르프,syoreundoreupeu
ettlingen,에틀링겐,eteulringgen
neuisenburg,노이이젠부르크,noiijenbureukeu
emsdetten,엠스데텐,emseudeten
langen,랑겐,ranggen
lüdinghausen,뤼딩하우젠,rwidinghaujen
mister gay world,미스터 게이 월드,miseuteo gei weoldeu
tuttlingen,투틀링겐,tuteulringgen
schönebeck,쇠네베크,soenebekeu
troisdorf,트로이스도르프,teuroiseudoreupeu
dietzenbach,디첸바흐,dicenbaheu
reichstagsgebäude,국회의사당,gughoeyisadang
ballenstedt,발렌슈테트,balrensyuteteu
wermsdorf,베름스도르프,bereumseudoreupeu
maxmorlockstadion,프랑켄슈타디온,peurangkensyutadion
deutsches institut für normung,독일 공업 규격 위원회,dogil gongeob gyugyeog wiweonhoe
rheinberg,라인베르크,rainbereukeu
stavenhagen,슈타벤하겐,syutabenhagen
meerbusch,메어부슈,meeobusyu
forchheim,포르히하임,poreuhihaim
achim,아힘,ahim
kap arkona,케이프 아르코나,keipeu areukona
kettwig,케트비히,keteubihi
hermaringen,헤르마링겐,hereumaringgen
winterbach,빈터바흐,binteobaheu
bayerischer wald,바이에른의 숲,baiereunyi sup
eberhard karls universität tübingen,튀빙겐 에버하르트 카를 대학교,twibinggen ebeohareuteu kareul daehaggyo
thüringer wald,튀링겐 숲,twiringgen sup
jüten,주트족,juteujog
berliner siegessäule,베를린 전승기념탑,bereulrin jeonseungginyeomtab
polydor records,폴리도르 레코드,polridoreu rekodeu
deutschrussische beziehungen,독일러시아 관계,dogilreosia gwangye
merkur spielarena,에스프리 아레나,eseupeuri arena
atp hamburg,독일 오픈,dogil opeun
ig farben,파르벤 이익공동체,pareuben iiggongdongce
spartakusbund,스파르타쿠스단,seupareutakuseudan
merck,메르크,mereukeu
neustrelitz,노이슈트렐리츠,noisyuteurelriceu
landkreis havelland,하벨란트 군,habelranteu gun
haus hannover,하노버 왕가,hanobeo wangga
landkreis oberhavel,오베르하벨 군,obereuhabel gun
landkreis teltowfläming,텔토프플레밍 군,teltopeupeulreming gun
unterschleißheim,운터슐라이스하임,unteosyulraiseuhaim
kreis wesel,베젤 군,bejel gun
zisterzienserabtei maulbronn,마울브론 수도원,maulbeuron sudoweon
spandau,슈판다우,syupandau
charlottenburgwilmersdorf,샤를로텐부르크빌머스도르프,syareulrotenbureukeubilmeoseudoreupeu
kleinmachnow,클라인마하노,keulrainmahano
friesen,프리젠족,peurijenjog
ubahn hamburg,함부르크 지하철,hambureukeu jihaceol
leonberg,레온베르크,reonbereukeu
böblingen,뵈블링엔,boebeulringen
maulburg,마울부르크,maulbureukeu
filderstadt,필더스타드,pildeoseutadeu
grünstadt,그륀슈타트,geurwinsyutateu
halberstadt,하버슈타트,habeosyutateu
battenberg,바텐베르크,batenbereukeu
hochtaunuskreis,호흐타우누스군,hoheutaunuseugun
berg,베르크,bereukeu
großhartmannsdorf,그로스하르트만스도르프,geuroseuhareuteumanseudoreupeu
paulaner,파울라너,paulraneo
ramstein air base,램스타인 공군 기지,raemseutain gonggun giji
döbeln,되벨른,doebelreun
wülfrath,뷜프라트,bwilpeurateu
weihenstephan,바이엔슈테판,baiensyutepan
schmiedeberg,슈미데베르크,syumidebereukeu
charlottenburg,샤를로텐부르크,syareulrotenbureukeu
mercedesbenz group,메르세데스벤츠 그룹,mereusedeseubenceu geurub
nürnberger prozesse,뉘른베르크 재판,nwireunbereukeu jaepan
moritzburg,모리츠부르크,moriceubureukeu
bürgermeister,수령,suryeong
grünwald,그륀발트,geurwinbalteu
deutschukrainische beziehungen,독일우크라이나 관계,dogilukeuraina gwangye
mitte,미테,mite
ubahn frankfurt,프랑크푸르트 지하철,peurangkeupureuteu jihaceol
ubahn münchen,뮌헨 지하철,mwinhen jihaceol
us army europe,미국 유럽아프리카 육군,migug yureobapeurika yuggun
metropolregion rheinruhr,라인루르 대도시권,rainrureu daedosigweon
manessische handschrift,마네세 법전,manese beobjeon
waldeck,발데크,baldekeu
universität greifswald,그라이프스발트 대학교,geuraipeuseubalteu daehaggyo
hüllhorst,휠호르스트,hwilhoreuseuteu
munich re,뮤닉 리,myunig ri
zusmarshausen,추스마르스하우젠,cuseumareuseuhaujen
blomberg,블롬베르크,beulrombereukeu
bad münstereifel,바트 뭰스터아이펠,bateu mwenseuteoaipel
neandertal,네안더탈,neandeotal
markranstädt,마르크란슈테트,mareukeuransyuteteu
alpina,알피나,alpina
brakel,브라켈,beurakel
wachtendonk,바히텐동크,bahitendongkeu
zell,첼,cel
bischofswiesen,비쇼프스비젠,bisyopeuseubijen
leichlingen,라이힐링겐,raihilringgen
ergoldsbach,에르골츠바흐,ereugolceubaheu
schliersee,슐리르제,syulrireuje
schwabing,슈바빙,syubabing
tegernsee,타게른제,tagereunje
ortsteil,오르츠타일,oreuceutail
schöppenstedt,쇠펜슈테트,soepensyuteteu
waldfriedhof münchengroßhadern,뮌헨 발트프리트호프,mwinhen balteupeuriteuhopeu
deutschniederländische beziehungen,네덜란드독일 관계,nedeolrandeudogil gwangye
anhaltköthen,안할트쾨텐,anhalteukoeten
münchenunterhaching,운터하힝,unteohahing
preußen münster,프로이센 뮌스터,peuroisen mwinseuteo
benediktinerabtei neresheim,네레스하임 수도원,nereseuhaim sudoweon
dflligapokal,리가포칼,rigapokal
schloss elmau,슐로스 엘마우,syulroseu elmau
worpswede,보릅스베데,boreubseubede
kreuzberg,크로이츠베르크,keuroiceubereukeu
kitzingen,키칭엔,kicingen
schöneberg,쇠네베르크,soenebereukeu
bundesautobahn,아우토반,autoban
kalk,칼크,kalkeu
bogenhausen,보겐하우젠,bogenhaujen
freisinnige volkspartei,독일 자유사상당,dogil jayusasangdang
pfalz,팔츠,palceu
wanneeickel,바네아이켈,baneaikel
rechtsextremismus in deutschland,독일의 극우 정치,dogilyi geugu jeongci
sixtinische madonna,시스티나 성모,siseutina seongmo
wahl in deutschland,독일 선거 제도,dogil seongeo jedo
tiergarten,티어가르텐,tieogareuten
kaltennordheim,칼텐노르트하임,kaltennoreuteuhaim
biblis,비블리스,bibeulriseu
aktiengesellschaft,악티엔게젤샤프트,agtiengejelsyapeuteu
sigma elektro,시그마 스포츠,sigeuma seupoceu
britz,브리츠,beuriceu
porz,포르츠,poreuceu
animalbase,애니멀베이스,aenimeolbeiseu
uerdingen,위어딩겐,wieodinggen
entente florale,꽃들의 협상,ggocdeulyi hyeobsang
elze,엘체,elce
avira,아비라,abira
calw,칼브,kalbeu
templin,템플린,tempeulrin
vergewaltigungen im besetzten deutschland,독일 점령 기간의 강간,dogil jeomryeong giganyi ganggan
schmalkalden,슈말칼덴,syumalkalden
walsrode,발스로데,balseurode
gernsbach,게른스바흐,gereunseubaheu
strausberg,슈타우스베르크,syutauseubereukeu
heide,하이데,haide
peißenberg,파이센베르크,paisenbereukeu
nesselwang,네셀방,neselbang
wolgast,볼가스트,bolgaseuteu
kronach,크로나흐,keuronaheu
varel,파렐,parel
thale,탈레,talre
röttingen,뢰팅겐,roetinggen
luckau,루카우,rukau
ueckermünde,위케르뮌데,wikereumwinde
kirrberg,키어베르크,kieobereukeu
wittenburg,비텐부르크,bitenbureukeu
preetz,프레츠,peureceu
universität bremen,브레멘 대학교,beuremen daehaggyo
ettenheim,에텐하임,etenhaim
feldafing,펠다핑,peldaping
hornberg,호른베르크,horeunbereukeu
gundremmingen,군트레밍겐,gunteureminggen
dürrhennersdorf,뒤어헤너스도르프,dwieoheneoseudoreupeu
französische botschaft in berlin,주 독일 프랑스 대사관,ju dogil peurangseu daesagwan
staßfurt,슈타스푸르트,syutaseupureuteu
lunden,룬덴,runden
wirges,비르게스,bireugeseu
karlsbad,칼스바드,kalseubadeu
marktoberdorf,마르크도버도르프,mareukeudobeodoreupeu
lindenberg im allgäu,린덴베르크 임 알고이,rindenbereukeu im algoi
krün,크륀,keurwin
plattling,플라틀링,peulrateulring
parsberg,파르스베르크,pareuseubereukeu
johannesberg,요하네스베르크,yohaneseubereukeu
künzelsau,퀸첼자우,kwinceljau
elchingen,엘힝겐,elhinggen
wiefelstede,비펠슈테데,bipelsyutede
deutschjapanische beziehungen,독일일본 관계,dogililbon gwangye
salzbergen,잘츠베르겐,jalceubereugen
havelberg,하벨베르크,habelbereukeu
bergkirchen,베르크키르헨,bereukeukireuhen
nebra,네브라,nebeura
tutzing,투칭,tucing
hinterzarten,힌터차르텐,hinteocareuten
münsingen,뮌징겐,mwinjinggen
gatow,가토,gato
goldbach,골트바흐,golteubaheu
renchen,렌헨,renhen
friedberg,프리트베르그,peuriteubereugeu
oberschönau,오버쇠나우,obeosoenau
sachsenbrunn,작센브룬,jagsenbeurun
mitteleuropäisches tiefland,북유럽 평원,bugyureob pyeongweon
usingen,위징겐,wijinggen
wintershall,빈터스할,binteoseuhal
nauen,나우엔,nauen
mainzkastel,마인츠카스텔,mainceukaseutel
deutschfranzösische beziehungen,독일프랑스 관계,dogilpeurangseu gwangye
eichwalde,아이히발데,aihibalde
chinesischdeutsche beziehungen,독일중화인민공화국 관계,dogiljunghwainmingonghwagug gwangye
bersteland,베르스텔란트,bereuseutelranteu
rotgrüne koalition,적록 연정,jeogrog yeonjeong
niederaula,니더라울라,nideoraulra
rauschenberg,라우셴베르크,rausyenbereukeu
wriezen,브리첸,beuricen
bruchköbel,브루흐쾨벨,beuruheukoebel
obertshausen,오베르츠하우젠,obereuceuhaujen
neuzelle,노이젤래,noijelrae
heilbad heiligenstadt,하일바트 하일리겐슈타트,hailbateu hailrigensyutateu
niedersächsische staats und universitätsbibliothek göttingen,괴팅겐 니더작센 주립 겸 대학도서관,goetinggen nideojagsen jurib gyeom daehagdoseogwan
polch,폴흐,polheu
feldjäger,야전엽병,yajeonyeobbyeong
jesteburg,예스테부르크,yeseutebureukeu
weilburg,바일부르크,bailbureukeu
stadtallendorf,슈타탈렌도르프,syutatalrendoreupeu
ministerialrat,사무차관,samucagwan
kabinett kiesinger,키징거 내각,kijinggeo naegag
leibniz universität hannover,라이프니츠 하노버 대학교,raipeuniceu hanobeo daehaggyo
kraussmaffei wegmann,크라우스마페이 베그만,keurauseumapei begeuman
ubahn nürnberg,뉘른베르크 지하철,nwireunbereukeu jihaceol
breitscheidplatz,브라이트샤이트플라츠,beuraiteusyaiteupeulraceu
ariola,아리올라,ariolra
obergermanischraetischer limes,리메스 게르마니쿠스,rimeseu gereumanikuseu
nationaltheater münchen,뮌헨 국립극장,mwinhen gugribgeugjang
birkenstock,비르켄슈토크,bireukensyutokeu
unionsparteien,우니온,union
germania,게르마니아,gereumania
wittenbergplatz,비텐베르크플라츠,bitenbereukeupeulraceu
residenz münchen,레지덴츠 궁전,rejidenceu gungjeon
stapelburg,슈타펠부르크,syutapelbureukeu
steyerberg,슈타이어베르크,syutaieobereukeu
glashütter uhrenbetrieb,글라스휘테 오리기날,geulraseuhwite original
elberfeld,엘버펠트,elbeopelteu
konzerthaus berlin,콘체르트하우스 베를린,koncereuteuhauseu bereulrin
bertelsmann music group,베르텔스만 뮤직 그룹,bereutelseuman myujig geurub
cronenberg,크로넨베르크,keuronenbereukeu
schwerbelastungskörper,슈베르벨라스퉁스쾨르퍼,syubereubelraseutungseukoereupeo
steinfeld,슈타인펠트,syutainpelteu
krombacher brauerei,크롬바커 바이젠,keurombakeo baijen
lüchow,뤼호,rwiho
berlinwedding,베딩,beding
deutsches archäologisches institut,독일 고고학 연구소,dogil gogohag yeonguso
rowenta,로벤타,robenta
piranha bytes,피라냐 바이츠,piranya baiceu
berufliches gymnasium,마이스터 고등학교,maiseuteo godeunghaggyo
deutschtürkische beziehungen,독일터키 관계,dogilteoki gwangye
bitterfeld,비터펠드,biteopeldeu
limburg,림뷔르흐,rimbwireuheu
bisten,비스텐,biseuten
wiederstedt,비더슈테트,bideosyuteteu
eichenwaldgraben,아이헨발트그라벤,aihenbalteugeuraben
spanische botschaft in berlin,주 독일 스페인 대사관,ju dogil seupein daesagwan
dennewitz,데네비츠,denebiceu
humboldtforschungspreis,훔볼트상,humbolteusang
hinterkaifeck,힌터카이펙,hinteokaipeg
deutschthailändische beziehungen,독일태국 관계,dogiltaegug gwangye
bruchstraße,브룩스슈트라세,beurugseusyuteurase
bundeswehrkommando ost,연방군 동부사령부,yeonbanggun dongbusaryeongbu
chinesische botschaft in berlin,주 독일 중국 대사관,ju dogil junggug daesagwan
closed,클로즈드,keulrojeudeu
bhutanischdeutsche beziehungen,독일부탄 관계,dogilbutan gwangye
dänischdeutsche beziehungen,덴마크독일 관계,denmakeudogil gwangye
deutschisländische beziehungen,독일아이슬란드 관계,dogilaiseulrandeu gwangye
deutschgriechische beziehungen,그리스독일 관계,geuriseudogil gwangye
deutschnordkoreanische beziehungen,독일조선민주주의인민공화국 관계,dogiljoseonminjujuyiinmingonghwagug gwangye
volkmarsdorf,폴크마르스도르프,polkeumareuseudoreupeu
stockdorf,슈토크도르프,syutokeudoreupeu
aleppozimmer,알레포실,alreposil
deutsche fußball liga,독일 축구 연맹,dogil cuggu yeonmaeng
freiheitsstrafe,자유형,jayuhyeong
oberwesterwaldkreis,오버베스테르발트,obeobeseutereubalteu
eberstadt,에버슈타트,ebeosyutateu
transport in deutschland,독일의 대중 교통,dogilyi daejung gyotong
erlabrunn,에를라브룬,ereulrabeurun
untermhaus,운터름하우스,unteoreumhauseu
nordwesteuropa,북서유럽,bugseoyureob
normalhöhennull,표준표고영점,pyojunpyogoyeongjeom
neue stimmen,노이에 슈팀멘,noie syutimmen
nürnberger dialekt,뉘름베르크 방언,nwireumbereukeu bangeon
hanausteinheim,하나우슈타인하임,hanausyutainhaim
heldburg,헬드부르크,heldeubureukeu
helenenstraße,헬레넨슈트라세,helrenensyuteurase
hasselsweiler,하셀스바일러,haselseubailreo
johannisfriedhof,요하니스프리트호프,yohaniseupeuriteuhopeu
pixabay,픽사베이,pigsabei
kinopolis,키노폴리스,kinopolriseu
kommando heer,독일 육군사령부,dogil yuggunsaryeongbu
kanadischdeutsche beziehungen,독일캐나다 관계,dogilkaenada gwangye
lüthorst,뤼토르스트,rwitoreuseuteu
militärische ausbildungsstätte,독일 사관학교,dogil sagwanhaggyo
lufttransportkommando,항공수송사령부,hanggongsusongsaryeongbu
mediadesign hochschule,미디어디자인 대학교,midieodijain daehaggyo
mossenbergwöhren,모센베르크뵈흐렌,mosenbereukeuboeheuren
berlinmitte,미테,mite
artweaver,아트위버,ateuwibeo
rechtspfleger,법정관계자,beobjeonggwangyeja
sascom,특수탄약지원사령부,teugsutanyagjiweonsaryeongbu
sauo,자우오,jauo
transfermarkt,트랜스퍼마크트,teuraenseupeomakeuteu
mediamarkt,메디아마아크트,mediamaakeuteu
deutsche renaissance,독일 르네상스,dogil reunesangseu
