gerónimo,제로니모,jeronimo
david corbi,다비드 과포,dabideu gwapo
jerónimo churriguera,헤로니모 추리게라,heronimo curigera
diana lázaro,다이애나 라자로,daiaena rajaro
delhy tejero,델리 테헤로,delri tehero
jesús cabrero,헤수스 카브레로,hesuseu kabeurero
vanesa martín,바네사 마르틴,banesa mareutin
juan ramón rallo,후안 라몬 라요,huan ramon rayo
joan tena,조안 테나,joan tena
manolo garcía,마놀로 가르시아,manolro gareusia
juanra fernández,후안라 페르난데스,huanra pereunandeseu
josé de cáseda,호세 데 카세다,hose de kaseda
mariano rubio,마리아노 루비오,mariano rubio
pedro núñez morgades,페드로 누녜스 모르가데스,pedeuro nunyeseu moreugadeseu
pedro sempson,페드로 셈슨,pedeuro semseun
luis hacha,루이스 하차,ruiseu haca
mila ximénez,밀라 시메네스,milra simeneseu
marián álvarez,마리안 알바레스,marian albareseu
marta guerras,마르타 게라스,mareuta geraseu
luis lorenzo crespo,루이스 로렌조 크레스포,ruiseu rorenjo keureseupo
martín gálvez,마르틴 갈베스,mareutin galbeseu
nani gaitán,나니 가이탄,nani gaitan
ricardo solans,리카르도 솔란스,rikareudo solranseu
javier hernanz,하비에르 에르난데스,habiereu ereunandeseu
joaquín calderón,호아킨 칼데론,hoakin kalderon
salvador vidal,살바도르 비달,salbadoreu bidal
santiago posteguillo,산티아고 포스테기요,santiago poseutegiyo
luis garicano,루이스 가리카노,ruiseu garikano
cristina urgel,크리스티나 우르겔,keuriseutina ureugel
teófilo martínez,테피필 마르티네스,tepipil mareutineseu
sergio garabato,세르히오 가라바토,sereuhio garabato
maría del mar,마리아 델 마르,maria del mareu
urbán de vargas,우르반 데 바르가스,ureuban de bareugaseu
susana díaz,수사나 디아스,susana diaseu
vincente gomez,비센테 고메스,bisente gomeseu
victoria losada,비키 로사다,biki rosada
sonsoles suárez,손솔레스 수아레스,sonsolreseu suareseu
xavier vilalta,사비에르 빌랄타,sabiereu bilralta
elena soriano,엘레나 소리아노,elrena soriano
álvaro martín,알바로 마르틴,albaro mareutin
àlex pascual,알렉스 파스꾸알,alregseu paseuggual
miguel ángel solá,미겔 앙헬 솔라,migel anghel solra
natalie korneitsik,나탈리에 코르네이치크,natalrie koreuneicikeu
nathalie seseña,나탈리 세세냐,natalri sesenya
alberto de churriguera,알베르토 데 추리게라,albereuto de curigera
pablo rodríguez,파블로 로드리게스,pabeulro rodeurigeseu
pablo carreño busta,파블로 카레뇨 부스타,pabeulro karenyo buseuta
ana morgade,아나 모르가데,ana moreugade
paloma bloyd,팔로마 블로이드,palroma beulroideu
pedro gómez labrador,페드로 고메스 라브라도,pedeuro gomeseu rabeurado
pedro llorente,페드로 요렌테,pedeuro yorente
pedro cavadas,페드로 카바다스,pedeuro kabadaseu
pepe imaz,페페 이마스,pepe imaseu
ismael bardisa,이스마엘 바르디사,iseumael bareudisa
antonio altarriba,안토니오 알타리바,antonio altariba
jonathan ñíguez,호나탄 니게스,honatan nigeseu
rafael riqueni,라파엘 리케니,rapael rikeni
ramón ferreñac,라몬 페레냐크,ramon perenyakeu
rebeca,레베카,rebeka
renata tarragó,레나타 타라고,renata tarago
ariadne artiles,아드리아네 아르틸레스,adeuriane areutilreseu
marta angelat,마르타 안젤라,mareuta anjelra
santi amodeo,산티 아모데오,santi amodeo
santiago mina,산티 미나,santi mina
meritxell batet,메리첼 바테트,mericel bateteu
nacho guerreros,나초 게레로스,naco gereroseu
mónica lópez,모니카 로페즈,monika ropejeu
núria gago,누리아 가고,nuria gago
iñaki miramón,이냐키 미라몬,inyaki miramon
nicolás churriguera,니콜라스 추리게라,nikolraseu curigera
tomas marin,토마스 마린,tomaseu marin
juan camus,후안 카무스,huan kamuseu
juan ignacio de iztueta,후안 이그나시오 데 이즈투에타,huan igeunasio de ijeutueta
elena irureta,엘레나 이레레타,elrena irereta
francesc colomer,프란세스크 콜로메르,peuranseseukeu kolromereu
inés parís,이네스 파리스,ineseu pariseu
pepe brand,페페 브란드,pepe beurandeu
jonathan lópez,호나탄 로페스,honatan ropeseu
lois peña novo,로이스 페냐 노보,roiseu penya nobo
antonino sala,안톨리 살라,antolri salra
luis posada,루이스 포사다,ruiseu posada
luis posada mendoza,루이스 포사다 멘도사,ruiseu posada mendosa
josé maría angelat,요셉 마리아 안젤라,yoseb maria anjelra
luis ángel rojo,루이스 앙헬 로호,ruiseu anghel roho
luis planas,루이스 플라나스,ruiseu peulranaseu
sílvia pérez cruz,실비아 페레스 크루스,silbia pereseu keuruseu
miguel gallardo,미겔 가야르도,migel gayareudo
tomás genovés y lapetra,토마스 헤노베스 이 라페트라,tomaseu henobeseu i rapeteura
monti castiñeiras,몬티 카스티네이라스,monti kaseutineiraseu
àlex casademunt,알렉스 카자데문,alregseu kajademun
nacho fresneda,나초 프레스네다,naco peureseuneda
pedro alonso,페드로 알론소,pedeuro alronso
josé garcía hernández,호세 가르시아 에르난데스,hose gareusia ereunandeseu
tania llasera,타니아 야세라,tania yasera
nicolás ledesma,니콜라스 레데스마,nikolraseu redeseuma
belén hoyo,벨렌 오요,belren oyo
manuel amechazurra,마누엘 아메차수라,manuel amecasura
francisco secanilla,프란시스코 세카니야,peuransiseuko sekaniya
aitor gabilondo,아이토르 가빌론도,aitoreu gabilrondo
aurelia lumbreras,아우렐리아 룸브레라스,aurelria rumbeureraseu
javier ziaurriz,하비에르 시아우리스,habiereu siauriseu
pedro díaz ultzurrun etxarte,페드로 디아스 데 울추룬,pedeuro diaseu de ulcurun
eustakio mendizabal,에우스타키오 멘디사발,euseutakio mendisabal
abe rábade,아베 라바데,abe rabade
ixiar rozas elizalde,익시아 로자스 엘리잘데,igsia rojaseu elrijalde
manuel sagarzazu,마누엘 사가르사수,manuel sagareusasu
amador rodríguez,아마도르 로드리게스,amadoreu rodeurigeseu
jorge franco alviz,호르헤 프랑코 알비스,horeuhe peurangko albiseu
jorge giménez,호르헤 히메네스,horeuhe himeneseu
antonio campos ruiz,안토니오 캄포스 루이스,antonio kamposeu ruiseu
cristian portugués,크리스티안 포르투게스,keuriseutian poreutugeseu
rubén sobrinas,루벤 소브리노,ruben sobeurino
josé jiménez villarejo,호세 히메네스 비야레호,hose himeneseu biyareho
xavier prats monné,샤비에르 프라츠 모네,syabiereu peuraceu mone
fernando gonzález molina,페르난도 곤살레스 몰리나,pereunando gonsalreseu molrina
arturo tamayo,아르투로 타마요,areuturo tamayo
jesus merino,헤수스 메리노,hesuseu merino
juan pablo garcíaberdoy,후안 파블로 가르시아베르도이,huan pabeulro gareusiabereudoi
adrián expósito,아드리안 엑스포시토,adeurian egseuposito
francisco rodríguez amador,프란시스코 로드리게스 아마도르,peuransiseuko rodeurigeseu amadoreu
virginia torrecilla,비르히니아 토레시야,bireuhinia toresiya
kyko duarte,키코 두아르테,kiko duareute
francisco nortes,프란시스코 북부,peuransiseuko bugbu
daniel garcía carrillo,다니엘 가르시아 카리요,daniel gareusia kariyo
josé antonio rosillo,호세 안토니오 로시요,hose antonio rosiyo
antonio humanes,안토니오 우마네스,antonio umaneseu
mireia montávez,미레이아 몬타베스,mireia montabeseu
boré buika,보레 부이카,bore buika
maría picasso y lópez,마리아 피카소 이 로페스,maria pikaso i ropeseu
carles trepat,카를레스 트레파트,kareulreseu teurepateu
álvaro cebreiro,알바로 세브레이로,albaro sebeureiro
hipólito suárez,이폴리토 수아레스,ipolrito suareseu
juli soler,줄리 솔러,julri solreo
juancho hernangómez,후안 에르난고메스,huan ereunangomeseu
santiago arróspide sarasola,산티아고 아로스피데 사라솔라,santiago aroseupide sarasolra
maría de quiñones,마리아 데 키뇨네스,maria de kinyoneseu
jordi fernández,조르디 페르난데스,joreudi pereunandeseu
kiko matamoros,키코 마타모로스,kiko matamoroseu
brian cross,브라이언 크로스,beuraieon keuroseu
benjamín prades,벤자민 프라데스,benjamin peuradeseu
soledad cazorla prieto,솔레닫 까쏘를라 쁘리에또,solredad ggassoreulra bbeurieddo
ciriaco jiménez ugalde,시리아코 히메네스 우갈데,siriako himeneseu ugalde
tamara gorro,타마라 고로,tamara goro
francisco de robles,프란시스코 데 로블레스,peuransiseuko de robeulreseu
martin merquelanz,마르틴 메르켈란스,mareutin mereukelranseu
paula badosa,파울라 바도사,paulra badosa
valentín metón,발렌틴 메톤,balrentin meton
sandra barrera martín,산드라 바레라 마르틴,sandeura barera mareutin
alex remiro,알렉스 레미로,alregseu remiro
vicente cárcel orti,비센테 카르셀 오르티,bisente kareusel oreuti
carmelo larrea,카르멜로 라레아,kareumelro rarea
alvar gordejuela,알바르 고르데후엘라,albareu goreudehuelra
ariadna jiménez,아리아드나 히메네즈,ariadeuna himenejeu
carles aleña,카를레스 알레냐,kareulreseu alrenya
david soria,다비드 소리아,dabideu soria
míriam nogueras,미리암 노게라스,miriam nogeraseu
álvaro augustín,알바로 아우구스틴,albaro auguseutin
miki esparbé,미키 에스파르베,miki eseupareube
julia alcayde montoya,훌리아 알카이데 몬토야,hulria alkaide montoya
jorge martínez reverte,호르헤 마르티네스 레베르테,horeuhe mareutineseu rebereute
jose el peruano,디에고 마르티네스 페나스,diego mareutineseu penaseu
rodrigo sorogoyen,로드리고 소로고옌,rodeurigo sorogoyen
andrea pereira,안드레아 페레이라,andeurea pereira
rubén martínez dalmau,루벤 마르티네스 달마우,ruben mareutineseu dalmau
óscar barberán,오스카 바르베란,oseuka bareuberan
mario vilella martínez,마리오 빌레야 마르티네스,mario bilreya mareutineseu
alex sans vega,알렉상드르 산스 베가,alregsangdeureu sanseu bega
rebeka masarova,레베카 마사로바,rebeka masaroba
mario garcía,마리오 가르시아,mario gareusia
lorenzo beteta,로렌조 베테타,rorenjo beteta
catherina martínez,캐서린 마르티네스,kaeseorin mareutineseu
olga parres azcoitia,올가  파레스 아스코이티아,olga  pareseu aseukoitia
luis caruncho,루이스 카룬초,ruiseu karunco
íngrid garcía jonsson,잉리드 가르시아 욘손,ingrideu gareusia yonson
miguel antelo,미구엘 안텔로,miguel antelro
carlota corredera,카를로타 코레데라,kareulrota koredera
cholo moratalla,콜로 모라탈라,kolro moratalra
himar gonzález,이마르 곤살레스,imareu gonsalreseu
gerónimo del campo,헤로니모 델 캄포,heronimo del kampo
maribel sanz,마리벨 산츠,maribel sanceu
javián antón,하비안 안톤,habian anton
david vázquez álvarez,다비드 바스케스 알바레스,dabideu baseukeseu albareseu
míriam casillas,미리암 카시야스,miriam kasiyaseu
josé maría gallardo del rey,호세 마리아 갈라르도 델 레이,hose maria galrareudo del rei
soledad jiménez,솔레다드 히메네스,solredadeu himeneseu
oriol tarrasón,오리올 타라손,oriol tarason
juan josé arnedo sánchez,후안 호세 아르네도 산체스,huan hose areunedo sanceseu
ángel oliver pina,앙헬 올리베르 피나,anghel olribereu pina
miguel arregui y trecet,미겔 아레기 이 트레세트,migel aregi i teureseteu
miguel falomir faus,미겔 팔로미르 파우스,migel palromireu pauseu
paco claver,파코 클라베르,pako keulrabereu
vernon cansino,버넌 칸시노,beoneon kansino
ferran solé,페란 솔레,peran solre
unai núñez,우나이 누녜스,unai nunyeseu
carmen menayo,카르멘 메나요,kareumen menayo
eneko sagardoy,에네코 세가르도이,eneko segareudoi
georgina rodríguez,조르지나 로드리게스,joreujina rodeurigeseu
jesús posada cacho,헤수스 포사다 카초,hesuseu posada kaco
itziar diez de ultzurrun,이치아르 디에스 데 울추룬,iciareu dieseu de ulcurun
mariona caldentey,마리오나 칼덴테이,mariona kaldentei
patri guijarro,파트리시아 기하로,pateurisia giharo
alberto martín gamero,알베르토 마르틴 가메로,albereuto mareutin gamero
rafael fernández martínez,라파엘 페르난데스 마르티네스,rapael pereunandeseu mareutineseu
antonio campos,안토니오 캄포스,antonio kamposeu
amparo illana,암파로 이야나,amparo iyana
maria vicenta mestre escrivà,마리아 비센타 메스트레 에스크리바,maria bisenta meseuteure eseukeuriba
ema stokholma,에마 스토콜마,ema seutokolma
koldo olabarri,콜도 올라바리,koldo olrabari
álex pina,알렉스 피나,alregseu pina
pablo llarena,파블로 야레나,pabeulro yarena
francisco javier gibert,프란시스코 하비에르 히베르트,peuransiseuko habiereu hibereuteu
carlos mayor oreja,카를로스 마요르 오레하,kareulroseu mayoreu oreha
eduardo gutiérrez,에두아르도 구티에레즈,eduareudo gutierejeu
katarina llambi,카타르나 람비,katareuna rambi
elena martín,엘레나 마르틴,elrena mareutin
pilar juncosa iglesias,필라르 준코사 이글레시아스,pilrareu junkosa igeulresiaseu
salvador barquin,살바도르 바르킨,salbadoreu bareukin
daniel arasanz,다니엘 아란사스,daniel aransaseu
reyes maroto,레예스 마로토,reyeseu maroto
christian contreras,크리스찬 콘트레라스,keuriseucan konteureraseu
cristina bucșa,크리스티나 북샤,keuriseutina bugsya
isidro sala,이시드로 살라,isideuro salra
pablo jarilloherrero,파블로 하리요에레로,pabeulro hariyoerero
érika rodríguez,에리카 로드리게스,erika rodeurigeseu
kidd keo,키드 케오,kideu keo
miguel bernardeau,미겔 베르나르데아우,migel bereunareudeau
laia aleixandri,라이아 알레샨드리,raia alresyandeuri
adrià arnaus,아드리아 아르나우스,adeuria areunauseu
luis gil y ranz,루이스 길 이 란스,ruiseu gil i ranseu
gerardo ortega,헤라르도 오르테가,herareudo oreutega
pol monen,폴 모넨,pol monen
andrew pinder,앤드류 파인더,aendeuryu paindeo
daniel vivian,다니엘 비비안,daniel bibian
josé manuel albares,호세 마누엘 알바레스,hose manuel albareseu
macarena olona choclán,마카레나 올로나 초클란,makarena olrona cokeulran
rosa vicens mas,로사 비센스 마스,rosa bisenseu maseu
lois patiño,로이스 파티뇨,roiseu patinyo
catalina coll,카탈리나 콜,katalrina kol
león olalquiaga,레온 올랄키아가,reon olralkiaga
laura escanes,라우라 에스카네스,raura eseukaneseu
roberto encinas,로베르토 엔시나스,robereuto ensinaseu
anssumane fati,안수 파티,ansu pati
esteban ahn,에스테반 안,eseuteban an
sybilla,시빌라,sibilra
jesús barreda,예수 바레다,yesu bareda
pedro rebollo soria,페드로 레볼로 소리아,pedeuro rebolro soria
joaquín ibáñez de jesús y maría,호아킨 이바녜스 데 헤수스 이 마리아,hoakin ibanyeseu de hesuseu i maria
isabel fernández avanthay,이사벨 페르난데스 아반타이,isabel pereunandeseu abantai
javier palazón,하비에르 팔라손,habiereu palrason
rodri martín,로드리 마틴,rodeuri matin
carlos alcaraz,카를로스 알카라즈,kareulroseu alkarajeu
