김일,金日,jīn rì,gimil
강건,姜健,jiāng jiàn,ganggeon
김정,金仲,jīn zhòng,gimjeong
김철,金哲,jīn zhé,gimceol
남일,南日,nán rì,namil
백석,白石,bái shí,baegseog
허담,许锬,xǔ tán,heodam
김책,金策,jīn cè,gimcaeg
김무정,武亭,wǔ tíng,gimmujeong
서휘,徐辉,xú huī,seohwi
최휘,崔辉,cuī huī,coehwi
최광,崔光,cuī guāng,coegwang
박열,朴烈,pǔ liè,bagyeol
허헌,许宪,xǔ xiàn,heoheon
김옥,金玉,jīn yù,gimog
찰스 로버트 젱킨스,查尔斯·罗伯特·詹金斯,chá ěr sī · luó bǎi tè · zhān jīn sī,calseu robeoteu jengkinseu
최현,崔贤,cuī xián,coehyeon
안길,安吉,ān jí,angil
장철,张哲,zhāng zhé,jangceol
이찬,李灿,lǐ càn,ican
반디,潘迪,pān dí,bandi
임화,林和,lín hé,imhwa
배철,裴哲,péi zhé,baeceol
김웅,金雄,jīn xióng,gimung
청명고등학교,淸明高等学校,qīng míng gāo děng xué xiào,ceongmyeonggodeunghaggyo
양서면,杨西面,yáng xī miàn,yangseomyeon
양양읍,襄阳邑,xiāng yáng yì,yangyangeub
양영중학교,养英中学校,yǎng yīng zhōng xué xiào,yangyeongjunghaggyo
양정고등학교,养正高等学校,yǎng zhèng gāo děng xué xiào,yangjeonggodeunghaggyo
양정동,养正洞,yǎng zhèng dòng,yangjeongdong
양주동,南坊洞,nán fāng dòng,yangjudong
양천고성지,阳川古城遗址,yáng chuān gǔ chéng yí zhǐ,yangceongoseongji
양평경찰서,杨平警察署,yáng píng jǐng chá shǔ,yangpyeonggyeongcalseo
한국석유관리원,韩国石油管理院,hán guó shí yóu guǎn lǐ yuàn,hangugseogyugwanriweon
문의면,文义面,wén yì miàn,munyimyeon
천안고등학교,天安髙等学校,tiān ān gāo děng xué xiào,ceonangodeunghaggyo
천안북중학교,天安北中学校,tiān ān běi zhōng xué xiào,ceonanbugjunghaggyo
천안쌍용고등학교,天安双龙高等学校,tiān ān shuāng lóng gāo děng xué xiào,ceonanssangyonggodeunghaggyo
천천고등학교,泉川高等学校,quán chuān gāo děng xué xiào,ceonceongodeunghaggyo
실상사,实相寺,shí xiāng sì,silsangsa
천현동,泉岘洞,quán xiàn dòng,ceonhyeondong
한국가스안전공사,韩国燃气安全公社,hán guó rán qì ān quán gōng shè,hanguggaseuanjeongongsa
한국갤럽,盖洛普韩国研究公司,gài luò pǔ hán guó yán jiū gōng sī,hanguggaelreob
죽변면,竹边面,zhú biān miàn,jugbyeonmyeon
죽산면,竹山面,zhú shān miàn,jugsanmyeon
중경고등학교,中京高等学校,zhōng jīng gāo děng xué xiào,junggyeonggodeunghaggyo
중동면,中东面,zhōng dōng miàn,jungdongmyeon
중리동,中里洞,zhōng lǐ dòng,jungridong
중방동,中方洞,zhōng fāng dòng,jungbangdong
한국여성단체연합,韩国女性团体联合,hán guó nǚ xìng tuán tǐ lián hé,hangugyeoseongdanceyeonhab
한국여성정책연구원,韩国女性政策硏究院,hán guó nǚ xìng zhèng cè yán jiū yuàn,hangugyeoseongjeongcaegyeonguweon
한국예술고등학교,韩国艺术高等学校,hán guó yì shù gāo děng xué xiào,hangugyesulgodeunghaggyo
펀드코드,韩国预托决济院,hán guó yù tuō jué jì yuàn,peondeukodeu
한국우진학교,韩国又进学校,hán guó yòu jìn xué xiào,hangugujinhaggyo
한국원자력안전기술원,韩国核安全技术院,hán guó hé ān quán jì shù yuàn,hangugweonjaryeoganjeongisulweon
창원문성고등학교,文星高中,wén xīng gāo zhōng,cangweonmunseonggodeunghaggyo
창원문성대학교,昌原文星大学校,chāng yuán wén xīng dà xué xiào,cangweonmunseongdaehaggyo
수곡동,秀谷洞,xiù gǔ dòng,sugogdong
수락고등학교,水落高等学校,shuǐ luò gāo děng xué xiào,suraggodeunghaggyo
수로왕릉,首露王陵,shǒu lù wáng líng,surowangreung
수륜면,修伦面,xiū lún miàn,suryunmyeon
수리동,修理洞,xiū lǐ dòng,suridong
수리고등학교,秀理高中,xiù lǐ gāo zhōng,surigodeunghaggyo
수봉도서관,寿凤图书馆,shòu fèng tú shū guǎn,subongdoseogwan
명호고등학교,鸣湖高等学校,míng hú gāo děng xué xiào,myeonghogodeunghaggyo
모라동,毛罗洞,máo luó dòng,moradong
모충동,慕忠洞,mù zhōng dòng,mocungdong
목릉,穆陵,mù líng,mogreung
목운중학교,木云中学校,mù yún zhōng xué xiào,mogunjunghaggyo
목원동,湖南洞,hú nán dòng,mogweondong
목천읍,木川邑,mù chuān yì,mogceoneub
음봉면,阴峰面,yīn fēng miàn,eumbongmyeon
의당면,仪堂面,yí táng miàn,yidangmyeon
의령읍,宜宁邑,yí níng yì,yiryeongeub
효자동,孝子洞,xiào zǐ dòng,hyojadong
국립정신건강센터,国立精神健康中心,guó lì jīng shén jiàn kāng zhōng xīn,gugribjeongsingeongangsenteo
조안면,鸟安面,niǎo ān miàn,joanmyeon
조운동,朝云洞,cháo yún dòng,joundong
조천읍,朝天邑,cháo tiān yì,joceoneub
양감면,杨甘面,yáng gān miàn,yanggammyeon
향남읍,乡南邑,xiāng nán yì,hyangnameub
향남고등학교,鄕南高等学校,xiāng nán gāo děng xué xiào,hyangnamgodeunghaggyo
현남면,县南面,xiàn nán miàn,hyeonnammyeon
현내면,县内面,xiàn nèi miàn,hyeonnaemyeon
현대청운중학교,现代淸云中学校,xiàn dài qīng yún zhōng xué xiào,hyeondaeceongunjunghaggyo
현도면,贤都面,xián dōu miàn,hyeondomyeon
조치원읍,鸟致院邑,niǎo zhì yuàn yì,jociweoneub
종근당그룹,钟根堂,zhōng gēn táng,jonggeundanggeurub
덕곡서원,宜宁德谷书院,yí níng dé gǔ shū yuàn,deoggogseoweon
경안고등학교,安东庆安高中,ān dōng qìng ān gāo zhōng,gyeongangodeunghaggyo
경원고등학교,庆元高等学校,qìng yuán gāo děng xué xiào,gyeongweongodeunghaggyo
도은선생집,陶隐先生集,táo yǐn xiān shēng jí,doeunseonsaengjib
해운대관광고등학교,海云台观光高等学校,hǎi yún tái guān guāng gāo děng xué xiào,haeundaegwangwanggodeunghaggyo
수송동,秀松洞,xiù sōng dòng,susongdong
정곡면,正谷面,zhèng gǔ miàn,jeonggogmyeon
정남면,正南面,zhèng nán miàn,jeongnammyeon
정릉,贞陵,zhēn líng,jeongreung
초지동,元时洞,yuán shí dòng,cojidong
추자면,楸子面,qiū zǐ miàn,cujamyeon
추풍령면,秋风岭面,qiū fēng lǐng miàn,cupungryeongmyeon
축산면,丑山面,chǒu shān miàn,cugsanmyeon
춘천고등학교,春川高等学校,chūn chuān gāo děng xué xiào,cunceongodeunghaggyo
청산면,青山面,qīng shān miàn,ceongsanmyeon
청송읍,青松邑,qīng sōng yì,ceongsongeub
남한산성면,南汉山城面,nán hàn shān chéng miàn,namhansanseongmyeon
중부일보,中部日报,zhōng bù rì bào,jungbuilbo
중산고등학교,中山高中,zhōng shān gāo zhōng,jungsangodeunghaggyo
중앙고등학교,中央高等学校,zhōng yāng gāo děng xué xiào,junganggodeunghaggyo
국가공무원인재개발원,国家公务员人材开发院,guó jiā gōng wù yuán rén cái kāi fā yuàn,guggagongmuweoninjaegaebalweon
태성고등학교,泰成高等学校,tài chéng gāo děng xué xiào,taeseonggodeunghaggyo
망포동,网浦洞,wǎng pǔ dòng,mangpodong
태장마루도서관,台章图书馆,tái zhāng tú shū guǎn,taejangmarudoseogwan
태평동,太平洞,tài píng dòng,taepyeongdong
칠금금릉동,漆琴金陵洞,qī qín jīn líng dòng,cilgeumgeumreungdong
한국지역난방공사,韩国地域暖房公社,hán guó dì yù nuǎn fáng gōng shè,hangugjiyeognanbanggongsa
한국직업능력연구원,韩国职业能力开发院,hán guó zhí yè néng lì kāi fā yuàn,hangugjigeobneungryeogyeonguweon
한국철도기술연구원,韩国铁道技术研究院,hán guó tiě dào jì shù yán jiū yuàn,hangugceoldogisulyeonguweon
한국청소년정책연구원,韩国靑少年政策硏究院,hán guó qīng shào nián zhèng cè yán jiū yuàn,hangugceongsonyeonjeongcaegyeonguweon
한국특허정보원,韩国特许情报院,hán guó tè xǔ qíng bào yuàn,hangugteugheojeongboweon
상갈동,上葛洞,shàng gě dòng,sanggaldong
상교동,上桥洞,shàng qiáo dòng,sanggyodong
이서고등학교,伊西高等学校,yī xī gāo děng xué xiào,iseogodeunghaggyo
진천읍,镇川邑,zhèn chuān yì,jinceoneub
진해고등학교,镇海高等学校,zhèn hǎi gāo děng xué xiào,jinhaegodeunghaggyo
진해중학교,镇海中学校,zhèn hǎi zhōng xué xiào,jinhaejunghaggyo
짜파게티,炸酱泡面,zhà jiàng pào miàn,jjapageti
율곡면,栗谷面,lì gǔ miàn,yulgogmyeon
은산면,恩山面,ēn shān miàn,eunsanmyeon
한솔동,扞率洞,hàn lǜ dòng,hansoldong
행운동,幸运洞,xìng yùn dòng,haengundong
서울경제,首尔经济报,shǒu ěr jīng jì bào,seoulgyeongje
서울고등검찰청,首尔高等检察厅,shǒu ěr gāo děng jiǎn chá tīng,seoulgodeunggeomcalceong
서울고등법원,首尔高等法院,shǒu ěr gāo děng fǎ yuàn,seoulgodeungbeobweon
서울고속,首尔高速,shǒu ěr gāo sù,seoulgosog
서울관광고등학교,首尔观光高等学校,shǒu ěr guān guāng gāo děng xué xiào,seoulgwangwanggodeunghaggyo
전의면,全义面,quán yì miàn,jeonyimyeon
전주근영중학교,全州槿暎中学校,quán zhōu jǐn yìng zhōng xué xiào,jeonjugeunyeongjunghaggyo
전주솔내고등학교,全州率内高中,quán zhōu lǜ nèi gāo zhōng,jeonjusolnaegodeunghaggyo
전주여자고등학교,全州女子高中,quán zhōu nǚ zǐ gāo zhōng,jeonjuyeojagodeunghaggyo
울릉고등학교,郁陵高等学校,yù líng gāo děng xué xiào,ulreunggodeunghaggyo
파주읍,坡州邑,pō zhōu yì,pajueub
파평면,坡平面,pō píng miàn,papyeongmyeon
판교동,板桥洞,bǎn qiáo dòng,pangyodong
판교면,板桥面,bǎn qiáo miàn,pangyomyeon
판암동,板岩洞,bǎn yán dòng,panamdong
한국한의학연구원,韩国东方医学研究所,hán guó dōng fāng yī xué yán jiū suǒ,hangughanyihagyeonguweon
한국해양과학기술원,韩国海洋科学技术院,hán guó hǎi yáng kē xué jì shù yuàn,hangughaeyanggwahaggisulweon
한국화장품,韩国化妆品,hán guó huà zhuāng pǐn,hangughwajangpum
한국화학올림피아드,韩国化学奥林匹克竞赛,hán guó huà xué ào lín pǐ kè jìng sài,hangughwahagolrimpiadeu
한남대로,汉南大道,hàn nán dà dào,hannamdaero
한라일보,汉拏日报,hàn ná rì bào,hanrailbo
한림고등학교,翰林高等学校,hàn lín gāo děng xué xiào,hanrimgodeunghaggyo
한국무역보험공사,韩国贸易保险公社,hán guó mào yì bǎo xiǎn gōng shè,hangugmuyeogboheomgongsa
한국문화관광연구원,韩国文化观光硏究院,hán guó wén huà guān guāng yán jiū yuàn,hangugmunhwagwangwangyeonguweon
인천금융고등학교,仁川金融高等学校,rén chuān jīn róng gāo děng xué xiào,inceongeumyunggodeunghaggyo
한국방송통신전파진흥원,韩国放送通信电波振兴院,hán guó fàng sòng tōng xìn diàn bō zhèn xīng yuàn,hangugbangsongtongsinjeonpajinheungweon
한국법제연구원,韩国法制硏究院,hán guó fǎ zhì yán jiū yuàn,hangugbeobjeyeonguweon
한림읍,翰林邑,hàn lín yì,hanrimeub
한반도면,韩半岛面,hán bàn dǎo miàn,hanbandomyeon
한반도평화교섭본부,韩半岛和平交涉本部,hán bàn dǎo hé píng jiāo shè běn bù,hanbandopyeonghwagyoseobbonbu
한산면,闲山面,xián shān miàn,hansanmyeon
한성여자고등학교,汉城女子高等学校,hàn chéng nǚ zǐ gāo děng xué xiào,hanseongyeojagodeunghaggyo
한국자산관리공사,韩国资产管理公社,hán guó zī chǎn guǎn lǐ gōng shè,hangugjasangwanrigongsa
한국잡월드,韩国工作世界,hán guó gōng zuò shì jiè,hangugjabweoldeu
한국중부발전,韩国中部发电,hán guó zhōng bù fā diàn,hangugjungbubaljeon
정의여자고등학교,正义女子高中,zhèng yì nǚ zǐ gāo zhōng,jeongyiyeojagodeunghaggyo
정화여자고등학교,贞和女子高等学校,zhēn hé nǚ zǐ gāo děng xué xiào,jeonghwayeojagodeunghaggyo
제물포고등학교,济物浦高等学校,jì wù pǔ gāo děng xué xiào,jemulpogodeunghaggyo
제이든가든수목원,翡翠花园,fěi cuì huā yuán,jeideungadeunsumogweon
울릉읍,郁陵邑,yù líng yì,ulreungeub
울산동천고등학교,蔚山东川高等学校,wèi shān dōng chuān gāo děng xué xiào,ulsandongceongodeunghaggyo
울산생활과학고등학교,蔚山生活科学高中,wèi shān shēng huó kē xué gāo zhōng,ulsansaenghwalgwahaggodeunghaggyo
울산여자고등학교,蔚山女子高等学校,wèi shān nǚ zǐ gāo děng xué xiào,ulsanyeojagodeunghaggyo
임천향교,林川鄕校,lín chuān xiāng xiào,imceonhyanggyo
충장동,忠壮洞,zhōng zhuàng dòng,cungjangdong
충주예성여자고등학교,忠州蘂城女高等,zhōng zhōu ruǐ chéng nǚ gāo děng,cungjuyeseongyeojagodeunghaggyo
충청지방통계청,忠淸地方统计厅,zhōng qīng dì fāng tǒng jì tīng,cungceongjibangtonggyeceong
친선고속,亲善高速,qīn shàn gāo sù,cinseongosog
토성면,土城面,tǔ chéng miàn,toseongmyeon
통영고등학교,统营高等学校,tǒng yíng gāo děng xué xiào,tongyeonggodeunghaggyo
통진읍,通津邑,tōng jīn yì,tongjineub
퇴계동,退溪洞,tuì xī dòng,toegyedong
평동,古索洞,gǔ suǒ dòng,pyeongdong
권선동,劝善洞,quàn shàn dòng,gweonseondong
신봉동,新凤洞,xīn fèng dòng,sinbongdong
진명여자고등학교,进明女子高等学校,jìn míng nǚ zǐ gāo děng xué xiào,jinmyeongyeojagodeunghaggyo
충남중학교,忠南中学校,zhōng nán zhōng xué xiào,cungnamjunghaggyo
충청남도경찰청,忠清南道地方警察厅,zhōng qīng nán dào dì fāng jǐng chá tīng,cungceongnamdogyeongcalceong
충북여자고등학교,忠北女子高等学校,zhōng běi nǚ zǐ gāo děng xué xiào,cungbugyeojagodeunghaggyo
호계동,虎溪洞,hǔ xī dòng,hogyedong
율천동,栗田洞,lì tián dòng,yulceondong
화산면,华山面,huà shān miàn,hwasanmyeon
화서동,华西洞,huá xī dòng,hwaseodong
화성소방서,华城消防署,huá chéng xiāo fáng shǔ,hwaseongsobangseo
화성산업,和成产业,hé chéng chǎn yè,hwaseongsaneob
화순읍,和顺邑,hé shùn yì,hwasuneub
화양읍,华阳邑,huá yáng yì,hwayangeub
홍재전서,弘斋全书,hóng zhāi quán shū,hongjaejeonseo
화계사,华溪寺,huá xī sì,hwagyesa
화곡고등학교,禾谷高等学校,hé gǔ gāo děng xué xiào,hwagoggodeunghaggyo
해안면,亥安面,hài ān miàn,haeanmyeon
세종마을,世宗村,shì zōng cūn,sejongmaeul
보정동,宝亭洞,bǎo tíng dòng,bojeongdong
안양동,安养洞,ān yǎng dòng,anyangdong
기배동,旗培洞,qí péi dòng,gibaedong
우정읍,雨汀邑,yǔ tīng yì,ujeongeub
장안면,长安面,cháng ān miàn,janganmyeon
화전동,花田洞,huā tián dòng,hwajeondong
철도특별사법경찰대,铁道特别司法警察队,tiě dào tè bié sī fǎ jǐng chá duì,ceoldoteugbyeolsabeobgyeongcaldae
대광여자고등학교,大光女子高中,dà guāng nǚ zǐ gāo zhōng,daegwangyeojagodeunghaggyo
광화문우체국,光华门邮局,guāng huá mén yóu jú,gwanghwamunucegug
대전동산고등학교,大田东山高等学校,dà tián dōng shān gāo děng xué xiào,daejeondongsangodeunghaggyo
대구광역시교육청,大邱教育厅,dà qiū jiào yù tīng,daegugwangyeogsigyoyugceong
퇴계원읍,退溪院邑,tuì xī yuàn yì,toegyeweoneub
광성고등학교,光成高等学校,guāng chéng gāo děng xué xiào,gwangseonggodeunghaggyo
합천고등학교,陜川高等学校,xiá chuān gāo děng xué xiào,habceongodeunghaggyo
해남읍,海南邑,hǎi nán yì,haenameub
해룡면,海龙面,hǎi lóng miàn,haeryongmyeon
해미면,海美面,hǎi měi miàn,haemimyeon
해신동,海新洞,hǎi xīn dòng,haesindong
해안동,解颜洞,jiě yán dòng,haeandong
중앙대학교사범대학부속고등학교,中央大学教师范大学附属高等学校,zhōng yāng dà xué jiào shī fàn dà xué fù shǔ gāo děng xué xiào,jungangdaehaggyosabeomdaehagbusoggodeunghaggyo
중앙대학교병원,中央大学医院,zhōng yāng dà xué yī yuàn,jungangdaehaggyobyeongweon
무예제보번역속집,武艺诸谱飜译续集,wǔ yì zhū pǔ fān yì xù jí,muyejebobeonyeogsogjib
대구관문초등학교,大邱关门初等学校,dà qiū guān mén chū děng xué xiào,daegugwanmuncodeunghaggyo
금호고등학교,锦湖高等学校,jǐn hú gāo děng xué xiào,geumhogodeunghaggyo
은진향교,恩津鄕校,ēn jīn xiāng xiào,eunjinhyanggyo
의릉,懿陵,yì líng,yireung
의림지,义林池,yì lín chí,yirimji
회덕동,邑内洞,yì nèi dòng,hoedeogdong
회암사,杨州桧岩寺址,yáng zhōu guì yán sì zhǐ,hoeamsa
횡성읍,横城邑,héng chéng yì,hoengseongeub
효곡동,孝谷洞,xiào gǔ dòng,hyogogdong
횡천면,横川面,héng chuān miàn,hoengceonmyeon
효령면,孝令面,xiào lìng miàn,hyoryeongmyeon
효릉,朝鲜孝陵,cháo xiān xiào líng,hyoreung
호서고등학교,湖西高等学校,hú xī gāo děng xué xiào,hoseogodeunghaggyo
청암면,靑岩面,qīng yán miàn,ceongammyeon
청운면,青云面,qīng yún miàn,ceongunmyeon
청일면,晴日面,qíng rì miàn,ceongilmyeon
한림면,翰林面,hàn lín miàn,hanrimmyeon
광적면,广积面,guǎng jī miàn,gwangjeogmyeon
화도읍,和道邑,hé dào yì,hwadoeub
진접읍,榛接邑,zhēn jiē yì,jinjeobeub
초월읍,草月邑,cǎo yuè yì,coweoleub
도척면,都尺面,dōu chǐ miàn,doceogmyeon
퇴촌면,退村面,tuì cūn miàn,toeconmyeon
부강면,芙江面,fú jiāng miàn,bugangmyeon
의정부동,议政府洞,yì zhèng fǔ dòng,yijeongbudong
신곡동,新谷洞,xīn gǔ dòng,singogdong
녹양동,绿杨洞,lǜ yáng dòng,nogyangdong
가능동,佳陵洞,jiā líng dòng,ganeungdong
화원읍,花园邑,huā yuán yì,hwaweoneub
회천동,桧泉洞,guì quán dòng,hoeceondong
현북면,县北面,xiàn běi miàn,hyeonbugmyeon
혜광고등학교,惠光高中,huì guāng gāo zhōng,hyegwanggodeunghaggyo
혜화여자고등학교,惠化女子高等学校,huì huà nǚ zǐ gāo děng xué xiào,hyehwayeojagodeunghaggyo
호국군,大韩民国护国军,dà hán mín guó hù guó jūn,hoguggun
장흥향교,长兴鄕校,cháng xīng xiāng xiào,jangheunghyanggyo
대전정림중학교,大田正林中学校,dà tián zhèng lín zhōng xué xiào,daejeonjeongrimjunghaggyo
춘천여자고등학교,春川女子高等学校,chūn chuān nǚ zǐ gāo děng xué xiào,cunceonyeojagodeunghaggyo
춘천지방법원,春川地方法院,chūn chuān dì fāng fǎ yuàn,cunceonjibangbeobweon
춘천지방검찰청,春川地方检察厅,chūn chuān dì fāng jiǎn chá tīng,cunceonjibanggeomcalceong
서울학동초등학교,首尔鹤洞初等学校,shǒu ěr hè dòng chū děng xué xiào,seoulhagdongcodeunghaggyo
서울화곡초등학교,禾谷初等学校,hé gǔ chū děng xué xiào,seoulhwagogcodeunghaggyo
서인천고등학교,西仁川高等学校,xī rén chuān gāo děng xué xiào,seoinceongodeunghaggyo
서창고등학교,西仓高等学校,xī cāng gāo děng xué xiào,seocanggodeunghaggyo
석관고등학교,石串高等学校,shí chuàn gāo děng xué xiào,seoggwangodeunghaggyo
석정여자고등학교,石井女子高等学校,shí jǐng nǚ zǐ gāo děng xué xiào,seogjeongyeojagodeunghaggyo
선유고등학교,仙游高中,xiān yóu gāo zhōng,seonyugodeunghaggyo
부여향교,扶余鄕校,fú yú xiāng xiào,buyeohyanggyo
육군군수사령부,大韩民国陆军军需司令部,dà hán mín guó lù jūn jūn xū sī lìng bù,yuggungunsusaryeongbu
반포고등학교,盘浦高等学校,pán pǔ gāo děng xué xiào,banpogodeunghaggyo
전의향교,全义鄕校,quán yì xiāng xiào,jeonyihyanggyo
서울신용산초등학교,首尔新龙山初等学校,shǒu ěr xīn lóng shān chū děng xué xiào,seoulsinyongsancodeunghaggyo
서울청담초등학교,首尔淸潭初等学校,shǒu ěr qīng tán chū děng xué xiào,seoulceongdamcodeunghaggyo
서울체육고등학교,首尔体育高等学校,shǒu ěr tǐ yù gāo děng xué xiào,seoulceyuggodeunghaggyo
서울초원학교,首尔草原学校,shǒu ěr cǎo yuán xué xiào,seoulcoweonhaggyo
별망성지,别望城遗址,bié wàng chéng yí zhǐ,byeolmangseongji
