нюша,뉴샤,nyusya
российскофинляндская граница,러시아핀란드 국경,reosiapinrandeu guggyeong
тайфун болавен,태풍 볼라벤,taepung bolraben
оборона севастополя,세바스토폴 포위전,sebaseutopol powijeon
президент россии,러시아의 대통령,reosiayi daetongryeong
иркут,이르쿠트,ireukuteu
нанайцы,나나이족,nanaijog
красноуфимск,크라스노우핌스크,keuraseunoupimseukeu
краснокамск,크라스노캄스크,keuraseunokamseukeu
лиски,리스키,riseuki
батово,바스토보,baseutobo
слобожанщина,슬로보다우크라이나,seulrobodaukeuraina
понтийскокаспийская степь,폰토스카스피 스텝,pontoseukaseupi seuteb
российскоэстонская граница,러시아에스토니아 국경,reosiaeseutonia guggyeong
пеники,페니키,peniki
математический институт ран,스테클로프 수학 연구소,seutekeulropeu suhag yeonguso
преображенское,프레오브라젠스코예,peureobeurajenseukoye
красноармейский район,크라스노아르메이스키 군,keuraseunoareumeiseuki gun
барабинский диалект,바라바 방언,baraba bangeon
башкирский государственный университет,바슈키르 국립 대학교,basyukireu gugrib daehaggyo
российскохорватские отношения,러시아크로아티아 관계,reosiakeuroatia gwangye
российскосирийские отношения,러시아시리아 관계,reosiasiria gwangye
меркурий сити тауэр,머큐리 시티 타워,meokyuri siti taweo
российскобританские отношения,러시아영국 관계,reosiayeonggug gwangye
российскокорейская граница,러시아조선민주주의인민공화국 국경,reosiajoseonminjujuyiinmingonghwagug guggyeong
пруссия,프로이센,peuroisen
башня россия,러시아 타워,reosia taweo
нивхи,니브흐족,nibeuheujog
российскокипрские отношения,러시아키프로스 관계,reosiakipeuroseu gwangye
болгаророссийские отношения,러시아불가리아 관계,reosiabulgaria gwangye
архи,아르히,areuhi
никольск,니콜스크,nikolseukeu
российскомонгольская граница,러시아몽골 국경,reosiamonggol guggyeong
российскочешские отношения,러시아체코 관계,reosiaceko gwangye
гопники,고프닉,gopeunig
анучинский район,아누친스키 군,anucinseuki gun
кумоманычская впадина,쿠마마니치 저지,kumamanici jeoji
явас,야바스,yabaseu
архангельский район,아르한겔스키 군,areuhangelseuki gun
российскопольская граница,러시아폴란드 국경,reosiapolrandeu guggyeong
новокуйбышевск,노보쿠이,nobokui
беловежское соглашение,벨라베자 조약,belrabeja joyag
великая степь,유라시아 스텝,yurasia seuteb
герой российской федерации,러시아 연방의 영웅,reosia yeonbangyi yeongung
санктпетербургская консерватория,상트페테르부르크 음악원,sangteupetereubureukeu eumagweon
покров,포크로프,pokeuropeu
день космонавтики,우주비행술의 날,ujubihaengsulyi nal
российскогрузинские отношения,러시아조지아 관계,reosiajojia gwangye
флаг республики карелия,카렐리야 공화국의 국기,karelriya gonghwagugyi guggi
рыбачий полуостров,리바치폴루오스트로프 반도,ribacipolruoseuteuropeu bando
дальнереченский район,달네레첸스키 군,dalnerecenseuki gun
пугачёв,푸가초프,pugacopeu
воронежсковорошиловградская операция,보로네시 전투,boronesi jeontu
совет федерации,러시아 연방평의회,reosia yeonbangpyeongyihoe
михайловский район,미하일롭스키 군,mihailrobseuki gun
петровичи,페트로비치,peteurobici
ботлих,보틀리흐,boteulriheu
томский государственный университет,톰스크 국립 대학교,tomseukeu gugrib daehaggyo
география россии,러시아의 지리,reosiayi jiri
лазовский район,라좁스키 군,rajobseuki gun
ушковский,우시코프스키,usikopeuseuki
фк камаз,카마스 나베레즈니예첼니,kamaseu naberejeuniyecelni
море волнуется раз,무궁화 꽃이 피었습니다,mugunghwa ggoci pieossseubnida
стадион спартак,스파르타크 스타디움,seupareutakeu seutadium
эвены,라무트족,ramuteujog
родина,로디나,rodina
сайраново,사이라노보,sairanobo
герб республики карелия,카렐리야 공화국의 국장,karelriya gonghwagugyi gugjang
негидальцы,네기달족,negidaljog
евразия,유라시아,yurasia
калевала,칼레발라,kalrebalra
порбажин,포르바진,poreubajin
российсконигерийские отношения,나이지리아러시아 관계,naijiriareosia gwangye
гвардия,친위대,cinwidae
динамо москва,디나모 모스크바,dinamo moseukeuba
российскосербские отношения,러시아세르비아 관계,reosiasereubia gwangye
копейка,코페카,kopeka
армянороссийские отношения,러시아아르메니아 관계,reosiaareumenia gwangye
список островов россии,러시아의 섬 목록,reosiayi seom mogrog
аэропорт красноярск,예밀야노보 공항,yemilyanobo gonghang
аэропорт храброво,크라브로와 공항,keurabeurowa gonghang
черниговский район,체르니곱스키 군,cereunigobseuki gun
аэропорт ростовнадону,로스토프나도누 공항,roseutopeunadonu gonghang
чугуевский район,추구옙스키 군,cuguyebseuki gun
кавказ,카프카스항,kapeukaseuhang
нортбрук,노르트브루크섬,noreuteubeurukeuseom
бразильскороссийские отношения,러시아브라질 관계,reosiabeurajil gwangye
ульчи,울치족,ulcijog
шкотовский район,시코톱스키 군,sikotobseuki gun
пограничный район,포그라니치니 군,pogeuranicini gun
одон,독립작전임무사단,dogribjagjeonimmusadan
ольгинский район,올긴스키 군,olginseuki gun
барвиха,바르비하,bareubiha
корчева,코르체바,koreuceba
сырники,시르니키,sireuniki
керченскофеодосийская десантная операция,케르치 반도 전투,kereuci bando jeontu
кинопоиск,키노포이스크,kinopoiseukeu
заварной тарт,커스터드 타르트,keoseuteodeu tareuteu
бабаюрт,바바유르트,babayureuteu
тернейский район,테르네이스키 군,tereuneiseuki gun
российсколитовская граница,러시아리투아니아 국경,reosiarituania guggyeong
российскоазербайджанская граница,러시아아제르바이잔 국경,reosiaajereubaijan guggyeong
киргизскороссийские отношения,러시아키르기스스탄 관계,reosiakireugiseuseutan gwangye
быково,비코보,bikobo
саскылах,사스킬라흐,saseukilraheu
российскоабхазская граница,러시아압하지야 국경,reosiaabhajiya guggyeong
пожарский район,포자르스키 군,pojareuseuki gun
доктор наук,독토르 나욱,dogtoreu naug
российскокитайская граница,러시아중화인민공화국 국경,reosiajunghwainmingonghwagug guggyeong
казахстанскороссийская граница,러시아카자흐스탄 국경,reosiakajaheuseutan guggyeong
октябрьский район,옥탸브리스키 군,ogtyabeuriseuki gun
хорольский район,호롤스키 군,horolseuki gun
российсколатвийская граница,라트비아러시아 국경,rateubiareosia guggyeong
пуштуны,파슈툰족,pasyutunjog
госфильмофонд,고스필모폰드,goseupilmopondeu
российскоамериканская граница,러시아미국 국경,reosiamigug guggyeong
российскоукраинская граница,러시아우크라이나 국경,reosiaukeuraina guggyeong
российсконорвежская граница,노르웨이러시아 국경,noreuweireosia guggyeong
грузинскороссийская граница,러시아조지아 국경,reosiajojia guggyeong
