douglas adams,ダグラス・アダムズ,dagurasu・adamuzu
north devon,ノース・デヴォン,nōsu・devuォn
darwin college,ダーウィン・カレッジ,dāwin・karejji
boston,ボストン,bosuton
sinclair user,シンクレア・ユーザー,shinkurea・yūzā
canada house,カナダ・ハウス,kanada・hausu
buckingham,バッキンガム,bakkingamu
angus,アンガス,angasu
athenaeum,アテナイオン,atenaion
rugby,ラグビー,ragubī
woodstock,ウッドストック,uddosutokku
markfield,マークフィールド,mākufīrudo
molesey,モレシー,moreshī
winchester palace,ウィンチェスター・パレス,winchesutā・paresu
boars hill,ボアズ・ヒル,boazu・hiru
braintree,ブレインツリー,bureintsurī
stratford,ストラトフォード,sutoratofōdo
highfield road,ハイフィールド・ロード,haifīrudo・rōdo
weymouth and portland,ウェイマス・アンド・ポートランド,weimasu・ando・pōtorando
gravesend,グレイヴズエンド,gureivuzuendo
bennachie,ベナーキー,benākī
benjamin franklin medal,ベンジャミン・フランクリン・メダル,benjamin・furankurin・medaru
wetherby,ウェザービー,wezābī
wessex sound studios,ウェセックス・サウンド・スタジオ,wesekkusu・saundo・sutajio
auchterarder,アウキテラーダー,aukiterādā
portreath,ポーツレス,pōtsuresu
ashington,アッシントン,asshinton
lindinis,リンディニス,rindinisu
quaife,クワイフ,kuwaifu
annandale,アナンデイル,anandeiru
perth,パース,pāsu
strand,ストランド,sutorando
associated british picture corporation,アソシエイテッド・ブリティッシュ・ピクチャー・コーポレーション,asoshieiteddo・buritisshu・pikuchā・kōporēshon
clare college,クレア・カレッジ,kurea・karejji
clare hall,クレア・ホール,kurea・hōru
millennium bridge,ミレニアム・ブリッジ,mireniamu・burijji
uppingham,アッピンガム,appingamu
virgin music,ヴァージン・レコード,vājin・rekōdo
winwick,ウィンウィック,winwikku
birchwood,バーチウッド,bāchiuddo
stockton heath,ストックトン・ヒース,sutokkuton・hīsu
camulodunum,カムロドゥムナム,kamurodumunamu
arbroath,アーブロース,āburōsu
digswell,ディグズウェル,diguzuweru
rollsroyce limited,ロールス・ロイス,rōrusu・roisu
bury,ベリー,berī
woodford,ウッドフォード,uddofōdo
cleator moor,クリエーター・モーア,kuriētā・mōa
colliers wood,コリアーズ・ウッド,koriāzu・uddo
hayes,ヘイズ,heizu
brechin,ブレチン,burechin
badenoch,ベイドノック,beidonokku
riccarton,リッカートン,rikkāton
west dorset,ウェスト・ドーセット,wesuto・dōsetto
llanyblodwel,スラニブロッドウェル,suraniburoddoweru
fairlight,フェアライト,fearaito
wadworth,ウェドワース,wedowāsu
chesterton,チェスタートン,chesutāton
strange fruit records,ストレンジ・フルート・レコード,sutorenji・furūto・rekōdo
shaftesbury,シャフテスブリー,shafutesuburī
portadown,ポータダウン,pōtadaun
wing,ウィング,wingu
queens' college,クイーンズ・カレッジ,kuīnzu・karejji
wolvey,ウォルビー,worubī
chicklade,チクレード,chikurēdo
hampton,ハンプトン,hanputon
audley end house,オードリー・エンド・ハウス,ōdorī・endo・hausu
london palladium,ロンドン・パラディウム,rondon・paradiumu
birkdale,バークデイル,bākudeiru
oadby and wigston,オアドビー・アンド・ウィグストン,oadobī・ando・wigusuton
halifax,ハリファクス,harifakusu
melrose,メルローズ,merurōzu
bury st edmunds,ベリー・セント・エドマンズ,berī・sento・edomanzu
darfield,ダーフィールド,dāfīrudo
dunnington,ダニントン,daninton
walham green,ウォラム・グリーン,woramu・gurīn
whitchurch,ウィットチャーチ,wittochāchi
chesterfield,チェスターフィールド,chesutāfīrudo
stretton,ストレットン,sutoretton
bermondsey,バーモンジー,bāmonjī
black country,ブラック・カントリー,burakku・kantorī
industrial records,インダストリアル・レコーズ,indasutoriaru・rekōzu
bozeat,ボウゼト,bouzeto
selwyn college,セルウィン・カレッジ,seruwin・karejji
perenco,ペレンコ,perenko
bewdley,ビュードレー,byūdorē
the hendre,ザ・ヘンドレ,za・hendore
pershore,パーショー,pāshō
penny,シンペンス,shinpensu
youdan cup,ユーダン・カップ,yūdan・kappu
brickhill,ブリックヒル,burikkuhiru
church street,チャーチ・ストリート,chāchi・sutorīto
snaith,スナイス,sunaisu
ilkley moor,イルクリー・ムーア,irukurī・mūa
newent,ニューエント,nyūento
aldingbourne,アルディンボーン,arudinbōn
ben lomond,ベン・ローモンドサン,ben・rōmondosan
bellshill,ベルズヒル,beruzuhiru
nonmetropolitan county,シャイア・カウンティ,shaia・kaunti
illogan,イローガン,irōgan
stanton,スタントン,sutanton
glengyle,グレンガイルジョウリュウショ,gurengairujouryuusho
winfrith,ウィンフリス,winfurisu
loggerheads,ロガーヘッズ,rogāhezzu
ultra,ウルトラジョウホウ,urutorajouhou
viz,ヴィッツ,vittsu
drumoak,ドラモーク,doramōku
archive,アーカイヴ,ākaivu
betchworth,ベッチワース,betchiwāsu
borough of berwickupontweed,バーウィック・アポン・ツイード,bāwikku・apon・tsuīdo
berwick bridge,オールド・ブリッジ,ōrudo・burijji
edinburgh festival,エディンバラ・フェスティバル,edinbara・fesutibaru
batcave,バットケイヴ,battokeivu
adamstown,アダムスタウン,adamusutaun
hovertravel,ホバートラベル,hobātoraberu
heckmondwike,ヘックモンドワイク,hekkumondowaiku
stotfold,ストットフォールド,sutottofōrudo
langham hotel,ランガム・ホテル,rangamu・hoteru
farndon,ファーンドン,fāndon
amalgamated press,アマルガメイティド・プレス,amarugameitido・puresu
rotherham rufc,ロザラム・ティタンズ,rozaramu・titanzu
westhoughton,ウェストホートン,wesutohōton
boldre,ボールドレ,bōrudore
bickerstaffe,ビッカースタッフ,bikkāsutaffu
knight bachelor,ナイト・バチェラー,naito・bacherā
brent cross,ブレント・クロス,burento・kurosu
esher,エッシャー,esshā
cornubian batholith,コーヌビアン・バリソス,kōnubian・barisosu
tayside,テイサイドチホウ,teisaidochihou
mellor,メロー,merō
tiverton,ティヴァートン,tivāton
mitcham,ミッチャム,mitchamu
chepstow,チェプストウ,chepusutou
blue star line,ブルー・スター・ライン,burū・sutā・rain
harley street,ハーレー・ストリート,hārē・sutorīto
garioch,ヒガシガリオック,higashigariokku
burns london,バーンズ・ロンドン,bānzu・rondon
xstrata,エクストラータ,ekusutorāta
silton,シルトン,shiruton
holybrook,ホリーブルーク,horīburūku
chippenham,チッペナム,chippenamu
st austell,セイント・オーステル,seinto・ōsuteru
banff,バンフ,banfu
harrow,ハーロウ,hārou
operation banner,オペレーション・バナー,operēshon・banā
tixall,ティクソル,tikusoru
kingsbridge,キングスブリッジ,kingusuburijji
somerville college,サマーヴィル・カレッジ,samāviru・karejji
laphroaig,ラフロイグジョウリュウショ,rafuroigujouryuusho
cadair idris,カダイル・イドリス,kadairu・idorisu
fallowfield,ファロウフィールド,faroufīrudo
chesham bois,チェシャム・ボア,cheshamu・boa
newark and sherwood,ニューアーク・アンド・シャーウッド,nyūāku・ando・shāuddo
arden international,アーデン・インターナショナル,āden・intānashonaru
crockenhill,クロッケンヒル,kurokkenhiru
ardglass,アードグラス,ādogurasu
ardrossan,アードロッサン,ādorossan
ludlow,ラドロー,radorō
great casterton,グレート・キャスタートン,gurēto・kyasutāton
winshill,ウィンシル,winshiru
aurigny air services,オーリニー・エア・サービス,ōrinī・ea・sābisu
anthorn,アンソーン,ansōn
ryde,ライド,raido
holt,ホルト,horuto
whitburn,ウィットバーン,wittobān
hawkshead,ホークスヘッド,hōkusuheddo
little gidding,リトル・ギディング,ritoru・gidingu
magdalene college,モードリン・カレッジ,mōdorin・karejji
crieff,クリーフ,kurīfu
selkirk,セルカーク,serukāku
thirsk,サースク,sāsuku
freedom press,フリーダム・プレス,furīdamu・puresu
hunsdon,ハンズドン,hanzudon
brindle,ブリンドル,burindoru
cushendun,クーシェンダン,kūshendan
watchet,ウォチェット,wochetto
cavehill,ケイヴヒル,keivuhiru
ashwell,アシュウェル,ashuweru
port charlotte,ポート・シャーロット,pōto・shārotto
keynsham,ケインシャム,keinshamu
claygate,クレイゲート,kureigēto
eye,アイ,ai
down ampney,ダウン・アンプニー,daun・anpunī
kirkcaldy,カーコーディ,kākōdi
sturminster newton,スターミンスター・ニュートン,sutāminsutā・nyūton
premier percussion,プレミア・ドラム,puremia・doramu
bowler offroad,ボウラー・オフロード,bourā・ofurōdo
st edmund's college,セント・エドムンズ・カレッジ,sento・edomunzu・karejji
the mall,ザ・マル,za・maru
arlesey,アーレシー,āreshī
castlewellan,キャッスルウェラン,kyassuruweran
banbridge,バンブリッジ,banburijji
daventry,ダヴェントリー,davuェntorī
ricoh arena,リコー・アリーナ,rikō・arīna
cartoon network too,カートゥーン・ネットワーク・トゥー,kātūn・nettowāku・tū
cardigan,カーディガン,kādigan
royal hillsborough,ロイヤル・ヒルズバラ,roiyaru・hiruzubara
trojan,トロージャン,torōjan
dickin medal,ディッキン・メダル,dikkin・medaru
lyddington,リディングトン,ridinguton
rob walker racing team,ロブ・ウォーカー・レーシング・チーム,robu・wōkā・rēshingu・chīmu
national league,カンファレンス・ナショナル,kanfarensu・nashonaru
stanmer,スタンマー,sutanmā
maryport,メリーポート,merīpōto
royal victorian medal,ロイヤル・ヴィクトリア・メダル,roiyaru・vikutoria・medaru
blandford forum,ブランドフォード・フォーラム,burandofōdo・fōramu
georgetown,ジョージタウン,jōjitaun
wickham,ウィッカム,wikkamu
waveney,ウェイベニー,weibenī
welham green,ウェルハム・グリーン,weruhamu・gurīn
rowntree's,ラウントリーズ,rauntorīzu
wallasey,ワラジー,warajī
sandford,サンドフォード,sandofōdo
sherford,シャーフォード,shāfōdo
worcester college,ウスター・カレッジ,usutā・karejji
gresham's school,グレシャム・スクール,gureshamu・sukūru
annalong,アナロング,anarongu
wellcome,ウェルカム,werukamu
ludgershall,ブリッジスデン,burijjisuden
elgin,エルギン,erugin
linwood,リンウッド,rinuddo
farnham,ファーナム,fānamu
electrostar,エレクトロスター,erekutorosutā
oving,オービング,ōbingu
greensleeves records,グリーンスリーヴズ・レコード,gurīnsurīvuzu・rekōdo
pontrilas,ポントリラス,pontorirasu
grendon,グレンドン,gurendon
wanstead park,ウォンステッド・パーク,wonsuteddo・pāku
reliant,リライアント,riraianto
cardiganshire,カーディガンシャー,kādiganshā
tamworth,タムワース,tamuwāsu
high street,ハイ・ストリート,hai・sutorīto
sport england,スポーツ・イングランド,supōtsu・ingurando
earls colne,アールズ・コルン,āruzu・korun
thorne,ソーン,sōn
yaxley,ヤックスリー,yakkusurī
don valley stadium,ドン・バレー・スタジアム,don・barē・sutajiamu
rustington,ラスティントン,rasutinton
birchanger,バーチェンジャー,bāchenjā
merevale,メアヴェール,meavuェーru
kinross,キンロス,kinrosu
arup,アラップ,arappu
henfield,ヘンフィールド,henfīrudo
porthcurno,ポースカーノ,pōsukāno
moffat,モファット,mofatto
grittleton,グリットルトン,gurittoruton
nunnington,ナンニングトン,nanninguton
jarrow,ジャロー,jarō
christ's college,クライスツ・カレッジ,kuraisutsu・karejji
savoy chapel,サヴォイ・チャペル,savuォi・chaperu
privacy international,プライバシー・インターナショナル,puraibashī・intānashonaru
churchill college,チャーチル・カレッジ,chāchiru・karejji
culmore,カルモア,karumoa
boscastle,ボスキャッスル,bosukyassuru
livingston,リヴィングストン,rivingusuton
salford priors,サルフォード・プライヤーズ,sarufōdo・puraiyāzu
parrot cay,パロット・ケイ,parotto・kei
kidderminster,キダーミンスター,kidāminsutā
rollsroyce turbomeca limited,ロールス・ロイス・チュルボメカ,rōrusu・roisu・churubomeka
harland and wolff,ハーランド・アンド・ウルフ,hārando・ando・urufu
crystal palace circuit,クリスタル・パレス・サーキット,kurisutaru・paresu・sākitto
sullom voe,サロム・ヴォー,saromu・vuォー
tilbury,ティルベリー,tiruberī
hamoaze,ハーモウズ,hāmouzu
lostwithiel,ロストウィジエイ,rosutowijiei
craster,クラスター,kurasutā
sileby,サイルビー,sairubī
chagford,チャグフォード,chagufōdo
ashford,アシュフォード,ashufōdo
nationwide building society,ネイションワイド・ビルディング・ソシエティ,neishonwaido・birudingu・soshieti
st ives,セント・アイヴス,sento・aivusu
barloworld,バルロワールド,barurowārudo
tribal hidage,トリバル・ヒダーシ,toribaru・hidāshi
elmore,エルモア,erumoa
