孙,sūn
知乎话题标识符,zhī hū huà tí biāo shí fú
新浪微博用户账号,xīn làng wēi bó yòng hù zhàng hào
美国馆,měi guó guǎn
知网机构编号,zhī wǎng jī gòu biān hào
中国铁路车站代码,zhōng guó tiě lù chē zhàn dài mǎ
中国名人录编号,zhōng guó míng rén lù biān hào
豆瓣影人编号,dòu bàn yǐng rén biān hào
字形维基编号,zì xíng wéi jī biān hào
中华人民共和国行政区划代码,zhōng huá rén mín gòng hé guó xíng zhèng qū huà dài mǎ
中国历代人物传记资料库编号,zhōng guó lì dài rén wù zhuàn jì zī liào kù biān hào
上海图书馆组织标识符,shàng hǎi tú shū guǎn zǔ zhī biāo shí fú
上海图书馆电影标识符,shàng hǎi tú shū guǎn diàn yǐng biāo shí fú
中国篮球数据库球员标识符,zhōng guó lán qiú shù jù kù qiú yuán biāo shí fú
懂球帝球队编号,dǒng qiú dì qiú duì biān hào
中国奥林匹克委员会运动员编号,zhōng guó ào lín pǐ kè wěi yuán huì yùn dòng yuán biān hào
中国哲学书电子化计划作品编号,zhōng guó zhé xué shū diàn zǐ huà jì huà zuò pǐn biān hào
豆瓣电影编号,dòu bàn diàn yǐng biān hào
哔哩哔哩作品标识符,bì lī bì lī zuò pǐn biāo shí fú
香港中文名称规范数据库识别码,xiāng gǎng zhōng wén míng chēng guī fàn shù jù kù shí bié mǎ
中国历史地理信息系统编号,zhōng guó lì shǐ dì lǐ xìn xī xì tǒng biān hào
中共政治菁英资料库编号,zhōng gòng zhèng zhì jīng yīng zī liào kù biān hào
笔划数,bǐ huà shù
软科大学编号,ruǎn kē dà xué biān hào
豆瓣读书作者标识符,dòu bàn dú shū zuò zhě biāo shí fú
豆瓣图书标识符,dòu bàn tú shū biāo shí fú
豆瓣舞台剧编号,dòu bàn wǔ tái jù biān hào
豆瓣游戏标识符,dòu bàn yóu xì biāo shí fú
知乎用户名,zhī hū yòng hù míng
哔哩哔哩标签编号,bì lī bì lī biāo qiān biān hào
哔哩哔哩用户标识符,bì lī bì lī yòng hù biāo shí fú
哔哩哔哩视频编号,bì lī bì lī shì pín biān hào
时光网电影编号,shí guāng wǎng diàn yǐng biān hào
安徽作家辞典编号,ān huī zuò jiā cí diǎn biān hào
知网期刊文章编号,zhī wǎng qī kān wén zhāng biān hào
中国京剧戏考·京剧剧目考略标识符,zhōng guó jīng jù xì kǎo · jīng jù jù mù kǎo lüè biāo shí fú
大埔龙尾泳滩,dà pǔ lóng wěi yǒng tān
微信号,wēi xìn hào
中国临床试验注册中心标识符,zhōng guó lín chuáng shì yàn zhù cè zhōng xīn biāo shí fú
中华人民共和国条约数据库编号,zhōng huá rén mín gòng hé guó tiáo yuē shù jù kù biān hào
维普文章编号,wéi pǔ wén zhāng biān hào
华为应用市场标识符,huá wèi yìng yòng shì chǎng biāo shí fú
中国绘画数据库编号,zhōng guó huì huà shù jù kù biān hào
豆瓣音乐标识符,dòu bàn yīn yuè biāo shí fú
豆瓣音乐艺术家编号,dòu bàn yīn yuè yì shù jiā biān hào
豆瓣阅读作者编号,dòu bàn yuè dú zuò zhě biān hào
豆瓣阅读作品编号,dòu bàn yuè dú zuò pǐn biān hào
豆瓣小站名,dòu bàn xiǎo zhàn míng
豆瓣用户名,dòu bàn yòng hù míng
豆瓣读书丛书编号,dòu bàn dú shū cóng shū biān hào
豆瓣读书版本编号,dòu bàn dú shū bǎn běn biān hào
中国国家图书馆中文书目系统号,zhōng guó guó jiā tú shū guǎn zhōng wén shū mù xì tǒng hào
北大法宝引证码,běi dà fǎ bǎo yǐn zhèng mǎ
企查查企业编号,qǐ chá chá qǐ yè biān hào
抖音号,dǒu yīn hào
中国工程技术专家库识别码,zhōng guó gōng chéng jì shù zhuān jiā kù shí bié mǎ
中华英烈网编号,zhōng huá yīng liè wǎng biān hào
非经营性网站备案编号,fēi jīng yíng xìng wǎng zhàn bèi àn biān hào
甘肃酒泉风电基地,gān sù jiǔ quán fēng diàn jī dì
灵鹫山,líng jiù shān
亚细亚大楼,yà xì yà dà lóu
中国通商银行大楼,zhōng guó tōng shāng yín háng dà lóu
马勒住宅,mǎ lè zhù zhái
菖蒲河公园,chāng pú hé gōng yuán
黄花场村,huáng huā chǎng cūn
华人基督教史人物辞典标识符,huá rén jī dū jiào shǐ rén wù cí diǎn biāo shí fú
中国哲学书电子化计划数据维基标识符,zhōng guó zhé xué shū diàn zǐ huà jì huà shù jù wéi jī biāo shí fú
抖音视频编号,dǒu yīn shì pín biān hào
知网中文期刊编号,zhī wǎng zhōng wén qī kān biān hào
香港语言学学会粤语拼音方案,xiāng gǎng yǔ yán xué xué huì yuè yǔ pīn yīn fāng àn
教育学院粤语拼音方案,jiào yù xué yuàn yuè yǔ pīn yīn fāng àn
广州话拼音方案,guǎng zhōu huà pīn yīn fāng àn
国家法律法规数据库编号,guó jiā fǎ lǜ fǎ guī shù jù kù biān hào
中华人民共和国与梵蒂冈关系,zhōng huá rén mín gòng hé guó yǔ fàn dì gāng guān xì
时光网人物编号,shí guāng wǎng rén wù biān hào
上海图书馆人物标识符,shàng hǎi tú shū guǎn rén wù biāo shí fú
上海图书馆地名标识符,shàng hǎi tú shū guǎn dì míng biāo shí fú
中以关系,zhōng yǐ guān xì
中文,zhōng wén
怒江,nù jiāng
中国工商银行股份有限公司,zhōng guó gōng shāng yín háng gǔ fèn yǒu xiàn gōng sī
广府话,guǎng fǔ huà
招商局港口,zhāo shāng jú gǎng kǒu
中华人民共和国行政领土实体,zhōng huá rén mín gòng hé guó xíng zhèng lǐng tǔ shí tǐ
高德软件有限公司,gāo dé ruǎn jiàn yǒu xiàn gōng sī
江苏希望之星队,jiāng sū xī wàng zhī xīng duì
中国队,zhōng guó duì
中国大陆的性服务业,zhōng guó dà lù de xìng fú wù yè
礼宾府,lǐ bīn fǔ
青太客运专线,qīng tài kè yùn zhuān xiàn
月亮山,yuè liàng shān
叶尔羌汗国王陵,yè ěr qiāng hàn guó wáng líng
广深铁路股份有限公司,guǎng shēn tiě lù gǔ fèn yǒu xiàn gōng sī
中国各行政区划最高点列表,zhōng guó gè háng zhèng qū huà zuì gāo diǎn liè biǎo
北疆,běi jiāng
广州白天鹅宾馆,guǎng zhōu bái tiān é bīn guǎn
收容遣送,shōu róng qiǎn sòng
中国未识别民族,zhōng guó wèi shí bié mín zú
中国国际女足邀请赛,zhōng guó guó jì nǚ zú yāo qǐng sài
乃东村,nǎi dōng cūn
浙江开元女子排球队,zhè jiāng kāi yuán nǚ zǐ pái qiú duì
街道,jiē dào
远望大厦,yuǎn wàng dà shà
宋王台,sòng wáng tái
大唐发电,dà táng fā diàn
沪昆线,hù kūn xiàn
福建鲟,fú jiàn xún
中车株洲电力机车有限公司,zhōng chē zhū zhōu diàn lì jī chē yǒu xiàn gōng sī
重庆市乡级以上行政区列表,chóng qìng shì xiāng jí yǐ shàng xíng zhèng qū liè biǎo
深圳艾诺电子,shēn zhèn ài nuò diàn zǐ
中国华能集团有限公司,zhōng guó huá néng jí tuán yǒu xiàn gōng sī
酒泉卫星发射中心,jiǔ quán wèi xīng fā shè zhōng xīn
古宁头之役,gǔ níng tóu zhī yì
乌江渡水库,wū jiāng dù shuǐ kù
青海南山,qīng hǎi nán shān
中国电影,zhōng guó diàn yǐng
中国西部,zhōng guó xī bù
中国风力发电,zhōng guó fēng lì fā diàn
夏新电子,xià xīn diàn zǐ
洪都航空,hóng dōu háng kōng
上海育碧电脑软件有限公司,shàng hǎi yù bì diàn nǎo ruǎn jiàn yǒu xiàn gōng sī
中朝关系,zhōng cháo guān xì
燕京,yān jīng
中叙关系,zhōng xù guān xì
中日关系,zhōng rì guān xì
中条山战役,zhōng tiáo shān zhàn yì
白杨沟佛寺遗址,bái yáng gōu fó sì yí zhǐ
苏州摩天轮公园,sū zhōu mó tiān lún gōng yuán
东闾村,dōng lǘ cūn
中韩关系,zhōng hán guān xì
兖州煤业,yǎn zhōu méi yè
华表奖,huá biǎo jiǎng
中车长春轨道客车股份有限公司,zhōng chē cháng chūn guǐ dào kè chē gǔ fèn yǒu xiàn gōng sī
坎儿井,kǎn ér jǐng
小湾坝,xiǎo wān bà
中华人民共和国科学技术,zhōng huá rén mín gòng hé guó kē xué jì shù
佛宫寺释迦塔,fó gōng sì shì jiā tǎ
香港性产业,xiāng gǎng xìng chǎn yè
普达措国家公园,pǔ dá cuò guó jiā gōng yuán
忻口战斗,xīn kǒu zhàn dòu
中国中信集团有限公司,zhōng guó zhōng xìn jí tuán yǒu xiàn gōng sī
中蒙边界,zhōng méng biān jiè
中国银联股份有限公司,zhōng guó yín lián gǔ fèn yǒu xiàn gōng sī
亚洲电视有限公司,yà zhōu diàn shì yǒu xiàn gōng sī
紫金山天文台,zǐ jīn shān tiān wén tái
泗水,sì shuǐ
广州摩天大楼,guǎng zhōu mó tiān dà lóu
沪杭磁悬浮交通项目,hù háng cí xuán fú jiāo tōng xiàng mù
华中,huá zhōng
中国铁路武汉局集团有限公司,zhōng guó tiě lù wǔ hàn jú jí tuán yǒu xiàn gōng sī
阿善遗址,ā shàn yí zhǐ
广州市市长,guǎng zhōu shì shì zhǎng
雀儿山,què ér shān
中欧法学院,zhōng ōu fǎ xué yuàn
香港耀中国际学校,xiāng gǎng yào zhōng guó jì xué xiào
加舒尔布鲁木诸峰,jiā shū ěr bù lǔ mù zhū fēng
必鲁图,bì lǔ tú
西昌卫星发射中心,xī chāng wèi xīng fā shè zhōng xīn
中俄关系,zhōng é guān xì
库拉冈日峰,kù lā gāng rì fēng
华普,huá pǔ
神光山,shén guāng shān
北京奥神,běi jīng ào shén
阿海水坝,ā hǎi shuǐ bà
郑州摩天轮,zhèng zhōu mó tiān lún
明登号战舰,míng dēng hào zhàn jiàn
中国兵器装备集团有限公司,zhōng guó bīng qì zhuāng bèi jí tuán yǒu xiàn gōng sī
香港交易及结算所有限公司,xiāng gǎng jiāo yì jí jié suàn suǒ yǒu xiàn gōng sī
大朝山大坝,dà cháo shān dà bà
方正科技集团股份有限公司,fāng zhèng kē jì jí tuán gǔ fèn yǒu xiàn gōng sī
碉楼,diāo lóu
中国美术,zhōng guó měi shù
高昌,gāo chāng
北京全国重点文物保护单位列表,běi jīng quán guó zhòng diǎn wén wù bǎo hù dān wèi liè biǎo
恩和俄罗斯民族乡,ēn hé é luó sī mín zú xiāng
瓦院战斗,wǎ yuàn zhàn dòu
华泰汽车,huá tài qì chē
中国航天,zhōng guó háng tiān
博东俄寺,bó dōng é sì
大地汽车,dà dì qì chē
石涌凹,shí yǒng āo
邮政局,yóu zhèng jú
环北京职业公路自行车赛,huán běi jīng zhí yè gōng lù zì xíng chē sài
中国省级行政区地区生产总值列表,zhōng guó shěng jí xíng zhèng qū dì qū shēng chǎn zǒng zhí liè biǎo
中国的贪污,zhōng guó de tān wū
阿木去乎寺,ā mù qù hū sì
查里寺,chá lǐ sì
构皮滩大坝,gòu pí tān dà bà
徐兰客运专线,xú lán kè yùn zhuān xiàn
中国环球小姐,zhōng guó huán qiú xiǎo jiě
中国核能利用情况,zhōng guó hé néng lì yòng qíng kuàng
香港星光大道,xiāng gǎng xīng guāng dà dào
高帽子,gāo mào zi
马哈兰格·喜玛尔,mǎ hā lán gé · xǐ mǎ ěr
西沙之战,xī shā zhī zhàn
木头沟,mù tou gōu
白泰,bái tài
乌兹别克族,wū zī bié kè zú
上海摩天大楼列表,shàng hǎi mó tiān dà lóu liè biǎo
伊尔克什坦,yī ěr kè shén tǎn
天河体育中心,tiān hé tǐ yù zhōng xīn
襄阳广德寺,xiāng yáng guǎng dé sì
中国海洋石油集团有限公司,zhōng guó hǎi yáng shí yóu jí tuán yǒu xiàn gōng sī
东下冯遗址,dōng xià féng yí zhǐ
香港联合交易所,xiāng gǎng lián hé jiāo yì suǒ
中国大陆清真寺列表,zhōng guó dà lù qīng zhēn sì liè biǎo
周口店北京人遗址,zhōu kǒu diàn běi jīng rén yí zhǐ
中国石油,zhōng guó shí yóu
北京吉普,běi jīng jí pǔ
津塔,jīn tǎ
郭亮村,guō liàng cūn
阿拉沟古墓群,ā lā gōu gǔ mù qún
平武报恩寺,píng wǔ bào ēn sì
宝善寺,bǎo shàn sì
定县开元寺塔,dìng xiàn kāi yuán sì tǎ
北庭故城遗址,běi tíng gù chéng yí zhǐ
中蒙关系,zhōng méng guān xì
长江跨江高压电线,cháng jiāng kuà jiāng gāo yā diàn xiàn
白莲洞古人类遗址博物馆,bái lián dòng gǔ rén lèi yí zhǐ bó wù guǎn
边钦寺,biān qīn sì
沁阳北大寺,qìn yáng běi dà sì
华南,huá nán
无锡体育中心体育馆,wú xī tǐ yù zhōng xīn tǐ yù guǎn
上海东方明珠新媒体,shàng hǎi dōng fāng míng zhū xīn méi tǐ
人字洞古人类遗址,rén zì dòng gǔ rén lèi yí zhǐ
协培林寺,xié péi lín sì
上海德国学校,shàng hǎi dé guó xué xiào
中哈关系,zhōng hā guān xì
中国中铁股份有限公司,zhōng guó zhōng tiě gǔ fèn yǒu xiàn gōng sī
长河坝大坝,cháng hé bà dà bà
昌河飞机工业集团有限责任公司,chāng hé fēi jī gōng yè jí tuán yǒu xiàn zé rèn gōng sī
黑河腾冲线,hēi hé téng chōng xiàn
皇城清真寺,huáng chéng qīng zhēn sì
查海遗址,chá hǎi yí zhǐ
中华人民共和国国务委员,zhōng huá rén mín gòng hé guó guó wù wěi yuán
永源汽车,yǒng yuán qì chē
香港主要干线及出口编号系统,xiāng gǎng zhǔ yào gàn xiàn jí chū kǒu biān hào xì tǒng
德天瀑布,dé tiān pù bù
亚丁,yà dīng
中朝边界,zhōng cháo biān jiè
赵城县,zhào chéng xiàn
北海舰队,běi hǎi jiàn duì
立体快巴,lì tǐ kuài bā
中国国家女子冰球代表队,zhōng guó guó jiā nǚ zǐ bīng qiú dài biǎo duì
中国民间传说,zhōng guó mín jiān chuán shuō
郑州日产,zhèng zhōu rì chǎn
延边长白山职业足球队,yán biān cháng bái shān zhí yè zú qiú duì
清迈会议精神,qīng mài huì yì jīng shén
中甸牦牛,zhōng diàn máo niú
冲虚观,chōng xū guān
周原,zhōu yuán
沅水,yuán shuǐ
鞍山钢铁集团公司,ān shān gāng tiě jí tuán gōng sī
神龙空天飞机,shén lóng kōng tiān fēi jī
南京中国近代史遗址博物馆,nán jīng zhōng guó jìn dài shǐ yí zhǐ bó wù guǎn
中越关系,zhōng yuè guān xì
资江,zī jiāng
陈家沟,chén jiā gōu
乌鞘岭特长隧道,wū qiào lǐng tè cháng suì dào
中国核工业集团有限公司,zhōng guó hé gōng yè jí tuán yǒu xiàn gōng sī
保利地产,bǎo lì dì chǎn
中国国家铁路集团有限公司,zhōng guó guó jiā tiě lù jí tuán yǒu xiàn gōng sī
中国船舶重工集团公司,zhōng guó chuán bó zhòng gōng jí tuán gōng sī
新界西,xīn jiè xī
深圳摩天大楼,shēn zhèn mó tiān dà lóu
中华人民共和国签证政策,zhōng huá rén mín gòng hé guó qiān zhèng zhèng cè
圣母圣诞主教座堂,shèng mǔ shèng dàn zhǔ jiào zuò táng
波导股份,bō dǎo gǔ fèn
漫湾大坝,màn wān dà bà
中国石油天然气集团有限公司,zhōng guó shí yóu tiān rán qì jí tuán yǒu xiàn gōng sī
神华能源,shén huá néng yuán
中国船舶集团有限公司,zhōng guó chuán bó jí tuán yǒu xiàn gōng sī
中国青铜时代遗址列表,zhōng guó qīng tóng shí dài yí zhǐ liè biǎo
冈底斯山脉,gāng dǐ sī shān mài
飞天航天服,fēi tiān háng tiān fú
中国饥荒清单,zhōng guó jī huāng qīng dān
空中华西村,kōng zhōng huá xī cūn
国家电网有限公司,guó jiā diàn wǎng yǒu xiàn gōng sī
东风汽车公司,dōng fēng qì chē gōng sī
同方股份有限公司,tóng fāng gǔ fèn yǒu xiàn gōng sī
海尔,hǎi ěr
华西村,huá xī cūn
苏州园林,sū zhōu yuán lín
金盾工程,jīn dùn gōng chéng
昭苏圣佑庙,zhāo sū shèng yòu miào
崇明岛之旅,chóng míng dǎo zhī lǚ
振荡波,zhèn dàng bō
财政司司长,cái zhèng sī sī zhǎng
喇嘛岭寺,lǎ ma lǐng sì
鄂尔多斯高原,è ěr duō sī gāo yuán
卡瓦格博,kǎ wǎ gé bó
染布房街,rǎn bù fáng jiē
太庙,tài miào
中远海运能源运输股份有限公司,zhōng yuǎn hǎi yùn néng yuán yùn shū gǔ fèn yǒu xiàn gōng sī
湖南有色金属股份,hú nán yǒu sè jīn shǔ gǔ fèn
阿尔金断裂带,ā ěr jīn duàn liè dài
广州亚运会网球馆中心,guǎng zhōu yà yùn huì wǎng qiú guǎn zhōng xīn
北京德国使馆学校,běi jīng dé guó shǐ guǎn xué xiào
徐州工程机械集团有限公司,xú zhōu gōng chéng jī xiè jí tuán yǒu xiàn gōng sī
大宝积宫与琉璃殿,dà bǎo jī gōng yǔ liú lí diàn
广州女网赛,guǎng zhōu nǚ wǎng sài
彭水大坝,péng shuǐ dà bà
大甸子遗址,dà diàn zǐ yí zhǐ
大墩子遗址,dà dūn zǐ yí zhǐ
藏,cáng
察雅寺,chá yǎ sì
互联网管理论坛,hù lián wǎng guǎn lǐ lùn tán
下禄丰组,xià lù fēng zǔ
中国宝武钢铁集团有限公司,zhōng guó bǎo wǔ gāng tiě jí tuán yǒu xiàn gōng sī
中国中亚天然气管道,zhōng guó zhōng yà tiān rán qì guǎn dào
大理啤酒,dà lǐ pí jiǔ
瓦赫吉尔山口,wǎ hè jí ěr shān kǒu
澳门威尼斯人度假村酒店,ào mén wēi ní sī rén dù jià cūn jiǔ diàn
岗日嘎布山脉,gǎng rì gǎ bù shān mài
卓穷壁,zhuó qióng bì
元君庙泉护村遗址,yuán jūn miào quán hù cūn yí zhǐ
中航商用飞机有限公司,zhōng háng shāng yòng fēi jī yǒu xiàn gōng sī
朗果寺,lǎng guǒ sì
顶波奇寺,dǐng bō qí sì
顶蛳山遗址,dǐng sī shān yí zhǐ
过山龙,guò shān lóng
景洪大坝,jǐng hóng dà bà
扎赉诺尔古墓群,zhā lài nuò ěr gǔ mù qún
北京交通,běi jīng jiāo tōng
卡若拉,kǎ ruò lā
柳湾遗址,liǔ wān yí zhǐ
凯里组,kǎi lǐ zǔ
多吉扎寺,duō jí zhā sì
中国可再生能源,zhōng guó kě zài shēng néng yuán
鼓浪屿管风琴博物馆,gǔ làng yǔ guǎn fēng qín bó wù guǎn
速檀歪思汗麻扎,sù tán wāi sī hàn má zhā
大雪山,dà xuě shān
东风大坝,dōng fēng dà bà
客省庄遗址,kè shěng zhuāng yí zhǐ
孔布则峰,kǒng bù zé fēng
工业间谍,gōng yè jiàn dié
新疆飞虎,xīn jiāng fēi hǔ
浙江金牛,zhè jiāng jīn niú
广州龙狮,guǎng zhōu lóng shī
长春天主教堂,cháng chūn tiān zhǔ jiào táng
东竹林寺,dōng zhú lín sì
天津嘉里中心,tiān jīn jiā lǐ zhōng xīn
乌鲁瓦提水利枢纽工程,wū lǔ wǎ tí shuǐ lì shū niǔ gōng chéng
北京国际赛道,běi jīng guó jì sài dào
中国人民保险集团股份有限公司,zhōng guó rén mín bǎo xiǎn jí tuán gǔ fèn yǒu xiàn gōng sī
帽天山页岩,mào tiān shān yè yán
东江大坝,dōng jiāng dà bà
圣尼古拉堂,shèng ní gǔ lā táng
玉虚峰,yù xū fēng
天津先行者,tiān jīn xiān xíng zhě
