제임스,t͡ɕeimsɯ
무스타핀,musɯtʰapʰin
그리고리예바,kɯɾigoɾijeba
아슬란,asɯllan
두다코프,tudakʰopʰɯ
일자트,ilt͡ɕatʰɯ
아흐메토프,ahɯmetʰopʰɯ
쉬스코바,swisɯkʰoba
보르티치,poɾɯtʰit͡ɕʰi
알렉센코,allek̚s͈enkʰo
차크베타제,t͡ɕʰakʰɯbetʰadʑe
스케르빈,sɯkʰeɾɯbin
리자노바,lidʑanoba
티호노바,tʰihonoba
스피리도노비치,sɯpʰiɾidonobit͡ɕʰi
젤렌스카야,t͡ɕellensɯkʰaja
빅토로,pik̚tʰoɾo
춥코프,t͡ɕʰup̚kʰopʰɯ
피메노바,pʰimenoba
비다,pida
할무르자예프,halmuɾɯdʑajepʰɯ
아브둘마나프,abɯdulmanapʰɯ
세멘트츄크,sementʰɯt͡ɕʰjukʰɯ
온두아,ontua
스베타코프,sɯbetʰakʰopʰɯ
콜레소브,kʰollesobɯ
즈바킨,t͡ɕɯbakʰin
솔롭킨,sollop̚kʰin
보로넨코프,poɾonenkʰopʰɯ
시도르키나,sidoɾɯkʰina
보론초바,poɾont͡ɕʰoba
예밀리야,jemillija
슬라부노바,sɯllabunoba
벨랴코프,pelljakʰopʰɯ
구젤,kudʑel
야히나,jahina
코스토프,kʰosɯtʰopʰɯ
미르조예프,miɾɯdʑojepʰɯ
체푸르첸코,t͡ɕʰepʰuɾɯt͡ɕʰenkʰo
스트라호프,sɯtʰɯɾahopʰɯ
아자마트,adʑamatʰɯ
무사갈리예프,musagallijepʰɯ
체르카소프,t͡ɕʰeɾɯkʰasopʰɯ
세르가초프,seɾɯgat͡ɕʰopʰɯ
페트루킨,pʰetʰɯɾukʰin
파블로바,pʰabɯlloba
폽코,pʰop̚kʰo
율두스,jultusɯ
박시지나,pak̚s͈idʑina
토폴니츠카야,tʰopʰollit͡ɕʰɯkʰaja
포스펠로바,pʰosɯpʰelloba
리코프,likʰopʰɯ
레트차야,letʰɯt͡ɕʰaja
나이슐레르,naisjulleɾɯ
차루샤,t͡ɕʰaɾusja
젤림한,t͡ɕellimhan
하지예프,hadʑijepʰɯ
푸르갈,pʰuɾɯgal
일다르,iltaɾɯ
다딘,tadin
코로보프,kʰoɾobopʰɯ
샤말로프,sjamallopʰɯ
고르바초바,koɾɯbat͡ɕʰoba
미투시나,mitʰusina
식신,sik̚s͈in
프란추조바,pʰɯɾant͡ɕʰudʑoba
시다코프,sidakʰopʰɯ
마골린,magollin
나텔라,natʰella
크라피비나,kʰɯɾapʰibina
자기토바,t͡ɕagitʰoba
타메를란,tʰameɾɯllan
바샤예프,pasjajepʰɯ
골로폴로소프,kollopʰollosopʰɯ
볼슈노프,polsjunopʰɯ
스타로두베츠,sɯtʰaɾodubet͡ɕʰɯ
레시토바,lesitʰoba
예브게니예프,jebɯgenijepʰɯ
마티친,matʰit͡ɕʰin
알렉산드롭스카야,allek̚s͈antɯɾop̚s͈ɯkʰaja
그리카이테,kɯɾikʰaitʰe
알리하노프,allihanopʰɯ
알레시콥스키,allesikʰop̚s͈ɯkʰi
아브람첸코,abɯɾamt͡ɕʰenkʰo
프루시킨,pʰɯɾusikʰin
웃킨,ut̚kʰin
그루디닌,kɯɾudinin
자우르,t͡ɕauɾɯ
우구예프,ugujepʰɯ
템샬레,tʰemsjalle
짓코,t͡ɕit̚kʰo
셰르바코바,sjeɾɯbakʰoba
삼소노프,samsonopʰɯ
옐다르,jeltaɾɯ
자라호프,t͡ɕaɾahopʰɯ
켄조,kʰent͡ɕo
알부로프,alpuɾopʰɯ
파르하트,pʰaɾɯhatʰɯ
팟쿨린,pʰat̚kʰullin
하칠라예프,hat͡ɕʰillajepʰɯ
클리네프,kʰɯllinepʰɯ
도브루시나,tobɯɾusina
부티나,putʰina
킬림니크,kʰillimnikʰɯ
코스토르나야,kʰosɯtʰoɾɯnaja
트루소바,tʰɯɾusoba
시키란도,sikʰiɾanto
포페레치니,pʰopʰeɾet͡ɕʰini
플라토시킨,pʰɯllatʰosikʰin
코닐리에바,kʰonillieba
쿠프시노프,kʰupʰɯsinopʰɯ
그라초바,kɯɾat͡ɕʰoba
나발나야,naballaja
파세츠니크,pʰaset͡ɕʰɯnikʰɯ
세바크,sebakʰɯ
카나갼,kʰanagjan
나이포노프,naipʰonopʰɯ
고르부노프,koɾɯbunopʰɯ
고랴체바,koɾjat͡ɕʰeba
보이코바,poikʰoba
모길코,mogilkʰo
후샤이노바,husjainoba
에이에프,eiepʰɯ
게본트,kebontʰɯ
안드레아시안,antɯɾeasian
포코도브,pʰokʰodobɯ
사디키,sadikʰi
엔달트세프,entaltʰɯsepʰɯ
크리푸노프,kʰɯɾipʰunopʰɯ
파카리나,pʰakʰaɾina
클림,kʰɯllim
포플라프스키,pʰopʰɯllapʰɯsɯkʰi
브리야코비치,pɯɾijakʰobit͡ɕʰi
보마토프,pomatʰopʰɯ
라벤,laben
코르킨,kʰoɾɯkʰin
악세넨코,ak̚s͈enenkʰo
페도로비치,pʰedoɾobit͡ɕʰi
두비니나,tubinina
모르겐시테른,moɾɯgensitʰeɾɯn
졸로타레프,t͡ɕollotʰaɾepʰɯ
말로비치코,mallobit͡ɕʰikʰo
텍슬레르,tʰek̚s͈ɯlleɾɯ
코시키나,kʰosikʰina
골루노프,kollunopʰɯ
치티첸코,t͡ɕʰitʰit͡ɕʰenkʰo
발리예바,pallijeba
마흐무트알리,mahɯmutʰɯalli
칼리마토프,kʰallimatʰopʰɯ
즈다노프,t͡ɕɯdanopʰɯ
오니우고우,oniugou
시도르코바,sidoɾɯkʰoba
쿨리악,kʰulliak̚
타유르스카야,tʰajuɾɯsɯkʰaja
류비모바,ljubimoba
지노비에프,t͡ɕinobiepʰɯ
막수트,mak̚s͈utʰɯ
샤다예프,sjadajepʰɯ
코탸코프,kʰotʰjakʰopʰɯ
크로미크,kʰɯɾomikʰɯ
예브도키모프,jebɯdokʰimopʰɯ
포자스카야,pʰodʑasɯkʰaja
쿠르파토프,kʰuɾɯpʰatʰopʰɯ
베르호다노프,peɾɯhodanopʰɯ
오시포바,osipʰoba
바티르가지예프,patʰiɾɯgadʑijepʰɯ
스타샤,sɯtʰasja
밀로슬랍스카야,millosɯllap̚s͈ɯkʰaja
카치마조프,kʰat͡ɕʰimadʑopʰɯ
나찰로프,nat͡ɕʰallopʰɯ
고딘,kodin
크리보노기흐,kʰɯɾibonogihɯ
발레리안,palleɾian
루사노프,lusanopʰɯ
드라아구우노프,tɯɾaaguunopʰɯ
질리나,t͡ɕillina
리보바벨로바,libopabelloba
가사노바,kasanoba
자하랸,t͡ɕahaɾjan
마야킨,majakʰin
라코바,lakʰoba
류토바,ljutʰoba
스투핀,sɯtʰupʰin
다닐류크,tanilljukʰɯ
팔리지,pʰallidʑi
콜레스니코프,kʰollesɯnikʰopʰɯ
미티아예프,mitʰiajepʰɯ
옵샨니코바,op̚s͈jannikʰoba
보울리나,poullina
글라주노프,kɯlladʑunopʰɯ
레비예프,lebijepʰɯ
샤베디노프,sjabedinopʰɯ
주라블료프,t͡ɕuɾabɯlljopʰɯ
쿠프린,kʰupʰɯɾin
크레슬리나,kʰɯɾesɯllina
프로스비르닌,pʰɯɾosɯbiɾɯnin
셰글로프,sjegɯllopʰɯ
두기나,tugina
콜로보바,kʰollobopa
프리고지나,pʰɯɾigodʑina
니키틴,nikʰitʰin
누라딘,nuɾadin
루스타모프,lusɯtʰamopʰɯ
고랴체프,koɾjat͡ɕʰepʰɯ
둔초바,tunt͡ɕʰoba
체칼로프,t͡ɕʰekʰallopʰɯ
알도니나,altonina
에스토니아러시아,esɯtʰoniaɾʌsia
러시아터키,lʌsiatʰʌkʰi
그리스러시아,kɯɾisɯɾʌsia
프리모르스키,pʰɯɾimoɾɯsɯkʰi
비테그라,pitʰegɯɾa
중앙경기장,t͡ɕuŋaŋkjʌŋkidʑaŋ
예벤키족,jebenkʰidʑok̚
브이콘탁트,pɯikʰontʰak̚tʰɯ
러시아중화인민공화국,lʌsiadʑuŋhwainminkoŋhwaguk̚
러시아아이슬란드,lʌsiaaisɯllantɯ
러시아헝가리,lʌsiahʌŋkaɾi
러시아아일랜드,lʌsiaaillɛntɯ
학교,hak̚k͈jo
사태,satʰɛ
메르코바,meɾɯkʰoba
남오세티야러시아,namosetʰijaɾʌsia
러시아핀란드,lʌsiapʰillantɯ
솔네츠노고르스크,sollet͡ɕʰɯnogoɾɯsɯkʰɯ
스레텐스크,sɯɾetʰensɯkʰɯ
야블로코,jabɯllokʰo
슬란치,sɯllant͡ɕʰi
타시타골,tʰasitʰagol
단코프,tankʰopʰɯ
돌로고프룬디,tollogopʰɯɾunti
트로이츠크,tʰɯɾoit͡ɕʰɯkʰɯ
러시아쿠바,lʌsiakʰuba
예센투키,jesentʰukʰi
초깊이,t͡ɕʰogipʰi
시추공,sit͡ɕʰugoŋ
차플리긴,t͡ɕʰapʰɯlligin
러시아오스트리아,lʌsiaosɯtʰɯɾia
민족,mint͡ɕok̚
볼셰비키당,polsjebikʰidaŋ
주옙카,t͡ɕujep̚kʰa
스베르방크,sɯbeɾɯbaŋkʰɯ
오로치족,oɾot͡ɕʰidʑok̚
야쿠트족,jakʰutʰɯdʑok̚
음악원,ɯmagwʌn
러시아알바니아,lʌsiaalpania
키세리보스크,kʰiseɾibosɯkʰɯ
나나이족,nanaidʑok̚
크라스노우핌스크,kʰɯɾasɯnoupʰimsɯkʰɯ
크라스노캄스크,kʰɯɾasɯnokʰamsɯkʰɯ
리스키,lisɯkʰi
바스토보,pasɯtʰobo
슬로보다우크라이나,sɯllobodaukʰɯɾaina
러시아에스토니아,lʌsiaesɯtʰonia
페니키,pʰenikʰi
스테클로프,sɯtʰekʰɯllopʰɯ
프레오브라젠스코예,pʰɯɾeobɯɾadʑensɯkʰoje
크라스노아르메이스키,kʰɯɾasɯnoaɾɯmeisɯkʰi
바라바,paɾaba
바슈키르,pasjukʰiɾɯ
러시아크로아티아,lʌsiakʰɯɾoatʰia
러시아시리아,lʌsiasiɾia
러시아영국,lʌsiajʌŋkuk̚
러시아키프로스,lʌsiakʰipʰɯɾosɯ
러시아불가리아,lʌsiabulkaɾia
아르히,aɾɯhi
니콜스크,nikʰolsɯkʰɯ
러시아몽골,lʌsiamoŋkol
러시아체코,lʌsiat͡ɕʰekʰo
고프닉,kopʰɯnik̚
아누친스키,anut͡ɕʰinsɯkʰi
야바스,jabasɯ
아르한겔스키,aɾɯhankelsɯkʰi
노보쿠이,nobokʰui
포크로프,pʰokʰɯɾopʰɯ
러시아조지아,lʌsiadʑot͡ɕia
달네레첸스키,talleɾet͡ɕʰensɯkʰi
보로네시,poɾonesi
미하일롭스키,mihaillop̚s͈ɯkʰi
페트로비치,pʰetʰɯɾobit͡ɕʰi
보틀리흐,potʰɯllihɯ
라좁스키,ladʑop̚s͈ɯkʰi
우시코프스키,usikʰopʰɯsɯkʰi
무궁화,muguŋhwa
꽃이,k͈ot͡ɕʰi
피었습니다,pʰiʌt̚s͈ɯmnida
라무트족,lamutʰɯdʑok̚
로디나,lodina
사이라노보,saiɾanobo
네기달족,negidalt͡ɕok̚
칼레발라,kʰalleballa
나이지리아러시아,naidʑiɾiaɾʌsia
친위대,t͡ɕʰinwidɛ
러시아세르비아,lʌsiaseɾɯbia
코페카,kʰopʰekʰa
러시아아르메니아,lʌsiaaɾɯmenia
예밀야노보,jemiɾjanobo
체르니곱스키,t͡ɕʰeɾɯnigop̚s͈ɯkʰi
추구옙스키,t͡ɕʰugujep̚s͈ɯkʰi
카프카스항,kʰapʰɯkʰasɯhaŋ
노르트브루크섬,noɾɯtʰɯbɯɾukʰɯsʌm
러시아브라질,lʌsiabɯɾadʑil
울치족,ult͡ɕʰidʑok̚
시코톱스키,sikʰotʰop̚s͈ɯkʰi
독립작전임무사단,toŋnip̚t͡ɕ͈ak̚t͡ɕ͈ʌnimmusadan
올긴스키,olkinsɯkʰi
바르비하,paɾɯbiha
코르체바,kʰoɾɯt͡ɕʰeba
시르니키,siɾɯnikʰi
키노포이스크,kʰinopʰoisɯkʰɯ
바바유르트,pabajuɾɯtʰɯ
테르네이스키,tʰeɾɯneisɯkʰi
러시아리투아니아,lʌsiaɾitʰuania
러시아아제르바이잔,lʌsiaadʑeɾɯbaidʑan
러시아키르기스스탄,lʌsiakʰiɾɯgisɯsɯtʰan
비코보,pikʰobo
사스킬라흐,sasɯkʰillahɯ
러시아압하지야,lʌsiaapʰadʑija
포자르스키,pʰodʑaɾɯsɯkʰi
독토르,tok̚tʰoɾɯ
러시아카자흐스탄,lʌsiakʰadʑahɯsɯtʰan
옥탸브리스키,ok̚tʰjabɯɾisɯkʰi
호롤스키,hoɾolsɯkʰi
라트비아러시아,latʰɯbiaɾʌsia
고스필모폰드,kosɯpʰilmopʰontɯ
러시아미국,lʌsiamiguk̚
노르웨이러시아,noɾɯweiɾʌsia
야코블렙스키,jakʰobɯllep̚s͈ɯkʰi
파르티잔스키,pʰaɾɯtʰidʑansɯkʰi
바코프카,pakʰopʰɯkʰa
마이오티스,maiotʰisɯ
늪,nɯp̚
즈나니예,t͡ɕɯnanije
예르시치,jeɾɯsit͡ɕʰi
카드가론,kʰadɯgaɾon
키제바토보,kʰidʑebatʰobo
코르크마스칼라,kʰoɾɯkʰɯmasɯkʰalla
쿠마,kʰuma
밀류코보,milljukʰobo
신기루,sinkiɾu
미하일롭카,mihaillop̚kʰa
오시노가이,osinogai
옵샨카,op̚s͈jankʰa
페트리셰보,pʰetʰɯɾisjebo
흰올빼미,hinolp͈ɛmi
진나이정,t͡ɕinnaidʑʌŋ
일본러시아,ilpollʌsia
화학제약,hwahak̚t͡ɕ͈ejak̚
세르고칼라,seɾɯgokʰalla
스베르들롭스크,sɯbeɾɯdɯllop̚s͈ɯkʰɯ
군사정치,kunsadʑʌŋt͡ɕʰi
포병,pʰobjʌŋ
고위학교,kowihak̚k͈jo
우수흐차이,usuhɯt͡ɕʰai
우르카라흐,uɾɯkʰaɾahɯ
흐보로스탼카,hɯboɾosɯtʰjankʰa
체르쿠티노,t͡ɕʰeɾɯkʰutʰino
야루노보,jaɾunobo
시클로보,sikʰɯllobo
도마리키시촌,tomaɾikʰisit͡ɕʰon
윌타족,wiltʰadʑok̚
스콜,sɯkʰol
감비아러시아,kampiaɾʌsia
드라체니노,tɯɾat͡ɕʰenino
아리노,aɾino
넴초프의,nemt͡ɕʰopʰɯɰi
샤트네보,sjatʰɯnebo
불멸의,pulmjʌɾɰi
올레네고르스키,ollenegoɾɯsɯkʰi
고르냐크,koɾɯnjakʰɯ
전문은행,t͡ɕʌnmunɯnhɛŋ
치올코프스키,t͡ɕʰiolkʰopʰɯsɯkʰi
모르테슈카,moɾɯtʰesjukʰa
특수,tʰɯk̚s͈u
작전의,t͡ɕak̚t͡ɕ͈ʌnɰi
실행에,silhɛŋe
대하여,tɛhajʌ
루간스크,lugansɯkʰɯ
교육학,kjojukʰak̚
루비키,lubikʰi
레비야,lebija
토흐티,tʰohɯtʰi
툰야즈,tʰunjadʑɯ
데므치그돈로브,temɯt͡ɕʰigɯdollobɯ
부르한,puɾɯhan
일함,ilham
기알첸,kialt͡ɕʰen
노르부,noɾɯbu
바인차오루,paint͡ɕʰaoɾu
리왕양,liwaŋjaŋ
지선선사,t͡ɕisʌnsʌnsa
뤄쌍장춘,lwʌs͈aŋt͡ɕaŋt͡ɕʰun
쉬톈룽쯔,switʰjelluŋt͡ɕ͈ɯ
바이마츠린,paimat͡ɕʰɯɾin
멍커바터얼,mʌŋkʰʌbatʰʌʌl
베크리,pekʰɯɾi
사이푸딘,saipʰudin
칭걸테,t͡ɕʰiŋkʌltʰe
아푀,apʰwe
아왕직메,awaŋt͡ɕiŋme
돤무훙량,twanmuhuŋnjaŋ
샹바핑춰,sjaŋpapʰiŋt͡ɕʰwʌ
어우양위첸,ʌujaŋwit͡ɕʰen
미라흐메트잔,miɾahɯmetʰɯdʑan
무제페르,mudʑepʰeɾɯ
구리나자,kuɾinadʑa
쓰친가오와,s͈ɯt͡ɕʰinkaowa
무치미야,mut͡ɕʰimija
마디나,madina
메메트,memetʰɯ
젱주르자브,t͡ɕeŋt͡ɕuɾɯdʑabɯ
가오청융,kaot͡ɕʰʌŋjuŋ
디니거얼,tinigʌʌl
이라무장,iɾamudʑaŋ
히,hi
밍쥐안,miŋt͡ɕwian
딩,tiŋ
하오,hao
옌훙,jenhuŋ
저,t͡ɕʌ
우융캉,ujuŋkʰaŋ
우양,ujaŋ
샤오핑,sjaopʰiŋ
둥,tuŋ
젠화,t͡ɕenhwa
쩡,t͡ɕ͈ʌŋ
인취안,int͡ɕʰwian
덩,tʌŋ
푸팡,pʰupʰaŋ
오커즈,okʰʌdʑɯ
오훙보,ohuŋpo
오수리,osuɾi
좡,t͡ɕwaŋ
쩌둥,t͡ɕ͈ʌduŋ
줘,t͡ɕwʌ
쩌민,t͡ɕ͈ʌmin
춘잉,t͡ɕʰuniŋ
칭웨이,t͡ɕʰiŋwei
솨이,swai
우쉰,uswin
우원중,uwʌnt͡ɕuŋ
쩌,t͡ɕ͈ʌ
우스밍,usɯmiŋ
진타오,t͡ɕintʰao
닝,niŋ
이페이,ipʰei
퉁,tʰuŋ
쓰링,s͈ɯɾiŋ
진핑,t͡ɕinpʰiŋ
쥔,t͡ɕwin
샤오단,sjaodan
치난,t͡ɕʰinan
쑨,s͈un
오쯔양,ot͡ɕ͈ɯjaŋ
리자오,lidʑao
러핑,lʌpʰiŋ
쥐안쥐안,t͡ɕwiant͡ɕwian
지커,t͡ɕikʰʌ
샨판,sjanpʰan
오지핑,odʑipʰiŋ
오러지,oɾʌdʑi
즈,t͡ɕɯ
중,t͡ɕuŋ
우하이빈,uhaibin
잉차오,iŋt͡ɕʰao
빙빙,piŋpiŋ
샤오샤,sjaosja
베이싱,peisiŋ
야오방,jaobaŋ
이닝,iniŋ
이옌쑹,ijens͈uŋ
오쩌둥,ot͡ɕ͈ʌduŋ
쯔린,t͡ɕ͈ɯɾin
광야,kwaŋja
즈중,t͡ɕɯdʑuŋ
우지훙,udʑihuŋ
우루루,uɾulu
싱,siŋ
후이나,huina
춘훙,t͡ɕʰunhuŋ
자바오,t͡ɕabao
리웨이,liwei
위량,wiɾjaŋ
이펑,ipʰʌŋ
문락,mullak̚
오웨이,owei
오후이,ohui
카이거,kʰaigʌ
만리,malli
하이펑,haipʰʌŋ
쥔치,t͡ɕwint͡ɕʰi
딩딩,tiŋtiŋ
뤄,lwʌ
쉐쥐안,swedʑwian
자잉,t͡ɕaiŋ
안화,anhwa
펑,pʰʌŋ
룽지,luŋt͡ɕi
난,nan
쥔샤,t͡ɕwinsja
리핑,lipʰiŋ
샹,sjaŋ
쉬,swi
징레이,t͡ɕiŋnei
오위안신,owiansin
우케종,ukʰedʑoŋ
페이페이,pʰeipʰei
위제,widʑe
징위,t͡ɕiŋwi
솽솽,swaŋswaŋ
치량,t͡ɕʰiɾjaŋ
탄,tʰan
춘차오,t͡ɕʰunt͡ɕʰao
다칭,tat͡ɕʰiŋ
성타오,sʌŋtʰao
룽,luŋ
푸밍,pʰumiŋ
우언라이,uʌllai
커창,kʰʌt͡ɕʰaŋ
오싱젠,osiŋt͡ɕen
오리쩌,oɾit͡ɕ͈ʌ
슈취안,sjut͡ɕʰwian
셰,sje
푸즈,pʰudʑɯ
민샤,minsja
샤오란,sjaoɾan
쯔거,t͡ɕ͈ɯgʌ
밍샤,miŋsja
야핑,japʰiŋ
징,t͡ɕiŋ
백지,pɛk̚t͡ɕ͈i
사오치,saot͡ɕʰi
이웨이웨이,iweiwei
쑹,s͈uŋ
칭링,t͡ɕʰiŋniŋ
스원,sɯwʌn
멍,mʌŋ
연걸,jʌnkʌl
원쥔,wʌnt͡ɕwin
징징,t͡ɕiŋt͡ɕiŋ
우위줘,uwidʑwʌ
시쥔,sidʑwin
쯔이,t͡ɕ͈ɯi
전닝,t͡ɕʌnniŋ
쭝런,t͡ɕ͈uŋnʌn
자청,t͡ɕat͡ɕʰʌŋ
광메이,kwaŋmei
쯔전,t͡ɕ͈ɯdʑʌn
징이,t͡ɕiŋi
중쉰,t͡ɕuŋswin
성치,sʌŋt͡ɕʰi
셴녠,sjennjen
광청,kwaŋt͡ɕʰʌŋ
금보,kɯmpo
위안차오,wiant͡ɕʰao
후이칭,huit͡ɕʰiŋ
쩌허우,t͡ɕ͈ʌhʌu
이롄,iɾjen
샤오보,sjaobo
보다,poda
가오리,kaoɾi
더장,tʌdʑaŋ
웨,we
이징성,idʑiŋsʌŋ
조위,t͡ɕowi
쥔후이,t͡ɕwinhui
주더,t͡ɕudʌ
가염,kajʌm
이언페이,iʌnpʰei
량잉,ljaŋiŋ
이머우,imʌu
제츠,t͡ɕet͡ɕʰɯ
민즈,mint͡ɕɯ
팅팅,tʰiŋtʰiŋ
궈펑,kwʌpʰʌŋ
아이링,aiɾiŋ
줘샹,t͡ɕwʌsjaŋ
안순,ansun
즈쥔,t͡ɕɯdʑwin
위안,wian
웨린,weɾin
싱선,siŋsʌn
쉐썬,swes͈ʌn
궈성,kwʌsʌŋ
완취안,want͡ɕʰwian
쿵,kʰuŋ
청둥,t͡ɕʰʌŋtuŋ
칭린,t͡ɕʰiŋnin
웨이한,weihan
치바오,t͡ɕʰibao
춘란,t͡ɕʰullan
지걸,t͡ɕigʌl
이캉,ikʰaŋ
자루이,t͡ɕaɾui
진옌,t͡ɕinjen
후이닝,huiniŋ
징린,t͡ɕiŋnin
오서,osʌ
팡줘,pʰaŋt͡ɕwʌ
핑핑,pʰiŋpʰiŋ
극,kɯk̚
자량,t͡ɕaɾjaŋ
싱핑,siŋpʰiŋ
점,t͡ɕʌm
잉,iŋ
관정,kwant͡ɕʌŋ
언화,ʌnhwa
오류양,oɾjujaŋ
룽환,luŋhwan
윤발,junpal
우화젠,uhwadʑen
이푸,ipʰu
쩌후이,t͡ɕ͈ʌhui
칭훙,t͡ɕʰiŋhuŋ
자단,t͡ɕadan
탱,tʰɛŋ
쓰청,s͈ɯt͡ɕʰʌŋ
정차이,t͡ɕʌŋt͡ɕʰai
후닝,huniŋ
더중,tʌdʑuŋ
멍자,mʌŋt͡ɕa
토리아,tʰoɾia
쯔량,t͡ɕ͈ɯɾjaŋ
샤오천,sjaot͡ɕʰʌn
쑹런,s͈uŋnʌn
쩌스,t͡ɕ͈ʌsɯ
쉬안,swian
치컹,t͡ɕʰikʰʌŋ
슝,sjuŋ
다이린,taiɾin
오타오,otʰao
모뤄,moɾwʌ
예쑤이,jes͈ui
딩즈,tiŋt͡ɕɯ
창룽,t͡ɕʰaŋnuŋ
우지웨이,udʑiwei
롄커,ljenkʰʌ
오순쥔,osunt͡ɕwin
둥팡,tuŋpʰaŋ
정페이,t͡ɕʌŋpʰei
오위,owi
우하이잉,uhaiiŋ
궉훙,kwʌkʰuŋ
함운,hamun
핑와,pʰiŋwa
녜,nje
웨이핑,weipʰiŋ
샤오춘,sjaot͡ɕʰun
푸잔,pʰudʑan
야쥔,jadʑwin
화텅,hwatʰʌŋ
윈시우,winsiu
푸가오,pʰugao
즈이,t͡ɕɯi
다밍,tamiŋ
원리,wʌlli
겅마오,kʌŋmao
샤오징,sjaodʑiŋ
정가오,t͡ɕʌŋkao
창푸,t͡ɕʰaŋpʰu
샤오루,sjaoɾu
징룬,t͡ɕiŋnun
웨이창,weit͡ɕʰaŋ
둥밍,tuŋmiŋ
갈반,kalpan
쓰,s͈ɯ
융린,juŋnin
인커,inkʰʌ
훙빈,huŋpin
갈규,kalkju
이스창,isɯt͡ɕʰaŋ
거,kʌ
지림,t͡ɕiɾim
셴린,sjellin
자오지,t͡ɕaodʑi
커신,kʰʌsin
란푸,lanpʰu
상쿤,saŋkʰun
겅,kʌŋ
후이창,huit͡ɕʰaŋ
샤오펑,sjaopʰʌŋ
지헝,t͡ɕihʌŋ
훙중,huŋt͡ɕuŋ
훙즈,huŋt͡ɕɯ
원웨이,wʌnwei
춘센,t͡ɕʰunsen
러취안,lʌt͡ɕʰwian
베이훙,peihuŋ
융포,juŋpʰo
밍위,miŋwi
베이닝,peiniŋ
오하이둥,ohaiduŋ
쭈잉,t͡ɕ͈uiŋ
아이핑,aipʰiŋ
롄쑹,ljens͈uŋ
지나이,t͡ɕinai
소룡,soɾjoŋ
전린,t͡ɕʌllin
진롄,t͡ɕilljen
궈리,kwʌɾi
카이웨이,kʰaiwei
추생,t͡ɕʰusɛŋ
더화이,tʌhwai
쭤이,t͡ɕ͈wʌi
야펑,japʰʌŋ
다오밍,taomiŋ
키엔싱,kʰiensiŋ
채니,t͡ɕʰɛni
이창칭,it͡ɕʰaŋt͡ɕʰiŋ
젠펑,t͡ɕenpʰʌŋ
리루,liɾu
쯔샹,t͡ɕ͈ɯsjaŋ
야오밍,jaomiŋ
전중,t͡ɕʌnt͡ɕuŋ
성쿤,sʌŋkʰun
취안,t͡ɕʰwian
안치,ant͡ɕʰi
청우,t͡ɕʰʌŋu
야오예,jaoje
위안칭,wiant͡ɕʰiŋ
오시순,osisun
스잉,sɯiŋ
잔수,t͡ɕansu
우친젠,ut͡ɕʰint͡ɕen
민얼,minʌl
쥔차이,t͡ɕwint͡ɕʰai
오이환,oihwan
수팡,supʰaŋ
우바오중,ubaodʑuŋ
우페이위안,upʰeiwian
페이푸,pʰeipʰu
궈창,kwʌt͡ɕʰaŋ
징즈,t͡ɕiŋt͡ɕɯ
신서,sinsʌ
쯔창,t͡ɕ͈ɯt͡ɕʰaŋ
바오밍,paomiŋ
오관화,ogwanhwa
광룽,kwaŋnuŋ
샤오솽,sjaoswaŋ
란칭,lant͡ɕʰiŋ
민덕,mintʌk̚
이추성,it͡ɕʰusʌŋ
쯔카이,t͡ɕ͈ɯkʰai
정잉,t͡ɕʌŋiŋ
오신위,osinwi
춘,t͡ɕʰun
푸탄,pʰutʰan
우루이웨이,uɾuiwei
셴,sjen
둥메이,tuŋmei
한량,halljaŋ
오정융,odʑʌŋjuŋ
샤오옌,sjaojen
췬,t͡ɕʰwin
차오보,t͡ɕʰaobo
애근,ɛgɯn
숙정,suk̚t͡ɕ͈ʌŋ
자오즈,t͡ɕaodʑɯ
우허양,uhʌjaŋ
훤,hwʌn
원디,wʌnti
추훙,t͡ɕʰuhuŋ
루장,ludʑaŋ
치,t͡ɕʰi
거기,kʌgi
원웨,wʌnwe
리위안,liwian
가동,kadoŋ
톈,tʰjen
쥔제,t͡ɕwint͡ɕe
댜,tja
오이난,oinan
펑전,pʰʌŋt͡ɕʌn
판위,pʰanwi
쑤,s͈u
샤오윈,sjaowin
다웨이,tawei
짱,t͡ɕ͈aŋ
커자,kʰʌdʑa
즈웨이,t͡ɕɯwei
이칭,it͡ɕʰiŋ
신젠,sint͡ɕen
청치,t͡ɕʰʌŋt͡ɕʰi
바오화,paohwa
잔궁,t͡ɕankuŋ
밍밍,miŋmiŋ
스만,sɯman
쉰,swin
후이성,huisʌŋ
즈원,t͡ɕɯwʌn
우차이친,ut͡ɕʰait͡ɕʰin
오더펀,odʌpʰʌn
팅마오,tʰiŋmao
이나이웨이,inaiwei
칭둥,t͡ɕʰiŋtuŋ
전타오,t͡ɕʌntʰao
자후이,t͡ɕahui
이톈카이,itʰjenkʰai
터얼,tʰʌʌl
빙톈,piŋtʰjen
메이위안,meiwian
링후이,liŋhui
중톈,t͡ɕuŋtʰjen
훙원,huŋwʌn
링성,liŋsʌŋ
정흔,t͡ɕʌŋhɯn
친친,t͡ɕʰint͡ɕʰin
바오둥,paoduŋ
자오이,t͡ɕaoi
톄,tʰje
첸야오,t͡ɕʰenjao
옌둥,jentuŋ
싱얼,siŋʌl
멍타오,mʌŋtʰao
오즈민,odʑɯmin
톈화,tʰjenhwa
오안칭,oant͡ɕʰiŋ
