глюкоза,ɡlʲukoza
юденич,judʲenit͡ɕʲ
матисон,matʲison
надира,nadʲira
исаева,isaeva
богучарский,boɡut͡ɕʲarskʲij
поддубский,poddubskʲij
астемир,astʲemʲir
соблиров,soblʲirov
караман,karaman
сперанская,spʲeranskaa
митричев,mʲitrʲit͡ɕʲev
здоровецкий,zdorovʲet͡skʲij
тихий,tʲixʲij
березикова,bʲerʲezʲikova
мэнди,mendʲi
ди,dʲi
петровна,pʲetrovna
флоресенина,florʲesʲenina
родин,rodʲin
ильина,ilʲina
звездев,zvʲezdʲev
марущак,maruɕːak
кротов,krotov
стешин,stʲeʂin
шафраник,ʂafranik
лоба,loba
расми,rasmʲi
джабраилов,d͡ʒabrailov
сироткин,sʲirotkʲin
юра,jura
погосян,poɡosʲan
мариам,marʲiam
асламазян,aslamazʲan
швырёв,ʂvɨrʲov
габриэль,ɡabrʲielʲ
лазаревич,lazarʲevʲit͡ɕʲ
билич,bʲilʲit͡ɕʲ
соловов,solovov
мохов,moxov
гасилин,ɡasʲilʲin
хлебко,xlʲebko
останина,ostanina
димова,dʲimova
гутенёв,ɡutʲenov
рычков,rɨt͡ɕʲkov
тарамаев,taramaev
салима,salʲima
хановна,xanovna
зариф,zarʲif
хакимов,xakʲimov
джия,d͡ʒia
скова,skova
уринсон,urʲinson
косецкая,kosʲet͡skaa
карманов,karmanov
базелюк,bazʲelʲuk
кораблин,korablʲin
зуйков,zujkov
вяхирева,vʲaxʲirʲeva
ямпольская,jampolʲskaa
савичев,savʲit͡ɕʲev
кравец,kravʲet͡s
шамов,ʂamov
костенёва,kostʲenova
калинский,kalʲinskʲij
кипнис,kʲipnis
акименко,akʲimʲenko
дэвид,devʲid
городянский,ɡorodʲanskʲij
гловатцкий,ɡlovatt͡skʲij
юренев,jurʲenev
мухтар,muxtar
аймаханов,ajmaxanov
дёмин,dʲomʲin
кэй,kej
жора,ʒora
крыжовников,krɨʒovnikov
гоар,ɡoar
мишик,mʲiʂik
казарян,kazarʲan
микрин,mʲikrʲin
кошин,koʂin
ступак,stupak
мафик,mafʲik
владленович,vladlʲenovʲit͡ɕʲ
ларьков,larʲkov
айаал,ajaal
плиев,plʲiev
дергунова,dʲerɡunova
зинченко,zʲint͡ɕʲenko
ремезков,rʲemʲezkov
савельевич,savʲelʲevʲit͡ɕʲ
чубик,t͡ɕʲubʲik
крыжний,krɨʒnij
сычев,sɨt͡ɕʲev
кожикина,koʒikʲina
владлена,vladlʲena
бобровникова,bobrovnikova
юльен,julʲen
балмусов,balmusov
брежнев,brʲeʒnev
червоткин,t͡ɕʲervotkʲin
хайрулла,xajrulla
муртазин,murtazʲin
вихлянцева,vʲixlʲant͡seva
бахметьев,baxmʲetʲev
ужинов,uʒinov
москвичёв,moskvʲit͡ɕʲov
комендровская,komʲendrovskaa
лялейките,lʲalʲejkʲitʲe
лапочкин,lapot͡ɕʲkʲin
еськов,jesʲkov
федот,fʲedot
тумусов,tumusov
сергеенко,sʲerɡeenko
слободянюк,slobodʲanuk
ковенчук,kovʲent͡ɕʲuk
габуева,ɡabueva
живоглядов,ʒivoɡlʲadov
дума,duma
спиридонова,spʲirʲidonova
ленцов,lʲent͡sov
натела,natʲela
дзаламидзе,dzalamʲidzʲe
данчикова,dant͡ɕʲikova
рамм,ramm
гульназ,ɡulʲnaz
бадыкова,badɨkova
амир,amʲir
ишемгулов,iʂemɡulov
диденко,dʲidʲenko
мокану,mokanu
ваха,vaxa
абуевич,abuevʲit͡ɕʲ
агаев,aɡaev
панина,panina
твердовский,tvʲerdovskʲij
головизнина,ɡolovʲiznina
макарович,makarovʲit͡ɕʲ
матвеенко,matvʲeenko
василина,vasʲilʲina
кулиева,kulʲieva
олькина,olʲkʲina
белан,bʲelan
гильмутдинов,ɡilʲmutdʲinov
загитович,zaɡitovʲit͡ɕʲ
гамзатова,ɡamzatova
заирбековна,zairbʲekovna
иванюженков,ivanuʒenkov
юльякшин,julʲakʂin
марданов,mardanov
чернышова,t͡ɕʲernɨʂova
трофимова,trofʲimova
котов,kotov
мархаев,marxaev
ющенко,juɕːenko
логунова,loɡunova
иванюк,ivanuk
эмина,emʲina
малагич,malaɡit͡ɕʲ
ольшанский,olʲʂanskʲij
синельщиков,sʲinelʲɕːikov
каргаев,karɡaev
ланской,lanskoj
феликсовна,fʲelʲiksovna
литвина,lʲitvʲina
опёнышева,opʲonɨʂeva
слабынько,slabɨnʲko
ленур,lʲenur
ислямов,islʲamov
ханна,xanna
клаудиньо,klaudʲino
добровольская,dobrovolʲskaa
чижов,t͡ɕʲiʒov
алтабаева,altabaeva
муллакаева,mullakaeva
хальзова,xalʲzova
нечаевская,net͡ɕʲaevskaa
никитична,nikʲitʲit͡ɕʲna
вано,vano
микоян,mʲikoan
сирант,sʲirant
шумилкин,ʂumʲilkʲin
косенко,kosʲenko
казанков,kazankov
чепа,t͡ɕʲepa
клэп,klep
эмиров,emʲirov
якушина,jakuʂina
тилькин,tʲilʲkʲin
альшевских,alʲʂevskʲix
токов,tokov
седова,sʲedova
серебрякова,sʲerʲebrʲakova
новоселов,novosʲelov
скоробогатченко,skoroboɡatt͡ɕʲenko
кудьсверчков,kudʲsvʲert͡ɕʲkov
воронько,voronʲko
туров,turov
кокорекина,kokorʲekʲina
владислава,vladʲislava
кучеревский,kut͡ɕʲerʲevskʲij
кут,kut
евгенова,jevɡenova
свищев,svʲiɕːev
влодавец,vlodavʲet͡s
кузовков,kuzovkov
фисенко,fʲisʲenko
себрант,sʲebrant
богатырев,boɡatɨrʲev
асия,asʲia
мансуровна,mansurovna
османова,osmanova
каменева,kamʲeneva
давлетова,davlʲetova
деулин,dʲeulʲin
фукс,fuks
параходин,paraxodʲin
черножуков,t͡ɕʲernoʒukov
сардана,sardana
огурцова,oɡurt͡sova
николов,nikolov
алимов,alʲimov
шегурова,ʂeɡurova
серпионов,sʲerpʲionov
нариманович,narʲimanovʲit͡ɕʲ
мусаев,musaev
гетта,ɡetta
спилберг,spʲilbʲerɡ
мазикин,mazʲikʲin
орябинская,orʲabʲinskaa
бардо,bardo
вековищев,vʲekovʲiɕːev
вяткин,vʲatkʲin
бидонько,bʲidonʲko
блоцкий,blot͡skʲij
вениаминовна,vʲeniamʲinovna
будуев,buduev
манвелов,manvʲelov
карпиловский,karpʲilovskʲij
рэда,reda
кербуш,kʲerbuʂ
елисеевич,jelʲisʲeevʲit͡ɕʲ
павловна,pavlovna
лесовой,lʲesovoj
карнаухов,karnauxov
осадчий,osadt͡ɕʲij
шейнин,ʂejnin
качанова,kat͡ɕʲanova
рина,rʲina
харук,xaruk
беланович,bʲelanovʲit͡ɕʲ
пантелеев,pantʲelʲeev
аншба,anʂba
костюк,kostʲuk
капленко,kaplʲenko
байгускаров,bajɡuskarov
ефремович,jefrʲemovʲit͡ɕʲ
рогачёв,roɡat͡ɕʲov
дудь,dudʲ
щапов,ɕːapov
шорохова,ʂoroxova
фадина,fadʲina
гуткин,ɡutkʲin
вырвич,vɨrvʲit͡ɕʲ
сосновский,sosnovskʲij
василькин,vasʲilʲkʲin
рабая,rabaa
горелкин,ɡorʲelkʲin
подозерова,podozʲerova
шашлова,ʂaʂlova
миногарова,mʲinoɡarova
богусевич,boɡusʲevʲit͡ɕʲ
круговой,kruɡovoj
цымбал,t͡sɨmbal
чиков,t͡ɕʲikov
кищук,kʲiɕːuk
кукушкина,kukuʂkʲina
кармазина,karmazʲina
павлюченко,pavlʲut͡ɕʲenko
ходыкин,xodɨkʲin
пискарёв,pʲiskarʲov
новолодская,novolodskaa
белоненко,bʲelonenko
наир,nair
тикнизян,tʲiknizʲan
суслов,suslov
андрианович,andrʲianovʲit͡ɕʲ
шашина,ʂaʂina
ро,ro
рогова,roɡova
хлусов,xlusov
марченко,mart͡ɕʲenko
шульгинов,ʂulʲɡinov
филипов,fʲilʲipov
джиа,d͡ʒia
лисса,lʲissa
тумгоев,tumɡoev
беляева,bʲelʲaeva
старшинов,starʂinov
дело,dʲelo
мотузной,motuznoj
кстенин,kstʲenin
нигина,niɡina
сайфуллаева,sajfullaeva
фарбаржевич,farbarʒevʲit͡ɕʲ
лёша,lʲoʂa
свик,svʲik
тетерич,tʲetʲerʲit͡ɕʲ
голомидова,ɡolomʲidova
авксентьева,avksʲentʲeva
марта,marta
мартьянова,martʲanova
тиханина,tʲixanina
кумин,kumʲin
зуев,zuev
азимов,azʲimov
люси,lʲusʲi
харт,xart
каримулла,karʲimulla
халили,xalʲilʲi
хизри,xʲizrʲi
абакаров,abakarov
ойф,ojf
айзалилуна,ajzalʲiluna
ай,aj
мари,marʲi
краймбрери,krajmbrʲerʲi
покрас,pokras
лампас,lampas
мансурович,mansurovʲit͡ɕʲ
умар,umar
назарович,nazarovʲit͡ɕʲ
кремлёв,krʲemlʲov
селиверстов,sʲelʲivʲerstov
дювбанов,dʲuvbanov
маша,maʂa
вэй,vej
радзинская,radzʲinskaa
флорида,florʲida
чантурия,t͡ɕʲanturʲia
нужный,nuʒnɨj
лабковский,labkovskʲij
бабак,babak
шидловская,ʂidlovskaa
агалакова,aɡalakova
петрунин,pʲetrunin
зуева,zueva
аиткулова,aitkulova
коцаренко,kot͡sarʲenko
листунова,lʲistunova
дехтяр,dʲextʲar
березовская,bʲerʲezovskaa
александрос,alʲeksandros
цопозидис,t͡sopozʲidʲis
ковбас,kovbas
дава,dava
удальцова,udalʲt͡sova
эллен,ellʲen
эвуси,evusʲi
дезмари,dʲezmarʲi
кирпичникова,kʲirpʲit͡ɕʲnikova
мардарь,mardarʲ
чупов,t͡ɕʲupov
скиданова,skʲidanova
бекхан,bʲekxan
ирма,irma
махиня,maxʲina
экштут,ekʂtut
арт,art
дар,dar
енакаева,jenakaeva
маслодудов,maslodudov
шепелева,ʂepʲelʲeva
брюханова,brʲuxanova
брауэр,brauer
лапшина,lapʂina
мартыненко,martɨnenko
батырев,batɨrʲev
беседина,bʲesʲedʲina
мирошников,mʲiroʂnikov
эго,eɡo
микитас,mʲikʲitas
мешкова,mʲeʂkova
евграфова,jevɡrafova
кучкова,kut͡ɕʲkova
кононова,kononova
авг,avɡ
бурдужа,burduʒa
костенко,kostʲenko
анет,anet
сай,saj
гренц,ɡrʲent͡s
сюхин,sʲuxʲin
филиповская,fʲilʲipovskaa
гимбатов,ɡimbatov
алтухов,altuxov
аммосов,ammosov
хазов,xazov
бабашов,babaʂov
пегов,pʲeɡov
лябихов,lʲabʲixov
иванинский,ivaninskʲij
алёхин,alʲoxʲin
кастюкевич,kastʲukʲevʲit͡ɕʲ
илоян,iloan
комиссаренко,komʲissarʲenko
олирия,olʲirʲia
конаныхина,konanɨxʲina
лелуш,lʲeluʂ
родимин,rodʲimʲin
антропенко,antropʲenko
позов,pozov
гулин,ɡulʲin
ануфриева,anufrʲieva
бессонов,bʲessonov
глазкова,ɡlazkova
шприц,ʂprʲit͡s
миллеррузанова,mʲillʲerruzanova
метелёв,mʲetʲelʲov
ксана,ksana
сергиенко,sʲerɡienko
каплан,kaplan
панеш,paneʂ
савенков,savʲenkov
каверау,kavʲerau
аделия,adʲelʲia
минулин,mʲinulʲin
алешкин,alʲeʂkʲin
белевич,bʲelʲevʲit͡ɕʲ
бадма,badma
башанкаев,baʂankaev
зубалевич,zubalʲevʲit͡ɕʲ
белбородов,bʲelborodov
ткачева,tkat͡ɕʲeva
телегин,tʲelʲeɡin
бекбулатова,bʲekbulatova
кудряшова,kudrʲaʂova
козик,kozʲik
эрбол,erbol
атабаев,atabaev
юдин,judʲin
максимилиан,maksʲimʲilʲian
андронников,andronnikov
урушев,uruʂev
риваль,rʲivalʲ
тыщенко,tɨɕːenko
рассел,rassʲel
бентли,bʲentlʲi
кузюков,kuzʲukov
контридзе,kontrʲidzʲe
молодцова,molodt͡sova
леванков,lʲevankov
скочиленко,skot͡ɕʲilʲenko
каталымова,katalɨmova
миннекаев,mʲinnekaev
рейнгольд,rʲejnɡolʲd
ткаченкопапиж,tkat͡ɕʲenkopapʲiʒ
хайлоев,xajloev
юрасов,jurasov
курмашева,kurmaʂeva
завадский,zavadskʲij
ибатуллин,ibatullʲin
огрн,oɡrn
кузбасс,kuzbass
нимфей,nimfʲej
торпедо,torpʲedo
любань,lʲubanʲ
голиаф,ɡolʲiaf
томь,tomʲ
горгиппия,ɡorɡippʲia
луч,lut͡ɕʲ
маттиас,mattʲias
варниг,varniɡ
уникс,uniks
спартакприморье,spartakprʲimorʲe
лёбенихт,lʲobʲenixt
кристи,krʲistʲi
уралан,uralan
дэлгэрмурен,delɡermurʲen
цска,t͡sska
ефрейтор,jefrʲejtor
кайралы,kajralɨ
онгудай,onɡudaj
черноморец,t͡ɕʲernomorʲet͡s
аренаметаллург,arʲenamʲetallurɡ
атлант,atlant
кондёр,kondʲor
эскикермен,eskʲikʲermʲen
авиакор,avʲiakor
деденёво,dʲedʲenovo
турочак,turot͡ɕʲak
внешэкономбанк,vneʂekonombank
носта,nosta
зоркий,zorkʲij
старощербиновская,staroɕːerbʲinovskaa
самодед,samodʲed
спортэкспресс,sporteksprʲess
новокузнецкспиченково,novokuznet͡skspʲit͡ɕʲenkovo
каменское,kamʲenskoe
кодима,kodʲima
шебалино,ʂebalʲino
озерновский,ozʲernovskʲij
сыверма,sɨvʲerma
егорлыкская,jeɡorlɨkskaa
каневская,kanevskaa
красноусольский,krasnousolʲskʲij
староминская,staromʲinskaa
чукча,t͡ɕʲukt͡ɕʲa
сюкеево,sʲukʲeevo
экажево,ekaʒevo
бичура,bʲit͡ɕʲura
владлаг,vladlaɡ
киммерик,kʲimmʲerʲik
бомнак,bomnak
трактор,traktor
чемал,t͡ɕʲemal
любавичи,lʲubavʲit͡ɕʲi
аксаково,aksakovo
аскарово,askarovo
исянгулово,isʲanɡulovo
кошагач,koʂaɡat͡ɕʲ
павловская,pavlovskaa
анненково,annenkovo
озёрное,ozʲornoe
устькан,ustʲkan
малояз,maloaz
шафраново,ʂafranovo
инзер,inzʲer
бежта,bʲeʒta
кудеевский,kudʲeevskʲij
устьлуга,ustʲluɡa
ломовка,lomovka
тюлиганово,tʲulʲiɡanovo
тукан,tukan
зирган,zʲirɡan
урман,urman
краснохолмский,krasnoxolmskʲij
темясово,tʲemʲasovo
буздяк,buzdʲak
мишкино,mʲiʂkʲino
камбальный,kambalʲnɨj
плоский,ploskʲij
куяново,kuanovo
желтовский,ʒeltovskʲij
витязь,vʲitʲazʲ
гжель,ɡʒelʲ
тордокияни,tordokʲiani
семилетка,sʲemʲilʲetka
петрославянка,pʲetroslavʲanka
жемчужинасочи,ʒemt͡ɕʲuʒinasot͡ɕʲi
металлострой,mʲetallostroj
саратовцентральный,saratovt͡sentralʲnɨj
булгария,bulɡarʲia
плахино,plaxʲino
царёвозаймище,t͡sarʲovozajmʲiɕːe
ивановоюжный,ivanovouʒnɨj
андрусово,andrusovo
россиянка,rossʲianka
металлург,mʲetallurɡ
домна,domna
чушка,t͡ɕʲuʂka
омскцентральный,omskt͡sentralʲnɨj
гумрак,ɡumrak
месягутово,mʲesʲaɡutovo
комиинтеравиа,komʲiintʲeravʲia
гвоздево,ɡvozdʲevo
кандры,kandrɨ
холатчахль,xolatt͡ɕʲaxlʲ
локомотивкубань,lokomotʲivkubanʲ
зилаир,zʲilair
эстосадок,estosadok
рускеала,ruskʲeala
наурская,naurskaa
мулино,mulʲino
хазаран,xazaran
тэфи,tefʲi
киносвидание,kʲinosvʲidanie
метрополь,mʲetropolʲ
агалатово,aɡalatovo
киргизмияки,kʲirɡizmʲiakʲi
каменьрыболов,kamʲenʲrɨbolov
курах,kurax
орбита,orbʲita
юрюнгхая,jurʲunɡxaa
куруш,kuruʂ
суземка,suzʲemka
рагозинка,raɡozʲinka
люблино,lʲublʲino
уралец,uralʲet͡s
логанча,loɡant͡ɕʲa
кабанск,kabansk
иосифоволоцкий,iosʲifovolot͡skʲij
