angela,aŋeːlaː
blösche,pløʃə
niedermayer,niːdeɐmaiɐ
zich,t͡six
massaquoi,masakvoiː
garnier,ɡaɐniɐ
gunta,ɡuntaː
simpert,zimpeɐt
bodenschatz,boːdənʃat͡s
selmar,zelmaɐ
rudnik,ʁutnik
meise,maisə
sandersbrahms,zandeɐspʁaːms
nino,niːnoː
kindleben,kintleːbən
zaczkiewicz,t͡sakt͡skiːvikt͡s
mudra,mutʁaː
boehn,boeːn
elvers,elfeɐs
kollhoff,kolhof
liebherr,liːfeɐʁ
rainald,ʁaiənalt
jelen,jeːlən
zangen,t͡saŋən
thees,teːs
dammertz,dameɐt͡s
girnth,ɡiɐnt
buhle,buːlə
borsch,boɐʃ
pisot,piːsot
kuegler,kueklɐ
weigold,vaieɡolt
braunbock,pʁaunbok
sonnleithner,zonlaitnɐ
suckow,zuːkov
marijana,maːʀiːjaːna
marković,maɐkoːfiḱ
salome,zaːlomə
kammer,kamɐ
karbjinski,kaɐpjinskiː
wigald,viːɡalt
boning,boːniŋk
steffny,ʃtefny
duryn,duʁyn
susen,zuːsən
giacomo,ɡiaːkoːmo
jochmus,joxmus
django,tjaŋoː
asül,asyl
clajus,klaːjus
fellmann,felman
kloss,klos
andrussow,antʁusov
lyck,lyk
radetzky,ʁaːdet͡sky
kostas,kostas
sonya,zonyaː
gause,ɡausə
kauka,kauhkaː
chakuza,xaːkuːt͡saː
reul,ʁoyl
jancarl,jankaɐl
jane,janə
bernigau,beɐniːɡauh
biesenbach,biːsənbax
rebeurpaschwitz,ʁeːboyɐpaʃvit͡s
eichengrün,aiexənkʁyn
trenck,tʁənk
petschnigg,pet͡ʃniçk
bündgens,byntɡəns
deutinger,doyhtiŋɐ
nückel,nyːkel
kioyo,kioyoː
wächter,vextɐ
couven,kouːfən
hykade,hykadə
wilmenrod,vilmənʁot
freese,fʁeːsə
schieder,ʃiːdɐ
kallmann,kalman
ridderbusch,ʁitdeɐbuʃ
keudell,koyhdel
lukaschek,luːkaːʃek
estefania,esteːfaːnia
emmermann,emeɐman
ñāṇaponika,ñāṇaːpoːniːkaː
bolle,bolə
behaghel,beːhakhel
oesten,oestən
deroy,deːʀoy
haecker,haekɐ
schardin,ʃaɐdin
ulbrich,ulpʁix
jungereyer,juŋeːʀaiɐ
nohlen,noːlən
jesse,jesə
kris,kʁis
menace,meːnakə
seeling,zeːliŋk
steitz,ʃtait͡s
mayervorfelder,maieɐfoɐfeldɐ
pothorst,potoɐst
nasić,naːsiḱ
artelt,aɐtelt
lorenzo,loːʀənt͡soː
küpfmüller,kyp͡fmylɐ
nadolny,naːdolny
valentiner,faːləntinɐ
legat,leːɡat
hanselmann,hanselman
topper,topɐ
hantelmann,hantelman
famulla,faːmulaː
demski,demskiː
waas,vaːs
küchemann,kyːxeːman
bretzner,pʁet͡snɐ
werdermann,veɐdeɐman
biller,bilɐ
schütt,ʃyt
criegee,kʁiːɡeə
symo,symoː
reckmalleczewen,ʁekmalekt͡seːvən
köbner,køpnɐ
schroth,ʃʁot
krewe,kʁevə
buschhorn,buʃhoɐn
merten,meɐtən
heinzklaus,haint͡sklaus
plătăreanu,plătăʁeaːnuː
strohm,ʃtʁoːm
zapfvon,t͡sap͡ffon
stapf,ʃtap͡f
smudo,smuːdoː
zvi,t͡sfiː
aharoni,aːaːʀoːniː
haucke,haukə
antonie,antoːniə
prantl,pʁantl
halbig,halbik
heyse,haisə
bsirske,psiɐskə
haenicke,haeːnikə
ezard,et͡saɐt
jurij,juːʀij
brězan,pʁět͡san
blaschko,plaʃkoː
hauenschild,hauənʃilt
semmler,zemlɐ
bünning,byniŋk
johannmeyer,joːhanmaiɐ
wörlescheller,vøɐleːʃelɐ
bockelmann,boːkelman
ayyā,aiyā
khemā,kheːmā
haydar,haidaɐ
zorlu,t͡soɐluː
dissel,disel
sitte,zitə
hanya,hanyaː
tekin,teːkin
hoelz,hoelt͡s
luk,luk
piyes,piyes
renan,ʁeːnan
demirkan,deːmiɐkan
servatius,zeɐfaːtius
türkiz,tyɐkit͡s
talay,taːlai
moshe,moshə
pešić,pešiḱ
weltz,velt͡s
glemnitz,klemnit͡s
threlfall,tʁelfal
aglaja,aklaːja
brix,pʁiks
ciesla,kiːslaː
khaled,khaːlet
almasri,almasʁiː
kristiane,kʁistianə
backer,bakɐ
ekkehardt,ekkeːhaɐt
belle,belə
fell,fel
russek,ʁusek
rávik,ʁáfik
strubel,ʃtʁuːbel
hallier,haliɐ
erbar,eɐbaɐ
hemmo,hemoː
hengzt,hənɡt͡st
lukschy,lukʃy
gysae,ɡysaə
zechburkersroda,t͡sexbuɐkeɐsʁoːdaː
brücknerrüggeberg,pʁykneɐʁykɡeːbeɐk
koppers,kopeɐs
bodecker,boːdekɐ
zittel,t͡sitel
mattheuer,mathoyɐ
willemsen,vilemsən
paasche,paːʃə
dagny,daɡny
winnie,viniə
brückmann,pʁykman
laumann,lauhman
sing,ziŋk
kausch,kauʃ
stahlschmidt,ʃtaːlʃmit
pauls,pauls
pack,pak
schuh,ʃuː
castorf,kastoɐf
schäfergümbel,ʃefeɐɡymbel
warneke,vaɐnekə
schweins,ʃvains
koldau,koldauh
rasch,ʁaʃ
ode,odə
schmundt,ʃmunt
schoppe,ʃopə
schurtz,ʃuɐt͡s
didrik,ditʁik
pining,piːniŋk
ohrner,oːɐnɐ
vural,fuːʀal
öger,øɡɐ
thate,tatə
balk,balk
maierleibnitz,maieɐlaipnit͡s
hansreinhard,hansʁainhaɐt
frebel,fʁeːbel
ströbel,ʃtʁøːbel
demmler,demlɐ
hilgenberg,hilɡənbeɐk
roestel,ʁoestel
henk,hənk
elli,eliː
erl,eɐl
hemlein,hemlain
heißenbüttel,haisənbytel
chatel,xaːtel
paetsch,paet͡ʃ
helme,helmə
cluss,klus
michalk,miːxalk
detzner,det͡snɐ
demond,deːmont
greene,kʁeːnə
reger,ʁeɡɐ
schindhelm,ʃintelm
hürtgen,hyɐtɡən
curjel,kuɐjel
schmidtreitwein,ʃmitʁaitvain
schering,ʃeːʀiŋk
grosch,kʁoʃ
okan,okan
aydın,aidın
loewy,loevy
mehdorn,meːdoɐn
stücklschwaiger,ʃtyklʃvaiɡɐ
schönkopf,ʃøŋkop͡f
gotthold,ɡotholt
cottura,kotuːʀaː
kienitz,kiːnit͡s
gradl,kʁadl
milich,miːlix
looss,loːs
addywaku,adyvaːkuː
menga,mənɡaː
joop,joːp
narjes,naɐjes
kumpfmüller,kump͡fmylɐ
lustig,lustik
regine,ʁeːɡinə
pierson,piːɐson
rieke,ʁiːkə
pipan,piːpan
hantschk,hant͡ʃk
sherko,sheɐkoː
fatah,faːtaː
valentinus,faːləntiənus
otho,otoː
heun,hoyn
buhre,buːʀə
judy,judy
mascha,maːʃa
hoesl,hoesl
müllerschott,myleɐʃot
hadwig,hatvik
hommel,homel
hettche,hetxə
pittschau,pitʃauh
traber,tʁabɐ
schafhausen,ʃafhauhsən
abd,abt
el,el
farrag,faɐʁak
tamms,tams
karlaugust,kaɐlauhɡust
buschkowsky,buʃkovsky
wackel,vaːkel
özay,øːt͡sai
fecht,fext
kleihues,klaieːues
abedi,abeːdiː
henno,hənnoː
riemeck,ʁiːmek
passig,pasik
binkert,biŋkeɐt
karaoglan,kaːʀaoklan
karel,kaːʀel
fajfr,fajfʁ
siebeck,ziːbek
avélallemant,afélaleːmant
erkau,eɐkauh
musiał,muːsiał
nic,nik
romm,ʁom
berczy,beɐkt͡sy
sinavaleska,ziːnaːfaleskaː
wolfers,volfeɐs
rütting,ʁytiŋk
giulia,ɡiuːliaː
heesters,heːsteɐs
studer,ʃtudɐ
ptok,ptok
föttinger,føtiŋɐ
exter,ekstɐ
ehmer,eːmɐ
saupe,zaupə
fritzrudolf,fʁit͡sʁuːdolf
güntsch,ɡynt͡ʃ
broy,pʁoy
elton,elton
matze,mat͡sə
knop,knop
gayl,ɡail
trowe,tʁovə
thoelke,toelkə
wehrle,veːɐlə
losinger,loːsiŋɐ
jarnut,jaɐnut
nazan,naːt͡san
eckes,ekes
hermanns,heɐmans
goth,ɡot
nemec,neːmek
esau,esauh
mirja,miɐjaː
boes,boes
cortez,koɐtet͡s
karlgünther,kaɐlɡyntɐ
heimsoth,haimsot
abbelen,apbeːlən
warnig,vaɐnik
mikulla,miːkulaː
waggershausen,vakɡeɐshauhsən
orléans,oɐléans
nippel,nipel
andrej,antʁej
rapsch,ʁapʃ
silber,zilbɐ
quecke,kvekə
maydell,maidel
knauer,knauɐ
oda,odaː
tanith,taːnit
kuebart,kueːbaɐt
tine,tinə
wittler,vitlɐ
krimmer,kʁimɐ
glasow,klaːsov
plauth,plaut
frankenfeld,fʁaŋkənfelt
schreckenberger,ʃʁeːkənbeɐɡɐ
burchardi,buɐxaɐdiː
dieser,diːsɐ
kaltenbach,kaltənbax
käfer,kefɐ
haderthauer,haːdeɐtauɐ
annakatharina,anaːkataːʀiːnaː
samsel,zamsel
schorlemerlieser,ʃoɐleːmeɐliːsɐ
sinkel,ziŋkel
stiborius,ʃtieboːʀius
durniok,duɐniok
tschira,t͡ʃiːʀaː
dörfler,døɐflɐ
voll,fol
bausewein,bauhseːvain
liselotte,liːseːlotə
karusseit,kaːʀusait
oehrn,oeːɐn
jaud,jaut
gass,ɡas
pater,patɐ
emmeram,emeːʀam
wanning,vaniŋk
hora,hoːʀaː
ernstwilhelm,eɐnstvilhelm
meinardus,maiənaɐdus
koepp,koep
meral,meːʀal
perin,peːʀin
uecker,uekɐ
mentz,mənt͡s
kalle,kalə
wette,vetə
biewer,biːvɐ
troegner,tʁoeknɐ
klitzpera,klit͡speːʀaː
rether,ʁetɐ
lola,loːlaː
randl,ʁandl
buschhoff,buʃhof
glasner,klasnɐ
haftbefehl,haftbeːfeːl
meebold,meːbolt
pastewka,pastevkaː
ellissen,elisən
genée,ɡeːnéə
wilfred,vilfʁet
christfried,xʁistfʁiːt
wurth,vuɐt
gabor,ɡaːboɐ
steingart,ʃtaiŋaɐt
schoenfelder,ʃoənfeldɐ
strantz,ʃtʁant͡s
kathen,katən
griesmayr,kʁiːsmaiʁ
assenmacher,asənmaxɐ
höpker,høpkɐ
winckler,vinklɐ
borgelt,boɐɡelt
thoke,tokə
breitenbuch,pʁaietənbux
gertrude,ɡeɐtʁudə
hoffman,hofman
saralisa,zaːʀaliːsaː
volm,folm
barba,baɐbaː
ickelsamer,iːkelsamɐ
groeger,kʁoeɡɐ
evaingeborg,efaiŋeːboɐk
szell,st͡sel
althamer,altamɐ
vahl,faːl
yıldırım,yıldıʁım
bessen,besən
annasophia,anaːsofiaː
goeres,ɡoeːʀes
meyereppler,maieːʀeplɐ
lisewski,liːsevskiː
wimmel,vimel
boddien,botdiːn
humbert,humbeɐt
sandersdornseif,zandeɐsdoɐnsaif
finckh,finkh
reents,ʁeːnts
dungern,duŋeɐn
golke,ɡolkə
dallwitz,dalvit͡s
atwell,atvel
stopper,ʃtopɐ
adolffriedrich,adolfʁiːtʁix
kuntzen,kunt͡sən
gerschke,ɡeɐʃkə
sicks,ziks
gosejohann,ɡoːseːjoːhan
wurzelbau,vuɐt͡selbauh
krystyna,kʁystynaː
höner,hønɐ
moukaddam,mouːkatdam
micraelius,mikʁaeːlius
frauendorfer,fʁauəndoɐfɐ
grabbe,kʁapbə
nicolás,niːkoːlás
artajo,aɐtaːjoː
ruland,ʁuːlant
joanna,joanaː
dehne,deːnə
machtan,maxtan
ronstedt,ʁonstet
oser,osɐ
oltmanns,oltmans
vater,fatɐ
hülm,hylm
müllerkray,myleɐkʁai
mattauch,mataux
boetius,boeːtius
dolezalek,doːleːt͡saːlek
zeussel,t͡soysel
wilken,vilkən
siemensmeyer,ziːmənsmaiɐ
theresia,teːʀesiaː
jester,jestɐ
naefe,naefə
wilbrand,vilpʁant
fascher,faʃɐ
kasprik,kaspʁik
marieernestine,maːʀiːeɐnestinə
gräfenstein,kʁefənstain
stöckel,ʃtøːkel
broumis,pʁouːmis
enik,ənik
egner,eknɐ
züli,t͡syːliː
aladağ,alaːdaɡ̆
briefs,pʁiːfs
lackner,laknɐ
jarosław,jaːʀosłav
breitkopf,pʁaitkop͡f
fuest,fuest
profitlich,pʁoːfitlix
pawelczyk,paːvelkt͡syk
obleser,oplesɐ
gossmann,ɡosman
schanze,ʃant͡sə
lotzer,lot͡sɐ
ellert,eleɐt
maertens,maeɐtəns
rosalinde,ʁoːsaːlində
ossietzkypalm,osiːt͡skypalm
bob,bop
arnz,aɐnt͡s
odinis,odiːnis
pretzsch,pʁet͡ʃ
tebbenhoff,tepbənhof
hirschmüller,hiɐʃmylɐ
moghaddam,mokhatdam
wieleitner,viːlaitnɐ
wisnewski,visnevskiː
wachowiak,vaːxoːviak
hädrich,hetʁix
runze,ʁunt͡sə
gronenborn,kʁoːnənboɐn
wahle,vaːlə
bourani,bouːʀaːniː
sep,zep
ruf,ʁuf
münzberger,mynt͡sbeɐɡɐ
spier,ʃpiɐ
schmidtmer,ʃmitmɐ
schromm,ʃʁom
brokowski,pʁoːkovskiː
menger,mənɡɐ
chalybäus,xalyboys
matz,mat͡s
matti,matiː
leithold,laitolt
silvo,zilfoː
lahtela,laːteːlaː
algrang,alkʁaŋk
regel,ʁeːɡel
riezler,ʁiːt͡slɐ
reutershahn,ʁoyhteɐshaːn
jennymai,jənnymaie
nuyen,nuyən
renneisen,ʁənnaiesən
breth,pʁet
indira,indiːʀaː
vorhoelzer,foɐhoelt͡sɐ
eleasar,eleaːsaɐ
juda,juːdaː
kalonymos,kaːlonymos
vivian,fiːfian
eißmann,aisman
scharff,ʃaɐf
majowski,maːjovskiː
tobi,toːbiː
lojewski,loːjevskiː
hillenkamp,hilənkamp
mross,mʁos
sternheim,ʃteɐnhaim
stosch,ʃtoʃ
decken,deːkən
pleva,pleːfaː
ludowig,luːdoːvik
solka,zolkaː
labs,labs
wibke,vipkə
bruhns,pʁuːns
kehlau,keːlauh
giegerich,ɡiːɡeːʀix
schroetter,ʃʁoetɐ
kohlroser,koːlʁosɐ
culp,kulp
staehlin,ʃtaeːlin
rattepolle,ʁateːpolə
bura,buːʀaː
stockmann,ʃtokman
lubina,luːbiːnaː
hajdukveljković,hajdukfeljkoːfiḱ
lucy,luky
redler,ʁetlɐ
kemp,kemp
dicke,dikə
brademann,pʁaːdeːman
karas,kaːʀas
jěwamarja,jěvaːmaɐjaː
čornakec,ǩoɐnaːkek
hayo,haioː
toby,toby
gad,ɡat
schrick,ʃʁik
koppruch,kopʁux
flack,flak
calker,kalkɐ
isenkrahe,iːsənkʁaːə
höllerer,høleʁɐ
reseg,ʁeːsek
kraeft,kʁaeft
rahel,ʁaːhel
sanzara,zant͡saːʀa
malmendier,malməndiɐ
lilo,liːloː
wanders,vandeɐs
gratzik,kʁaːt͡sik
woebcken,voepkən
müllerelmau,myleːʀelmauh
clevé,kleːfé
bobzien,bopt͡siːn
frankenheim,fʁaŋkənhaim
belhe,belhə
zaimoğlu,t͡saiemoɡ̆luː
julien,juːliːn
haggége,hakɡéɡə
dedmon,detmon
mainkajellinghaus,maiŋkaːjeliŋkhaus
walleshauser,valeshausɐ
ivancan,iːfankan
haugk,hauɡk
luci,luːkiː
org,oɐk
derek,deːʀek
salehzaki,zaːleːt͡saːkiː
nissen,nisən
carlaugust,kaɐlauhɡust
trimondi,tʁiːmondiː
schatz,ʃat͡s
dischinger,diːʃiŋɐ
hültner,hyltnɐ
kahrmann,kaːɐman
schlauch,ʃlaux
zarrella,t͡saɐʁelaː
lembke,lempkə
appelt,apelt
wentzinger,vənt͡siŋɐ
stimmann,ʃtiman
okon,okon
plenzat,plənt͡sat
joerg,joeɐk
liesching,liːʃiŋk
böckmann,bøkman
curtz,kuɐt͡s
jungalsen,juŋalsən
frieser,fʁiːsɐ
geilenberg,ɡaielənbeɐk
henner,hənnɐ
kallwass,kalvas
willrich,vilʁix
christiani,xʁistiaːniː
pinkall,piŋkal
stocker,ʃtokɐ
herren,heɐʁən
marianna,maːʀianaː
salzmann,zalt͡sman
chorus,xoːʀus
tanner,tanɐ
vötterle,føteɐlə
sohlern,zoːleɐn
steiger,ʃtaiɡɐ
lyen,lyən
wong,voŋk
fegté,fekté
valois,faːlois
dost,dost
boettcher,boetxɐ
hämmerle,hemeɐlə
sydow,sydov
junkersdorf,juŋkeɐsdoɐf
blackfire,plakfiʀə
johanndietrich,joːhandiːtʁix
lingg,liŋk
bettinger,betiŋɐ
raupachpetersen,ʁauhpaxpeːteɐsən
massih,masiː
wassey,vasai
lopes,loːpes
hollenbeck,holənbek
schlatter,ʃlatɐ
wölbern,vølbeɐn
palminger,palmiŋɐ
alfonso,alfonsoː
losa,loːsaː
marcuwe,maɐkuvə
dörfer,døɐfɐ
herrndorf,heɐʁndoɐf
keck,kek
herybert,heʁybeɐt
kaufeld,kauhfelt
gsell,ksel
krechting,kʁextiŋk
kohn,koːn
buhrow,buːʀov
bockmayer,bokmaiɐ
seidlitz,zaitlit͡s
lätsch,let͡ʃ
kane,kanə
santiago,zantiaːɡoː
ziesmer,t͡siːsmɐ
meisler,maislɐ
tremper,tʁempɐ
bezzel,bet͡st͡sel
marchand,maɐxant
schultes,ʃultes
lämmerhirt,lemeɐhiɐt
glaeseker,klaeːsekɐ
nowka,novkaː
altrichter,altʁixtɐ
klimt,klimt
yared,yaːʀet
dibaba,diːbaːba
segbers,zekbeɐs
marholm,maɐholm
luthardt,lutaɐt
wildgruber,vildkʁubɐ
carolyn,kaːʀolyn
hoehn,hoeːn
mues,mues
polak,poːlak
herrosee,heɐʁoːseə
looff,loːf
doerfer,doeɐfɐ
ahnen,aːnən
behrschnabel,beːɐʃnaːbel
johannsen,joːhansən
kusmagk,kusmaɡk
zuckowski,t͡suːkovskiː
hübsch,hybʃ
preil,pʁail
markwitz,maɐkvit͡s
novak,noːfak
kampowsky,kampovsky
araba,aʀaːba
walton,valton
moriz,moːʀit͡s
lyncker,lynkɐ
hansegon,hanseːɡon
richert,ʁiːxeɐt
börries,bøɐʁiːs
gröbler,kʁøplɐ
grolman,kʁolman
landgut,lantɡut
weiske,vaiskə
schieske,ʃiːskə
hentzner,hənt͡snɐ
schmige,ʃmiçə
jeanine,jeaːninə
meerapfel,meːʀaːp͡fel
nordmann,noɐtman
lotti,lotiː
wüstenhagen,vystənhaːɡən
kuehl,kueːl
mallinckrodt,malinkʁot
frankel,fʁaŋkel
kotthaus,kothaus
scheffers,ʃefeɐs
bofinger,boːfiŋɐ
oschmann,oʃman
ginalisa,ɡiːnaːliːsaː
lohfink,loːfiŋk
wachtveitl,vaxtfaitl
loeser,loesɐ
stenschke,ʃtənʃkə
ketnath,ketnat
strehmel,ʃtʁeːmel
bohnsack,boːnsak
mellies,meliːs
barke,baɐkə
lössl,løsl
schafmeister,ʃafmaistɐ
plasencia,plaːsənkiaː
wolharn,volhaɐn
pagé,paːɡé
besch,beʃ
schünemann,ʃyːneːman
brandstätter,pʁandstetɐ
rohrbeck,ʁoːɐbek
patzelt,paːt͡selt
fantl,fantl
augustinski,auhɡustinskiː
mackie,maːkiə
mansfeldeisleben,mansfeldaisleːbən
herbet,heɐbet
janko,jaŋkoː
joscha,joːʃaː
wollheim,volhaim
lickint,liːkint
tomaschek,toːmaːʃek
buselmeier,buːselmaiɐ
bonné,boné
bachelin,baːxeːlin
welke,velkə
volquartz,folkvaɐt͡s
kässbohrer,kesboːʁɐ
grebe,kʁebə
thouret,touːʀet
gluecksohnwaelsch,klueksoːnvaelʃ
schirokauer,ʃiːʀoːkauɐ
schwanz,ʃvant͡s
wolfdietrich,volfdiːtʁix
xylander,ksylandɐ
hansch,hanʃ
schmidtgentner,ʃmitɡəntnɐ
rieschel,ʁiːʃel
schefferboyadel,ʃefeɐboyaːdel
eben,ebən
delsa,delsaː
hedy,hedy
epstein,epstain
erni,eɐniː
singerl,ziŋeɐl
amsi,amsiː
doreen,doːʀeːn
dux,duks
wolpe,volpə
pissors,pisoɐs
remond,ʁeːmont
isenbügel,iːsənbyːɡel
kinseher,kinseːɐ
berenz,beːʀənt͡s
dudler,dutlɐ
neidhardt,naitaɐt
bosshard,boshaɐt
schefold,ʃeːfolt
juro,juːʀoː
mětšk,mětšk
enkelmann,ənkelman
moreth,moːʀet
arvaneh,aɐfaːneː
hornack,hoɐnak
dais,dais
harras,haɐʁas
giuliana,ɡiuːliaːna
jakobeit,jaːkoːbait
bund,bunt
reichow,ʁaiexov
schlung,ʃluŋk
mozart,moːt͡saɐt
baumhauer,baumhauɐ
schönhardt,ʃønhaɐt
schoß,ʃos
wigger,vikɡɐ
borwin,boɐvin
bandelow,bandeːlov
taktloss,taktlos
hirtreiter,hiɐtʁaitɐ
wismann,visman
zmorek,t͡smoːʀek
lindermann,lindeɐman
siassia,ziasiaː
okras,okʁas
henkys,hənkys
doetsch,doet͡ʃ
birke,biɐkə
bozzini,bot͡st͡siːni
modersohn,moːdeɐsoːn
mader,madɐ
janole,jaːnolə
weniger,veːniçɐ
bathke,batkə
szczesny,st͡skt͡sesny
hollunder,holundɐ
hollinger,holiŋɐ
diplich,diplix
gruber,kʁubɐ
weirich,vaieʀix
baasner,baːsnɐ
molo,moːlo
künzel,kynt͡sel
mimbala,mimbaːla
zepek,t͡seːpek
köther,køtɐ
kötter,køtɐ
wissmann,visman
schache,ʃaxə
baxmeyer,baksmaiɐ
kessel,kesel
alles,ales
monk,moŋk
krömer,kʁømɐ
ehrhart,eːɐhaɐt
bülbring,bylpʁiŋk
ohlicher,oːlixɐ
ingram,iŋkʁam
rogler,ʁoklɐ
nana,naːna
halspach,halspax
elbern,elbeɐn
brungs,pʁuŋs
heidelbach,haiedelbax
gempp,ɡemp
klare,klaʀə
bauder,baudɐ
krauth,kʁaut
leugers,loyhɡeɐs
zoltan,t͡soltan
sebescen,zeːbeskən
matzerath,maːt͡seːʀat
bulthaupt,bultaupt
perry,peɐʁy
bräutigam,pʁoyhtieɡam
iggers,ikɡeɐs
maximiliane,maksiːmilianə
haltaufderheide,haltaufdeɐhaidə
kophamel,kofaːmel
gudo,ɡuːdoː
hoegel,hoeːɡel
sattler,zatlɐ
einrauch,ainʁaux
hope,hopə
wilms,vilms
teltz,telt͡s
edtbauer,etbauɐ
gastmann,ɡastman
görl,ɡøɐl
wentzek,vənt͡sek
vahlberg,faːlbeɐk
stratos,ʃtʁaːtos
scherau,ʃeːʀauh
pavle,paflə
jurišić,juːʀišiḱ
šturm,štuɐm
laux,lauks
gaedt,ɡaet
bassenge,basənɡə
demir,deːmiɐ
gökgöl,ɡøkɡøl
randow,ʁandov
daniyel,daːniyel
cimen,kiːmən
emig,emik
stuff,ʃtuf
ziska,t͡siskaː
erdal,eɐdal
kılıçaslan,kılıķaslan
zlatko,t͡slatkoː
janjić,janjiḱ
schoppenhauer,ʃopənhauɐ
picker,pikɐ
friedlander,fʁiːtlandɐ
campendonk,kampəndoŋk
kreienbaum,kʁaiənbaum
şebnem,şepnem
dönmez,dønmet͡s
arianne,aʀianə
borbach,boɐbax
boehrs,boeːɐs
traudel,tʁauhdel
blumhagen,plumhaːɡən
césar,késaɐ
loose,loːsə
sohnrethel,zoːnʁetel
daxl,daksl
hendrich,həntʁix
pohlenz,poːlənt͡s
bittschi,bitʃiː
kircher,kiɐxɐ
eckhardt,ekhaɐt
pfalzsulzbach,p͡falt͡ssult͡sbax
ruthard,ʁutaɐt
thieltges,tiːltɡes
chrobog,xʁoːbok
karmen,kaɐmən
stavec,ʃtaːfek
müllenheimrechberg,mylənhaimʁexbeɐk
buchtmann,buxtman
büssing,bysiŋk
fetting,fetiŋk
joséalex,joːséaːleks
ikeng,iːkənk
cody,kody
töpper,tøpɐ
richling,ʁixliŋk
rutenberg,ʁuːtənbeɐk
anel,anel
džaka,dt͡šaːka
womacka,voːmaːka
knappstein,knapstain
jale,jalə
arıkan,aʁıkan
possart,posaɐt
abroo,apʁoː
alberto,albeɐtoː
sterz,ʃteɐt͡s
sprickmann,ʃpʁikman
stegmüller,ʃtekmylɐ
buttinger,butiŋɐ
schmoller,ʃmolɐ
meyerabich,maieːʀaːbix
schräer,ʃʁeɐ
gablentz,ɡaplənt͡s
methfessel,metfesel
kschwendt,kʃvənt
d,t
nering,neːʀiŋk
langehanenberg,laŋeːhaːnənbeɐk
emily,emily
ruete,ʁuetə
glaesser,klaesɐ
proschwitz,pʁoʃvit͡s
rückerl,ʁyːkeɐl
navina,naːfiːnaː
omilade,omiːladə
velbrück,felpʁyk
plaut,plaut
freytagloringhoven,fʁaitakloːʀiŋkhoːfən
tritschler,tʁit͡ʃlɐ
dragan,tʁaːɡan
paljic,paljik
jabiri,jaːbiːʀi
odebrecht,odepʁext
alqadir,alqaːdiɐ
alhusaini,alhuːsaiəni
tausch,tauʃ
neigel,naieɡel
gustavus,ɡustaːfus
kaempf,kaemp͡f
bushido,bushiːdoː
logau,loːɡauh
crodel,kʁoːdel
nachtweih,naxtvaih
simmes,zimes
marusha,maːʀushaː
gelsdorf,ɡelsdoɐf
zwanziger,t͡svant͡siçɐ
rapolder,ʁaːpoldɐ
anderbrügge,andeɐpʁykɡə
thomik,toːmik
oenning,oənniŋk
emine,eminə
sevgi,zefɡiː
özdamar,øt͡sdaːmaɐ
schatzschneider,ʃat͡ʃnaidɐ
stuhlfauth,ʃtuːlfaut
lobe,lobə
melissa,meːlisaː
kirill,kiːʀil
petrenko,petʁənkoː
staab,ʃtaːp
moore,moːʀə
johnny,joːny
kreitlein,kʁaitlain
spyrka,ʃpyʁkaː
gayer,ɡaiɐ
corsepius,koɐseːpius
adriano,atʁiaːnoː
grimaldi,kʁiːmaldiː
topol,toːpol
alwara,alvaːʀa
höfels,høːfels
weidemann,vaiedeːman
kubrick,kupʁik
hickethier,hiːketiɐ
maucksch,maukʃ
shervin,sheɐfin
radjabalifardi,ʁatjaːbaliːfaɐdiː
selig,zeːlik
assauer,asauɐ
perdedaj,peɐdeːdaj
høyem,høyem
cristian,kʁistian
fiél,fiː́l
patton,paton
brunnenmeier,pʁunənmaiɐ
winklhofer,viŋklhofɐ
schönheim,ʃønhaim
platthaus,plathaus
baargeld,baːɐɡelt
geye,ɡaiə
kobluhn,kopluːn
kinhöfer,kinhøfɐ
rehberger,ʁeːbeɐɡɐ
sorgers,zoɐɡeɐs
anastasius,anastaːsius
mencken,mənkən
frauenarzt,fʁaueːnaɐt͡st
kulik,kuːlik
potulski,poːtulskiː
smisek,smiːsek
şermin,şeɐmin
ireen,iːʀeːn
sheer,sheɐ
wimbersky,vimbeɐsky
jonny,jony
slawinski,slaːvinskiː
böger,bøɡɐ
olli,oliː
dittrich,ditʁix
kirchhof,kiɐxhof
hilgenfeldt,hilɡənfelt
krösing,kʁøːsiŋk
täuber,toybɐ
präger,pʁeɡɐ
stöwer,ʃtøvɐ
rydlewicz,ʁytleːvikt͡s
schröders,ʃʁøːdeɐs
jimmy,jimy
urslingen,uɐsliŋən
flashar,flashaɐ
nüsslein,nyslain
hünniger,hyniçɐ
seyferth,zaifeɐt
stücklen,ʃtyklən
thurk,tuɐk
bebel,beːbel
karges,kaɐɡes
sahr,zaːɐ
senesie,zeːnesiə
kiewel,kiːvel
türck,tyɐk
toba,toːbaː
rothfuss,ʁotfus
lohner,loːnɐ
feick,faik
ruzicka,ʁuːt͡siːkaː
vannahme,fanaːmə
lübcke,lypkə
hennen,hənnən
hupp,hup
hermen,heɐmən
horsch,hoɐʃ
waibel,vaiebel
arnstedt,aɐnstet
thien,tiːn
kelbassa,kelbasaː
meden,meːdən
meese,meːsə
dotchev,dotxef
dörfel,døɐfel
andreja,antʁeːjaː
pagelsdorf,paːɡelsdoɐf
kuhnke,kuːŋkə
bresinsky,pʁeːsinsky
ulsaß,ulsas
dundee,dundeə
wehmeyer,veːmaiɐ
denner,dənnɐ
hendel,həndel
